key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203
107,67180,1,30,59,"BNPC_COMPANION_ALPHINAUD","BNPC_COMPANION_BANUBANU","BNPC_CENTURIO_BOSS","BNPC_EMPIRE_SWORD_01_02","BNPC_EMPIRE_SWORD_01_03","BNPC_EMPIRE_SWORD_01_04","BNPC_EMPIRE_MAGIC_01_05","BNPC_EMPIRE_AIRSHIP_02_01","BNPC_EMPIRE_SWORD_02_02","BNPC_EMPIRE_SWORD_02_03","BNPC_EMPIRE_SWORD_02_04","BNPC_EMPIRE_MAGIC_02_05","BNPC_EMPIRE_SWORD_03_01","BNPC_EMPIRE_SWORD_03_02","BNPC_COMPANION_PET_CARBUNCLE_RED","DEF_ACTION_SUMMON_PET_BNPC","QIB_YELL_01","QIB_YELL_02","LOC_MAKER_BANUBANU","LOC_MAKER_ZAKO01","LOC_MAKER_ZAKO02","LOC_MAKER_AL","LOC_MAKER_PC","LOC_MAKER_ZAKO03","LOC_MAKER_TAICHO","LOC_ACTOR_AL","LOC_ACTOR_RONUBANU","LOC_ACTOR_TAICHO","LOC_ACTOR_ZAKO01","LOC_ACTOR_ZAKO02","LOC_ACTOR_ZAKO03","LOC_MAKER_START","LOC_ACTION0","LOC_ACTION1","BNPCSTATE_SCARED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5862338,5862336,5862331,5862332,5862333,5862334,5862335,5864438,5864439,5864440,5864441,5864442,5864443,5864444,5878644,4785,2650,2651,5916636,5916640,5916644,5916653,5916656,5916663,5916664,1011887,1012482,1012483,1012484,1012485,1012486,5917403,985,4194,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,67142,1,30,53,"LOC_MARKER_0","LOC_ACTOR_0","LOC_ACTOR_1","LOC_ACTOR_2","LOC_ACTOR_3","LOC_ACTOR_4","LOC_ACTOR_5","INIT_POP_COMPANION_BNPC_ALPHINAUD","INIT_POP_COMPANION_BNPC_ESTINIEN","INIT_POP_ENEMY_BNPC_P1_A_ZAKO_KEN","INIT_POP_ENEMY_BNPC_P1_A_ZAKO_YARI","INIT_POP_ENEMY_BNPC_P1_B_ZAKO_JU","INIT_POP_ENEMY_BNPC_P1_B_ZAKO_GEN","SECOND_POP_ENEMY_BNPC_P2_C_ZAKO_JU","SECOND_POP_ENEMY_BNPC_P2_C_ZAKO_KEN_DRAGON","SECOND_POP_ENEMY_BNPC_P2_D_ZAKO_GEN","SECOND_POP_ENEMY_BNPC_P2_D_ZAKO_KEN_DRAGON","THIRD_POP_ENEMY_BNPC_P3_E_ZAKO_KEN_DRAGON","THIRD_POP_ENEMY_BNPC_P3_E_ZAKO_JU","THIRD_POP_ENEMY_BNPC_P3_F_ZAKO_KEN_DRAGON","THIRD_POP_ENEMY_BNPC_P3_F_BOSS","FOURTH_POP_ENEMY_BNPC_P4_G_ZAKO_KEN_DRAGON","FOURTH_POP_ENEMY_BNPC_P4_G_ZAKO_JU","INIT_POP_ENEMY_BNPC_GIMMIC_TRANS_BATTALION_NOLOG_NOHIT_01","INIT_POP_ENEMY_BNPC_GIMMIC_TRANS_BATTALION_NOLOG_NOHIT_02","INIT_POP_ENEMY_BNPC_GIMMIC_TRANS_BATTALION_NOLOG_NOHIT_03","INIT_POP_ENEMY_BNPC_GIMMIC_TRANS_BATTALION_NOLOG_NOHIT_04","INIT_POP_ENEMY_BNPC_GIMMIC_TRANS_BATTALION_NOLOG_NOHIT_05","INIT_POP_ENEMY_BNPC_GIMMIC_TRANS_BATTALION_NOLOG_NOHIT_06","INIT_POP_ENEMY_BNPC_GIMMIC_TRANS_BATTALION_NOLOG_NOHIT_07","INIT_POP_ENEMY_BNPC_GIMMIC_TRANS_BATTALION_NOLOG_NOHIT_08","INIT_POP_ENEMY_BNPC_GIMMIC_TRANS_BATTALION_NOLOG_NOHIT_09","INIT_POP_ENEMY_BNPC_GIMMIC_TRANS_BATTALION_NOLOG_NOHIT_10","INIT_POP_ENEMY_BNPC_GIMMIC_TRANS_BATTALION_NOLOG_NOHIT_11","INIT_POP_ENEMY_BNPC_GIMMIC_TRANS_BATTALION_NOLOG_NOHIT_12","INIT_POP_ENEMY_BNPC_GIMMIC_TRANS_BATTALION_NOLOG_NOHIT_13","LOC_MARKER0","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","ACTION_TRANSFORM_TO_DRAG","ACTION_TRANSFORM_TO_MSHUFUSHU","QIB_YELL_01","QIB_YELL_02","STATUS_PARAM_DAMAGE_UP","LOC_ACTION_HAX","LOC_ACTION_HAX_BASE","PLAY_BGM_LCUT_DRAGON","PLAY_BGM_LCUT_HANYOB","PLAY_BGM_LCUT_DRAGONWAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5855126,1012442,1012443,1009991,1009991,1009991,1009991,5855526,5855527,5855123,5855522,5855524,5855525,5855542,5855541,5855544,5855543,5855643,5855644,5855648,5855647,5855691,5855698,5855582,5855591,5855593,5855594,5855595,5855596,5855597,5855598,5855613,5855618,5855626,5855629,5855630,5855126,1013665,1013666,1013667,1013668,1013669,1013670,3930,3994,2652,2653,385,934,936,314,16,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,67175,1,30,59,"CUT_SCENE_N_01","CUT_SCENE_N_02","INIT_POP_BNPC_COMPANION_ALPHINAUD","INIT_POP_BNPC_COMPANION_HILDA","INIT_POP_BNPC_ENEMY_P1_CHARIBERT","INIT_POP_BNPC_ENEMY_P1_ZAKO_GEN","INIT_POP_BNPC_ENEMY_P1_ZAKO_JU1","INIT_POP_BNPC_ENEMY_P1_ZAKO_JU2","INIT_POP_BNPC_ENEMY_GIMMIC_VFX_FIREBALL","SECOND_POP_BNPC_ENEMY_P2_A_ZAKO_JU","SECOND_POP_BNPC_ENEMY_P2_B_ZAKO_YARI","SECOND_POP_BNPC_ENEMY_P2_B_ZAKO_KEN","SECOND_POP_BNPC_ENEMY_P2_C_ZAKO_YARI","SECOND_POP_BNPC_ENEMY_P2_C_ZAKO_KEN","THIRD_POP_BNPC_COMPANION_HAURCHEFANT","THIRD_POP_BNPC_ENEMY_P3_D_ZAKO_JU","THIRD_POP_BNPC_ENEMY_P3_D_ZAKO_GEN","EOBJ_DAMAGE_AREA","STATUS_PARAM_FIRE_DAMAGE","ACTION_DARK_FIREGA","ACTION_FIRERA","STATUS_FIRE_DOT","DEF_ACTION_SUMMON_PET_BNPC","BNPC_COMPANION_PET_CARBUNCLE_RED","LOCKON_FIRE","QIB_YELL_01","QIB_YELL_02","QIB_YELL_03","QIB_YELL_04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",854,855,5866564,5866565,5866560,5866561,5866562,5877278,5866580,5875773,5866571,5866572,5866568,5866569,5866579,5866577,5866578,5898500,1700,3791,2175,267,4785,5898576,25,2659,2660,2661,2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,67203,1,30,60,"CUT_SCENE_N_01","CUT_SCENE_N_02","BNPC_COMPANION_ALPHINAUD","BNPC_COMPANION_ESTINIEN","BNPC_COMPANION_Y_SHTOLA","BNPC_ENEMY_BOSS","BNPC_ENEMY_ZAKO_KEN","BNPC_ENEMY_ZAKO_YARI","BNPC_ENEMY_ZAKO_JU","BNPC_ENEMY_ZAKO_YUMI","BNPC_ENEMY_TRANS_BATTALION_NOLOG_NOHIT_00","BNPC_ENEMY_TRANS_BATTALION_NOLOG_NOHIT_01","BNPC_ENEMY_TRANS_BATTALION_NOLOG_NOHIT_02","BNPC_ENEMY_TRANS_BATTALION_NOLOG_NOHIT_03","BNPC_ENEMY_TRANS_BATTALION_NOLOG_NOHIT_04","BNPC_ENEMY_TRANS_BATTALION_NOLOG_NOHIT_05","BNPC_ENEMY_TRANS_BATTALION_NOLOG_NOHIT_06","BNPC_ENEMY_TRANS_BATTALION_NOLOG_NOHIT_07","BNPC_JUJIGIRI","DEF_ACTION_JUJIGIRI","DEF_ACTION_MAGIC_FIELD","EOBJ_MAGIC_FIELD","STATUSPARAM_MAGIC_DOT","BNPC_ENEMY_ADD_KEN","BNPC_ENEMY_ADD_YARI","BNPC_SEIRINSUI_01","BNPC_SEIRINSUI_02","BNPC_SEIRINSUI_03","BNPC_SEIRINSUI_04","BNPC_SEIRINSUI_05","BNPC_SEIRINSUI_06","BNPC_SEIRINSUI_07","BNPC_SEIRINSUI_08","DEF_ACTION_SEIRINSUI_BAKUHATSU","DEF_ACTION_JUJIGIRI_TOSHIN","BNPC_SUMMON_CARBUNCLE","DEF_ACTION_SUMMON_PET_BNPC","BNPCBASE_SEIRINSUI","BNPCBASE_JUJIGIRI","POP_RANGE_Y_SHTOLA_MOVE_01","LINE_VOICE_ALPHINAUD_007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",895,896,5872315,5872316,5873153,5872306,5872308,5872309,5872310,5872311,5872328,5872329,5872332,5872333,5872334,5872337,5872338,5872339,5891787,3924,4006,5891583,1698,5891587,5891588,5891755,5891756,5891757,5891758,5891759,5891760,5891761,5891765,3922,3825,5911934,4786,3948,3933,5936437,8201091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,67124,1,30,52,"BNPC_ENEMY_GLADIATOR_HERETIC_01","BNPC_ENEMY_GLADIATOR_HERETIC_02","BNPC_ENEMY_CONJURER_HERETIC_03","BNPC_ENEMY_LANCER_HERETIC_04","BNPC_ENEMY_ARCANIST_HERETIC_05","BNPC_ENEMY_GLADIATOR_HERETIC_06","BNPC_ENEMY_GLADIATOR_HERETIC_07","BNPC_ENEMY_CONJURER_HERETIC_08","EOBJ_FOOTPRINT_01","EOBJ_FOOTPRINT_02","EOBJ_FOOTPRINT_03","EOBJ_HIDING_PLACE_01","ERANGE_HIDING_PLACE_01","LOG_MESSAGE_EOBJ_01","LOG_MESSAGE_EOBJ_02","NPC_YELL_GLADIATOR_HERETIC_A_01","NPC_YELL_GLADIATOR_HERETIC_B_01","NPC_YELL_CONJURER_HERETIC_01","NPC_YELL_LANCER_HERETIC_01","NPC_YELL_LANCER_HERETIC_02","NPC_YELL_ARCANIST_HERETIC_01","NPC_YELL_ARCANIST_HERETIC_02","NPC_YELL_LANCER_HERETIC_DEAD","EVENT_ACTION_FOOTPRINT","EVENT_ACTION_HIDING_PLACE","CUT_SCENE_N_01","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_POS_ACTOR3","LOC_POS_ACTOR4","LOC_POS_ACTOR5","LOC_POS_ACTOR6","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","ACTION_TIMELINE_EVENT_BASE_GUARD_STAND","ACTION_TIMELINE_EVENT_BASE_GUARD_LOOK_AWAY","ACTION_TIMELINE_BATTLE_CORPSE","BNPC_SPRIT","BNPC_BOMB","BNPC_FLOWER","BNPC_COBLYN","BNPC_BARD","BNPC_GOLLILA_DORAGON","POP_RANGE_ENEMY_HIDE_OUT","BGM_BOSS_BATTLE","BNPC_TOUMEI_HIDE_OUT","LOC_EOBJ0","LOC_POS_ACTOR7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5888456,5888460,5888461,5888462,5888463,5888464,5888465,5888466,5888470,5888471,5888472,5888473,5888476,3252,3253,2640,2641,2642,2643,2644,2645,2646,2753,21,50,792,5908334,5908335,5908336,5908337,5908338,5908339,5908341,1012497,1012473,1012474,1012475,1012476,808,845,73,4311,4312,4313,4314,4840,4841,5908743,39,5909462,2006171,5910314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,67193,1,30,60,"BNPC_COMPANION_BRAYFLOX","BNPC_COMPANION_ALPHINAUD","BNPC_COMPANION_YSHTOLA","BNPC_ENEMY_LEADER_GOBLIN_01","BNPC_ENEMY_FIGHTER_GOBLIN_02","BNPC_ENEMY_FIGHTER_GOBLIN_03","BNPC_ENEMY_SNIPER_GOBLIN_04","BNPC_SUMMON_CARBUNCLE","BNPC_OBJ_SMALL_BOMB_01","BNPC_OBJ_SMALL_BOMB_02","BNPC_OBJ_SMALL_BOMB_03","BNPC_OBJ_SMALL_BOMB_04","BNPC_OBJ_SMALL_BOMB_05","BNPC_OBJ_SMALL_BOMB_06","BNPC_OBJ_SMALL_BOMB_07","BNPC_OBJ_SMALL_BOMB_08","BNPC_OBJ_SMALL_BOMB_09","BNPC_OBJ_SMALL_BOMB_10","BNPC_OBJ_SMALL_BOMB_11","BNPC_ENEMY_FIGHTER_GOBLIN_05","BNPC_ENEMY_FIGHTER_GOBLIN_06","BNPC_ENEMY_SNIPER_GOBLIN_07","BNPC_ENEMY_SNIPER_GOBLIN_08","BNPC_ENEMY_FIGHTER_GOBLIN_09","BNPC_ENEMY_GLIDER_GOBLIN_10","BNPC_ENEMY_GLIDER_GOBLIN_11","BNPC_ENEMY_FIGHTER_GOBLIN_12","BNPC_ENEMY_SNIPER_GOBLIN_13","BNPC_ENEMY_FIGHTER_GOBLIN_14","BNPC_ENEMY_SNIPER_GOBLIN_15","BNPC_ENEMY_FIGHTER_GOBLIN_16","BNPC_ENEMY_SNIPER_GOBLIN_17","BNPC_ENEMY_GLIDER_GOBLIN_18","BNPC_ENEMY_MACHINE_GOBLIN_19","BNPC_OBJ_BIG_BOMB_01","BNPC_OBJ_BIG_BOMB_02","BNPC_OBJ_BIG_BOMB_03","BNPC_OBJ_BIG_BOMB_04","BNPC_OBJ_BIG_BOMB_05","BNPC_OBJ_BIG_BOMB_06","NPC_YELL_YSHTOLA_01","NPC_YELL_YSHTOLA_02","NPC_YELL_YSHTOLA_03","NPC_YELL_YSHTOLA_04","NPC_YELL_YSHTOLA_05","ACTION_BOMB_DISPERSAL","ACTION_YSHTOLA_SPIRITUAL_RAY","STATUS_PARAM_DEBUFF_YSHTOLA_SPIRITUAL_RAY","DEF_ACTION_SUMMON_PET_BNPC","LOC_POS_ACTOR0","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_POS_ACTOR100","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_ACTOR5","LOC_ACTOR6","ACTION_TIMELINE_EVENT_TALK_DEMIHUMAN","ACTION_TIMELINE_EVENT_SIGH","ACTION_TIMELINE_EMOTE_GROUND_LOOP","LOC_BGM0","LOC_POS_CAM0","LINE_VOICE_YSHTOLA_002","LINE_VOICE_YSHTOLA_006","LINE_VOICE_YSHTOLA_005","NPC_YELL_YSHTOLA_VOICE_002","NPC_YELL_YSHTOLA_VOICE_006","NPC_YELL_YSHTOLA_VOICE_005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5886492,5886496,5886497,5886499,5886500,5886501,5886502,5886508,5886511,5886512,5886513,5886514,5886515,5886516,5886517,5886518,5886519,5886520,5886521,5886545,5886547,5886548,5886549,5886550,5886551,5886552,5886563,5886564,5886565,5886566,5886568,5886569,5886570,5886571,5886573,5886578,5886582,5886583,5886585,5886587,2637,2638,2639,2781,2782,1933,4023,1702,4785,5919735,5919743,5919747,5919760,1011887,1011889,1012487,1012488,1012489,1012490,1012491,949,4229,654,113,5922528,8201093,8201097,8201096,3485,3489,3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,67208,1,30,54,"BNPC_ALKAZOLKA_01","BNPC_P1_GOLEM_01","ACTION_PARTBREAK_TRIGGER","LOC_POS1","LOC_ACTOR1","LOC_ACTOR2","SE_ID_EVENT_TREMOR","LOGMESSAGE_PARTS_REBORN","STATUS_DAMAGEUP","LOC_BGM0","BNPC_DUMMY_01","ACTION_DUMMYPOP_TRIGGER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5874600,5874601,3269,5917735,1007111,1014729,92,5347,1852,86,5962543,4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,67218,1,30,60,"BNPC_P1_BLM_A_01","BNPC_P1_BLM_A_02","BNPC_P1_BLM_B_01","BNPC_P2_BLM_B_01","BNPC_P2_BLM_B_02","BNPC_P2_GATE_01","BNPC_P2_GATE_02","BNPC_P2_PURIN_01","BNPC_P2_PURIN_02","BNPC_P3_BLM_A_01","BNPC_P3_BLM_B_01","BNPC_P3_GATE_01","BNPC_P3_GATE_02","BNPC_P3_GATE_03","BNPC_P3_GARGOYLE_01","BNPC_P3_GARGOYLE_02","BNPC_P3_GARGOYLE_03","ENPC_DOUSHI_01","POPTIME_PURIN","POPTIME_GARGOYLE","LOC_POS_ACTOR1","LOC_POS_ACTOR2","LOC_ACTOR1","LOC_POS_ACTOR3","LOC_POS_ACTOR4","LOC_ACTOR2","LOC_ACTOR3","LOC_ACTOR4","LOC_BGM_1","LOC_ACTION_1","LOC_ACTION_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5874136,5874137,5874139,5874143,5874290,5874291,5874292,5887399,5887400,5874293,5874296,5874590,5874591,5874592,5887401,5887402,5887403,5874135,30,30,5911929,5911966,1013068,5911967,5911968,1013052,1013053,1013054,39,1039,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,67256,1,30,54,"BNPC_FORTEM_01","BNPC_FORTEM_02","BNPC_ESCHIVA_01","BNPC_P1_WOLF_01","BNPC_P1_WOLF_02","BNPC_P1_WILDDILLE_01","BNPC_P1_WILDDILLE_02","BNPC_P1_DARKSPRITE_01","BNPC_P1_WOLF_ADD_01","BNPC_P1_WILDDILLE_ADD_01","BNPC_P1_GOOBBUE_ADD_01","YELL_FORTEM01_DEAD_01","YELL_FORTEM02_DEAD_01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5867698,5867702,5867712,5867745,5867754,5867767,5867769,5867781,5867782,5867793,5867801,2635,2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,67228,1,30,56,"BNPC_HEUSTIENNE_01","BNPC_P1_GORILLADRAGON_01","BNPC_P1_PUK_01","BNPC_P1_PUK_02","BNPC_P2_GORILLADRAGON_01","BNPC_P2_GORILLADRAGON_02","BNPC_P2_GORILLADRAGON_03","BNPC_P2_PUK_01","BNPC_P2_PUK_02","BNPC_P2_PUK_03","BNPC_P2_PUK_04","BNPC_P3_GORILLADRAGON_01","BNPC_P3_GORILLADRAGON_02","BNPC_P3_PUK_01","BNPC_P3_PUK_02","BNPC_P3_WYVERN_01","NCUT_01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5877439,5877448,5877449,5877451,5877656,5877657,5877659,5877661,5877662,5877663,5877706,5877762,5877763,5877765,5877766,5877769,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,67238,1,30,49,"BNPC_BOX_01","BNPC_JOYE","BNPC_P1_CRAB_01","BNPC_P1_CRAB_02","BNPC_P1_CRAB_03","BNPC_P1_CRAB_04","BNPC_P1_CRAB_05","BNPC_P2_CRAB_01","BNPC_P2_CRAB_02","BNPC_P2_CRAB_03","BNPC_P2_KURAGE_01","BNPC_P2_KURAGE_02","BNPC_P2_KURAGE_03","BNPC_P3_CRAB_01","BNPC_P3_CRAB_02","BNPC_P3_CRAB_03","BNPC_P3_CRAB_04","BNPC_P3_CRAB_05","BNPC_P3_KURAGE_01","BNPC_P3_KURAGE_02","BNPC_P3_KURAGE_03","BNPC_P3_KURAGE_04","BNPC_P4_SUIRYU_01","ENPC_ROSTNSTHAL","ENPC_STEPHANIVIEN","YELL_JOY_TRANCE_01","ACTION_JOY_TRANCE_01","LOC_MARKER_01","LOC_ACTOR0","LOC_ACTOR1","LOC_ACTOR2","LOC_BGM0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5867998,5868001,5868003,5868005,5868006,5868007,5868008,5868009,5868010,5868011,5868012,5868013,5868014,5868015,5868018,5868019,5868020,5868022,5868023,5868024,5868025,5868026,5868028,5868079,5868080,2663,4265,5927544,1014579,1014580,1015124,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,67243,1,30,56,"BNPC_CELESTAUX","BNPC_HAILLENARTE_01","BNPC_HAILLENARTE_02","BNPC_HAILLENARTE_03","BNPC_HAILLENARTE_04","BNPC_P1_ABIS_01","BNPC_P1_ABIS_02","BNPC_P1_ABIS_03","BNPC_P1_ABIS_04","BNPC_P1_ABIS_05","BNPC_P1_RINGDRAGON_01","BNPC_P1_DRAKE_01","BNPC_P1_DRAKE_02","BNPC_P1_DRAKE_03","ENPC_ROSTNSTHAL","ENPC_BAURENDOUIN","YELL_CELESTAUX_DEAD","YELL_HAILLENARTE_01_DEAD","YELL_HAILLENARTE_02_DEAD","YELL_HAILLENARTE_03_DEAD","YELL_HAILLENARTE_04_DEAD","LOC_MARKER_01","LOC_ACTOR0","LOC_ACTOR1","CUT_SCENE_01","LOC_BGM0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5873785,5873786,5873787,5873788,5873789,5873790,5873791,5873792,5873793,5873795,5873802,5873794,5873798,5873799,5873783,5873784,2654,2655,2656,2657,2658,5934854,1014580,1015073,974,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
