key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
289,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Ook!?","","","","Ook ook!","","...Ook.",""
290,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"You say there appears to be a few handfuls' worth nestled at the bottom? Do you think could go back and scoop out what's remaining? We need as much mochi as we can get if we're to feed the hungry masses!","","","","","","",""
291,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Ook ook!","","","","Ook ook ook!","","Ook! Ook ook!",""
292,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Ook!","","","","","","",""
293,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Ook ook!","","","","","","",""
294,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"All was proceeding well until the accursed Rabid Wives came and unleashed their deckhounds. Battle-trained as they are, the cyclops's mighty pounding does naught to deter them.","You must find a way to reach the mortar and retrieve the mochi, taking care to avoid maw and mallet both. What you are able to procure, you may leave in Taro's safekeeping.","","","","","",""
295,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"All was proceeding well until the accursed Rabid Wives came and unleashed their deckhounds. Battle-trained as they are, the cyclops's mighty pounding does naught to deter them.","You must find a way to reach the mortar and retrieve the mochi, taking care to avoid maw and mallet both. What you are able to procure, you may leave in Taro's safekeeping.","Assist with retrieving the mochi?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","","Is that so... I'll not hide my disappointment, but nor can I blame you. The sight of those slavering beasts is enough to send even hardened mochi-retrievers fleeing with their tails between their legs.",""
296,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Arf, arf...","","","","Ruff! Arruff!","","<whimper>",""
297,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"We've managed to retrieve a fair amount of mochi, but more is needed if we are to ensure the celebration's success. Keep at it awhile longer, I beg you!","","","","","","",""
298,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Arf, arf!♪","","","","Woof, woof!","","Arf, arf!",""
299,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"<sniff> <sniff>","","","","","","",""
300,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Arf, arf!","","","","","","",""
301,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,3,0,0,0,0,0,0,"<If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>Good evening<Else/>Twelve give you good morrow</If><Else/><If(LessThan(PlayerParameter(11),17))>Good day to you<Else/>Good evening</If></If>, adventurer. I am an engineer of the noble House Haillenarte, here at the behest of His Illustriousness to collect unstable shards that we might learn how to tap their energies.","The High Count would be most appreciative of any and all assistance. Might you be interested? Such deeds would not go unnoticed by our house.","","","","","Ah, I see that you are occupied with your own tasks. Forgive me the intrusion. Though, if your mind should change, I shall be here waiting.",""
302,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"This particular area exhibits a high concentration of fire shards, whether they be sprouting from the very ground we walk upon, or animated in the form of sprites.","","","","","","",""
303,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"How have you fared in your search? Allow me to relieve you of your burden.","","","","Ah, this will do nicely! On behalf of House Haillenarte, you have our thanks.","","The High Count's generosity knows no bounds when it comes to rewarding service in his name. Have you more shards, further riches await.",""
304,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Unlike the elemental crystals found in the lands below, the unstable shards of the Diadem perpetually radiate aetherial energy. This energy is believed to be what contributes to the size...and ferocity of the creatures on these remote isles.","","","","","","",""
305,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Every shard will bring House Haillenarte closer to solving the mystery surrounding these remarkable items. Your contribution is much appreciated.","","","","Why, you have outdone yourself, good adventurer! House Haillenarte is in your debt!","","Still, the High Count's generosity knows no bounds when it comes to rewarding service in his name. Have you more shards, further riches await.",""
306,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,3,0,0,0,0,0,0,"<If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>Good evening<Else/>Twelve give you good morrow</If><Else/><If(LessThan(PlayerParameter(11),17))>Good day to you<Else/>Good evening</If></If>, adventurer. I am an engineer of the noble House Haillenarte, here at the behest of His Illustriousness to collect unstable shards that we might learn how to tap their energies.","The High Count would be most appreciative of any and all assistance. Might you be interested? Such deeds would not go unnoticed by our house.","","","","","Ah, I see that you are occupied with your own tasks. Forgive me the intrusion. Though, if your mind should change, I shall be here waiting.",""
307,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"This particular area exhibits a high concentration of lightning shards, whether they be sprouting from the very ground we walk upon, or animated in the form of sprites.","","","","","","",""
308,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"How have you fared in your search? Allow me to relieve you of your burden.","","","","Ah, this will do nicely! On behalf of House Haillenarte, you have our thanks.","","The High Count's generosity knows no bounds when it comes to rewarding service in his name. Have you more shards, further riches await.",""
309,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Unlike the elemental crystals found in the lands below, the unstable shards of the Diadem perpetually radiate aetherial energy. This energy is believed to be what contributes to the size...and ferocity of the creatures on these remote isles.","","","","","","",""
310,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Every shard will bring House Haillenarte closer to solving the mystery surrounding these remarkable items. Your contribution is much appreciated.","","","","Why, you have outdone yourself, good adventurer! House Haillenarte is in your debt!","","Still, the High Count's generosity knows no bounds when it comes to rewarding service in his name. Have you more shards, further riches await.",""
311,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,3,0,0,0,0,0,0,"<If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>Good evening<Else/>Twelve give you good morrow</If><Else/><If(LessThan(PlayerParameter(11),17))>Good day to you<Else/>Good evening</If></If>, adventurer. I am an engineer of the noble House Haillenarte, here at the behest of His Illustriousness to collect unstable shards that we might learn how to tap their energies.","The High Count would be most appreciative of any and all assistance. Might you be interested? Such deeds would not go unnoticed by our house.","","","","","Ah, I see that you are occupied with your own tasks. Forgive me the intrusion. Though, if your mind should change, I shall be here waiting.",""
312,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"This particular area exhibits a high concentration of earth shards, whether they be sprouting from the very ground we walk upon, or animated in the form of sprites.","","","","","","",""
313,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"How have you fared in your search? Allow me to relieve you of your burden.","","","","Ah, this will do nicely! On behalf of House Haillenarte, you have our thanks.","","The High Count's generosity knows no bounds when it comes to rewarding service in his name. Have you more shards, further riches await.",""
314,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Unlike the elemental crystals found in the lands below, the unstable shards of the Diadem perpetually radiate aetherial energy. This energy is believed to be what contributes to the size...and ferocity of the creatures on these remote isles.","","","","","","",""
315,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Every shard will bring House Haillenarte closer to solving the mystery surrounding these remarkable items. Your contribution is much appreciated.","","","","Why, you have outdone yourself, good adventurer! House Haillenarte is in your debt!","","Still, the High Count's generosity knows no bounds when it comes to rewarding service in his name. Have you more shards, further riches await.",""
316,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,3,0,0,0,0,0,0,"<If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>Good evening<Else/>Twelve give you good morrow</If><Else/><If(LessThan(PlayerParameter(11),17))>Good day to you<Else/>Good evening</If></If>, adventurer. I am an engineer of the noble House Haillenarte, here at the behest of His Illustriousness to collect unstable shards that we might learn how to tap their energies.","The High Count would be most appreciative of any and all assistance. Might you be interested? Such deeds would not go unnoticed by our house.","","","","","Ah, I see that you are occupied with your own tasks. Forgive me the intrusion. Though, if your mind should change, I shall be here waiting.",""
317,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"This particular area exhibits a high concentration of ice shards, whether they be sprouting from the very ground we walk upon, or animated in the form of sprites.","","","","","","",""
318,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"How have you fared in your search? Allow me to relieve you of your burden.","","","","Ah, this will do nicely! On behalf of House Haillenarte, you have our thanks.","","The High Count's generosity knows no bounds when it comes to rewarding service in his name. Have you more shards, further riches await.",""
319,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Unlike the elemental crystals found in the lands below, the unstable shards of the Diadem perpetually radiate aetherial energy. This energy is believed to be what contributes to the size...and ferocity of the creatures on these remote isles.","","","","","","",""
320,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Every shard will bring House Haillenarte closer to solving the mystery surrounding these remarkable items. Your contribution is much appreciated.","","","","Why, you have outdone yourself, good adventurer! House Haillenarte is in your debt!","","Still, the High Count's generosity knows no bounds when it comes to rewarding service in his name. Have you more shards, further riches await.",""
321,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,3,0,0,0,0,0,0,"<If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>Good evening<Else/>Twelve give you good morrow</If><Else/><If(LessThan(PlayerParameter(11),17))>Good day to you<Else/>Good evening</If></If>, adventurer. I am an engineer of the noble House Haillenarte, here at the behest of His Illustriousness to collect unstable shards that we might learn how to tap their energies.","The High Count would be most appreciative of any and all assistance. Might you be interested? Such deeds would not go unnoticed by our house.","","","","","Ah, I see that you are occupied with your own tasks. Forgive me the intrusion. Though, if your mind should change, I shall be here waiting.",""
322,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"This particular area exhibits a high concentration of water shards, whether they be sprouting from the very ground we walk upon, or animated in the form of sprites.","","","","","","",""
323,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"How have you fared in your search? Allow me to relieve you of your burden.","","","","Ah, this will do nicely! On behalf of House Haillenarte, you have our thanks.","","The High Count's generosity knows no bounds when it comes to rewarding service in his name. Have you more shards, further riches await.",""
324,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Unlike the elemental crystals found in the lands below, the unstable shards of the Diadem perpetually radiate aetherial energy. This energy is believed to be what contributes to the size...and ferocity of the creatures on these remote isles.","","","","","","",""
325,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Every shard will bring House Haillenarte closer to solving the mystery surrounding these remarkable items. Your contribution is much appreciated.","","","","Why, you have outdone yourself, good adventurer! House Haillenarte is in your debt!","","Still, the High Count's generosity knows no bounds when it comes to rewarding service in his name. Have you more shards, further riches await.",""
326,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,3,0,0,0,0,0,0,"<If(LessThan(PlayerParameter(11),12))><If(LessThan(PlayerParameter(11),4))>Good evening<Else/>Twelve give you good morrow</If><Else/><If(LessThan(PlayerParameter(11),17))>Good day to you<Else/>Good evening</If></If>, adventurer. I am an engineer of the noble House Haillenarte, here at the behest of His Illustriousness to collect unstable shards that we might learn how to tap their energies.","The High Count would be most appreciative of any and all assistance. Might you be interested? Such deeds would not go unnoticed by our house.","","","","","Ah, I see that you are occupied with your own tasks. Forgive me the intrusion. Though, if your mind should change, I shall be here waiting.",""
327,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"This particular area exhibits a high concentration of wind shards, whether they be sprouting from the very ground we walk upon, or animated in the form of sprites.","","","","","","",""
328,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"How have you fared in your search? Allow me to relieve you of your burden.","","","","Ah, this will do nicely! On behalf of House Haillenarte, you have our thanks.","","The High Count's generosity knows no bounds when it comes to rewarding service in his name. Have you more shards, further riches await.",""
329,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Unlike the elemental crystals found in the lands below, the unstable shards of the Diadem perpetually radiate aetherial energy. This energy is believed to be what contributes to the size...and ferocity of the creatures on these remote isles.","","","","","","",""
330,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Every shard will bring House Haillenarte closer to solving the mystery surrounding these remarkable items. Your contribution is much appreciated.","","","","Why, you have outdone yourself, good adventurer! House Haillenarte is in your debt!","","Still, the High Count's generosity knows no bounds when it comes to rewarding service in his name. Have you more shards, further riches await.",""
331,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"How could this have happened! Tell me! TELL ME!","Traps, nets, patrols day and night...and still those damnable Namazu are able to slither into our village and rob us of our very livelihoods! I've had enough! This means <Emphasis>war</Emphasis>! Not only will we retrieve the seedlings they stole, we will make sure they never can again!","To war?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","Good! Because you can't have a war without someone able to fight, and us poor, humble villagers are far from able when it comes to slitting throats and taking names. You, on the other hand, <Emphasis>you</Emphasis> look as if you've sent a good plenty of deserving souls to the afterlife. I'll be waiting here for the seedlings!","","So it's like that, is it? You're going to leave us here to starve? I suppose we only have ourselves to blame...but it's a lot easier on the heart blaming an uncharitable stranger!",""
332,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"You have been mossst generousss with your time, kind stranger. Several of my creations still lie in the handsss of the accursssed Qalyana, but I have already asked overmuch, and could not think of burdening you further...unlesss, that is, you do not mind...","","","","","","",""
333,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,3,0,0,0,0,0,0,"My aunt tells me that adventurers are supposed to help people. Would you help <Emphasis>me</Emphasis> collect sharp stones to make arrowheads?","Help the M tribe youth?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","You will? I... I... It's just...my aunt... She's never... Oh, thank you, good <If(PlayerParameter(4))>lady<Else/>sir</If>! There are sharp stones all about these hills, but the best ones can be found inside the dhara's dust-devils.","","I knew it. My aunt is always lying...when she's not giving me lashings.",""
334,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Have you had any luck? The hills are thick with dhara this day and I'm afraid they'll find me if I leave this spot.","Hand the youth the stones you have collected?","","","Ow! When I said sharp stones, you truly listened! Many thanks, kind adventurer. You have saved me a lashing!","","My aunt will be furious if I return with this few stones... But then, when isn't she furious?",""
335,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"Too many... Far, <Emphasis>far</Emphasis> too many...","If there are as many eggs in the other hornbill nests as the one I just checked, come summer the fields will be aflood with the birds, all honking and squarking till the small hours of night. If you'd be as kind to help me fetch an egg or ten, the village would be in your debt.","Collect eggs for the farmhand?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","Your kindness has spared us many a sleepless night, stranger. You'll find the eggs strewn about the paddies, as well as on the hornbills themselves. The females are known to warm their eggs 'neath their wings when hunting.","","Beg pardon. 'Twas wrong of me to ask, <If(PlayerParameter(4))>milady<Else/>milord</If>. ",""
336,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"The greedy Namazu made off with far more seedlings than they could carry. As such, some may be lying about the route they used to escape. To reclaim all of them, well... You'll need to find the thieves and <Emphasis>ask please</Emphasis>.","","","","","","",""
337,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"There are sharp stones all about these hills, but the best ones can be found inside the dhara's dust-devils.","","","","","","",""
338,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"The tribe is always in need of arrows, and you cannot make arrows without sharp stones. Might you have found more?","Hand over the additional stones?","","","Never before have I known such kindness. My only worry is that if I bring her this many stones, my aunt will think it some manner of treachery... I know, I can hide some of these extras away for next time!","","They are quite good stones for making arrowheads. I can see why you'd want to keep them for yourself. It's not like it is <Emphasis>you</Emphasis> who will be getting twenty lashings when you return home emptyhanded...",""
339,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"The more arrows you find, the fewer lashes my aunt will give me when I return home. You wouldn't want to see me lashed...would you?","","","","","","",""
340,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"My thanksss, kind stranger. When I woke this morning I feared I would never see any of my creations again, and yet here you have brought me nearly all that were taken.","","","","I could not asssk any more of you...unlesss, that is, you wish to bloody your blade once more in the name of justice...","","Those beads were not carved for you and your ilk. They will bring you no fortune. They will bring you no strength.",""
341,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"You here to aid the Resistance? I know it's not as glamorous as trading blows with an imperial centurion, but the hills need patrolling and I'm short a sentry.","So, are you with us, or against us?","Are you with them, or against them?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","","","Then might I suggest you get your privileged arse out of my homeland afore I gut you with an imperial pike and make you a martyr.",""
342,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"The Qalyana will have hidden my necklaces somewhere in their settlement. The cowards fear reprisal and will have thusss fortified their guard. May the Lady of the Blisss guide you true.","","","","","","",""
343,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"Cravens, they are. Each and every lassst one of them! I toil day and night carving humble necklaces for my sisters, only to have them stolen by loathsssome Qalyana as I sleep!","Would that I could retrieve them myssself, yet I am but a carver of beads. You, however, have the look of a <If(PlayerParameter(4))>woman<Else/>man</If> of great merit. Might you win back the items in my stead?","Aid the Vira beadmaid?

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>※The recommended level for this FATE is <Value>IntegerParameter(1)</Value>.<UIGlow>01</UIGlow><UIForeground>01</UIForeground>","","Unworthy am I of your boundlesss charity. May the Lady of the Blisss guide you true through the Qalyana settlement to where the wicked ones keep my things.","","This is a matter for the Vira. I cannot fault you for being unwilling or unable to lend your blade. Please, forgive my presumptuousssnesss.",""
344,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"Yessssss! Those very beads you carry were carved by mine own hand!","","","","Rejoice, my sisters, for this one who treads the land with feet not tail has ressstored unto me that which our foul cousins have stolen! Rejoice!","","Those beads were not carved for you and your ilk. They will bring you no fortune. They will bring you no strength.",""
