Index,0 [0x0][0x0],1 [0x2][0x8],2 [0x0][0x4],3 [0x2][0x9],4 [0x2][0xa],5 [0x2][0xb],6 [0x2][0xc],7 [0x2][0xd]
2199,"charmed lodesman",0,"charmed lodesmen",0,0,1,0,0
2200,"charmed boatswain",0,"charmed boatswains",0,0,1,0,0
2201,"sweet song",0,"sweet songs",0,0,1,0,0
2202,"tempered pikeman",0,"tempered pikemen",0,0,1,0,0
2203,"Egi plume",0,"Egi plumes",0,1,1,0,0
2204,"spirit pulse",0,"spirit pulses",0,0,1,0,0
2205,"magitek loader",0,"magitek loaders",0,0,1,0,0
2206,"Mark XLIII mini cannon",0,"Mark XLIII mini cannons",0,0,1,0,0
2207,"",0,"",0,0,0,0,0
2208,"cermet wall",0,"cermet walls",0,0,1,0,0
2209,"field generator",0,"field generators",0,0,1,0,0
2210,"oviform",0,"oviforms",0,1,1,0,0
2211,"dark summoner",0,"dark summoners",0,0,1,0,0
2212,"wild morbol seedling",0,"wild morbol seedlings",0,0,1,0,0
2213,"armored beast",0,"armored beasts",0,1,1,0,0
2214,"aspect of chaos",0,"aspects of chaos",0,1,1,0,0
2215,"Anubys",0,"Anubys",0,1,1,0,0
2216,"Lightning",0,"Lightning",0,0,1,0,1
2217,"perplexed peddler",0,"perplexed peddlers",0,0,1,0,0
2218,"trembling traveler",0,"trembling travelers",0,0,1,0,0
2219,"scrambling citizen",0,"scrambling citizens",0,0,1,0,0
2220,"earthen brickman",0,"earthen brickmen",0,1,1,0,0
2221,"stone brickman",0,"stone brickmen",0,0,1,0,0
2222,"golden brickman",0,"golden brickmen",0,0,1,0,0
2223,"dusty imp",0,"dusty imps",0,0,1,0,0
2224,"snowblown goobbue",0,"snowblown goobbues",0,0,1,0,0
2225,"parasitic djigga",0,"parasitic djiggas",0,0,1,0,0
2226,"stray karakul ewe",0,"stray karakul ewes",0,0,1,0,0
2227,"stray karakul ram",0,"stray karakul rams",0,0,1,0,0
2228,"heretical harrier",0,"heretical harriers",0,0,1,0,0
2229,"witching harrier",0,"witching harriers",0,0,1,0,0
2230,"ravaging harrier",0,"ravaging harriers",0,0,1,0,0
2231,"Bezul Huizan the Screamer",0,"Bezul Huizan the Screamer",0,0,1,0,1
2232,"vodoriga snatcher",0,"vodoriga snatchers",0,0,1,0,0
2233,"frost aevis",0,"frost aevis",0,0,1,0,0
2234,"imperial hoplomachus",0,"imperial hoplomachi",0,1,1,0,0
2235,"imperial secutor",0,"imperial secutores",0,1,1,0,0
2236,"imperial signifer",0,"imperial signiferi",0,1,1,0,0
2237,"magitek packer",0,"magitek packers",0,0,1,0,0
2238,"imperial eques",0,"imperial equites",0,1,1,0,0
2239,"Silvertear cobra",0,"Silvertear cobras",0,0,1,0,0
2240,"lake nix",0,"lake nixes",0,0,1,0,0
2241,"crate of illicit concoctions",0,"crates of illicit concoctions",0,0,1,0,0
2242,"soldiers' effects",0,"soldiers' effects",0,0,1,0,0
2243,"airship wreckage",0,"airship wreckages",0,1,1,0,0
2244,"Allagan artifact",0,"Allagan artifacts",0,1,1,0,0
2245,"Sirius leech",0,"Sirius leeches",0,0,1,0,0
2246,"Sirius pugil",0,"Sirius pugils",0,0,1,0,0
2247,"Sirius uragnite",0,"Sirius uragnites",0,0,1,0,0
2248,"Sirius elbst",0,"Sirius elbst",0,0,1,0,0
2249,"corrupted slime",0,"corrupted slimes",0,0,1,0,0
2250,"corrupted sprite",0,"corrupted sprites",0,0,1,0,0
2251,"drifting soul",0,"drifting souls",0,0,1,0,0
2252,"bhoot",0,"bhoots",0,0,1,0,0
2253,"corrupted pudding",0,"corrupted puddings",0,0,1,0,0
2254,"corrupted petite pudding",0,"corrupted petite puddings",0,0,1,0,0
2255,"screamer",0,"screamers",0,0,1,0,0
2256,"zombie sailor",0,"zombie sailors",0,0,1,0,0
2257,"zombie barber",0,"zombie barbers",0,0,1,0,0
2258,"corrupted aether cloud",0,"corrupted aether clouds",0,0,1,0,0
2259,"Symond the Unsinkable",0,"Symond the Unsinkable",0,0,1,0,1
2260,"zombie war hound",0,"zombie war hounds",0,0,1,0,0
2261,"zu",0,"zu",0,0,1,0,0
2262,"zu cockerel",0,"zu cockerels",0,0,1,0,0
2263,"zu pullet",0,"zu pullets",0,0,1,0,0
2264,"Tyrant",0,"Tyrants",0,0,1,0,1
2265,"siren",0,"sirens",0,0,1,0,0
2266,"zombie storm private",0,"zombie storm privates",0,0,1,0,0
2267,"zu egg",0,"zu eggs",0,0,1,0,0
2268,"hecatoncheir quakequeller",0,"hecatoncheir quakequellers",0,0,1,0,0
2269,"hecatoncheir tremorward",0,"hecatoncheir tremorwards",0,0,1,0,0
2270,"hecatoncheir stonehoarder",0,"hecatoncheir stonehoarders",0,0,1,0,0
2271,"hecatoncheir skullcrusher",0,"hecatoncheir skullcrushers",0,0,1,0,0
2272,"hecatoncheir wallcrasher",0,"hecatoncheir wallcrashers",0,0,1,0,0
2273,"hecatoncheir rocksplitter",0,"hecatoncheir rocksplitters",0,0,1,0,0
2274,"errant revenant",0,"errant revenants",0,1,1,0,0
2275,"chalcopyrite coblyn",0,"chalcopyrite coblyns",0,0,1,0,0
2276,"pit hippogryph",0,"pit hippogryphs",0,0,1,0,0
2277,"ancient uragnite",0,"ancient uragnites",0,1,1,0,0
2278,"septic slime",0,"septic slimes",0,0,1,0,0
2279,"Copperbell nix",0,"Copperbell nixes",0,0,1,0,0
2280,"fulminator",0,"fulminators",0,0,1,0,0
2281,"spriggan miner",0,"spriggan miners",0,0,1,0,0
2282,"hecatoncheir mastermind",0,"hecatoncheir masterminds",0,0,1,0,0
2283,"mining dross",0,"mining dross",0,0,1,0,0
2284,"hecatoncheir rockvaulter",0,"hecatoncheir rockvaulters",0,0,1,0,0
2285,"Gogmagolem",0,"Gogmagolem",0,0,1,0,1
2286,"Biggy",0,"Biggy",0,0,1,0,1
2287,"shattering cap",0,"shattering caps",0,0,1,0,0
2288,"kindling sprite",0,"kindling sprites",0,0,1,0,0
2289,"Ouranos",0,"Ouranos",0,1,1,0,1
2290,"abyss worm",0,"abyss worms",0,1,1,0,0
2291,"brawny miner",0,"brawny miners",0,0,1,0,0
2292,"stranded miner",0,"stranded miners",0,0,1,0,0
2293,"collapsed rock",0,"collapsed rocks",0,0,1,0,0
2294,"crystallized rock",0,"crystallized rocks",0,0,1,0,0
2295,"waymaker bomb",0,"waymaker bombs",0,0,1,0,0
2296,"Zanr'ak archer",0,"Zanr'ak archers",0,0,1,0,0
2297,"Zanr'ak lancer",0,"Zanr'ak lancers",0,0,1,0,0
2298,"Amalj'aa flamekeeper",0,"Amalj'aa flamekeepers",0,1,1,0,0
2299,"Zanr'ak battle drake",0,"Zanr'ak battle drakes",0,0,1,0,0
2300,"Flamefang ravager",0,"Flamefang ravagers",0,0,1,0,0
2301,"Zanr'ak gaolkeeper",0,"Zanr'ak gaolkeepers",0,0,1,0,0
2302,"Amalj'aa porter",0,"Amalj'aa porters",0,1,1,0,0
2303,"Zahar'ak fortune-teller",0,"Zahar'ak fortune-tellers",0,0,1,0,0
2304,"Zahar'ak guard",0,"Zahar'ak guards",0,0,1,0,0
2305,"Zahar'ak hatchling",0,"Zahar'ak hatchlings",0,0,1,0,0
2306,"Flamefang pugilist",0,"Flamefang pugilists",0,0,1,0,0
2307,"Flamefang archer",0,"Flamefang archers",0,0,1,0,0
2308,"U tribe ranger",0,"U tribe rangers",0,1,1,0,0
2309,"Flamefang lancer",0,"Flamefang lancers",0,0,1,0,0
2310,"3rd Cohort vanguard",0,"3rd Cohort vanguards",0,0,1,0,0
2311,"sylvan chuckle",0,"sylvan chuckles",0,0,1,0,0
2312,"tipsy sylph",0,"tipsy sylphs",0,0,1,0,0
2313,"sylpheed chuckle",0,"sylpheed chuckles",0,0,1,0,0
2314,"banestool",0,"banestools",0,0,1,0,0
2315,"greater banestool",0,"greater banestools",0,0,1,0,0
2316,"giant banestool",0,"giant banestools",0,0,1,0,0
2317,"violet sigh",0,"violet sighs",0,0,1,0,0
2318,"violet snarl",0,"violet snarls",0,0,1,0,0
2319,"violet screech",0,"violet screeches",0,0,1,0,0
2320,"sylpheed wail",0,"sylpheed wails",0,0,1,0,0
2321,"sylpheed cackle",0,"sylpheed cackles",0,0,1,0,0
2322,"Sylphlands guardian",0,"Sylphlands guardians",0,0,1,0,0
2323,"sturdy treant",0,"sturdy treants",0,0,1,0,0
2324,"ultimaplasm",0,"ultimaplasms",0,1,1,0,0
2325,"granite gaoler",0,"granite gaolers",0,0,1,0,0
2326,"cute chocobo",0,"cute chocobos",0,0,1,0,0
2327,"monstrous sorceress",0,"monstrous sorceresses",0,0,1,0,0
2328,"magicked spriggan",0,"magicked spriggans",0,0,1,0,0
2329,"snowman",0,"snowmen",0,0,1,0,0
2330,"igniter imp",0,"igniter imps",0,1,1,0,0
2331,"Starlight treant",0,"Starlight treants",0,0,1,0,0
2332,"dapper zombie",0,"dapper zombies",0,0,1,0,0
2333,"manor footman",0,"manor footmen",0,0,1,0,0
2334,"manor claviger",0,"manor clavigers",0,0,1,0,0
2335,"manor sentry",0,"manor sentries",0,0,1,0,0
2336,"mortifly",0,"mortiflies",0,0,1,0,0
2337,"congealed blood",0,"congealed blood",0,0,1,0,0
2338,"writhing statue",0,"writhing statues",0,0,1,0,0
2339,"manor warden",0,"manor wardens",0,0,1,0,0
2340,"manor butler",0,"manor butlers",0,0,1,0,0
2341,"Ash",0,"Ash",0,1,1,0,1
2342,"taurus minion",0,"taurus minions",0,0,1,0,0
2343,"abyssal lance",0,"abyssal lances",0,1,1,0,0
2344,"abyssal scythe",0,"abyssal scythes",0,1,1,0,0
2345,"abyssal guillotine",0,"abyssal guillotines",0,1,1,0,0
2346,"Halicarnassus",0,"Halicarnassus",0,0,1,0,1
2347,"planar fissure",0,"planar fissures",0,0,1,0,0
2348,"Wood Wailer lance",0,"Wood Wailer lances",0,0,1,0,0
2349,"Wood Wailer lance",0,"Wood Wailer lances",0,0,1,0,0
2350,"proto armor",0,"suits of proto armor",0,0,1,0,0
2351,"imperial engineer",0,"imperial engineers",0,0,1,0,0
2352,"Totoima",0,"Totoima",0,0,1,0,1
2353,"truculent boar",0,"truculent boars",0,0,1,0,0
2354,"Flamecrest Afajj Koh",0,"Flamecrest Afajj Koh",0,0,1,0,1
2355,"Kozol Nomotl the Turbulent",0,"Kozol Nomotl the Turbulent",0,0,1,0,1
2356,"Yarr the Wavefiend",0,"Yarr the Wavefiend",0,0,1,0,1
2357,"Fifth Order Patriarch Ze Bu",0,"Fifth Order Patriarch Ze Bu",0,0,1,0,1
2358,"Kuplo Kopp",0,"Kuplo Kopp",0,0,1,0,1
2359,"tremulous moogle",0,"tremulous moogles",0,0,1,0,0
2360,"Lacovie",0,"Lacovie",0,0,1,0,1
2361,"tempered huntress",0,"tempered huntresses",0,0,1,0,0
2362,"tempered spearwife",0,"tempered spearwives",0,0,1,0,0
2363,"tempered striker",0,"tempered strikers",0,0,1,0,0
2364,"Diluxio's toady",0,"Diluxio's toadies",0,0,1,0,1
2365,"Diluxio's lackey",0,"Diluxio's lackeys",0,0,1,0,1
2366,"Diluxio",0,"Diluxio",0,0,1,0,1
2367,"Kafre",0,"Kafre",0,0,1,0,1
2368,"Flamefang commander",0,"Flamefang commanders",0,0,1,0,0
2369,"Flamefang elite",0,"Flamefang elites",0,0,1,0,0
2370,"manor acrobat",0,"manor acrobats",0,0,1,0,0
2371,"altered Wailer",0,"altered Wailers",0,1,1,0,0
2372,"altered Wailer",0,"altered Wailers",0,1,1,0,0
2373,"flame burst",0,"flame bursts",0,0,1,0,0
2374,"improved blasting device",0,"improved blasting devices",0,1,1,0,0
2375,"territorial raptor",0,"territorial raptors",0,0,1,0,0
2376,"territorial pelican",0,"territorial pelicans",0,0,1,0,0
2377,"alpha bomb",0,"alpha bombs",0,1,1,0,0
2378,"territorial firefly",0,"territorial fireflies",0,0,1,0,0
2379,"territorial wisp",0,"territorial wisps",0,0,1,0,0
2380,"alpha mantis",0,"alpha mantises",0,1,1,0,0
2381,"alpha devilet",0,"alpha devilets",0,1,1,0,0
2382,"territorial zombie",0,"territorial zombies",0,0,1,0,0
2383,"territorial skeleton",0,"territorial skeletons",0,0,1,0,0
2384,"territorial wolf",0,"territorial wolves",0,0,1,0,0
2385,"territorial jackal",0,"territorial jackals",0,0,1,0,0
2386,"territorial hound",0,"territorial hounds",0,0,1,0,0
2387,"territorial treant",0,"territorial treants",0,0,1,0,0
2388,"territorial lily bulb",0,"territorial lily bulbs",0,0,1,0,0
2389,"territorial doblyn",0,"territorial doblyns",0,0,1,0,0
2390,"territorial spriggan",0,"territorial spriggans",0,0,1,0,0
2391,"alpha fungus",0,"alpha fungi",0,1,1,0,0
2392,"territorial beetle",0,"territorial beetles",0,0,1,0,0
2393,"territorial fungus",0,"territorial fungi",0,0,1,0,0
2394,"alpha goobbue",0,"alpha goobbues",0,1,1,0,0
2395,"territorial boar",0,"territorial boars",0,0,1,0,0
2396,"territorial colibri",0,"territorial colibri",0,0,1,0,0
2397,"alpha taurus",0,"alpha tauri",0,1,1,0,0
2398,"territorial hippogryph",0,"territorial hippogryphs",0,0,1,0,0
2399,"alpha grenade",0,"alpha grenades",0,1,1,0,0
2400,"territorial bomb",0,"territorial bombs",0,0,1,0,0
2401,"alpha vodoriga",0,"alpha vodorigas",0,1,1,0,0
2402,"alpha ahriman",0,"alpha ahrimans",0,1,1,0,0
2403,"territorial bat",0,"territorial bats",0,0,1,0,0
2404,"territorial revenant",0,"territorial revenants",0,0,1,0,0
2405,"territorial stoneshell",0,"territorial stoneshells",0,0,1,0,0
2406,"territorial snipper",0,"territorial snippers",0,0,1,0,0
2407,"territorial cockatrice",0,"territorial cockatrices",0,0,1,0,0
2408,"territorial orobon",0,"territorial orobons",0,0,1,0,0
2409,"territorial eft",0,"territorial efts",0,0,1,0,0
2410,"territorial plasmoid",0,"territorial plasmoids",0,0,1,0,0
2411,"territorial sprite",0,"territorial sprites",0,0,1,0,0
2412,"territorial marshmallow",0,"territorial marshmallows",0,0,1,0,0
2413,"territorial bavarois",0,"territorial bavarois",0,0,1,0,0
2414,"territorial pudding",0,"territorial puddings",0,0,1,0,0
2415,"territorial yarzon",0,"territorial yarzons",0,0,1,0,0
2416,"territorial diremite",0,"territorial diremites",0,0,1,0,0
2417,"territorial coblyn",0,"territorial coblyns",0,0,1,0,0
2418,"alpha nix",0,"alpha nixes",0,1,1,0,0
2419,"alpha buffalo",0,"alpha buffaloes",0,1,1,0,0
2420,"alpha deathgaze",0,"alpha deathgazes",0,1,1,0,0
2421,"territorial vulture",0,"territorial vultures",0,0,1,0,0
2422,"territorial cobra",0,"territorial cobras",0,0,1,0,0
2423,"territorial puk",0,"territorial puks",0,0,1,0,0
2424,"territorial drake",0,"territorial drakes",0,0,1,0,0
2425,"alpha ziz",0,"alpha ziz",0,1,1,0,0
2426,"territorial axe beak",0,"territorial axe beaks",0,0,1,0,0
2427,"territorial ziz",0,"territorial ziz",0,0,1,0,0
2428,"territorial coeurl pup",0,"territorial coeurl pups",0,0,1,0,0
2429,"territorial young coeurl",0,"territorial young coeurls",0,0,1,0,0
2430,"territorial coeurl",0,"territorial coeurls",0,0,1,0,0
2431,"alpha apkallu",0,"alpha apkallus",0,1,1,0,0
2432,"territorial sea wasp",0,"territorial sea wasps",0,0,1,0,0
2433,"territorial stag",0,"territorial stags",0,0,1,0,0
2434,"territorial lindwurm",0,"territorial lindwurms",0,0,1,0,0
2435,"territorial dullahan",0,"territorial dullahans",0,0,1,0,0
2436,"alpha aldgoat",0,"alpha aldgoats",0,1,1,0,0
2437,"territorial billygoat",0,"territorial billygoats",0,0,1,0,0
2438,"territorial nannygoat",0,"territorial nannygoats",0,0,1,0,0
2439,"territorial mole",0,"territorial moles",0,0,1,0,0
2440,"territorial hedgemole",0,"territorial hedgemoles",0,0,1,0,0
2441,"territorial hare",0,"territorial hares",0,0,1,0,0
2442,"territorial feral croc",0,"territorial feral crocs",0,0,1,0,0
2443,"territorial mirrorknight",0,"territorial mirrorknights",0,0,1,0,0
2444,"territorial dodo",0,"territorial dodos",0,0,1,0,0
2445,"territorial condor",0,"territorial condors",0,0,1,0,0
2446,"territorial kalong",0,"territorial kalongs",0,0,1,0,0
2447,"territorial syrphid cloud",0,"territorial syrphid clouds",0,0,1,0,0
2448,"territorial marmot",0,"territorial marmots",0,0,1,0,0
2449,"territorial banemite",0,"territorial banemites",0,0,1,0,0
2450,"territorial ked",0,"territorial keds",0,0,1,0,0
2451,"alpha slime",0,"alpha slimes",0,1,1,0,0
2452,"territorial slime",0,"territorial slimes",0,0,1,0,0
2453,"alpha microchu",0,"alpha microchus",0,1,1,0,0
2454,"territorial djigga",0,"territorial djiggas",0,0,1,0,0
2455,"territorial ochu",0,"territorial ochus",0,0,1,0,0
2456,"territorial pugil",0,"territorial pugils",0,0,1,0,0
2457,"territorial uragnite",0,"territorial uragnites",0,0,1,0,0
2458,"territorial roselet",0,"territorial roselets",0,0,1,0,0
2459,"territorial lemur",0,"territorial lemurs",0,0,1,0,0
2460,"territorial flytrap",0,"territorial flytraps",0,0,1,0,0
2461,"alpha sandworm",0,"alpha sandworms",0,1,1,0,0
2462,"territorial antling sentry",0,"territorial antling sentries",0,0,1,0,0
2463,"territorial antling princess",0,"territorial antling princesses",0,0,1,0,0
2464,"territorial karakul",0,"territorial karakuls",0,0,1,0,0
2465,"territorial baritine croc",0,"territorial baritine crocs",0,0,1,0,0
2466,"alpha biast",0,"alpha biasts",0,1,1,0,0
2467,"territorial slug",0,"territorial slugs",0,0,1,0,0
2468,"territorial salamander",0,"territorial salamanders",0,0,1,0,0
2469,"territorial gigantoad",0,"territorial gigantoads",0,0,1,0,0
2470,"alpha gargoyle",0,"alpha gargoyles",0,1,1,0,0
2471,"territorial ahriman",0,"territorial ahrimans",0,0,1,0,0
2472,"alpha adamantoise",0,"alpha adamantoises",0,1,1,0,0
2473,"alpha cobra",0,"alpha cobras",0,1,1,0,0
2474,"alpha golem",0,"alpha golems",0,1,1,0,0
2475,"alpha basilisk",0,"alpha basilisks",0,1,1,0,0
2476,"alpha hapalit",0,"alpha hapalits",0,1,1,0,0
2477,"territorial bogy",0,"territorial bogies",0,0,1,0,0
2478,"territorial dragonfly",0,"territorial dragonflies",0,0,1,0,0
2479,"territorial biast",0,"territorial biasts",0,0,1,0,0
2480,"territorial aevis",0,"territorial aevis",0,0,1,0,0
2481,"alpha snurble",0,"alpha snurbles",0,1,1,0,0
2482,"territorial phurble",0,"territorial phurbles",0,0,1,0,0
2483,"territorial mandragora ",0,"territorial mandragoras",0,0,1,0,0
2484,"territorial aurelia",0,"territorial aureliae",0,0,1,0,0
2485,"territorial megalocrab",0,"territorial megalocrabs",0,0,1,0,0
2486,"alpha dryad",0,"alpha dryads",0,1,1,0,0
2487,"territorial flowertender",0,"territorial flowertenders",0,0,1,0,0
2488,"territorial cactuar",0,"territorial cactuars",0,0,1,0,0
2489,"territorial sabotender",0,"territorial sabotenders",0,0,1,0,0
2490,"territorial wyvern",0,"territorial wyverns",0,0,1,0,0
2491,"territorial dragon",0,"territorial dragons",0,0,1,0,0
2492,"territorial floating eye",0,"territorial floating eyes",0,0,1,0,0
2493,"territorial cyclops",0,"territorial cyclopes",0,0,1,0,0
2494,"alpha tortoise",0,"alpha tortoises",0,1,1,0,0
2495,"territorial devilet",0,"territorial devilets",0,0,1,0,0
2496,"territorial deathgaze",0,"territorial deathgazes",0,0,1,0,0
2497,"territorial gargoyle",0,"territorial gargoyles",0,0,1,0,0
2498,"alpha coeurl",0,"alpha coeurls",0,1,1,0,0
2499,"territorial sandworm",0,"territorial sandworms",0,0,1,0,0
2500,"alpha morbol",0,"alpha morbols",0,1,1,0,0
2501,"territorial morbol",0,"territorial morbols",0,0,1,0,0
2502,"territorial morbol seedling",0,"territorial morbol seedlings",0,0,1,0,0
2503,"alpha chimera",0,"alpha chimeras",0,1,1,0,0
2504,"territorial vodoriga",0,"territorial vodorigas",0,0,1,0,0
2505,"Leviathan",0,"Leviathan",0,0,1,0,1
2506,"U'napa",0,"U'napa",0,1,1,0,1
2507,"Voco",0,"Voco",0,0,1,0,1
2508,"furious sigh",0,"furious sighs",0,0,1,0,0
2509,"furious snarl",0,"furious snarls",0,0,1,0,0
2510,"Allagan energy tower",0,"Allagan energy towers",0,1,1,0,0
2511,"bronze tortoise",0,"bronze tortoises",0,0,1,0,0
2512,"Blazehorn Monabb Chah",0,"Blazehorn Monabb Chah",0,0,1,0,1
2513,"zombie storm sergeant",0,"zombie storm sergeants",0,0,1,0,0
2514,"coddled spriggan",0,"coddled spriggans",0,0,1,0,0
2515,"目",0,"",0,0,1,0,0
2516,"59th Order roundsman Ge Ga",0,"59th Order roundsman Ge Ga",0,0,1,0,1
2517,"scrambling spriggan",0,"scrambling spriggans",0,0,1,0,0
2518,"elite roundsman",0,"elite roundsmen",0,1,1,0,0
2519,"elite quarryman",0,"elite quarrymen",0,1,1,0,0
2520,"elite priest",0,"elite priests",0,1,1,0,0
2521,"elite bedesman",0,"elite bedesmen",0,1,1,0,0
2522,"U'Ghamaro golem",0,"U'Ghamaro golems",0,1,1,0,0
2523,"shoalspine Sahagin",0,"shoalspine Sahagin",0,0,1,0,0
2524,"shoalclaw Sahagin",0,"shoalclaw Sahagin",0,0,1,0,0
2525,"shoalscale Sahagin",0,"shoalscale Sahagin",0,0,1,0,0
2526,"shoaltooth Sahagin",0,"shoaltooth Sahagin",0,0,1,0,0
2527,"Sapsa elbst",0,"Sapsa elbst",0,0,1,0,0
2528,"bomb incubator",0,"bomb incubators",0,0,1,0,0
2529,"prototype bomb incubator",0,"prototype bomb incubator",0,0,1,0,0
2530,"whelk ballista",0,"whelk ballistas",0,0,1,0,0
2531,"fresh whelk ballista",0,"fresh whelk ballistas",0,0,1,0,0
2532,"reinforced whelk ballista",0,"reinforced whelk ballistas",0,0,1,0,0
2533,"Moonshade pugil",0,"Moonshade pugils",0,0,1,0,0
2534,"surfscale Sahagin",0,"surfscale Sahagin",0,0,1,0,0
2535,"drowned bowman",0,"drowned bowmen",0,0,1,0,0
2536,"drowned demolisher",0,"drowned demolishers",0,0,1,0,0
2537,"surfspine Sahagin",0,"surfspine Sahagin",0,0,1,0,0
2538,"surf elbst",0,"surf elbst",0,0,1,0,0
2539,"drowned raider",0,"drowned raiders",0,0,1,0,0
2540,"surfclaw Sahagin",0,"surfclaw Sahagin",0,0,1,0,0
2541,"surftooth Sahagin",0,"surftooth Sahagin",0,0,1,0,0
2542,"Lost Duchess deckhand",0,"Lost Duchess deckhands",0,0,1,0,0
2543,"Lost Duchess deckhand",0,"Lost Duchess deckhands",0,0,1,0,0
2544,"amphibious elbst",0,"amphibious elbst",0,1,1,0,0
2545,"アンデッドグゥーブー（仮）",0,"",0,0,1,0,0
2546,"アンデッドグゥーブーの腹（仮）",0,"",0,0,1,0,0
2547,"gobmachine G-VI",0,"gobmachines G-VI",0,0,1,0,0
2548,"Illuminati commander",0,"Illuminati commanders",0,1,1,0,0
2549,"magitek vangob G-III",0,"magitek vangobs G-III",0,0,1,0,0
2550,"Leviathan",0,"Leviathan",0,0,1,0,1
2551,"Leviathan's tail",0,"Leviathan's tails",0,0,1,0,1
2552,"wavetooth Sahagin",0,"wavetooth Sahagin",0,0,1,0,0
2553,"wavespine Sahagin",0,"wavespine Sahagin",0,0,1,0,0
2554,"gyre spume",0,"gyre spume",0,0,1,0,0
2555,"wave spume",0,"wave spume",0,0,1,0,0
2556,"decaying gourmand",0,"decaying gourmands",0,0,1,0,0
2557,"voracious maw",0,"voracious maws",0,0,1,0,0
2558,"goobstool",0,"goobstools",0,0,1,0,0
2559,"gourmand phlegm",0,"gourmand phlegm",0,0,1,0,0
2560,"Arioch",0,"Arioch",0,1,1,0,1
2561,"ranch wamoura",0,"ranch wamourae",0,0,1,0,0
2562,"ranch wamouracampa",0,"ranch wamouracampae",0,0,1,0,0
2563,"fat wamoura",0,"fat wamourae",0,0,1,0,0
2564,"Diabolos",0,"Diabolos",0,0,1,0,1
2565,"diabolic key",0,"diabolic keys",0,0,1,0,0
2566,"mimic",0,"mimics",0,0,1,0,0
2567,"gravity orb",0,"gravity orbs",0,0,1,0,0
2568,"diabolic gate",0,"diabolic gates",0,0,1,0,0
2569,"mold colony",0,"mold colonies",0,0,1,0,0
2570,"tainted mold",0,"tainted mold",0,0,1,0,0
2571,"white magestone",0,"white magestones",0,0,1,0,0
2572,"gremlin",0,"gremlins",0,0,1,0,0
2573,"baalzephon",0,"baalzephon",0,0,1,0,0
2574,"hecteyes",0,"hecteyes",0,0,1,0,0
2575,"ruins dross",0,"ruins dross",0,0,1,0,0
2576,"demonstool",0,"demonstools",0,0,1,0,0
2577,"madmite",0,"madmites",0,0,1,0,0
2578,"gadfly",0,"gadflies",0,0,1,0,0
2579,"wamoura",0,"wamourae",0,0,1,0,0
2580,"wamouracampa",0,"wamouracampae",0,0,1,0,0
2581,"allotaur",0,"allotaurs",0,1,1,0,0
2582,"dastardly devilet",0,"dastardly devilets",0,0,1,0,0
2583,"dirty eye",0,"dirty eyes",0,0,1,0,0
2584,"Halatali bat",0,"Halatali bats",0,0,1,0,0
2585,"pit wolf",0,"pit wolves",0,0,1,0,0
2586,"pit basilisk",0,"pit basilisks",0,0,1,0,0
2587,"coliseum lemur",0,"coliseum lemurs",0,0,1,0,0
2588,"fighting vulture",0,"fighting vultures",0,0,1,0,0
2589,"supporter mammet #022S",0,"supporter mammets #022S",0,0,1,0,0
2590,"admirer mammet #022A",0,"admirer mammets #022A",0,1,1,0,0
2591,"heckler mammet #022H",0,"heckler mammets #022H",0,0,1,0,0
2592,"pit coeurl",0,"pit coeurls",0,0,1,0,0
2593,"gold bear",0,"gold bears",0,0,1,0,0
2594,"champion gladiator",0,"champion gladiators",0,0,1,0,0
2595,"champion lancer",0,"champion lancers",0,0,1,0,0
2596,"champion marauder",0,"champion marauders",0,0,1,0,0
2597,"Pyracmon",0,"Pyracmon",0,0,1,0,1
2598,"catoblepas",0,"catoblepones",0,0,1,0,0
2599,"tainted eye",0,"tainted eyes",0,0,1,0,0
2600,"Halatali djigga",0,"Halatali djiggas",0,0,1,0,0
2601,"yarzon lacerator",0,"yarzon lacerators",0,0,1,0,0
2602,"Mumuepo the Beholden",0,"Mumuepo the Beholden",0,0,1,0,1
2603,"Narasimha",0,"Narasimha",0,0,1,0,1
2604,"Franz the Fair",0,"Franz the Fair",0,0,1,0,1
2605,"Langloisiert the Lionheart",0,"Langloisiert the Lionheart",0,0,1,0,1
2606,"U'linbho the Sand Devil",0,"U'linbho the Sand Devil",0,1,1,1,1
2607,"Silent Moss the Solemn",0,"Silent Moss the Solemn",0,0,1,1,1
2608,"elemental converter",0,"elemental converters",0,1,1,0,0
2609,"rafflesia",0,"rafflesia",0,0,1,0,0
2610,"Melusine",0,"Melusine",0,0,1,1,1
2611,"the Avatar",0,"the Avatar",0,0,1,0,1
2612,"Nael deus Darnus",0,"Nael deus Darnus",0,0,1,1,1
2613,"training module",0,"training modules",0,0,1,0,0
2614,"Allagan field",0,"Allagan fields",0,1,1,0,0
2615,"support module",0,"support modules",0,0,1,0,0
2616,"Allagan mine",0,"Allagan mines",0,1,1,0,0
2617,"garrote",0,"garrotes",0,0,1,0,0
2618,"Ragnarok",0,"Ragnarok",0,0,1,0,1
2619,"dark matter bulb",0,"dark matter bulbs",0,0,1,0,0
2620,"dark matter hornet",0,"dark matter hornets",0,0,1,0,0
2621,"acidic honey",0,"acidic honey",0,1,1,0,0
2622,"dark matter slug",0,"dark matter slugs",0,0,1,0,0
2623,"bee swarm",0,"bee swarms",0,0,1,0,0
2624,"lamia deathdancer",0,"lamia deathdancers",0,0,1,1,0
