Index,0 [0x7][0x0],1 [0x3][0x24],2 [0x7][0x4],3 [0x7][0x8],4 [0x7][0xc],5 [0x7][0x10],6 [0x3][0x25],7 [0x7][0x14],8 [0x7][0x18],9 [0x7][0x1c],10 [0x7][0x20]
1053,5787954,1,0,0,0,0,0,0,0,0,0
1054,5787964,1,0,0,0,0,0,0,0,0,0
1055,5820200,1,0,0,0,0,0,0,0,0,0
1056,5797098,0,0,0,0,0,0,0,0,0,0
1057,5797100,0,0,0,0,0,0,0,0,0,0
1058,5797332,0,0,0,0,0,0,0,0,0,0
1059,5657154,4,1516,0,0,0,5,1516,0,0,0
1060,5657230,4,1516,0,0,0,5,1516,0,0,0
1061,5657231,4,1516,0,0,0,5,1516,0,0,0
1062,5962921,0,0,0,0,0,0,0,0,0,0
1063,5777046,1,0,0,0,0,0,0,0,0,0
1064,5777048,1,0,0,0,0,0,0,0,0,0
1065,5777052,1,0,0,0,0,0,0,0,0,0
1066,5777051,1,0,0,0,0,0,0,0,0,0
1067,5777049,1,0,0,0,0,0,0,0,0,0
1068,5777050,1,0,0,0,0,0,0,0,0,0
1069,5777510,1,0,0,0,0,0,0,0,0,0
1070,5777511,1,0,0,0,0,0,0,0,0,0
1071,5777532,1,0,0,0,0,0,0,0,0,0
1072,5788141,1,0,0,0,0,0,0,0,0,0
1073,5786838,0,0,0,0,0,0,0,0,0,0
1074,5795813,0,0,0,0,0,0,0,0,0,0
1075,5795815,0,0,0,0,0,0,0,0,0,0
1076,5580266,6,5580360,2521,0,0,0,0,0,0,0
1077,0,0,0,0,0,0,0,0,0,0,0
1078,5580678,6,5580688,2522,0,0,0,0,0,0,0
1079,0,0,0,0,0,0,0,0,0,0,0
1080,5789758,1,0,0,0,0,0,0,0,0,0
1081,5777567,1,0,0,0,0,0,0,0,0,0
1082,5777583,1,0,0,0,0,0,0,0,0,0
1083,5777604,1,0,0,0,0,0,0,0,0,0
1084,5776635,1,0,0,0,0,0,0,0,0,0
1085,5777997,1,0,0,0,0,0,0,0,0,0
1086,5787184,6,5787201,2502,0,0,0,0,0,0,0
1087,5787195,6,5787190,2501,0,0,0,0,0,0,0
1088,5787203,6,5787235,2503,0,0,0,0,0,0,0
1089,5787232,6,5787208,2502,0,0,0,0,0,0,0
1090,5787780,1,0,0,0,0,0,0,0,0,0
1091,5787772,1,0,0,0,0,0,0,0,0,0
1092,5787773,1,0,0,0,0,0,0,0,0,0
1093,5787796,1,0,0,0,0,0,0,0,0,0
1094,5788961,1,0,0,0,0,0,0,0,0,0
1095,5789264,1,0,0,0,0,0,0,0,0,0
1096,5789266,1,0,0,0,0,0,0,0,0,0
1097,5789267,1,0,0,0,0,0,0,0,0,0
1098,5789268,1,0,0,0,0,0,0,0,0,0
1099,5789269,1,0,0,0,0,0,0,0,0,0
1100,5789270,1,0,0,0,0,0,0,0,0,0
1101,5789271,1,0,0,0,0,0,0,0,0,0
1102,5789272,1,0,0,0,0,0,0,0,0,0
1103,5789273,1,0,0,0,0,0,0,0,0,0
1104,5789274,1,0,0,0,0,0,0,0,0,0
1105,5789275,1,0,0,0,0,0,0,0,0,0
1106,5789276,1,0,0,0,0,0,0,0,0,0
1107,5789277,1,0,0,0,0,0,0,0,0,0
1108,5789278,1,0,0,0,0,0,0,0,0,0
1109,5789279,1,0,0,0,0,0,0,0,0,0
1110,5725844,1,0,0,0,0,0,0,0,0,0
1111,5725896,1,0,0,0,0,0,0,0,0,0
1112,5753771,1,0,0,0,0,0,0,0,0,0
1113,5753902,1,0,0,0,0,0,0,0,0,0
1114,5851959,1,0,0,0,0,0,0,0,0,0
1115,5758657,1,0,0,0,0,0,0,0,0,0
1116,5758659,1,0,0,0,0,0,0,0,0,0
1117,5829739,1,0,0,0,0,0,0,0,0,0
1118,5840084,1,0,0,0,0,0,0,0,0,0
1119,5852372,1,0,0,0,0,0,0,0,0,0
1120,5852387,1,0,0,0,0,0,0,0,0,0
1121,5852392,1,0,0,0,0,0,0,0,0,0
1122,5925197,1,0,0,0,0,0,0,0,0,0
1123,5925197,1,0,0,0,0,0,0,0,0,0
1124,5342838,1,0,0,0,0,0,0,0,0,0
1125,5347639,1,0,0,0,0,0,0,0,0,0
1126,5347642,1,0,0,0,0,0,0,0,0,0
1127,5829698,1,0,0,0,0,0,0,0,0,0
1128,5829702,1,0,0,0,0,0,0,0,0,0
1129,5829703,1,0,0,0,0,0,0,0,0,0
1130,5852494,1,0,0,0,0,0,0,0,0,0
1131,5855867,1,0,0,0,0,0,0,0,0,0
1132,5855871,1,0,0,0,0,0,0,0,0,0
1133,5855872,1,0,0,0,0,0,0,0,0,0
1134,5836673,1,0,0,0,0,0,0,0,0,0
1135,5837846,1,0,0,0,0,0,0,0,0,0
1136,5784453,1,0,0,0,0,0,0,0,0,0
1137,5784463,1,0,0,0,0,0,0,0,0,0
1138,5868157,1,0,0,0,0,0,0,0,0,0
1139,5876094,1,0,0,0,0,0,0,0,0,0
1140,5786671,1,0,0,0,0,0,0,0,0,0
1141,5786680,1,0,0,0,0,0,0,0,0,0
1142,5786681,1,0,0,0,0,0,0,0,0,0
1143,5786689,1,0,0,0,0,0,0,0,0,0
1144,5786672,1,0,0,0,0,0,0,0,0,0
1145,5786676,1,0,0,0,0,0,0,0,0,0
1146,5786682,1,0,0,0,0,0,0,0,0,0
1147,5873481,1,0,0,0,0,0,0,0,0,0
1148,5873537,1,0,0,0,0,0,0,0,0,0
1149,5786721,1,0,0,0,0,0,0,0,0,0
1150,5862342,1,0,0,0,0,0,0,0,0,0
1151,5830229,1,0,0,0,0,0,0,0,0,0
1152,5830233,1,0,0,0,0,0,0,0,0,0
1153,5795784,1,0,0,0,0,0,0,0,0,0
1154,5795789,1,0,0,0,0,0,0,0,0,0
1155,5615554,1,0,0,0,0,0,0,0,0,0
1156,5900762,1,0,0,0,0,0,0,0,0,0
1157,5900765,1,0,0,0,0,0,0,0,0,0
1158,5900776,1,0,0,0,0,0,0,0,0,0
1159,5783416,6,5783721,2505,0,0,0,0,0,0,0
1160,5783714,6,5783711,2504,0,0,0,0,0,0,0
1161,5784103,6,5888746,2506,0,0,0,0,0,0,0
1162,5888728,6,5784107,2505,0,0,0,0,0,0,0
1163,5888734,6,5906048,2507,0,0,0,0,0,0,0
1164,5784340,6,5888748,2506,0,0,0,0,0,0,0
1165,5900413,1,0,0,0,0,0,0,0,0,0
1166,5786697,1,0,0,0,0,0,0,0,0,0
1167,5786701,6,5786700,0,0,0,0,0,0,0,0
1168,5858704,6,5786700,0,0,0,0,0,0,0,0
1169,5917460,1,0,0,0,0,0,0,0,0,0
1170,5861028,1,0,0,0,0,0,0,0,0,0
1171,5922935,1,0,0,0,0,0,0,0,0,0
1172,5922936,1,0,0,0,0,0,0,0,0,0
1173,5873298,1,0,0,0,0,0,0,0,0,0
1174,5873280,1,0,0,0,0,0,0,0,0,0
1175,5873376,1,0,0,0,0,0,0,0,0,0
1176,5953529,1,0,0,0,0,0,0,0,0,0
1177,5958844,8,6,5958835,0,0,0,0,0,0,0
1178,5958839,8,6,5958836,0,0,0,0,0,0,0
1179,5958842,8,6,5958837,0,0,0,0,0,0,0
1180,5958843,8,6,5958838,0,0,0,0,0,0,0
1181,5961561,1,0,0,0,0,0,0,0,0,0
1182,0,0,0,0,0,0,0,0,0,0,0
1183,0,0,0,0,0,0,0,0,0,0,0
1184,0,0,0,0,0,0,0,0,0,0,0
1185,0,0,0,0,0,0,0,0,0,0,0
1186,0,0,0,0,0,0,0,0,0,0,0
1187,0,0,0,0,0,0,0,0,0,0,0
1188,0,0,0,0,0,0,0,0,0,0,0
1189,0,0,0,0,0,0,0,0,0,0,0
1190,0,0,0,0,0,0,0,0,0,0,0
1191,0,0,0,0,0,0,0,0,0,0,0
1192,0,0,0,0,0,0,0,0,0,0,0
1193,0,0,0,0,0,0,0,0,0,0,0
1194,0,0,0,0,0,0,0,0,0,0,0
1195,0,0,0,0,0,0,0,0,0,0,0
1196,0,0,0,0,0,0,0,0,0,0,0
1197,0,0,0,0,0,0,0,0,0,0,0
1198,0,0,0,0,0,0,0,0,0,0,0
1199,0,0,0,0,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0,0,0,0,0
1201,0,0,0,0,0,0,0,0,0,0,0
1202,0,0,0,0,0,0,0,0,0,0,0
1203,0,0,0,0,0,0,0,0,0,0,0
1204,0,0,0,0,0,0,0,0,0,0,0
1205,0,0,0,0,0,0,0,0,0,0,0
1206,0,0,0,0,0,0,0,0,0,0,0
1207,5967674,1,0,0,0,0,0,0,0,0,0
