Index,0 [0x7][0xf8],1 [0x0][0xf4],2 [0x0][0x0],3 [0x0][0x8],4 [0x0][0x10],5 [0x0][0x18],6 [0x0][0x20],7 [0x0][0x28],8 [0x0][0x30],9 [0x0][0x38],10 [0x0][0x40],11 [0x0][0x48],12 [0x0][0x50],13 [0x0][0x58],14 [0x0][0x60],15 [0x0][0x68],16 [0x0][0x70],17 [0x0][0x78],18 [0x0][0x80],19 [0x0][0x88],20 [0x0][0x90],21 [0x0][0x98],22 [0x0][0xa0],23 [0x0][0xa8],24 [0x0][0xb0],25 [0x0][0xb8],26 [0x0][0xc0],27 [0x0][0xc8],28 [0x0][0xd0],29 [0x0][0xd8],30 [0x0][0xe0],31 [0x0][0xe8],32 [0x7][0x4],33 [0x7][0xc],34 [0x7][0x14],35 [0x7][0x1c],36 [0x7][0x24],37 [0x7][0x2c],38 [0x7][0x34],39 [0x7][0x3c],40 [0x7][0x44],41 [0x7][0x4c],42 [0x7][0x54],43 [0x7][0x5c],44 [0x7][0x64],45 [0x7][0x6c],46 [0x7][0x74],47 [0x7][0x7c],48 [0x7][0x84],49 [0x7][0x8c],50 [0x7][0x94],51 [0x7][0x9c],52 [0x7][0xa4],53 [0x7][0xac],54 [0x7][0xb4],55 [0x7][0xbc],56 [0x7][0xc4],57 [0x7][0xcc],58 [0x7][0xd4],59 [0x7][0xdc],60 [0x7][0xe4],61 [0x7][0xec],62 [0x19][0xfc],63 [0x0][0xf0],64 [0x1a][0xfc],65 [0x1b][0xfc],66 [0x1c][0xfc],67 [0x1d][0xfc],68 [0x1e][0xfc],69 [0x1f][0xfc],70 [0x20][0xfc]
721040,0,"FesNyrAmbassador2014_00144","ITEM","QUEST","LOGMSG_EVENT_INVENTORY_FULL_ERROR","","","","","","","","","","","","","","","","","","","","","","","","","","","",6964,66828,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721041,0,"FesNyrFstShogun2014_00145","ITEM","QUEST","LOGMSG_EVENT_INVENTORY_FULL_ERROR","","","","","","","","","","","","","","","","","","","","","","","","","","","",6966,66829,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721042,0,"FesNyrWilShogun2014_00146","ITEM","QUEST","LOGMSG_EVENT_INVENTORY_FULL_ERROR","","","","","","","","","","","","","","","","","","","","","","","","","","","",6967,66830,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721043,0,"FesNyrSeaShogun2014_00147","ITEM","QUEST","LOGMSG_EVENT_INVENTORY_FULL_ERROR","","","","","","","","","","","","","","","","","","","","","","","","","","","",6965,66831,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721044,0,"CmnDefBeautySalon_00148","BEAUTY_SALON_TICKET","LOGMSG_GIL_NOT_ENOUGH","QUEST","TERRITORY_TYPE_S1T1","TERRITORY_TYPE_W1T1","TERRITORY_TYPE_F1T1","LOC_ACTOR0","LOC_POS_SEA","LOC_POS_WIL","LOC_POS_FST","REGISTERING_CONTENT_FINDER","OTHER_WORLD","REWARD_BEAUTY_SALON","LOC_BGM0","LOC_ACTION0","LOC_ACTION1","LOC_POS_ISH","TERRITORY_TYPE_R2T1","","","","","","","","","","","","",7005,3901,66746,177,178,179,1005882,4576990,4576992,4576993,22,30,26,191,1012,577,5878293,429,0,0,0,0,0,0,0,0,0,0,0,0,false,"Kosmetiker rufen",false,false,false,false,false,false,false
721045,0,"CmnDefHousingBuildHouse_00149","SE_ID_EVENT_HOUSING_BUILD","HOUSING_YOU_GOTA_HOUSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","",69,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,true,false,false,false,true,false
721046,0,"CmnDefCompanyManufactory_00150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,true,false,false,false,false
721047,0,"CmnDefHousingGardeningPlant_00151","PLANT_TITLE","FC_AUTHORITY_SEEDING","FC_AUTHORITY_HARVESTING","GARDENING_ERR_NO_AUTHORITY_SEED","GARDENING_ERR_NO_AUTHORITY_HARVEST","HOUSING_ERR_FC_NG_01","ITEM_CATEGORY_SEED","ITEM_CATEGORY_SOIL","ITEM_CATEGORY_FERTILIZER","GARDENING_ERR_NO_SEED","GARDENING_ERR_NO_SOIL","GARDENING_ERR_NO_FERTILIZER","GARDENING_ERR_FULL_FERTILIZER","HOWTO_OUTLINE","HOWTO_HARVEST","HOWTO_GROW","FC_AUTHORITY_DISPOSE","GARDENING_ERR_NO_AUTHORITY_DISPOSE_PLANT","","","","","","","","","","","","",6420,55,56,4009,4014,3300,20,21,22,4005,4006,4010,4012,165,167,166,57,4026,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721048,0,"CmnDefHousingCraftFacility_00152","STATUS_CREATE_FACILITY","LOGMSG_HOUSING_CRAFT_FACILITIES_USE","LOGMSG_HOUSING_CRAFT_FACILITIES_USE_ERROR","","","","","","","","","","","","","","","","","","","","","","","","","","","",41,1270,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721049,0,"CmnDefTomestoneExchange_00153","TOMESTONE_FROM","TOMESTONE_TO","EXCHANGE_RATE","ADDON_TOMESTONE_OVER_CONFIRM","","","","","","","","","","","","","","","","","","","","","","","","","","",1,2,25,4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Steine der Strategie in Poesie umtauschen",false,false,false,false,false,false,false
721050,0,"RegSeaDigging_00154","QUEST0","QUEST1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66856,66860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721051,0,"RegSeaNovvTrainingGround_00155","QUEST0","QUEST1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66910,66914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721052,0,"RegFstCarlineCanopy_00156","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","","","","","","","","","","","","","","","","","","","","","","","","","",65985,66060,67018,65964,67168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721053,0,"RegWilTheQuicksand_00157","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","","","","","","","","","","","","","","","","","","","","","","","","","",66088,66060,67020,65963,67167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721054,0,"RegSeaTheDrowningWench_00158","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","","","","","","","","","","","","","","","","","","","","","","","","","",66081,66060,67019,65964,67168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721055,0,"RegFstArmorCraftsmanLegendary_00159","QUEST0","QUEST1","QUEST2","QUEST3","QUEST4","QUEST5","QUEST6","QUEST7","QUEST8","QUEST9","QUEST_JOB_REL_001","QUEST_JOB_REL_002","QUEST_JOB_REL_004","QUEST_JOB_REL_007","QUEST_JOB_REL_010","QUEST_JOB_REL_017","QUEST_JOB_REL_016","","","","","","","","","","","","","",66655,66656,66657,66658,66659,66660,66661,66662,66663,67115,66971,66972,67000,65742,65892,66097,66096,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721056,0,"RegLakMasterCrafter_00160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721057,0,"RegLakMasterGatherer_00161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721058,0,"RegFstArmorCraftsmanDisciple_00162","QUEST_ZW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721059,0,"FesEstEggDreamer2014_00163","ENPC0","ENPC1","ENPC2","","","","","","","","","","","","","","","","","","","","","","","","","","","",1007904,1007905,1007906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721060,0,"CmnRadBahamutEventTerritory_00164","TERRITORY_FOREST","CUTSCENE_FOREST_1","CUTSCENE_FOREST_2","TERRITORY_WILD","CUTSCENE_WILD_1","CUTSCENE_WILD_2","CUTSCENE_WILD_3","","","","","","","","","","","","","","","","","","","","","","","",370,491,492,246,635,636,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,true,false,false,true,false,false
721061,0,"CmnDefRelicWeapon020Trade_00165","QUEST_JOB_REL_001","LOC_ACTION1","LOC_VFX1","ITEM_EPIC_PLD_020","ITEM_EPIC_PLD_SUB_020","ITEM_EPIC_PLD_010","","","","","","","","","","","","","","","","","","","","","","","","",66971,995,241,7824,7833,6257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Zenit-Waffe verstärken",true,false,false,false,false,false,false
721062,0,"CmnDefRelicWeapon025Trade_00166","QUEST_JOB_REL_002","ACHIEVEMENT","LOC_ACTION1","LOC_VFX1","ITEM_EPIC_PLD_SUB_025","","","","","","","","","","","","","","","","","","","","","","","","","",66972,925,1042,241,7843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Atma-Waffe verstärken",true,false,false,false,false,false,false
721063,0,"CmnDefRelicWeapon025GetNote_00167","QUEST_JOB_REL_002","ITEM_EPIC_PLD_020","ITEM_EPIC_PLD_SUB_020","TOMESTONE","NUM_OF_TOMESTONES","","","","","","","","","","","","","","","","","","","","","","","","","",66972,7824,7833,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Ephemeridentafel erwerben",true,false,false,false,false,false,false
721064,0,"CmnDefRelicWeapon025CancelNote_00168","QUEST_JOB_REL_002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Ephemeridentafel zurückgeben",true,false,false,false,false,false,false
721065,0,"CmnDefRelicWeaponTalk_00169","QUEST_JOB_REL_001","QUEST_JOB_REL_002","ACHIEVEMENT","ACHIEVEMENT_RELIC3","QUEST_JOB_REL_004","ACHIEVEMENT_RELIC4","ACHIEVEMENT_RELIC5","QUEST_JOB_REL_010","QUEST_JOB_REL_017","ACHIEVEMENT_RELIC6","","","","","","","","","","","","","","","","","","","","",66971,66972,925,926,67000,1028,1054,65892,66097,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721066,0,"CmnDefRelicWeapon025NoteTalk_00170","QUEST_JOB_REL_002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Über Ephemeriden",true,false,false,false,false,false,false
721067,0,"CmnDefRelicWeapon030GetReplica_00171","QUEST_JOB_REL_003","ITEM_MAGIC_INK","HOWTO","","","","","","","","","","","","","","","","","","","","","","","","","","","",66998,7885,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Sphärentafeln",true,false,false,false,false,false,false
721068,0,"CmnDefRelicWeapon030GetTreasureMap_00172","QUEST_JOB_REL_003","REWARD_TREASUREHUNT","ITEM_RELIC_TREASURE_MAP","TOMESTONE","NUM_OF_TOMESTONES","","","","","","","","","","","","","","","","","","","","","","","","","",66998,25,7884,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Geheimnisvolle Karten",true,false,false,false,false,false,false
721069,0,"CmnDefRelicWeapon030Trade_00173","QUEST_JOB_REL_004","LOC_ACTION1","LOC_VFX1","ITEM_EPIC_PLD_SUB_030","","","","","","","","","","","","","","","","","","","","","","","","","","",67000,1042,241,7872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Animus-Waffe verstärken",true,false,false,false,false,false,false
721070,0,"CmnDefMateriaSlot_00174","QUEST_SUB_CTS_814","LEVEL_EOBJ","SG_LOOP_SE","SG_NORMAL_SUCCESS","SG_GREAT_SUCCESS","LOC_ACTION1","LOGMSG_TRADE_MULTIPLE_LOG01_SUCCESS","","","","","","","","","","","","","","","","","","","","","","","",66999,4740570,0,1,2,974,4256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Transmutation durchführen",true,false,false,false,false,false,false
721071,0,"CmnDefMateriaSlotTalk_00175","QUEST_SUB_CTS_814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Transmutation",true,false,false,false,false,false,false
721072,0,"CmnDefRelicWeapon030ReplicaTalk_00176","QUEST_JOB_REL_003","ACHIEVEMENT_ITEM_EPIC_EVOLVE_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66998,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721073,0,"RegFstExploreNote_00177","QUEST_SUB_CTS_817","QUEST_HEA_VNY_807","","","","","","","","","","","","","","","","","","","","","","","","","","","","",65698,67643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721074,0,"CmnDefHousingPersonalRoomEntrance_00178","SCREEN_IMAGE_BUY_ROOM_SUCCESS","DEFAULT_NAME_PRIVATE_ROOM","SCREEN_IMAGE_BUY_WORKSHOP_SUCCESS","","","","","","","","","","","","","","","","","","","","","","","","","","","",235,6487,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",true,false,true,false,false,false,false
721075,0,"CmnDefHousingPersonalRoomExit_00179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721076,0,"ComDefMobOfficer_00180","REWARD_MOB_HUNT","GRAND_COMPANY_INVALID","GRAND_COMPANY_LIM","GRAND_COMPANY_GRD","GRAND_COMPANY_ULD","ENPC_LIM","ENPC_GRD","ENPC_ULD","","","","","","","","","","","","","","","","","","","","","","",99,0,1,2,3,1009552,1009152,1001379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721077,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"",false,false,false,false,false,false,false
721078,0,"ComDefFrontLine_00182","NPC_OF_LIMSA","NPC_OF_GRIDANIA","NPC_OF_ULDAH","GRAND_COMPANY_INVALID","MAELSTROM","ORDER_OF_TWIN_ADDER","IMMORTAL_FLAMES","QUEST_LINE1_GRD","QUEST_LINE1_LIM","QUEST_LINE1_ULD","LINE_02_1","LINE_01_1","NPC_OF_LIMSA_02","NPC_OF_GRIDANIA_02","NPC_OF_ULDAH_02","","","","","","","","","","","","","","","",1009236,1009235,1009237,0,1,2,3,67063,67064,67065,50003,50001,1011820,1011819,1011818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721079,0,"RegSeaNotoriousMonsterHintF1_00183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721080,0,"RegSeaNotoriousMonsterHintF2_00184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721081,0,"RegSeaNotoriousMonsterHintF3_00185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721082,0,"RegSeaNotoriousMonsterHintF4_00186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721083,0,"RegSeaNotoriousMonsterHintF5_00187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721084,0,"RegSeaNotoriousMonsterHintF6_00188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721085,0,"RegWilNotoriousMonsterHintF1_00189","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721086,0,"RegWilNotoriousMonsterHintF2_00190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721087,0,"RegWilNotoriousMonsterHintF3_00191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721088,0,"RegWilNotoriousMonsterHintF4_00192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721089,0,"RegWilNotoriousMonsterHintF5_00193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721090,0,"RegFstNotoriousMonsterHintF1_00194","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721091,0,"RegFstNotoriousMonsterHintF2_00195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721092,0,"RegFstNotoriousMonsterHintF3_00196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721093,0,"RegFstNotoriousMonsterHintF4_00197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721094,0,"RegRocNotoriousMonsterHintF1_00198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721095,0,"RegLakNotoriousMonsterHintF1_00199","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721096,0,"CmnDefMiniGame_00200","REWARD_MINIGAME_PAZZLE","REWARD_MINIGAME_NEGOTIATION","REWARD_MINIGAME_CONCENTRATION","","","","","","","","","","","","","","","","","","","","","","","","","","","",223,224,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721097,0,"CmnDefHousingBuddyStable_00201","CUTSCENE_FST_DARUMA","CUTSCENE_FST_JUMP","CUTSCENE_FST_BALANCE","CUTSCENE_SEA_DARUMA","CUTSCENE_SEA_JUMP","CUTSCENE_SEA_BALANCE","CUTSCENE_WIL_DARUMA","CUTSCENE_WIL_JUMP","CUTSCENE_WIL_BALANCE","LOGMSG_BUDDY_REAR_ERROR_REWARDFLG","TERRITORY_TYPE_S1H1","TERRITORY_TYPE_F1H1","TERRITORY_TYPE_W1H1","LOGMSG_BUDDY_REAR_ERROR_NO_CHOCOBO_LIST","LOGMSG_BUDDY_REAR_ERROR_REST_TIME","LOGMSG_BUDDY_REAR_ERROR_FOOD_POSSESION","LOGMSG_BUDDY_REAR_ERROR_PULL_REST_TIME","LOGMSG_BUDDY_REAR_ERROR_REST_TIME2","LOGMSG_BUDDY_REAR_ERROR_STAIN_ITEM_COUNT_FULL","LOGMSG_BUDDY_REAR_ERROR_STAIN_ITEM_HAVE","CUTSCENE_STAIN_CHANGE","LOGMSG_BUDDY_REAR_FEEDING","LOGMSG_BUDDY_REAR_CLOER_CHANGE_NOTICE","LOGMSG_BUDDY_REAR_CLOER_CHANGE","LOGMSG_BUDDY_REAR_STAINID_RESET","LOGMSG_BUDDY_REAR_CLOER_RESET_NOTICE","","","","",587,588,589,590,591,592,593,594,595,4460,339,340,341,4475,4464,4479,4470,4487,4494,4493,605,4495,4496,4497,4499,4642,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721098,0,"ComDefMobHuntBoard_00202","TERRITORY_TYPE_S1T1","TERRITORY_TYPE_F1T1","TERRITORY_TYPE_W1T1","TERRITORY_TYPE_R2T1","QUEST_DAILY30_1","QUEST_DAILY30_2","QUEST_DAILY30_3","QUEST_WEEKLY30","","","","","","","","","","","","","","","","","","","","","","",128,132,130,418,67655,67656,67657,67658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721099,0,"RegFstEhcatl_00203","","QUEST0","QUEST1","QUEST2","","","","","","","","","","","","","","","","","","","","","","","","","","",0,67022,67029,67649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721100,0,"CmnDefWeatherForeCast_00204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721101,0,"RegFstIxalSupply_00205","QUEST_IXA_OPEN","QUEST_IXA_SUPPLY","","","","","","","","","","","","","","","","","","","","","","","","","","","","",67023,67105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Plaudern",false,false,false,false,false,false,false
721102,0,"CmnDefHousingKick_00206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Besitz zurückfordern",false,false,false,false,false,false,false
721103,0,"CmnDefRelicWeapon040EnhanceMode_00207","JOB_REL_007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",65742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Novus-Waffe beschichten",true,false,false,false,false,false,false
721104,0,"CmnDefRelicWeapon040Trade_00208","JOB_REL_007","LOC_ACTION1","LOC_VFX1","ITEM_EPIC_PLD_SUB_040","","","","","","","","","","","","","","","","","","","","","","","","","","",65742,1042,241,8658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Novus-Waffe verstärken",true,false,false,false,false,false,false
721105,0,"CmnDefRelicWeapon030Adjust_00209","JOB_REL_007","ACTION1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",65742,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,"Novus-Waffe modifizieren",true,false,false,false,false,false,false
721106,0,"FesHlw2014_00210","QUEST_FES_HLW","ENPC_EXPLANATION0","ENPC_EXPLANATION1","ENPC_EXPLANATION2","ENPC_SHAPESHIFT_SEA0","ENPC_SHAPESHIFT_SEA1","ENPC_SHAPESHIFT_FST0","ENPC_SHAPESHIFT_FST1","ENPC_SHAPESHIFT_WIL0","ENPC_SHAPESHIFT_WIL1","STATUS_SHAPESHIFT","TRANSFOMATION_INCOMP","TRANSFORMATION_COMP_SEA0","TRANSFORMATION_COMP_SEA1","TRANSFORMATION_COMP_SEA2","TRANSFORMATION_COMP_SEA3","TRANSFORMATION_COMP_SEA4","TRANSFORMATION_COMP_FST0","TRANSFORMATION_COMP_FST1","TRANSFORMATION_COMP_FST2","TRANSFORMATION_COMP_FST3","TRANSFORMATION_COMP_FST4","TRANSFORMATION_COMP_WIL0","TRANSFORMATION_COMP_WIL1","TRANSFORMATION_COMP_WIL2","TRANSFORMATION_COMP_WIL3","TRANSFORMATION_COMP_WIL4","HOW_TO_0","HOW_TO_1","QUEST_SEQ_4",65774,1010176,1010177,1010178,1010181,1010182,1010179,1010180,1010183,1010184,565,12,11,8,16,13,12,11,7,15,13,12,11,10,9,14,12,188,156,4,false,"Plaudern",false,false,false,false,false,false,false
