Index,0 [0x9][0x0],1 [0x9][0x4],2 [0x9][0x8],3 [0x9][0xc],4 [0x9][0x10],5 [0x6][0x24],6 [0x7][0x14],7 [0x7][0x18],8 [0x7][0x1c],9 [0x7][0x20]
5012111,63.9311,20.5379,-642.247,0.55428,1.0,8,1009829,25,0,156
5012112,65.2369,20.5453,-642.268,0.140062,1.0,8,1009830,25,0,156
5012113,-58.4657,3.40738,-645.631,-0.98269,1.0,8,1009831,25,0,156
5012114,-56.5936,3.87572,-648.507,0.0,1.0,8,1009832,25,0,156
5012115,-54.7771,4.2234,-650.609,-0.488986,1.0,8,1009833,25,0,156
5012116,-54.8631,4.12569,-648.842,-0.799394,1.0,8,1009834,25,0,156
5012117,-103.38,-1.32758,-615.93,2.53011,1.0,8,1009835,25,0,156
5012119,-95.754,-0.415848,-625.683,-0.613218,1.0,8,1009839,25,0,156
5012120,-96.5134,-0.593099,-627.131,-0.453379,1.0,8,1009840,25,0,156
5012121,-94.3147,-0.187146,-625.764,-0.59541,1.0,8,1009841,25,0,156
5012122,-97.9172,-0.855772,-627.802,-0.364361,1.0,8,1009842,25,0,156
5012123,-102.251,-1.07895,-614.16,2.58526,6.0,9,4619,25,0,156
5012124,-106.413,-1.72805,-615.866,2.4401,6.0,9,5044,25,0,156
5012125,-108.225,-1.88759,-615.847,2.38032,6.0,9,3565,25,0,156
5012848,-93.1749,7.62844,357.35,0.173649,2.0,49,5000000,199,0,390
5012849,-72.6967,-1.488,-96.7336,-0.729747,2.0,49,5000000,199,0,390
5013068,-98.7122,0.0135969,-616.52,-0.663837,1.0,45,2004633,25,0,156
5013069,-98.7122,0.0802848,-616.52,-0.663838,0.99176,45,2004636,25,0,156
5013506,-153.367,-129.44,265.908,2.01386,1.0,8,1009943,12,0,129
5013509,-152.656,2.85624,243.188,-3.12728,1.0,8,1009944,12,0,129
5013510,-160.51,-129.435,266.285,1.80487,1.0,8,1009945,12,0,129
5017511,41.6147,1.81564,-117.258,2.83952,1.0,8,1009952,3,0,133
5017540,166.263,15.7,-127.31,1.70636,1.0,8,1009958,3,0,133
5017541,171.426,15.671,-129.7,-1.2309,0.99176,45,2004640,3,0,133
5017636,30.5802,-19.0281,99.5927,0.488191,1.0,8,1010047,2,0,132
5017637,31.2421,-19.0,98.9575,0.0,1.0,8,1010048,2,0,132
5017638,32.0296,-19.0,99.0754,0.0,1.0,8,1010049,2,0,132
5017648,31.5742,-19.0281,100.511,-2.19773,1.0,8,1009953,2,0,132
5017655,-378.258,63.4301,-205.383,2.41734,1.0,45,2004641,4,0,148
5017658,-378.379,63.4354,-205.481,0.0,1.0,45,2004642,4,0,148
5017659,-375.039,63.2508,-202.896,0.387412,1.0,8,1009954,4,0,148
5017660,-372.795,63.3079,-203.696,1.24589,1.0,8,1009955,4,0,148
5017664,-378.792,63.4492,-205.651,0.0,6.09074,49,5000000,4,65569,148
5017667,-379.162,63.4477,-205.292,0.0,3.0,51,0,4,0,148
5017672,168.099,15.5,-80.0154,0.0,3.0,51,0,3,0,133
5017737,-381.996,63.4412,-202.765,1.05872,6.0,9,2863,4,0,148
5017738,-380.003,63.3972,-202.919,0.765337,6.0,9,2863,4,0,148
5017739,-383.713,63.4804,-202.926,0.870583,6.0,9,2863,4,0,148
5017742,-377.428,63.2569,-200.634,0.572449,6.0,9,3379,4,0,148
5018376,592.876,41.5646,310.401,-1.05733,0.072749,40,0,18,0,406
5018378,601.539,41.7082,315.367,1.86105,6.0,9,3270,18,0,406
5018384,593.178,41.3511,312.261,3.04357,1.0,40,0,18,0,138
5018498,214.585,237.298,438.357,0.0,0.99176,45,2004667,53,0,155
5018499,-776.174,253.944,429.764,0.0,0.99176,45,2004666,53,0,155
5018508,-682.534,315.644,371.826,0.0,1.0,45,2004694,53,0,155
5018509,195.946,307.884,421.363,0.0,1.0,45,2004695,53,0,155
5018606,408.634,79.0691,623.346,0.0,0.99176,45,2004693,17,0,137
5018611,338.742,37.838,750.805,0.0,1.0,45,2004665,17,0,137
5018673,31.8407,-4.91307,-1.32125,0.0,0.99176,45,2004668,22,0,145
5018674,134.999,-12.8557,154.865,0.0,1.0,45,2004681,22,0,145
5018680,-450.828,-3.66493,69.5658,-0.817504,1.0,8,1010056,23,0,146
5018769,97.5912,13.1622,-213.885,0.0,1.0,45,2004669,3,0,133
5018772,-91.0025,7.04892,-177.081,0.0,0.99176,45,2004671,3,0,133
5018788,85.4383,8.0,-81.5186,0.0,1.0,45,2004672,3,0,133
5018795,-51.3091,36.8447,114.013,0.0,0.99176,45,2004673,11,0,128
5018803,-51.737,36.8619,114.054,0.0,1.0,45,2004670,11,0,128
5018805,-55.3694,18.5035,67.1426,0.0,0.99176,45,2004673,14,0,131
5018811,-161.551,12.6042,-0.449216,0.0,1.0,45,2004674,13,0,130
5018813,-71.3224,4.65139,-107.042,0.0,0.99176,45,2004675,13,0,130
5018849,-66.9236,42.3,-153.63,0.0,1.0,45,2004676,11,0,128
5018898,6.08493,46.2195,-157.694,0.0,0.99176,45,2004677,11,0,128
5020445,604.77,29.7817,359.817,0.0,1.0,45,2004683,18,0,138
5020476,-195.221,20.1907,248.372,1.69557,1.0,8,1010058,5,0,152
5020860,-97.0794,-11.35,-51.8532,0.0,1.0,45,2004678,21,0,141
5020949,-359.973,-16.9185,-461.547,0.0,1.0,45,2004679,25,0,156
5020950,-435.892,13.7283,-420.999,0.0,1.0,45,2004680,23,0,146
5020959,128.064,-6.01701,-53.6985,0.0,1.0,45,2004688,4,0,148
5021146,-420.229,281.778,104.653,0.0,1.0,45,2004689,53,0,155
5021334,-395.543,12.3034,325.938,0.0,1.0,45,2004682,5,0,152
5021339,496.982,17.7857,64.1694,0.0,1.0,45,2004664,19,0,139
5021342,212.096,-2.17438,254.544,0.0,1.0,45,2004684,19,0,139
5021343,-190.693,-58.5336,347.527,0.0,1.0,45,2004685,7,0,154
5021388,-335.54,20.1194,616.384,0.0,1.0,45,2004686,6,0,153
5021393,-302.71,32.7574,-452.125,0.0,1.0,45,2004687,30,0,180
5021395,301.301,63.5587,161.296,0.0,1.0,45,2004690,20,0,140
5021396,503.218,16.5607,59.8481,0.0,1.0,45,2004691,19,0,139
5022210,0.0672107,14.8472,-7.02695,3.12611,0.368573,40,0,95,0,407
5022437,495.514,16.5607,65.2301,1.83423,1.0,8,1010055,19,0,139
5029720,77.5943,31.8942,-773.424,0.0,1.0,65,0,25,0,156
5029721,65.1531,31.1999,-758.572,0.0,1.0,65,0,25,0,156
5029726,65.1531,31.2,-758.572,0.0,1.0,65,0,25,0,156
5029727,72.8915,31.3362,-759.695,0.0,1.0,65,0,25,0,156
5029728,72.8915,31.3362,-759.695,0.0,1.0,65,0,25,0,156
5029729,77.2172,31.2638,-750.287,0.0,1.0,65,0,25,0,156
5029730,77.2172,31.2638,-750.287,0.0,1.0,65,0,25,0,156
5029731,83.5882,31.2109,-742.877,0.0,1.0,65,0,25,0,156
5029735,-325.699,7.2283,-215.148,-2.96093,1.0,8,1009949,3,0,133
5029736,-326.879,7.37422,-216.346,0.942969,1.0,8,1009950,3,0,133
5029737,-325.596,7.261,-216.574,0.378421,1.0,8,1009951,3,0,133
5030643,83.5882,31.2109,-742.877,0.0,1.0,65,0,25,0,156
5030644,95.1964,31.2127,-750.159,0.0,1.0,65,0,25,0,156
5030646,95.1964,31.2127,-750.159,0.0,1.0,65,0,25,0,156
5030647,88.977,31.4806,-761.891,0.0,1.0,65,0,25,0,156
5030655,88.977,31.4806,-761.891,0.0,1.0,65,0,25,0,156
5031927,-101.493,-10.8135,704.911,0.114917,12.0,49,5000000,199,0,390
5031928,-103.38,6.53847,445.757,-0.310363,12.0,49,5000000,199,0,390
5031929,-98.1507,5.24078,242.263,-0.226143,12.0,49,5000000,199,0,390
5031930,-57.6083,11.2103,196.467,-1.02472,12.0,49,5000000,199,0,390
5031931,-62.6609,-1.1677,-112.184,-0.656438,12.0,49,5000000,199,0,390
5031932,37.6236,2.94475,-282.074,0.00114672,12.0,49,5000000,199,0,390
5031964,-143.321,4.62877,558.381,0.305248,1.5,49,5000000,199,0,390
5031968,-93.425,7.9297,389.141,-0.277321,1.5,49,5000000,199,0,390
5031969,-68.9177,10.6355,198.488,-1.35528,1.5,49,5000000,199,0,390
5031970,-17.3148,8.1183,36.5377,-0.312412,1.5,49,5000000,199,0,390
5031971,-18.6868,-1.024,-198.657,-0.126248,1.5,49,5000000,199,0,390
5031972,34.6648,3.8969,-375.397,0.0329064,1.5,49,5000000,199,0,390
5032118,11.2548,29.0,-761.023,0.0,1.0,65,0,25,0,156
5032201,-4.33,39.7794,275.372,3.13006,1.0,40,0,17,0,411
5032350,-4.5137,39.3956,258.841,-3.12442,1.0,40,0,17,0,137
5032364,-70.1782,36.0518,473.928,-0.414913,1.0,40,0,17,0,414
5032368,-70.1782,36.0518,473.928,-0.414913,1.0,40,0,17,0,137
5032395,22.8741,43.7063,855.597,-1.59522,1.0,40,0,16,0,135
5032398,-1.1668,8.92136,852.896,-1.5708,1.0,40,0,16,0,415
5032404,-31.317,8.92136,853.135,1.58757,6.0,9,3389,16,0,415
5032410,-158.095,1.99613,223.089,-1.42513,0.179699,40,0,12,0,404
5032411,-158.495,1.99504,222.208,-1.33256,1.0,8,1010071,12,0,404
5032415,-192.75,2.0,236.955,0.754096,6.0,9,3395,12,0,404
5032416,-198.475,3.70733,248.245,2.79043,6.0,9,3395,12,0,404
5032417,-204.67,4.0,251.471,0.386561,6.0,9,3395,12,0,404
5032418,-210.572,3.99999,259.615,1.918,6.0,9,3395,12,0,404
5032420,-221.232,3.99999,272.532,-0.542397,1.0,8,1010072,12,0,404
5032422,-193.711,8.0,71.796,0.0,1.0,8,1010073,12,0,404
5032443,-218.444,3.99999,270.944,2.43882,0.216453,40,0,12,0,404
5032444,-209.072,3.99999,258.107,-0.365412,6.0,9,3394,12,0,404
5032445,-212.344,3.99999,261.434,-0.469521,6.0,9,3396,12,0,404
5032446,-210.28,3.99999,262.634,-0.78059,6.0,9,3396,12,0,404
5032447,-212.733,3.99999,263.744,-0.666149,6.0,9,3395,12,0,404
5032448,-183.611,1.9989,226.612,0.0,6.0,9,3514,12,0,404
5032449,-182.666,1.9989,198.779,0.0,6.0,9,3395,12,0,404
5032453,-192.889,3.98254,170.306,0.92288,6.0,9,3395,12,0,404
5032454,-212.954,5.99677,153.439,-0.115604,6.0,9,3395,12,0,404
5032455,-212.36,7.98047,124.01,0.0,6.0,9,3395,12,0,404
5032456,-204.511,7.98047,116.474,-1.04969,6.0,9,3395,12,0,404
5032457,-189.227,0.99176,207.324,1.15809,6.0,9,3396,12,0,404
5032458,-178.454,1.9989,225.299,-1.84008,6.0,9,3514,12,0,404
5032459,-186.419,1.9989,193.713,0.220252,6.0,9,3396,12,0,404
5032460,-177.101,4.0,178.744,-0.8599,6.0,9,3396,12,0,404
5032461,-216.876,5.99677,158.373,0.89073,6.0,9,3396,12,0,404
5032462,-223.194,5.99677,164.385,1.71823,6.0,9,3396,12,0,404
5032463,-213.642,7.98047,133.776,-0.183022,6.0,9,3396,12,0,404
5032464,-210.926,7.98047,120.409,0.0510163,6.0,9,3396,12,0,404
5032467,261.014,303.1,-198.567,1.95193,1.0,8,1009977,53,0,155
5032468,261.674,303.139,-196.842,2.61461,1.0,8,1009978,53,0,155
5032470,-219.383,4.9081,272.231,2.34058,1.0,45,2004733,12,0,404
5032488,-30.5638,3.952,-143.481,0.0,25.0,49,5000000,13,0,130
5032836,-281.483,225.509,556.115,-1.80394,1.0,8,1009979,53,0,155
5032850,261.585,302.196,-223.072,0.0,1.0,8,1009976,53,0,155
5032852,208.882,229.05,322.503,-1.28072,1.0,8,1009982,53,0,155
5032855,-221.198,3.99999,272.36,2.21774,1.0,8,1010138,12,0,404
5032977,-569.791,-1.5728,-10.9765,-2.61788,1.0,40,0,19,0,139
5032978,-561.742,-1.90917,-5.28832,-1.53176,1.0,40,0,19,0,412
5032979,302.709,-25.0073,230.349,-0.126949,1.0,40,0,18,0,413
5032980,305.63,-25.0063,227.686,0.0,1.0,40,0,18,0,138
5032993,-4.33,39.5308,247.669,0.0,1.0,8,1010141,17,0,411
5032994,-10.7497,39.8525,248.889,0.543918,1.0,8,1010142,17,0,411
5032995,-4.33,39.5303,247.669,0.0,6.0,9,3393,17,0,411
5032996,-4.32875,39.4567,250.66,0.0,6.0,9,3392,17,0,411
5032997,-2.13771,39.4596,249.606,0.0,6.0,9,3392,17,0,411
5032998,-6.83065,39.5207,249.693,0.0,6.0,9,3392,17,0,411
5032999,-4.33,39.4445,250.629,0.0,6.0,9,3392,17,0,411
5033000,-0.832536,39.4596,249.606,0.0,6.0,9,3392,17,0,411
5033001,-6.83065,39.5207,249.693,0.0,6.0,9,3392,17,0,411
5033002,-4.32875,39.4567,250.66,0.0,6.0,9,3392,17,0,411
5033003,-1.83254,39.49,249.606,0.0,6.0,9,3392,17,0,411
5033004,-6.83065,39.5207,249.693,0.0,6.0,9,3392,17,0,411
5033005,-4.32875,39.4567,250.66,0.0,6.0,9,3392,17,0,411
5033006,-2.16364,39.4935,249.628,0.0,6.0,9,3392,17,0,411
5033007,-6.83065,39.5207,249.693,0.0,6.0,9,3392,17,0,411
5033008,-4.32875,39.4567,250.66,0.0,6.0,9,3392,17,0,411
5033009,-2.16364,39.4935,249.628,0.0,6.0,9,3392,17,0,411
5033010,-6.83065,39.5207,249.693,0.0,6.0,9,3392,17,0,411
5033011,-4.33,39.4003,252.973,0.0,6.0,9,3391,17,0,411
5033052,-30.5638,3.95203,-143.481,-1.53635,6.0,9,3403,13,0,130
5033053,37.2874,4.0,-139.336,0.0,1.0,66,0,13,0,130
5033099,-10.3664,4.0,-145.209,0.0,1.0,66,0,13,0,130
5033100,-111.361,4.0,-99.5337,0.0,1.0,66,0,13,0,130
5033101,-142.602,12.0499,-28.5474,0.0,1.0,66,0,13,0,130
5033541,-431.174,233.473,-201.007,-1.5708,1.0,8,1009984,53,0,155
5033542,-435.111,233.4,-201.404,1.69282,1.0,8,1009985,53,0,155
5033544,-435.715,233.4,-199.188,2.39785,1.0,8,1010065,53,0,155
5033612,-449.55,211.0,-273.226,2.3968,1.0,8,1009988,53,0,155
5033615,-437.43,220.765,-156.085,1.06752,1.0,8,1009989,53,0,155
5033620,-323.161,256.456,-82.1491,-0.0440857,1.0,8,1009990,53,0,155
5033626,-440.63,211.0,-263.625,0.0,0.961271,45,2004652,53,0,155
5033627,-451.892,221.661,-149.273,0.0,1.0,45,2004653,53,0,155
5033628,-345.134,254.43,-95.3753,0.0,1.0,45,2004654,53,0,155
5033631,-386.191,270.476,77.6531,2.65012,0.930753,45,2004655,53,0,155
5033976,24.9228,-1.0253,-1.04186,-2.42359,1.0,8,1010074,136,0,351
5033977,5.32886,-0.0123613,6.88162,2.47688,1.0,8,1010075,136,0,351
5033978,7.35836,0.00997794,5.02075,-0.586996,1.0,8,1010076,136,0,351
5033979,14.0353,-0.0153198,-8.7968,2.60435,1.0,8,1010077,136,0,351
5033980,31.547,-1.02234,-0.80502,-0.458887,1.0,8,1010078,136,0,351
5033981,-7.90717,-0.0153198,-10.4465,3.12537,1.0,8,1010079,136,0,351
5033982,15.164,-0.0153198,-8.6214,-3.01817,1.0,8,1010080,136,0,351
5033983,47.2032,-1.0,8.22776,1.67158,1.0,8,1010081,136,0,351
5033984,46.6774,-1.0,3.43329,1.49547,1.0,8,1010082,136,0,351
5033985,45.3512,-1.0,-6.81455,2.63499,1.0,8,1010083,136,0,351
5033986,-5.88871,0.00997782,5.05452,-0.631539,1.0,8,1010084,136,0,351
5033987,14.9748,-0.0153198,-10.4721,0.170501,1.0,8,1010085,136,0,351
5033991,32.2696,-1.02234,2.82288,-1.29906,1.0,8,1010089,136,0,351
5033992,29.8891,-1.02234,3.37219,1.83229,1.0,8,1010090,136,0,351
5033993,-7.72851,0.0180402,-10.4161,-3.07007,1.0,8,1010091,136,0,351
5033994,-6.1053,0.00997794,-2.61345,-1.14177,1.0,8,1010092,136,0,351
5033995,-7.74159,0.499988,-1.68755,2.14894,1.0,8,1010093,136,0,351
5033996,-11.1442,-0.0153198,-10.16,2.49099,1.0,8,1010094,136,0,351
5033997,5.0805,0.499988,-2.28836,2.38604,1.0,8,1010095,136,0,351
5033998,6.19285,0.00997806,-3.53877,-0.675373,1.0,8,1010096,136,0,351
5033999,31.8946,-1.0,0.628103,0.0,1.0,8,1010097,136,0,351
5034000,30.0449,-1.0,3.64644,2.40237,1.0,8,1010098,136,0,351
5034001,7.85768,0.0,-8.43829,2.01075,1.0,8,1010099,136,0,351
5034002,9.95973,-0.0153198,-7.70224,-2.75612,1.0,8,1010100,136,0,351
5034003,9.29272,0.0,-10.4225,0.227048,1.0,8,1010101,136,0,351
5034004,19.5604,4.76837E-7,-8.43794,0.838879,1.0,8,1010102,136,0,351
5034005,4.85186E-4,-1.99573,-45.6914,0.0,1.0,8,1010103,136,0,351
5034006,32.4975,-1.0,-1.01697,0.343913,1.0,8,1010104,136,0,351
5034007,28.8852,-1.0,-1.01457,0.594356,1.0,8,1010105,136,0,351
5034008,31.5098,-1.0,4.0741,-2.96996,1.0,8,1010106,136,0,351
5034009,36.58,0.393333,2.13904,-1.84574,1.0,8,1010107,136,0,351
5034010,34.1344,-1.0,3.64685,-2.49222,1.0,8,1010108,136,0,351
5034011,5.90521,0.00997806,-3.49439,0.156775,1.0,8,1010109,136,0,351
5034012,29.7128,-1.0,-0.0937965,1.37631,1.0,8,1010110,136,0,351
5034013,-5.50238,0.0180402,-6.55045,-3.03722,1.0,8,1010111,136,0,351
5034014,-6.79034,0.0151978,-6.8208,2.79005,1.0,8,1010112,136,0,351
5034015,-5.84424,0.503479,-9.62848,0.0,1.0,8,1010113,136,0,351
5034016,5.52999,0.00997782,-0.0544763,2.42736,1.0,8,1010114,136,0,351
5034017,32.1876,-1.0,0.332416,-1.80734,1.0,8,1010115,136,0,351
5034018,33.694,-1.02234,3.08814,-2.6528,1.0,8,1010116,136,0,351
5034019,30.0449,-1.0,3.4792,2.89255,1.0,8,1010117,136,0,351
5034020,28.458,-1.0,2.28896,2.21937,1.0,8,1010118,136,0,351
5034021,7.30827,0.00997806,-0.322518,-2.30366,1.0,8,1010119,136,0,351
5034022,-5.83298,0.510258,-9.63192,0.0,1.0,8,1010120,136,0,351
5034023,9.24231,0.0,-10.0803,0.0,1.0,8,1010121,136,0,351
5034024,32.0037,-1.0,-4.27259,-2.71382,1.0,8,1010122,136,0,351
5034025,30.7287,-1.0,-6.33287,0.497108,1.0,8,1010123,136,0,351
5034026,5.73458,0.00997794,7.01911,2.84506,1.0,8,1010124,136,0,351
5034027,7.53214,0.00997782,6.85831,-2.3027,1.0,8,1010125,136,0,351
5034028,6.92092,0.00997794,4.69862,-0.482697,1.0,8,1010126,136,0,351
5034029,32.4488,-1.0,-5.39645,-1.59543,1.0,8,1010127,136,0,351
5034030,31.345,-1.0,-7.04326,0.12692,1.0,8,1010128,136,0,351
5034031,-5.57567,0.00997782,0.167843,-2.05105,1.0,8,1010129,136,0,351
5034032,-7.45989,0.00997758,-1.43185,0.860633,1.0,8,1010130,136,0,351
5034033,30.4833,-1.0,-3.90547,2.66463,1.0,8,1010131,136,0,351
5034034,-5.84123,0.510258,-9.64983,0.0274773,1.0,8,1010132,136,0,351
5034035,7.00091,0.0,-8.30063,-0.0435591,1.0,8,1010133,136,0,351
5034036,13.8787,0.0,-10.5797,3.00985,1.0,8,1010136,136,0,351
5034037,27.2268,-0.77774,5.17495,1.6496,1.0,8,1010134,136,0,351
5034038,29.9374,-1.02234,4.58369,-1.37509,1.0,8,1010135,136,0,351
5034040,171.426,15.671,-129.7,-1.2309,0.9918,5,0,3,0,133
5034072,-71.8289,3.47554,-134.641,0.968348,4.17281,40,0,13,0,130
5034709,-381.403,231.417,309.304,1.21591,1.0,8,1009992,53,0,155
5034793,-375.662,230.091,302.358,-1.65783,6.0,9,724,53,0,155
5034794,-376.059,231.25,310.078,-1.28784,6.0,9,726,53,0,155
5034795,-380.179,229.938,299.061,-1.06311,6.0,9,725,53,0,155
5034803,-377.228,229.531,299.51,-1.2951,6.0,9,724,53,0,155
5034804,-387.93,231.739,310.414,1.50845,6.0,9,725,53,0,155
5034806,-123.54,4.0,-90.6123,1.4328,4.32073,40,0,13,0,130
5034809,0.838471,-1.99573,-45.6557,-0.104202,1.0,8,1010147,136,0,351
5034811,-1.11877,-1.99573,-41.831,2.92814,1.0,8,1010041,136,0,351
5034817,-157.529,12.2088,-14.68,1.67099,6.73823,40,0,13,0,130
5034819,-143.97,11.4913,-26.0346,2.5096,6.00299,40,0,13,0,130
5034822,-153.414,14.005,53.4754,-1.15474,3.81683,40,0,13,0,130
5034823,-156.855,14.005,49.0155,0.282856,3.16626,40,0,13,0,130
5034824,-153.069,14.005,58.3449,-1.93979,3.02242,40,0,13,0,130
5035221,-210.8,71.3512,-130.407,2.13166,1.0,40,0,24,0,147
5035223,-140.086,58.0578,-78.1533,-3.11215,1.0,40,0,24,0,147
5035253,83.1757,31.2094,-741.164,0.492499,1.0,45,2004661,25,0,156
5035260,83.8274,31.216,-744.628,0.36094,1.0,8,1010039,25,0,156
5035266,85.7893,31.1922,-741.681,-2.21581,1.0,8,1010040,25,0,156
5035505,-197.104,60.7419,-297.975,0.0,1.0,8,1010146,5,0,152
5036005,-915.221,229.357,-3.15866,1.26225,1.0,8,1010001,53,0,155
5036017,-912.871,229.614,-0.61842,2.76236,1.0,8,1010002,53,0,155
5036018,-902.586,229.206,-9.68953,0.486136,1.0,8,1009996,53,0,155
5036019,-897.185,230.426,-17.5021,0.48393,1.0,8,1009997,53,0,155
5036020,-193.938,8.0,74.482,0.0,1.0,40,0,12,0,129
5036023,-159.228,1.99999,231.681,-0.0711997,1.0,40,0,12,0,129
5036025,263.267,302.146,-220.53,-1.39577,1.0,40,0,53,0,155
5036028,264.923,302.253,-223.7,0.0,1.0,8,1009973,53,0,155
5036036,-4.0,0.0,7.5,2.87979,1.0,40,0,179,0,395
5036042,-4.0,1.2,11.0,0.0,1.0,45,2004781,179,0,395
5036060,-905.73,229.267,-10.1473,-0.522472,1.0,8,1010042,53,0,155
5038252,0.0,0.0150001,8.56303,-3.14159,1.0,40,0,180,0,392
5038527,-193.506,10.5198,72.8698,0.0,3.0134,49,5000000,12,0,404
5038560,3.88475,0.0149826,-0.00555591,-1.57045,1.0,8,1009974,179,0,395
5038561,4.92865,0.0149828,3.09753,-1.89556,1.0,8,1010043,179,0,395
5038690,43.4901,5.19427,17.047,-0.234605,1.0,45,2004804,196,0,144
5038695,-190.732,60.742,-295.063,-0.00364208,1.58503,40,0,5,0,152
5039523,0.0615,0.0415,3.4845,-3.13636,0.2782,40,0,180,0,393
5039526,4.08685,2.625,-97.304,-0.460639,1.0,8,1009763,180,0,393
5039529,0.0,0.8655,19.0,0.0,1.0,45,2004805,180,0,393
5039666,-914.411,229.457,-9.20701,1.52715,1.0,40,0,53,0,155
5039758,576.51,37.3204,318.02,1.94522,6.0,9,3410,18,0,406
5039759,577.376,37.4519,320.471,2.22981,6.0,9,3410,18,0,406
5039760,572.32,36.7589,318.44,2.23835,6.0,9,3412,18,0,406
5039761,575.588,36.8401,322.964,1.9987,6.0,9,3412,18,0,406
5039762,570.916,36.4537,318.227,1.92011,6.0,9,3412,18,0,406
5039763,574.323,36.3764,324.26,2.07021,6.0,9,3412,18,0,406
5039764,587.854,40.8484,313.283,1.94014,6.0,9,3408,18,0,406
5039765,585.919,40.6765,312.819,1.94246,6.0,9,3409,18,0,406
5039766,587.304,40.421,314.9,1.97233,6.0,9,3410,18,0,406
5039767,570.855,36.3927,319.356,2.11815,6.0,9,3410,18,0,406
5039768,570.725,36.4039,317.662,1.83257,6.0,9,3410,18,0,406
5039769,570.916,36.3317,321.218,2.22914,6.0,9,3412,18,0,406
5039770,569.726,36.2096,319.783,2.12601,6.0,9,3412,18,0,406
5039773,569.329,36.057,317.586,1.80171,6.0,9,3412,18,0,406
5039776,569.716,36.2657,315.646,1.51847,6.0,9,3412,18,0,406
5039787,573.066,36.2718,323.581,2.25822,6.0,9,3410,18,0,406
5039788,573.396,36.0309,325.195,2.40501,6.0,9,3412,18,0,406
5039789,570.794,35.9359,323.964,2.31746,6.0,9,3412,18,0,406
5039790,569.562,36.3097,314.936,1.24692,6.0,9,3413,18,0,406
5039791,569.414,36.0983,316.727,1.64687,6.0,9,3414,18,0,406
5039792,571.791,36.1108,323.491,2.20192,6.0,9,3410,18,0,406
5039793,571.618,36.3012,322.194,2.53265,6.0,9,3410,18,0,406
5039794,570.123,36.2096,322.255,2.40718,6.0,9,3412,18,0,406
5039795,572.55,36.0553,324.285,-3.09022,6.0,9,3412,18,0,406
5039796,593.497,41.3372,312.251,-1.11492,6.0,9,3411,18,0,406
5040252,-427.115,235.946,-119.768,2.80484,1.0,8,1010148,53,0,155
5040259,-395.285,239.612,343.832,1.22361,0.625573,45,2004657,53,0,155
5040285,-302.052,233.102,406.058,1.03436,1.0,8,1010149,53,0,155
5040288,-190.021,221.118,438.973,-0.00138833,0.961271,45,2004659,53,0,155
5040289,-190.11,221.134,438.86,1.07586,1.0,8,1010150,53,0,155
5040290,158.74,222.4,302.998,2.1831,1.0,8,1010151,53,0,155
5040291,159.564,222.339,301.869,0.0507032,1.0,8,1010152,53,0,155
5040292,-152.318,3.73675,40.001,0.0,1.0,40,0,13,0,130
5040429,-157.357,14.0478,56.5083,0.0,1.0,66,0,13,0,130
5040702,-190.103,221.244,438.969,0.0,5.16985,49,5000000,53,65613,155
5040708,-181.645,219.796,446.459,-2.24576,6.0,9,726,53,0,155
5040710,-186.781,221.089,432.439,-0.942141,6.0,9,3122,53,0,155
5040743,229.48,221.973,347.31,1.4659,1.0,8,1010191,53,0,155
5040876,4.35482,40.0677,65.6582,0.0,4.0,51,0,174,0,371
5040879,318.36,-36.3317,348.156,-2.56885,1.0,8,1010153,18,0,405
5040881,324.178,-35.9493,317.415,1.47075,1.0,8,1010154,18,0,405
5040882,324.836,-35.9492,317.845,-2.85511,1.0,8,1010155,18,0,405
5040883,324.103,-31.8992,265.261,-0.876142,1.0,8,1010156,18,0,405
5040885,324.805,-31.8992,265.758,-1.4983,1.0,8,1010157,18,0,405
5040888,328.934,-24.9985,254.324,2.67161,1.0,8,1010158,18,0,405
5040890,328.115,-25.0401,253.925,1.77776,1.0,8,1010159,18,0,405
5041137,304.721,-36.4059,324.052,2.11501,6.0,9,3400,18,0,405
5041138,304.709,-35.0182,295.495,-0.827233,6.0,9,3400,18,0,405
5041139,305.409,-31.8456,274.739,-1.03635,6.0,9,3400,18,0,405
5041140,297.78,-33.0663,286.03,1.6182,6.0,9,3400,18,0,405
5041141,297.889,-27.8682,258.853,0.801989,6.0,9,3400,18,0,405
5041142,312.764,-25.0096,247.944,-2.65584,6.0,9,3400,18,0,405
5041143,308.003,-25.0401,228.199,-0.34259,6.0,9,3400,18,0,405
5041144,289.582,-24.9898,241.578,1.82498,6.0,9,3400,18,0,405
5041145,306.599,-27.2374,256.397,-2.327,6.0,9,3400,18,0,405
5041146,298.237,-36.4233,306.539,1.03977,6.0,9,3400,18,0,405
5041149,15.1159,-3.04218,41.3047,0.0,1.0,40,0,29,0,22
5041156,315.516,-35.9496,309.694,2.23756,6.0,9,3401,18,0,405
5041157,35.8628,3.98969,-134.239,2.89052,1.0,8,1010171,13,0,130
5041159,-34.2438,4.98969,-132.906,-2.90008,1.0,8,1010174,13,0,130
5041160,320.004,-35.9654,317.281,-1.85677,6.0,9,3401,18,0,405
5041161,-36.0712,5.0,-131.525,-2.92617,1.0,8,1010175,13,0,130
5041162,-32.2803,5.0,-132.927,-2.92981,1.0,8,1010178,13,0,130
