Index,0 [0x0][0x0],1 [0x6][0x4],2 [0x3][0xe],3 [0x3][0xf],4 [0x6][0x8],5 [0x19][0x10],6 [0x5][0xc]
258,"Die Sylphen brachten diesen Fisch ihrem Gebieter Ramuh als Opfer dar. Der Herr der Blitze war von dessen Schönheit so beeindruckt, dass er ihm ein neues Leben schenkte und als seinen Sohn aufnahm.",7936,80,3,153,true,0
259,"Donnerhall, eine Groppe von legendärem Appetit, verschlang einer Koboldlegende nach den aus den Wolken schallenden Donner, und dieser übermäßigen Gier sei es zu verdanken, dass die Stürme La Nosceas ohne Ankündigung hereinbrechen.",7937,80,2,180,true,0
260,"Bogenschützenfische sind bekannt für ihre Fähigkeit, weit entfernte Ziele zu treffen, doch der Kapitale soll noch nie ein Ziel verfehlt haben. Man erzählt sich, dass er vom Geist eines bekannten Meisterschützen besessen sei, den seine Frau im Agelyss-Fluss ertränkte, als sie ihn beim nächtlichen Bad mit der schönen Hausmagd ertappte.",7938,80,3,137,true,0
261,"Paarungswillige Wollhandkrabbenweibchen interessieren sich nur für einen Körperteil potenzieller Partner: ihre Scheren. Der Kapitale hat einen Tanz entwickelt, mit dem er seine Scheren rhythmisch vor und zurück\npumpt und sie so größer\nerscheinen lässt.",7939,80,2,137,true,0
262,"Die Schuppen des Silberfisches sind so hochpoliert, dass sich Angreifer oft vor ihrem eigenen gespiegeltem Antlitz erschrecken und die Flucht ergreifen.",7940,80,3,137,true,0
263,"„Aus den Tiefen schoss empor der Rudergänger!Lady Bloefhiswyn lenkte ihr Schiff ihm nachUnd siehe da! erreichte alsbald den sicheren Hafen.“ (Aus „Über die westwärtige See“von Gilbert Goldlocke,\nSechste Ära des Lichts)",7941,80,1,138,true,0
264,"Die Anhänglichkeit dieses treuen Harnischwels ist legendär. Man sagt, dass der Kapitale einst seinen Besitzer mitsamt Familie auf tausend Jahre verfluchte, weil er ihn kurzerhand an einem sonnigen Nachmittag in einem Bach\naussetzte.",7942,80,3,145,true,0
265,"Nachdem er alle anderen Fische in seinem Tümpel am Blauen Dunst verspeist hatte, entschied sich Hannibal, auch noch seine Mit-Alligatorhechte zu verzehren. Nach diesem kannibalistischen Akt bleibt ihm keine andere Wahl, als\ngelegentlich einen\nAngler zu fressen.",7943,80,3,147,true,0
266,"Wenn man die Göttin Azeyma dabei erwischt, wie sie der Dämmerbraut bei Tagesanbruch einen Kuss gibt, wird man für den ganzen Lauf der Sonne keinen Drachen am Himmel erblicken - so erzählen es sich die Ritter von Ishgard. Doch was passiert, wenn die Dämmerbraut einem übereifrigen Angler ins Netz geht, das erzählen sie nicht.",7944,80,2,155,true,0
267,"Die Musterung dieser ansonsten unauffälligen Regenbogenforelle erstrahlt im Licht des Vollmonds in einem gleißenden Weiß, weswegen Fischer glauben, dass sie unter dem Schutz der Mondgöttin Nymeia steht. Weniger abergläubische Angler wissen zu berichten, dass dieses Phänomen keinen Einfluss auf den Geschmack der Forelle hat.",7945,80,2,155,true,0
268,"Unbeschreiblich muss der Schmerz dieser stolzen Mutter eines 1000-köpfigen Fischlaichs gewesen sein, als sie eines Morgens entdeckte, dass ein Schleppnetz ihre geliebte Brut fortgerissen hatte. Die Matriarchin schwor Rache, doch in welcher Form ist nicht bekannt. Man darf gespannt sein.",7946,80,3,155,true,0
269,"Seit Generationen erzählen Fischer ihren Söhnen und Enkeln Schauergeschichten von Schattensträhne, dem schrecklichen Hecht. Zehn Yalme lang und fünf Yalme breit, mit einem Maul, das eine hochschwangere Bisonkuh quer verschluckt.",7947,80,2,154,true,0
270,"Um es zum echten Piraten zu schaffen, bedarf es mehr als dem gängigen PAH-Kostüm (Papagei, Augenklappe und Hakenarm): Nein, einen echten Seeräuber erkennt man an einem stilechten Behälter für seinen Rum, und was wäre da besser geeignet als die Schale eines riesigen Perlboots?",7948,80,0,138,true,0
271,"Während der Paarungszeit zieht dieser fliegende Fisch ein orange leuchtendes Gas hinter sich her, das als Lockmittel im nicht enden wollenden Weiß des Wolkenmeers dient. Trotzdem können bis zu sechs Sommer verstreichen, bis der Anomalocaris einen geeigneten Partner findet, so weit und einsam ist das Meer der Wolken.",7949,80,5,155,true,0
272,"Dieser uralte Hai ist angeblich ein Abkömmling des Großen Drachen, der den Himmel Hydaelyns im Zeitalter vor der Lotsin beherrschte. Die doppelreihige Ausrichtung seiner messerscharfen Zähne ist so komplex, dass\nnichts jemals wieder\ndaraus frei kommt.",7950,80,1,138,true,0
273,"Als Bewohner der tiefsten und dunkelsten Spalten der Tiefe, in denen nur wenige andere Kreaturen hausen, hat die Ätherlaus gelernt, sich von den dünnen Absonderungen der seltenen ätherischen Unterwasser-Knoten\nzu ernähren.",7951,80,3,156,true,0
274,"Die glitzernden Schuppen des Kaisergoldfisches sollten ihn eigentlich zu einem leichten Ziel für größere Raubfische machen. Doch wie die meisten seiner Namensvettern ist auch dieser Fisch ein\nMeister im Nichtstun.\nRegungslos bleibt er\nseinen Jägern verborgen.",8752,80,3,137,true,0
275,"Dieser riesige Marlin verdankt seinen Namen dem Kampf gegen einen verbissenen Fischer. Jahrelang setzte der Seewolf dem Marlin erfolglos nach - bis sein Haar grau und seine Arme kraftlos waren. Eines Tages zog der Fisch den geschwächten Fischer in die See, wo er ihn noch heute an der Angelschnur hinter sich herzieht.",8753,80,1,137,true,0
276,"Unregelmäßige Ätherströme nach der Siebten Katastrophe veränderten nicht nur die Landschaft, sondern auch seine Bewohner. So wie beim Neptodrachen, einem kleinen Thalaos, der zu riesigen Ausmaßen mutiert ist.",8754,90,1,137,true,0
277,"Etwas größer, älter und gewiefter als sein Vetter der Quastenflosser. Dieser Tiefseefisch kommt zum Fressen nur in mondlosen Nächten in die Nähe der Wasseroberfläche.",8755,80,0,138,true,0
278,"Dieser speerförmige Fisch ist so selten, dass viele Sommer vergehen können, bis er einem glücklichen Fischer ins Netz geht - oder sich aus Versehen in die Planken eines Schiffes bohrt.",8756,85,1,138,true,0
279,"Wenn Sahagin schlüpfen, werden sie von den Ältesten genau in Augenschein genommen. Wer Schwächen offenbart, wird in die Tiefe der See geworfen - als Opfer für die Seehexe. Die Sahagin glauben, dass diesem Fisch die Seele\neines legendären\nHelden innewohnt.",8757,80,1,138,true,0
280,"Eine beliebte Zutat in der Küche der Amalj'aa. Dort werden Feuerschnecken meist nicht größer als ein paar Ilme, bevor sie im Kochtopf einer der Echsen landen. Wenn man sie jedoch wachsen lässt, können sie erstaunliche Größen annehmen.",8758,80,3,156,true,0
281,"Ganz selten legt sich ein dunkler Nebel über die Regionen Eorzeas, die am stärksten von der Siebten Katastrophe betroffen waren. Die Meteorologen sprechen dann von „unheimlichem“ Wetter. Der Nebel wird für schattengetränkten Äther direkt aus dem Nichts gehalten. Dass der Nichtsbarsch von ihm angelockt wird, deutet auf seine Herkunft hin.",8759,80,3,156,true,0
282,"So wie die Faustkämpfer in ganz Eorzea sich Geschichten von der mächtigen Cornelia erzählen - der Begründerin ihrer Kampfkunst - so sprechen auch Fischer ehrfurchtsvoll von ihrer Cornelia: einem\naggressiven Harnischwels,\nder jeden Störenfried\nauf den Grund boxt.",8760,80,2,154,true,0
283,"Die Bezeichnung für die gefürchteten Assassinen aus dem Fernen Osten in seinem Namen kommt nicht von ungefähr: Der Ninja-Kampffisch verteidigt sein Revier, indem er alles und jeden verschluckt, der ihm in die Quere kommt - auch seine\nArtgenossen.",8761,80,3,156,true,0
284,"Die meisten Meeresbewohner - mit der Ausnahme von Schildkröten - werden höchstens ein paar Sommer alt. Dieser Morinabaligi hingegen soll schon über hundert Jahre auf dem Buckel haben.\nVermutlich liegt das an\nseiner bewussten\nErnährung.",8762,80,2,156,true,0
285,"Dieser Katfisch steht in ständigem Zwist um Jagdreviere mit Canavan. Killerkuno ist nicht mehr und nicht weniger tödlich als jede andere Kreatur, die sich von niederen Spezies ernährt, aber Fresskuno klang einfach nicht\nimposant genug.",8763,85,3,156,true,0
286,"Der Piratenfluch verdankt seinen Namen Schiffen, die plötzlich riesige Löcher in ihren Bugs hatten, durch die die wertvolle Beute auf den Grund der See sank - gefolgt von Schiff und Mannschaft.",8764,80,1,140,true,0
287,"Diese Wasserschildkröte ließ sich in einer Grotte nieder, in der zufällig auch ein paar Hekatoncheiren hausten. Seitdem terrorisiert sie ihre Nachbarn, indem sie jedem die Männlichkeit abschnippelt, der es wagt, ihr Wasserloch als\nLatrine zu benutzen.",8765,80,3,140,true,0
288,"Dieser blutsaugende Egel ist berühmt für die peitschenhafte Bewegung mit seinem Schwanz, mit der er seine Beute lähmt, um sich dann genüsslich an ihren schutzlosen Bäuchen festzusaugen.",8766,80,2,140,true,0
289,"Nach angeblichen Sichtungen von gigantischen Wootz-Messerfischen in einem bläulich gefärbten Tümpel, glaubte man, ein Abenteurer hätte seinen Thavnair-Nebel hineinfallen lassen. Forscher dementierten diese Theorie jedoch mit dem Verweis, dass die Märkte dann längst mit Zenit-Trockenfleisch überschwemmt wären.",8767,80,3,147,true,0
290,"Im Gegensatz zu den meisten anderen eorzäischen Kreaturen hören die Zähne des Helicoprions weder auf zu wachsen, noch fallen sie aus. Das Ergebnis ist ein Maul voller geschwungener Klingen, die wie das Innenleben einer Maschine\naus einer längst\nvergangenen Zeit wirken.",8768,85,4,146,true,0
291,"Ein Leben in der pechschwarzen Tiefsee hat die Augen dieses Hechts so lichtempfindlich gemacht, dass selbst eine einzige Algenkugel ausreicht, um ihn in die Dunkelheit zurückzujagen.",8769,80,2,155,true,0
292,"Um in der extremen Kälte von Coerthas zu überleben, schaltet dieser Süßwasserfisch alle nicht zum Überleben notwendigen Körperfunktionen ab und wartet auf dem Seegrund darauf, bis die Sonne das Wasser wärmt und er wieder jagen kann.",8770,80,2,155,true,0
293,"Obwohl Rhamphorhynchus keine Laute von sich geben, jagen sie in großen und komplexen Schwärmen. Forscher führen das auf ihre Fähigkeit zurück, sich durch Gedankenübertragung zu verständigen, die von\neinem Alpha-Tier wie\nMahar ausgeht.",8771,80,5,155,true,0
294,"Bei einem kürzlich abgehaltenen Symposium über das Wolkenmeer behauptete die Naturforscherin Marcette, Raimdelles Klassifikation des Shonisaurus als Wolkentier sei falsch und die Kreatur stattdessen ein Schuppentier.\nDas Publikum\nbrüllte vor Lachen.",8772,85,5,155,true,0
295,"Bei über tausend dokumentierten Pilzarten allein in Eorzea sollte es nicht verwundern, dass eine Pilzkrabbe über kurz oder lang eine besonders gefährliche Art in die Scheren bekommen würde. Und was eine Krabbe nicht\ntötet, macht sie umso\nmagischer.",8773,80,3,152,true,0
296,"Gerüchte von einem riesigen Takitaro in den Gewässern des Finsterwaldes machten einst die Runde und lockten Fischer in Scharen nach Gridania - bis sich herausstellte, dass sie von einem betrunkenen Wildschweinjäger stammten, der sich seinen Kopf stieß, als er in Urths Quelle fiel.",8774,80,3,153,true,0
297,"Namitaro steht in ständigem Kampf mit anderen Kapitalfischen um die Vormachtstellung in Urths Quelle. Seine Rückenflosse ist so groß, dass sie schon Wellen auslöst, wenn er einfach nur wendet.",8775,85,3,153,true,0
298,"In dem Wissen, dass seine leuchtend rote Farbe potenzielle Beute warnen könnte, jagt dieser clevere Knochenzüngler nur bei nebeligem Wetter.",8776,80,3,156,true,0
299,"Die Riesenmuschel gehört zu den gefährdeten Arten, seit ein übereifriger Gelbjacken-Hauptmann ihre Ausrottung befahl. Er hatte mitangehört, wie ein betrunkener Fischer seinem genauso betrunkenen Schiffsmaat erzählte, dass ein Exemplar das Bein (oder war es gar der Kopf?) seines einjährigen Sohns abgekaut habe.",10123,80,1,137,true,0
300,"Diese Fischart hat sich aus dem Abalathischen Stint entwickelt. Das spitze Maul, mit dem der Eispickel dünnere Eisplatten zu durchstoßen vermag, ist eine Anpassung an die klimatischen Bedingungen des coerthischen Hochlandes.",12713,120,3,397,true,0
301,"Der Ähnlichkeit zu Korallen und seiner knochenweißen Farbe hat dieser Fisch seinen Namen zu verdanken. Da er mit nur einer Milli-Onze ein Leichtgewicht darstellt, wird er im Volksmund auch „Wolkenskelett“ genannt.",12714,120,5,397,true,0
302,"Eine Kreiselschnecke so anmutig wie ihr Name. Beim Verschlingen ihrer Beute, Mikroorganismen im Wasser, verliert sie jedoch jegliche anmutige Zurückhaltung und macht ihrem umgangssprachlichen Namen „Halone“ jede Ehre.",12715,120,3,397,true,0
303,"Diese Wolkenmeer-Raupenart vermag wegen ihres röhrenförmigen Körpers, der mit windelementarem Äther gefüllt ist, leicht wie eine Feder durch die Luft zu segeln. ",12716,120,5,397,true,0
304,"Ursprünglich im Hochlandgebirge von Abalathias Rückgrat beheimatet, sah sich die Coerthische Krabbe durch die Kältewelle nach der Siebten Katastrophe gezwungen, ihren Lebensraum auszuweiten. Gegrillt und mit Zitronensaft beträufelt schmeckt sie ausgezeichnet.",12718,125,3,397,true,0
305,"Mit ihrem raubtierartigen Muschelgebiss fräst sich die Muschel selbst durch dicke Eisplatten. Es empfiehlt sich daher, die Muschel nicht anzufassen oder Eisenhandschuhe zu tragen.",12719,125,3,397,true,0
306,"Der Körper des Seeigels ist rundum mit spitzen Stacheln versehen. Seeigel sollte man nach dem Fang nicht auf dem Eis liegenlassen, da sie mit ihren Stacheln ein Loch ins Eis bohren und zurück ins Wasser entfliehen können.",12720,125,3,397,true,0
307,"Der Weiland Katfisch ist eine Unterart der Welse. Schwanz- und Brustflosse sind mit spitzen Stacheln versehen, weshalb es sich empfielt, beim Fischen Handschuhe zu tragen. ",12721,125,2,398,true,0
308,"Diese Garnele öffnet mit ihren langen Zangen geschickt die steinharte Schale von Steinmuscheln, um sich über ihr weiches Muschelfleisch herzumachen. Sie lässt nichts übrig, nicht einmal den zähen Schließmuskel.  ",12722,125,2,398,true,0
309,"Die blütenartigen blauen Flugmembrane der Sternenblume nutzen windelementare Ätherströmungen, um durch die Luft zu segeln. Obwohl schön anzusehen, sind sie wegen ihres penetranten Körpergeruchs weniger beliebt bei Fischern.",12723,120,6,400,true,0
310,"Über diese von Kaltluft ummantelten kugelförmigen Lebewesen ist erst Weniges bekannt. Während einige Forscher glauben, Eis-Exergone würden aus ihnen schlüpfen, handelt es sich gemäß einer anderen Theorie bei Gletscherkernen um kristallisierten Äther.",12724,120,5,397,true,0
311,"Einst äußerst weit verbreitet, führte die Kältewelle zu einem Massensterben dieser Schneckenart. Heute findet man sie nur noch in heißen Quellen.",12725,139,2,397,true,0
312,"Dieser seltsame Fisch verfügt über die Fähigkeit, seinen Körper selbst in den kältesten Gewässern zum Glühen zu bringen. In seltenen Fällen führt die spontane Selbstentzündung auch zum Tod des Fisches.",12726,125,3,397,true,0
313,"Dieser mit dem Wels verwandte Fisch verfügt über lange zuckende Barthaare, die heiße Funken versprühen. Er ernährt sich von Fischen in kalten Gewässern, die er mit seinen heißen Barhaaren befingert und ihnen dadurch einen Hitzeschock verpasst.",12727,125,2,397,true,0
314,"„Hungerhaken“ lautet die despektierliche Bezeichnung für diesen Fisch bei den Vanu, die bekanntlich runde Körperformen mehr schätzen.",12728,130,3,401,true,0
315,"Verirrt sich ein Fisch zwischen die drei Wulstlippen des Dreilippen-Karpfens, presst er sie so lange zusammen, bis der Fisch erstickt. Der Dreilippen-Karpfen ernährt sich ausschließlich von anderen Fischen und ist der einzige natürliche Feind des Pipira Pira.",12729,130,2,398,true,0
316,"Dieser Frosch, dessen Stimme zur Paarungszeit dem Brüllen eines Ochsen gleicht, wird von Fischern als Lebendköder verwendet. Die Vanu Vanu verspeisen ihn gerne als Zwischenmahlzeit.",12730,136,3,399,true,0
317,"Gemäß einer Überlieferung der Vanu soll dieser Fisch aus Wolkenfetzen geboren worden sein. Nach dem Tod nimmt der ansonsten halbdurchsichtige Körper eine wolkenweiße Farbe an.",12731,130,2,400,true,0
318,"Sein großes Maul ist meist geöffnet und schließt sich nur, um die Tiere zu verschlucken, die in seinem Schlund landen. „Mahu Wai“ bedeutet „großer Hunger“ in der Sprache der Vanu.",12732,130,6,401,true,0
319,"Klein und von grauer Farbe gleicht diese essbare Muschel einem Stein. Fischer bereiten aus ihr einen köstlichen Muschelsud zu.",12733,136,3,398,true,0
320,"Ein mit Gas gefüllter Beutel befindet sich im Innern des Eis und verleiht ihm Auftriebkraft. Wovon sich das fliegende Ei ernährt oder wie es sich fortpflanzt, ist bis heute nicht bekannt.",12734,133,6,401,true,0
321,"Dieser weiß schimmernde pilzähnliche Flugfisch ist die Lieblingsspeise der Harpeias und wird von ihnen zu Dutzenden verschlungen.",12735,130,6,401,true,0
322,"Die leuchtend blaue Farbe, die an das Himmelblau des Wolkenmeeres erinnert, ist das herausstechendste Merkmal dieser Koralle. Von den Vanu Vanu wird sie seit alters zur Farbstoffgewinnung verwendet.",12736,133,6,401,true,0
323,"Der hohe Fettanteil ermöglicht dem Fisch das Leben in kalten Gewässern. Wegen seines fetten, köstlichen Fischfleisches landet er häufig auf den Tellern des Ishgarder Adels.",12737,130,3,397,true,0
324,"Manche Forscher halten den in Binnengewässern vorkommenden Ammoniten für eine mit dem Perlboot verwandte Meerestierart, die sich durch räumliche Trennung entwickelt hat. Die einzelnen Kammern sind mit Magie gefüllt und wärmen den Kopffüßer.",12738,133,3,397,true,0
325,"Ihr auffälligstes Merkmal, die riesigen Glotzaugen, sind namensgebend für diese Goldfischart. Sie ermöglichen dem Fisch ein rasches Erkennen und Ausweichen von Feinden, die aus dem Himmel geschossen kommen.",12739,133,2,401,true,0
326,"Er gleicht dem Koi-Karpfen, doch ist seine Rückenflosse kürzer und sein Körper länger. Er ernährt sich auschließlich von Algen und zählt daher zu den vegetarischen Fischen.",12740,130,2,398,true,0
327,"Die Urart der wegen ihrer Gefährlichkeit berüchtigten Pipira. Mit ihrem spitzen Gebiss sollen sie eine ganze Chocobo-Herde innerhalb von Sekunden bis auf die Knochen auffressen können.",12741,145,2,398,true,0
328,"Die Verwirrung, die dieser auf dem Rücken schwimmende Fisch mit dem seltsamen Muster bei Fischern auslöst, verschafft ihm den notwendigen Zeitvorsprung, um dem todbringenden Kescher zu entkommen.",12742,133,3,400,true,0
329,"Dieser seltsame Fisch tauscht Küsse mit Artgenossen gleichen Geschlechts aus. Die Küsse sind allerdings kein Zeichen der Affektion, sondern stellen eine Drohgebärde dar.",12743,133,2,400,true,0
330,"Eine erst kürzlich entdeckte fliegende Schneckenart. Ritter des Hauses Haillenarte sollen ihr den Namen wegen ihrer an eine Mitra erinnernden Form gegeben haben.",12744,133,6,401,true,0
331,"Abgesehen davon, dass diese Krabbenart mit einer hitzeresistenten Schale ausgestattet ist und ihre Lebensenergie aus Lava bezieht, ist fast nichts über sie bekannt.",12745,133,7,398,true,0
332,"Eine mit dem Gletscherkern verwandte Tierart. Bei den Vanu Vanu heißt der Sturmkern „Gewitterwolkensubstanz“ und findet als Lichtquelle Verwendung. ",12746,133,6,401,true,0
333,"In den Legenden erscheint dieser Fisch, der mit der Wanderer-Groppe verwandt ist, als Bote von Thaliak, dem Gott der Weisheit und des Flusses. ",12747,133,3,398,true,0
334,"Mit seinen riesigen Fangzähnen durchbricht dieser Fisch das Eis, um nach seiner Beute auf der Eisoberfläche zu schnappen. Es existieren verstörende Zeugenberichte von Kämpfen zwischen einem Riesenzackenbarsch und einem Eisbären.",12748,136,3,397,true,0
335,"Eine riesige Fleischbeule verunstaltet den Kopf dieses Fisches. Es erstaunt nicht, dass bei den Vanu Vanu eine alternative Bezeichnung gebräuchlich ist.",12749,136,2,401,true,0
336,"Seine leuchtend orangene Farbe und die elegante Schwanzflosse sind die auffälligsten Merkmale dieses Fisches. Die Gnath halten ihn für einen Boten von Ravana.",12750,136,3,398,true,0
337,"Dieser mit einer Lunge ausgestattete Fisch vermag mehrere Jahre auf dem Trockenen in einem scheintoten Zustand zu überleben. Wirft man ihn zurück ins Wasser, ist er auf einmal wieder quicklebendig.",12751,180,3,402,true,0
338,"Ein mit dem Coeurlfisch verwandter Süßwasserfisch so gefährlich, wie sein Name vermuten lässt. Außer dem wilden Wesen teilt der Tigerfisch auch das Streifenmuster mit dem im Nahen Osten beheimateten Tiger. ",12752,136,3,399,true,0
339,"Fein und zierlich wie eine Fee gleitet dieses Himmelsmeerestier durch die Luft. Da bei den Vanu Vanu ein kräftiger Körperbau dem Schönheitsideal entspricht, gilt die Himmelsfee als Verkörperung der Hässlichkeit.",12753,130,6,401,true,0
340,"Ein Verächter von kalter Kost brät dieser „Lava-Grillmeister“mit seinen glühend heißen Zangen erkaltete Lavawürmer, bis sie die richtige Temperatur besitzen. Die Schale der Granitkrabbe ist so hart wie Adamantium. ",12754,136,7,398,true,0
341,"Dieses Lava-Seepferdchen soll vom legendären Ross Aithon abstammen, das dem Primae Ifrit zugerechnet wird. Sein Körper ist komplett mit einer verglasten Mineralschicht ummantelt, die das Tier vor der glühend heißen Lava schützt.",12755,136,7,398,true,0
342,"Der Schiffsbohrwurm macht seinem Namen alle Ehre: Er bohrt unzählige Löcher in den Boden von Schiffen, von deren Holz er sich ernährt. Der Untergang einer großen Anzahl Sharlayaner Booten hat diese Wurmart so verschuldet. Einige der Boote kann man heute noch auf dem Grund der Flüsse alter Handelsrouten der Sharlayaner finden.",12756,136,2,399,true,0
343,"Dieses Insekt kann sowohl an Land als auch im Wasser leben und steht in beiden Lebensräumen auch auf dem Speiseplan verschiedener anderer Tiere. Ein wahres Multitalent der Nahrungskette.",12757,130,2,399,true,0
344,"Eine Verwandte der Algenkugel. Ein Gerücht unter Mogrys besagt, dass Mogpoms die Bommel verstorbener Mogrys sind, die sich nach dem Tod von ihrem Mogry lösten und nun in den Wallenden Nebeln umherirren.",12758,136,3,400,true,0
345,"Eine Struktur von winzigen kristallinen Wesen, die auf den ersten und auch auf den zweiten Blick einer Koralle ähneln. Wie ein Kobalos ernährt sie sich von verflüssigten Mineralien.",12759,136,7,398,true,0
346,"Eine Unterart des Wolkenspalters, die sich an das Leben in großen Höhen angepasst hat. Um vor in den Wolken lauernden Raubfischen zu entkommen, hat er eine Fortbewegungsart entwickelt, bei der er über die Wolken hinwegspringt oder unter sie durchtaucht.",12760,136,6,400,true,0
347,"Dieser Fisch aus dem Dravanischen Vorland ist durch seine kämpferische Natur bei Anglern, die eine Herausforderung suchen, überaus beliebt.",12761,139,2,398,true,0
348,"Ein seltener Süßwasser-Kugelfisch, der es geschafft hat, sich an die kalten Gewässer im nördlichen Eorzea anzupassen. In Ishgard ist er ein Symbol für Reichtum, und nicht wenige Adlige halten ihn sich daher als Zierfisch in ihren Gemächern.",12762,136,3,397,true,0
349,"Dieser karnivore Fisch wartet in der Regel am Boden seines Gewässers auf Schneefälle und damit niedrigere Temperaturen. Die Kälte lässt die anderen Fische in eine Art Winterstarre verfallen, wodurch sie zu einfachen Beutetieren werden.",12763,136,3,397,true,0
350,"Es heißt, dieser Süßwasserfisch hätte seinen Namen von der Angewohnheit, sich mit den Knochen echter Drachen zu tarnen, doch meist handelt es sich nur um die Schädelknochen kleinerer Drachycera.",12764,136,2,398,true,0
351,"Dieser Fisch jagt ausschließlich, wenn über dem Wasser ein Schneesturm tobt. In den Märchen, die ihm die Fähigkeit zuschreiben, diese Schneestürme selbst heraufbeschwören zu können, ist er auch als <i>Schneemuse</i> bekannt. Er wird als Verwandter des Stab des Urteils gehandelt, doch diese Annahme entbehrt bisher jeglichem Nachweis.",12765,136,2,397,true,0
352,"In Coerthas heißt es, der Verzehr eines Raureiffressers würde Unglück bringen. Diese Quallenart ernährt sich nämlich von Gletscherkernen, die, da ist man sich sicher, die Urheber von Schneestürmen sind.",12766,136,5,397,true,0
353,"Diese uralte Salzwasserfischart ist für ihre rautenförmigen Schuppen, die im Sonnenlicht wie Diamanten funkeln, bekannt. Wie viele Fischarten dieser Größenordnung ernährt auch sie sich von Insekten, doch irgendwie hat sie dadurch den ganz besonderen Hass der Gnath auf sich gezogen.",12767,139,3,398,true,0
354,"Eigentlich handelt es sich bei diesem Fisch um keine eigene Fischart, sondern um den Albino eines Marmorbarsches. Da er durch die auffallende weiße Farbe mit seiner Umgebung nicht verschmelzen kann, ist er ein leichtes Ziel für Raubfische. Folglich wurden bisher nur wenige Exemplare gesichtet.",12768,139,3,400,true,0
355,"Dem Schattenbackenbart wird nachgesagt, er würde mit Vorliebe Menschen im Ganzen verschlingen. Groß, gefräßig und wild genug dafür ist er in der Tat, doch bisher kann man ihm nur den gierigen Verzehr anderer großer Fischarten nachweisen.",12769,136,2,398,true,0
356,"Dieser weitestgehend noch unbekannte, fliegende Kopffüßlers verdankt seinen Spitznamen der erstaunlichen Ähnlichkeit mit einer Goblinmaske.",12770,139,6,400,true,0
357,"Eine tiefblaue Anemone, deren Tentakel an die Schlangenhaare der Medusa erinnern. Sie haftet sich an die Unterseite der fliegenden Inseln Abalathias und wartet dort auf Beute.",12771,139,6,400,true,0
358,"Diese hitzeresistente Kreiselschnecke ist zur Faszination der Forscher mit einer harten Schicht Schuppen bedeckt. Sie wird daher als Verwandte der Panzerschuppe gehandhabt, obwohl ihre Lebensräume unterschiedlicher nicht sein könnten.",12772,139,7,398,true,0
359,"Die Augen des Peitschenfisches haben sich so weit zurückgebildet, dass sie keine Funktion mehr erfüllen. In seiner grauenhaften Erscheinung scheint er dem Nichts zu entstammen.",12773,139,8,402,true,0
360,"Dieser Axolotl hat mit seinen entzückenden Gesichtszügen und den winzigen Füßen noch das Herz des grummeligsten Forschers zum Schmelzen gebracht. Es wird vermutet, dass es sich hierbei um eine Salamander-Art handelt, doch bisher blieb es bei einer Theorie.",12774,150,3,402,true,0
361,"Untersuchungen Allagischer Steine haben ergeben, dass diese Krabbenart modifiziert wurde, um ihre Schalen weiter zu härten und sie so als Material für Rüstungen verwendbar zu machen.",12775,139,8,402,true,0
362,"Die glänzenden Schuppen dieser mutierten Fischart übertreffen die seines Verwandten, des Goldfisches, um ein weites. Platinfische können allerdings nur in ätherochemischem Wasser überleben und sind daher nicht als Haustiere geeignet. ",12776,139,8,402,true,0
363,"Dieser karnivore Fisch ist vollkommen unempfindlich Licht gegenüber. Er orientiert sich mithilfe eines besonderen Organs, mit dem er Ätherkonzentrationen feststellen kann. ",12777,139,2,402,true,0
364,"Dieser kleine Fisch hat sich perfekt an die hochgiftigen Gewässer Azys Llas angepasst. Die grellen Farben von Körper und Rückenflosse lassen ihn nicht unbedingt appetitlich wirken.",12778,139,8,402,true,0
365,"Auf den ersten Blick scheint die Kristallflosse dem Glasbarsch stark zu ähneln, doch der Körper dieses Süßwasserfisches ist nicht vollkommen durchsichtig. Färbung und Grad an Transparenz des Kristallfisches hängen von unterschiedlichen Faktoren wie Umgebung und Ernährung ab, und lassen daher überaus individuelle Exemplare innerhalb der gleichen Art zu.",12779,145,2,402,true,0
366,"Ein Fisch, so köstlich, dass er beinahe täglich bei den Sharlayanern auf dem Speiseplan stand. Leider ist seine Population durch eine von den Goblins eingeschleppte Fischart stark bedroht.",12780,136,2,399,true,0
367,"In Sharlayaner Gärten wurde dieser Fisch früher als Zierfisch gehalten, denn von oben betrachtet erinnern seine großen Brustflossen an die Flügel eines Schmetterlings.",12781,142,3,399,true,0
368,"Eine Reihe von schlanken, länglichen Organen auf dem Kopf des Fisches, die keinerlei Funktion zu haben scheinen, erwecken den Eindruck einer prächtigen Mähne, weshalb die Hundertflosse im Volksmund auch als „Löwenmaul“ bekannt ist. Vielleicht fehlen ihnen die Bommel am Ende der länglichen Extremitäten, aber aus irgendeinem Grund verabscheuen Mogrys diese Fischart ganz besonders.",12782,142,3,400,true,0
369,"Dieser kleine Süßwasserfisch erinnert an ein welkes Blatt. Er ist bekannt dafür, sich zwischen im Wasser treibenden Blättern zu tarnen und sich von dort blitzschnell auf seine Beute zu werfen.",12783,142,3,399,true,0
