Index,0 [0x3][0x6],1 [0x1][0x7],2 [0x1][0x8],3 [0x1][0x9],4 [0x1][0xa],5 [0x5][0x0],6 [0x5][0x2],7 [0x5][0x4]
1457,1,false,false,false,false,0,0,0
1458,1,false,false,false,false,0,0,0
1459,1,false,false,false,false,0,0,0
1460,1,false,false,false,false,0,0,0
1461,1,false,false,false,false,0,0,0
1462,1,false,false,false,false,0,0,0
1463,1,false,false,false,false,0,0,0
1464,1,false,false,false,false,0,0,0
1465,1,false,false,false,false,0,0,0
1466,1,false,false,false,false,0,0,0
1467,1,false,false,false,false,0,0,0
1468,1,false,false,false,false,0,0,0
1469,1,false,false,false,false,0,0,0
1470,1,false,false,false,false,0,0,0
1471,1,false,false,false,false,0,0,0
1472,1,false,false,false,false,0,0,0
1473,1,false,false,false,false,0,0,0
1474,1,false,false,false,false,0,0,0
1475,1,false,false,false,false,0,0,0
1476,1,false,false,false,false,0,0,0
1477,1,false,false,false,false,0,0,0
1478,1,false,false,false,false,0,0,0
1479,1,false,false,false,false,0,0,0
1480,1,false,false,false,false,0,0,0
1481,1,false,false,false,false,0,0,0
1482,1,false,false,false,false,0,0,0
1483,1,false,false,false,false,0,0,0
1484,1,false,false,false,false,0,0,0
1485,1,false,false,false,false,0,0,0
1486,1,false,false,false,false,0,0,0
1487,1,false,false,false,false,0,0,0
1488,1,false,false,false,false,0,0,0
1489,1,false,false,false,false,0,0,0
1490,1,false,false,false,false,0,0,0
1491,0,false,false,false,false,0,0,0
1492,1,false,false,false,false,0,0,0
1493,0,false,false,false,false,0,0,0
1494,1,false,false,false,false,0,0,0
1495,1,false,false,false,false,0,0,0
1496,1,false,false,false,false,0,0,0
1497,1,false,false,false,false,0,0,0
1498,1,false,false,false,false,0,0,0
1499,1,false,false,false,false,0,0,0
1500,0,false,false,false,false,0,0,0
1501,1,false,false,false,false,0,0,0
1502,0,false,false,false,false,0,0,0
1503,1,false,false,false,false,0,0,0
1504,1,false,false,false,false,0,0,0
1505,1,false,false,false,false,0,0,0
1506,1,false,false,false,false,0,0,0
1507,1,false,false,false,false,0,0,0
1508,0,false,false,false,false,0,0,0
1509,0,false,false,false,false,0,0,0
1510,0,false,false,false,false,0,0,0
1511,0,false,false,false,false,0,0,0
1512,1,false,false,false,false,0,0,0
1513,0,false,false,false,false,0,0,0
1514,1,false,false,false,false,0,0,0
1515,1,false,false,false,false,0,0,0
1516,1,false,false,false,false,0,0,0
1517,1,false,false,false,false,0,0,0
1518,1,false,false,false,false,0,0,0
1519,1,false,false,false,false,0,0,0
1520,1,false,false,false,false,0,0,0
1521,1,false,false,false,false,0,0,0
1522,1,false,false,false,false,0,0,0
1523,1,false,false,false,false,0,0,0
1524,1,false,false,false,false,0,0,0
1525,1,false,false,false,false,0,0,0
1526,1,false,false,false,false,0,0,0
1527,1,false,false,false,false,0,0,0
1528,1,false,false,false,false,0,0,0
1529,1,false,false,false,false,0,0,0
1530,1,false,false,false,false,0,0,0
1531,1,false,false,false,false,0,0,0
1532,1,false,false,false,false,0,0,0
1533,1,false,false,false,false,0,0,0
1534,1,false,false,false,false,0,0,0
1535,1,false,false,false,false,0,0,0
1536,1,false,false,false,false,0,0,0
1537,1,false,false,false,false,0,0,0
1538,1,false,false,false,false,0,0,0
1539,1,false,false,false,false,0,0,0
1540,0,false,false,false,false,0,0,0
1541,1,false,false,false,false,0,0,0
1542,1,false,false,false,false,0,0,0
1543,1,false,false,false,false,0,0,0
1544,1,false,false,false,false,0,0,0
1545,1,false,false,false,false,0,0,0
1546,1,false,false,false,false,0,0,0
1547,1,false,false,false,false,0,0,0
1548,1,false,false,false,false,0,0,0
1549,1,false,false,false,false,0,0,0
1550,1,false,false,false,false,0,0,0
1551,1,false,false,false,false,0,0,0
1552,1,false,false,false,false,0,0,0
1553,1,false,false,false,false,0,0,0
1554,1,false,false,false,false,0,0,0
1555,1,false,false,false,false,0,0,0
1556,1,false,false,false,false,0,0,0
1557,1,false,false,false,false,0,0,0
1558,1,false,false,false,false,0,0,0
1559,1,false,false,false,false,0,0,0
1560,1,false,false,false,false,0,0,0
1561,1,false,false,false,false,0,0,0
1562,1,false,false,false,false,0,0,0
1563,1,false,false,false,false,0,0,0
1564,1,false,false,false,false,0,0,0
1565,1,false,false,false,false,0,0,0
1566,1,false,false,false,false,0,0,0
1567,1,false,false,false,false,0,0,0
1568,1,false,false,false,false,0,0,0
1569,1,false,false,false,false,0,0,0
1570,1,false,false,false,false,0,0,0
1571,1,false,false,false,false,0,0,0
1572,1,false,false,false,false,0,0,0
1573,1,false,false,false,false,0,0,0
1574,1,false,false,false,false,0,0,0
1575,1,false,false,false,false,0,0,0
1576,1,false,false,false,false,0,0,0
1577,1,false,false,false,false,0,0,0
1578,1,false,false,false,false,0,0,0
1579,1,false,false,false,false,0,0,0
1580,1,false,false,false,false,0,0,0
1581,1,false,false,false,false,0,0,0
1582,1,false,false,false,false,0,0,0
1583,1,false,false,false,false,0,0,0
1584,1,false,false,false,false,0,0,0
1585,1,false,false,false,false,0,0,0
1586,1,false,false,false,false,0,0,0
1587,1,false,false,false,false,0,0,0
1588,1,false,false,false,false,0,0,0
1589,1,false,false,false,false,0,0,0
1590,1,false,false,false,false,0,0,0
1591,1,false,false,false,false,0,0,0
1592,1,false,false,false,false,0,0,0
1593,1,false,false,false,false,0,0,0
1594,1,false,false,false,false,0,0,0
1595,1,false,false,false,false,0,0,0
1596,1,false,false,false,false,0,0,0
1597,1,false,false,false,false,0,0,0
1598,1,false,false,false,false,0,0,0
1599,1,false,false,false,false,0,0,0
1600,1,false,false,false,false,0,0,0
1601,1,false,false,false,false,0,0,0
1602,1,false,false,false,false,0,0,0
1603,1,false,false,false,false,0,0,0
1604,1,false,false,false,false,0,0,0
1605,1,false,false,false,false,0,0,0
1606,1,false,false,false,false,0,0,0
1607,1,false,false,false,false,0,0,0
1608,1,false,false,false,false,0,0,0
1609,1,false,false,false,false,0,0,0
1610,1,false,false,false,false,0,0,0
1611,1,false,false,false,false,0,0,0
1612,1,false,false,false,false,0,0,0
1613,1,false,false,false,false,0,0,0
1614,1,false,false,false,false,0,0,0
1615,1,false,false,false,false,0,0,0
1616,1,false,false,false,false,0,0,0
1617,1,false,false,false,false,0,0,0
1618,1,false,false,false,false,0,0,0
1619,1,false,false,false,false,0,0,0
1620,1,false,false,false,false,0,0,0
1621,1,false,false,false,false,0,0,0
1622,1,false,false,false,false,0,0,0
1623,1,false,false,false,false,0,0,0
1624,1,false,false,false,false,0,0,0
1625,1,false,false,false,false,0,0,0
1626,1,false,false,false,false,0,0,0
1627,17,false,false,true,false,673,0,0
1628,2,false,true,false,false,243,243,243
1629,6,false,true,false,false,575,575,575
1630,8,false,true,false,false,1236,1236,1236
1631,6,false,true,false,false,635,635,635
1632,1,false,false,false,false,1009,1009,1009
1633,0,false,false,false,false,0,0,0
1634,0,false,false,false,false,0,0,0
1635,0,false,false,false,false,0,0,0
1636,0,false,false,false,false,0,0,0
1637,0,false,false,false,false,0,0,0
1638,0,false,false,false,false,0,0,0
1639,0,false,false,false,false,0,0,0
1640,0,false,false,false,false,0,0,0
1641,0,false,false,false,false,0,0,0
1642,0,false,false,false,false,0,0,0
1643,0,false,false,false,false,0,0,0
1644,0,false,false,false,false,0,0,0
1645,0,false,false,false,false,0,0,0
1646,0,false,false,false,false,0,0,0
1647,0,false,false,false,false,0,0,0
1648,0,false,false,false,false,0,0,0
1649,0,false,false,false,false,0,0,0
1650,0,false,false,false,false,0,0,0
1651,0,false,false,false,false,0,0,0
1652,0,false,false,false,false,0,0,0
1653,0,false,false,false,false,0,0,0
1654,0,false,false,false,false,0,0,0
1655,0,false,false,false,false,0,0,0
1656,0,false,false,false,false,0,0,0
1657,0,false,false,false,false,0,0,0
1658,0,false,false,false,false,0,0,0
1659,0,false,false,false,false,0,0,0
1660,0,false,false,false,false,0,0,0
1661,0,false,false,false,false,0,0,0
1662,0,false,false,false,false,0,0,0
1663,0,false,false,false,false,0,0,0
1664,0,false,false,false,false,0,0,0
1665,0,false,false,false,false,0,0,0
1666,0,false,false,false,false,0,0,0
1667,0,false,false,false,false,0,0,0
1668,0,false,false,false,false,0,0,0
1669,0,false,false,false,false,0,0,0
1670,0,false,false,false,false,0,0,0
1671,0,false,false,false,false,0,0,0
1672,0,false,false,false,false,0,0,0
1673,0,false,false,false,false,0,0,0
1674,0,false,false,false,false,0,0,0
1675,0,false,false,false,false,0,0,0
1676,0,false,false,false,false,0,0,0
1677,0,false,false,false,false,0,0,0
1678,0,false,false,false,false,0,0,0
1679,0,false,false,false,false,0,0,0
1680,0,false,false,false,false,0,0,0
1681,0,false,false,false,false,0,0,0
1682,0,false,false,false,false,0,0,0
1683,0,false,false,false,false,0,0,0
1684,0,false,false,false,false,0,0,0
1685,0,false,false,false,false,0,0,0
1686,0,false,false,false,false,0,0,0
1687,0,false,false,false,false,0,0,0
1688,0,false,false,false,false,0,0,0
1689,0,false,false,false,false,0,0,0
1690,0,false,false,false,false,0,0,0
1691,0,false,false,false,false,0,0,0
1692,0,false,false,false,false,0,0,0
1693,0,false,false,false,false,0,0,0
1694,0,false,false,false,false,0,0,0
1695,0,false,false,false,false,0,0,0
1696,0,false,false,false,false,0,0,0
1697,0,false,false,false,false,0,0,0
1698,0,false,false,false,false,0,0,0
1699,0,false,false,false,false,0,0,0
1700,0,false,false,false,false,0,0,0
