Index,0 [0x0][0x0],1 [0x6][0x4],2 [0x3][0xe],3 [0x3][0xf],4 [0x6][0x8],5 [0x19][0x10],6 [0x5][0xc]
398,"ヒレを使って、魔泉から魔泉へと移動を繰り返す奇妙な魚。その際は、非常に目立つが、有毒ゆえに捕食されない",12812,145,8,402,true,0
399,"長く伸びた背ビレで、風属性のエーテルを捉えて飛行する雲海魚。鋭く長い牙で、獲物に襲いかかる姿は恐ろしい",12813,148,6,400,true,0
400,"フライマンタの近縁種。音もなく雲海をすべるように飛ぶため、バヌバヌ族からは死者の魂だと考えられている",12814,148,6,401,true,0
401,"危険を感じると油のようなヌメヌメしたようなものを分泌する気持ち悪い魚。手でつかむのは至難の業。",12815,148,8,402,true,0
402,"宝石のように発光する触腕で、魚を誘引して補食すクラゲ。猛毒の持ち主であるため、不用意に触ってはいけない",12816,148,8,402,true,0
403,"尖った鼻先を衝角、巨大なヒレを櫂に見立て、戦闘ガレー船に例えられる。実際、その突進力はすさまじい",12817,148,2,397,true,0
404,"最大1ヤルムの大きさに成長する大型のザリガニ。かつてシャーレアンでは、大きさを競う品評会が開かれていた",12818,148,3,398,true,0
405,"低地ドラヴァニアに棲息する固有種。ゴブリン族が放流した外来魚との間で、熾烈な生存競争を繰り広げる",12819,150,3,399,true,0
406,"ナマズに似た溶岩魚。火山の噴火を司る存在として、一部の伝承に記されているが、実物を見た者は少ない",12820,148,7,398,true,0
407,"古代から姿を変えない有翼の甲鱗綱。ドラゴン族と見誤る者も少なくないが、知性はない獣同然の存在である",12821,145,6,400,true,0
408,"大降りなエーテル翼を発達させた雲海魚。細いヒレを脚のように用いて、浮島の岸壁にしがみついて休むことも",12822,148,6,401,true,0
409,"湧き出す熱水の周囲に棲息するウニの一種。温泉に浸かりに来たイエティが、これを踏みつけ錯乱状態に陥ることも",12823,180,3,397,true,2500
410,"温泉地に居ついたトラウト。温かさゆえか、ほんのりと桜色に上気しているように見えるため、そう呼ばれる",12824,148,3,397,true,0
411,"ウィンドクリスタルの成分を含む甲羅によって、空を飛ぶ珍しい亀。ただし、甲羅が傷つくと、瞬く間に落下する",12825,180,6,402,true,2502
412,"恐るべき魔力で冷気を放出し、溶岩の熱を耐え抜く不可思議な魚。伝説の「黒魔道士」の名で呼ばれている",12826,150,7,398,true,0
413,"頭部は透明なドーム状の膜で覆われ、眼球は筒状となっていて、まるで機械のよう。キメラ実験の産物と考えられている",12827,180,8,402,true,2502
414,"雷気を発して周囲を探り、次々と獲物を捉える狡猾な捕食者。姿はウナギに似ているが、別種の存在である",12828,150,2,398,true,0
415,"アバラシア雲海固有のパイク。ムチのように身体をしならせ飛び上がり、空中を飛ぶゲイラキャットを捕食することも",12829,150,3,401,true,0
416,"低地ドラヴァニア固有のアロワナ。特大サイズに成長する。大人しい性質で、ゆったりと泳ぐ姿は哲学者の如し",12830,180,3,398,true,2501
417,"ウロコが発達し、鎧のように見えるワニ。イルミナティパーチを大量に捕食するため、青の手には目の敵にされている",12831,150,2,399,true,0
418,"地底の奥底のマグマ溜まりに棲息する幻の溶岩魚。おとぎ話の存在と考えられていたため、学会は大いに揺れている",12832,180,7,398,true,2501
419,"博物戦艦に保管されていた生体サンプル。おそらく古代の翼竜か、あるいはそれをベースに改良された存在と思われる",12833,150,6,402,true,0
420,"巨大な翼膜で浮島を飛行するタコ。バヌバヌ族のあいだでは、吸血鬼と恐れられているが、実際には血は吸わない",12834,150,6,401,true,0
421,"普段は飛膜を用いて浮行するが、獲物を確認すると、体内で発酵されたガスを噴射。物凄い速度で襲いかかる",12835,180,6,400,true,0
422,"サリャク河に固有のベタ。闘争心が強すぎて、大型魚にも真っ向から立ち向かうため、個体数が少なく稀少である",12836,180,2,399,true,2501
423,"繁殖期になると腹に卵をギッシリつめたメスが獲れる。非常に美味だが、稀少なためなかなか市場には出回らない",12837,180,3,397,true,2500
424,"",0,0,0,0,true,0
425,"",6688,36,18,134,false,0
426,"",6689,41,18,134,false,0
427,"",6690,46,18,134,false,0
428,"",6691,50,18,134,false,0
429,"",6692,50,18,134,false,0
430,"",0,2,18,155,false,0
431,"",0,2,18,156,false,0
432,"",0,2,18,155,false,0
433,"",12241,136,18,397,false,0
434,"",12242,150,18,397,false,0
435,"",12243,150,18,397,false,0
436,"",0,5,18,137,false,0
