Index,0 [0x6][0xc],1 [0x3][0x24],2 [0x5][0x20],3 [0x5][0x22],4 [0x6][0x10],5 [0x6][0x14],6 [0x6][0x18],7 [0x0][0x0],8 [0x0][0x4],9 [0x0][0x8],10 [0x6][0x1c],11 [0x19][0x25]
2162800,5927590,22,0,0,0,81812,81312,"Große Gubal-Bibliothek","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine gigantische Bibliothek, die die Sharlayaner bauten, um all das Wissen zu horten, das sie während ihrer Reisen durch Eorzea gesammelt hatten. Viele Schriften nahmen die Bibliotheksherren beim großen Auszug mit zurück in ihre Heimat, doch noch immer sollen verbotene Bücher in einer versiegelten Kammer in den Kellern des Gebäudes schlummern.",81456,false
2162801,5959952,22,0,0,0,81813,81313,"Orn-Busch","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein urzeitlicher Wald, der sich im nördlichen Teil des Dravanischen Hinterlands erstreckt. Die üppige Natur wird gespeist von den klaren Wassern des Thaliak-Flusses. Fast gänzlich unberührt, stellen die wilden Tiere in dieser Region ein ernstes Hindernis für jeden dar, der Sharlayan ohne Abstecher durch das Vorland erreichen möchte.",81456,false
2162802,5959954,22,0,0,0,81814,81314,"Sankt Mocianne-Arboretum","Von den Höhen des Dravanischen Hinterlands blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Dieser botanische Garten der Sharlayaner beherbergte einst Flora und Fauna aus allen Teilen Eorzeas, deren Erforschung uns viele wertvolle Erkenntnisse über die Natur lieferte. Doch seit dem großen Auszug ist das Arboretum verlassen und verwilderte über die Jahre.",81456,false
2162803,5927581,22,0,0,0,81858,81358,"Die Gration","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Das Flaggschiff der VI. Legion der Garlear war ein Schwesternschiff der abgestürzten <i>Agrius</i>. Auch die <i>Gration</i> beherrscht nicht länger die Lüfte, sondern liegt funktionsuntüchtig am Boden, wo Shiva sie mit ihrem Eis fesselte.",81457,false
2162804,5927582,22,0,0,0,81859,81359,"Die Fraktal-Kontinuum","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein mächtiges Kriegsschiff, das zu einem Museum umfunktioniert wurde, um wichtige Errungenschaften aus der tausend Jahre währenden allagischen Herrschaft aufzubewahren. Von Alltagswerkzeugen bis hin zu fortschrittlicher militärischer Technologie sind die Ausstellungsstücke ein Zeugnis der technischen Fortschrittlichkeit und des immensen Wohlstandes der gefallenen Nation.",81457,false
2162805,5927583,22,0,0,0,81860,81360,"Antithese","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Hier lebt Tiamat, einer der sieben Hohen Drachen und direkter Nachkomme von Midgardsormr. Besiegt und gefesselt von den Allagern, bedauert das Drachenweibchen noch immer die schicksalsschwere Entscheidung, seinen verstorbenen Geliebten Bahamut als Primae beschworen zu haben, nur damit dieser ebenfalls in allagische Gefangenschaft geriet.",81457,false
2162806,5927584,22,0,0,0,81861,81361,"Ätherochemisches Forschungslabor","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine alte allagische Forschungseinrichtung, in der Experimente zur Kontrolle von Drachen und Primae durchgeführt wurden. Noch immer streifen Wesen aus gescheiterten Versuchen durch die ansonsten verlassenen Gänge.",81457,false
2162807,5927585,22,0,0,0,81862,81362,"Helix","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Ein großangelegter Hafen inmitten der Trümmer von Azys Lla. Wie das Wegleitsystem erklärt, war dies einer der wenigen Häfen, an dem die gigantischen Luftschiffe der Ragnarok-Klasse anlegen konnten. Die Überreste der Andockringe, die heute noch existieren, lassen ihre einstige Pracht nur erahnen.",81457,false
2162808,5959957,22,0,0,0,81863,81363,"Quarantäne-Block","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Diese fliegende Insel in einer abgelegenen Ecke von Azys Lla diente dazu, gefährliche Hybridwesen zu isolieren, die die Experimente der Allager hervorbrachten. Historische Aufzeichnungen deuten darauf hin, dass auf der Insel ursprünglich Kreuzungen von Pflanzen vorgenommen wurden. ",81457,true
2162809,5959961,22,0,0,0,81864,81364,"Rekombinations-Sektor","Vom Gipfel des Azys Lla blickte ich herab auf das Land, wie es dalag in seiner ganzen Schönheit. Und was ich erblickte, wird die Barden bis ans Ende aller Tage inspirieren zu Liedern und Weisen.","Eine allagische Forschungseinrichtung, die zahllose Hybridwesen hervorgebracht hat. Wer sie heute besucht, wird sich des Eindrucks nicht erwehren können, dass das Wegleitsystem und seine Behauptung, die hiesigen Kreaturen seien völlig ungefährlich, eine Aktualisierung dringendst nötig hätten.",81457,true
