#,Radius,Height,VFXScale,FloatHeight,FloatDown,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,FloatUp,Unknown8,LoopFlySE,MotionBlendType
718,1,0.42,1,3,3,200,900,100,100,100,100,0,0,0,0,1,False
719,1,0.26,1,3,3,200,900,100,100,100,100,0,0,0,0,1,False
720,6.67,7.5,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
721,1.8,1,1,3,3,320,900,66,300,66,300,0,0,40,1,1,False
722,1.8,1,0.6,3,3,320,900,95,300,100,300,0,0,72,1,1,False
723,0.8,0.93,1,3,3,200,900,100,100,100,100,0,0,0,0,2,False
724,12,5,9,3,3,200,500,100,100,100,100,0,0,0,1,2,False
725,1,0.95,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
726,1,1,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
727,2,1.8,0.9,3,3,200,600,80,110,80,110,0,0,0,0,2,False
728,2.25,1,1,3,3,320,900,66,300,66,300,0,0,40,1,1,False
729,1.2,0.6,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
730,2.7,1.6,4.3,3,3,320,600,66,300,66,300,0,0,40,1,1,False
731,1,0.77,1.35,3,3,200,900,100,100,100,100,0,0,0,1,1,False
732,4,1.09,2.4,3,3,200,900,100,100,100,100,0,0,0,1,1,False
733,1.9,0.93,1.3,3,3,200,900,100,100,100,100,0,0,0,1,2,False
734,3,1.55,2.4,3,3,320,900,100,120,100,300,0,0,20,1,1,False
735,1.65,0.65,1,3,3,200,1100,100,180,100,300,0,0,70,1,1,False
736,1,0.9,2.5,3,3,320,900,66,300,66,300,0,0,65,1,1,False
737,2.5,1.3,1.8,3,3,250,800,66,300,66,300,0,0,40,1,1,False
738,1,1,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
739,1,1,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
740,2,2,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
741,1,2.4,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
742,4,3.8,1,3,3,320,900,100,100,100,100,0,0,0,1,1,False
743,1,1,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
744,1.6,1,1,3,3,320,900,100,100,100,100,0,0,0,1,2,False
745,2.5,1.7,2.6,3,3,60,115,100,130,100,150,0,0,0,1,1,False
746,2.3,1.85,0.25,3,3,320,900,100,120,100,100,0,0,0,0,2,False
747,2,1.1,0.25,3,3,320,900,80,120,90,100,0,0,0,1,1,False
748,0.8,0.6,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
749,2,2,4.7,3,3,320,900,100,100,100,100,0,0,0,1,1,False
750,2.5,2.4,1.6,3,3,260,800,80,100,80,120,0,0,0,1,1,False
751,2.5,2.2,0.1,3,3,320,900,100,110,80,100,0,0,0,1,1,False
752,3,2.5,1,3,3,320,900,100,100,100,100,0,0,0,1,1,False
753,2.5,2.2,1,3,3,320,900,100,100,100,100,0,0,0,1,1,False
754,17,8,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
755,12,7,7,3,3,200,500,100,100,100,100,0,0,0,1,2,False
756,1,1.9,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
757,1,0.9,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
758,1,3.6,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
759,0.5,0.45,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
761,1.7,1,1,3,3,320,900,100,100,100,100,0,0,40,1,1,False
762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
763,0.8,1,1,3,3,320,900,100,100,100,100,0,0,30,1,1,False
764,6.8,1,1,3,3,640,1800,66,300,66,300,0,0,110,1,1,False
765,3.8,1,1,3,3,260,1500,100,150,100,100,0,0,35,1,1,False
766,1.25,0.75,0.6,3,3,280,950,66,120,66,300,0,0,65,1,1,False
767,2.8,1.5,1.8,3,3,400,1500,100,133,100,300,0,0,120,1,1,False
768,7.5,1,1,3,3,240,850,100,160,100,300,0,0,200,1,1,False
769,5,1,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
770,3,3,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
771,8.5,5,6,3,3,320,900,100,100,100,100,0,0,0,1,2,False
772,2.5,2.7,1.4,3,3,200,300,100,100,100,166,0,0,0,1,2,False
773,2.6,2,1,3,3,320,900,100,100,100,100,0,0,0,1,1,False
774,3,0.32,1,3,3,320,900,100,100,100,100,0,0,0,1,1,False
775,3.2,1.25,1.6,3,3,160,400,66,300,100,100,0,0,65,1,1,False
776,1.3,0.8,0.8,3,3,200,900,100,100,100,100,0,0,0,1,2,False
777,2,1.1,1.75,3,3,200,900,100,100,100,100,0,0,0,1,2,False
778,2.5,1.2,1.1,3,3,320,900,100,100,100,100,0,0,110,1,1,False
779,2.2,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
780,3,2.9,1.4,3,3,250,600,100,120,100,300,0,0,65,1,1,False
781,1.5,1.3,2.5,3,3,300,900,100,100,100,100,0,0,0,1,1,False
782,1,0.34,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
783,3,0.9,1,3,3,240,1800,100,100,100,300,0,0,50,1,1,False
784,7,2.6,2.2,3,3,200,600,100,100,100,100,0,0,0,1,2,False
785,1.8,0.8,0.9,3,3,200,150,100,100,100,100,0,0,0,1,1,False
786,2.4,1.2,0.3,3,3,250,600,100,160,100,300,0,0,50,1,1,False
787,0.5,1,1,3,3,240,600,66,300,66,300,0,0,0,0,0,False
788,1,1,1,3,3,320,900,100,100,100,100,0,0,40,1,1,False
789,7,7.5,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
790,12.5,3.7,6,3,3,200,900,100,100,100,100,0,0,0,1,2,False
791,12.5,3.7,6,3,3,200,600,100,100,100,100,0,0,0,1,2,False
792,12.5,3.8,9,3,3,200,900,100,100,100,100,0,0,0,1,2,False
793,1,0.8,0.9,3,3,200,150,100,100,100,100,0,0,0,1,1,False
794,2.4,1.4,1,10,3,200,900,100,100,100,100,300,300,0,1,1,False
795,0.7,0.85,0.9,3,3,320,900,67,167,66,128,0,0,55,1,1,False
796,1.45,0.65,0.65,3,3,200,900,100,100,100,100,0,0,0,1,1,False
797,1,0.7,1,3,3,320,900,100,100,100,300,0,0,0,1,1,False
798,19.2,5.6,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
799,3,1.9,1.8,3,3,200,600,100,100,66,300,0,0,0,0,2,False
800,27,9,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
801,1.4,1.1,1,1.7,3,200,500,66,143,66,143,250,250,0,1,1,False
802,1,1,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
803,1,1,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
804,2.43,1.6,1.8,3,3,200,900,130,130,100,100,0,0,70,1,1,False
805,3,1.1,1,3,3,320,900,100,100,100,300,0,0,50,1,1,False
806,0.8,1,0.35,3,3,320,600,75,100,100,100,0,0,0,1,1,False
807,0.3,1,1,3,3,200,600,66,100,66,100,0,0,0,0,1,False
808,2.6,2,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
809,0.7,1,1,3,3,200,500,100,100,100,100,0,0,80,1,1,False
810,2.6315,1,1.3,3,3,200,170,100,100,100,100,0,0,0,0,2,False
811,11.4285,6.4,9.5,3,3,200,900,66,300,66,130,0,0,0,1,2,False
812,1,1.5,1,3,3,240,600,100,100,100,100,0,0,20,1,1,False
813,1,1.2,1,8,3,200,500,100,100,100,100,130,170,0,1,1,True
814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
815,2,1.2,1,3,3,240,600,100,100,100,100,0,0,70,1,1,False
816,2.5,1.5,1,3,3,400,700,72,133,100,130,0,0,87,1,1,False
817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
818,2.2,1,1,3,3,380,1100,100,180,100,300,0,0,70,1,1,False
819,2.8,2,2,3,3,200,600,66,100,66,83,0,0,120,1,1,False
820,1.9,1.1,0.9,3,3,200,250,66,300,66,300,0,0,0,0,2,False
821,1.5,1.1,1.3,3,3,200,600,100,100,100,100,0,0,0,1,2,False
822,2,2.2,1.9,3,3,200,600,66,100,66,83,0,0,0,1,2,False
823,2,1.6,1,3,3,100,500,66,300,66,300,0,0,0,0,2,False
824,5,2.5,3.4,3,3,200,600,100,100,100,100,0,0,0,0,1,False
825,3.18,2.2,1.8,3,3,200,900,100,100,100,100,0,0,0,1,2,False
826,8.3,3.8,1,3,3,240,600,100,100,100,100,0,0,0,1,1,False
827,1,1,1,3,3,200,600,66,100,66,83,0,0,0,0,1,False
828,5,3.3,2.6,3,3,200,900,100,100,100,100,0,0,0,0,2,False
829,3.33,0.9,1.2,3,3,200,900,100,100,100,100,0,0,0,1,1,False
830,6,3.5,3.2,3,3,200,900,100,100,100,100,0,0,0,1,2,False
831,3.5,2.1,2.7,3,3,320,900,100,100,100,100,0,0,60,1,1,False
832,2,1.1,1,3,3,320,900,100,100,100,100,0,0,60,1,1,False
833,1.2,0.5,0.3,3,3,320,900,100,100,100,100,0,0,30,1,1,False
834,50,6,2,3,3,200,900,100,100,100,100,0,0,0,1,2,False
835,5,2.7,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
837,3.9,1,1,3,3,320,900,66,237,66,100,0,0,95,1,1,False
838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
840,3,2.6,8,3,3,320,900,100,100,100,100,0,0,65,1,1,False
841,4.2,3.2,3.8,3,3,300,900,90,114,90,267,0,0,120,1,1,False
842,2,0.9,0.9,3,3,200,900,100,100,100,100,0,0,0,1,2,False
843,8,3.8,1,3,3,200,900,100,100,100,100,0,0,0,1,2,False
844,6,4,5,3,3,200,600,100,100,100,120,0,0,0,1,2,False
845,1,3.2,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
846,1.8,1,1.8,3,3,320,900,100,100,100,100,200,200,470,1,1,False
847,14,7,12.2,3,3,200,1500,100,100,70,100,0,0,0,1,2,False
848,5.2,4,1,3,3,320,900,100,100,100,100,0,0,60,1,1,False
849,9,3.8,4.5,3,3,600,1800,100,150,100,100,0,0,95,1,1,False
850,1,1,1,3,3,200,500,100,100,100,100,0,0,0,0,0,False
851,20,3.7,1,3,3,200,500,100,100,100,100,0,0,0,1,2,False
852,1.5,0.8,1.1,3,3,200,225,100,100,100,300,0,0,0,0,2,False
853,2,0.8,1.1,3,3,200,220,100,100,100,100,0,0,0,0,2,False
854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
855,1.18,0.7,0.9,3,3,200,500,100,100,100,100,0,0,0,1,2,False
856,2.3,0.85,0.9,3,3,200,900,100,100,100,100,0,0,0,1,1,False
857,8,3.5,3.2,3,3,200,500,100,100,100,100,0,0,0,1,1,False
858,1.65,0.8,0.8,3,3,320,900,83,130,100,100,0,0,75,1,1,False
859,2,0.9,0.9,3,3,200,900,100,100,100,100,0,0,0,1,2,False
860,8,6,5.2,3,3,320,900,100,100,100,100,0,0,0,1,1,False
861,4.5,3.2,1,3,3,320,900,100,100,100,100,0,0,50,1,1,False
862,2,1.5,1,3,3,320,900,100,100,100,100,0,0,33,1,1,False
863,1.9,1,1.3,3,3,320,900,100,100,100,100,0,0,40,1,1,False
864,1.8,1.5,1.5,3,3,320,900,100,100,100,100,0,0,40,1,1,False
865,1.8,0.8,1.3,3,3,200,900,100,100,100,100,0,0,0,0,1,False
866,7,5.5,5.7,3,3,200,600,100,150,100,150,0,0,0,1,2,False
867,0.9,0.6,0.45,3,3,200,122,100,100,100,100,0,0,0,0,2,False
868,2.1,1.4,2.1,3,3,250,800,66,100,66,78,0,0,0,1,1,False
869,2.5,1.3,1.2,3,3,200,600,100,120,100,120,0,0,0,0,1,False
870,7,5,9,3,3,600,3330,100,120,100,300,0,0,100,1,1,False
871,2.17,1.3,3.3,1.7,3,200,500,66,143,66,143,250,250,0,1,1,False
872,8,8,1,3,3,200,500,100,100,100,100,0,0,0,1,2,False
873,1.5,1.3,0.5,3,3,200,600,100,120,66,300,0,0,70,1,1,False
874,0.595,0.8,1.1,3,3,200,500,100,100,100,100,0,0,0,1,2,False
875,2.6,1.4,2.1,3,3,250,800,66,140,66,300,0,0,140,1,1,False
876,1.4,1.6,2.7,1.7,3,200,500,100,100,100,100,250,250,0,1,1,False
877,1.2,1,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
878,5.8,2.5,1.9,3,3,200,500,100,100,100,100,0,0,0,1,2,False
879,6.7,2.7,3,3,3,200,900,85,120,85,120,0,0,0,1,1,False
880,0.5,1,1,3,3,200,500,66,300,66,300,0,0,0,0,0,False
881,22,13,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
882,13,8,10,3,3,240,900,100,100,100,100,0,0,0,1,2,False
883,2.3,1,1,3,3,320,900,100,100,100,100,0,0,75,1,1,False
884,1.7,0.8,1.3,3,3,200,900,100,100,100,100,0,0,0,1,2,False
885,4,1.3,1.2,3,3,320,900,80,120,80,130,0,0,50,1,1,False
886,1.8,0.8,1.3,3,3,320,900,100,100,100,100,0,0,50,1,1,False
887,1.2,1.3,0.5,3,3,200,600,100,120,66,300,0,0,0,1,1,False
888,14.28,4.6,3.2,3,3,200,900,100,100,100,100,0,0,0,1,1,False
889,7.5,6,8,3,3,200,900,100,100,100,100,0,0,0,1,1,False
890,4,4.5,6,3,3,200,900,100,100,100,100,0,0,0,1,2,False
891,1.2,1,1,3,3,200,600,100,100,100,100,0,0,40,1,1,False
892,1,1,0.35,3,3,220,900,80,130,80,100,0,0,80,1,1,False
893,2,1.1,1,3,3,320,900,100,100,100,100,0,0,90,1,1,False
894,1.3,0.9,1.5,3,3,200,600,100,100,100,100,0,0,0,0,1,False
895,1.8,1.1,1.9,3,3,200,600,100,100,100,100,0,0,0,0,2,False
896,1.6,1,1.7,3,3,200,600,80,130,80,130,0,0,0,0,2,False
897,3,2.2,3.5,3,3,200,600,80,120,80,120,0,0,0,1,1,False
898,0.5,0.65,0.2,3,3,200,600,80,120,70,120,0,0,0,0,1,False
899,0.6666,0.7,0.7,3,3,200,260,66,200,66,200,0,0,0,0,2,False
900,4,2.5,2.9,3,3,200,500,80,80,80,80,0,0,0,1,2,False
901,5,4.8,3,3,3,200,600,100,100,100,120,0,0,0,1,2,False
902,1.5,1.2,0.1,3,3,200,500,100,100,100,100,0,0,0,0,2,False
903,1,4.5,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
904,1,1,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
905,1.65,1.3,1.6,3,3,200,340,66,100,66,100,0,0,0,1,2,False
906,4,2.7,2.5,3,3,200,500,100,100,100,100,0,0,0,1,2,False
907,3.7,3,4,3,3,320,1500,100,100,100,100,0,0,110,1,1,False
908,1,1,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
909,1,0.75,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
910,1,1,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
911,0.96,1,1,3,3,200,600,100,100,100,100,0,0,0,1,2,False
912,0.5,1,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
913,2.5,1.6,1,3,3,200,500,100,100,100,100,0,0,105,1,1,False
914,2,0.98,0.8,3,3,200,500,100,100,100,100,0,0,0,1,2,False
915,19.2,3.2,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
916,5,4.6,2.9,3,3,320,900,66,200,66,300,0,0,100,1,1,False
917,3.3,1.8,2,3,3,240,600,66,200,66,300,0,0,50,1,1,False
918,4.8,2.6,1,3,3,320,900,100,100,100,100,0,0,50,1,1,False
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
920,8,5,7.8,3,3,200,750,66,120,66,120,0,0,0,1,2,False
921,7,3.6,3.2,3,3,200,900,66,300,75,130,0,0,0,1,2,False
922,4,3.2,2.2,3,3,200,900,66,300,80,120,0,0,0,1,2,False
923,20,4.4,1,3,3,320,900,100,100,100,100,0,0,100,1,1,False
924,2.5,2.25,1,3,3,320,900,100,100,100,100,0,0,50,1,1,False
925,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,0,False
926,1.714,0.8,1.5,3,3,200,170,66,300,80,120,0,0,0,0,2,False
927,1.2,0.7,0.25,3,3,200,120,66,300,66,100,0,0,0,1,2,False
928,7.7,4.5,5.8,3,3,200,900,66,300,90,100,0,0,0,1,2,False
929,16.5,2.5,1,3,3,200,500,100,100,100,100,0,0,0,1,2,False
930,6.8,4.6,2.2,3,3,320,900,100,100,100,100,0,0,50,1,1,False
931,4,3,2,3,3,320,1500,100,100,100,100,0,0,50,1,1,False
932,5.5,4.6,1,3,3,320,1500,100,100,100,100,0,0,50,1,1,False
933,7.5,3.6,4.2,3,3,200,700,66,300,100,107,0,0,0,0,2,False
934,1.428,1,1.6,3,3,200,250,66,300,66,300,0,0,0,0,1,False
935,10,7.2,9,3,3,200,1200,66,300,80,120,0,0,0,0,2,False
936,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,0,True
937,1.5,0.9,1.3,3,3,200,900,80,120,80,120,0,0,0,0,2,False
938,7.5,1,1,3,3,320,900,100,100,100,100,0,0,20,1,1,False
939,4,2.4,3,3,3,320,800,66,300,66,300,0,0,70,1,1,False
940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
943,2,1.5,1,3,3,200,500,100,100,100,100,0,0,0,0,1,False
944,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,0,False
945,11.4,4,12,3,3,200,900,66,100,66,100,0,0,0,1,1,False
946,20,7.5,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
948,2.5,1.4,1,3,3,430,1200,66,300,66,300,0,0,110,1,1,False
949,2.3,1.2,1.3,3,3,250,716,111,215,126,130,0,0,80,1,1,False
950,2.3,1.3,1,3,3,320,900,100,100,100,130,0,0,90,1,1,False
951,4.5,5,4,3,3,200,500,66,100,66,100,0,0,0,1,2,False
952,4.5,3.6,6.5,3,3,200,700,66,300,66,300,0,0,0,0,2,False
953,2.8,2.3,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
954,1.5,2.1,3.5,3,3,200,600,66,300,66,300,0,0,0,1,1,False
955,1,2,3,3,3,200,500,66,300,66,300,0,0,0,0,0,False
956,1.5,1.1,1.6,3,3,200,500,66,300,66,130,0,0,0,0,2,False
957,0.55,0.6,0.3,3,3,200,220,66,300,66,120,0,0,0,0,2,False
958,3.7,2.3,5.5,3,3,320,900,66,180,66,300,0,0,130,1,1,False
959,2,1.9,1,3,3,320,900,100,100,100,100,0,0,50,1,1,False
960,14,7,7,3,3,300,900,66,500,66,300,0,0,70,1,1,False
961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
963,1,1.6,1,3,3,200,500,100,100,100,100,0,0,0,0,1,False
964,4.5,3,1,3,3,200,500,100,100,100,100,0,0,0,0,1,False
966,0.5,0.6,0.3,3,3,200,500,66,300,66,300,0,0,0,0,1,False
967,1,0.8,1,3,3,200,600,66,100,66,100,0,0,0,1,1,False
968,1.8,1.3,0.6,3,3,320,900,160,200,120,130,0,0,78,1,1,False
969,27.2,6,1,3,3,320,900,100,100,100,100,0,0,0,1,1,False
970,20,6,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
971,16.5,8,1,3,3,200,900,100,100,100,100,0,0,0,1,1,False
972,7.5,2.1,4,3,3,200,900,100,100,100,100,0,0,0,1,1,False
973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
974,2.8,1.5,0.6,3,3,200,600,100,300,100,300,0,0,0,1,2,False
975,1.6,1,1,3,3,320,900,100,100,100,100,0,0,50,1,1,False
976,1.5,1.6,1,3,3,320,900,100,100,100,100,0,0,45,1,1,False
977,3,1.2,1,3,3,320,900,100,100,100,100,0,0,85,1,1,False
978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
979,7.5,2.1,4,3,3,200,900,100,100,100,100,0,0,0,1,1,False
980,5,2.3,4.3,3,3,200,900,100,100,100,100,0,0,0,1,2,False
981,1.2,0.7,0.7,3,3,200,600,100,100,100,100,0,0,0,1,2,False
982,1.25,0.8,1,3,3,200,170,80,130,80,110,0,0,0,1,2,False
983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
985,0.8,1,1,3,3,320,900,100,100,100,100,0,0,0,1,1,False
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
991,4,2.9,1.4,3,3,255,500,66,140,66,130,0,0,80,1,1,False
992,4,1,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
993,1,1,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
998,1.8,1,1,3,3,125,250,100,130,100,130,0,0,63,1,1,False
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1003,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,0,False
1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1008,1.2,0.9,2.5,3,3,320,900,100,100,100,100,0,0,80,1,1,False
1009,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,0,False
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
6001,0.8,1,1,3,3,240,600,66,200,66,200,0,0,0,1,0,False
6002,0.8,1,1,3,3,240,600,66,200,66,200,0,0,0,0,0,False
6003,0.8,1,1,3,3,240,600,66,200,66,200,0,0,0,0,0,False
6004,0.8,1,1,3,3,240,600,66,200,66,200,0,0,0,0,0,False
6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
6006,0.8,1,1,3,3,240,600,66,200,66,200,0,0,0,0,0,False
6007,0.8,1,1,3,3,240,600,66,200,66,200,0,0,0,1,0,False
6008,0.8,1,1,3,3,240,600,66,200,66,200,0,0,0,1,0,False
6009,0.8,1,1,3,3,240,600,66,200,66,200,0,0,0,0,0,False
6010,0.8,1,1,3,3,240,600,66,200,66,200,0,0,0,0,0,False
6011,0.8,1,1,3,3,240,600,66,200,66,200,0,0,0,0,0,False
6012,0.8,1,1,3,3,240,600,66,200,66,200,0,0,0,1,0,False
6013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
6014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
6015,0.8,1,1,3,3,240,600,66,200,66,200,0,0,0,1,0,False
7001,0.44,0.3,1,0.01,3,200,600,100,100,100,100,120,120,0,1,1,True
7002,0.45,0.5,0.4,3,3,200,600,100,100,83,83,0,0,0,0,1,False
7003,1.7,1.4,1,0.01,3,200,600,100,100,100,100,110,110,0,1,1,True
7004,1.9,1.5,1,0.01,3,200,600,100,100,100,100,110,110,0,1,1,True
7005,1.2,1.4,1,0.01,3,200,600,100,100,100,100,110,110,0,1,1,True
7006,2,1.5,1,0.01,3,200,600,100,100,100,100,110,110,0,1,1,True
7007,1.7,1,1,0.01,3,200,500,100,100,100,100,110,110,0,1,1,True
7008,1.7,1,1,0.01,3,200,600,100,100,100,100,71,71,80,1,1,True
7101,1,0.6,0.6,0.01,3,200,600,100,100,100,100,150,150,0,1,1,True
7102,7,5,8,0.033,3,200,600,100,100,100,100,50,50,0,1,1,False
7103,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,1,False
7104,0.8,1,1,3,3,200,600,100,100,100,100,0,0,0,1,1,False
7105,0.5,1,1,0.01,3,200,600,100,100,100,100,110,110,0,1,1,False
7106,1.5,1,1,0.01,3,200,600,100,100,100,100,110,110,0,1,1,False
7107,5,4.2,4,3,3,300,800,67,67,66,100,0,0,0,1,2,False
7108,1.7,1.9,1,0.01,3,200,500,66,125,66,125,50,50,0,1,2,False
7109,3.5,3.8,3.5,3,3,200,500,67,67,67,67,0,0,0,1,2,False
7110,11,5,1,3,3,200,500,100,100,100,100,0,0,0,1,1,False
7111,1,1,1,3,3,200,500,66,300,66,300,0,0,0,0,0,False
8001,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8002,0.2,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8003,0.3,0.3,0.5,8,3,100,300,100,100,100,100,130,170,0,1,1,False
8004,0.4,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8005,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8006,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8007,0.3,0.35,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8008,0.3,0.35,0.5,3,3,100,300,100,100,66,300,0,0,0,0,1,False
8009,0.1,0.2,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8010,0.3,0.2,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8011,0.3,0.4,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8012,0.3,0.35,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8013,0.3,0.4,0.5,3,3,100,300,100,150,100,100,0,0,0,0,1,False
8014,0.3,0.45,0.5,8,3,100,300,100,100,100,100,130,170,0,1,1,False
8015,0.3,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8016,0.3,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8017,0.3,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8018,0.3,0.35,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8019,0.3,0.3,0.5,8,3,100,300,100,100,100,100,90,130,0,1,1,False
8020,0.3,0.45,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8021,0.3,0.45,0.5,3,3,100,300,66,150,66,300,0,0,0,0,1,False
8022,0.3,0.35,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8023,0.3,0.3,0.5,1,1,100,300,100,100,100,100,20,60,0,1,1,False
8024,0.3,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8025,0.3,0.3,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8026,0.3,0.35,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
8027,0.3,0.35,0.5,3,3,100,300,66,300,66,300,0,0,0,0,1,False
