#,Singular,Plural,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Model,Priority,Enemy,Icon,Order,HP,SkillAngle,Unknown1,Scale,InactiveIdle0,InactiveIdle1,InactiveBattle,InactiveWandering,Behavior,Special,Unknown10,Unknown11,WanderingWait,Unknown2,Cost,Unknown3,SkillCost,Unknown4,MinionRace,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Battle,Roulette,IdleAnimation
268,Tengu-Puppe,Tengu-Puppen,3,1,0,1,1,0,1982,342,0,4668,10017,400,120,616,100,10,0,0,0,2,0,0,0,8,0,15,19,30,1,1,True,False,True,False,True,False,True,True
269,Matanga-Puppe,Matanga-Puppen,3,1,0,1,1,0,1983,343,0,4669,1069,600,30,606,100,10,0,0,0,2,0,0,0,8,0,25,1,20,1,2,True,False,True,False,True,False,True,True
270,Ramza-Puppe,Ramza-Puppen,3,1,0,1,1,0,2046,345,0,4670,12501,620,0,620,100,10,0,0,0,1,0,0,0,8,0,30,21,30,2,3,False,True,False,True,False,False,True,True
271,Koala-Bärchen,Koala-Bärchen,4,1,0,1,2,0,2066,346,0,4671,3014,600,360,623,100,10,0,0,0,2,9,0,0,8,0,25,29,20,1,1,True,False,True,False,True,False,True,True
272,Gomashio-Seehund,Gomashio-Seehunde,4,2,0,1,0,0,2067,347,0,4672,4005,480,30,621,100,10,0,0,0,2,0,0,0,8,0,20,26,30,1,1,True,False,True,False,True,False,True,True
273,Axolotl-Molch,Axolotl-Molche,4,2,0,1,0,0,2068,348,0,4673,4006,300,0,620,100,10,0,0,0,2,0,0,0,8,0,10,42,30,1,1,True,False,True,False,True,False,True,True
274,Ixion-Puppe,Ixion-Puppen,3,1,0,1,1,0,2069,349,0,4674,1070,560,360,637,100,10,0,0,0,1,0,0,0,8,0,30,20,40,1,2,False,True,False,True,False,False,True,True
275,Mini-Shinryu,Mini-Shinryu,3,1,0,1,0,0,2124,350,305,4675,8012,480,0,620,100,10,0,0,0,1,10,0,0,8,0,30,45,60,2,2,False,True,False,False,False,False,True,True
276,neu[a] Raubahn-Puppe,neu[a] Raubahn-Puppen,3,1,0,1,1,0,2120,224,0,4676,9018,400,30,604,100,10,0,0,0,1,0,0,0,8,0,20,38,20,2,3,False,True,False,True,False,False,True,True
277,Aufzieh-Ananta,Aufzieh-Ananta,3,1,0,1,1,0,2232,351,0,4677,7014,450,360,615,100,10,0,0,0,1,0,0,0,8,0,20,27,60,1,3,False,True,True,False,False,False,True,True
278,Moai-Statuette,Moai-Statuetten,3,1,0,1,1,0,2140,352,0,4678,11510,450,360,626,100,10,0,0,0,1,0,0,0,8,0,20,12,20,1,4,False,True,False,True,True,False,True,True
279,Schneewiesel,Schneewiesel,4,2,0,1,2,0,2141,353,0,4679,3015,440,120,605,100,10,0,0,0,2,1,0,0,8,0,15,1,20,1,1,True,False,False,True,False,False,True,True
280,Joker-Ei,Joker-Eier,4,2,0,1,2,0,2142,354,0,4680,10018,350,360,623,100,10,0,0,0,1,0,0,0,8,0,10,29,20,2,3,False,True,False,True,False,False,True,True
281,Kefka-Puppe,Kefka-Puppen,3,1,0,1,1,0,2143,355,0,4681,2008,600,0,620,100,10,0,0,0,1,0,0,0,8,0,30,43,20,2,2,False,True,False,True,False,False,True,True
282,Magnai-Puppe,Magnai-Puppen,3,1,0,1,1,0,2144,356,294,4682,9033,650,0,620,100,0,10,0,0,1,11,0,0,8,0,30,31,50,2,3,False,True,False,True,False,False,True,True
283,Aurelia-Polyp,Aurelia-Polypen,6,1,0,1,0,0,2155,357,0,4683,4007,510,120,633,100,10,0,0,0,2,0,0,0,8,0,15,20,20,1,1,True,False,False,True,False,False,True,True
284,Byakko-Jungtier,Byakko-Jungtiere,4,2,0,1,2,0,2156,367,0,4684,8201,500,120,609,100,5,10,0,0,2,0,0,0,8,0,20,38,20,2,2,False,True,True,False,False,False,True,True
285,Mini-Fafnir,Mini-Fafnir,3,1,0,1,0,0,2157,358,0,4685,1071,300,30,606,100,10,0,0,0,1,0,0,0,8,0,10,38,20,1,2,False,True,False,True,False,False,True,True
286,Mithra-Puppe,Mithra-Puppen,3,1,0,1,1,0,2168,358,0,4686,10019,480,360,617,100,10,0,0,0,1,0,0,0,8,0,20,11,30,2,3,False,True,True,False,False,False,True,True
287,Prinz[p] von Anemos,Prinzen[p] von Anemos,6,1,0,1,0,0,2169,358,0,4687,1072,430,30,601,100,10,0,0,0,2,0,0,0,8,0,10,4,20,1,2,True,False,True,False,False,False,True,True
288,Komainu,Komainu,3,1,0,1,0,0,2170,359,288,4688,3016,460,0,620,100,5,5,0,0,1,0,0,0,8,0,20,37,20,1,3,False,True,False,True,True,False,True,True
289,Goldbartel,Goldbartel,3,1,0,0,0,1,2221,290,0,4689,6002,560,360,625,100,10,0,0,0,2,0,0,0,8,0,30,25,20,1,3,False,True,True,False,False,False,True,True
290,Affenkönig,Affenkönige,4,2,0,1,0,0,2238,360,0,4701,1074,620,30,604,100,10,0,0,0,2,0,0,0,8,0,30,1,20,1,2,False,False,True,False,True,False,True,True
291,Uhrwerk-Laterne,Uhrwerk-Laternen,3,1,0,1,1,0,2239,0,0,4700,11511,650,360,634,100,10,0,0,0,1,0,0,0,8,0,25,35,30,2,4,False,False,False,False,False,False,True,True
292,Kragenechse,Kragenechsen,3,1,0,1,1,0,2240,362,0,4695,3017,400,360,624,100,10,0,0,0,2,0,0,0,8,0,10,18,30,1,1,True,False,True,False,True,False,True,True
293,Cirina-Puppe,Cirina-Puppen,3,1,0,1,1,0,2241,363,0,4697,9032,410,0,620,100,10,0,0,0,1,0,0,0,8,0,10,43,20,1,3,False,True,False,True,False,False,True,True
294,Sadu-Puppe,Sadu-Puppen,3,1,0,1,1,0,2242,364,282,4696,9034,500,360,600,100,10,0,0,0,1,0,0,0,8,0,30,5,30,2,3,False,True,False,True,False,False,True,True
295,Cassie-Knolle,Cassie-Knolle,3,1,0,1,1,0,2243,358,0,4690,1073,450,30,621,100,10,0,0,0,2,0,0,0,8,0,15,19,30,1,2,True,False,True,False,False,False,True,True
296,Tarutaru-Puppe,Tarutaru-Puppen,3,1,0,1,1,0,2244,358,0,4691,10020,370,360,625,100,10,0,0,0,1,0,0,0,8,0,15,25,20,1,3,False,True,False,True,False,False,True,True
297,Tsukuyomi-Puppe,Tsukuyomi-Puppen,3,1,0,1,1,0,2245,83,0,4699,8013,430,120,616,100,10,0,0,0,1,0,0,0,8,0,20,1,20,2,2,False,True,False,True,False,False,True,True
298,Zhloe-Puppe,Zhloe-Puppe,3,1,0,1,1,0,2246,295,0,4698,9030,410,360,615,100,10,0,0,0,1,0,0,0,8,0,10,27,30,1,3,False,True,False,True,False,False,True,True
299,Automat[p] Nr. 8,Automaten[p] Nr. 8,6,1,0,1,0,0,2247,365,0,4702,2105,580,30,603,100,10,0,0,0,1,0,0,0,8,0,25,2,20,2,2,False,True,False,True,False,False,True,True
300,Felyne,Felynen,3,1,0,1,1,0,2284,366,0,4692,13020,480,360,617,70,15,15,0,0,2,0,0,0,8,0,15,11,20,1,1,True,False,True,False,True,False,True,False
301,Poogie,Poogies,3,1,0,1,2,0,2285,366,0,4693,13021,400,0,620,80,10,0,0,0,2,0,0,0,8,0,10,37,20,2,1,True,False,True,False,True,False,True,False
302,Festival-Namazuo,Festival-Namazuo,4,1,0,1,0,0,2310,290,0,4694,6002,430,360,626,100,10,0,0,0,2,0,0,0,8,0,20,12,20,1,3,False,True,True,False,False,False,True,True
303,Feuerpfau,Feuerpfaue,4,2,0,1,0,0,2327,367,0,4703,8202,450,120,610,100,10,0,0,0,2,2,0,0,8,0,20,4,60,1,2,False,True,True,False,False,False,True,True
304,Alpha-Puppe,Alpha-Puppen,3,1,0,1,1,0,2324,3,0,4704,9507,440,0,631,100,10,0,0,0,2,0,0,0,8,0,25,40,30,1,1,False,True,True,False,False,False,True,True
305,Mini-Omega,Mini-Omegas,3,1,0,1,1,0,2328,368,275,4705,2009,540,30,603,100,10,0,0,0,2,0,0,0,8,0,30,6,60,1,2,False,False,False,True,False,False,True,True
306,G'raha Tia-Puppe,G'raha Tia-Puppen,3,1,0,1,1,0,2329,369,0,4706,9038,520,0,620,100,10,0,0,0,1,0,0,0,8,0,20,46,20,1,3,False,True,False,True,False,False,True,True
307,mürrisch[a] Geistlein,mürrisch[a] Geistlein,4,1,0,1,2,0,2325,370,0,4707,10021,410,120,605,100,10,0,0,0,2,0,0,0,8,0,10,28,20,2,2,False,True,False,True,False,False,True,True
308,munter[a] Geistlein,munter[a] Geistlein,4,1,0,1,2,0,2326,370,0,4708,10022,600,0,620,100,10,0,0,0,2,0,0,0,8,0,25,21,20,2,2,False,True,False,True,False,False,True,True
309,Cloud-Puppe,Cloud-Puppen,3,1,0,1,1,0,2330,371,0,4709,12071,490,30,604,100,10,0,0,0,1,0,0,0,8,0,30,1,60,1,3,False,True,False,True,False,False,True,True
310,Aerith-Puppe,Aerith-Puppen,3,1,0,1,1,0,2331,371,0,4710,12072,430,360,632,100,10,0,0,0,1,0,0,0,8,0,15,22,20,1,3,False,True,True,False,False,False,True,True
311,Tifa-Puppe,Tifa-Puppen,3,1,0,1,1,0,2332,371,0,4711,12073,440,30,604,100,10,0,0,0,1,0,0,0,8,0,20,38,40,1,3,False,True,False,True,False,False,True,True
312,Schlammprinz,Schlammprinzen,6,1,0,1,0,0,2341,372,0,4712,1075,380,360,600,100,10,0,0,0,2,0,0,0,8,0,15,6,30,1,2,True,False,True,False,True,False,True,True
313,Brautjungfer-Mogry,Brautjungfer-Mogrys,4,1,0,1,0,0,2344,233,0,4713,14,420,360,617,100,10,0,0,0,1,4,0,0,8,0,10,11,20,1,3,False,True,True,False,False,False,True,True
314,Elvaan-Marionette,Elvaan-Marionetten,3,1,0,1,1,0,2343,358,0,4714,10020,470,0,620,90,10,0,0,0,1,0,0,0,8,0,20,10,20,1,3,False,True,True,False,False,False,True,True
315,Dhalmel-Kalb,Dhalmel-Kälber,4,2,0,1,2,0,1388,358,0,4715,1073,400,120,622,100,10,0,0,0,2,0,0,0,8,0,10,26,20,1,1,True,False,True,False,True,False,True,True
316,Capybara-Jungtier,Capybara-Jungtiere,4,2,0,1,2,0,2342,373,0,4716,3018,500,0,620,100,10,0,0,0,2,0,0,0,8,0,15,31,30,2,1,True,False,False,True,True,False,True,True
317,Baby-Gremlin,Baby-Gremlins,4,1,0,1,0,0,2411,374,0,4717,1076,440,30,604,71,10,0,0,0,2,0,0,0,8,0,15,13,20,1,1,True,False,False,True,True,False,True,True
318,Tugendhaft[a] Begleiter,Tugendhaft[a] Begleiter,4,2,0,1,0,0,2418,358,0,4718,1073,490,0,620,100,10,0,0,0,2,0,0,0,8,0,30,15,40,1,2,True,False,False,True,True,False,True,True
319,Schnee-Korpokkur,Schnee-Korpokkur,4,2,0,1,0,0,2417,376,0,4719,1077,400,360,600,100,10,0,0,0,2,0,0,0,8,0,10,6,40,1,1,True,False,True,False,False,False,True,True
320,neu[a] Tataru-Puppe,neu[a] Tataru-Puppen,3,1,0,1,1,0,2413,262,0,4720,9010,440,0,620,100,10,0,0,0,1,0,0,0,8,0,10,43,20,1,3,False,True,True,False,False,False,True,True
321,Panzerwaffen-Miniatur,Panzerwaffen-Miniaturen,3,1,0,1,1,0,2416,378,0,4721,11007,500,360,634,100,10,0,0,0,1,0,0,0,8,0,20,35,30,1,2,False,True,False,True,False,False,True,True
322,Aufzieh-Qalyana,Aufzieh-Qalyanas,3,1,0,1,1,0,2139,351,0,4722,7014,450,120,605,100,10,0,0,0,1,0,0,0,8,0,20,38,30,1,3,False,True,True,False,False,False,True,True
323,Rotpanzer-Puppe,Rotpanzer-Puppen,3,1,0,1,1,0,2543,209,0,4723,7013,430,30,604,100,10,0,0,0,1,0,0,0,8,0,15,4,40,1,3,False,True,False,True,False,False,True,True
324,Mini-Magitek-Transporter,Mini-Magitek-Transporter,4,2,0,1,0,0,2415,379,0,4724,11007,550,30,621,100,10,0,0,0,1,0,0,0,8,0,25,19,40,1,3,False,True,False,True,False,False,True,True
325,Fran-Puppe,Fran-Puppen,3,1,0,1,1,0,2412,380,0,4725,9036,470,0,620,100,10,0,0,0,1,0,0,0,8,0,25,34,30,1,3,False,True,True,False,False,False,True,True
326,Nu Mou-Stofftier,Nu Mou-Stofftiere,4,2,0,1,2,0,2441,381,0,4726,7015,380,360,625,100,10,0,0,0,1,0,0,0,8,0,15,25,20,1,3,False,True,True,False,False,False,True,True
327,Seitei,Seitei,3,1,0,0,0,1,2414,367,0,4727,8203,400,120,605,100,10,0,0,0,2,0,0,0,8,0,20,1,20,1,2,False,True,True,False,False,False,True,True
328,Zabuton-Sitzkissen,Zabuton-Sitzkissen,4,1,0,1,2,0,2443,0,0,4728,11503,390,0,631,100,30,0,0,0,3,12,0,0,8,80,10,40,30,1,4,False,False,False,False,False,False,True,True
329,Aloha-Otter,Aloha-Otter,4,2,0,1,0,0,2444,280,0,4729,4003,370,0,620,100,10,0,0,0,2,0,0,0,8,0,10,42,30,2,1,True,False,True,False,True,False,True,True
330,Igel,Igel,4,2,0,1,0,0,2442,382,0,4730,3019,480,360,623,100,10,0,0,0,2,0,0,0,8,0,20,29,20,1,1,True,False,True,False,True,False,True,True
331,Splitterwelt-Y'shtola,Splitterwelt-Y'shtola,3,1,0,0,1,1,2485,262,0,4731,9001,400,360,600,100,10,0,0,0,1,0,0,0,8,0,15,1,60,1,3,False,True,True,False,False,False,True,True
332,Ryne-Puppe,Ryne-Puppen,3,1,0,1,1,0,2486,262,0,4732,9039,430,0,620,100,10,0,0,0,1,0,0,0,8,0,20,42,20,1,3,False,True,True,False,False,False,True,True
333,schwarz[a] Shiba-Welpe,schwarz[a] Shiba-Welpen,8,1,0,1,0,0,2483,341,0,4733,3013,500,0,620,100,10,0,0,0,2,0,0,0,8,0,20,9,20,1,1,True,False,True,False,True,False,True,True
334,Zwergchamäleon,Zwergchamäleons,4,1,0,1,2,0,2484,383,0,4734,3020,410,0,620,100,10,0,0,0,2,0,0,0,8,0,10,32,30,1,1,True,False,False,True,True,False,True,True
335,Fuath-Puppe,Fuath-Puppen,3,1,0,1,1,0,2490,384,0,4735,6003,390,360,634,100,10,0,0,0,1,0,0,0,8,0,15,36,30,1,3,False,True,True,False,False,False,True,True
336,artistisch[a] Gürteltier,artistisch[a] Gürteltiere,4,2,0,1,2,0,2492,385,0,4736,1078,350,0,620,100,10,0,0,0,2,0,0,0,8,0,10,21,20,1,1,True,False,False,True,True,False,True,True
337,Klein[a] Schlange[p] von Ronka,Klein[a] Schlangen[p] von Ronka,3,1,0,1,1,0,2493,386,0,4737,3021,460,0,620,100,10,0,0,0,2,0,0,0,8,0,15,17,30,1,1,True,False,True,False,True,False,True,True
338,Mini-Riesenkaktor,Mini-Riesenkaktoren,4,1,0,1,0,0,2491,27,0,4738,1079,565,0,620,100,10,0,0,0,2,0,0,0,8,0,25,31,40,1,2,True,False,False,True,False,False,True,True
339,Clionidenlarve,Clionidenlarven,3,1,0,1,1,0,2494,388,0,4739,1080,420,0,620,100,10,0,0,0,2,0,0,0,8,0,15,33,20,1,2,True,False,True,False,True,False,True,True
340,Baby-Schnabeltier,Baby-Schnabeltiere,4,2,0,1,2,0,2495,389,0,4740,4008,540,30,604,100,10,0,0,0,2,0,0,0,8,0,25,20,60,1,1,True,False,True,False,True,False,True,True
341,Mini-Eden,Mini-Eden,3,1,0,0,2,1,2566,390,0,4741,2010,450,30,603,100,10,0,0,0,1,0,0,0,8,0,30,1,60,1,2,False,True,False,True,False,False,True,True
342,Riesenbiber,Riesenbiber,4,2,0,1,0,0,2564,391,0,4742,6004,460,0,620,100,10,5,0,0,2,0,0,0,8,0,20,39,20,1,1,True,False,True,False,True,False,True,True
343,Aufzieh-Suzaku,Aufzieh-Suzakus,3,1,0,1,1,0,2565,387,0,4743,8202,480,120,608,100,10,0,0,0,1,4,0,0,8,0,20,1,30,1,2,False,True,True,False,False,False,True,True
344,männlich[a] Omega-Puppe,männlich[a] Omega-Puppen,3,1,0,1,1,0,2567,368,345,4744,2009,440,360,618,100,10,0,0,0,1,0,0,0,8,0,15,51,20,1,2,False,True,False,True,False,False,True,True
345,weiblich[a] Omega-Puppe,weiblich[a] Omega-Puppen,3,1,0,1,1,0,2568,368,344,4745,2009,400,360,617,100,10,0,0,0,1,0,0,0,8,0,25,50,20,1,2,False,True,False,True,False,False,True,True
346,Glöckchen,Glöckchen,3,1,0,0,1,1,1829,392,0,4746,11512,400,120,608,100,10,0,0,0,1,0,0,0,8,0,15,4,30,1,4,False,True,False,True,False,False,True,True
347,klein[a] Echevore,klein[a] Echevoren,8,1,0,1,0,0,2602,393,0,4747,1081,380,0,620,100,10,0,0,0,2,0,0,0,8,0,15,44,30,1,2,True,False,True,False,True,False,True,True
348,Tauchboot[p] der Haiklasse,Tauchboote[p] der Haiklasse,4,2,0,1,2,0,2603,394,0,4748,11007,415,30,621,100,10,0,0,0,1,0,0,0,8,0,15,8,20,1,4,False,True,False,True,False,False,True,True
349,Schuhschnäbelchen,Schuhschnäbelchen,4,1,0,1,2,0,2604,395,0,4749,5008,430,120,622,100,3,0,0,0,1,13,0,0,8,0,10,13,20,1,1,True,False,False,True,True,False,True,True
350,Schmetterlingspaar,Schmetterlingspaare,2,2,0,1,2,0,2605,396,0,4750,3022,400,360,625,100,10,0,0,0,1,0,0,0,8,0,10,25,20,1,1,False,False,False,True,False,False,True,True
351,Eisenfrosch,Eisenfrösche,4,2,0,1,0,0,2606,397,0,4751,11008,435,0,620,100,10,0,0,0,1,0,0,0,8,0,20,31,30,1,4,False,True,False,True,False,False,True,True
352,Mini-Sündenbereuer,Mini-Sündenbereuer,4,2,0,1,0,0,2607,398,0,4752,1082,510,120,609,100,10,0,0,0,2,0,0,0,8,0,20,38,30,1,2,True,False,False,True,False,False,True,True
353,Mini-Quiexie,Mini-Quiexies,3,1,0,1,1,0,2741,399,0,4753,1083,510,360,623,100,10,0,0,0,2,2,0,0,8,0,30,30,20,1,2,True,False,True,False,True,False,True,True
354,Pixie-Puppe,Pixie-Puppen,3,1,0,1,1,0,2742,400,0,4754,7016,510,360,615,100,10,0,0,0,1,0,0,0,8,80,20,27,30,1,3,False,True,False,True,False,False,True,True
355,mystisch[a] Waffe,mystisch[a] Waffen,3,1,0,1,1,0,2756,401,0,4755,1084,390,30,604,100,10,0,0,0,2,0,0,0,8,90,20,1,20,1,2,True,False,True,False,True,False,True,True
356,Erdmännchen,Erdmännchen,4,1,0,1,2,0,2755,402,0,4756,3023,400,360,623,100,10,0,0,0,2,1,0,0,8,0,15,29,20,2,1,True,False,True,False,True,False,True,True
357,weiß[a] Miniaturritter,weiß[a] Miniaturritter,4,2,0,1,0,0,2773,403,0,4757,1085,420,0,620,100,10,0,0,0,1,0,0,0,8,0,10,10,20,2,3,False,True,False,True,False,False,True,True
358,Mini-Brutalus,Mini-Brutalus,3,1,0,0,0,1,2774,404,0,4758,2005,500,0,620,100,10,0,0,0,1,0,0,0,8,0,30,41,20,2,3,False,True,False,True,False,False,True,True
359,Domakin,Domakin,3,1,0,1,0,0,2775,405,0,4759,4009,510,120,609,100,10,0,0,0,2,5,0,0,8,0,20,38,30,1,1,True,False,True,False,True,False,True,True
360,neu[a] Estinien-Puppe,neu[a] Estinien-Puppen,3,1,0,1,1,0,2801,336,0,4760,9026,420,30,621,100,30,0,0,0,1,0,0,0,8,0,20,8,20,2,3,False,True,False,True,False,False,True,True
361,klein[a] Leanan,klein[a] Leanan,3,1,0,1,1,0,2800,406,0,4761,1086,460,0,620,100,10,0,0,0,2,0,0,0,8,0,15,32,30,2,2,True,False,True,False,True,False,True,True
362,Hobgoblin-Puppe,Hobgoblin-Puppen,3,1,0,1,1,0,2802,207,0,4762,7001,510,360,634,100,10,0,0,0,1,0,0,0,8,0,20,35,30,1,3,False,True,False,True,False,False,True,True
363,Cerberus-Welpe,Cerberus-Welpen,8,1,0,1,0,0,2803,407,0,4763,2106,540,120,622,100,10,0,0,0,2,0,0,0,8,0,25,26,20,1,2,True,False,True,False,False,False,True,True
364,Pod[p] 054,Pods[p] 054,4,1,0,1,0,0,2818,408,0,4764,13022,280,360,625,100,0,10,0,0,1,0,0,0,8,0,10,25,20,2,4,False,True,True,False,False,False,True,False
365,Pod[p] 316,Pods[p] 316,4,1,0,1,0,0,2819,408,0,4765,13022,520,360,624,100,0,10,0,0,1,0,0,0,8,0,15,18,30,2,4,False,True,True,False,False,False,True,False
366,Gold-Talos,Gold-Taloi,3,1,0,1,0,0,2855,409,0,4766,1087,550,0,620,100,10,0,0,0,1,0,0,0,8,0,25,32,40,1,2,False,True,True,False,False,False,True,True
367,Malone,Malonen,8,1,0,1,0,0,2856,410,0,4767,1088,300,360,624,100,10,0,0,0,2,0,0,0,8,0,10,18,30,1,1,True,False,True,False,True,False,True,True
368,Grasgrummelchen,Grasgrummelchen,4,1,0,1,2,0,2857,411,0,4768,10023,700,360,617,100,10,0,0,0,1,0,0,0,8,0,30,11,20,1,4,False,True,True,False,False,False,True,True
369,Wasserschlange[p] des Hopl,Wasserschlangen[p] des Hopl,3,1,0,1,1,0,2890,386,0,4769,3021,470,0,620,100,10,0,0,0,2,0,0,0,8,0,15,31,50,1,1,True,False,True,False,True,False,True,True
370,Wasserschlange[p] der Qitari,Wasserschlangen[p] der Qitari,3,1,0,1,1,0,2891,386,0,4770,3021,430,120,605,100,10,0,0,0,2,0,0,0,8,0,20,1,20,1,1,True,False,True,False,True,False,True,True
371,Langschwanzmeise,Langschwanzmeisen,3,1,0,1,1,0,2858,285,0,4771,5009,280,30,607,100,10,0,0,0,2,3,0,0,8,0,10,14,20,1,1,True,False,True,False,True,False,True,True
372,Paissa-Gourmet,Paissa-Gourmets,4,1,0,1,0,0,2892,273,0,4772,1049,330,120,605,100,5,5,0,0,2,0,0,0,8,0,30,28,20,1,2,True,False,False,True,True,False,True,True
373,Paissa-Weber,Paissa-Weber,4,2,0,1,0,0,2893,273,0,4773,1049,490,360,623,100,5,5,0,0,2,0,0,0,8,0,25,29,20,2,2,True,False,False,True,True,False,True,True
374,Ascian-Puppe,Ascian-Puppen,3,1,0,1,1,0,2894,412,0,4774,10023,470,360,632,90,10,0,0,0,1,0,0,0,8,0,20,22,20,1,3,False,True,True,False,False,False,True,True
375,Haikrieger,Haikrieger,4,1,0,1,0,0,2895,413,0,4775,4010,450,30,640,100,10,0,0,0,2,0,0,0,8,0,15,38,20,1,2,True,False,True,False,True,False,True,True
376,Dulia-Chai-Puppe,Dulia-Chai-Puppen ,3,1,0,1,1,0,2896,414,0,4776,9040,660,120,631,100,10,0,0,0,1,0,0,0,8,0,30,20,20,2,3,False,True,True,False,False,False,True,True
377,Amaro-Küken,Amaro-Küken,4,1,0,1,2,0,2897,417,0,4777,1093,430,0,620,100,10,0,0,0,2,0,0,0,8,0,15,43,20,1,2,True,False,True,False,True,False,True,True
378,Laladil,Laladile,4,2,0,1,2,0,2898,415,0,4778,4011,470,0,620,100,10,1,0,0,2,0,0,0,8,0,20,46,20,1,1,True,False,True,False,True,False,True,True
379,Unglückshase,Unglückshasen,8,1,0,1,0,0,2899,416,0,4779,10025,480,0,620,100,10,0,0,0,1,0,0,0,8,0,25,17,30,1,3,False,True,True,False,False,False,True,True
380,Holladrio-Zwerg,Holladrio-Zwerge,4,2,0,1,0,0,2977,418,0,4780,12903,430,30,601,100,10,0,0,0,1,0,0,0,8,0,10,19,30,1,3,False,True,False,True,False,False,True,True
381,Mystel-Puppe,Mystel-Puppen,3,1,0,1,1,0,2978,419,0,4781,9041,620,360,626,100,10,0,0,0,1,0,0,0,8,0,30,12,20,2,3,False,True,False,True,False,False,True,True
382,Aufzieh-Ardbert,Aufzieh-Ardberts,3,1,0,1,0,0,2979,420,0,4782,9042,430,0,620,100,10,0,0,0,1,0,0,0,8,0,20,46,20,1,3,False,True,False,True,False,False,True,True
383,A-Magitek-Höllentaucher,A-Magitek-Höllentaucher,4,2,0,1,0,0,2980,421,0,4783,11021,480,0,620,100,5,5,0,0,1,0,0,0,8,0,25,31,50,1,4,False,True,False,True,False,False,True,True
384,Geira-Flauschekatze,Geira-Flauschekatzen,3,1,0,1,1,0,2981,72,0,4784,1045,490,120,605,100,10,0,0,0,2,0,0,0,8,0,15,4,20,2,1,True,False,True,False,True,False,True,True
385,Phantom-Nekromantin,Phantom-Nekromantinnen,3,1,0,1,1,0,2982,422,0,4785,1089,380,0,620,100,10,0,0,0,1,0,0,0,8,0,10,39,20,1,3,False,True,False,True,False,False,True,True
386,allagisch[a] Melone,allagisch[a] Melonen,3,1,0,1,1,0,2983,0,0,4786,11513,690,360,634,100,10,0,0,0,1,0,0,0,8,0,30,35,30,1,4,False,True,False,True,False,False,True,True
387,Sandfuchs,Sandfüchse,2,2,0,1,0,0,2984,423,0,4787,3024,490,0,620,100,5,5,0,0,2,0,0,0,8,0,15,37,20,2,1,True,False,True,False,True,False,True,True
388,Pteranoknirps,Pteranoknirpse,2,2,0,1,0,0,2985,424,0,4788,1090,430,0,620,100,10,0,0,0,2,2,0,0,8,0,20,17,30,1,2,True,False,True,False,True,False,True,True
389,A-Dáinsleif,A-Dáinsleif,3,1,0,1,0,0,2986,425,0,4789,11022,530,0,620,100,10,0,0,0,1,0,0,0,8,0,25,33,20,1,4,False,True,False,True,False,False,True,True
390,Meister Enma[p],Meister Enmas[p],3,1,0,1,0,0,2987,324,0,4790,13016,510,30,604,100,10,0,0,0,2,0,0,0,8,0,30,1,20,1,2,True,False,True,False,True,False,True,False
391,Meister Ananta[p],Meister Anantas[p],3,1,0,1,0,0,2988,324,0,4791,13017,280,120,605,100,10,0,0,0,2,0,0,0,8,0,10,28,20,1,2,True,False,True,False,True,False,True,False
392,Sasel,Sasels,3,1,0,1,0,0,2989,324,0,4792,13018,480,360,625,100,10,0,0,0,2,0,0,0,8,0,20,25,20,1,2,True,False,True,False,True,False,True,False
393,Dämona,Dämonas,3,1,0,1,1,0,2990,324,0,4793,13019,430,30,611,100,10,0,0,0,2,0,0,0,8,0,15,19,30,1,2,True,False,True,False,True,False,True,False
394,Aufzieh-2B,Aufzieh-2Bs,3,1,0,1,1,0,2991,426,0,4794,13023,550,30,604,100,10,0,0,0,1,0,0,0,8,0,25,38,40,1,3,False,True,False,True,False,False,True,False
395,Aufzieh-2P,Aufzieh-2Ps,3,1,0,1,1,0,2992,426,0,4795,13023,380,120,622,100,10,0,0,0,1,0,0,0,8,0,20,26,20,1,3,False,True,False,True,False,False,True,False
396,anhänglich[a] Momora Mora,anhänglich[a] Momora Mora,3,1,0,1,0,0,3032,427,0,4796,4012,530,0,631,100,10,0,0,0,2,5,0,0,8,0,25,40,30,1,1,True,False,True,False,True,False,True,True
397,P-Tauchboot[p] der Klasse „Syldra“,P-Tauchboote[p] der Klasse „Syldra“,4,2,0,1,2,0,3033,428,0,4797,11007,470,30,604,100,10,0,0,0,1,0,0,0,8,0,30,1,20,1,4,False,True,False,True,False,False,True,True
398,Gaia-Puppe,Gaia-Puppen,3,1,0,1,1,0,3034,429,0,4798,9043,240,0,620,100,10,0,0,0,1,0,0,0,8,0,10,32,30,1,3,False,True,False,True,False,False,True,True
399,Palom-Puppe,Palom-Puppen,3,1,0,1,1,0,3035,242,0,4799,12044,480,360,626,100,0,10,0,0,1,18,1,0,8,0,15,12,20,2,3,False,True,False,True,False,False,True,True
400,Porom-Puppe,Porom-Puppen,3,1,0,1,1,0,3036,242,0,4800,12045,740,30,601,100,0,10,0,0,1,18,1,1,8,0,20,4,20,2,3,False,True,False,True,False,False,True,True
401,Edge-Puppe,Edge-Puppen,3,1,0,1,1,0,3037,242,0,4801,12046,500,360,617,100,10,0,0,0,1,0,0,0,8,0,25,11,20,1,3,False,True,False,True,False,False,True,True
