#,Item,Order,Category,SubCategory
2233,17746,243,1,1
2234,17747,2039,1,2
2235,17748,2040,1,2
2236,17749,2041,1,2
2237,17750,2042,1,2
2238,17751,2043,1,2
2239,17752,439,1,3
2240,17753,440,1,3
2241,17754,441,1,3
2242,17755,442,1,3
2243,17756,443,1,3
2244,17757,1439,1,4
2245,17758,1440,1,4
2246,17759,1441,1,4
2247,17760,1442,1,4
2248,17761,1443,1,4
2249,17762,3239,1,5
2250,17763,3240,1,5
2251,17764,3241,1,5
2252,17765,3242,1,5
2253,17766,3243,1,5
2254,17767,5239,1,7
2255,17768,5240,1,7
2256,17769,5241,1,7
2257,17770,5242,1,7
2258,17771,5243,1,7
2259,17772,4239,1,8
2260,17773,4240,1,8
2261,17774,4241,1,8
2262,17775,4242,1,8
2263,17776,4243,1,8
2264,17777,4439,1,9
2265,17778,4440,1,9
2266,17779,4441,1,9
2267,17780,4442,1,9
2268,17781,4443,1,9
2269,17782,5439,1,10
2270,17783,5440,1,10
2271,17784,5441,1,10
2272,17785,5442,1,10
2273,17786,5443,1,10
2274,17787,2639,1,6
2275,17788,2640,1,6
2276,17789,2641,1,6
2277,17790,2642,1,6
2278,17791,2643,1,6
2279,17792,639,1,175
2280,17793,640,1,175
2281,17794,641,1,175
2282,17795,642,1,175
2283,17796,643,1,175
2284,17797,3439,1,174
2285,17798,3440,1,174
2286,17799,3441,1,174
2287,17800,3442,1,174
2288,17801,3443,1,174
2289,17802,5639,1,176
2290,17803,5640,1,176
2291,17804,5641,1,176
2292,17805,5642,1,176
2293,17806,5643,1,176
2294,17807,2239,1,177
2295,17808,2240,1,177
2296,17809,2241,1,177
2297,17810,2242,1,177
2298,17811,2243,1,177
2299,17812,4639,1,178
2300,17813,4640,1,178
2301,17814,4641,1,178
2302,17815,4642,1,178
2303,17816,4643,1,178
2304,17817,237,1,1
2305,17818,2037,1,2
2306,17819,437,1,3
2307,17820,1437,1,4
2308,17821,3237,1,5
2309,17822,2637,1,6
2310,17823,637,1,175
2311,17824,3437,1,174
2312,17825,5237,1,7
2313,17826,4237,1,8
2314,17827,4437,1,9
2315,17828,5437,1,10
2316,17829,5637,1,176
2317,17830,2237,1,177
2318,17831,4637,1,178
2319,17832,238,1,1
2320,21208,7021,1,131
2321,21209,7221,1,132
2322,21210,7421,1,133
2323,21211,7621,1,134
2324,21212,7821,1,135
2325,21213,8021,1,136
2326,21214,8221,1,137
2327,21215,8421,1,138
2328,21216,9021,1,139
2329,21217,9221,1,140
2330,21218,9421,1,141
2331,21219,7022,1,131
2332,21220,7023,1,131
2333,21221,7024,1,131
2334,21222,7025,1,131
2335,21223,7026,1,131
2336,21224,7222,1,132
2337,21225,7223,1,132
2338,21226,7224,1,132
2339,21227,7225,1,132
2340,21228,7226,1,132
2341,21229,7422,1,133
2342,21230,7423,1,133
2343,21231,7424,1,133
2344,21232,7425,1,133
2345,21233,7426,1,133
2346,21234,7622,1,134
2347,21235,7623,1,134
2348,21236,7624,1,134
2349,21237,7625,1,134
2350,21238,7626,1,134
2351,21239,7822,1,135
2352,21240,7823,1,135
2353,21241,7824,1,135
2354,21242,7825,1,135
2355,21243,7826,1,135
2356,21244,8022,1,136
2357,21245,8023,1,136
2358,21246,8024,1,136
2359,21247,8025,1,136
2360,21248,8026,1,136
2361,21249,8222,1,137
2362,21250,8223,1,137
2363,21251,8224,1,137
2364,21252,8225,1,137
2365,21253,8226,1,137
2366,21254,8422,1,138
2367,21255,8423,1,138
2368,21256,8424,1,138
2369,21257,8425,1,138
2370,21258,8426,1,138
2371,21259,9022,1,139
2372,21260,9023,1,139
2373,21261,9024,1,139
2374,21262,9025,1,139
2375,21263,9026,1,139
2376,21264,9222,1,140
2377,21265,9223,1,140
2378,21266,9224,1,140
2379,21267,9225,1,140
2380,21268,9226,1,140
2381,21269,9422,1,141
2382,21270,9423,1,141
2383,21271,9424,1,141
2384,21272,9425,1,141
2385,21273,9426,1,141
2386,21942,244,1,1
2387,21943,2044,1,2
2388,21944,444,1,3
2389,21945,1444,1,4
2390,21946,3244,1,5
2391,21947,2644,1,6
2392,21948,644,1,175
2393,21949,3444,1,174
2394,21950,5244,1,7
2395,21951,4244,1,8
2396,21952,4444,1,9
2397,21953,5444,1,10
2398,21954,5644,1,176
2399,21955,2244,1,177
2400,21956,4644,1,178
2401,21957,245,1,1
2402,21958,251,1,1
2403,21959,2051,1,2
2404,21960,451,1,3
2405,21961,1451,1,4
2406,21962,3251,1,5
2407,21963,2651,1,6
2408,21964,651,1,175
2409,21965,3451,1,174
2410,21966,5251,1,7
2411,21967,4251,1,8
2412,21968,4451,1,9
2413,21969,5451,1,10
2414,21970,5651,1,176
2415,21971,2251,1,177
2416,21972,4651,1,178
2417,21973,252,1,1
2418,21974,258,1,1
2419,21975,2058,1,2
2420,21976,458,1,3
2421,21977,1458,1,4
2422,21978,3258,1,5
2423,21979,2658,1,6
2424,21980,658,1,175
2425,21981,3458,1,174
2426,21982,5258,1,7
2427,21983,4258,1,8
2428,21984,4458,1,9
2429,21985,5458,1,10
2430,21986,5658,1,176
2431,21987,2258,1,177
2432,21988,4658,1,178
2433,21989,259,1,1
2434,21990,265,1,1
2435,21991,2065,1,2
2436,21992,465,1,3
2437,21993,1465,1,4
2438,21994,3265,1,5
2439,21995,2665,1,6
2440,21996,665,1,175
2441,21997,3465,1,174
2442,21998,5265,1,7
2443,21999,4265,1,8
2444,22000,4465,1,9
2445,22001,5465,1,10
2446,22002,5665,1,176
2447,22003,2265,1,177
2448,22004,4665,1,178
2449,22005,266,1,1
2450,22006,246,1,1
2451,22007,247,1,1
2452,22008,248,1,1
2453,22009,249,1,1
2454,22010,250,1,1
2455,22011,2046,1,2
2456,22012,2047,1,2
2457,22013,2048,1,2
2458,22014,2049,1,2
2459,22015,2050,1,2
2460,22016,446,1,3
2461,22017,447,1,3
2462,22018,448,1,3
2463,22019,449,1,3
2464,22020,450,1,3
2465,22021,1446,1,4
2466,22022,1447,1,4
2467,22023,1448,1,4
2468,22024,1449,1,4
2469,22025,1450,1,4
2470,22026,3246,1,5
2471,22027,3247,1,5
2472,22028,3248,1,5
2473,22029,3249,1,5
2474,22030,3250,1,5
2475,22031,5246,1,7
2476,22032,5247,1,7
2477,22033,5248,1,7
2478,22034,5249,1,7
2479,22035,5250,1,7
2480,22036,4246,1,8
2481,22037,4247,1,8
2482,22038,4248,1,8
2483,22039,4249,1,8
2484,22040,4250,1,8
2485,22041,4446,1,9
2486,22042,4447,1,9
2487,22043,4448,1,9
2488,22044,4449,1,9
2489,22045,4450,1,9
2490,22046,5446,1,10
2491,22047,5447,1,10
2492,22048,5448,1,10
2493,22049,5449,1,10
2494,22050,5450,1,10
2495,22051,2646,1,6
2496,22052,2647,1,6
2497,22053,2648,1,6
2498,22054,2649,1,6
2499,22055,2650,1,6
2500,22056,646,1,175
2501,22057,647,1,175
2502,22058,648,1,175
2503,22059,649,1,175
2504,22060,650,1,175
2505,22061,3446,1,174
2506,22062,3447,1,174
2507,22063,3448,1,174
2508,22064,3449,1,174
2509,22065,3450,1,174
2510,22066,5646,1,176
2511,22067,5647,1,176
2512,22068,5648,1,176
2513,22069,5649,1,176
2514,22070,5650,1,176
2515,22071,2246,1,177
2516,22072,2247,1,177
2517,22073,2248,1,177
2518,22074,2249,1,177
2519,22075,2250,1,177
2520,22076,4646,1,178
2521,22077,4647,1,178
2522,22078,4648,1,178
2523,22079,4649,1,178
2524,22080,4650,1,178
2525,22081,253,1,1
2526,22082,254,1,1
2527,22083,255,1,1
2528,22084,256,1,1
2529,22085,257,1,1
2530,22086,2053,1,2
2531,22087,2054,1,2
2532,22088,2055,1,2
2533,22089,2056,1,2
2534,22090,2057,1,2
2535,22091,453,1,3
2536,22092,454,1,3
2537,22093,455,1,3
2538,22094,456,1,3
2539,22095,457,1,3
2540,22096,1453,1,4
2541,22097,1454,1,4
2542,22098,1455,1,4
2543,22099,1456,1,4
2544,22100,1457,1,4
2545,22101,3253,1,5
2546,22102,3254,1,5
2547,22103,3255,1,5
2548,22104,3256,1,5
2549,22105,3257,1,5
2550,22106,5253,1,7
2551,22107,5254,1,7
2552,22108,5255,1,7
2553,22109,5256,1,7
2554,22110,5257,1,7
2555,22111,4253,1,8
2556,22112,4254,1,8
2557,22113,4255,1,8
2558,22114,4256,1,8
2559,22115,4257,1,8
2560,22116,4453,1,9
2561,22117,4454,1,9
2562,22118,4455,1,9
2563,22119,4456,1,9
2564,22120,4457,1,9
2565,22121,5453,1,10
2566,22122,5454,1,10
2567,22123,5455,1,10
2568,22124,5456,1,10
2569,22125,5457,1,10
2570,22126,2653,1,6
2571,22127,2654,1,6
2572,22128,2655,1,6
2573,22129,2656,1,6
2574,22130,2657,1,6
2575,22131,653,1,175
2576,22132,654,1,175
2577,22133,655,1,175
2578,22134,656,1,175
2579,22135,657,1,175
2580,22136,3453,1,174
2581,22137,3454,1,174
2582,22138,3455,1,174
2583,22139,3456,1,174
2584,22140,3457,1,174
2585,22141,5653,1,176
2586,22142,5654,1,176
2587,22143,5655,1,176
2588,22144,5656,1,176
2589,22145,5657,1,176
2590,22146,2253,1,177
2591,22147,2254,1,177
2592,22148,2255,1,177
2593,22149,2256,1,177
2594,22150,2257,1,177
2595,22151,4653,1,178
2596,22152,4654,1,178
2597,22153,4655,1,178
2598,22154,4656,1,178
2599,22155,4657,1,178
2600,22156,260,1,1
2601,22157,261,1,1
2602,22158,262,1,1
2603,22159,263,1,1
2604,22160,264,1,1
2605,22161,2060,1,2
2606,22162,2061,1,2
2607,22163,2062,1,2
2608,22164,2063,1,2
2609,22165,2064,1,2
2610,22166,460,1,3
2611,22167,461,1,3
2612,22168,462,1,3
2613,22169,463,1,3
2614,22170,464,1,3
2615,22171,1460,1,4
2616,22172,1461,1,4
2617,22173,1462,1,4
2618,22174,1463,1,4
2619,22175,1464,1,4
2620,22176,3260,1,5
2621,22177,3261,1,5
2622,22178,3262,1,5
2623,22179,3263,1,5
2624,22180,3264,1,5
2625,22181,5260,1,7
2626,22182,5261,1,7
2627,22183,5262,1,7
2628,22184,5263,1,7
2629,22185,5264,1,7
2630,22186,4260,1,8
2631,22187,4261,1,8
2632,22188,4262,1,8
2633,22189,4263,1,8
2634,22190,4264,1,8
2635,22191,4460,1,9
2636,22192,4461,1,9
2637,22193,4462,1,9
2638,22194,4463,1,9
2639,22195,4464,1,9
2640,22196,5460,1,10
2641,22197,5461,1,10
2642,22198,5462,1,10
2643,22199,5463,1,10
2644,22200,5464,1,10
2645,22201,2660,1,6
2646,22202,2661,1,6
2647,22203,2662,1,6
2648,22204,2663,1,6
2649,22205,2664,1,6
2650,22206,660,1,175
2651,22207,661,1,175
2652,22208,662,1,175
2653,22209,663,1,175
2654,22210,664,1,175
2655,22211,3460,1,174
2656,22212,3461,1,174
2657,22213,3462,1,174
2658,22214,3463,1,174
2659,22215,3464,1,174
2660,22216,5660,1,176
2661,22217,5661,1,176
2662,22218,5662,1,176
2663,22219,5663,1,176
2664,22220,5664,1,176
2665,22221,2260,1,177
2666,22222,2261,1,177
2667,22223,2262,1,177
2668,22224,2263,1,177
2669,22225,2264,1,177
2670,22226,4660,1,178
2671,22227,4661,1,178
2672,22228,4662,1,178
2673,22229,4663,1,178
2674,22230,4664,1,178
2675,22231,267,1,1
2676,22232,268,1,1
2677,22233,269,1,1
2678,22234,270,1,1
2679,22235,271,1,1
2680,22236,2067,1,2
2681,22237,2068,1,2
2682,22238,2069,1,2
2683,22239,2070,1,2
2684,22240,2071,1,2
2685,22241,467,1,3
2686,22242,468,1,3
2687,22243,469,1,3
2688,22244,470,1,3
2689,22245,471,1,3
2690,22246,1467,1,4
2691,22247,1468,1,4
2692,22248,1469,1,4
2693,22249,1470,1,4
2694,22250,1471,1,4
2695,22251,3267,1,5
2696,22252,3268,1,5
2697,22253,3269,1,5
2698,22254,3270,1,5
2699,22255,3271,1,5
2700,22256,5267,1,7
2701,22257,5268,1,7
2702,22258,5269,1,7
2703,22259,5270,1,7
2704,22260,5271,1,7
2705,22261,4267,1,8
2706,22262,4268,1,8
2707,22263,4269,1,8
2708,22264,4270,1,8
2709,22265,4271,1,8
2710,22266,4467,1,9
2711,22267,4468,1,9
2712,22268,4469,1,9
2713,22269,4470,1,9
2714,22270,4471,1,9
2715,22271,5467,1,10
2716,22272,5468,1,10
2717,22273,5469,1,10
2718,22274,5470,1,10
2719,22275,5471,1,10
2720,22276,2667,1,6
2721,22277,2668,1,6
2722,22278,2669,1,6
2723,22279,2670,1,6
2724,22280,2671,1,6
2725,22281,667,1,175
2726,22282,668,1,175
2727,22283,669,1,175
2728,22284,670,1,175
2729,22285,671,1,175
2730,22286,3467,1,174
2731,22287,3468,1,174
2732,22288,3469,1,174
2733,22289,3470,1,174
2734,22290,3471,1,174
2735,22291,5667,1,176
2736,22292,5668,1,176
2737,22293,5669,1,176
2738,22294,5670,1,176
2739,22295,5671,1,176
2740,22296,2267,1,177
2741,22297,2268,1,177
2742,22298,2269,1,177
2743,22299,2270,1,177
2744,22300,2271,1,177
2745,22301,4667,1,178
2746,22302,4668,1,178
2747,22303,4669,1,178
2748,22304,4670,1,178
2749,22305,4671,1,178
2750,23189,7027,1,131
2751,23190,7227,1,132
2752,23191,7427,1,133
2753,23192,7627,1,134
2754,23193,7827,1,135
2755,23194,8027,1,136
2756,23195,8227,1,137
2757,23196,8427,1,138
2758,23197,9027,1,139
2759,23198,9227,1,140
2760,24551,6201,1,179
2761,24552,6202,1,179
2762,24553,6203,1,179
2763,24554,6204,1,179
2764,24555,6205,1,179
2765,24556,6206,1,179
2766,25218,272,1,1
2767,25219,2072,1,2
2768,25220,472,1,3
2769,25221,1472,1,4
2770,25222,3272,1,5
2771,25223,2672,1,6
2772,25224,672,1,175
2773,25225,3472,1,174
2774,25226,5272,1,7
2775,25227,4272,1,8
2776,25228,4472,1,9
2777,25229,5472,1,10
2778,25230,5672,1,176
2779,25231,2272,1,177
2780,25232,4672,1,178
2781,25233,872,1,180
2782,25234,3672,1,181
2783,25235,273,1,1
2784,25236,274,1,1
2785,25237,275,1,1
2786,25238,276,1,1
2787,25239,277,1,1
2788,25240,278,1,1
2789,25241,2074,1,2
2790,25242,2075,1,2
2791,25243,2076,1,2
2792,25244,2077,1,2
2793,25245,2078,1,2
2794,25246,474,1,3
2795,25247,475,1,3
2796,25248,476,1,3
2797,25249,477,1,3
2798,25250,478,1,3
2799,25251,1474,1,4
2800,25252,1475,1,4
2801,25253,1476,1,4
2802,25254,1477,1,4
2803,25255,1478,1,4
2804,25256,3274,1,5
2805,25257,3275,1,5
2806,25258,3276,1,5
2807,25259,3277,1,5
2808,25260,3278,1,5
2809,25261,5274,1,7
2810,25262,5275,1,7
2811,25263,5276,1,7
2812,25264,5277,1,7
2813,25265,5278,1,7
2814,25266,4274,1,8
2815,25267,4275,1,8
2816,25268,4276,1,8
2817,25269,4277,1,8
2818,25270,4278,1,8
2819,25271,4474,1,9
2820,25272,4475,1,9
2821,25273,4476,1,9
2822,25274,4477,1,9
2823,25275,4478,1,9
2824,25276,5474,1,10
2825,25277,5475,1,10
2826,25278,5476,1,10
2827,25279,5477,1,10
2828,25280,5478,1,10
2829,25281,2674,1,6
2830,25282,2675,1,6
2831,25283,2676,1,6
2832,25284,2677,1,6
2833,25285,2678,1,6
2834,25286,674,1,175
2835,25287,675,1,175
2836,25288,676,1,175
2837,25289,677,1,175
2838,25290,678,1,175
2839,25291,3474,1,174
2840,25292,3475,1,174
2841,25293,3476,1,174
2842,25294,3477,1,174
2843,25295,3478,1,174
2844,25296,5674,1,176
2845,25297,5675,1,176
2846,25298,5676,1,176
2847,25299,5677,1,176
2848,25300,5678,1,176
2849,25301,2274,1,177
2850,25302,2275,1,177
2851,25303,2276,1,177
2852,25304,2277,1,177
2853,25305,2278,1,177
2854,25306,4674,1,178
2855,25307,4675,1,178
2856,25308,4676,1,178
2857,25309,4677,1,178
2858,25310,4678,1,178
2859,25311,874,1,180
2860,25312,875,1,180
2861,25313,876,1,180
2862,25314,877,1,180
2863,25315,878,1,180
2864,25316,3674,1,181
2865,25317,3675,1,181
2866,25318,3676,1,181
2867,25319,3677,1,181
2868,25320,3678,1,181
2869,25322,7033,1,131
2870,25323,7233,1,132
2871,25324,7433,1,133
2872,25325,7633,1,134
2873,25326,7833,1,135
2874,25327,8033,1,136
2875,25328,8233,1,137
2876,25329,8433,1,138
2877,25330,9033,1,139
2878,25331,9233,1,140
2879,25332,9433,1,141
2880,25333,7034,1,131
2881,25334,7035,1,131
2882,25335,7036,1,131
2883,25336,7037,1,131
2884,25337,7038,1,131
2885,25338,7234,1,132
2886,25339,7235,1,132
2887,25340,7236,1,132
2888,25341,7237,1,132
2889,25342,7238,1,132
2890,25343,7434,1,133
2891,25344,7435,1,133
2892,25345,7436,1,133
2893,25346,7437,1,133
2894,25347,7438,1,133
2895,25348,7634,1,134
2896,25349,7635,1,134
2897,25350,7636,1,134
2898,25351,7637,1,134
2899,25352,7638,1,134
2900,25353,7834,1,135
2901,25354,7835,1,135
2902,25355,7836,1,135
2903,25356,7837,1,135
2904,25357,7838,1,135
2905,25358,8034,1,136
2906,25359,8035,1,136
2907,25360,8036,1,136
2908,25361,8037,1,136
2909,25362,8038,1,136
2910,25363,8234,1,137
2911,25364,8235,1,137
2912,25365,8236,1,137
2913,25366,8237,1,137
2914,25367,8238,1,137
2915,25368,8434,1,138
2916,25369,8435,1,138
2917,25370,8436,1,138
2918,25371,8437,1,138
2919,25372,8438,1,138
2920,25373,9034,1,139
2921,25374,9035,1,139
2922,25375,9036,1,139
2923,25376,9037,1,139
2924,25377,9038,1,139
2925,25378,9234,1,140
2926,25379,9235,1,140
2927,25380,9236,1,140
2928,25381,9237,1,140
2929,25382,9238,1,140
2930,25383,9434,1,141
2931,25384,9435,1,141
2932,25385,9436,1,141
2933,25386,9437,1,141
2934,25387,9438,1,141
2935,28006,7028,1,131
2936,28007,7029,1,131
2937,28008,7030,1,131
2938,28009,7031,1,131
2939,28010,7032,1,131
2940,28011,7228,1,132
2941,28012,7229,1,132
2942,28013,7230,1,132
2943,28014,7231,1,132
2944,28015,7232,1,132
2945,28016,7428,1,133
2946,28017,7429,1,133
2947,28018,7430,1,133
2948,28019,7431,1,133
2949,28020,7432,1,133
2950,28021,7628,1,134
2951,28022,7629,1,134
2952,28023,7630,1,134
2953,28024,7631,1,134
2954,28025,7632,1,134
2955,28026,7828,1,135
2956,28027,7829,1,135
2957,28028,7830,1,135
2958,28029,7831,1,135
2959,28030,7832,1,135
2960,28031,8028,1,136
2961,28032,8029,1,136
2962,28033,8030,1,136
2963,28034,8031,1,136
2964,28035,8032,1,136
2965,28036,8228,1,137
2966,28037,8229,1,137
2967,28038,8230,1,137
2968,28039,8231,1,137
2969,28040,8232,1,137
2970,28041,8428,1,138
2971,28042,8429,1,138
2972,28043,8430,1,138
2973,28044,8431,1,138
2974,28045,8432,1,138
2975,28046,9028,1,139
2976,28047,9029,1,139
2977,28048,9030,1,139
2978,28049,9031,1,139
2979,28050,9032,1,139
2980,28051,9228,1,140
2981,28052,9229,1,140
2982,28053,9230,1,140
2983,28054,9231,1,140
2984,28055,9232,1,140
2985,28056,9428,1,141
2986,28057,9429,1,141
2987,28058,9430,1,141
2988,28059,9431,1,141
2989,28060,9432,1,141
2990,28492,6207,1,179
2991,28493,6209,1,179
2992,28494,6210,1,179
2993,28495,6211,1,179
2994,28496,6212,1,179
2995,28647,6208,1,179
2996,29948,7039,1,131
2997,29949,7239,1,132
2998,29950,7439,1,133
2999,29951,7639,1,134
3000,29952,7839,1,135
3001,29953,8039,1,136
3002,29954,8239,1,137
3003,29955,8439,1,138
3004,29956,9039,1,139
3005,29957,9239,1,140
3006,30142,279,1,1
3007,30143,280,1,1
3008,30144,281,1,1
3009,30145,282,1,1
3010,30146,283,1,1
3011,30147,2079,1,2
3012,30148,2080,1,2
3013,30149,2081,1,2
3014,30150,2082,1,2
3015,30151,2083,1,2
3016,30152,479,1,3
3017,30153,480,1,3
3018,30154,481,1,3
3019,30155,482,1,3
3020,30156,483,1,3
3021,30157,1479,1,4
3022,30158,1480,1,4
3023,30159,1481,1,4
3024,30160,1482,1,4
3025,30161,1483,1,4
3026,30162,3279,1,5
3027,30163,3280,1,5
3028,30164,3281,1,5
3029,30165,3282,1,5
3030,30166,3283,1,5
3031,30167,5279,1,7
3032,30168,5280,1,7
3033,30169,5281,1,7
3034,30170,5282,1,7
3035,30171,5283,1,7
3036,30172,4279,1,8
3037,30173,4280,1,8
3038,30174,4281,1,8
3039,30175,4282,1,8
3040,30176,4283,1,8
3041,30177,4479,1,9
3042,30178,4480,1,9
3043,30179,4481,1,9
3044,30180,4482,1,9
3045,30181,4483,1,9
3046,30182,5479,1,10
3047,30183,5480,1,10
3048,30184,5481,1,10
3049,30185,5482,1,10
3050,30186,5483,1,10
3051,30187,2679,1,6
3052,30188,2680,1,6
3053,30189,2681,1,6
3054,30190,2682,1,6
3055,30191,2683,1,6
3056,30192,679,1,175
3057,30193,680,1,175
3058,30194,681,1,175
3059,30195,682,1,175
3060,30196,683,1,175
3061,30197,3479,1,174
3062,30198,3480,1,174
3063,30199,3481,1,174
3064,30200,3482,1,174
3065,30201,3483,1,174
3066,30202,5679,1,176
3067,30203,5680,1,176
3068,30204,5681,1,176
3069,30205,5682,1,176
3070,30206,5683,1,176
3071,30207,2279,1,177
3072,30208,2280,1,177
3073,30209,2281,1,177
3074,30210,2282,1,177
3075,30211,2283,1,177
3076,30212,4679,1,178
3077,30213,4680,1,178
3078,30214,4681,1,178
3079,30215,4682,1,178
3080,30216,4683,1,178
3081,30217,879,1,180
3082,30218,880,1,180
3083,30219,881,1,180
3084,30220,882,1,180
3085,30221,883,1,180
3086,30222,3679,1,181
3087,30223,3680,1,181
3088,30224,3681,1,181
3089,30225,3682,1,181
3090,30226,3683,1,181
3091,32640,6220,1,179
3092,32641,6221,1,179
3093,32642,6222,1,179
3094,32643,6223,1,179
3095,32644,6213,1,179
3096,32645,6214,1,179
3097,32646,6215,1,179
3098,32647,6216,1,179
3099,32648,6217,1,179
3100,32649,6218,1,179
3101,32650,6219,1,179
3102,33043,7040,1,131
3103,33044,7041,1,131
3104,33045,7042,1,131
3105,33046,7043,1,131
3106,33047,7044,1,131
3107,33048,7240,1,132
3108,33049,7241,1,132
3109,33050,7242,1,132
3110,33051,7243,1,132
3111,33052,7244,1,132
3112,33053,7440,1,133
3113,33054,7441,1,133
3114,33055,7442,1,133
3115,33056,7443,1,133
3116,33057,7444,1,133
3117,33058,7640,1,134
3118,33059,7641,1,134
3119,33060,7642,1,134
3120,33061,7643,1,134
3121,33062,7644,1,134
3122,33063,7840,1,135
3123,33064,7841,1,135
3124,33065,7842,1,135
3125,33066,7843,1,135
3126,33067,7844,1,135
3127,33068,8040,1,136
3128,33069,8041,1,136
3129,33070,8042,1,136
3130,33071,8043,1,136
3131,33072,8044,1,136
3132,33073,8240,1,137
3133,33074,8241,1,137
3134,33075,8242,1,137
3135,33076,8243,1,137
3136,33077,8244,1,137
3137,33078,8440,1,138
3138,33079,8441,1,138
3139,33080,8442,1,138
3140,33081,8443,1,138
3141,33082,8444,1,138
3142,33083,9040,1,139
3143,33084,9041,1,139
3144,33085,9042,1,139
3145,33086,9043,1,139
3146,33087,9044,1,139
3147,33088,9240,1,140
3148,33089,9241,1,140
3149,33090,9242,1,140
3150,33091,9243,1,140
3151,33092,9244,1,140
3152,33093,9440,1,141
3153,33094,9441,1,141
3154,33095,9442,1,141
3155,33096,9443,1,141
3156,33097,9444,1,141
3157,33947,286,1,1
3158,33948,287,1,1
3159,33949,288,1,1
3160,33950,289,1,1
3161,33951,290,1,1
3162,33952,2086,1,2
3163,33953,2087,1,2
3164,33954,2088,1,2
3165,33955,2089,1,2
3166,33956,2090,1,2
3167,33957,486,1,3
3168,33958,487,1,3
3169,33959,488,1,3
3170,33960,489,1,3
3171,33961,490,1,3
3172,33962,1486,1,4
3173,33963,1487,1,4
3174,33964,1488,1,4
3175,33965,1489,1,4
3176,33966,1490,1,4
3177,33967,3286,1,5
3178,33968,3287,1,5
3179,33969,3288,1,5
3180,33970,3289,1,5
3181,33971,3290,1,5
3182,33972,5286,1,7
3183,33973,5287,1,7
3184,33974,5288,1,7
3185,33975,5289,1,7
3186,33976,5290,1,7
3187,33977,4286,1,8
3188,33978,4287,1,8
3189,33979,4288,1,8
3190,33980,4289,1,8
3191,33981,4290,1,8
3192,33982,4486,1,9
3193,33983,4487,1,9
3194,33984,4488,1,9
3195,33985,4489,1,9
3196,33986,4490,1,9
3197,33987,5486,1,10
3198,33988,5487,1,10
3199,33989,5488,1,10
3200,33990,5489,1,10
3201,33991,5490,1,10
3202,33992,2686,1,6
3203,33993,2687,1,6
3204,33994,2688,1,6
3205,33995,2689,1,6
3206,33996,2690,1,6
3207,33997,686,1,175
3208,33998,687,1,175
3209,33999,688,1,175
3210,34000,689,1,175
3211,34001,690,1,175
3212,34002,3486,1,174
3213,34003,3487,1,174
3214,34004,3488,1,174
3215,34005,3489,1,174
3216,34006,3490,1,174
3217,34007,5686,1,176
3218,34008,5687,1,176
3219,34009,5688,1,176
3220,34010,5689,1,176
3221,34011,5690,1,176
3222,34012,2286,1,177
3223,34013,2287,1,177
3224,34014,2288,1,177
3225,34015,2289,1,177
3226,34016,2290,1,177
3227,34017,4686,1,178
3228,34018,4687,1,178
3229,34019,4688,1,178
3230,34020,4689,1,178
3231,34021,4690,1,178
3232,34022,886,1,180
3233,34023,887,1,180
3234,34024,888,1,180
3235,34025,889,1,180
3236,34026,890,1,180
3237,34027,3686,1,181
3238,34028,3687,1,181
3239,34029,3688,1,181
3240,34030,3689,1,181
3241,34031,3690,1,181
3242,34032,5886,1,183
3243,34033,5887,1,183
3244,34034,5888,1,183
3245,34035,5889,1,183
3246,34036,5890,1,183
3247,34037,1686,1,182
3248,34038,1687,1,182
3249,34039,1688,1,182
3250,34040,1689,1,182
3251,34041,1690,1,182
3252,34042,284,1,1
3253,34043,2084,1,2
3254,34044,484,1,3
3255,34045,1484,1,4
3256,34046,3284,1,5
3257,34047,2684,1,6
3258,34048,684,1,175
3259,34049,3484,1,174
3260,34050,5284,1,7
3261,34051,4284,1,8
3262,34052,4484,1,9
3263,34053,5484,1,10
3264,34054,5684,1,176
3265,34055,2284,1,177
3266,34056,4684,1,178
3267,34057,884,1,180
3268,34058,3684,1,181
3269,34059,5884,1,183
3270,34060,1684,1,182
3271,34061,285,1,1
3272,35468,7050,1,131
3273,35469,7250,1,132
3274,35470,7450,1,133
3275,35471,7650,1,134
3276,35472,7850,1,135
3277,35473,8050,1,136
3278,35474,8250,1,137
3279,35475,8450,1,138
3280,35476,9050,1,139
3281,35477,9250,1,140
3282,35478,9450,1,141
3283,35479,7051,1,131
3284,35480,7052,1,131
3285,35481,7053,1,131
3286,35482,7054,1,131
3287,35483,7055,1,131
3288,35484,7251,1,132
3289,35485,7252,1,132
3290,35486,7253,1,132
3291,35487,7254,1,132
3292,35488,7255,1,132
3293,35489,7451,1,133
3294,35490,7452,1,133
3295,35491,7453,1,133
3296,35492,7454,1,133
3297,35493,7455,1,133
3298,35494,7651,1,134
3299,35495,7652,1,134
3300,35496,7653,1,134
3301,35497,7654,1,134
3302,35498,7655,1,134
3303,35499,7851,1,135
3304,35500,7852,1,135
3305,35501,7853,1,135
3306,35502,7854,1,135
3307,35503,7855,1,135
3308,35504,8051,1,136
3309,35505,8052,1,136
3310,35506,8053,1,136
3311,35507,8054,1,136
3312,35508,8055,1,136
3313,35509,8251,1,137
3314,35510,8252,1,137
3315,35511,8253,1,137
3316,35512,8254,1,137
3317,35513,8255,1,137
3318,35514,8451,1,138
3319,35515,8452,1,138
3320,35516,8453,1,138
