#,Singular,Plural,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Unknown1,Quest,Icon,Action,StackSize,Category,CastTime,CastTimeline,Timeline
2002057,staubig[a] Umschlag,staubig[a] Umschläge,Staubiger Umschlag,4,2,0,1,0,0,False,68090,25918,0,1,1,0,0,0
2002058,Spezialmaterial[p] für Stickix' Werkstatt,Spezialmaterialien[p] für Stickix' Werkstatt,Material für Stickix' Werkstatt,4,1,0,1,2,0,False,68093,26108,0,1,1,0,0,0
2002059,Ballen[p] Wolkenfallen-Pollen,Ballen[p] Wolkenfallen-Pollen,Wolkenfallen-Pollen,4,1,0,1,0,0,False,0,21219,0,99,1,0,0,0
2002060,Flutwurm-Leber,Flutwurm-Lebern,Flutwurm-Leber,3,1,0,1,1,0,False,0,22635,0,99,1,0,0,0
2002061,Debilitans,Debilitantia,Debilitans,3,1,0,1,2,0,False,0,22612,1,1,1,3,1,1
2002062,Knochenprobe,Knochenprobe,Knochenprobe,3,1,0,1,1,0,False,0,22213,0,99,1,0,0,0
2002063,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2002064,Organprobe,Organproben,Organprobe,3,1,0,1,1,0,False,0,22602,0,99,1,0,0,0
2002065,Katana[p] zum Selbstschutz,Katana[p] zum Selbstschutz,Katana zum Selbstschutz,3,1,0,1,2,0,False,68129,36427,0,1,1,0,0,0
2002066,nagelneu[a] Schmiedewerkzeug-Set,nagelneu[a] Schmiedewerkzeug-Sets,Nagelneues Schmiedewerkzeug-Set,4,1,0,1,2,0,False,68154,21003,0,1,1,0,0,0
2002067,gelb[a] Chrysantheme,gelb[a] Chrysanthemen,Gelbe Chrysantheme,3,1,0,1,1,0,False,68030,25029,0,1,1,0,0,0
2002068,Blasrohr,Blasrohre,Blasrohr,4,2,0,1,2,0,False,68031,22452,0,1,1,0,0,0
2002069,,,,0,0,0,1,0,0,False,68032,26015,1766,1,1,3,0,4
2002070,Beutel[p] Vergessenspulver,Beutel[p] Vergessenspulver,Vergessenspulver,4,2,0,1,0,0,False,68033,22623,1,1,1,3,0,0
2002071,rostig[a] Metallbrocken,rostig[a] Metallbrocken,Rostiger Metallbrocken,4,1,0,1,0,0,False,68153,21222,0,1,1,0,0,0
2002072,Decurio,Decurio,Decurio,3,1,0,1,0,0,False,68033,40282,1,1,1,3,0,0
2002073,garleisch[a] Soldat,garleisch[a] Soldaten,Garleischer Soldat,6,1,0,1,0,0,False,68033,40282,1,1,1,3,0,0
2002074,Orchestrion-Zylinder,Orchestrion-Zylinder,Orchestrion-Zylinder,4,2,0,1,0,0,False,68139,26108,0,1,1,0,0,0
2002075,Geschenk[p] für Nanamo,Geschenke[p] für Nanamo,Geschenk für Nanamo,4,2,0,1,2,0,False,68139,26107,0,1,1,0,0,0
2002076,Notizbuch,Notizbücher,Notizbuch,4,2,0,1,2,0,False,68171,26168,0,1,1,0,0,0
2002077,Bund[p] Wildkräuter,Bunde[p] Wildkräuter,Wildkräuter,4,2,0,1,2,0,False,68172,25016,0,6,1,0,0,0
2002078,blutverschmiert[a] Bandana,blutverschmiert[a] Bandanas,Blutverschmiertes Bandana,4,1,0,1,2,0,False,68188,23301,0,1,1,0,0,0
2002079,Sack[p] Thavnair-Kalkstein,Säcke[p] Thavnair-Kalkstein,Thavnair-Kalkstein,4,2,0,1,0,0,False,68182,27404,1,4,1,3,0,0
2002080,Flasche[p] kristallklarer Arrak,Flaschen[p] kristallklarer Arrak,Kristallklarer Arrak,3,1,0,1,1,0,False,68396,25057,0,1,1,0,0,0
2002081,Orchestrion-Gehäuse,Orchestrion-Gehäuse,Orchestrion-Gehäuse,4,2,0,1,2,0,False,68139,21003,0,1,1,0,0,0
2002082,Satz[p] Orchestrion-Verzierungen,Sätze[p] Orchestrion-Verzierungen,Orchestrion-Verzierungen,2,2,0,1,0,0,False,68139,21002,0,1,1,0,0,0
2002083,Bodenprobe,Bodenproben,Bodenprobe,3,1,0,1,1,0,False,68179,21465,0,3,1,0,0,0
2002084,Wasserprobe,Wasserproben,Wasserprobe,3,1,0,1,1,0,False,68179,22614,0,1,1,0,0,0
2002085,Brocken[p] Sarcosuchus-Fleisch,Brocken[p] Sarcosuchus-Fleisch,Sarcosuchus-Fleisch,4,1,0,1,0,0,False,68180,25151,0,3,1,0,0,0
2002086,Velodyna-Pfifferling,Velodyna-Pfifferlinge,Velodyna-Pfifferling,2,2,0,1,0,0,False,68180,25401,0,3,1,0,0,0
2002087,Erd-Exergon-Kern,Erd-Exergon-Kerne,Erd-Exergon-Kern,4,2,0,1,0,0,False,68183,21264,0,3,1,0,0,0
2002088,Waffenschmied-Ölkanne,Waffenschmied-Ölkannen,Waffenschmied-Ölkanne,3,1,0,1,1,0,False,68212,22636,0,3,1,0,0,0
2002089,gesegnet[a] Stein,gesegnet[a] Steine,Gesegneter Stein,4,2,0,1,0,0,False,68251,21454,0,1,1,0,0,0
2002090,Fläschchen[p] abgestandenen Bieres,Fläschchen[p] abgestandenen Bieres,Abgestandenes Bier,4,1,0,1,2,0,False,68354,20643,1,1,1,3,0,0
2002091,Handvoll[p] Ameisenpulver,Handvoll[p] Ameisenpulver,Ameisenpulver,3,1,0,1,1,0,False,68404,21006,1,1,1,3,0,0
2002092,Phiole[p] Ameisenlöwen-Sekret,Phiolen[p] Ameisenlöwen-Sekret,Ameisenlöwen-Sekret,3,1,0,1,1,0,False,68404,20661,0,1,1,0,0,0
2002093,stinkend[a] Fisch,stinkend[a] Fische,Stinkender Fisch,4,2,0,1,0,0,False,68017,29034,1,2,1,3,0,0
2002094,unversehrt[a] Krabbenpanzer,unversehrt[a] Krabbenpanzer,Unversehrter Krabbenpanzer,4,2,0,1,0,0,False,68019,22257,0,1,1,0,0,0
2002095,funkelnd[a] Edelstein,funkelnd[a] Edelsteine,Funkelnder Edelstein,4,2,0,1,0,0,False,68022,26513,0,1,1,0,0,0
2002096,Yasakani no Magatama,Yasakani no Magatama,Yasakani no Magatama,3,1,0,1,0,0,False,68023,26513,0,1,1,0,0,0
2002097,klein[a] Panda,klein[a] Pandas,Kleiner Panda,4,1,0,1,0,0,False,68206,59534,0,2,1,0,0,0
2002098,Topf[p] mit glutheißer Lava,Töpfe[p] mit glutheißer Lava,Topf mit glutheißer Lava,4,2,0,1,0,0,False,68211,30352,0,6,1,0,0,0
2002099,Zeichnung[p] von Yugiri und Gosetsu,Zeichnungen[p] von Yugiri und Gosetsu,Zeichnung von Yugiri und Gosetsu,3,1,0,1,1,0,False,68009,26151,3140,1,1,0,0,0
2002100,kräftig rot[a] Koralle,kräftig rot[a] Korallen,Kräftig rote Koralle,3,1,0,1,1,0,False,68239,29060,0,3,1,0,0,0
2002101,Wakizashi,Wakizashi,Wakizashi,3,1,0,1,2,0,False,68247,36432,0,1,1,0,0,0
2002102,Büschel[p] purpurroten Seegrases,Büschel[p] purpurroten Seegrases,Purpurrotes Seegras,4,2,0,1,2,0,False,68252,26110,0,3,1,0,0,0
2002103,Vitalpilz,Vitalpilze,Vitalpilz,2,2,0,1,0,0,False,68252,25405,0,3,1,0,0,0
2002104,Stück[p] frischen Fleisches eines Insel-Gedans,Stücke[p] frischen Fleisches eines Insel-Gedans,Frisches Fleisch eines Insel-Gedans,4,2,0,1,2,0,False,68252,25159,0,3,1,0,0,0
2002105,Zugvogelschatz,Zugvogelschätze,Zugvogelschatz,2,2,0,1,0,0,False,68253,26001,0,3,1,0,0,0
2002106,Packung[p] Dörrfische,Packungen[p] Dörrfische,Dörrfische,4,2,0,1,1,0,False,68278,26109,0,1,1,0,0,0
2002107,Kiste[p] mit halbfertigen Glöckchen,Kisten[p] mit halbfertigen Glöckchen,Halbfertige Glöckchen,3,1,0,1,1,0,False,68278,26108,0,1,1,0,0,0
2002108,Kieselstein,Kieselsteine,Kieselstein,4,2,0,1,0,0,False,68278,21222,0,4,1,0,0,0
2002109,Meffrids Talisman,Meffrids Talismane,Meffrids Talisman,4,2,0,0,0,1,False,68000,26110,0,1,1,0,0,0
2002110,Notfall-Trank,Notfall-Tränke,Notfall-Trank,4,2,0,1,0,0,False,68001,20661,0,3,1,0,0,0
2002111,Batzen[p] Steppen-Dzo-Fleisch,Batzen[p] Steppen-Dzo-Fleisch,Steppen-Dzo-Fleisch,4,1,0,1,0,0,False,68292,25152,0,4,1,0,0,0
2002112,Flasche[p] Laternenöl,Flaschen[p] Laternenöl,Laternenöl,3,1,0,1,1,0,False,68314,25452,1,5,1,3,0,0
2002113,Stapel[p] Veteranen-Jagdlizenzen der Klasse 1,Stapel[p] Veteranen-Jagdlizenzen der Klasse 1,Veteranen-Jagdlizenzen der Klasse 1,4,2,0,1,0,0,False,0,26504,1,1,4,0,0,0
2002114,Stapel[p] Veteranen-Jagdlizenzen der Klasse 2,Stapel[p] Veteranen-Jagdlizenzen der Klasse 2,Veteranen-Jagdlizenzen der Klasse 2,4,2,0,1,0,0,False,0,26505,1,1,4,0,0,0
2002115,Stapel[p] Veteranen-Jagdlizenzen der Klasse 3,Stapel[p] Veteranen-Jagdlizenzen der Klasse 3,Veteranen-Jagdlizenzen der Klasse 3,4,2,0,1,0,0,False,0,26506,1,1,4,0,0,0
2002116,Veteranen-Hochwild-Jagdlizenz,Veteranen-Hochwild-Jagdlizenzen,Veteranen-Hochwild-Jagdlizenz,3,1,0,1,1,0,False,0,26507,1,1,4,0,0,0
2002117,Schwert[p] der Mol,Schwerter[p] der Mol,Schwert der Mol,4,2,0,1,2,0,False,68337,30420,0,1,1,0,0,0
2002118,Devotionalienkiste,Devotionalienkisten,Devotionalienkiste,3,1,0,1,1,0,False,68337,26109,0,1,1,0,0,0
2002119,Fläschchen[p] reinen Wassers,Fläschchen[p] reinen Wassers,Reines Wasser,4,1,0,1,2,0,False,68337,22614,0,1,1,0,0,0
2002120,Stück[p] grob gemasertes Holz,Stücke[p] grob gemasertes Holz,Grob gemasertes Holz,4,2,0,1,2,0,False,0,22455,1,99,1,0,0,0
2002121,Stück[p] fein gemasertes Holz,Stücke[p] fein gemasertes Holz,Fein gemasertes Holz,4,2,0,1,2,0,False,0,22459,1,99,1,0,0,0
2002122,Eimer[p] Himmelssäulen-Saft,Eimer[p] Himmelssäulen-Saft,Himmelssäulen-Saft,4,2,0,1,0,0,False,0,22642,1,99,1,0,0,0
2002123,Streifen[p] getrockneter Borke,Streifen[p] getrockneter Borke,Getrocknete Borke,4,1,0,1,0,0,False,0,22634,1,99,1,0,0,0
2002124,Streifen[p] junger Borke,Streifen[p] junger Borke,Junge Borke,4,1,0,1,0,0,False,0,22418,1,99,1,0,0,0
2002125,Othard-Kiefernholzscheit,Othard-Kiefernholzscheite,Othard-Kiefernholzscheit,4,2,0,1,0,0,False,0,22414,1,99,1,0,0,0
2002126,hochwertig[a] Othard-Kiefernholzscheit,hochwertig[a] Othard-Kiefernholzscheite,Hochwertiger Othard-Kiefernholzscheit,4,2,0,1,0,0,False,0,22411,1,99,1,0,0,0
2002127,Zweig[p] einer roten Fächerkoralle,Zweige[p] einer roten Fächerkoralle,Rote Fächerkoralle,4,2,0,1,0,0,False,0,29060,1,99,1,0,0,0
2002128,verknotet[a] Seefeder,verknotet[a] Seefedern,Verknotete Seefeder,3,1,0,1,1,0,False,0,23106,1,99,1,0,0,0
2002129,hart[a] Bambusstange,hart[a] Bambusstangen,Harte Bambusstange,3,1,0,1,1,0,False,0,22452,1,99,1,0,0,0
2002130,biegsam[a] Bambusstange,biegsam[a] Bambusstangen,Biegsame Bambusstange,3,1,0,1,1,0,False,0,22451,1,99,1,0,0,0
2002131,Yanxia-Kiefernholzscheit,Yanxia-Kiefernholzscheite,Yanxia-Kiefernholzscheit,4,2,0,1,0,0,False,0,22411,1,99,1,0,0,0
2002132,Büschel[p] Glockengras,Büschel[p] Glockengras,Glockengras,4,2,0,1,0,0,False,0,25016,1,99,1,0,0,0
2002133,Büschel[p] langen Glockengrases,Büschel[p] langen Glockengrases,Langes Glockengras,4,2,0,1,0,0,False,0,25015,1,99,1,0,0,0
2002134,Abendkiefern-Holzscheit,Abendkiefern-Holzscheite,Abendkiefern-Holzscheit,4,2,0,1,0,0,False,0,22411,1,99,1,0,0,0
2002135,Blöktöter-Pflanze,Blöktöter-Pflanzen,Blöktöter,3,1,0,1,1,0,False,0,25035,1,99,1,0,0,0
2002136,frisch[a] Laubblatt,frisch[a] Laubblätter,Frisches Laubblatt,2,2,0,1,2,0,False,0,25202,1,99,1,0,0,0
2002137,duftend[a] Blatt,duftend[a] Blätter,Duftendes Blatt,2,2,0,1,2,0,False,0,25201,1,99,1,0,0,0
2002138,Handvoll[p] duftender Blüten,Handvoll[p] duftender Blüten,Duftende Blüten,3,1,0,1,1,0,False,0,25022,1,99,1,0,0,0
2002139,Handvoll[p] perfekt duftender Blüten,Handvoll[p] perfekt duftender Blüten,Perfekt duftende Blüten,3,1,0,1,1,0,False,0,22627,1,99,1,0,0,0
2002140,Schnabelblume,Schnabelblumen,Schnabelblume,3,1,0,1,1,0,False,0,25022,1,99,1,0,0,0
2002141,Handvoll[p] Wildgemüsesamen,Handvoll[p] Wildgemüsesamen,Wildgemüsesamen,3,1,0,1,1,0,False,0,27457,1,99,1,0,0,0
2002142,Handvoll[p] reiner Wildgemüsesamen,Handvoll[p] reiner Wildgemüsesamen,Reine Wildgemüsesamen,3,1,0,1,1,0,False,0,27458,1,99,1,0,0,0
2002143,Cermet-Rüstungsplatte,Cermet-Rüstungsplatten,Cermet-Rüstungsplatte,3,1,0,1,1,0,False,0,20953,1,99,1,0,0,0
2002144,eloxiert[a] Cermet-Rüstungsplatte,eloxiert[a] Cermet-Rüstungsplatten,Eloxierte Cermet-Rüstungsplatte,3,1,0,1,1,0,False,0,20960,1,99,1,0,0,0
2002145,fossil[a] Molluske,fossil[a] Mollusken,Fossile Molluske,3,1,0,1,1,0,False,0,29059,1,99,1,0,0,0
2002146,erodiert[a] Stein,erodiert[a] Steine,Erodierter Stein,4,2,0,1,0,0,False,0,21453,1,99,1,0,0,0
2002147,nicht erodiert[a] Stein[p],nicht erodiert[a] Steine[p],Nicht erodierter Stein,4,2,0,1,0,0,False,0,21202,1,99,1,0,0,0
2002148,Rubinsee-Erz-Probe,Rubinsee-Erz-Proben,Rubinsee-Erz-Probe,3,1,0,1,1,0,False,0,21210,1,99,1,0,0,0
2002149,makellos[a] Rubinsee-Erz-Probe,makellos[a] Rubinsee-Erz-Proben,Makellose Rubinsee-Erz-Probe,3,1,0,1,1,0,False,0,21212,1,99,1,0,0,0
2002150,Brocken[p] Grünsee-Mergel,Brocken[p] Grünsee-Mergel,Grünsee-Mergel,4,1,0,1,0,0,False,0,21459,1,99,1,0,0,0
2002151,Stück[p] einer versteinerten Koralle,Stücke[p] einer versteinerten Koralle,Versteinerte Koralle,4,2,0,1,2,0,False,0,22209,1,99,1,0,0,0
2002152,Stück[p] rissiger Marmor,Stücke[p] rissiger Marmor,Rissiger Marmor,4,2,0,1,2,0,False,0,21454,1,99,1,0,0,0
2002153,Stück[p] fester Marmor,Stücke[p] fester Marmor,Fester Marmor,4,2,0,1,2,0,False,0,21251,1,99,1,0,0,0
2002154,garleisch[a] Jäger-Exopanzerplatte,garleisch[a] Jäger-Exopanzerplatten,Garleische Jäger-Exopanzerplatte,3,1,0,1,1,0,False,0,20960,1,99,1,0,0,0
2002155,Ryurin-Brücken-Pflasterstein,Ryurin-Brücken-Pflastersteine,Ryurin-Brücken-Pflasterstein,4,2,0,1,0,0,False,0,21203,1,99,1,0,0,0
2002156,Ryurin-Brücken-Eckstein,Ryurin-Brücken-Ecksteine,Ryurin-Brücken-Eckstein,4,2,0,1,0,0,False,0,21470,1,99,1,0,0,0
2002157,Handvoll[p] bunter Kiesel,Handvoll[p] bunter Kiesel,Bunte Kiesel,3,1,0,1,1,0,False,0,21326,1,99,1,0,0,0
2002158,Steppen-Glühstein,Steppen-Glühsteine,Steppen-Glühstein,4,2,0,1,0,0,False,0,21278,1,99,1,0,0,0
2002159,Handvoll[p] Nhaama-Wüstensand,Handvoll[p] Nhaama-Wüstensand,Nhaama-Wüstensand,3,1,0,1,1,0,False,0,21453,1,99,1,0,0,0
2002160,Handvoll[p] grober Nhaama-Wüstensand,Handvoll[p] grober Nhaama-Wüstensand,Grober Nhaama-Wüstensand,3,1,0,1,1,0,False,0,21454,1,99,1,0,0,0
2002161,Handvoll[p] erdiger Kies,Handvoll[p] erdiger Kies,Erdiger Kies,3,1,0,1,1,0,False,0,21453,1,99,1,0,0,0
2002162,Handvoll[p] violetter Kies,Handvoll[p] violetter Kies,Violetter Kies,3,1,0,1,1,0,False,0,21477,1,99,1,0,0,0
2002163,Trümmer-Ziegelstein,Trümmer-Ziegelsteine,Trümmer-Ziegelstein,4,2,0,1,0,0,False,0,22609,1,99,1,0,0,0
2002164,Brocken[p] wertloses Erz,Brocken[p] wertloses Erz,Wertloses Erz,4,1,0,1,0,0,False,0,21210,1,99,1,0,0,0
2002165,Brocken[p] wertvolles Erz,Brocken[p] wertvolles Erz,Wertvolles Erz,4,1,0,1,0,0,False,0,21208,1,99,1,0,0,0
2002166,kieselsteinartig[a] Gegenstand,kieselsteinartig[a] Gegenstände,Kieselsteinartiger Gegenstand,4,2,0,1,0,0,False,68159,21259,0,1,1,0,0,0
2002167,Edgyths Brief,Edgyths Briefe,Edgyths Brief,4,2,0,0,0,1,False,68159,26185,0,1,1,0,0,0
2002168,Testlösung,Testlösungen,Testlösung,3,1,0,1,1,0,False,68159,20645,0,1,1,0,0,0
2002169,Paar[p] fortgeworfener Handschuhe,Paar[p] fortgeworfener Handschuhe,Fortgeworfene Handschuhe,4,1,0,1,2,0,False,68631,44082,0,1,1,0,0,0
2002170,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2002171,leer[a] dalmascanisch[a] Weinflasche,leer[a] dalmascanisch[a] Weinflaschen,Leere dalmascanische Weinflasche,3,1,0,1,1,0,False,68626,25057,0,1,1,0,0,0
2002172,Flasche[p] Suhd Viandja Rosé,Flaschen[p] Suhd Viandja Rosé,Suhd Viandja Rosé,3,1,0,1,1,0,False,68626,25057,0,1,1,0,0,0
2002173,betäubt[a] Lamm,betäubt[a] Lämmer,Betäubtes Lamm,4,2,0,1,2,0,False,68307,59441,0,1,1,0,0,0
2002174,Schreiben[p] an die Ostaldenard-HG,Schreiben[p] an die Ostaldenard-HG,Schreiben an die Ostaldenard-HG,4,1,0,1,2,0,False,68482,26173,0,1,1,0,0,0
2002175,Päckchen[p] von Cid Garlond,Päckchen[p] von Cid Garlond,Päckchen von Cid Garlond,4,1,0,1,2,0,False,68482,26109,0,1,1,0,0,0
2002176,heikl[a] Sprengsatz,heikl[a] Sprengsätze,Heikler Sprengsatz,2,2,0,1,0,0,False,68483,25907,1766,1,1,3,0,4
2002177,abgerissen[a] Panzerplatte,abgerissen[a] Panzerplatten,Abgerissene Panzerplatte,3,1,0,1,1,0,False,68483,20961,0,15,1,0,0,0
2002178,Samurai-Schwert,Samurai-Schwerter,Samurai-Schwert,4,2,0,1,2,0,False,68058,36427,0,1,1,0,0,0
2002179,Rauchbombe,Rauchbomben,Rauchbombe,3,1,0,1,1,0,False,68186,26015,1276,7,1,3,0,6
2002180,prall gefüllt[a] Fischkorb[p],prall gefüllt[a] Fischkörbe[p],Prall gefüllter Fischkorb,4,2,0,1,0,0,False,68434,22261,0,1,1,0,0,0
2002181,Umschlag[p] für X'rhun Tia,Umschläge[p] für X'rhun Tia,Umschlag für X'rhun Tia,4,2,0,1,0,0,False,68114,26171,0,1,1,0,0,0
2002182,robust[a] Eisenschlüssel,robust[a] Eisenschlüssel,Robuster Eisenschlüssel,4,2,0,1,0,0,False,68115,25903,1,1,1,3,0,0
2002183,Brief[p] an Maral,Briefe[p] an Maral,Brief an Maral,4,2,0,1,0,0,False,68326,26151,0,1,1,0,0,0
2002184,extrastark[a] Knallerbse,extrastark[a] Knallerbsen,Extrastarke Knallerbse,3,1,0,1,1,0,False,68178,26015,1,1,1,3,0,0
2002185,beschädigt[a] Grizzly-Fell,beschädigt[a] Grizzly-Felle,Beschädigtes Grizzly-Fell,3,2,0,1,2,0,False,68147,21820,0,1,1,0,0,0
2002186,abgerissen[a] Panzerplatte,abgerissen[a] Panzerplatten,Abgerissene Panzerplatte,3,1,0,1,1,0,False,68057,26107,0,3,1,0,0,0
2002187,abgerissen[a] Panzerplatte,abgerissen[a] Panzerplatten,Abgerissene Panzerplatte,3,1,0,1,1,0,False,68057,26107,0,3,1,0,0,0
2002188,Raubahns Paket,Raubahns Pakete,Raubahns Paket,3,2,0,0,2,1,False,68088,21003,0,1,1,0,0,0
2002189,verrußt[a] Steintafel,verrußt[a] Steintafeln,Verrußte Steintafel,3,1,0,1,1,0,False,68120,26201,0,1,1,0,0,0
2002190,beschädigt[a] Steintafel,beschädigt[a] Steintafeln,Beschädigte Steintafel,3,1,0,1,1,0,False,68120,26201,0,1,1,0,0,0
2002191,zerbrochen[a] Steintafel,zerbrochen[a] Steintafeln,Zerbrochene Steintafel,3,1,0,1,1,0,False,68120,26201,0,1,1,0,0,0
2002192,Seelenstein[p] eines massiven Urolithen,Seelensteine[p] eines massiven Urolithen,Seelenstein eines massiven Urolithen,4,2,0,1,0,0,False,68120,21278,0,1,1,0,0,0
2002193,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2002194,Das Blut der Nacht,Das Blut der Nacht,Das Blut der Nacht,3,1,0,0,2,1,False,68121,26158,0,1,1,0,0,0
2002195,Einladung[p] zum Bankett,Einladungen[p] zum Bankett,Einladung zum Bankett,3,1,0,1,1,0,False,68098,26173,0,1,1,0,0,0
2002196,Stück[p] Großwieselfleisch,Stücke[p] Großwieselfleisch,Großwieselfleisch,4,2,0,1,2,0,False,68040,25155,0,9,1,0,0,0
2002197,Beutel[p] mit Großwieselfleisch,Beutel[p] mit Großwieselfleisch,Beutel mit Großwieselfleisch,4,2,0,1,0,0,False,68040,26111,0,1,1,0,0,0
2002198,Zeichnung[p] des Verstorbenen,Zeichnungen[p] des Verstorbenen,Zeichnung des Verstorbenen,3,1,0,1,1,0,False,68271,25999,3140,1,1,0,0,0
2002199,Beutel[p] mit Innereien,Beutel[p] mit Innereien,Innereien,4,2,0,1,0,0,False,68040,26111,1,3,1,1,0,0
2002200,Glöckchen[p] von Gyobokus Bruder,Glöckchen[p] von Gyobokus Bruder,Glöckchen von Gyobokus Bruder,4,1,0,1,2,0,False,68279,21002,3140,1,1,0,0,0
2002201,zerbeult[a] Kanne,zerbeult[a] Kannen,Zerbeulte Kanne,3,1,0,1,1,0,False,68303,24453,3140,1,1,0,0,0
2002202,Milchkanne,Milchkannen,Milchkanne,3,1,0,1,1,0,False,68303,24453,0,1,1,0,0,0
2002203,Beutel[p] mit braunem Fladen,Beutel[p] mit braunem Fladen,Brauner Fladen,4,2,0,1,0,0,False,68041,27455,0,4,1,0,0,0
2002204,Seelenbaumwurzel,Seelenbaumwurzeln,Seelenbaumwurzel,3,1,0,1,1,0,False,68037,25005,0,2,1,0,0,0
2002205,Urolithen-Seelenstein,Urolithen-Seelensteine,Urolithen-Seelenstein,4,2,0,1,0,0,False,68191,21278,0,2,1,0,0,0
2002206,Stück[p] Tigerfleisch,Stücke[p] Tigerfleisch,Tigerfleisch,4,2,0,1,2,0,False,68268,25153,0,2,1,0,0,0
2002207,Büschel[p] Schwertgras,Büschel[p] Schwertgras,Schwertgras,4,2,0,1,2,0,False,68045,25035,0,8,1,0,0,0
2002208,,,,0,0,0,1,0,0,False,0,59441,0,1,1,0,0,0
2002209,Gaganaleder-Schatzkarte,Gaganaleder-Schatzkarten,Gaganaleder-Schatzkarte,3,1,0,1,1,0,False,0,26151,1,1,2,0,0,0
2002210,Gazellenleder-Schatzkarte,Gazellenleder-Schatzkarten,Gazellenleder-Schatzkarte,3,1,0,1,1,0,False,0,26151,1,1,2,0,0,0
2002211,Kristallhalskette,Kristallhalsketten,Kristallhalskette,3,1,0,1,1,0,False,68355,54968,0,1,1,0,0,0
2002212,frisch[a] Gyuki-Leber,frisch[a] Gyuki-Lebern,Frische Gyuki-Leber,3,1,0,1,1,0,False,68220,25155,0,3,1,0,0,0
2002213,klein[a] Vogelkäfig,klein[a] Vogelkäfige,Kleiner Vogelkäfig,4,2,0,1,0,0,False,68264,22261,1,1,1,3,0,0
2002214,leer[a] Topf,leer[a] Töpfe,Leerer Topf,2,2,0,1,0,0,False,68358,25055,0,1,1,0,0,0
2002215,Topf[p] voll Harz,Töpfe[p] voll Harz,Topf voll Harz,2,2,0,1,0,0,False,68358,25055,0,1,1,0,0,0
2002216,Gläschen[p] Arrak,Gläschen[p] Arrak,Arrak,4,1,0,1,2,0,False,68366,25057,0,4,1,0,0,0
2002217,Versorgungskiste,Versorgungskisten,Versorgungskiste,3,1,0,1,1,0,False,68370,21003,0,1,1,0,0,0
2002218,Halskette[p] von sentimentalem Wert,Halsketten[p] von sentimentalem Wert,Halskette von sentimentalem Wert,3,1,0,1,1,0,False,68371,54816,0,1,1,0,0,0
2002219,gestohlen[a] Kiste,gestohlen[a] Kisten,Gestohlene Kiste,3,1,0,1,1,0,False,68373,21003,0,2,1,0,0,0
2002220,Muhtsu-Horn,Muhtsu-Hörner,Muhtsu-Horn,4,2,0,1,2,0,False,68383,22205,0,1,1,0,0,0
2002221,Tasse[p] Muhtsu-Kräutertee,Tassen[p] Muhtsu-Kräutertee,Muhtsu-Kräutertee,3,1,0,1,1,0,False,68384,24406,0,1,1,0,0,0
2002222,groß[a] Mooskugel,groß[a] Mooskugeln,Große Mooskugel,3,1,0,1,1,0,False,68391,22625,1,2,1,3,0,0
2002223,scharlachrot[a] Flagge,scharlachrot[a] Flaggen,Scharlachrote Flagge,3,1,0,1,1,0,False,68223,21615,0,1,1,0,0,0
2002224,Inventarliste,Inventarlisten,Inventarliste,3,1,0,1,1,0,False,68223,25906,0,1,1,0,0,0
2002225,Vertragsentwurf,Vertragsentwürfe,Vertragsentwurf,4,2,0,1,0,0,False,68224,26151,0,1,1,0,0,0
2002226,Flughai-Flosse,Flughai-Flossen,Flughai-Flosse,3,1,0,1,1,0,False,68224,22251,0,1,1,0,0,0
2002227,,,,0,0,0,1,0,0,False,0,21003,0,1,1,0,0,0
2002228,,,,0,0,0,1,0,0,False,0,26151,0,1,1,0,0,0
2002229,Topf[p] Gedan-Fett,Töpfe[p] Gedan-Fett,Gedan-Fett,4,2,0,1,0,0,False,68298,22603,0,1,1,0,0,0
2002230,Topf[p] Gedan-Fett,Töpfe[p] Gedan-Fett,Gedan-Fett,2,2,0,1,0,0,False,68299,22603,0,1,1,0,0,0
2002231,Qestir-Schriftstück,Qestir-Schriftstücke,Qestir-Schriftstück,4,2,0,1,2,0,False,68299,25906,0,1,1,0,0,0
2002232,verformt[a] Kugel,verformt[a] Kugeln,Verformte Kugel,3,1,0,1,1,0,False,68442,26108,0,1,1,0,0,0
2002233,Lederhalsband,Lederhalsbänder,Lederhalsband,4,2,0,1,2,0,False,68442,26316,0,1,1,0,0,0
2002234,spitz[a] Steinsplitter,spitz[a] Steinsplitter,Spitzer Steinsplitter,4,2,0,1,0,0,False,0,21452,0,99,1,0,0,0
2002235,entwendet[a] Schmuckstück,entwendet[a] Schmuckstücke,Entwendetes Schmuckstück,4,2,0,1,2,0,False,0,26111,0,99,1,0,0,0
2002236,Äthergramm-Karte[p] II,Äthergramm-Karten[p] II,Äthergramm-Karte II,3,1,0,1,1,0,False,0,26151,1,1,2,0,0,0
2002237,Turnier-Einladung,Turnier-Einladungen,Turnier-Einladung,3,1,0,1,1,0,False,68107,26173,0,1,1,0,0,0
