#,GatheringType,Item[0],Item[1],Item[2],Item[3],Item[4],Item[5],Item[6],Item[7],GatheringLevel
1187,3,11089,0,0,0,0,0,0,0,1
1188,1,804,0,0,0,0,0,0,0,100
1189,0,803,0,0,0,0,0,0,0,100
1190,1,807,808,0,0,0,0,0,0,100
1191,2,802,809,0,0,0,0,0,0,100
1192,3,805,0,0,0,0,0,0,0,100
1193,2,806,0,0,0,0,0,0,0,100
1194,0,11091,11095,11097,11100,11107,0,0,8,90
1195,1,11092,11106,11109,11111,0,0,0,8,90
1196,1,11093,11096,11102,11105,0,0,0,8,90
1197,1,11090,11099,11104,11110,0,0,0,8,90
1198,0,11098,11101,11108,11113,0,0,0,8,90
1199,0,11094,11103,11112,0,0,0,0,8,90
1200,2,11115,11119,11121,11124,11131,0,0,12,90
1201,3,11116,11130,11133,11135,0,0,0,12,90
1202,2,11117,11120,11126,11129,0,0,0,12,90
1203,2,11114,11123,11128,11134,0,0,0,12,90
1204,2,11122,11125,11132,11137,0,0,0,12,90
1205,3,11118,11127,11136,0,0,0,0,12,90
1206,1,11138,0,0,0,0,0,0,0,1
1207,1,11138,0,0,0,0,0,0,0,1
1208,1,11138,0,0,0,0,0,0,0,1
1209,1,11139,11140,11141,0,0,0,0,0,1
1210,1,11139,0,0,0,0,0,0,0,1
1211,1,11139,11140,11141,0,0,0,0,0,1
1212,1,11139,0,0,0,0,0,0,0,1
1213,0,11142,0,0,0,0,0,0,0,1
1214,0,11142,0,0,0,0,0,0,0,1
1215,0,11142,0,0,0,0,0,0,0,1
1216,0,11143,0,0,0,0,0,0,0,1
1217,1,11144,0,0,0,0,0,0,0,1
1218,1,11144,0,0,0,0,0,0,0,1
1219,1,11145,0,0,0,0,0,0,0,1
1220,1,11144,0,0,0,0,0,0,0,1
1221,1,11146,0,0,0,0,0,0,0,1
1222,1,11149,0,0,0,0,0,0,0,1
1223,1,11150,11151,11152,0,0,0,0,0,1
1224,1,11153,0,0,0,0,0,0,0,1
1225,1,11147,0,0,0,0,0,0,0,1
1226,1,11150,11151,11152,0,0,0,0,0,1
1227,0,11154,11155,0,0,0,0,0,0,1
1228,0,11156,11157,0,0,0,0,0,0,1
1229,0,11156,0,0,0,0,0,0,0,1
1230,0,11156,0,0,0,0,0,0,0,1
1231,0,11158,11159,11160,0,0,0,0,0,1
1232,0,11161,0,0,0,0,0,0,0,1
1233,0,11161,11162,11163,0,0,0,0,0,1
1234,0,11164,0,0,0,0,0,0,0,1
1235,0,11158,0,0,0,0,0,0,0,1
1236,1,11165,0,0,0,0,0,0,0,1
1237,1,11165,0,0,0,0,0,0,0,1
1238,1,11166,0,0,0,0,0,0,0,1
1239,1,11167,0,0,0,0,0,0,0,1
1240,1,11168,0,0,0,0,0,0,0,1
1241,1,11169,0,0,0,0,0,0,0,1
1242,1,11170,11171,0,0,0,0,0,0,1
1243,1,11172,0,0,0,0,0,0,0,1
1244,0,11175,0,0,0,0,0,0,0,1
1245,0,11173,0,0,0,0,0,0,0,1
1246,0,11173,0,0,0,0,0,0,0,1
1247,0,11174,11175,0,0,0,0,0,0,1
1248,3,11176,0,0,0,0,0,0,0,1
1249,3,11176,0,0,0,0,0,0,0,1
1250,3,11176,0,0,0,0,0,0,0,1
1251,3,11177,11178,11179,0,0,0,0,0,1
1252,3,11177,0,0,0,0,0,0,0,1
1253,3,11177,11178,11179,0,0,0,0,0,1
1254,3,11177,0,0,0,0,0,0,0,1
1255,2,11180,0,0,0,0,0,0,0,1
1256,2,11180,0,0,0,0,0,0,0,1
1257,2,11180,0,0,0,0,0,0,0,1
1258,2,11181,0,0,0,0,0,0,0,1
1259,2,11182,0,0,0,0,0,0,0,1
1260,2,11182,0,0,0,0,0,0,0,1
1261,2,11183,0,0,0,0,0,0,0,1
1262,2,11182,0,0,0,0,0,0,0,1
1263,2,11184,0,0,0,0,0,0,0,1
1264,2,11187,0,0,0,0,0,0,0,1
1265,2,11188,11189,11190,0,0,0,0,0,1
1266,2,11191,0,0,0,0,0,0,0,1
1267,2,11185,0,0,0,0,0,0,0,1
1268,2,11188,11189,11190,0,0,0,0,0,1
1269,3,11192,11193,0,0,0,0,0,0,1
1270,3,11194,11195,0,0,0,0,0,0,1
1271,3,11194,0,0,0,0,0,0,0,1
1272,3,11194,0,0,0,0,0,0,0,1
1273,3,11196,11197,11198,0,0,0,0,0,1
1274,3,11199,0,0,0,0,0,0,0,1
1275,3,11199,11200,11201,0,0,0,0,0,1
1276,3,11202,0,0,0,0,0,0,0,1
1277,3,11196,0,0,0,0,0,0,0,1
1278,3,11203,0,0,0,0,0,0,0,1
1279,3,11203,0,0,0,0,0,0,0,1
1280,3,11204,0,0,0,0,0,0,0,1
1281,3,11205,0,0,0,0,0,0,0,1
1282,3,11206,0,0,0,0,0,0,0,1
1283,3,11207,0,0,0,0,0,0,0,1
1284,3,11208,11209,0,0,0,0,0,0,1
1285,3,11210,0,0,0,0,0,0,0,1
1286,3,11213,0,0,0,0,0,0,0,1
1287,3,11211,0,0,0,0,0,0,0,1
1288,3,11211,0,0,0,0,0,0,0,1
1289,3,11212,11213,0,0,0,0,0,0,1
1290,1,11214,0,0,0,0,0,0,0,1
1291,0,11215,0,0,0,0,0,0,0,1
1292,0,11216,0,0,0,0,0,0,0,1
1293,3,11217,0,0,0,0,0,0,0,1
1294,2,11218,0,0,0,0,0,0,0,1
1295,3,11219,0,0,0,0,0,0,0,1
1296,1,812,0,0,0,0,0,0,0,100
1297,0,813,0,0,0,0,0,0,0,100
1298,0,814,0,0,0,0,0,0,0,100
1299,2,815,0,0,0,0,0,0,0,100
1300,3,816,0,0,0,0,0,0,0,100
1301,2,817,0,0,0,0,0,0,0,100
1302,1,11220,0,0,0,0,0,0,0,1
1303,1,11220,0,0,0,0,0,0,0,1
1304,1,11220,0,0,0,0,0,0,0,1
1305,1,11220,0,0,0,0,0,0,0,1
1306,0,11221,11222,0,0,0,0,0,0,1
1307,0,11222,0,0,0,0,0,0,0,1
1308,0,11221,11222,0,0,0,0,0,0,1
1309,0,11221,0,0,0,0,0,0,0,1
1310,0,11224,11225,11226,0,0,0,0,0,1
1311,0,11225,0,0,0,0,0,0,0,1
1312,0,11224,11225,11226,0,0,0,0,0,1
1313,0,11224,0,0,0,0,0,0,0,1
1314,0,11225,0,0,0,0,0,0,0,1
1315,1,11227,11228,11229,0,0,0,0,0,1
1316,0,11233,11234,11235,0,0,0,0,0,1
1317,0,11232,0,0,0,0,0,0,0,1
1318,0,11231,11232,0,0,0,0,0,0,1
1319,1,11240,0,0,0,0,0,0,0,1
1320,0,11239,0,0,0,0,0,0,0,1
1321,1,11230,0,0,0,0,0,0,0,1
1322,0,11236,0,0,0,0,0,0,0,1
1323,0,11237,0,0,0,0,0,0,0,1
1324,0,11238,0,0,0,0,0,0,0,1
1325,0,11271,0,0,0,0,0,0,0,1
1326,0,11223,0,0,0,0,0,0,0,1
1327,0,11241,0,0,0,0,0,0,0,1
1328,0,11242,0,0,0,0,0,0,0,1
1329,0,11241,11243,0,0,0,0,0,0,1
1330,3,11244,0,0,0,0,0,0,0,1
1331,3,11244,0,0,0,0,0,0,0,1
1332,3,11244,0,0,0,0,0,0,0,1
1333,3,11244,0,0,0,0,0,0,0,1
1334,2,11245,11246,0,0,0,0,0,0,1
1335,2,11246,0,0,0,0,0,0,0,1
1336,2,11245,11246,0,0,0,0,0,0,1
1337,2,11245,0,0,0,0,0,0,0,1
1338,2,11248,11249,11250,0,0,0,0,0,1
1339,2,11249,0,0,0,0,0,0,0,1
1340,2,11248,11249,11250,0,0,0,0,0,1
1341,2,11248,0,0,0,0,0,0,0,1
1342,2,11249,0,0,0,0,0,0,0,1
1343,2,11251,11252,11253,0,0,0,0,0,1
1344,2,11258,11259,11260,0,0,0,0,0,1
1345,2,11254,0,0,0,0,0,0,0,1
1346,2,11253,11254,0,0,0,0,0,0,1
1347,3,11257,0,0,0,0,0,0,0,1
1348,3,11257,0,0,0,0,0,0,0,1
1349,2,11255,0,0,0,0,0,0,0,1
1350,3,11261,0,0,0,0,0,0,0,1
1351,3,11262,0,0,0,0,0,0,0,1
1352,3,11256,0,0,0,0,0,0,0,1
1353,3,11263,0,0,0,0,0,0,0,1
1354,2,11247,0,0,0,0,0,0,0,1
1355,3,11264,0,0,0,0,0,0,0,1
1356,3,11265,0,0,0,0,0,0,0,1
1357,3,11264,11266,0,0,0,0,0,0,1
1358,0,11267,0,0,0,0,0,0,0,1
1359,0,11268,0,0,0,0,0,0,0,1
1360,2,11269,0,0,0,0,0,0,0,1
1361,2,11270,0,0,0,0,0,0,0,1
1362,0,0,0,0,0,0,0,0,0,1
1363,1,0,0,0,0,0,0,0,0,1
1364,2,0,0,0,0,0,0,0,0,1
1365,3,0,0,0,0,0,0,0,0,1
