#,Model,NpcYell,Unknown0,Unknown1,ResidentMotionType
557.29,1131,0,0,5,0
557.30,1132,0,0,5,0
557.31,182,0,0,2,0
557.32,181,0,0,2,0
557.33,194,0,0,2,0
557.34,184,0,0,2,0
557.35,27,0,0,2,0
557.36,0,0,0,0,0
557.37,0,0,0,0,0
557.38,0,0,0,0,0
557.39,0,0,0,0,0
557.40,0,0,0,0,0
558.0,14129,0,0,1,0
558.1,25138,480,0,3,0
558.2,25139,3165,0,3,0
558.3,25140,3165,0,3,0
558.4,25142,480,0,3,0
558.5,25145,3196,0,3,0
558.6,25146,3196,0,3,0
558.7,25147,3196,0,3,0
558.8,25148,3196,0,3,0
558.9,27847,392,0,3,0
558.10,25162,480,0,3,0
558.11,25163,480,0,3,0
558.12,25164,480,0,3,0
558.13,25165,480,0,3,0
558.14,25168,480,0,3,0
558.15,25169,480,0,3,0
558.16,25167,480,0,3,0
558.17,3221,3137,0,4,0
558.18,3222,3137,0,4,0
558.19,3223,3137,0,4,0
558.20,132,3165,0,4,0
558.21,134,3165,0,4,0
558.22,132,3196,0,4,0
558.23,178,0,0,2,0
558.24,194,0,0,2,0
558.25,348,0,0,2,0
558.26,350,0,0,2,0
558.27,218,0,0,6,0
558.28,101,0,0,6,0
558.29,304,0,0,6,0
558.30,161,0,0,6,0
558.31,13337,0,0,1,0
558.32,14397,0,0,1,0
558.33,13340,0,0,1,0
558.34,185,0,0,2,0
558.35,182,0,0,2,0
558.36,184,0,0,2,0
558.37,181,0,0,2,0
558.38,14312,0,0,1,0
558.39,4858,3210,0,4,0
558.40,7748,3210,0,4,0
558.41,4576,3210,0,4,0
558.42,26164,3210,0,3,0
558.43,0,0,0,0,0
558.44,0,0,0,0,0
558.45,0,0,0,0,0
558.46,0,0,0,0,0
558.47,0,0,0,0,0
558.48,0,0,0,0,0
558.49,0,0,0,0,0
558.50,0,0,0,0,0
559.0,13709,0,0,1,0
559.1,13710,0,0,1,0
559.2,26537,1198,0,3,0
559.3,26539,0,1082,3,0
559.4,26542,3388,0,3,0
559.5,26543,0,1083,3,0
559.6,26546,480,0,3,0
559.7,26548,480,0,3,0
559.8,26550,480,0,3,0
559.9,26553,480,0,3,0
559.10,26554,480,0,3,0
559.11,180,0,0,2,0
559.12,198,0,0,6,0
559.13,218,0,0,6,0
559.14,96,0,0,6,0
559.15,4573,3388,0,4,0
559.16,8309,0,1081,4,0
559.17,713,0,1080,4,0
559.18,764,0,1080,4,0
559.19,715,0,1080,4,0
559.20,933,0,1080,4,0
559.21,5646,0,1080,4,0
559.22,766,0,1080,4,0
559.23,736,0,1080,4,0
559.24,1022,0,1080,4,0
559.25,2012315,0,0,10,0
559.26,2012316,0,0,10,0
559.27,2012317,0,0,10,0
559.28,125,0,0,9,0
559.29,0,0,0,0,0
559.30,0,0,0,0,0
559.31,0,0,0,0,0
559.32,0,0,0,0,0
559.33,0,0,0,0,0
559.34,0,0,0,0,0
559.35,0,0,0,0,0
560.0,13767,0,0,1,0
560.1,13768,0,0,1,0
560.2,26833,480,0,3,0
560.3,26834,480,0,3,0
560.4,26836,0,1083,3,0
560.5,26837,1198,0,3,0
560.6,26840,0,1083,3,0
560.7,26842,0,1082,3,0
560.8,26844,480,0,3,0
560.9,26847,480,0,3,0
560.10,26848,480,0,3,0
560.11,26849,480,0,3,0
560.12,26850,480,0,3,0
560.13,26854,2266,0,3,0
560.14,26855,2266,0,3,0
560.15,26856,2266,0,3,0
560.16,26857,2266,0,3,0
560.17,26858,2266,0,3,0
560.18,26860,480,0,3,0
560.19,26862,2266,0,3,0
560.20,26863,2266,0,3,0
560.21,26864,2266,0,3,0
560.22,26865,2266,0,3,0
560.23,26867,480,0,3,0
560.24,28038,0,1082,3,0
560.25,28039,480,0,3,0
560.26,4573,3392,0,4,0
560.27,7737,2266,0,4,0
560.28,7747,2266,0,4,0
560.29,111,0,0,2,0
560.30,120,0,0,2,0
560.31,152,0,0,2,0
560.32,128,0,0,2,0
560.33,198,0,0,6,0
560.34,100,0,0,6,0
560.35,139,0,0,6,0
560.36,140,0,0,6,0
560.37,17,0,0,9,0
560.38,0,0,0,0,0
560.39,0,0,0,0,0
560.40,0,0,0,0,0
561.0,13686,3148,466,1,25
561.1,13687,0,229,1,25
561.2,13688,0,241,1,21
561.3,13689,0,606,1,22
561.4,13690,0,481,1,18
561.5,13691,6,0,1,0
561.6,13692,9,0,1,0
561.7,13693,9,0,1,0
561.8,13694,9,0,1,0
561.9,13695,679,0,1,0
561.10,13696,2780,0,1,0
561.11,13697,2585,0,1,0
561.12,13698,3399,0,1,0
561.13,13699,3399,0,1,0
561.14,13902,2998,0,1,0
561.15,26455,2585,0,3,0
561.16,26456,2585,0,3,0
561.17,26457,480,0,3,0
561.18,26458,2585,0,3,0
561.19,26459,480,0,3,0
561.20,26461,480,0,3,0
561.21,26462,480,0,3,0
561.22,26464,480,0,3,0
561.23,26466,2998,0,3,0
561.24,26467,2585,0,3,0
561.25,26472,2585,0,3,0
561.26,26473,3399,0,3,0
561.27,26474,3148,0,3,0
561.28,26475,480,0,3,0
561.29,26476,0,0,3,25
561.30,26477,0,0,3,25
561.31,26478,0,0,3,25
561.32,26482,0,0,3,21
561.33,26483,0,0,3,21
561.34,26491,6,0,3,0
561.35,26493,9,0,3,0
561.36,26495,0,0,3,0
561.37,26496,0,0,3,0
561.38,27560,0,0,3,0
561.39,4574,2585,0,4,0
561.40,7748,2585,0,4,0
561.41,105,0,0,2,0
561.42,27,0,0,2,0
561.43,101,0,0,6,0
561.44,211,2585,0,4,0
561.45,3604,2585,0,4,0
561.46,3783,1860,0,4,0
561.47,210,3148,0,4,0
561.48,755,0,0,5,0
561.49,1170,0,0,5,0
561.50,819,0,0,5,0
561.51,727,0,0,5,0
561.52,726,0,0,5,0
561.53,187,0,0,5,0
561.54,186,0,0,5,0
561.55,87,0,0,5,0
561.56,27842,0,0,3,0
561.57,5037,480,0,4,0
561.58,0,0,0,0,0
561.59,0,0,0,0,0
561.60,0,0,0,0,0
561.61,0,0,0,0,0
561.62,0,0,0,0,0
561.63,0,0,0,0,0
561.64,0,0,0,0,0
561.65,0,0,0,0,0
561.66,0,0,0,0,0
561.67,0,0,0,0,0
561.68,0,0,0,0,0
561.69,0,0,0,0,0
561.70,0,0,0,0,0
561.71,0,0,0,0,0
561.72,0,0,0,0,0
561.73,0,0,0,0,0
561.74,0,0,0,0,0
561.75,0,0,0,0,0
561.76,0,0,0,0,0
561.77,0,0,0,0,0
562.0,13894,0,0,1,0
562.1,13896,0,0,1,0
562.2,13898,0,0,1,0
562.3,13877,0,0,1,0
562.4,449,0,0,8,0
562.5,1040278,0,0,1,0
562.6,13862,0,0,1,0
562.7,13882,0,0,1,0
562.8,13883,0,0,1,0
562.9,14412,0,0,1,0
562.10,8935,1860,0,4,0
562.11,8936,1860,0,4,0
562.12,210,1732,0,4,0
562.13,7486,711,0,4,0
562.14,7487,711,0,4,0
562.15,2238,1887,0,4,0
562.16,2239,1887,0,4,0
562.17,27432,701,0,3,0
562.18,27433,701,0,3,0
562.19,27434,701,0,3,0
562.20,27435,1404,0,3,0
562.21,27458,1366,0,3,0
562.22,27457,2,0,3,0
562.23,27437,711,0,3,0
562.24,28362,702,0,3,0
562.25,27468,1886,0,3,0
562.26,27469,1887,0,3,0
562.27,27440,706,0,3,0
562.28,27441,706,0,3,0
562.29,27443,706,0,3,0
562.30,27445,706,0,3,0
562.31,27448,706,0,3,0
562.32,27442,706,0,3,0
562.33,27456,706,0,3,0
562.34,27501,706,0,3,0
562.35,27264,480,0,3,0
562.36,14588,480,0,3,0
562.37,27449,480,0,3,0
562.38,27459,480,0,3,0
562.39,27461,480,0,3,0
562.40,27463,480,0,3,0
562.41,27464,480,0,3,0
562.42,27444,480,0,3,0
562.43,27510,480,0,3,0
562.44,28364,480,0,3,0
562.45,27513,480,0,3,0
562.46,198,0,0,6,0
562.47,139,0,0,6,0
562.48,62,0,0,6,0
562.49,819,0,0,5,0
562.50,1139,0,0,5,0
562.51,27,0,0,2,0
562.52,188,0,0,2,0
562.53,1,0,0,9,0
562.54,53,0,0,9,0
562.55,0,0,0,0,0
563.0,13726,0,0,1,0
563.1,13574,0,0,1,0
563.2,13575,0,0,1,0
563.3,13581,0,0,1,0
563.4,13584,0,0,1,0
563.5,13580,0,0,1,0
563.6,13600,0,0,1,0
563.7,434,0,0,8,0
563.8,435,0,0,8,0
563.9,7746,701,0,4,0
563.10,7756,701,0,4,0
563.11,8864,701,0,4,0
563.12,26246,701,0,3,0
563.13,26247,998,0,3,0
563.14,26726,548,751,3,0
563.15,26707,548,625,3,0
563.16,26248,548,625,3,0
563.17,26708,480,0,3,0
563.18,26712,480,0,3,0
563.19,27492,480,0,3,0
563.20,26222,480,0,3,0
563.21,113,0,0,2,0
563.22,169,0,0,6,0
563.23,2012540,0,0,10,0
563.24,0,0,0,0,0
563.25,0,0,0,0,0
564.0,13801,0,0,1,0
564.1,13804,0,0,1,0
564.2,13805,0,0,1,0
564.3,13807,0,0,1,0
564.4,13808,0,0,1,0
564.5,13942,701,1177,1,0
564.6,14443,702,1178,1,0
564.7,13797,0,0,1,0
564.8,13800,0,0,1,0
564.9,13814,0,0,1,0
564.10,13816,0,0,1,0
564.11,13817,0,0,1,0
564.12,13818,0,0,1,0
564.13,13813,0,0,1,0
564.14,446,0,0,8,0
564.15,447,0,0,8,0
564.16,448,0,0,8,0
564.17,4574,1887,0,4,0
564.18,4577,701,0,4,0
564.19,8931,701,0,4,0
564.20,8931,1886,0,4,0
564.21,26995,3535,0,3,0
564.22,26997,3535,0,3,0
564.23,26998,3535,0,3,0
564.24,26999,3535,0,3,0
564.25,27001,3535,0,3,0
564.26,27002,3535,0,3,0
564.27,28377,707,0,3,0
564.28,27250,701,0,3,0
564.29,28146,702,0,3,0
564.30,27013,3522,0,3,0
564.31,27026,629,0,3,0
564.32,27025,629,0,3,0
564.33,27062,0,646,3,0
564.34,26239,2640,0,3,0
564.35,27032,2640,0,3,0
564.36,27034,2640,0,3,0
564.37,27037,2640,0,3,0
564.38,27029,2640,0,3,0
564.39,27003,480,0,3,0
564.40,27006,480,0,3,0
564.41,27012,480,0,3,0
564.42,27014,480,0,3,0
564.43,27021,480,0,3,0
564.44,27024,480,0,3,0
564.45,27027,480,0,3,0
564.46,27030,480,0,3,0
564.47,27040,480,0,3,0
564.48,27041,480,0,3,0
564.49,27038,480,0,3,0
564.50,27035,3292,0,3,0
564.51,120,0,0,2,0
564.52,203,0,0,2,0
564.53,201,0,0,2,0
564.54,178,0,0,2,0
564.55,27,0,0,2,0
564.56,891,0,0,5,0
564.57,17,0,0,9,0
564.58,93,0,0,6,0
564.59,139,0,0,6,0
564.60,2011793,0,0,10,0
564.61,0,0,0,0,0
564.62,0,0,0,0,0
564.63,0,0,0,0,0
564.64,0,0,0,0,0
564.65,0,0,0,0,0
565.0,13721,0,0,1,0
565.1,13722,0,0,1,0
565.2,3214,3273,0,4,0
565.3,4561,3425,0,4,0
565.4,4576,3425,0,4,0
565.5,3232,3273,0,4,0
565.6,7747,3525,0,4,0
565.7,132,3425,0,4,0
565.8,132,3273,0,4,0
565.9,26615,3425,0,3,0
565.10,26616,3425,0,3,0
565.11,26617,3425,0,3,0
565.12,26621,3273,0,3,0
565.13,26622,3273,0,3,0
565.14,26624,3425,0,3,0
565.15,26625,3273,0,3,0
565.16,26626,3273,0,3,0
565.17,26627,3273,0,3,0
565.18,26628,3425,0,3,0
565.19,26629,3273,0,3,0
565.20,26630,3525,0,3,0
565.21,26631,3273,0,3,0
565.22,26614,3273,0,3,0
565.23,26677,3273,0,3,0
565.24,27924,480,0,3,0
565.25,346,0,0,2,0
565.26,182,0,0,2,0
565.27,348,0,0,2,0
565.28,181,0,0,2,0
565.29,140,0,0,6,0
565.30,55,0,0,6,0
565.31,259,0,0,6,0
565.32,87,0,0,6,0
565.33,819,0,0,5,0
565.34,1181,0,0,5,0
565.35,1182,0,0,5,0
565.36,14441,0,0,1,0
565.37,0,0,0,0,0
565.38,0,0,0,0,0
565.39,0,0,0,0,0
565.40,0,0,0,0,0
566.0,13723,0,0,1,0
566.1,13724,0,0,1,0
566.2,3214,3273,0,4,0
566.3,4561,3425,0,4,0
566.4,4576,3425,0,4,0
566.5,3232,3273,0,4,0
566.6,7747,3525,0,4,0
566.7,132,3425,0,4,0
566.8,132,3273,0,4,0
566.9,26641,3425,0,3,0
566.10,26642,3425,0,3,0
566.11,26643,3425,0,3,0
566.12,26644,3425,0,3,0
566.13,26645,3425,0,3,0
566.14,26646,3425,0,3,0
566.15,26647,3273,0,3,0
566.16,26648,3273,0,3,0
566.17,26650,3425,0,3,0
566.18,26651,3273,0,3,0
566.19,26652,3273,0,3,0
566.20,26653,3273,0,3,0
566.21,26654,3273,0,3,0
566.22,26655,480,0,3,0
566.23,26656,480,0,3,0
566.24,26660,3273,0,3,0
566.25,26661,3425,0,3,0
566.26,26662,3425,0,3,0
566.27,26664,480,0,3,0
566.28,26665,480,0,3,0
566.29,26668,3273,0,3,0
566.30,26669,3273,0,3,0
566.31,26670,3525,0,3,0
566.32,26671,3273,0,3,0
566.33,26640,3273,0,3,0
566.34,26676,3273,0,3,0
566.35,26678,3273,0,3,0
566.36,348,0,0,2,0
566.37,344,0,0,2,0
566.38,345,0,0,2,0
566.39,181,0,0,2,0
566.40,140,0,0,6,0
566.41,100,0,0,6,0
566.42,819,0,0,5,0
566.43,1181,0,0,5,0
566.44,1182,0,0,5,0
566.45,1166,0,0,5,0
566.46,1167,0,0,5,0
566.47,1168,0,0,5,0
566.48,1169,0,0,5,0
566.49,84,0,0,9,0
566.50,17,0,0,9,0
566.51,14442,0,0,1,0
566.52,0,0,0,0,0
566.53,0,0,0,0,0
567.0,13555,0,0,1,0
567.1,13562,0,0,1,0
567.2,13558,0,0,1,0
567.3,13560,0,0,1,0
567.4,26157,3540,0,3,0
567.5,26162,3191,0,3,0
567.6,26163,3540,0,3,0
567.7,26165,3540,0,3,0
567.8,26169,3540,0,3,0
567.9,26178,3191,0,3,0
567.10,26180,3191,0,3,0
567.11,26186,480,0,3,0
567.12,26189,3191,0,3,0
567.13,26207,3191,0,3,0
567.14,27754,480,0,3,0
567.15,1172,0,0,5,0
567.16,1171,0,0,5,0
567.17,350,0,0,2,0
567.18,182,0,0,2,0
567.19,139,0,0,6,0
567.20,218,0,0,6,0
567.21,210,3540,0,4,0
567.22,7737,3191,0,4,0
567.23,7747,3191,0,4,0
567.24,7748,3191,0,4,0
567.25,211,3191,0,4,0
567.26,3604,3191,0,4,0
567.27,26188,3302,0,3,0
567.28,5896,3191,0,4,0
567.29,3215,3191,0,4,0
567.30,3216,3191,0,4,0
567.31,3217,3191,0,4,0
567.32,3218,3191,0,4,0
567.33,3219,3191,0,4,0
567.34,4561,3395,0,4,0
567.35,6847,3395,0,4,0
567.36,4577,3395,0,4,0
567.37,4562,3395,0,4,0
567.38,210,3191,0,4,0
567.39,7737,3312,0,4,0
567.40,7747,3312,0,4,0
567.41,3604,3305,0,4,0
567.42,26158,480,0,3,0
567.43,26171,480,0,3,0
567.44,1152,0,0,5,0
567.45,6847,1893,0,4,0
567.46,13559,0,0,1,0
567.47,26174,3324,0,3,0
567.48,8921,705,516,4,0
567.49,8923,701,873,4,0
567.50,8924,705,1103,4,0
567.51,8927,705,652,4,0
567.52,8922,706,646,4,0
567.53,8925,707,1022,4,0
567.54,8926,708,526,4,0
567.55,7747,3324,0,4,0
567.56,166,0,0,9,0
567.57,4561,3312,0,4,0
567.58,134,3191,0,4,0
567.59,136,3191,0,4,0
567.60,13904,0,0,1,0
567.61,13905,0,0,1,0
567.62,13906,0,0,1,0
567.63,13907,0,0,1,0
567.64,13908,0,0,1,0
567.65,13909,0,0,1,0
567.66,13910,0,0,1,0
567.67,14413,0,0,1,0
568.0,2011722,0,0,10,0
568.1,2011723,0,0,10,0
568.2,2011724,0,0,10,0
568.3,2011725,0,0,10,0
568.4,13546,0,0,1,0
568.5,436,0,0,8,0
568.6,437,0,0,8,0
568.7,13571,0,0,1,0
568.8,13553,0,0,1,0
568.9,13547,0,0,1,0
568.10,210,3164,0,4,0
568.11,4576,3164,0,4,0
568.12,4564,3348,0,4,0
568.13,4577,3164,0,4,0
568.14,4565,3349,0,4,0
568.15,4579,3348,0,4,0
568.16,4567,3164,0,4,0
568.17,4580,3348,0,4,0
568.18,4568,3349,0,4,0
568.19,4581,3349,0,4,0
568.20,4569,3164,0,4,0
568.21,4582,3349,0,4,0
568.22,4570,3348,0,4,0
568.23,7737,3164,0,4,0
568.24,7747,3164,0,4,0
568.25,7737,3348,0,4,0
568.26,7737,3349,0,4,0
568.27,234,0,0,2,0
568.28,218,0,0,6,0
568.29,161,0,0,6,0
568.30,96,0,0,6,0
568.31,26025,3164,0,3,0
568.32,26025,3348,0,3,0
568.33,28282,3349,0,3,0
568.34,26029,2943,0,3,0
568.35,26030,2943,0,3,0
568.36,26061,2943,0,3,0
568.37,26043,3164,0,3,0
568.38,26062,3390,0,3,0
568.39,26063,3390,0,3,0
568.40,26067,3164,0,3,0
568.41,27728,3393,0,3,0
568.42,27853,3393,0,3,0
568.43,26015,3393,0,3,0
568.44,26060,3393,0,3,0
568.45,26011,3164,0,3,0
568.46,26012,3164,0,3,0
568.47,26011,3348,0,3,0
568.48,26012,3348,0,3,0
568.49,26013,3349,0,3,0
568.50,26014,3349,0,3,0
568.51,26015,3164,0,3,0
568.52,26016,3348,0,3,0
568.53,26017,3349,0,3,0
568.54,26051,3164,0,3,0
568.55,26055,3348,0,3,0
568.56,26056,3349,0,3,0
568.57,26064,3164,0,3,0
568.58,4304273609,0,0,7,0
568.59,8599240905,0,0,7,0
568.60,4297787945,0,0,7,0
568.61,4297787995,0,0,7,0
568.62,4300538657,0,0,7,0
568.63,0,0,0,0,0
568.64,0,0,0,0,0
569.0,2011722,0,0,10,0
569.1,2011723,0,0,10,0
569.2,2011724,0,0,10,0
569.3,2011725,0,0,10,0
569.4,13549,0,0,1,0
569.5,436,0,0,8,0
569.6,437,0,0,8,0
569.7,13572,0,0,1,0
569.8,13554,0,0,1,0
569.9,13550,0,0,1,0
569.10,210,3164,0,4,0
569.11,4576,3164,0,4,0
569.12,4564,3348,0,4,0
569.13,4577,3164,0,4,0
569.14,4565,3349,0,4,0
569.15,4579,3348,0,4,0
569.16,4567,3164,0,4,0
569.17,4580,3348,0,4,0
569.18,4568,3349,0,4,0
569.19,4581,3349,0,4,0
569.20,4569,3164,0,4,0
569.21,4582,3349,0,4,0
569.22,4570,3348,0,4,0
569.23,7737,3164,0,4,0
569.24,7747,3164,0,4,0
569.25,7737,3348,0,4,0
569.26,7737,3349,0,4,0
569.27,218,0,0,6,0
569.28,161,0,0,6,0
569.29,96,0,0,6,0
569.30,259,0,0,6,0
569.31,26025,3164,0,3,0
569.32,26025,3348,0,3,0
569.33,28282,3349,0,3,0
569.34,26029,2943,0,3,0
569.35,26030,2943,0,3,0
569.36,26031,2943,0,3,0
569.37,26043,3164,0,3,0
569.38,26034,3390,0,3,0
569.39,26035,3390,0,3,0
569.40,26044,3164,0,3,0
569.41,26010,3164,0,3,0
569.42,26012,3348,0,3,0
569.43,28373,3349,0,3,0
569.44,26014,3349,0,3,0
569.45,26013,3349,0,3,0
569.46,26010,3348,0,3,0
569.47,26011,3348,0,3,0
569.48,26015,3164,0,3,0
569.49,26016,3348,0,3,0
569.50,26017,3349,0,3,0
569.51,26051,3164,0,3,0
569.52,26008,3348,0,3,0
569.53,26004,3349,0,3,0
569.54,26021,3164,0,3,0
569.55,26036,3164,0,3,0
569.56,26006,3164,0,3,0
569.57,27793,3348,0,3,0
569.58,26053,3349,0,3,0
569.59,28371,3348,0,3,0
569.60,28372,3349,0,3,0
569.61,4304273609,0,0,7,0
569.62,8599240905,0,0,7,0
569.63,4297787945,0,0,7,0
569.64,4297787995,0,0,7,0
569.65,4300538657,0,0,7,0
569.66,0,0,0,0,0
569.67,0,0,0,0,0
569.68,0,0,0,0,0
569.69,0,0,0,0,0
570.0,13757,0,0,1,0
570.1,26874,3335,0,3,0
570.2,26875,3335,0,3,0
570.3,26876,3335,0,3,0
570.4,26877,3335,0,3,0
570.5,26878,3335,0,3,0
570.6,26879,3335,0,3,0
570.7,26880,3335,0,3,0
570.8,26881,3335,0,3,0
570.9,26882,3335,0,3,0
570.10,26915,3335,0,3,0
570.11,26916,3335,0,3,0
570.12,250,0,0,2,0
570.13,181,0,0,2,0
570.14,0,0,0,0,0
570.15,0,0,0,0,0
570.16,0,0,0,0,0
570.17,0,0,0,0,0
570.18,0,0,0,0,0
570.19,0,0,0,0,0
570.20,0,0,0,0,0
571.0,13758,0,0,1,0
571.1,27472,3322,0,3,0
571.2,27473,3322,0,3,0
571.3,27474,3322,0,3,0
571.4,27475,3322,0,3,0
571.5,27476,3322,0,3,0
571.6,27477,3322,0,3,0
571.7,27478,3322,0,3,0
571.8,1073,0,0,5,0
571.9,1032,0,0,5,0
571.10,819,0,0,5,0
571.11,294,0,0,2,0
571.12,218,0,0,6,0
571.13,0,0,0,0,0
571.14,0,0,0,0,0
571.15,0,0,0,0,0
571.16,0,0,0,0,0
571.17,0,0,0,0,0
571.18,0,0,0,0,0
571.19,0,0,0,0,0
571.20,0,0,0,0,0
572.0,13601,0,0,1,0
572.1,13603,0,0,1,0
572.2,13604,0,0,1,0
572.3,13605,0,0,1,0
572.4,26073,3270,0,3,0
572.5,26074,3270,0,3,0
572.6,26075,3270,0,3,0
572.7,26076,3270,0,3,0
572.8,26077,3270,0,3,0
572.9,26078,3270,0,3,0
572.10,26085,3270,0,3,0
572.11,26087,480,0,3,0
572.12,26089,3270,0,3,0
572.13,26091,3270,0,3,0
572.14,26095,3270,0,3,0
572.15,26099,3270,0,3,0
572.16,26100,3270,0,3,0
572.17,26101,3270,0,3,0
572.18,15,0,0,2,0
572.19,347,0,0,2,0
572.20,17,0,0,9,0
572.21,62,0,0,6,0
572.22,2,0,0,6,0
572.23,218,0,0,6,0
572.24,819,0,0,5,0
572.25,1186,0,0,5,0
572.26,1187,0,0,5,0
572.27,1231,0,0,5,0
572.28,1232,0,0,5,0
572.29,132,3270,0,4,0
572.30,134,3270,0,4,0
572.31,5922,3270,0,4,0
572.32,5924,3270,0,4,0
572.33,0,0,0,0,0
572.34,0,0,0,0,0
572.35,0,0,0,0,0
572.36,0,0,0,0,0
572.37,0,0,0,0,0
572.38,0,0,0,0,0
572.39,0,0,0,0,0
572.40,0,0,0,0,0
573.0,13602,0,0,1,0
573.1,13603,0,0,1,0
573.2,13604,0,0,1,0
573.3,13605,0,0,1,0
573.4,26101,3270,0,3,0
573.5,26102,3270,0,3,0
573.6,26103,3270,0,3,0
573.7,26104,3270,0,3,0
573.8,26105,3270,0,3,0
573.9,26106,3270,0,3,0
573.10,26107,3270,0,3,0
573.11,26108,3270,0,3,0
573.12,26109,3270,0,3,0
573.13,26110,3270,0,3,0
573.14,26111,3270,0,3,0
573.15,26112,3270,0,3,0
573.16,26113,3270,0,3,0
573.17,26126,3270,0,3,0
573.18,26130,480,0,3,0
573.19,26131,480,0,3,0
573.20,26134,3270,0,3,0
573.21,26137,3270,0,3,0
573.22,26141,480,0,3,0
573.23,26143,3270,0,3,0
573.24,26144,3270,0,3,0
573.25,26151,480,0,3,0
573.26,26153,3270,0,3,0
573.27,26154,3270,0,3,0
573.28,218,0,0,6,0
573.29,819,0,0,5,0
573.30,1186,0,0,5,0
573.31,1187,0,0,5,0
573.32,1231,0,0,5,0
573.33,1232,0,0,5,0
573.34,1179,0,0,5,0
573.35,1180,0,0,5,0
573.36,163,0,0,9,0
573.37,17,0,0,9,0
573.38,136,3270,0,4,0
573.39,138,3270,0,4,0
573.40,5922,3270,0,4,0
573.41,210,3270,0,4,0
573.42,211,3270,0,4,0
573.43,5924,3270,0,4,0
573.44,26152,480,0,3,0
573.45,1245,0,0,5,0
573.46,0,0,0,0,0
573.47,0,0,0,0,0
573.48,0,0,0,0,0
573.49,0,0,0,0,0
573.50,0,0,0,0,0
574.0,13936,3384,0,1,0
574.1,27626,3384,0,3,0
574.2,27627,3384,0,3,0
574.3,27628,3384,0,3,0
574.4,27629,3384,0,3,0
574.5,27630,3384,0,3,0
574.6,27631,3384,0,3,0
574.7,27632,3384,0,3,0
574.8,27633,3384,0,3,0
574.9,27714,3384,0,3,0
574.10,27715,3384,0,3,0
574.11,218,0,0,6,0
574.12,194,0,0,2,0
574.13,27617,3384,0,3,0
574.14,27618,3384,0,3,0
574.15,27619,3384,0,3,0
574.16,27620,3384,0,3,0
574.17,27621,3384,0,3,0
574.18,27622,3384,0,3,0
574.19,27623,3384,0,3,0
574.20,27624,3384,0,3,0
574.21,27625,3384,0,3,0
574.22,0,0,0,0,0
575.0,11810,0,0,1,0
575.1,12591,0,0,1,0
575.2,12592,0,0,1,0
575.3,12604,0,0,1,0
575.4,12632,0,0,1,0
575.5,12633,0,0,1,0
575.6,12634,0,0,1,0
575.7,12635,0,0,1,0
575.8,12636,0,0,1,0
575.9,12637,0,0,1,0
575.10,12638,0,0,1,0
575.11,12639,0,0,1,0
575.12,13070,0,0,1,0
575.13,13071,0,0,1,0
575.14,13078,0,0,1,0
575.15,13117,0,0,1,0
575.16,12605,0,0,1,0
575.17,4295040841,0,0,7,0
575.18,12887197149,0,0,7,0
575.19,17183604937,0,0,7,0
575.20,17181180405,0,0,7,0
575.21,34360066549,0,0,7,0
575.22,12885492213,0,0,7,0
575.23,17181245841,0,0,7,0
575.24,8593080721,0,0,7,0
575.25,12887261985,0,0,7,0
575.26,17181311777,0,0,7,0
575.27,4297590237,0,0,7,0
575.28,25292,3268,0,3,0
575.29,25293,3268,0,3,0
575.30,25294,3268,0,3,0
575.31,25295,3501,0,3,0
575.32,25296,3268,0,3,0
575.33,25297,3268,0,3,0
575.34,25298,3268,0,3,0
575.35,25299,480,0,3,0
575.36,25300,3268,0,3,0
575.37,25301,3268,0,3,0
575.38,25302,3268,0,3,0
575.39,25303,480,0,3,0
575.40,25304,3502,0,3,0
575.41,25305,3502,0,3,0
575.42,25306,3268,0,3,0
575.43,25307,3268,0,3,0
575.44,25308,3268,0,3,0
575.45,25309,3268,0,3,0
575.46,25310,3268,0,3,0
575.47,25311,480,0,3,0
575.48,25312,480,0,3,0
575.49,25313,3268,0,3,0
575.50,25314,3268,0,3,0
575.51,25315,480,0,3,0
575.52,25316,3268,0,3,0
575.53,25321,3268,0,3,0
575.54,25365,3268,0,3,0
575.55,25366,3268,0,3,0
575.56,25369,480,0,3,0
575.57,25370,480,0,3,0
575.58,25579,480,0,3,0
575.59,25580,480,0,3,0
575.60,25582,480,0,3,0
575.61,25531,3269,0,3,0
575.62,25532,3269,0,3,0
575.63,25533,3269,0,3,0
575.64,25534,480,0,3,0
575.65,25535,3269,0,3,0
575.66,25536,3269,0,3,0
575.67,25537,3269,0,3,0
575.68,25538,480,0,3,0
575.69,25539,3269,0,3,0
575.70,25540,3269,0,3,0
575.71,25541,3269,0,3,0
575.72,25542,3269,0,3,0
575.73,25543,3269,0,3,0
575.74,25544,3269,0,3,0
575.75,25545,480,0,3,0
575.76,25548,3269,0,3,0
575.77,25549,480,0,3,0
575.78,25550,3269,0,3,0
575.79,25551,480,0,3,0
575.80,25552,3269,0,3,0
575.81,25553,480,0,3,0
575.82,25554,480,0,3,0
575.83,25555,3269,0,3,0
575.84,25556,3268,0,3,0
575.85,25557,3268,0,3,0
575.86,25558,480,0,3,0
575.87,25559,480,0,3,0
575.88,25560,480,0,3,0
575.89,25561,480,0,3,0
575.90,25562,480,0,3,0
575.91,25563,3268,0,3,0
575.92,25564,480,0,3,0
575.93,25565,3268,0,3,0
575.94,25566,3268,0,3,0
