#,Description,DescriptionEnhanced,Tooltip
0,,,
164,"Dieser tragbare Schrein wurde zu Ehren des Urahns der Namazuo, der Großen Flosse, erbaut.","Das Dach dieses prächtigen Wanderschreins ziert eine goldene Statue, die den Urahn aller Namazuo darstellt, und zu dessen Ehren der Mikoshi erbaut wurde. Der Schrein wird von acht treuen Namazuo getragen und ist ein Meisterwerk Gyoshins.","Wasshoi, Wasshoi, Wasshoi ♪
*Festlicher Namazuo*"
165,,,
166,Rufe Juedi herbei und galoppiere mit wahnsinniger Ge­schwindig­keit davon.,"Juedi ist ein legendäres Ross, das mit der Magie der Geomanten gesegnet wurde. Der Name bedeutet so viel wie „wahnsinnig schnelles Pferd, das im Galopp abhebt“.","Halt dich gut fest, Soldat.
Gleich hebst du ab!
*Domanischer Offizier*"
167,"Aktiviere ein allagisches Logistikmodul, si­cher­heits­hal­ber mit deaktiviertem Waffensystem.","Eine der automatisierten Drohnen, die die Allager zur Überwachung der Logistik in ihren Anlagen einsetzten. Die Forscher der Sankt Coinach-Stiftung fanden die Drohne und übergaben sie der  Eorzäischen Allianz, die sie zu einem persönlichen Transportmittel umbaute.","Allagische Technologie also?
*Fyrgeiss*"
168,"Aktiviere ein allagisches Sicherheitssystem, si­cher­heits­hal­ber mit deaktiviertem Waffensystem.","Eine der automatisierten Drohnen, die die Allager zum Schutz ihrer Anlagen einsetzten. Die Forscher der Sankt Coinach-Stiftung fanden die Drohne, übergaben sie den Gar­lond-Me­tall­wer­ken, deren Techniker sie wieder einsatzbereit machten.","Das System ist unsicher ...
*Ardashir*"
169,,,
170,"Rufe Grani herbei, das legendäre Fabelwesen aus einer fremden Welt.","Dieses fantastische Reittier stammt aus der ersten Splitter­welt. Mit seinen kräftigen Beinen gallopiert es geschwind über die Erde. Wie von Zauberhand fliegt es flink durch die Lüfte. Es gilt als überaus stolz und man sagt, es würde nur einen Krieger der Dunkelheit auf seinem Rücken dulden.","Dein Leben hängt von der Schnelligkeit deines Reittiers ab.
*Topher*"
171,"Rufe deine fette Katze herbei, die noch dicker als eine dicke Katze ist.","Die Fettleibigkeit dieser Katze scheint in keiner Weise ihre Beweglichkeit zu beeinträchtigen. Ganz im Gegenteil, sie kann nicht nur flott rennen, sondern tollt sogar durch die Lüfte. Außerdem hat sie ein unglaublich flauschiges Fell. Einfach zum Verlieben!","Ich hätte mir schon viel früher eine Katze anschaffen sollen.
*Melkoko*"
172,Rufe deinen feurigen Kamuy herbei. Der von Suzaku gesegnete Wolf setzt sich mühelos über die Gesetze der Schwerkraft hinweg.,Der einst gewöhnliche Wolf gab sein Leben im Kampf und rettete damit Unschuldige vor dem Tod. Dafür wurde er von der Tierheiligen Suzaku wiederbelebt und mit besonderen Kräften ausgestattet.,"Wer hat Angst vor dem feurigen Wolf?
*Großmutter*"
173,Rufe ein Modell O herbei. Dabei handelt es sich um ein flugfähiges Ebenbild von Omega.,"Diese vollautomatische Maschine wurde vermutlich von Omega im Inter­dimen­sio­nalen Riss als Fluggerät für die sterblichen Testsubjekte entwickelt, um ihre Gewohnheiten besser analysieren zu können.","Eine Kopie, die Omega von sich selbst angefertigt hat.
*Midgardsormr*"
174,"Rufe einen Magitek-Himmelspanzer herbei, die modernste fliegende Kampfmaschine der garleischen Armee.","Dieser einsitzige Himmelspanzer der garleischen Streitkräfte ist wegen seiner Wendigkeit gefürchtet. Bisherige fliegende Magitek-Kampf­maschinen wie der Schlachtkreuzer waren sehr groß, doch mit der Schnitter-Technologie gelang den Garlearn die Herstellung dieses kompakten Modells.","Da haben die garleischen Ingenieure keine schlechte Arbeit abgeliefert.
*Cid*"
175,Rufe einen fliegenden Teppich herbei und lass dich von ihm bequem durch die Luft tragen.,"Einer Legende nach brachte einst der König von Corvos einen Geist dazu, ihm einen Teppich zu verzaubern, sodass er darauf fliegen konnte. Mit modernsten Verzauberungen ist es nun gelungen, dieses Wunder nachzuahmen.","Der macht sich bestimmt auch gut vor dem Kamin.
*Beeindruckte Hofdame*"
176,"Rufe Magna Rotula herbei, eine mächtige Kampfmaschine, die von den Goblins umgebaut wurde.","Aus den Trümmern der garleischen Magitek-Kampfmaschine, die in Gyr Abania geborgen werden konnten, fabrizierten die Goblins ein furcht­ein­flößendes Gefährt. Ursprünglich funktionierte die Kampfmaschine vollautomatisch, doch Magna Rotula muss gesteuert werden.","Für jede Maschine gibt perfekte Reparierenwerkzeug. Aber mit Gobbihammer kannzu fast
alle Sache wieder funktionierenklopfen. Wunderwerkzeug für Allezweck!
*Trockdox*"
177,"Ruf deinen schwarzen Chocomoppel herbei. Er ähnelt einem schwarzen Chocobo, allerdings ist er viel dicker.","Dieser gefräßige schwarze Chocobo liebt nicht nur Gizar-Blätter, sondern vor allem auch frittiertes Gemüse und Fleisch. Eigentlich isst er alles, was ihm unter den Schnabel kommt. Ist er vielleicht gar kein Chocobo, sondern ein Gestaltwandler?","Dein Chocobo verströmt das luftige Aroma seiner schwarzgefiederten Brüder.
*Arnoulain*"
178,"Ruf deinen Eldthurs herbei, benannt nach einem Riesen, der einst zusammen mit seinen Artgenossen eine Welt voller Feuer beherrschte.","Trotz ihres außer­ge­wöhn­lichen Namens halten Naturkundler die Eldthurs für gewöhnliche Yetis, die zu den Magmaseen in Pyros zogen, um dort ihre Jungen großzuziehen. Dieses Exemplar wurde zumindest so weit abgerichtet, dass es keine Reiterwaden mehr anknabbert.","Großegroße Riesendank!
*Rundblox*"
179,"Rufe Magna Rotula X herbei, das absolute Meisterwerk goblinoider Ingenieurskunst.","Es ist kaum zu glauben, aber die Goblins haben Magna Rotula noch weiter verbessert. Für diese Spezialversion wurde die gesamte Konstruktion verstärkt und die Außenhülle mit Panzerplatten aus gehärtetem Cermet verkleidet. Das höhere Gewicht wurde durch den stärkeren Antrieb mehr als ausgeglichen.","Pshhh! Hazzu gesehen? Ass in Ärmel! Superass!
*Brüllvolx*"
180,"Rufe deinen Imperator Kaktor herbei. Dabei handelt es sich um eine Kaktor-Statue, die wie das Gebäude des Gold Saucers aussieht.","Diese Nachbildung des berühmt-berüchtigten Gold Saucers schwebt majestätisch wie ein Imperator durch die Lüfte. Das Geheimnis, warum der Gold Saucer in einem Kaktor-Gebäude untergebracht ist, behält jedoch auch diese Statue für sich.","Wird der Kaktor über uns herrschen?!
*Besorgter Abenteurer*"
181,Rufe deinen neunschwänzigen Kamuy herbei und lasse dich von ihm majestätisch durch die Lüfte tragen.,"Die legendären Kamuy des Fernen Ostens kommen in mannigfachen Gestalten vor. Diese Art ähnelt der neunschwänzigen Füchsin namens Tamamo no Gozen, was ganz bestimmt kein Zufall ist.","♪ Doch am End fand zusammen ♪
♪ was das Schicksal als wesensgleich auserkoren ♪
*Fahrender Sänger*"
182,Rufe deinen blauen Kamuy herbei. Der von Seiryu gesegnete Wolf setzt sich mühelos über die Gesetze der Schwerkraft hinweg.,"Dieses Wolfswesen wurde gefürchtet, gejagt und erschlagen, doch von Seiryu wiederbelebt.","Ist der nicht gefährlich?!
*Katzenliebhaber*"
183,"Rufe deinen Säbelzahntiger herbei. Dieser Tiger wurde zum Kämpfen trainiert und hat Reißzähne, die so lang sind wie Säbel.","Woher der Name dieses Tigers stammt, ist auf den ersten Blick erkennbar. Das Abrichten dieser Rasse zu Reittieren gelingt nur, wenn man direkt nach ihrer Geburt damit beginnt, sie zu trainieren.",Grrrrrr ... <schnurr>
184,"Rufe deine Eureka-Schwalbe herbei. Geboren im Meer, bestimmt für die Lüfte.","Eureka-Schwalben, auch „blaue Engel“ genannt, sind elementare Hybride. Sie werden im Meer geboren, doch erheben sich alsbald wie Schwalben in die Lüfte. Ihre Anmut sollte jedoch nicht darüber hinwegtäu-
schen, dass sie auch geschickte Jäger sind, die mit ihrem potenten Gift ihre Beute schnell ausschalten.","Was ist das für ein wundervolles blaues Leuchten am Himmel?
*Aus der Sammlung „Berühmte letzte Worte“*"
185,"Rufe deinen kälteresistenten Magitek-Rächer herbei, eine von den Goblins zu einem Reitgefährt umgebaute imperiale Kampfmaschine, die in dieser Ausführung besonders für den Einsatz in kalten Gebieten geeignet ist.","Eine ursprünglich führerlose Kampfmaschine der Garlear, die von den Goblins zu einem Reitgefährt umgebaut und nun noch zusätzlich gegen Kälte isoliert wurde.","Willzu auf Arm nehmen?!
*Trockdox*"
186,"Rufe deinen Demi-Yadis herbei. Die Replikation eines Proto-Yadis, erschaffen von den Forschern von Baldesions Gelehrten.","Forscher von den Gelehrten erschufen den Demi-Yadis, um mögliche Schwachstellen des Proto-Yadis zu ergründen. Sie vermuteten, dass die Schwarz-
magier von Mhach mit der Erschaffung der Yadis das Aufrufen des Proto-Yadis erprobten.",... ... ...
187,Rufe deinen Amaro herbei. Diese flugfähigen Reittiere sind in ganz Norvrandt beliebt.,"Vor langer Zeit schufen die Magier des Ronka-Kaiserreichs diese Nutztiere durch gezielte Auslesezüchtung aus dem Cama, der damals zu den intelligenteren wilden Bestien zählte. Bei den Flügeln wurde beim Züchten wohl magisch nachgeholfen.","Der Amaro spürt instinktiv das Gemüt seines Reiters.
Manche gehen sogar so weit zu behaupten, Amaros könnten *Gedanken* lesen!
*Bethric*"
188,Rufe deinen Wüstengleiter herbei. Dieses Gefährt wurde im Kristallturm entdeckt und von den Handwerkern der Manufaktur der Gemeinschaft repariert.,"Diese Flugmaschine wurde einst von Mitgliedern der kaiserlichen Familie verwendet. Als sie vor einer bestimmten Höhle zurückgelassen wurde, musste sie mit einem Luftschiff geborgen werden. Danach wurde sie im Turm abgestellt und kam sehr lange Zeit nicht mehr zum Einsatz.",<knatter> <knatter>
189,"Rufe deinen Pixie-Gwiber herbei. Dieses Wesen lässt sich mithilfe einer Pfeife rufen, die von der Magie des Feenkönigs Titania erfüllt ist.","Die Pfeife, mit der dieses Wesen gerufen werden kann, wurde vor langer Zeit von fähigen Magiern erschaffen. Das Wesen soll einen legendären Drachen darstellen.","H-Heiliger Bommel! Ein ... Drache?!
*Mogzin*"
190,"Rufe deinen Triceratops herbei, eine uralte Bestie mit drei charakteristischen Hörnern. Er ist bereits mit einem magischen Sattel ausgerüstet.","Auf dem Rücken dieser uralten Bestie ist ein Sattel befestigt, der unter Anwendung magischer Verfahren der Ronka-Zeit angefertigt wurde. Nuts, der Gründer vom Clan Kupo, entdeckte ihn während der Erforschung antiker Ruinen.",Grrroooaaarrr!!!
191,Rufe deinen Eisenfrosch herbei. Diese mittelgroße Marionette wurde von Zwergenhandwerkern angefertigt.,"Die Zwergenhandwerker haben für den alltäglichen Gebrauch nicht nur das Fahrgestell verstärkt, sondern auch ausfahrbare Triebwerke eingebaut, die den Eisenfrosch fliegen lassen. Deren Herstellungs-
methode würde aber kein Zwerg jemals verraten.",Holladriooooh!!
192,"Rufe deinen Innozenz-Gwiber herbei. Dieses Wesen lässt sich mithilfe einer Pfeife beschwören, die von Innozenz' Magie erfüllt ist.","Das Licht, welches dieses Wesen umgibt, erinnert an den allmächtigen Innozenz. Natürlich handelt es sich hierbei nicht um einen Sünden­ver­tilger.","Ich bin ohne Schuld, frei von jedem Makel! Ich bin Innozenz!
*Vauthry*"
193,Rufe dein Zauberbett herbei. Dieses fliegende Bett erleichtert den morgendlichen Weg zum Bäcker erheblich.,"Zu der Zeit, als das Königreich Voeburt noch existierte, wurde dieses Bett für einen unglaublich faulen Königssohn angefertigt. Da es ihm zu anstrengend war, sich die Steuerung erklären zu lassen, stieg er schlafend in die Wolken auf und ward nie wieder gesehen.","Ich hätte nichts gegen eine heiße Tasse Tee und ein anständiges Bett einzuwenden.
*Ryne*"
194,"Rufe deinen Ahriman herbei, der von einem Bändiger des Circus Continental aufgezogen und trainiert wurde.","Der Impresario vom Circus Continental hatte den Plan, mithilfe dieses Ahrimans zu Allerschutzheiligen Angst und Schrecken zu verbreiten, doch der Blick des Grauens wollte ihm einfach nicht gelingen.","Im Gegenzug möchte ich nur, dass ihr schön viele Leute mit dem Blick des Grauens erschreckt.
*Impresario*"
195,Rufe den goldenen Kumulus herbei. Mithilfe einer geheimen Technik eines Einsiedlers aus dem Fernen Osten lässt sich diese magische Wolke rufen.,"Ein mächtiger Zaubergelehrter, der zurückgezogen in den Bergen von Doma lebte, erschuf diese magische Wolke, indem er viele kleine Wolken miteinander verknüpfte. Man erzählt sich, das Glück würde jedem folgen, der auf dieser goldenen Wolke reitet.","Du verdienst alles Glück der Welt ...
*Unbekannt*"
196,,,
197,"Rufe deinen vollgepanzerten Kampftiger herbei, der neben seinen Krallen und Säbelzähnen auch noch mit einem messerscharfen Horn bewaffnet ist.",Dieser Säbelzahntiger wurde seit seiner Geburt zum Kämpfen trainiert. Die Armee in der Bozja-Region setzt seit jeher spezielle Bataillone mit diesen gepanzerten Raubkatzen in Schlachten ein.,"Sollen die kleinen Miezekätzchen sich mal etwas austoben. Umso leichter sind sie später zu handhaben.
*Gegeruju*"
198,,,
199,,,
200,Rufe einen ausgewachsenen Morbol als Reittier hierbei. Morbol kann man nicht wirklich zu Reittieren dressieren. Entsprechend ungewöhnlich fällt der Transport aus.,"Dieses magische Wesen war ursprünglich für die Große Maskerade in der Himmlischen Arena gedacht, aber erwies sich als etwas zu un­be­rechen­bar. Die Blaumagiergilde beschloss kurzerhand, die wenigen Exemplare an einen windigen Händler zu veräußern.","Keiner hat behauptet, es würde bequem werden.
*Anonymer Exoten-Händler*"
201,"Rufe deine stattliche Quiexie herbei. Sie ist stark genug, um dich auf ihrem Rücken zu tragen, allerdings muss man sich etwas an den strengen Geruch gewöhnen.",Diese Quiexie wurde von dem Nu Mou Lugg Aenc als Reittier erschaffen. Sie wühlt gerne nach Essen und liebt vor allem Würste aller Art. Aufgrund ihrer weichen Rundungen lässt es sich angenehm auf ihr sitzen. Allerdings muss man mit lautem Magenknurren rechnen.,"Ein Feenkönigreich für eine Quiexie!
*Uin Nee*"
202,"Rufe Epimetheus herbei, eine schier unaufhaltsame Kampfmaschine. Jedenfalls wäre sie es, wenn sie etwas größer wäre.","Die Garlond Metallwerke haben diese Kriegsmaschine nach gestohlenen Bauplänen aus Garlemald rekonstruiert. Da jedoch die exakten Ausmaße unbekannt waren, fällt diese Version etwas kleiner aus als das Original.","Boooah, was für ein geiles Teil!
*Kriegsmaschinen-Nerd*"
203,"Rufe Menoetius herbei. Ähnelt Epimetheus, ist aber ungleich komfortabler.","Nach der erfolgreichen Rekonstruktion des Epimetheus haben sich die Ingenieure der Garlond Metallwerke darangemacht, das Fahrzeug zu verbessern. Das Ergebnis ist ein komfortableres und zugleich agileres Gefährt. ","Ich glaube, ich bin verliebt ...
*Kriegsmaschinen-Nerd*"
204,"Rufe dein Konstrukt7 herbei. Ein mächtiger Stahlkoloss, der mit seinem Brummen und Zischen besonders bei den Zwergen Eindruck schinden dürfte.","Tatsächlich handelt es sich bei dem Kobold-Konstrukt nicht um eine Maschine, sondern um einen Golem. Erbeutet durch den Mahlstrom, wurden einige Exemplare bei Naldiq & Vymelli wieder Instand gesetzt und an die Aben­teurer­gilde übergeben.","Huldigt Titan! Titan ist groß! Titan! Titan! Titan!!!
*Gravur an der Fußsohle des Konstrukts*"
205,"Rufe deinen Schatten-Gwiber herbei. Dieses Wesen lässt sich mithilfe einer Pfeife rufen, die von Hades' Magie erfüllt ist.","Die Pfeife, mit der dieses Wesen gerufen werden kann, wurde vermutlich vor langer Zeit von dem Ascian Emet-Selch erschaffen. Für den Ursprünglichen war das wohl nicht viel mehr als eine Spielerei.","Bist du eine Art niederer Drache?
*Mogzin*"
206,"Rufe einen Träger-Spriggan herbei, der dich mit fluffigen Ohren und auf bequemen Kissen sanft an dein Ziel trägt.","Dieser riesige Spriggan hat sich so lange an köstlichsten Erzen gütlich getan, bis er im Stollen feststeckte. Seit seiner Befreiung trägt er sowohl Waren als auch Personen mit größter Leidenschaft.",Gi?
207,"Rufe deine Geläuterte Sprachlosigkeit herbei. Sie ist nicht gerade redselig, also erwarte keine angeregten Unterhaltungen.","Die Jäger des Clans Kupo spürten diesen Sünden­ver­tilger in den Kellergewölben von Eulmore auf und wollten ihn zunächst erschlagen, doch als sie merkten, dass er friedlich ist, verschonten sie ihn.","Vergib uns unsere Sprachlosigkeit.
*Lucia*"
208,"Rufe deinen Dhalmel herbei. Ein langhalsiger Pflanzenfresser, der im Abalathischen Wolkenmeer beheimatet ist. ","Dieser Dhalmel gierte nach den saftigen Blättern der Nachbarinsel. Als er jedoch seinen langen Hals ausstreckte, verlor er das Gleichgewicht und fiel ins Wolkenmeer ... und lernte zu fliegen. Die Theorie ist umstritten.","Uaaah! Ein Dhalmel!!!
*Enion*"
209,"Rufe dein Albino-Karakul herbei, wegen seiner weißen Farbe das schwarze Schaf unter seinesgleichen. ","Dieses Karakul, das auf dem Grundstück der Haillenarte aufgezogen wurde, kam inmitten seiner schwarzen Artgenossen mit weißer Fellfarbe zur Welt. Wegen seines Seltenheitswerts entschied man, es nicht zu schlachten, sondern es stattdessen als Reittier zu verwenden.","Ich frage mich, wie ein Albino-Karakul schmeckt ...
*Unbekannter Gourmet*"
210,,,
211,"Rufe Ufiti herbei, eins der letzten überlebenden Affenwesen, die früher zahlreich auf dem Diadem lebten.","Nachdem blutrünstige Abenteurer seine Artgenossen massakriert hatten, meisterte er die Kunst des Fliegens, um sich auf die Suche nach einem würdigen Anführer zu machen.","Starke werden von Stärke angezogen.
*Ywain*"
212,"Ruf deinen Deinonychus herbei. Er ist sehr viel klüger, als er aussieht.","Eine riesige fleischfressende Echse, die im Süden von Ilsabard beheimatet ist und mit dem Raptor aus dem Finsterwald artverwandt ist. Aufgrund seiner Intelligenz, die sich auch im Jagdverhalten äußert (Deinonychus jagen stets zu zweit), wurde er seit alters als Kampftier in Kriegen eingesetzt.","Wer einen Deinonychus jagt, wird schnell zum Gejagten.
*Anonymer Jäger*"
213,Rufe Automat Nr. 14 herbei. Dieses kampferprobte Konstrukt wurde von der IV. Legion erbeutet.,"Die IV. Legion der garleischen Armee ließ in der Uhrwerksstadt Gog eine Kampfmaschine entwickeln, die den Transport von Soldaten und Material erleichtern sollte. Der Automat Nr.14 ist eine kampfkraftgesteigerte Weiterentwicklung des ursprünglichen Eisenkonstrukt-Modells.","Be-schleu-nige auf Hyper-ge-schwindig-keit. Biep.
*Semi-autonomer Automat Nr. 14*"
214,"Rufe deinen Königspfau herbei, eine Riesenpfauenart, die auf dem Kontinent Othard beheimatet ist. Schlägt er ein Rad, verschlägt es einem die Sprache, so schön ist er.","Dieses Prachtexemplar von einem Pfau ist nicht nur schön, sondern auch äußerst nützlich, da er Unge-
ziefer in großen Mengen vertilgt. Er soll aus einer auf Othard heimischen Art hervorgegangen sein, deren Eigenschaften durch Geomantie verbessert wurde. Im Nahen wie im Fernen Osten gilt er als der „König der Vögel“.","Die Geomantie besitzt viele Anwendungsfelder, eines davon ist die Artenzüchtung.
*Professor der angewandten Geomantie*"
215,"Rufe die Urne der Wasserschlange herbei. Sie fühlt sich schwer an, obwohl du schwören könntest, dass sie bis gerade eben noch ziemlich leer war.","Eine kleine Ronka-Flöte befand sich in dieser Urne, die sich wie von Zauberhand füllte, wenn man auf der Flöte spielte. Warum? Das weiß niemand, denn die Wege der Wasserschlange sind unergründlich.","Urne ist gleichzeitig leer und voll wie Herz von Wasserschlange.
*Quinfort*"
216,"Rufe dein Pteranodon herbei, ein fliegendes Schuppentier, an dem die Evolution spurlos vorbeigegangen zu sein scheint.","Dieses Schuppentier, das auf dem Diadem behei-
matet ist, schloss Freund­schaft mit dem Piloten der *Bounty*, der ihm ab und an Essensreste hinwarf. Mittlerweile ist es so zahm, dass es geübte Flug-
tierreiter wie dich auf seinem Rücken duldet.","Freund­schaft geht durch den Magen.
*Pilot der Bounty*"
217,"Rufe deinen Rubin-Gwiber herbei. Dieses Wesen lässt sich mithilfe einer Pfeife rufen, die von der Magie eines unbekannten Primae erfüllt ist.","Die Pfeife, mit der dieses rötlich schimmernde Schuppentier herbeigerufen werden kann, soll von der Magie jenes Primae erfüllt sein, den die Rubin-Waffe absorbiert haben soll. Wie der Beschwörer in den Besitz der Pfeife kam und wie er Kenntnis über ihre magischen Kräfte erlangte, bleibt ein Rätsel.","Ich frage mich, ob ein ausgestopfter Rubin-Gwiber immer noch rötlich schimmert.
*Enion*"
218,Rufe deinen Hybodus herbei. Der nahe Verwandte des Tornadohais kann dank eines hohen Anteils an Luft-Äther fliegen.,"Der Hybodus ist ein Verwandter des Tornadohais. Er verfügt jedoch über ein magiesensitives Organ, mit dem er Luftäther beeinflussen und dadurch fliegen kann. Er ernährt sich hauptsächlich von Wolken-
meerfischen und Vögeln.","Das glaube ich erst, wenn Haie fliegen können!
*Meister Oboro*"
219,"Rufe deinen Ramuh herbei, ein magisches Wesen, das aus einem kleinen Kristall im Herzen von Eden schlüpfte, nachdem er mit magischer Energie übergossen wurde. ","Der Kristall, aus dem dieses Wesen schlüpfte, entstand als Nebenprodukt einer Primae-Beschwörung. Als Shiva beschworen wurde, wurde Blitz-Äther, der bei der Ramuh-Beschwörung angefallen war und noch in der Luft waberte, blitzartig abgestoßen und kristallisiert. ","Die Meinige findet den flitzenden Blitzenden einfach fabelhaft!
*Sylphe*"
220,"Rufe dein Rubellit-Karfunkel herbei, geboren aus einem Äthergramm erfüllt von der Kraft eines Rubellits.","Ein magisches Reittier, das von dem selbst­er­nann­ten Hermetikergenie Ulan auf Grundlage ihres bei der Züchtung des Riesenkarfunkels Diama gewonnenen Wissens geschaffen wurde. Dank des mit Rubellit-
körnern gefüllten Kerns kann es auch von Nicht-Hermetikern beschworen werden.","Die Erforschung von Karfunkeln ist ein wahrhaft schillerndes Feld!
*Ulan*"
221,,,
222,Rufe deine Chocobo-Kutsche herbei und nimm die Zügel endlich selbst in die Hand.,"Der erste Prototyp der heute so bekannten Chocobo-Kutsche wurde vor rund einhundert Jahren gebaut. Die Technologie für die schwebenden, mit Erdseim-Gas gefüllten Ballons stammt erstaunlicherweise von den Ixal, die im Finsterwald bruchgelandet sind.",Kweeeh!
223,"Rufe deinen Zwergenpanzer herbei, der ganze Stolz der Zwerge der Watts-Werkstatt für Hammerprojekte.","Dieses Gefährt basiert auf einem Entwurf des legendären Schmieds Watts und ist mit einem neunzylindrigen Zwergenspritsternmotor, Eisenarmen und einem rotierbaren Dämonen-
geschütz ausgestattet.","Dank des Zwergenpanzers ist die Welt ein kleines Stück sicherer geworden.
*Lorathia*"
224,"Rufe deinen Gabriel α. Etwas klein, aber dafür umso schneller. Gut festhalten!",Ein experimenteller Prototyp der späteren Magitek-Flugrüstung Gabriel. Die kleinere Form diente wohl zur Optimierung der Aerodynamik.,Bieeeeeep.
225,"Rufe deinen Megalotragus herbei. Gib Acht, dass du dich beim Reiten nicht an seinen riesigen Hörnern stößt.",Mit Hörnern wie Krummschwerter stammt der Megalotragus aus den Bergen von Abalathias Rückgrat. Erst nach der Katastrophe fanden sie im erkalteten Coerthas eine neue Heimat. Eine derart alte Spezies ist außerdem selbst­verständ­lich von magischem Naturell.,Brrrrh ...
226,"Rufe deinen Gwiber des Lichts herbei. Zum Leben erweckt von Heldenäther ist er nun bereit, dich auf seinem Rücken zu tragen.","Heldenäther bringt das Herz dieses mächtigen Gwibers zum Schlagen. Vielleicht gab es einst einen strahlenden Helden, der auf dem Rücken dieser magischen Kreatur ritt, um das Böse zu finden und niederzustrecken ...",Grooooh!
227,,,
228,"Rufe dein Jibanyan-Sofa herbei. Ein mysteriöses Sofa, welches dem Yo-kai Jibanyan nachempfunden ist.","Dieses Sofa ist dem Yo-kai Jibanyan nachempfunden und kann im Gegensatz zu seiner gestalterischen Vorlage fliegen. Es ist so komfortabel, dass es Helden und Abenteurer jeglicher Art in Sofahelden verwandelt.","So gemütlich, nyan!"
229,"Rufe deinen Magitek-Transporter NEO herbei, die zweite Generation allagischer Beförderungstechnologie.","Es liegt nicht in der garleischen Natur, Gutes bei Gutem zu belassen. Und so haben Magitek-Ingenieure in Doppelschichten daran gearbeitet, den Magitek-Transporter zu verbessern. Er ist nun 8 % leichter und verbraucht 14 % weniger Erdseim auf 100 Malmen.","Wunderbar, einfach wunderbar!
*Entzückter Ingenieur*"
230,"Rufe Ehll Tou herbei. Niemand bastelt besser als sie, zisch.","Hilfs­bereit­schaft und Neugier brachte Ehll Tou nach Ishgard. Dort fand sie nicht nur neue Freunde, sondern entdeckte auch ihre einzigartige Gabe des Handwerks. Kein anderer Drache vermag es, Werkzeuge mit derartigem Geschick zu führen.","Die Ode eines neuen Zeitalters!
*Ehll Tou*"
231,"Rufe Incitatus herbei. Ein legendäres Reittier, das von Mähne bis Schweif Edelmut ausdrückt.","Incitatus ist die geheime Leidenschaft der Händlerin Rowena, die dieses ungewöhnlich edelmütige Pferd wie eine Kostbarkeit mit Luxus verwöhnt hat. Incitatus gilt als ein äußerst schlauer und treuer Reisebe-
gleiter. ",<schnaub> <wieher> ♪
232,Rufe deinen Schneemann herbei. Er ist mit Immerfrost-Kristallen präpariert und wird gewiss nicht unter dir wegschmelzen.,"Ein für das Sternenlichtfest gebauter Schneemann. Der Brauch, Schneemänner zu bauen, wurde aus Gyr Abania übernommen. Dank gridanischer Druiden-
kunst bleibt er stets frisch und frostig.","Was für ein herzerwärmender Anblick!
*Kleines Helferlein*"
233,"Rufe deinen Mondwal herbei, ein walförmiges Magitek-Gefährt, das Platz für 8 Personen bietet.","Ein von den Gar­lond-Me­tall­wer­ken entwickeltes Magitek-Gefährt, das dem legendären Schiff von Mysidia nachgeformt ist und eine hohe Beför-
derungskapazität besitzt.  ","Einfach genial!
*Begeisterter Ingenieur*"
234,Rufe dein Eden herbei. Auf ihm zu reiten fühlt sich paradiesisch an.,"Ein mit Magie gefüllter Kristall, der im Herzen von Eden geborgen wurde. Obwohl er dem Sünden­ver­tilger Eden äußerlich gleicht, geht von ihm keinerlei Gefahr aus.","Eden absorbiert Unmengen an Äther!
*Ryne*"
235,"Rufe deinen Cerberus herbei. Doch wundere dich nicht, wenn die Leute etwas gucken.","Neben seiner unfassbaren Stärke und seinen drei gefährlichen Mäulern rühmt sich dieser Nichts­gesand­te eines erstaunlich langen Lebens: Er stammt aus der Dritten Ära des Lichts. Es heißt, die allagischen Halsbänder halten ihn in Schach, aber vielleicht ist das auch nur ein Trick.","Was für ein niedliches Hündchen!
*Nashu Mhakaracca*"
236,"Rufe deine Riesenkrabbe herbei. Sie ist dankbar, am Leben zu sein, und wird dich nicht zwicken.","Diese riesige Krabbe wurde von einem verfressenen Qiqirn gemästest, der es jedoch am Ende nicht über sein Herz brachte, sie zu schlachten. Aus Dankbarkeit stellt sich die Krabbe seither als Reittier zur Verfügung.","Krabbe ist fett, aber nett. Soll leben!
*Anonymer Qiqirn*"
237,Rufe das legendäre Fabelwesen Areion herbei.,"Dieses geflügelte Pferd soll einst einem Helden gehört haben. Es heißt, dass nur wessen Herz so heiß brennt wie die Sonne, auf ihm reiten kann.","Ein fabelhaftes Pferd.
*Anonymer Pferdezüchter*"
238,"Rufe deinen Smaragd-Gwiber herbei. Dieses Wesen lässt sich mithilfe einer Pfeife rufen, die von der Magie eines unbekannten Primae erfüllt ist.","Die Pfeife, mit der dieses grünlich schimmernde Schuppentier herbeigerufen werden kann, soll von der Magie jenes Primae erfüllt sein, den die Smaragd-Waffe absorbiert haben soll. Wie der Beschwörer in den Besitz der Pfeife kam und wie er Kenntnis über ihre magischen Kräfte erlangte, bleibt ein Rätsel.","Ich frage mich, ob ein ausgestopfter Smaragd-Gwiber immer noch grünlich schimmert.
*Enion*"
