#,Icon,PlaceNameSubtext,DataKey,MapMarkerUnlockedBit,X,Y,SubtextOrientation,MapMarkerRegion,Type,DataType,Unknown0
366.31,60311,2238,0,0,1375,376,3,0,0,0,255
366.32,0,3356,0,0,1072,748,4,0,1,0,255
366.33,60442,3360,0,0,1156,790,2,0,0,0,255
366.34,0,3357,0,0,950,1440,4,0,0,0,255
366.35,0,3358,0,0,400,1133,4,0,0,0,255
366.36,60935,0,0,89,980,1764,2,0,0,0,255
366.37,60551,0,0,74,755,1470,2,0,0,0,255
366.38,60467,0,0,94,562,1610,2,0,0,0,255
366.39,60935,0,0,225,576,1593,2,0,0,0,255
366.40,0,0,0,0,0,0,0,0,0,0,255
366.41,0,0,0,0,0,0,0,0,0,0,255
366.42,60412,0,0,173,775,1637,2,0,0,0,255
366.43,60935,0,0,173,775,1648,2,0,0,0,255
366.44,60927,0,0,173,785,1645,2,0,0,0,255
366.45,60412,0,0,245,1440,240,3,0,0,0,255
366.46,60935,0,0,245,1447,247,3,0,0,0,255
366.47,63971,0,2585,245,1452,255,3,0,0,4,255
367.0,0,3165,0,0,645,1885,4,0,1,0,255
367.1,0,3166,0,0,345,1400,4,0,1,0,255
367.2,0,3167,0,0,1590,1335,4,0,1,0,255
367.3,0,3168,0,0,1410,370,4,0,1,0,255
367.4,60442,3169,0,0,620,1580,2,0,0,0,255
367.5,60453,3170,142,0,921,1321,4,0,0,3,255
367.6,60442,3171,0,0,950,1450,3,0,0,0,255
367.7,60442,3172,0,0,795,965,4,0,0,0,255
367.8,60442,3173,0,0,715,830,4,0,0,0,255
367.9,60442,3174,0,0,368,916,4,0,0,0,255
367.10,60442,3175,0,0,264,684,4,0,0,0,255
367.11,60442,3176,0,0,330,1235,2,0,0,0,255
367.12,60442,3177,0,0,360,1510,3,0,0,0,255
367.13,60442,3178,0,0,240,1280,2,0,0,0,255
367.14,60453,3179,143,0,1405,830,4,0,0,3,255
367.15,60442,3180,0,0,1475,825,2,0,0,0,255
367.16,60442,3181,0,0,1195,1365,4,0,0,0,255
367.17,60442,3182,0,0,1588,1172,4,0,0,0,255
367.18,60442,3183,0,0,1172,1675,2,0,0,0,255
367.19,60442,3185,0,0,1195,550,4,0,0,0,255
367.20,60442,3186,0,0,1140,515,1,0,0,0,255
367.21,60442,3187,0,0,1145,595,1,0,0,0,255
367.22,60442,3188,0,0,1250,510,2,0,0,0,255
367.23,60442,3189,0,0,1250,600,2,0,0,0,255
367.24,60442,3190,0,0,1195,380,4,0,0,0,255
367.25,60442,3191,0,0,1145,150,4,0,0,0,255
367.26,60441,2953,491,0,205,1775,4,0,0,1,35
367.27,60414,3018,0,79,1879,635,4,0,0,0,255
367.28,0,0,0,0,0,0,0,0,0,0,255
367.29,60311,3374,0,0,918,1293,4,0,0,0,255
367.30,60434,0,0,0,938,1305,2,0,0,0,255
367.31,60412,0,0,73,1360,875,2,0,0,0,255
367.32,60412,0,0,73,1338,851,2,0,0,0,255
367.33,60434,0,0,73,1333,856,2,0,0,0,255
367.34,60311,3374,0,73,1530,756,2,0,0,0,255
367.35,60442,3361,0,0,789,1690,4,0,0,0,255
367.36,0,3362,0,0,620,1720,3,0,0,0,255
367.37,60442,3363,0,0,560,1220,4,0,0,0,255
367.38,0,3364,0,0,824,1060,3,0,0,0,255
367.39,60442,3365,0,0,434,996,3,0,0,0,255
367.40,60442,3366,0,0,1136,864,4,0,0,0,255
367.41,60442,3367,0,0,1266,898,3,0,0,0,255
367.42,60442,3368,0,0,1610,640,1,0,0,0,255
367.43,0,3373,0,0,1575,700,4,0,1,0,255
367.44,60442,3178,0,0,448,1332,2,0,0,0,255
367.45,60442,3178,0,0,446,1454,2,0,0,0,255
367.46,60551,0,0,0,900,1295,2,0,0,0,255
367.47,60935,0,0,100,1816,806,2,0,0,0,255
367.48,60434,0,0,100,1807,837,2,0,0,0,255
367.49,60442,3472,0,100,1816,826,2,0,0,0,255
367.50,0,0,0,0,0,0,0,0,0,0,255
368.0,0,3192,0,0,1268,390,4,0,1,0,255
368.1,0,3193,0,0,800,1090,4,0,1,0,255
368.2,0,3194,0,92,1100,1800,1,0,1,0,255
368.3,60453,3195,147,0,1585,825,4,0,0,3,255
368.4,60442,3196,0,0,505,225,1,0,0,0,255
368.5,60442,3197,0,0,1675,1215,3,0,0,0,255
368.6,60442,3198,0,0,1920,855,4,0,0,0,255
368.7,60442,3199,0,0,1830,286,1,0,0,0,255
368.8,60442,3200,0,0,1080,590,4,0,0,0,255
368.9,60442,3201,0,0,1635,1480,4,0,0,0,255
368.10,60442,3202,0,0,340,702,2,0,0,0,255
368.11,60442,3203,0,92,405,1075,4,0,0,0,255
368.12,60442,3204,0,92,466,1424,2,0,0,0,255
368.13,60453,3205,148,92,882,1242,4,0,0,3,255
368.14,60442,3206,0,92,285,1530,3,0,0,0,255
368.15,60442,3207,0,92,640,1300,4,0,0,0,255
368.16,60442,3208,0,92,1020,1285,2,0,0,0,255
368.17,60442,3209,0,92,1340,1685,2,0,0,0,255
368.18,60442,3210,0,92,662,1740,3,0,0,0,255
368.19,60441,2954,492,0,1288,141,4,0,0,1,55
368.20,60414,3194,0,192,597,1882,3,0,0,0,255
368.21,0,0,0,0,0,0,0,0,0,0,0
368.22,0,0,0,0,0,0,0,0,0,0,0
368.23,60414,3007,0,91,953,1609,3,0,0,0,255
368.24,0,0,0,0,0,0,0,0,0,0,0
368.25,60434,0,0,0,1548,817,2,0,0,0,255
368.26,60434,0,0,92,1017,1320,2,0,0,0,255
368.27,60412,0,0,92,1039,1270,2,0,0,0,255
368.28,60442,3369,0,0,1150,886,2,0,0,0,255
368.29,60442,3370,0,0,1302,1274,2,0,0,0,255
368.30,60467,0,0,88,413,1118,3,0,0,0,255
368.31,60467,0,0,88,420,1136,3,0,0,0,255
368.32,60935,0,0,87,1662,1236,3,0,0,0,255
369.0,63405,2953,491,0,1012,1098,5,50,0,1,255
369.1,63406,2954,492,0,362,859,5,51,0,1,255
369.2,63407,2955,493,0,1491,1718,5,52,0,1,255
369.3,63408,2956,494,0,1062,400,5,53,0,1,255
369.4,63409,2957,495,0,1705,616,5,54,0,1,255
369.5,63410,2958,496,0,374,1676,5,55,0,1,255
369.6,63401,2951,497,0,1425,1218,5,56,0,1,255
369.7,63402,2952,498,0,418,1217,5,57,0,1,255
369.8,63403,2952,554,0,418,1217,5,57,0,1,255
369.9,63404,2952,555,0,418,1217,5,57,0,1,255
369.10,0,0,0,0,0,0,0,0,0,0,255
369.11,0,0,0,0,0,0,0,0,0,0,255
369.12,0,0,0,0,0,0,0,0,0,0,255
369.13,0,0,0,0,0,0,0,0,0,0,255
369.14,0,0,0,0,0,0,0,0,0,0,255
369.15,0,0,0,0,0,0,0,0,0,0,255
370.0,0,3236,0,0,820,990,4,0,1,0,255
370.1,0,3237,0,0,1200,460,4,0,1,0,255
370.2,0,3238,0,0,640,580,4,0,1,0,255
370.3,0,3239,0,0,1080,1710,4,0,1,0,255
370.4,60442,3240,0,0,560,1030,4,0,0,0,255
370.5,60453,3241,133,0,894,1024,3,0,0,3,255
370.6,60442,3242,0,0,1080,1020,4,0,0,0,255
370.7,60442,3288,0,0,1180,1530,2,0,0,0,255
370.8,60442,3244,0,0,1220,1030,4,0,0,0,255
370.9,60442,3245,0,0,1540,1020,4,0,0,0,255
370.10,60442,3246,0,0,730,860,1,0,0,0,255
370.11,60442,3247,0,0,1030,480,2,0,0,0,255
370.12,60442,3248,0,0,1020,760,2,0,0,0,255
370.13,60442,3249,0,0,990,900,4,0,0,0,255
370.14,60442,3250,0,0,1230,700,2,0,0,0,255
370.15,60442,3251,0,0,900,480,4,0,0,0,255
370.16,60442,3252,0,0,900,590,4,0,0,0,255
370.17,60442,3253,0,0,770,640,1,0,0,0,255
370.18,60442,3254,0,0,860,1250,4,0,0,0,255
370.19,60442,3255,0,0,990,1440,1,0,0,0,255
370.20,60442,3256,0,0,1220,1290,2,0,0,0,255
370.21,60442,3257,0,0,700,1270,1,0,0,0,255
370.22,60414,2982,0,90,1183,964,2,0,0,0,255
370.23,0,0,0,0,0,0,0,0,0,0,0
370.24,0,0,0,0,0,0,0,0,0,0,0
370.25,60551,0,0,0,1085,842,2,0,0,0,255
370.26,60581,0,0,0,1004,1048,2,0,0,0,255
370.27,60412,0,0,0,880,1390,2,0,0,0,255
370.28,60412,0,0,0,855,1372,2,0,0,0,255
370.29,60412,0,0,0,832,1345,2,0,0,0,255
370.30,60412,0,0,0,780,1283,2,0,0,0,255
370.31,60412,0,0,0,758,1249,2,0,0,0,255
370.32,60412,0,0,0,801,1136,2,0,0,0,255
370.33,60412,0,0,0,842,1133,2,0,0,0,255
370.34,60935,0,0,0,969,1220,2,0,0,0,255
370.35,60412,0,0,0,771,1216,2,0,0,0,255
370.36,60910,0,0,0,977,1227,2,0,0,0,255
370.37,60434,0,0,0,1016,1272,2,0,0,0,255
370.38,60352,0,0,0,1148,686,2,0,0,0,255
370.39,60352,0,0,0,1145,680,2,0,0,0,255
370.40,60311,3374,0,0,1139,669,2,0,0,0,255
370.41,60436,0,2557,0,1154,1523,2,0,0,4,255
370.42,60434,0,0,0,870,845,2,0,0,0,255
370.43,60935,0,0,0,846,856,2,0,0,0,255
370.44,60571,0,0,0,853,843,2,0,0,0,255
370.45,60467,3223,0,0,1260,1038,3,0,0,0,255
370.46,60935,0,0,0,880,753,3,0,0,0,255
370.47,60430,0,3328,0,1020,1322,2,0,0,4,255
370.48,60430,0,3329,0,809,906,2,0,0,4,255
370.49,60430,0,3330,0,1154,988,2,0,0,4,255
370.50,60430,0,3331,0,1095,1469,2,0,0,4,255
370.51,60430,0,3332,0,1157,762,2,0,0,4,255
370.52,60430,0,3333,0,919,678,2,0,0,4,255
370.53,60430,0,3334,0,915,542,2,0,0,4,255
370.54,60434,0,0,0,1135,1522,2,0,0,0,255
370.55,60441,2953,491,0,538,1024,1,0,0,1,36
370.56,60425,0,0,0,885,1271,2,0,0,0,255
370.57,60570,0,0,0,925,1287,2,0,0,0,255
370.58,60570,0,0,0,916,1307,2,0,0,0,255
370.59,60442,3371,0,0,800,1460,1,0,0,0,255
370.60,60442,3372,0,0,770,1650,1,0,0,0,255
370.61,60426,0,0,0,947,1214,2,0,0,0,255
370.62,60425,0,0,0,894,735,2,0,0,0,255
370.63,63919,0,0,72,919,1087,2,0,0,0,255
370.64,0,0,0,0,0,0,0,0,0,0,0
370.65,0,0,0,0,0,0,0,0,0,0,0
370.66,60935,0,0,179,942,676,2,0,0,0,255
371.0,0,3258,0,0,820,740,4,0,1,0,255
371.1,0,3259,0,0,1070,1120,2,0,1,0,255
371.2,60446,3260,554,0,1080,970,2,0,0,1,0
371.3,60442,3263,0,0,1030,920,2,0,0,0,255
371.4,60442,3264,0,0,940,1160,1,0,0,0,255
371.5,60442,3265,0,0,1025,960,1,0,0,0,255
371.6,60442,3266,0,0,1050,1025,2,0,0,0,255
371.7,60442,3267,0,0,1050,1055,2,0,0,0,255
371.8,60442,3268,0,0,1050,1085,2,0,0,0,255
371.9,60442,3269,0,0,1000,1025,1,0,0,0,255
371.10,60442,3270,0,0,1000,1055,1,0,0,0,255
371.11,60442,3271,0,0,1000,1085,1,0,0,0,255
371.12,60442,3278,0,0,1025,1130,1,0,0,0,255
371.13,60581,0,0,0,988,890,2,0,0,0,255
371.14,60412,0,0,0,932,1153,2,0,0,0,255
371.15,60467,0,0,0,1019,1140,2,0,0,0,255
371.16,60430,0,3340,0,1041,913,2,0,0,4,255
371.17,60430,0,3339,0,916,1128,2,0,0,4,255
371.18,60430,0,3337,0,1167,1156,2,0,0,4,255
371.19,60441,2954,492,0,1025,700,4,0,0,1,44
371.20,60311,3374,0,0,810,914,1,0,0,0,255
371.21,0,3352,0,0,1023,820,4,0,0,0,255
371.22,60412,0,0,0,1234,889,2,0,0,0,255
372.0,60447,3259,498,0,1070,960,2,0,0,1,2
372.1,0,3260,0,0,1100,1100,4,0,1,0,255
372.2,60446,3261,555,0,948,1005,1,0,0,1,0
372.3,60442,3273,0,0,1025,1055,2,0,0,0,255
372.4,60442,3274,0,0,1025,1024,1,0,0,0,255
372.5,60430,0,3338,0,1046,1016,2,0,0,4,255
372.6,60571,0,0,0,1013,982,2,0,0,0,255
372.7,60935,0,0,0,1004,984,2,0,0,0,255
373.0,60447,3260,554,0,947,1015,1,0,0,1,2
373.1,0,3261,0,0,1080,1160,4,0,1,0,255
373.2,60453,3275,134,0,1025,1020,2,0,0,3,255
373.3,60442,3276,0,0,1080,1096,2,0,0,0,255
373.4,60442,3277,0,0,1110,900,2,0,0,0,255
373.5,60442,3272,0,0,1025,858,2,0,0,0,255
373.6,60442,3279,0,0,955,945,1,0,0,0,255
373.7,60434,0,0,0,1084,1036,2,0,0,0,255
373.8,60412,0,0,0,1083,1041,2,0,0,0,255
373.9,60935,0,0,0,1074,997,2,0,0,0,255
373.10,60935,0,0,0,1064,984,2,0,0,0,255
373.11,60935,0,0,0,1059,979,2,0,0,0,255
373.12,60935,0,0,72,986,973,2,0,0,0,255
373.13,60910,0,0,0,969,994,2,0,0,0,255
373.14,60935,0,0,0,967,999,2,0,0,0,255
373.15,60935,0,0,85,905,1056,2,0,0,0,255
373.16,60935,0,0,72,917,1074,2,0,0,0,255
373.17,60935,0,0,72,925,1088,2,0,0,0,255
373.18,60935,0,0,72,933,1103,2,0,0,0,255
373.19,60551,0,0,0,1009,1085,2,0,0,0,255
373.20,60442,3278,0,0,1026,1143,1,0,0,0,255
373.21,60467,0,0,0,1031,1139,2,0,0,0,255
373.22,60425,0,0,0,1039,1087,2,0,0,0,255
373.23,60927,0,0,95,1130,891,2,0,0,0,255
373.24,60352,0,0,72,1016,862,3,0,0,0,255
373.25,60414,3511,0,105,1144,1028,2,0,0,0,255
373.26,0,0,0,0,0,0,0,0,0,0,255
373.27,60935,0,0,0,1070,992,2,0,0,0,255
373.28,60412,0,0,0,905,1023,2,0,0,0,255
374.0,60442,2998,0,0,1024,680,3,0,0,0,255
374.1,0,3001,0,0,1430,1200,4,0,1,0,255
374.2,0,3002,0,0,1350,620,4,0,1,0,255
374.3,0,3003,0,0,700,520,4,0,1,0,255
374.4,60446,3006,537,0,545,610,1,0,0,1,4
375.0,60442,2999,0,0,1024,720,2,0,0,0,255
375.1,60442,3000,0,0,1024,1300,2,0,0,0,255
375.2,0,3004,0,0,1400,550,4,0,1,0,255
375.3,0,3027,0,0,800,1050,4,0,1,0,255
375.4,60447,3005,536,0,1407,430,2,0,0,1,4
376.0,60442,3008,0,0,412,1507,2,0,0,0,255
376.1,60442,3009,0,0,572,1005,2,0,0,0,255
376.2,0,3011,0,0,1024,1850,4,0,1,0,255
376.3,0,3012,0,0,350,1750,4,0,1,0,255
376.4,0,3013,0,0,350,1075,4,0,1,0,255
376.5,0,3014,0,0,1180,650,4,0,1,0,255
376.6,60446,3016,539,0,1024,435,2,0,0,1,2
377.0,60442,3010,0,0,1024,1024,2,0,0,0,255
377.1,0,3014,0,0,1024,1265,4,0,1,0,255
377.2,60447,3015,538,0,1024,1220,2,0,0,1,6
378.0,60447,3033,541,0,1140,774,2,0,0,1,0
378.1,0,3032,0,0,1040,1048,2,0,1,0,255
378.2,0,0,0,0,0,0,0,0,0,0,255
378.3,0,0,0,0,0,0,0,0,0,0,255
378.4,0,0,0,0,0,0,0,0,0,0,255
379.0,60446,3032,540,0,1212,1111,2,0,0,1,0
379.1,60442,3029,0,0,1152,990,2,0,0,0,255
379.2,0,3033,0,0,974,1248,2,0,1,0,255
379.3,0,0,0,0,0,0,0,0,0,0,255
379.4,0,0,0,0,0,0,0,0,0,0,255
380.0,60442,3030,0,0,998,1150,2,0,0,0,255
380.1,60442,3031,0,0,976,410,2,0,0,0,255
380.2,0,3034,0,0,570,1068,2,0,1,0,255
380.3,0,3035,0,0,1032,604,2,0,1,0,255
380.4,0,0,0,0,0,0,0,0,0,0,255
381.0,0,3281,0,0,888,1862,2,0,1,0,255
381.1,0,3282,0,0,825,1148,1,0,1,0,255
381.2,0,3283,0,0,1000,653,1,0,1,0,255
381.3,60442,3284,0,0,992,1505,2,0,0,0,255
381.4,60442,3285,0,0,1178,860,2,0,0,0,255
381.5,60442,3286,0,0,1181,512,2,0,0,0,255
381.6,60442,3287,0,0,1289,92,2,0,0,0,255
381.7,0,0,0,0,0,0,0,0,0,0,255
381.8,0,0,0,0,0,0,0,0,0,0,255
381.9,0,0,0,0,0,0,0,0,0,0,255
382.0,60442,2949,543,0,1024,950,2,0,0,1,255
382.1,60442,3705,735,125,1120,1024,2,0,0,1,255
383.0,0,0,0,0,0,0,0,0,0,0,0
383.1,0,0,0,0,0,0,0,0,0,0,0
384.0,0,0,0,0,0,0,0,0,0,0,0
384.1,0,0,0,0,0,0,0,0,0,0,255
385.0,60441,2951,497,0,1024,1080,3,0,0,1,44
385.1,60441,0,0,0,1023,968,3,0,0,0,255
385.2,0,3221,545,0,1024,950,4,0,0,1,0
385.3,0,3713,700,125,1024,935,4,0,0,1,41
385.4,0,0,0,0,0,0,0,0,0,0,255
386.0,60441,67,25,0,732,1348,3,0,0,1,49
387.0,60441,2955,493,0,1169,997,2,0,0,1,16
387.1,60441,3214,0,84,965,1119,2,0,0,0,255
387.2,0,0,0,0,0,0,0,0,0,0,0
387.3,0,0,0,0,0,0,0,0,0,0,0
387.4,0,0,0,0,0,0,0,0,0,0,0
387.5,0,0,0,0,0,0,0,0,0,0,0
387.6,0,0,0,0,0,0,0,0,0,0,0
387.7,0,0,0,0,0,0,0,0,0,0,0
387.8,0,0,0,0,0,0,0,0,0,0,0
387.9,0,0,0,0,0,0,0,0,0,0,0
387.10,0,0,0,0,0,0,0,0,0,0,0
387.11,0,0,0,0,0,0,0,0,0,0,0
387.12,0,0,0,0,0,0,0,0,0,0,0
387.13,0,0,0,0,0,0,0,0,0,0,0
387.14,0,0,0,0,0,0,0,0,0,0,0
387.15,0,0,0,0,0,0,0,0,0,0,0
388.0,60425,0,0,0,1010,1047,2,0,0,0,255
389.0,60425,0,0,0,986,1069,2,0,0,0,255
390.0,60425,0,0,0,998,1059,2,0,0,0,255
391.0,0,3379,0,0,750,880,2,0,1,0,255
391.1,0,3380,0,0,1220,770,2,0,1,0,255
391.2,0,3381,0,0,1100,1350,2,0,1,0,255
391.3,60442,3382,0,0,1024,1024,2,0,0,0,255
391.4,60442,3383,0,0,900,1075,2,0,0,0,255
391.5,60442,3384,0,0,1000,875,2,0,0,0,255
392.0,0,3386,0,0,1200,1600,1,0,1,0,255
392.1,0,3387,0,0,900,1100,2,0,1,0,255
392.2,0,3388,0,0,800,700,2,0,1,0,255
392.3,60442,3375,0,0,1030,1400,2,0,0,0,255
392.4,60442,3376,0,0,1030,900,2,0,0,0,255
392.5,60442,3377,0,0,1030,300,2,0,0,0,255
392.6,60442,3389,0,0,850,1630,2,0,0,0,255
392.7,60442,3390,0,0,940,1610,2,0,0,0,255
392.8,60442,3391,0,0,1030,700,2,0,0,0,255
392.9,60442,3392,0,0,1150,670,2,0,0,0,255
392.10,60442,3393,0,0,1140,590,2,0,0,0,255
392.11,60442,3394,0,0,1030,500,2,0,0,0,255
393.0,60467,0,0,0,1051,1391,2,0,0,0,255
393.1,60993,0,0,0,1044,1313,2,0,0,0,255
393.2,60434,0,0,0,1121,1325,2,0,0,0,255
393.3,60442,3436,0,0,1044,1350,1,0,0,0,255
393.4,60425,0,0,0,1096,1353,2,0,0,0,255
393.5,60935,0,0,0,1130,1362,2,0,0,0,255
393.6,60935,0,0,0,1105,1301,2,0,0,0,255
393.7,60935,0,0,0,982,1302,2,0,0,0,255
393.8,63903,0,0,0,1129,1371,2,0,0,0,255
394.0,0,3399,0,0,964,1172,2,0,1,0,255
394.1,0,3400,0,0,1126,300,1,0,1,0,255
394.2,60442,3404,0,0,1246,1172,4,0,0,0,255
394.3,60442,3405,0,0,991,590,4,0,0,0,255
394.4,0,0,0,0,0,0,0,0,0,0,255
394.5,0,0,0,0,0,0,0,0,0,0,255
395.0,0,3401,0,0,1000,813,4,0,1,0,255
395.1,60442,3406,0,0,1024,1024,4,0,0,0,255
395.2,0,0,0,0,0,0,0,0,0,0,255
395.3,0,0,0,0,0,0,0,0,0,0,255
395.4,0,0,0,0,0,0,0,0,0,0,255
395.5,0,0,0,0,0,0,0,0,0,0,255
396.0,0,3402,0,0,822,1066,2,0,1,0,255
396.1,60442,3408,0,0,949,974,4,0,0,0,255
396.2,60447,3398,572,0,800,812,4,0,0,1,3
396.3,0,0,0,0,0,0,0,0,0,0,255
396.4,0,0,0,0,0,0,0,0,0,0,255
396.5,0,0,0,0,0,0,0,0,0,0,255
397.0,0,3403,0,0,1210,818,1,0,1,0,255
397.1,60442,3410,0,0,1025,1137,4,0,0,0,255
397.2,60442,3411,0,0,1025,534,4,0,0,0,255
397.3,60446,3397,571,0,1040,1552,3,0,0,1,2
397.4,0,0,0,0,0,0,0,0,0,0,255
397.5,0,0,0,0,0,0,0,0,0,0,255
398.0,60441,2954,492,0,1030,1035,3,0,0,1,68
398.1,60441,0,0,96,1024,645,4,0,0,0,255
398.2,60428,3425,0,229,1002,652,1,0,0,0,255
398.3,0,0,0,0,0,0,0,0,0,0,255
398.4,0,0,0,0,0,0,0,0,0,0,255
398.5,0,0,0,0,0,0,0,0,0,0,255
398.6,0,0,0,0,0,0,0,0,0,0,255
398.7,0,0,0,0,0,0,0,0,0,0,255
398.8,60441,3572,614,108,942,791,1,0,0,1,0
398.9,0,0,0,0,0,0,0,0,0,0,255
399.0,0,3399,0,0,964,1172,2,0,1,0,255
399.1,0,3400,0,0,1126,300,1,0,1,0,255
399.2,60442,3404,0,0,1246,1172,4,0,0,0,255
399.3,60442,3405,0,0,991,590,4,0,0,0,255
399.4,60441,0,0,0,1246,1725,3,0,0,0,255
399.5,60447,3402,580,0,876,580,3,0,0,1,2
400.0,0,3402,0,0,822,1066,2,0,1,0,255
400.1,60442,3408,0,0,949,974,4,0,0,0,255
400.2,60446,3400,578,0,1142,1148,2,0,0,1,5
400.3,60447,3403,581,0,834,852,4,0,0,1,3
401.0,0,3403,0,0,1210,818,1,0,1,0,255
401.1,60442,3410,0,0,1025,1137,4,0,0,0,255
401.2,60442,3411,0,0,1025,534,4,0,0,0,255
401.3,60446,3402,580,0,1024,1541,3,0,0,1,3
402.0,60467,0,0,0,1199,1694,2,0,0,0,255
403.0,0,3518,0,0,1250,1373,2,0,1,0,255
403.1,0,3519,0,0,1125,880,2,0,1,0,255
403.2,60442,3515,0,0,920,700,2,0,0,0,255
404.0,0,3520,0,0,700,900,2,0,1,0,255
404.1,0,3521,0,0,1220,950,2,0,1,0,255
404.2,0,3522,0,0,1250,1365,2,0,1,0,255
404.3,60442,3516,0,0,1340,1256,4,0,0,0,255
404.4,60447,3514,594,0,1477,1270,2,0,0,1,0
405.0,60446,3513,593,0,623,918,1,0,0,1,4
405.1,0,3523,0,0,960,900,2,0,1,0,255
405.2,0,3524,0,0,1500,1100,2,0,1,0,255
405.3,60442,3517,0,0,1390,1011,4,0,0,0,255
406.0,0,3459,0,0,1200,960,1,0,1,0,255
407.0,0,3460,0,0,1160,1480,2,0,1,0,255
407.1,0,3461,0,0,1270,710,2,0,1,0,255
407.2,60442,3462,0,0,950,1605,2,0,0,0,255
407.3,60442,3463,0,0,1070,860,2,0,0,0,255
407.4,60442,3464,0,0,1070,480,2,0,0,0,255
407.5,60447,3465,595,0,1065,370,4,0,0,1,2
408.0,0,3461,0,0,1150,1050,2,0,1,0,255
408.1,60442,3465,0,0,1030,970,2,0,0,0,255
408.2,60446,3464,586,0,1025,1120,3,0,0,1,5
409.0,0,2241,0,0,352,236,2,0,1,0,255
409.1,0,2242,0,0,1704,332,4,0,1,0,255
409.2,0,2243,0,0,352,1840,2,0,1,0,255
409.3,0,2244,0,0,1560,1808,4,0,1,0,255
409.4,0,2245,0,0,982,1078,4,0,1,0,255
409.5,60442,2255,0,0,304,914,3,0,0,0,255
409.6,60434,0,0,0,384,888,2,0,0,0,255
409.7,63907,0,0,0,1739,687,0,0,0,0,255
409.8,63907,0,0,0,1683,990,0,0,0,0,255
409.9,63907,0,0,0,1490,1210,0,0,0,0,255
409.10,63907,0,0,0,1551,532,0,0,0,0,255
409.11,63907,0,0,0,1626,613,0,0,0,0,255
409.12,63907,0,0,0,1660,637,0,0,0,0,255
409.13,63907,0,0,0,736,1583,0,0,0,0,255
409.14,63907,0,0,0,463,1335,0,0,0,0,255
409.15,63907,0,0,0,297,996,0,0,0,0,255
409.16,63907,0,0,0,1363,1496,0,0,0,0,255
409.17,63907,0,0,0,1300,1493,0,0,0,0,255
409.18,63907,0,0,0,879,1543,0,0,0,0,255
409.19,63907,0,0,0,1162,547,0,0,0,0,255
409.20,63907,0,0,0,432,793,0,0,0,0,255
409.21,63907,0,0,0,1199,288,0,0,0,0,255
409.22,63907,0,0,0,1458,289,0,0,0,0,255
409.23,63907,0,0,0,1491,356,0,0,0,0,255
409.24,63907,0,0,0,396,833,0,0,0,0,255
409.25,0,0,0,0,0,0,0,0,0,0,255
410.0,60352,0,0,0,823,887,2,0,0,0,255
410.1,60412,0,0,110,1005,743,2,0,0,0,255
410.2,0,0,606,0,903,888,8,0,0,2,255
410.3,63913,0,0,0,884,904,2,0,0,0,255
410.4,60412,0,0,0,875,885,2,0,0,0,255
410.5,60935,0,0,0,951,824,2,0,0,0,255
410.6,0,0,0,0,0,0,0,0,0,0,255
410.7,60412,0,0,0,902,837,2,0,0,0,255
410.8,0,0,665,0,903,888,8,0,0,2,255
410.9,63972,0,2571,177,904,886,2,0,0,4,255
410.10,63972,0,2571,178,1122,813,2,0,0,4,255
411.0,60467,0,0,0,1051,1391,2,0,0,0,255
411.1,60993,0,0,0,1044,1313,2,0,0,0,255
411.2,60434,0,0,0,1121,1325,2,0,0,0,255
411.3,60442,3436,0,0,1044,1350,1,0,0,0,255
411.4,60425,0,0,0,1096,1353,2,0,0,0,255
411.5,60935,0,0,0,1130,1362,2,0,0,0,255
411.6,60935,0,0,0,1105,1301,2,0,0,0,255
411.7,60935,0,0,0,982,1302,2,0,0,0,255
411.8,63903,0,0,0,1129,1371,2,0,0,0,255
411.9,60442,3473,0,0,1103,1191,1,0,0,0,255
411.10,60442,3474,0,0,1305,1022,4,0,0,0,255
411.11,0,3475,0,0,1300,1400,10,0,1,0,255
411.12,0,0,0,0,0,0,0,0,0,0,255
411.13,0,0,0,0,0,0,0,0,0,0,255
411.14,0,0,0,0,0,0,0,0,0,0,255
411.15,0,0,0,0,0,0,0,0,0,0,255
412.0,60467,0,0,0,1051,1391,2,0,0,0,255
412.1,60993,0,0,0,1044,1313,2,0,0,0,255
412.2,60434,0,0,0,1121,1325,2,0,0,0,255
412.3,60442,3436,0,0,1044,1350,1,0,0,0,255
412.4,60425,0,0,0,1096,1353,2,0,0,0,255
412.5,60935,0,0,0,1130,1362,2,0,0,0,255
412.6,60935,0,0,0,1105,1301,2,0,0,0,255
412.7,60935,0,0,0,982,1302,2,0,0,0,255
412.8,63903,0,0,0,1129,1371,2,0,0,0,255
412.9,60442,3473,0,0,1103,1191,1,0,0,0,255
412.10,60442,3474,0,0,1305,1022,4,0,0,0,255
412.11,0,3475,0,0,1300,1400,10,0,1,0,255
412.12,60442,3476,0,0,1311,1281,2,0,0,0,255
412.13,60927,0,0,109,1251,1022,2,0,0,0,255
412.14,60935,0,0,109,1324,1161,2,0,0,0,255
412.15,60467,0,0,0,1056,1332,2,0,0,0,255
413.0,60434,0,0,0,1023,1026,2,0,0,0,255
413.1,0,0,0,0,0,0,0,0,0,0,255
414.0,0,3497,0,0,882,996,11,0,1,0,255
414.1,60442,3504,0,0,1142,1027,2,0,0,0,255
414.2,60442,3505,0,0,1142,614,2,0,0,0,255
