#,Description,Item,GatheringItemLevel,Unknown2,TerritoryType,Unknown0,FishingRecordType,Unknown1,IsVisible
20213,"Im Gegensatz zu seinem Verwandten, dem Seepferdchen, hat dieser Meeresbewohner einen glatten, röhrenförmigen Körper. Es wird vermutet, dass er mit dem Schwanz nach oben schwimmt, um Algen nachzuahmen und sich so zu tarnen.",36572,540,6000,44,0,10,False,True
20214,"Ein leuchtend bunter Fisch, der vor allem in Korallenriffen zuhause ist. Sein Name leitet sich von den als Yasha bekannten Geister der Insel Zekki ab, da das Muster ihrer Schuppen der traditionellen Kleidung der Yasha ähnelt.",36575,554,6000,44,0,10,False,True
20215,"Sein dünner, rautenförmiger Körper ist auf der Oberseite kastanienbraun und am Bauch weiß gefärbt. Unter dieser Art von Meeresbewohner gibt es gelegentlich Riesen, die bis zu fünf Yalme groß werden.",36574,534,6000,44,0,11,False,True
20216,"Der Körper dieses Fischs ist von knöchernen Fortsätzen gesäumt und aus seinem Bauch ragt eine saugnapfartige Flosse. Er ist kein besonders geschickter Schwimmer, kann diese Flosse jedoch nutzen, um sich an Felsen auf dem Meeresboden festzuhalten, wo er den Großteil seines Lebens verbringt.",36577,560,6000,44,0,11,False,True
20217,"Einer Legende zufolge borgten sich die Götter der östlichen Länder die Säge dieses Hais, um sie beim Bau des ersten Schreins dieser neuen Nation zu verwenden. Heute ist er ein beliebter Glücksbringer unter Zimmerern.",36576,554,6000,44,0,12,False,True
20218,"Dieser Fisch ist immer auf der Jagd nach Beute und verschlingt sowohl Meerestiere gleicher Größe als auch die zähesten Krustentiere. Ihre Flossen ziehen Äther aus dem Wasser in dem sie schwimmen, was ihnen ein bezauberndes Leuchten verleiht.",36579,547,6000,44,0,12,False,True
20219,"In der Blase, in dem seine fischigen Verwandten Gift horten, sammelt er Karbonmineral, welches sich am Grund von Salzwasser bildet. Wird sie getrocknet, ergibt sie ein effektives Trockenmittel, das die Bewohner Gyr Abanias Särgen beilegen.",36582,540,6000,45,0,19,False,True
20220,"Seine Brustflossen ermöglichen es ihm, Gewässer mit unter­schied­lichem Salzgehalt sowie Druck mit Leichtigkeit zu durchschwimmen. Er wirkt dabei wie ein gut geschärfter Dolch, der spielend durch Fleisch schneidet.",36583,547,6000,45,0,19,False,True
20221,"Dieser Fisch umhüllt seinen Körper mit weißen Salzkristallen in dem Versuch, die Felsbrocken auf dem Grund des Sees nachzuahmen. Sein Aussehen wird dadurch häufig mit den mit Quarz und Perlen geschmückten Fächern des hohen Adels verglichen.",36584,547,6000,45,0,20,False,True
20222,"Ein weißer Fisch mit schwarzen Flecken. Er bewegt sich zwar mit der Ge­schwindig­keit eines Raubtiers, ist aber den Großteil der Zeit aufgrund seines schlechten Sehvermögens und des fast nicht vorhandenen Lichts am Meeresboden nicht in der Lage, Beute zu finden.",36585,534,6000,45,0,20,False,True
20223,"Ein Tintenfisch, der aufgrund des Reichtums an Mineralien auf dem Grund salziger Gewässer zu beträchtlicher Größe heranwächst. Obwohl er von den Hochländern wegen seines nahrhaften Fleisches geschätzt wird, finden viele andere seinen Geschmack zu salzig.",36586,534,6000,45,0,21,False,True
20224,"Die Augen auf beiden Seiten seines hervorstehenden Kopfes verschaffen diesem Herrscher des Seldsees ein weites Sichtfeld, in dem ihm kein Beutetier entkommt.",36587,554,6000,45,0,21,False,True
20225,"Der schwarzweiße Körper dieses Fisches ist mit blauen Tupfern gesprenkelt und mit großen schwarzen Markierungen versehen, die die wahre Position seiner Augen verschleiern sollen. Viele vermuten, dass sich hier die Ätherorgane des Fisches befinden.",36568,510,6000,39,0,11,False,True
20226,"Seine Kopfform erinnert so sehr an den Helm eines Samurai, dass es welche gegeben haben soll, die versuchten, den Fischschädel als tatsächlichen Helm zu verwenden. Leider hält er Angriffen durch feindliche Schwerter nicht stand.",36578,520,6000,46,0,12,False,True
20227,"Dieser Fisch bewohnt Korallenriffe und ihre umliegenden Strände. Es ist ein seltener Anblick, wenn er aus seinem Versteck herausschaut und das weiße, pfeilförmige Muster auf seinem Kopf sichtbar wird.",36573,527,6000,46,0,10,False,True
20228,"Ein Urzeitwesen mit so scharfen Zähnen, dass dieser Fisch auch als „Lichtklinge“ bezeichnet wird. Er kämpft sich mit kräftigen Schlägen seiner Flosse an die Was­ser­o­ber­flä­che, um dort andere Fische und sogar Vögel zu erbeuten.",36546,554,6000,47,0,27,False,True
20229,"Ein sich gemächlich durch das Wasser bewegender Hai, der sich vor allem in den Tiefen des Meeres wohlfühlt. Viele schreiben ihm fälschlicherweise eine Haut so hart wie ein Panzer zu, aber an Land ist sie bei weitem nicht das, was sie auf den ersten Blick zu sein scheint.",36580,560,6000,43,0,12,False,True
20230,"Ein kleiner, tropischer Fisch, der in den Korallenriffen von Tebqeyiq lebt. Die Männchen zeichnen sich durch ein leuchtend blaues und gelbes Muster aus, mit dem sie um die Weibchen balzen, die ihrerseits in einem unauffälligen Grauschwarz daherkommen.",36535,560,6000,47,0,25,False,True
20231,"Von allen Kopffüßlern, die sich in den Salzseen tummeln, sticht der Tintopus mit der außer­ge­wöhn­lichen Größe seiner Tintensäcke hervor. Er wird in Gyr Abanaia als Delikatesse geschätzt und seine Tinte gilt als sehr hochwertig. Nur sollte man die Briefe nicht belecken, die mit ihr geschrieben wurden - sie ist derart salzig, dass selbst die süßesten Worte nicht dagegen ankommen.",36659,495,6000,48,0,20,False,True
20232,"Der Glanz dieser Muschel ist so sanft und betörend, man sagt sich oft, dass dieses Weichtier von der Göttin des Nordlichts höchstselbst gesegnet wurde. So ist es wenig verwunderlich, die Aurorenmuschel in einer Vielzahl Perlmutt-Arbeiten zu finden, vor allem jedoch im Tafelgeschirr. Es heißt, dass jedes Gericht umso köstlicher schmecke, wenn es mit dem warmen Glanz in Berühung kommt.",36661,500,6000,49,0,10,False,True
20233,"Ein Süßwasserfisch, der in den Gewässern der Insel der Erkenntnis lebt. Bei sinkender Wassertemperatur erzeugt sein körpereigener Äther Wärme - eine Eigenschaft, die seinem Fleisch auch nach der Verarbeitung erhalten bleibt.",38811,500,6000,50,0,23,False,True
20234,"Eine zweischalige Muschel mit kirschrotem Körper. Sie erhielt ihren Namen von den Feen, die sich von der Schönheit dieser Muschel an ihre aus Legenden bekannte Feenmutter erinnert fühlten. ",38813,520,6000,51,0,22,False,True
20235,"Den Namen verdankt dieser Guppy seiner Musterung, die an die türkisen Sprenkel von oxidiertem Kupfer erinnert. Man nimmt an, dass seine Schuppen die im Wasser des Bronzesees vorkommenden Metalle absorbieren.",38939,600,6000,52,0,29,False,True
20236,"Kieselskipper nutzen eine einzigartige Schwimmtechnik, um am Grunde des Sees von Stein zu Stein zu springen. Mit ihren blitzschnellen Bewegungen fangen sie so mühelos kleine Fische und Garnelen.",38837,534,6000,52,0,29,False,True
20237,"Der Legende nach schleuderte einst ein Fischer die Jagdwaffe seines ertrunkenen Freundes vor lauter Ver­zweif­lung ins Meer, woraufhin der Speer zum Leben erwachte. Dank seines langen, bronzefarbenen Körpers wird dieser Aal heute mit der Legende in Verbindung gebracht.",38838,534,6000,52,0,30,False,True
20238,Ein auffällig grün gestreiftes Exemplar aus der Familie der Pfauenbarsche. Sehr beliebt bei den Speerfischern des Bronzesees.,38839,540,6000,52,0,30,False,True
20239,"Die Körperfarbe dieser Forellenart variiert von dunkelgrün bis kupferbraun, während sein Fleisch tiefrot leuchtet. Sein Geschmack wird umso intensiver, je dunkler die Farbe des Körpers ist, was ihn zu einem beliebten Speisefisch macht.",38840,547,6000,52,0,31,False,True
20240,"Obwohl der Nosceasaurus ein Raubtier von enormer Größe ist, belastet seine Lebensweise das Ökosystem kaum, was ihm die Bezeichnung „Schleierräuber“ einbrachte. Er ist intelligent und seine Anwesenheit ein Zeichen für die Gesundheit seines Lebensraums.",38841,600,6000,52,0,31,False,True
20241,"Ebendies ist die Muschel, die der Saibai-Höhle ihren Namen als Muschelsammler-Höhle bescherte. Seit jeher nutzen die Leute von Sui no Sato die schillernden Schalen für allerlei handwerkliche Kunststücke. Zu Farbpigment verrieben, findet man kaum ein reineres Weiß.",41060,510,6000,53,0,10,False,True
20242,"Zu Recht wird dieses Fischlein auch als schwimmender Edelstein bezeichnet, so auffällig wie seine Schuppen im Wasser funkeln. Er fügt jedem Aquarium das gewisse Etwas an Eleganz und Ruhe hinzu.",41062,540,6000,54,0,29,False,True
20243,"Obwohl eine Vielzahl von Schmerlenarten in ganz Tural vorkommt, ist diese mit Abstand die älteste. Irgendwie passend, wenn man bedenkt, dass sie in dem Karvarhur die Erste genannten See zu finden ist.",43803,645,7000,55,0,32,False,True
20244,"Nachdem er die Ähnlichkeit zwischen den großen Augen dieser Kreatur und denen der Yok Huy bemerkt hatte, vermutete ein eifriger Forscher des Flügels der Besinnung die Existenz eines gemeinsamen Vorfahren. Leider fand sich keine konkrete Verbindung, was den jungen Naturforscher ziemlich enttäuschte.",43804,645,7000,55,0,32,False,True
20245,"Einer Legende der Yok Huy zufolge entstand dieser Fisch, als eine ins Wasser geworfene Steinscherbe Flossen bekam. Er fügt sich mühelos in die Felsen ein, die das Seebett übersäen, und ist für Fressfeinde schwer zu entdecken.",43805,650,7000,55,0,33,False,True
20246,"Auf­zeich­nun­gen deuten darauf hin, dass Urqopacha einst Teil des Ozeans war, was einige Gelehrte zu der Vermutung veranlasst, dass dieser Fisch ein Nachfahre der Meereshaie sei. Seine spitz zulaufende Rückenflosse und seine schlanke Form sprechen für diese Annahme.",43806,645,7000,55,0,33,False,True
20247,"Die vielen bunten Farben, die seine Schuppen zieren, sind der Grund für seinen Namen. In der Sprache der Yok Huy bedeutet „Zeh Lar Dor“ „der Fisch, der in allen Farben von den Tiefen der Erde bis zu den entlegensten Winkeln des Nachthimmels leuchtet“.",43807,655,7000,55,0,34,False,True
20248,"Der Schöpfungsmythos der Yok Huy spricht von einem wegweisenden Schutzgeist, der in Form eines riesigen Fisches erscheint. Angesichts seiner Größe und seiner alten Abstammung glauben Wissenschaftler, dass dieser Fisch etwas mit der Legende zu tun haben könnte.",43808,660,7000,55,0,34,False,True
20249,"Die vertikalen Streifen dieser Fischart sehen aus, als wären sie mit einem Pinsel mit Tinte aufgetragen worden. Jedes Mal, wenn ein Exemplar mit einer anderen Anzahl von Markierungen gefangen wird, wird die Debatte darüber, ob dies eine eigene Klassifizierung rechtfertigt, neu entfacht.",43809,650,7000,56,0,35,False,True
20250,"Wer einen Schwarm dieser blumigen Fische im schimmernden Schilf beobachtet, wird Zeuge einer Farbenpracht, die der eines blühenden Frühlingsbaums gleicht.",43810,645,7000,56,0,35,False,True
20251,"Es gibt Geschichten über einen Moblin-Kunsthandwerker, der aus Spaß einen seiner Töpfe mit einer ziemlich unansehnlichen Glasur versah. Angeblich verwandelte sich diese eigenwillige Schöpfung in einen Stachelrochen.",43811,650,7000,56,0,36,False,True
20252,"Wenn man diese rötlichen Fische durch das Wasser schwimmen sieht, wirken sie wie Flammen, die in der Tiefe flackern. Die Legende, die sich um sie rankt, erzählt von einer Fackel, die ein Bandit ins Wasser geworfen hat, um seine Verfolger abzuschütteln.",43812,655,7000,56,0,36,False,True
20253,"Eine Colossoma-Art, die eine auffällige Ähnlichkeit mit Pipiras aufweist. Es wird spekuliert, dass dieses Merkmal dem Überleben dient, denn Pipiras werden nicht als Kannibalen beobachtet. Noch nicht.",43813,665,7000,56,0,37,False,True
20254,Der Name dieser Süßwasserfischart bezieht sich auf ihre feurig orangefarbene Schwanzflosse. Trotz der optischen Ähnlichkeit scheint es zwischen dieser Art und den Glühenden Irrlichtern keine innige Beziehung zu geben.,43814,660,7000,56,0,37,False,True
20255,"Die Legende besagt, dass diese farbenfrohen Fische von zwei schuppigen Schwestern abstammen, die von einem mächtigen Regenbogen geboren wurden. Während sie durch die Tiefen sausen, bilden ihre Bewegungen winzige Brücken aus schillerndem Licht.",43815,660,7000,57,0,35,False,True
20256,"Das Fleisch dieses saugenden Fisches mag zwar nicht besonders schmackhaft sein, aber aufgrund seiner großen Anzahl - ganz zu schweigen von der Leichtigkeit, mit der er gefangen werden kann - hat er sich zu einem wichtigen Grundnahrungsmittel entwickelt.",43816,645,7000,57,0,35,False,True
20257,"Die glutähnlichen Markierungen dieses Fisches sind nur eine Erklärung für ihren Namen. Dank einer Ätherdrüse in seinem Körper ist dieser Aal in der Lage, ein gewisses Maß an Wärme zu erzeugen, vergleichbar etwa mit einem schwelenden Stück Holzkohle.",43817,655,7000,57,0,36,False,True
20258,"Trotz ihres un­bestreit­baren ästhetischen Reizes ist diese Art für Aquarien völlig ungeeignet, vor allem wegen ihrer Neigung zu rasender Aggression. Wenn sie auf ihre Beute stoßen, greifen diese Fische in Massen an und lassen keine einzige Schuppe zurück.",43818,650,7000,57,0,36,False,True
20259,"Diese Welsart zieht es vor, das schlammige Sediment zu durchwühlen, anstatt sich im offenen Wasser zu bewegen, und kann eine Länge von fast drei Yalmen erreichen. Mit zunehmendem Alter muss dieser Fisch immer länger suchen, um eine ruhige Ecke zu finden, die seine Körperfülle beherbergen kann.",43819,650,7000,57,0,37,False,True
20260,"Wenn Schwärme dieser farbenfrohen Fische zusammenkommen, sehen sie fast wie die Blütenblätter einer ge­heim­nis­vol­len Blume aus, die majestätisch unter Wasser erblüht. Man sagt, dass schon viele bei dem Versuch, sie zu pflücken, den Tod gefunden haben.",43820,665,7000,57,0,37,False,True
20261,"Der schwarze Streifen am hinteren Teil seines Körpers erweckt den Eindruck eines gegabelten Schwanzes oder sogar eines Paars beinartiger Anhängsel, was je nach Betrachter Erstaunen oder Entsetzen hervorruft. Diese faszinierende Illusion hat dem Fisch einen Spitznamen eingebracht: „der zweibeinige Schwimmer“.",43821,665,7000,62,0,36,False,True
20262,"Dieses kolossale Raubtier, das einst einen großen Teil von Ihuykatumu bewohnt haben soll, steht im heutigen Sumpfgebiet des Ligaka-Bruchs an der Spitze der Nahrungskette.",43822,655,7000,62,0,37,False,True
20263,"Der Panzer dieser Krabbe ist vom tiefblauen Wasser der Calderaseen, in denen sie zu Hause ist, kaum zu unterscheiden, was ihr bei der Jagd nach Beute und der Meidung von Fressfeinden einen Vorteil verschafft. Ihr Panzer, der sich beim Kochen leuchtend rot färbt, ist weich, zart und durchaus essbar.",43823,660,7000,58,0,38,False,True
20264,"Die Xbr'aal verglichen die dicke, fleischige Rückenflosse dieses Fisches mit dem Kamm der Hoobigo und schmähten ihn, da er sie an ihren erbitterten Konflikt mit den Mamool Ja erinnerte.",43824,645,7000,58,0,38,False,True
20265,"Diese große Schildkröte bevorzugt die ruhigen Tiefen von wassergefüllten Calderen. Man sagt ihr auch nach, dass sie ein einzigartiges Talent habe, sich Wasserwege einzuprägen. Gelegentlich wird sie dabei beobachtet, wie sie sich zwischen Seen bewegt, die durch Kanäle und unterirdische Passagen miteinander verbunden sind.",43825,655,7000,58,0,39,False,True
20266,"Dieser gestreifte Süßwasserfisch schießt auf der Jagd genauso schnell auf seine Beute zu wie eine Viper, was ihm seinen Namen eingebracht hat.",43826,655,7000,58,0,39,False,True
20267,"Diese Krokodilart ist im Horizont von Ut'ohmu beheimatet. Wenn man sie faul in der Sonne liegen sieht, sollte man trotzdem unbedingt einen sicheren Abstand wahren.",43827,665,7000,58,0,40,False,True
20268,"Seine natürliche Körperfarbe ist blass, aber er erscheint dunkelgrün, wenn seine Schuppen mit Moos bedeckt sind. Man nimmt an, dass er sich dadurch schützen will, indem er die Reptilien imitiert, denen er seinen Namen verdankt.",43828,660,7000,58,0,40,False,True
20269,"Die Schuppen dieser kleinen Süßwasserfische sind mit mikroskopisch kleinen Kristallen besetzt, die das Sonnenlicht reflektieren. Mithilfe dieser Eigenart können sie Fressfeinde blenden und ihnen entkommen.",43829,670,7000,59,0,38,False,True
20270,"Seine großen Augen lassen diesen Fisch weise erscheinen, was abergläubige Dorfbewohner dazu veranlasst, mit seiner Hilfe die Zukunft vorherzusagen. Dazu wird gezählt, wie oft er vom Teller springt.",43830,670,7000,59,0,38,False,True
20271,"Dieser Fisch wird in Iq Br'aax wegen seiner prächtigen Flossen geschätzt, die den Rüschen bei festlichen Anlässen verwendeten Gewändern ähneln. Er wird als Glücksbringer gegessen.",43831,680,7000,59,0,39,False,True
20272,"Dieser große Wels ist normalerweise sanftmütig, aber wenn er eine Beute entdeckt, stürzt er sich auf sie und gibt ihr wiederholt Kopfstöße, bis er sie erledigt hat.",43832,675,7000,59,0,39,False,True
20273,Die Flecken auf den Schuppen dieser Fischart sind ihre Besonderheit. Die Anzahl der Flecken nimmt mit dem Alter der Fische zu.,43833,690,7000,59,0,40,False,True
20274,Der Überlieferung nach ist dieser goldene Fisch der Wegweiser zur sagen­umwobenen Stadt aus Gold. Seit jeher tauchen Glücksritter genau aus diesem Grund nach ihm.,43834,685,7000,59,0,40,False,True
20275,"Der Fisch hat ein charakteristisches, schwarzes Strei­fen­mus­ter, und sein Aussehen erinnert an Blätter. Am liebsten frisst er Insekten, die ins Wasser gefallen sind und versuchen, sich auf ein schwimmendes „Blatt“ zu retten.",43835,675,7000,60,0,38,False,True
20276,"Ein schillernder Fisch mit goldenen Schuppen, der das Sonnenlicht speichern kann. In alten Zeiten wurden diese Fische in den Dörfern gezüchtet, um sie als Tischlampen zu verwenden.",43836,680,7000,60,0,38,False,True
20277,"Ein Aal mit einem mächtigen Blitzorgan. Er kann einen Stromstoß freisetzen, der mit Blitzmagie vergleichbar ist. Deshalb ist äußerste Vorsicht geboten, wenn man ihn mit dem Speer fangen will.",43837,670,7000,60,0,39,False,True
20278,"Die Ortsansässigen glauben, dass es sich bei den länglichen Flossen dieses Fisches eigentlich um beeindruckende Barteln handelt. Naturwissenschaftler weisen jedoch darauf hin, dass es sich bei diesen Fortsätzen eindeutig um Flossen handelt und führen zahlreiche taxonomische Studien als Beweis an. Dem Namen des Tieres nach zu urteilen, stoßen solche Argumente auf taube Ohren.",43838,675,7000,60,0,39,False,True
20279,"Die widerstandsfähigen, goldenen Schuppen dieser von vielen geliebten Fische wurden im Laufe der Jahre für verschiedene Zwecke verwendet und dienten sogar einmal als Zahlungsmittel. Gegenwärtig verwenden die Xbr'aal die Schuppen, um ihre Rüstungen zu verzieren.",43839,685,7000,60,0,40,False,True
20280,"Ausgestattet mit einem Maul voller rasiermesserscharfer Reißzähne, stillt diese Fischart ihren Hunger mit erschreckender Hingabe. So greift sie nicht nur andere Was­ser­be­woh­ner, sondern auch jegliche im Wasser gelandeten Vögel an, um diese zu verspeisen. Manche glauben, dass diese Fische die wiedergeborenen Geister der ebenso tödlichen Br'aax sind.",43840,690,7000,60,0,40,False,True
20281,"Frei übersetzt bedeutet „Iq Rrax“ „frisches Blut“ - ein passender Name für ein Krustentier, das sich genau davon ernährt. Es ist in der Lage, seine Scheren mit dem Blut seiner Beute zu füllen und greift in Zeiten der Knappheit auf diese grausigen Reserven zurück.",43841,690,7000,63,0,38,False,True
20282,"Dieser kolossale Dorsch hat eine gewisse Ähnlichkeit mit den Reittieren der Mamool Ja. Einer Legende zufolge entstand diese Art, als eine fliehende Wivre ins Wasser stürzte und eine bemerkenswerte Ver­wand­lung vollzog.",43842,690,7000,63,0,40,False,True
20283,Diese winzigen Fische verfügen über eine hocheffiziente Drüse zur Speicherung von Äther. Durch die Nutzung der angesammelten Energie zur Manipulation der umgebenden Strömungen kann sich das Kriegsmaul mit beängstigender Ge­schwindig­keit fortbewegen.,43843,680,7000,61,0,41,False,True
20284,Diese Art bevorzugt ruhige Gewässer und bewegt sich durch hektisches Schlagen mit ihren verkümmerten Flossen fort. Für die Hhetsarro sind diese Fische ein Symbol für Fleiß und ernsthaftes Streben.,43844,670,7000,61,0,41,False,True
20285,Dieser Wanderfisch durchquert die ausgedehnten Wasserwege von Xak Tural im Rhythmus der Jahreszeiten. Einige nomadische Hhetsarro verehren ihn als Geistführer und folgen ihm auf seiner unaufhörlichen Reise hin und her.,43845,685,7000,61,0,42,False,True
20286,"Dieser Fisch, der im gesamten Niikwerepi zu finden ist, eignet sich nicht zum Verzehr. Allerdings machen ihn seine Leb­haftig­keit und Ausdauer zu einem erstklassigen Ziel für erfahrene Angler, die eine würdige Heraus­forde­rung suchen.",43846,680,7000,61,0,42,False,True
20287,"Beim Trocknen verhärtet sich die lange Nase dieses Raubfischs und schrumpft zu einer gefährlichen Spitze. Wissenschaftler haben die Ursprünge des beliebten Zeitvertreibs „Darts“ auf ein eher primitives Spiel zurückgeführt, bei dem die Teilnehmer die ausgetrockneten Kadaver dieser Fische wie Speere schleuderten.",43847,690,7000,61,0,43,False,True
20288,"Versteckt in den Tiefen des Toari-Sees, dem „See der Morgendämmerung“, wird diese dunkelgraue Fischart leicht mit einem Fleck der Finsternis verwechselt, den das Morgenlicht irgendwie zu erhellen vergessen hat.",43848,675,7000,61,0,43,False,True
20289,,0,0,0,0,0,0,False,False
20290,,0,0,0,0,0,0,False,False
20291,,0,0,0,0,0,0,False,False
20292,,0,0,0,0,0,0,False,False
20293,,0,0,0,0,0,0,False,False
20294,,0,0,0,0,0,0,False,False
20295,,0,0,0,0,0,0,False,False
20296,,0,0,0,0,0,0,False,False
20297,,0,0,0,0,0,0,False,False
20298,,0,0,0,0,0,0,False,False
20299,,0,0,0,0,0,0,False,False
20300,,0,0,0,0,0,0,False,False
20301,,0,0,0,0,0,0,False,False
20302,,0,0,0,0,0,0,False,False
20303,,0,0,0,0,0,0,False,False
20304,,0,0,0,0,0,0,False,False
30000,,17835,290,0,10000,0,44,False,False
30001,,17836,290,0,10000,0,44,False,False
30002,,17951,260,0,10000,0,44,False,False
30003,,26744,425,0,10000,0,44,False,False
30004,,26745,425,0,10000,0,44,False,False
30005,,29573,290,0,10000,0,44,False,False
30006,,29574,290,0,10000,0,44,False,False
30007,,29578,290,0,10000,0,44,False,False
30008,,29579,290,0,10000,0,44,False,False
30009,,29581,290,0,10000,0,44,False,False
30010,,29589,290,0,10000,0,44,False,False
30011,,36611,560,0,10000,0,44,False,False
30012,,36612,560,0,10000,0,44,False,False
30013,,43556,690,0,10000,0,44,False,False
30014,,43557,690,0,10000,0,44,False,False
