#,Experience,Unknown0,RetainerTaskParameter,VentureCost,MaxTimemin,RequiredItemLevel,RequiredGathering,Unknown1,Task,ClassJobCategory,RetainerLevel,ConditionParam0,ConditionParam1,IsRandom
883,4335200,0,1,2,1080,0,2027,0,30107,17,85,72,0,True
884,3179200,0,1,2,1080,0,1815,0,30104,18,81,72,0,True
885,4335200,0,1,2,1080,0,2027,0,30108,18,85,72,0,True
886,3179200,0,1,2,1080,0,1452,0,30105,19,81,72,0,True
887,4335200,0,1,2,1080,0,1621,0,30109,19,85,72,0,True
888,599200,490,490,1,60,0,1782,0,773,18,80,72,0,False
889,599200,490,490,1,60,0,1782,0,774,17,80,72,0,False
890,599200,490,490,1,60,0,1782,0,775,17,80,72,0,False
891,599200,490,490,1,60,0,1782,0,776,18,80,72,0,False
892,599200,490,490,1,60,0,1782,0,777,18,80,72,0,False
893,599200,490,490,1,60,0,1782,0,778,17,80,72,0,False
894,694200,0,495,1,60,0,1815,0,779,17,81,72,0,False
895,694200,0,495,1,60,0,1815,0,780,17,81,72,0,False
896,694200,0,495,1,60,0,1815,0,781,17,81,72,0,False
897,694200,0,495,1,60,0,1815,0,782,17,81,72,0,False
898,694200,0,500,1,60,0,1848,0,783,17,82,72,0,False
899,694200,0,500,1,60,0,1848,0,784,17,82,72,0,False
900,794800,0,510,1,60,0,1914,0,785,17,83,72,0,False
901,794800,0,520,1,60,0,1980,0,786,17,84,72,0,False
902,828700,0,527,1,60,0,2027,0,787,17,85,72,0,False
903,923100,0,534,1,60,0,2073,0,788,17,86,72,0,False
904,923100,0,534,1,60,0,2073,0,789,17,86,72,0,False
905,952900,0,540,1,60,0,2119,0,790,17,87,72,0,False
906,1045900,0,547,1,60,0,2165,0,791,17,88,72,0,False
907,1083800,0,554,1,60,0,2211,0,792,17,89,72,0,False
908,1327800,560,560,1,60,0,2258,0,793,17,90,72,0,False
909,694200,0,495,1,60,0,1815,0,794,18,81,72,0,False
910,694200,0,495,1,60,0,1815,0,795,18,81,72,0,False
911,694200,0,495,1,60,0,1815,0,796,18,81,72,0,False
912,694200,0,495,1,60,0,1815,0,797,18,81,72,0,False
913,694200,0,500,1,60,0,1848,0,798,18,82,72,0,False
914,694200,0,500,1,60,0,1848,0,799,18,82,72,0,False
915,694200,0,500,1,60,0,1848,0,800,18,82,72,0,False
916,694200,0,500,1,60,0,1848,0,801,18,82,72,0,False
917,694200,0,500,1,60,0,1848,0,802,18,82,72,0,False
918,794800,0,510,1,60,0,1914,0,803,18,83,72,0,False
919,794800,0,510,1,60,0,1914,0,804,18,83,72,0,False
920,794800,0,520,1,60,0,1980,0,805,18,84,72,0,False
921,794800,0,520,1,60,0,1980,0,806,18,84,72,0,False
922,794800,0,520,1,60,0,1980,0,807,18,84,72,0,False
923,828700,0,527,1,60,0,2027,0,808,18,85,72,0,False
924,923100,0,534,1,60,0,2073,0,809,18,86,72,0,False
925,923100,0,534,1,60,0,2073,0,810,18,86,72,0,False
926,952900,0,540,1,60,0,2119,0,811,18,87,72,0,False
927,952900,0,540,1,60,0,2119,0,812,18,87,72,0,False
928,1045900,0,547,1,60,0,2165,0,813,18,88,72,0,False
929,1045900,0,547,1,60,0,2165,0,814,18,88,72,0,False
930,1083800,0,554,1,60,0,2211,0,815,18,89,72,0,False
931,1083800,0,554,1,60,0,2211,0,816,18,89,72,0,False
932,1327800,560,560,1,60,0,2258,0,817,18,90,72,0,False
933,599200,0,515,1,60,495,0,0,818,34,80,0,0,False
934,599200,0,515,1,60,495,0,0,819,34,80,0,0,False
935,599200,0,515,1,60,495,0,0,820,34,80,0,0,False
936,694200,0,525,1,60,505,0,0,821,34,82,0,0,False
937,694200,0,525,1,60,505,0,0,822,34,82,0,0,False
938,794800,0,533,1,60,513,0,0,823,34,84,0,0,False
939,694200,0,525,1,60,505,0,0,824,34,82,0,0,False
940,694200,0,520,1,60,500,0,0,825,34,81,0,0,False
941,794800,0,530,1,60,510,0,0,826,34,83,0,0,False
942,794800,0,533,1,60,513,0,0,827,34,84,0,0,False
943,794800,0,533,1,60,513,0,0,828,34,84,0,0,False
944,923100,0,539,1,60,519,0,0,829,34,86,0,0,False
945,923100,0,539,1,60,519,0,0,830,34,86,0,0,False
946,923100,0,539,1,60,519,0,0,831,34,86,0,0,False
947,1045900,0,545,1,60,525,0,0,832,34,88,0,0,False
948,1045900,0,545,1,60,525,0,0,833,34,88,0,0,False
949,1083800,0,548,1,60,528,0,0,834,34,89,0,0,False
950,923100,0,539,1,60,519,0,0,835,34,86,0,0,False
951,694200,0,495,1,60,0,1452,0,836,19,81,72,0,False
952,794800,0,510,1,60,0,1531,0,837,19,83,72,0,False
953,794800,0,510,1,60,0,1531,0,838,19,83,72,0,False
954,952900,0,540,1,60,0,1695,0,839,19,87,72,0,False
955,1045900,0,547,1,60,0,1732,0,840,19,88,72,0,False
956,694200,0,495,1,60,0,1452,0,841,19,81,72,0,False
957,694200,0,500,1,60,0,1478,0,842,19,82,72,0,False
958,794800,0,520,1,60,0,1584,0,843,19,84,72,0,False
959,923100,0,534,1,60,0,1658,0,844,19,86,72,0,False
960,1045900,0,547,1,60,0,1732,0,845,19,88,72,0,False
961,5311200,0,1,2,1080,530,0,0,30110,34,90,0,0,True
962,5311200,0,1,2,1080,0,2258,0,30111,17,90,72,0,True
963,5311200,0,1,2,1080,0,2258,0,30112,18,90,72,0,True
964,5311200,0,1,2,1080,0,1806,0,30113,19,90,72,0,True
965,1327800,560,560,1,60,0,2258,0,846,17,90,72,0,False
966,1327800,570,570,1,60,0,2327,0,847,17,90,72,0,False
967,1327800,570,570,1,60,0,2327,0,848,17,90,72,0,False
968,1327800,570,570,1,60,0,2327,0,849,17,90,72,0,False
969,1327800,560,560,1,60,0,2258,0,850,18,90,72,0,False
970,1327800,570,570,1,60,0,2327,0,851,18,90,72,0,False
971,1327800,570,570,1,60,0,2327,0,852,18,90,72,0,False
972,1327800,570,570,1,60,0,2327,0,853,18,90,72,0,False
973,1327800,580,570,1,60,0,2327,0,854,17,90,72,0,False
974,1327800,580,570,1,60,0,2327,0,855,18,90,72,0,False
975,1327800,600,600,1,60,0,2565,0,856,17,90,72,0,False
976,1327800,600,600,1,60,0,2565,0,857,17,90,72,0,False
977,1327800,600,600,1,60,0,2565,0,858,17,90,72,0,False
978,1327800,600,600,1,60,0,2565,0,859,18,90,72,0,False
979,1327800,600,600,1,60,0,2565,0,860,18,90,72,0,False
980,1327800,600,600,1,60,0,2565,0,861,18,90,72,0,False
981,1327800,601,600,1,60,0,2565,0,862,17,90,72,0,False
982,1327800,601,600,1,60,0,2565,0,863,18,90,72,0,False
983,1327800,600,600,1,60,0,2052,0,864,19,90,72,0,False
984,0,0,0,0,0,0,0,0,0,0,0,0,0,False
985,1365900,0,645,1,60,0,2921,0,882,17,91,72,0,False
986,1534800,0,650,1,60,0,2961,0,883,17,92,72,0,False
987,1534800,0,650,1,60,0,2961,0,884,17,92,72,0,False
988,1591200,0,655,1,60,0,3000,0,885,17,93,72,0,False
989,1753400,0,660,1,60,0,3040,0,886,17,94,72,0,False
990,1826300,0,665,1,60,0,3079,0,887,17,95,72,0,False
991,2032200,0,670,1,60,0,3119,0,888,17,96,72,0,False
992,2032200,0,670,1,60,0,3119,0,889,17,96,72,0,False
993,2095700,0,675,1,60,0,3159,0,890,17,97,72,0,False
994,2095700,0,675,1,60,0,3159,0,891,17,97,72,0,False
995,2297900,0,680,1,60,0,3198,0,892,17,98,72,0,False
996,2378900,0,685,1,60,0,3238,0,893,17,99,72,0,False
997,2902300,0,690,1,60,0,3277,0,894,17,100,72,0,False
998,1365900,0,645,1,60,0,2921,0,895,18,91,72,0,False
999,1365900,0,645,1,60,0,2921,0,896,18,91,72,0,False
1000,1365900,0,645,1,60,0,2921,0,897,18,91,72,0,False
1001,1591200,0,655,1,60,0,3000,0,898,18,93,72,0,False
1002,1534800,0,650,1,60,0,2961,0,899,18,92,72,0,False
1003,1534800,0,650,1,60,0,2961,0,900,18,92,72,0,False
1004,1534800,0,650,1,60,0,2961,0,901,18,92,72,0,False
1005,1534800,0,650,1,60,0,2961,0,902,18,92,72,0,False
1006,1753400,0,660,1,60,0,3040,0,903,18,94,72,0,False
1007,1753400,0,660,1,60,0,3040,0,904,18,94,72,0,False
1008,1753400,0,660,1,60,0,3040,0,905,18,94,72,0,False
1009,1753400,0,660,1,60,0,3040,0,906,18,94,72,0,False
1010,1753400,0,660,1,60,0,3040,0,907,18,94,72,0,False
1011,1826300,0,665,1,60,0,3079,0,908,18,95,72,0,False
1012,1826300,0,665,1,60,0,3079,0,909,18,95,72,0,False
1013,2032200,0,670,1,60,0,3119,0,910,18,96,72,0,False
1014,2032200,0,670,1,60,0,3119,0,911,18,96,72,0,False
1015,2095700,0,675,1,60,0,3159,0,912,18,97,72,0,False
1016,2095700,0,675,1,60,0,3159,0,913,18,97,72,0,False
1017,2095700,0,675,1,60,0,3159,0,914,18,97,72,0,False
1018,2095700,0,675,1,60,0,3159,0,915,18,97,72,0,False
1019,2297900,0,680,1,60,0,3198,0,916,18,98,72,0,False
1020,2297900,0,680,1,60,0,3198,0,917,18,98,72,0,False
1021,2297900,0,680,1,60,0,3198,0,918,18,98,72,0,False
1022,2297900,0,680,1,60,0,3198,0,919,18,98,72,0,False
1023,2378900,0,685,1,60,0,3238,0,920,18,99,72,0,False
1024,2378900,0,685,1,60,0,3238,0,921,18,99,72,0,False
1025,2902300,0,690,1,60,0,3277,0,922,18,100,72,0,False
1026,1327800,0,640,1,60,620,0,0,865,34,90,0,0,False
1027,1327800,0,640,1,60,620,0,0,866,34,90,0,0,False
1028,1365900,0,650,1,60,630,0,0,867,34,91,0,0,False
1029,1534800,0,655,1,60,635,0,0,868,34,92,0,0,False
1030,1591200,0,660,1,60,640,0,0,869,34,93,0,0,False
1031,1365900,0,650,1,60,630,0,0,870,34,91,0,0,False
1032,1534800,0,655,1,60,635,0,0,871,34,92,0,0,False
1033,1753400,0,663,1,60,643,0,0,872,34,94,0,0,False
1034,1753400,0,663,1,60,643,0,0,873,34,94,0,0,False
1035,1753400,0,663,1,60,643,0,0,874,34,94,0,0,False
1036,2032200,0,669,1,60,649,0,0,875,34,96,0,0,False
1037,2032200,0,669,1,60,649,0,0,876,34,96,0,0,False
1038,2095700,0,672,1,60,652,0,0,877,34,97,0,0,False
1039,1826300,0,666,1,60,646,0,0,878,34,95,0,0,False
1040,2297900,0,675,1,60,655,0,0,879,34,98,0,0,False
1041,2378900,0,678,1,60,658,0,0,880,34,99,0,0,False
1042,2902300,0,690,1,60,670,0,0,881,34,100,0,0,False
1043,1327800,620,620,1,60,0,2723,0,923,17,90,72,0,False
1044,1327800,620,620,1,60,0,2723,0,924,17,90,72,0,False
1045,1327800,620,620,1,60,0,2723,0,925,17,90,72,0,False
1046,1327800,620,620,1,60,0,2723,0,926,18,90,72,0,False
1047,1327800,620,620,1,60,0,2723,0,927,18,90,72,0,False
1048,1327800,620,620,1,60,0,2723,0,928,18,90,72,0,False
1049,7013600,0,1,2,1080,630,0,0,30114,34,91,0,0,True
1050,9515600,0,1,2,1080,646,0,0,30115,34,95,0,0,True
1051,11609200,0,1,2,1080,670,0,0,30116,34,100,0,0,True
1052,7013600,0,1,2,1080,0,2921,0,30117,17,91,72,0,True
1053,9515600,0,1,2,1080,0,3079,0,30118,17,95,72,0,True
1054,11609200,0,1,2,1080,0,3277,0,30119,17,100,72,0,True
1055,7013600,0,1,2,1080,0,2921,0,30120,18,91,72,0,True
1056,9515600,0,1,2,1080,0,3079,0,30121,18,95,72,0,True
1057,11609200,0,1,2,1080,0,3277,0,30122,18,100,72,0,True
1058,7013600,0,1,2,1080,0,2336,0,30123,19,91,72,0,True
1059,9515600,0,1,2,1080,0,2463,0,30124,19,95,72,0,True
1060,11609200,0,1,2,1080,0,2621,0,30125,19,100,72,0,True
1061,1365900,0,645,1,60,0,2336,0,929,19,91,72,0,False
1062,1365900,0,645,1,60,0,2336,0,930,19,91,72,0,False
1063,1365900,0,645,1,60,0,2336,0,931,19,91,72,0,False
1064,1534800,0,650,1,60,0,2368,0,932,19,92,72,0,False
1065,1534800,0,650,1,60,0,2368,0,933,19,92,72,0,False
1066,1534800,0,650,1,60,0,2368,0,934,19,92,72,0,False
1067,1591200,0,655,1,60,0,2400,0,935,19,93,72,0,False
1068,1591200,0,655,1,60,0,2400,0,936,19,93,72,0,False
1069,1591200,0,655,1,60,0,2400,0,937,19,93,72,0,False
1070,1753400,0,660,1,60,0,2432,0,938,19,94,72,0,False
1071,1753400,0,660,1,60,0,2432,0,939,19,94,72,0,False
1072,1753400,0,660,1,60,0,2432,0,940,19,94,72,0,False
1073,1826300,0,665,1,60,0,2463,0,941,19,95,72,0,False
1074,1826300,0,665,1,60,0,2463,0,942,19,95,72,0,False
1075,1826300,0,665,1,60,0,2463,0,943,19,95,72,0,False
1076,2032200,0,670,1,60,0,2495,0,944,19,96,72,0,False
1077,2032200,0,670,1,60,0,2495,0,945,19,96,72,0,False
1078,2032200,0,670,1,60,0,2495,0,946,19,96,72,0,False
1079,2095700,0,675,1,60,0,2527,0,947,19,97,72,0,False
1080,2095700,0,675,1,60,0,2527,0,948,19,97,72,0,False
1081,2095700,0,675,1,60,0,2527,0,949,19,97,72,0,False
1082,2297900,0,680,1,60,0,2558,0,950,19,98,72,0,False
1083,2297900,0,680,1,60,0,2558,0,951,19,98,72,0,False
1084,2297900,0,680,1,60,0,2558,0,952,19,98,72,0,False
1085,2378900,0,685,1,60,0,2590,0,953,19,99,72,0,False
1086,2378900,0,685,1,60,0,2590,0,954,19,99,72,0,False
1087,2378900,0,685,1,60,0,2590,0,955,19,99,72,0,False
1088,2902300,0,690,1,60,0,2621,0,956,19,100,72,0,False
1089,2902300,0,690,1,60,0,2621,0,957,19,100,72,0,False
1090,2902300,0,690,1,60,0,2621,0,958,19,100,72,0,False
1091,1365900,0,645,1,60,0,2336,0,959,19,91,72,0,False
1092,1534800,0,650,1,60,0,2368,0,960,19,92,72,0,False
1093,1591200,0,655,1,60,0,2400,0,961,19,93,72,0,False
1094,2032200,0,670,1,60,0,2495,0,962,19,96,72,0,False
1095,2378900,0,685,1,60,0,2590,0,963,19,99,72,0,False
1096,2902300,0,700,1,60,0,3357,0,964,17,100,72,0,False
1097,2902300,0,700,1,60,0,3357,0,965,17,100,72,0,False
1098,2902300,0,700,1,60,0,3357,0,966,17,100,72,0,False
1099,2902300,0,700,1,60,0,3357,0,967,18,100,72,0,False
1100,2902300,0,700,1,60,0,3357,0,968,18,100,72,0,False
1101,2902300,0,700,1,60,0,3357,0,969,18,100,72,0,False
1102,2902300,1,700,1,60,0,3357,0,970,17,100,72,0,False
1103,2902300,1,700,1,60,0,3357,0,971,18,100,72,0,False
1104,2902300,2,730,1,60,0,3594,0,972,17,100,72,0,False
1105,2902300,2,730,1,60,0,3594,0,973,17,100,72,0,False
1106,2902300,2,730,1,60,0,3594,0,974,17,100,72,0,False
1107,2902300,2,730,1,60,0,3594,0,975,18,100,72,0,False
1108,2902300,3,730,1,60,0,3594,0,976,18,100,72,0,False
1109,2902300,2,730,1,60,0,3594,0,977,18,100,72,0,False
