#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Type
159,Portion[p] Schwarztrüffel-Simulakrum,Portionen[p] Schwarztrüffel-Simulakrum,Schwarztrüffel-Simulakrum,"Blindresistenz + 100 %
Erlittener Schaden - 10 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243091,0,3
160,Portion[p] Weißtrüffel-Simulakrum,Portionen[p] Weißtrüffel-Simulakrum,Weißtrüffel-Simulakrum,"Steinresistenz + 100 %
Erlittener Schaden - 10 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243092,0,3
161,Portion[p] Champignon-Simulakrum,Portionen[p] Champignon-Simulakrum,Champignon-Simulakrum,"Schlafresistenz + 100 %
Erlittener Schaden - 10 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243093,0,3
162,Portion[p] Seezungen-Simulakrum,Portionen[p] Seezungen-Simulakrum,Seezungen-Simulakrum,"Ausgeteilter physischer Schaden + 20 %
Erhöht die TP-Aufladung um 50 %.
[Geeignet für: Wölklinge] ",,3,1,0,1,1,0,243094,0,3
163,Portion[p] Weihwasser-Simulakrum,Portionen[p] Weihwasser-Simulakrum,Weihwasser-Simulakrum,"Maximal-LP + 30 %
Erlittener Schaden - 15 %
Gewährt dir beim Niederstrecken eines Gegners mit einer Wahr­schein­lich­keit von 5 % 1 Stapel **Rehabilitation**.
Wirkung: Regeneriert in bestimmten Intervallen LP in Höhe von 3 % der Maximal-LP.
Dauer: 6 Sekunden
Maximal-Stapelzahl: 8
Regeneriert beim Verfüttern 18 % LP bei der Bestie.
[Geeignet für: Woglinge] ",,3,1,0,1,1,0,243095,0,3
164,Portion[p] Blut-Simulakrum,Portionen[p] Blut-Simulakrum,Blut-Simulakrum,"Kritische Trefferrate + 50 %
Ausgeteilter Schaden + 35 %
Erteilt der Bestie in bestimmten Intervallen Schaden.
[Geeignet für: Biestlinge] ",,3,1,0,1,1,0,243096,0,3
165,Portion[p] Blaublut-Simulakrum,Portionen[p] Blaublut-Simulakrum,Blaublut-Simulakrum,"Maximal-LP + 20 %
Kritische Trefferrate + 15 %
Gewährt beim Landen eines kritischen Treffers mit einer Wahr­schein­lich­keit von 5 % 1 Stapel **Rehabilitation**.
Wirkung: Regeneriert in bestimmten Intervallen LP in Höhe von 3 % der Maximal-LP.
Dauer: 6 Sekunden
Maximal-Stapelzahl: 8
Regeneriert beim Verfüttern 13 % LP bei der Bestie.
[Geeignet für: Woglinge] ",,3,1,0,1,1,0,243097,0,3
166,Portion[p] Lilien-Simulakrum,Portionen[p] Lilien-Simulakrum,Lilien-Simulakrum,"Ausgeteilter Schaden + 10 %
Erlittener Schaden - 10 %
Hält Futtereffekte beim Rasten in Zelten aufrecht.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243098,0,3
167,Portion[p] Flunder-Simulakrum,Portionen[p] Flunder-Simulakrum,Flunder-Simulakrum,"Ausgeteilter physischer Schaden + 10 %
Erstattet beim Abschluss einer Kombo mit einer instinktiven Bestienfertigkeit mit einer Wahr­schein­lich­keit von 30 % einen Teil der TP zurück.
[Geeignet für: Biestlinge, Gezieferlinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",,3,1,0,1,1,0,243099,0,3
168,Portion[p] Weißskorpion-Simulakrum,Portionen[p] Weißskorpion-Simulakrum,Weißskorpion-Simulakrum,"Gewährt der Bestie **Reflexion**, wenn sie gerufen wird.
Wirkung: Reflektiert die meisten magischen Attacken.
Dauer: 60 Sekunden
[Geeignet für: Schupplinge] ",,3,1,0,1,1,0,243100,0,3
169,Portion[p] Schwarzskorpion-Simulakrum,Portionen[p] Schwarzskorpion-Simulakrum,Schwarzskorpion-Simulakrum,"Ausgeteilter Schaden + 15 %
Erlittener Schaden - 35 %
Verursacht beim Erleiden von Schaden mit einer Wahr­schein­lich­keit von 3 % **Gift**.
Dauer: 30 Sekunden
[Geeignet für: Schupplinge] ",,3,1,0,1,1,0,243101,0,3
170,Portion[p] Herings-Simulakrum,Portionen[p] Herings-Simulakrum,Herings-Simulakrum,"Attacke-Wert von **Ätherausbruch** + 25 %
Erstattet beim Abschluss einer Kombo mit einer instinktiven Bestienfertigkeit mit einer Wahr­schein­lich­keit von 35 % einen Teil der TP zurück.
[Geeignet für: Wölklinge] ",,3,1,0,1,1,0,243102,0,3
171,Portion[p] Meerengel-Simulakrum,Portionen[p] Meerengel-Simulakrum,Meerengel-Simulakrum,"Erlittener Schaden - 10 %
Erhöht die TP-Aufladung um 30 %.
[Geeignet für: Biestlinge, Gezieferlinge, Saatlinge, Woglinge, Todlinge]",,3,1,0,1,1,0,243103,0,3
172,Portion[p] Trauben-Simulakrum,Portionen[p] Trauben-Simulakrum,Trauben-Simulakrum,"Kritische Trefferrate + 35 %
Ausgeteilter physischer Schaden + 15 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",,3,1,0,1,1,0,243104,0,3
173,Portion[p] Orangen-Simulakrum,Portionen[p] Orangen-Simulakrum,Orangen-Simulakrum,"Kritische Trefferrate + 25 %
Attacke-Wert von **Ätherausbruch** + 20 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",,3,1,0,1,1,0,243105,0,3
174,Portion[p] Wattwurm-Simulakrum,Portionen[p] Wattwurm-Simulakrum,Wattwurm-Simulakrum,"Maximal-LP + 30 %
Gewährt beim Erleiden von Schaden 1 Stapel **Magische Verwundbarkeit -**.
Wirkung: Verringert erlittenen magischen Schaden um 5 %.
Dauer: 60 Sekunden
Maximal-Stapelzahl: 8
Regeneriert beim Verfüttern 18 % LP bei der Bestie.
[Geeignet für: Ätherlinge] ",,3,1,0,1,1,0,243106,0,3
175,Portion[p] Stimulanztrunk-Simulakrum,Portionen[p] Stimulanztrunk-Simulakrum,Stimulanztrunk-Simulakrum,"Gewährt beim Niederstrecken eines Gegners 1 Stapel **Hochstimmung**.
Wirkung: Ausgeteilter Schaden + 15 %, erlittener Schaden - 8 %
Dauer: 60 Sekunden
Maximal-Stapelzahl: 4
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243107,0,3
176,Portion[p] Karotten-Simulakrum,Portionen[p] Karotten-Simulakrum,Karotten-Simulakrum,"Ausweichrate + 10 %
Attacke-Wert von **Ätherausbruch** + 5 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Todlinge]",,3,1,0,1,1,0,243108,0,3
177,Portion[p] Zwiebel-Simulakrum,Portionen[p] Zwiebel-Simulakrum,Zwiebel-Simulakrum,"Ausweichrate + 15 %
Erlittener Schaden - 5 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Todlinge]",,3,1,0,1,1,0,243109,0,3
178,Portion[p] Kopfsalat-Simulakrum,Portionen[p] Kopfsalat-Simulakrum,Kopfsalat-Simulakrum,"Ausweichrate + 5 %
Gewährt beim Ausweichen einer Attacke 1 Stapel **Hochstimmung**.
Wirkung: Ausgeteilter Schaden + 15 %, erlittener Schaden - 8 % 
Dauer: 60 Sekunden
Maximal-Stapelzahl: 4
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Todlinge]",,3,1,0,1,1,0,243110,0,3
179,Portion[p] Zitronen-Simulakrum,Portionen[p] Zitronen-Simulakrum,Zitronen-Simulakrum,"Attacke-Wert von **Ätherausbruch** + 10 %
Gewährt beim Landen eines kritischen Treffers 1 Stapel **Blinzeln**.
Wirkung: Macht unverwundbar gegen die meisten physischen Attacken. Jede neutralisierte Attacke verbraucht 1 Stapel.
Dauer: 120 Sekunden
Maximal-Stapelzahl: 5
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",,3,1,0,1,1,0,243111,0,3
180,Portion[p] Stimulanzöl-Simulakrum,Portionen[p] Stimulanzöl-Simulakrum,Stimulanzöl-Simulakrum,"**Hast** + 20 %
Gewährt dir beim Abschluss einer Kombo mit einer instinktiven Bestienfertigkeit 1 Stapel **Hochstimmung**.
Wirkung: Ausgeteilter Schaden + 15 %, erlittener Schaden - 8 % 
Dauer: 60 Sekunden
Maximal-Stapelzahl: 4
[Geeignet für: Ätherlinge] ",,3,1,0,1,1,0,243112,0,3
181,Portion[p] Schleim-Simulakrum,Portionen[p] Schleim-Simulakrum,Schleim-Simulakrum,"Ausgeteilter Schaden + 30 %
Erlittener Schaden - 30 %
Verursacht beim Landen eines kritischen Treffers **Albtraum**.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",,3,1,0,1,1,0,243113,0,3
182,Portion[p] Pflanzensaft-Simulakrum,Portionen[p] Pflanzensaft-Simulakrum,Pflanzensaft-Simulakrum,"Physische Verwundbarkeit - 40 %
Attacke-Wert von **Ätherausbruch** + 20 %
[Geeignet für: Schupplinge] ",,3,1,0,1,1,0,243114,0,3
183,Portion[p] Salz-Simulakrum,Portionen[p] Salz-Simulakrum,Salz-Simulakrum,"Ausweichrate + 25 %
Gewährt beim Ausweichen einer Attacke mit einer Wahr­schein­lich­keit von 15 % **Steinhaut**.
Wirkung: Verringert erlittenen Schaden in Höhe von 12 % der eigenen Maximal-LP.
Dauer: 60 Sekunden
[Geeignet für: Ätherlinge] ",,3,1,0,1,1,0,243115,0,3
184,Portion[p] Sirup-Simulakrum,Portionen[p] Sirup-Simulakrum,Sirup-Simulakrum,"Ausgeteilter Schaden + 30 %
Physische Verwundbarkeit - 30 %
Verursacht beim Erleiden von Schaden mit einer Wahr­schein­lich­keit von 3 % **Paralyse**.
Dauer: 30 Sekunden
[Geeignet für: Gezieferlinge] ",,3,1,0,1,1,0,243116,0,3
185,Portion[p] Frischkäse-Simulakrum,Portionen[p] Frischkäse-Simulakrum,Frischkäse-Simulakrum,"Maximal-LP + 50 %
Erlittener Schaden - 20 %
Gewährt beim Erleiden von Schaden 1 Stapel **Hast**.
Wirkung: Verkürzt die Intervalle zwischen Auto-Attacken und die (Re-)Ak­ti­vie­rungs­zei­ten von Waf­fen­fer­tig­kei­ten und Zaubern um 3 %.
Dauer: 60 Sekunden
Maximal-Stapelzahl: 5
Regeneriert beim Verfüttern 26 % LP bei der Bestie.
[Geeignet für: Saatlinge] ",,3,1,0,1,1,0,243117,0,3
186,Portion[p] Roteier-Simulakrum,Portionen[p] Roteier-Simulakrum,Roteier-Simulakrum,"**Hast** + 15 %
Ausgeteilter Schaden + 30 %
Erteilt in bestimmten Intervallen Schaden.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Woglinge, Schupplinge] ",,3,1,0,1,1,0,243118,0,3
187,Portion[p] Toast-Simulakrum,Portionen[p] Toast-Simulakrum,Toast-Simulakrum,"Magische Verwundbarkeit - 30 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",,3,1,0,1,1,0,243119,0,3
188,Portion[p] Maisbrot-Simulakrum,Portionen[p] Maisbrot-Simulakrum,Maisbrot-Simulakrum,"Magische Verwundbarkeit - 40 %
Attacke-Wert von **Ätherausbruch**
Maximal-LP + 15 %
Regeneriert beim Verfüttern 10 % LP bei der Bestie.
[Geeignet für: Gezieferlinge] ",,3,1,0,1,1,0,243120,0,3
189,Portion[p] Alraunen-Simulakrum,Portionen[p] Alraunen-Simulakrum,Alraunen-Simulakrum,"Ausgeteilter physischer Schaden + 40 %
Verursacht beim Landen von kritischen Treffern **Blind** bei der Bestie.
Dauer: 30 Sekunden
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243121,0,3
190,Portion[p] Tarantel-Simulakrum,Portionen[p] Tarantel-Simulakrum,Tarantel-Simulakrum,"Kritische Trefferrate + 25 %
Gewährt beim Landen eines kritischen Treffers 1 Stapel **Schaden +**.
Wirkung: Erhöht den ausgeteilten Schaden um 10 %.
Dauer: 60 Sekunden
Maximal-Stapelzahl: 5
[Geeignet für: Ätherlinge] ",,3,1,0,1,1,0,243122,0,3
191,Portion[p] Tollkirschen-Simulakrum,Portionen[p] Tollkirschen-Simulakrum,Tollkirschen-Simulakrum,"Erlittener Schaden - 30 %
Maximal-LP + 30 %
Verursacht beim Erleiden von Schaden mit einer Wahr­schein­lich­keit von 3 % **Stein** bei der Bestie.
Dauer: 30 Sekunden
Regeneriert beim Verfüttern 18 % LP bei der Bestie.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243123,0,3
192,Portion[p] Steak-Simulakrum,Portionen[p] Steak-Simulakrum,Steak-Simulakrum,"Führt bei physischen Attacken des Gegners eine Konterattacke mit physischem Schlagschaden aus. Der Schaden der Konterattacke unterliegt dem Einfluss schadenswertstärkender Effekte von anderem Futter und Bändigerutensilien sowie der Stärke der Bestie.
Attacke-Wert: 350
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Schupplinge, Todlinge]",,3,1,0,1,1,0,243124,0,3
193,Portion[p] Rogen-Simulakrum,Portionen[p] Rogen-Simulakrum,Rogen-Simulakrum,"Ausgeteilter physischer Schaden + 10 %
Erstattet beim Abschluss einer Kombo mit einer instinktiven Bestienfertigkeit mit einer Wahr­schein­lich­keit von 30 % einen Teil der TP zurück.
[Geeignet für: Biestlinge, Gezieferlinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",,3,1,0,1,1,0,243125,0,3
194,Portion[p] Kräutertee-Simulakrum,Portionen[p] Kräutertee-Simulakrum,Kräutertee-Simulakrum,"Gewährt der Bestie **Steinhaut**, wenn sie gerufen wird.
Wirkung: Verringert erlittenen Schaden um 24 % der Maximal-LP.
Dauer: 60 Sekunden
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243126,0,3
195,Portion[p] Bienenwaben-Simulakrum,Portionen[p] Bienenwaben-Simulakrum,Bienenwaben-Simulakrum,"Physische Verwundbarkeit - 30 %
Erstattet beim Abschluss einer Kombo mit einer instinktiven Bestienfertigkeit mit einer Wahr­schein­lich­keit von 30 % einen Teil der TP zurück.
[Geeignet für: Ätherlinge] ",,3,1,0,1,1,0,243127,0,3
196,Portion[p] Orangensaft-Simulakrum,Portionen[p] Orangensaft-Simulakrum,Orangensaft-Simulakrum,"Ausgeteilter physischer Schaden + 30 %
Attacke-Wert von **Ätherausbruch** + 15 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243128,0,3
197,Portion[p] Traubensaft-Simulakrum,Portionen[p] Traubensaft-Simulakrum,Traubensaft-Simulakrum,"Ausgeteilter physischer Schaden + 30 %
Attacke-Wert von **Ätherausbruch** +50 %
Maximal-LP - 80 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Ätherlinge, Todlinge]",,3,1,0,1,1,0,243129,0,3
198,Portion[p] Spieß-Simulakrum,Portionen[p] Spieß-Simulakrum,Spieß-Simulakrum,"**Gemach** + 200 %
Ausgeteilter physischer Schaden + 50 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",,3,1,0,1,1,0,243130,0,3
199,Portion[p] Ananassaft-Simulakrum,Portionen[p] Ananassaft-Simulakrum,Ananassaft-Simulakrum,"**Gemach** + 200 %
Ausgeteilter magischer Schaden + 50 %
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge, Todlinge]",,3,1,0,1,1,0,243131,0,3
200,Portion[p] Austern-Simulakrum,Portionen[p] Austern-Simulakrum,Austern-Simulakrum,"Gewährt der Bestie zu Kampfbeginn oder beim Rufen in einem laufenden Kampf 100 TP.
[Geeignet für: Wölklinge] ",,3,1,0,1,1,0,243132,0,3
201,Portion[p] Blauschimmelkäse-Simulakrum,Portionen[p] Blauschimmelkäse-Simulakrum,Blauschimmelkäse-Simulakrum,"Führt bei magischen Attacken des Gegners eine elementneutrale magische Konterattacke aus. Der Schaden der Konterattacke unterliegt dem Einfluss magiestärkender Effekte von anderem Futter und Bändigerutensilien sowie der Intelligenz der Bestie.
Attacke-Wert: 350
[Geeignet für: Saatlinge, Woglinge] ",,3,1,0,1,1,0,243133,0,3
202,Portion[p] Hüttenkäse-Simulakrum,Portionen[p] Hüttenkäse-Simulakrum,Hüttenkäse-Simulakrum,"Maximal-LP + 30 %
**Hast** + 15 %
Erstattet beim Abschluss einer Kombo mit einer instinktiven Bestienfertigkeit mit einer Wahr­schein­lich­keit von 30 % einen Teil der TP zurück.
Regeneriert beim Verfüttern 18 % LP bei der Bestie.
[Geeignet für: Gezieferlinge] ",,3,1,0,1,1,0,243134,0,3
203,Portion[p] Lassi-Simulakrum,Portionen[p] Lassi-Simulakrum,Lassi-Simulakrum,"Maximal-LP + 30 %
Regeneriert die LP beim Rasten im Zelt vollständig.
Regeneriert beim Verfüttern 18 % LP bei der Bestie.
[Geeignet für: Biestlinge, Gezieferlinge, Wölklinge, Saatlinge, Woglinge, Schupplinge] ",,3,1,0,1,1,0,243135,0,3
204,,,,,,0,0,0,1,0,0,0,0,0
205,,,,,,0,0,0,1,0,0,0,0,0
