#,Id,DiscoveryFlag,MapMarkerRange,SizeFactor,PlaceNameRegion,PlaceName,PlaceNameSub,TerritoryType,OffsetX,OffsetY,DiscoveryIndex,MapCondition,PriorityCategoryUI,PriorityUI,MapType,Unknown2,MapReplace,MapIndex,DiscoveryArrayByte,IsEvent,Unknown1
536,n4d5/01,30,374,200,2950,2997,3005,822,-188,0,107,0,15,14,1,0,0,1,True,False,False
537,n4d5/02,4064,375,200,2950,2997,3006,822,240,-100,107,0,15,14,1,0,0,2,True,False,False
538,n4d8/01,4094,376,200,2950,3007,3015,841,0,30,108,3,15,17,1,0,0,1,True,False,False
539,n4d8/02,4096,377,200,2950,3007,3016,841,0,379,108,3,15,17,1,0,0,2,True,False,False
540,n4d4/01,6,378,200,2950,3028,3032,836,-65,-30,106,0,15,13,1,0,0,1,True,False,False
541,n4d4/02,120,379,200,2950,3028,3033,836,-212,-220,106,0,15,13,1,0,0,2,True,False,False
542,n4d4/03,16256,380,200,2950,3028,3034,836,-220,-212,106,0,15,13,1,0,0,3,True,False,False
543,region/10,0,369,100,2950,2950,0,0,0,0,-1,10,15,1,5,0,0,0,True,False,False
544,n4d1/00,1022,381,200,2950,3050,0,837,0,0,111,0,15,10,1,0,0,0,True,False,False
545,l1e5/00,0,386,400,26,3221,0,842,0,0,-1,0,0,0,1,0,0,0,True,True,False
546,n4ti/00,0,390,800,2950,3222,0,843,0,0,-1,0,0,0,1,0,0,0,True,False,False
547,n4e1/00,0,385,400,2950,3223,0,844,0,0,-1,0,0,0,1,0,0,0,True,True,False
548,s1t2/02,0,0,400,22,1427,0,129,151,-266,-1,0,0,0,1,0,0,0,True,True,False
549,s1f3/02,0,0,400,22,1428,0,137,25,-258,-1,0,0,0,1,0,0,0,True,True,False
550,default/00,0,0,100,2950,3226,0,815,461,560,-1,0,0,0,1,0,0,0,True,False,False
551,default/00,0,0,100,2950,3227,0,817,120,768,-1,0,0,0,1,0,0,0,True,False,False
552,default/00,0,383,100,2950,3219,0,880,-109,-690,-1,0,0,0,1,0,0,0,True,True,False
553,default/00,0,0,100,2950,3228,0,859,0,0,-1,0,0,0,1,0,0,0,True,False,False
554,n4t2/02,0,372,200,2950,2952,3260,820,0,0,-1,0,15,9,1,0,0,2,True,False,False
555,n4t2/03,0,373,200,2950,2952,3261,820,0,0,-1,0,15,9,1,0,0,3,True,False,False
556,n4fa/00,0,0,400,2950,3218,0,845,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
557,n4fb/00,0,0,400,2950,3219,0,846,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
558,n4fc/00,0,384,400,2950,3220,0,847,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
559,n4g1/00,0,0,400,2950,3214,0,849,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
560,n4g2/00,0,0,400,2950,3215,0,850,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
561,n4g3/00,0,0,400,2950,3216,0,851,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
562,n4g4/00,0,0,400,2950,3217,0,852,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
563,default/00,0,0,100,2405,3229,0,879,0,0,-1,0,0,0,1,0,0,0,True,False,False
564,default/00,0,0,100,2950,3214,0,857,0,0,-1,0,0,0,1,0,0,0,True,True,False
565,n4gz/00,0,387,400,2950,3225,0,878,0,0,-1,0,0,0,1,0,0,0,True,True,False
566,n4fd/00,0,0,400,2950,3220,0,885,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
567,n4d9/01,8190,392,200,2950,3385,0,884,0,0,112,0,15,18,1,0,0,0,True,False,False
568,e3p1/00,0,391,100,2401,3378,0,888,0,0,-1,0,0,0,1,0,0,0,True,False,False
569,n4r1/01,254,394,200,2950,3425,3395,882,610,70,113,0,15,19,1,0,0,1,True,False,False
570,n4r1/02,256,395,200,2950,3425,3396,882,805,240,113,0,15,19,1,0,0,2,True,False,False
571,n4r1/03,7680,396,200,2950,3425,3397,882,742,-584,113,0,15,19,1,0,0,3,True,False,False
572,n4r1/04,57344,397,200,2950,3425,3398,882,-900,-672,113,0,15,19,1,0,0,4,True,False,False
573,d2az/00,0,0,400,2405,3017,0,887,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
574,r1hx/00,0,430,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
575,n4e8/01,0,398,400,2950,3427,0,895,0,0,-1,0,0,0,1,0,0,0,True,True,False
576,n4e9/10,0,402,400,2950,3428,0,889,-12,50,-1,0,0,0,1,0,0,0,True,True,False
577,default/00,0,0,100,2405,3429,0,893,0,0,-1,0,0,0,1,0,0,0,True,False,False
578,n4r1/01,254,399,200,2950,3425,3395,896,610,70,113,0,0,0,1,9,0,1,True,True,False
579,n4r1/02,256,0,200,2950,3425,3396,896,805,240,113,0,0,0,1,9,0,0,True,True,False
580,n4r1/03,7680,400,200,2950,3425,3397,896,742,-584,113,0,0,0,1,9,0,2,True,True,False
581,n4r1/04,57344,401,200,2950,3425,3398,896,-900,-672,113,0,0,0,1,9,0,3,True,True,False
582,n4e9/40,0,402,400,2950,3428,0,892,-12,50,-1,0,0,0,1,0,0,0,True,True,False
583,n4fe/00,0,0,400,2400,3442,0,897,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
584,a2fx/00,134217726,409,100,497,1647,0,901,0,0,17,0,0,0,1,0,0,0,False,False,False
585,n4da/01,2,406,200,2950,3467,3466,898,100,-390,114,0,15,20,1,0,0,1,True,False,False
586,n4da/02,508,407,200,2950,3467,3490,898,0,0,114,0,15,20,1,0,0,2,True,False,False
587,r1hx/21,0,411,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
588,r1hx/22,0,411,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
589,n4g5/00,0,0,400,2950,3468,0,902,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
590,n4g6/00,0,0,400,2950,3469,0,903,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
591,n4g7/00,0,0,400,2950,3470,0,904,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
592,n4db/01,14,403,200,2950,3511,3512,916,626,-611,116,0,15,21,1,0,0,1,True,False,False
593,n4db/02,240,404,200,2950,3511,3513,916,608,648,116,0,15,21,1,0,0,2,True,False,False
594,n4db/03,7936,405,200,2950,3511,3514,916,-567,-488,116,0,15,21,1,0,0,3,True,False,False
595,n4da/03,512,408,200,2950,3467,3491,898,0,425,114,0,15,20,1,0,0,3,True,False,False
596,r1hx/23,0,411,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
597,r1hx/24,0,411,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
598,default/00,0,0,100,2405,3471,0,914,0,0,-1,0,0,0,1,0,0,0,True,False,False
599,n4g8/01,0,0,400,2950,3487,0,905,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
600,default/00,0,0,100,2405,3479,0,911,0,0,-1,0,0,0,1,0,0,0,True,False,False
601,default/00,0,0,400,22,2527,0,899,0,0,-1,0,0,0,1,0,0,0,True,False,False
602,n4g8/02,0,0,400,2950,3488,0,905,-100,-165,-1,0,0,0,1,0,0,0,True,False,False
603,n4ea/00,0,410,400,2405,3478,0,915,0,0,-1,0,0,0,1,0,0,0,True,False,False
604,o1a1/00,0,413,400,2405,3477,0,900,0,0,-1,0,0,0,1,0,0,0,True,False,False
605,r1hx/24,0,412,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
606,n4b4/01,16382,418,100,2405,3534,0,920,-127,-424,117,0,0,0,1,0,0,0,True,False,False
607,n4b2/00,0,0,400,2405,3486,0,913,-35,683,-1,0,0,0,1,0,0,0,True,False,False
608,n4r2/01,30,424,200,2950,3492,3493,917,290,-190,115,0,15,22,1,0,0,1,True,False,False
609,n4r2/02,992,425,200,2950,3492,3494,917,290,200,115,0,15,22,1,0,0,2,True,False,False
610,n4r2/03,1024,426,200,2950,3492,3495,917,-200,100,115,0,15,22,1,0,0,3,True,False,False
611,n4r2/04,63488,427,200,2950,3492,3496,917,-200,460,115,0,15,22,1,0,0,4,True,False,False
612,n4ff/01,0,0,400,2405,3568,0,922,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
613,default/00,0,0,400,2405,3569,0,922,-100,-800,-1,0,0,0,1,0,0,0,True,False,False
614,n4e8/02,0,419,400,2950,3572,0,895,50,118,-1,0,0,0,1,0,0,0,True,True,False
615,r1hx/31,0,422,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
616,n4b4/02,0,420,200,2405,3535,0,920,-80,492,-1,0,0,0,1,0,0,0,True,False,False
617,n4eb/01,0,421,400,2405,3571,0,919,2,-27,-1,0,0,0,1,0,0,0,True,True,False
618,n4eb/02,0,0,400,2405,3570,0,926,15,-610,-1,0,0,0,1,0,0,0,True,False,False
619,l1e1/02,0,423,400,26,481,0,351,60,-20,-1,0,0,0,1,0,0,0,True,True,False
620,r1hx/32,0,422,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
621,r1hx/33,0,422,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
622,r1hx/34,0,422,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
623,n4r2/01,30,414,200,2950,3492,3493,928,290,-190,115,0,0,0,1,5,0,1,True,True,False
624,n4r2/02,992,415,200,2950,3492,3494,928,290,200,115,0,0,0,1,5,0,2,True,True,False
625,n4r2/03,1024,416,200,2950,3492,3495,928,-200,100,115,0,0,0,1,5,0,3,True,True,False
626,n4r2/04,63488,417,200,2950,3492,3496,928,-200,460,115,0,0,0,1,5,0,4,True,True,False
627,d4d1/01,6,431,200,498,3590,3594,933,0,-75,118,0,15,23,1,0,0,1,True,False,False
628,d4d1/02,56,432,200,498,3590,3591,933,180,0,118,0,15,23,1,0,0,2,True,False,False
629,d4d1/03,960,433,200,498,3590,3592,933,0,150,118,0,15,23,1,0,0,3,True,False,False
630,d4d1/04,1024,434,200,498,3590,3587,933,0,150,118,0,15,23,1,0,0,4,True,False,False
631,n4g9/00,0,0,400,2950,3596,0,942,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
632,n4gc/01,0,0,400,2950,3635,0,945,-71,23,-1,0,0,0,1,0,0,0,True,False,False
633,n4gc/02,0,0,400,2950,3635,0,945,-44,-60,-1,0,0,0,1,0,0,0,True,False,False
634,n4gc/03,0,0,400,2950,3635,0,945,44,-60,-1,0,0,0,1,0,0,0,True,False,False
635,n4gc/04,0,0,400,2950,3635,0,945,71,23,-1,0,0,0,1,0,0,0,True,False,False
636,n4gc/05,0,0,400,2950,3635,0,945,0,75,-1,0,0,0,1,0,0,0,True,False,False
637,n4ga/00,0,0,400,2950,3620,0,943,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
638,n4fg/00,0,0,400,24,3581,0,934,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
639,d4d1/05,30720,435,200,498,3590,3593,933,-150,5,118,0,15,23,1,0,0,5,True,False,False
640,n4c2/00,0,0,400,2405,3644,0,924,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
641,n4b5/01,30,436,200,2405,3597,3598,936,0,-378,119,0,0,0,1,0,0,1,True,False,False
642,n4b5/02,480,437,200,2405,3597,3599,936,-264,286,119,0,0,0,1,0,0,2,True,False,False
643,n4b5/03,7680,438,200,2405,3597,3600,936,270,250,119,0,0,0,1,0,0,3,True,False,False
644,n4b5/04,0,439,200,2405,3597,3609,936,416,178,-1,0,0,0,1,0,0,0,True,False,False
645,n4b5/05,0,440,200,2405,3597,3604,936,164,-96,-1,0,0,0,1,0,0,0,True,False,False
646,n4b5/06,0,441,200,2405,3597,3602,936,270,-404,-1,0,0,0,1,0,0,0,True,False,False
647,n4b5/07,0,442,200,2405,3597,3603,936,-300,-378,-1,0,0,0,1,0,0,0,True,False,False
648,default/00,0,0,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
649,r1hx/42,0,428,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
650,r1hx/43,0,428,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
651,r1hx/44,0,428,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
652,r1hx/45,0,428,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
653,r1hx/46,0,428,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
654,r1hx/47,0,430,200,25,3435,0,886,0,0,-1,0,0,0,1,0,0,0,True,False,False
655,default/00,0,0,200,2405,3542,0,964,0,-750,-1,0,0,0,1,0,0,0,True,True,False
656,n4gb/00,0,0,400,2950,3595,0,944,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
657,default/00,0,429,400,24,3581,0,967,-100,-100,-1,0,0,0,1,0,0,0,True,True,False
658,n4gz/00,0,443,400,2950,3225,0,965,0,0,-1,0,0,0,1,0,0,0,True,True,False
659,n4r3/01,546,447,200,2950,3647,3648,966,808,-772,123,0,15,24,1,0,0,1,True,False,False
660,n4r3/02,28,448,200,2950,3647,3649,966,792,810,123,0,15,24,1,0,0,2,True,False,False
661,n4r3/03,448,449,200,2950,3647,3650,966,-801,785,123,0,15,24,1,0,0,3,True,False,False
662,n4r3/04,3072,450,200,2950,3647,3651,966,-798,-760,123,0,15,24,1,0,0,4,True,False,False
663,n4r3/05,4096,451,200,2950,3647,3652,966,700,700,123,0,15,24,1,0,0,5,True,False,False
664,n4r3/06,0,0,200,2950,3647,3653,966,0,89,-1,0,0,0,1,0,0,0,True,False,False
665,n4b6/01,32766,446,100,2405,3662,0,975,0,0,122,0,0,0,1,0,0,0,True,False,False
666,w4d1/01,254,444,200,24,2936,2937,938,415,-110,120,0,3,20,1,0,0,1,True,False,False
667,w4d1/02,768,445,200,24,2936,2938,938,-450,85,120,0,3,20,1,0,0,2,True,False,False
668,n4r3/07,0,0,200,2950,3647,3653,966,0,-401,-1,0,0,0,1,0,0,0,True,False,False
669,n4r3/08,0,0,200,2950,3647,3653,966,0,-901,-1,0,0,0,1,0,0,0,True,False,False
670,n4fh/00,6,0,400,2405,3663,0,950,-100,-100,121,0,0,0,1,0,0,0,True,False,False
671,default/00,0,452,400,2405,3663,0,991,-100,-100,-1,0,0,0,1,0,0,0,True,True,False
672,n4b6/02,0,453,200,2405,3662,0,975,-222,654,-1,0,0,0,1,0,0,0,True,False,False
673,n4b6/03,0,454,200,2405,3682,0,975,-632,-204,-1,0,0,0,1,0,0,0,True,False,False
674,n4b6/04,0,455,200,2405,3682,0,975,-650,336,-1,0,0,0,1,0,0,0,True,False,False
675,n4b6/05,0,456,200,2405,3682,0,975,718,702,-1,0,0,0,1,0,0,0,True,False,False
676,u5fa/00,0,0,400,3704,3684,0,992,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
677,k5fa/00,0,0,400,3702,3685,0,995,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
678,u5fb/00,0,0,400,3704,3686,0,997,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
679,r1h1/01,0,463,200,25,4139,3687,979,0,0,-1,0,4,4,1,0,0,1,True,False,False
680,r1h1/02,0,464,200,25,4139,3688,979,702,655,-1,0,4,4,1,0,0,2,True,False,False
681,r1i6/00,0,465,400,25,3694,0,985,0,0,-1,0,0,0,1,0,0,0,True,False,False
682,r1i1/01,0,0,400,25,3689,1147,980,0,0,-1,0,0,0,1,0,0,1,True,False,False
683,r1i1/02,0,0,400,25,3689,1148,980,0,0,-1,0,0,0,1,0,0,2,True,False,False
684,r1i2/01,0,0,400,25,3690,1109,981,0,0,-1,0,0,0,1,0,0,2,True,False,False
685,r1i2/02,0,0,400,25,3690,1110,981,0,0,-1,0,0,0,1,0,0,1,True,False,False
686,r1i2/03,0,0,400,25,3690,1111,981,0,0,-1,0,0,0,1,0,0,3,True,False,False
687,r1i3/01,0,0,400,25,3691,1112,982,0,0,-1,0,0,0,1,0,0,2,True,False,False
688,r1i3/02,0,0,400,25,3691,1113,982,0,0,-1,0,0,0,1,0,0,1,True,False,False
689,r1i3/03,0,0,400,25,3691,1114,982,0,0,-1,0,0,0,1,0,0,3,True,False,False
690,r1i5/00,0,0,400,25,3693,0,984,0,0,-1,0,0,0,1,0,0,0,True,False,False
691,r1i4/00,0,0,400,25,3692,0,983,0,0,-1,0,0,0,1,0,0,0,True,False,False
692,r1i4/00,0,0,400,25,3695,0,999,0,0,-1,0,0,0,1,0,0,0,True,False,False
693,k5t1/00,0,475,200,3702,3706,0,962,0,0,-1,0,16,2,1,0,0,0,True,False,False
694,m5t1/00,0,476,200,3703,3707,0,963,0,0,-1,0,17,2,1,0,0,0,True,False,False
695,k5f1/00,2147483646,477,100,3702,3708,0,956,0,0,30,0,16,3,1,0,0,0,False,False,False
696,m5f1/00,536870910,478,100,3703,3709,0,957,0,0,31,0,17,3,1,0,0,0,False,False,False
697,m5f2/00,268435454,479,100,3703,3710,0,958,0,0,32,0,17,4,1,0,0,0,False,False,False
698,u5f1/00,134217726,480,100,3704,3711,0,959,0,0,33,7,18,2,1,0,0,0,False,False,False
699,u5f2/00,2147483646,481,100,3704,3712,0,960,0,0,34,8,18,3,1,0,0,0,False,False,False
700,n5f1/00,536870910,482,100,3705,3713,0,961,0,0,35,9,19,2,1,0,0,0,False,False,False
701,m5d1/01,30,457,200,3703,3736,3737,952,-50,-50,124,12,17,5,1,0,0,1,True,False,False
702,m5d1/02,480,458,200,3703,3736,3738,952,290,-80,124,12,17,5,1,0,0,2,True,False,False
703,m5d1/03,3584,459,200,3703,3736,3739,952,20,50,124,12,17,5,1,0,0,3,True,False,False
704,f1db/01,0,483,200,23,3696,4147,994,20,10,-1,0,0,0,1,0,0,1,True,False,False
705,f1db/02,0,484,200,23,3696,4148,994,-480,-50,-1,0,0,0,1,0,0,2,True,False,False
706,u5d2/01,30,466,200,3704,3770,3771,976,-22,-42,126,18,18,5,1,0,0,1,True,False,False
707,u5d2/02,8160,467,200,3704,3770,3772,976,-9,0,126,18,18,5,1,0,0,2,True,False,False
708,u5d2/03,57344,468,200,3704,3770,3773,976,-45,-88,126,18,18,5,1,0,0,3,True,False,False
709,n5r1/00,0,0,400,3705,3769,0,1002,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
710,n5d1/01,30,469,200,3705,3759,3760,974,40,-150,127,15,19,3,1,0,0,1,True,False,False
711,n5d1/02,2016,470,200,3705,3759,3761,974,40,-70,127,15,19,3,1,0,0,2,True,False,False
712,n5d1/03,6144,471,200,3705,3759,3762,974,0,-43,127,15,19,3,1,0,0,3,True,False,False
713,n5d1/04,8192,472,200,3705,3759,4084,974,-25,40,127,15,19,3,1,0,0,4,True,False,False
714,n5d1/05,16384,473,200,3705,3759,4085,974,30,-25,127,15,19,3,1,0,0,5,True,False,False
715,n5d1/06,32768,474,200,3705,3759,4086,974,0,50,127,15,19,3,1,0,0,6,True,False,False
716,u5d3/01,30,460,200,3704,3783,3784,986,144,-14,125,19,18,6,1,0,0,1,True,False,False
717,u5d3/02,480,461,200,3704,3783,3785,986,0,-150,125,19,18,6,1,0,0,2,True,False,False
718,u5d3/03,7680,462,200,3704,3783,3786,986,0,-150,125,19,18,6,1,0,0,3,True,False,False
719,k5d1/01,30,503,200,3702,4146,3995,978,8,-501,129,16,16,4,1,0,0,1,True,False,False
720,k5d1/02,480,504,200,3702,4146,3996,978,12,-285,129,16,16,4,1,0,0,2,True,False,False
721,k5d1/03,32256,505,200,3702,4146,3997,978,18,317,129,16,16,4,1,0,0,3,True,False,False
722,n5r3/00,0,0,400,3705,3797,0,1006,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
723,m5d2/01,2,492,200,3703,4118,4119,969,270,-300,131,13,17,6,1,0,0,1,True,False,False
724,m5d2/02,4,493,200,3703,4118,4120,969,300,-130,131,13,17,6,1,0,0,2,True,False,False
725,m5d2/03,8,494,200,3703,4118,4121,969,-400,200,131,13,17,6,1,0,0,3,True,False,False
726,m5d2/04,112,495,200,3703,4118,4122,969,-230,-250,131,13,17,6,1,0,0,4,True,False,False
727,m5d2/05,896,496,200,3703,4118,4123,969,0,100,131,13,17,6,1,0,0,5,True,False,False
728,m5d2/06,0,497,200,3703,4118,4134,969,0,400,-1,13,0,0,1,0,0,0,True,False,False
729,default/00,0,0,100,3704,4111,0,1000,0,0,-1,0,0,0,1,0,0,0,True,False,False
730,n5r2/00,0,0,400,3705,3798,0,1004,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
731,n5r4/00,0,0,400,3705,4135,0,1008,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
732,region/11,0,485,100,3702,3702,0,0,0,0,-1,11,16,1,3,0,0,0,True,False,False
733,region/12,0,486,100,3703,3703,0,0,0,0,-1,11,17,1,3,0,0,0,True,False,False
734,region/13,0,487,100,3704,3704,0,0,0,0,-1,7,18,1,3,0,0,0,True,False,False
735,region/14,0,488,100,3705,3705,0,0,0,0,-1,9,19,1,5,0,0,0,True,False,False
736,u5d1/01,14,498,200,3704,4100,4101,973,-310,15,128,17,18,4,1,0,0,1,True,False,False
737,u5d1/02,112,499,200,3704,4100,4102,973,40,70,128,17,18,4,1,0,0,2,True,False,False
738,u5d1/03,896,500,200,3704,4100,4103,973,300,-60,128,17,18,4,1,0,0,3,True,False,False
739,m5d3/01,510,501,200,3703,4015,4015,970,280,8,130,14,17,7,1,0,0,1,True,False,False
740,m5d3/02,32256,502,200,3703,4015,4020,970,-307,-77,130,14,17,7,1,0,0,2,True,False,False
741,w1ej/00,0,506,400,24,4022,0,971,0,0,-1,0,0,0,1,0,0,0,True,True,False
742,k5e1/00,0,508,400,3702,3817,0,987,0,0,-1,0,0,0,1,0,0,0,True,True,False
743,k5ti/00,0,489,400,3702,3818,0,990,0,0,-1,0,0,0,1,0,0,0,True,False,False
744,r2ea/00,0,507,400,25,4023,0,1001,0,0,-1,0,0,0,1,0,0,0,True,True,False
745,default/00,0,0,100,3703,3924,0,1010,0,0,-1,0,0,0,1,0,0,0,True,False,False
746,default/00,0,0,100,3704,4021,0,1026,-100,-100,-1,0,0,0,1,0,0,0,True,True,False
747,default/00,0,490,100,3703,4024,0,1024,0,0,-1,0,0,0,1,0,0,0,True,True,False
748,default/00,0,491,100,3705,4033,0,1025,-100,-100,-1,0,0,0,1,0,0,0,True,True,False
749,default/00,0,0,100,3705,3926,0,1031,0,0,-1,0,0,0,1,0,0,0,True,True,False
750,m5f2/00,268435454,479,100,3703,3710,0,958,0,0,32,0,0,0,1,0,0,0,False,False,False
751,u5f2/00,2147483646,481,100,3704,3712,0,1027,0,0,34,0,0,0,1,0,0,0,False,True,False
752,m5d4/01,14,509,200,3703,4154,4155,1050,15,0,132,20,17,8,1,0,0,1,True,False,False
753,m5d4/02,1008,510,200,3703,4154,4156,1050,0,50,132,20,17,8,1,0,0,2,True,False,False
754,m5d4/03,64512,511,200,3703,4154,4157,1050,-15,0,132,20,17,8,1,0,0,3,True,False,False
755,z5r1/01,254,512,200,2405,4167,4168,1054,-80,-550,133,0,99,5,1,0,0,1,True,False,False
756,z5r1/02,7936,513,200,2405,4167,4169,1054,750,650,133,0,99,5,1,0,0,2,True,False,False
757,z5r1/03,8192,514,200,2405,4167,4170,1054,-750,750,133,0,99,5,1,0,0,3,True,False,False
758,r1fz/01,0,0,400,25,4098,0,968,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
759,s5p1/00,0,0,400,2405,4090,0,1032,0,0,-1,0,0,0,1,0,0,0,True,False,False
760,s5p2/00,0,0,400,2405,4091,0,1033,0,0,-1,0,0,0,1,0,0,0,True,False,False
761,s5p3/00,0,0,400,2405,4092,0,1034,0,0,-1,0,0,0,1,0,0,0,True,False,False
762,default/00,0,0,100,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,True,False,False
763,w1d5/08,0,0,400,24,457,0,1048,772,600,-1,0,0,0,1,0,0,0,True,True,False
764,w1d5/09,0,0,400,24,4032,0,1048,704,-480,-1,0,0,0,1,0,0,0,True,True,False
765,r1fz/02,0,0,400,25,4099,0,968,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
766,z5e1/00,0,515,400,2405,4031,0,1061,0,0,-1,0,0,0,1,0,0,0,True,True,False
767,k5e4/00,0,522,400,3702,4034,0,1057,0,0,-1,0,0,0,1,0,0,0,True,True,False
768,z5d1/01,62,523,200,2405,4180,4181,1070,-76,-180,134,21,99,10,1,0,0,1,True,False,False
769,z5d1/02,1984,524,200,2405,4180,4182,1070,143,-64,134,21,99,10,1,0,0,2,True,False,False
770,z5d1/03,30720,525,200,2405,4180,4183,1070,29,112,134,21,99,10,1,0,0,3,True,False,False
771,n5r6/00,0,0,400,3705,4196,0,1083,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
772,h1m2/01,8388606,533,100,2405,4043,0,1055,-175,138,36,0,0,0,1,0,0,0,False,False,False
773,h1m2/02,8388606,533,100,2405,4043,0,1055,-175,138,36,0,0,0,1,0,0,0,False,False,False
774,h1m2/03,8388606,533,100,2405,4043,0,1055,-175,138,36,0,0,0,1,0,0,0,False,False,False
775,h1m2/04,8388606,533,100,2405,4043,0,1055,-175,138,36,0,0,0,1,0,0,0,False,False,False
776,h1m2/05,8388606,533,100,2405,4043,0,1055,-175,138,36,0,0,0,1,0,0,0,False,False,False
777,h1m2/06,8388606,533,100,2405,4043,0,1055,-175,138,36,0,0,0,1,0,0,0,False,False,False
778,h1m2/07,8388606,533,100,2405,4043,0,1055,-175,138,36,0,0,0,1,0,0,0,False,False,False
779,h1m2/08,8388606,533,100,2405,4043,0,1055,-175,138,36,0,0,0,1,0,0,0,False,False,False
780,h1m2/09,8388606,533,100,2405,4043,0,1055,-175,138,36,0,0,0,1,0,4,0,False,False,False
781,h1m2/10,8388606,555,100,2405,4043,4360,1055,-175,138,36,0,0,0,1,0,0,1,False,False,False
782,z5d1/01,62,528,200,2405,4180,4181,1089,-76,-180,134,0,0,0,1,4,0,1,True,True,False
783,z5d1/02,1984,529,200,2405,4180,4182,1089,143,-64,134,0,0,0,1,4,0,2,True,True,False
784,z5d1/03,30720,530,200,2405,4180,4183,1089,29,112,134,0,0,0,1,4,0,3,True,False,False
785,m5d4/03,64512,527,200,3703,4154,0,1056,-15,0,132,0,0,0,1,0,0,0,True,False,False
786,z5e4/00,0,531,400,2405,4038,0,1077,-15,0,-1,0,0,0,1,0,0,0,True,False,False
787,m5e4/00,0,0,800,3703,4039,0,1078,0,0,-1,0,0,0,1,0,0,0,True,True,False
788,k5e5/00,0,534,200,3702,4146,3995,1079,8,-501,-1,0,0,0,1,8,0,0,True,True,False
789,f1ea/00,0,526,400,23,4040,0,1094,0,0,-1,0,0,0,1,0,0,0,True,True,False
790,default/00,0,0,400,2405,4045,0,1092,-100,-181,-1,0,0,0,1,0,0,0,True,True,False
791,default/00,0,0,400,0,0,0,0,37,42,-1,0,0,0,1,0,0,0,True,False,False
792,n5r7/00,0,0,400,3705,4198,0,1085,-100,-100,-1,0,0,0,1,0,0,0,True,False,False
793,h1m2/11,8388606,555,100,2405,4043,4360,1055,-175,138,36,0,0,0,1,0,0,1,False,False,False
794,h1m2/12,58720256,556,100,2405,4043,4361,1055,-175,138,36,0,0,0,1,0,5,2,False,False,False
795,u5e3/02,0,532,400,3704,4251,0,1073,37,42,-1,0,0,0,1,0,1,0,True,False,False
796,u5e3/03,0,532,400,3704,4252,0,1073,37,42,-1,0,0,0,1,0,1,0,True,False,False
797,u5e3/04,0,532,400,3704,4253,0,1073,37,42,-1,0,0,0,1,0,1,0,True,False,False
