#,BigFishOnReach,BigFishOnEnd,BigFishOnRefresh,Item[0],Item[1],Item[2],Item[3],Item[4],Item[5],Item[6],Item[7],Item[8],Item[9],TerritoryType,PlaceNameMain,PlaceNameSub,Radius,PlaceName,Order,X,Z,GatheringLevel,FishingSpotCategory,Unknown0,Rare
10064,Ein weißlich leuchtendes Etwas ist durchs Wasser gehuscht.,Das weißlich leuchtende Etwas ist verschwunden.,Du siehst das weißlich leuchtende Etwas erneut durchs Wasser huschen.,45778,45779,45780,45781,45782,45783,0,0,0,0,0,0,0,0,5207,0,0,0,1,2,0,False
10065,,,,45784,45785,45786,45787,45788,0,0,0,0,0,0,0,0,0,5208,0,0,0,1,2,0,False
10066,,,,45789,45790,45791,45792,45793,0,0,0,0,0,0,0,0,0,5210,0,0,0,1,2,0,False
10067,,,,45794,45795,45796,45797,45798,0,0,0,0,0,0,0,0,0,5211,0,0,0,1,7,0,False
10068,,,,45799,45800,45801,45802,45803,0,0,0,0,0,0,0,0,0,5210,0,0,0,1,2,0,False
10069,,,,45826,45827,45828,45829,45830,0,0,0,0,0,0,0,0,0,5206,0,0,0,1,2,0,False
10070,,,,45820,45821,45822,45823,45824,45825,0,0,0,0,0,0,0,0,5209,0,0,0,1,2,0,False
10071,,,,45831,45832,45833,45834,45835,0,0,0,0,0,0,0,0,0,5214,0,0,0,1,7,0,False
10072,,,,45836,45837,45838,45839,45840,0,0,0,0,0,0,0,0,0,5212,0,0,0,1,7,0,False
10073,,,,45865,45866,45867,45868,45869,45870,0,0,0,0,0,0,0,0,5211,0,0,0,1,7,0,False
10074,,,,45871,45872,45873,45874,45875,45876,0,0,0,0,0,0,0,0,5210,0,0,0,1,2,0,False
10075,,,,45804,45805,45806,45807,45808,45809,0,0,0,0,0,0,0,0,5211,0,0,0,1,7,0,False
10076,,,,45841,45842,45843,45844,45845,45846,0,0,0,0,0,0,0,0,5209,0,0,0,1,2,0,False
10077,,,,45810,45811,45812,45813,45814,0,0,0,0,0,0,0,0,0,5208,0,0,0,1,2,0,False
10078,,,,45847,45848,45849,45850,45851,0,0,0,0,0,0,0,0,0,5206,0,0,0,1,2,0,False
10079,,,,45877,45878,45879,45880,45881,45882,0,0,0,0,0,0,0,0,5210,0,0,0,1,2,0,False
10080,,,,45853,45857,45854,45855,45858,45856,0,0,0,0,0,0,0,0,5207,0,0,0,1,2,0,False
10081,,,,45883,45884,45885,45886,45887,45888,0,0,0,0,0,0,0,0,5212,0,0,0,1,7,0,False
10082,,,,45815,45816,45817,45818,45819,0,0,0,0,0,0,0,0,0,5211,0,0,0,1,7,0,False
10083,,,,45859,45860,45861,45862,45863,45864,0,0,0,0,0,0,0,0,5213,0,0,0,1,7,0,False
10084,,,,45889,45890,45891,45892,45893,45894,0,0,0,0,0,0,0,0,5214,0,0,0,1,7,0,False
10085,,,,45907,45908,45909,45910,45911,45912,0,0,0,0,0,0,0,0,5214,0,0,0,1,7,0,False
10086,,,,45895,45896,45897,45898,45899,45900,0,0,0,0,0,0,0,0,5211,0,0,0,1,7,0,False
10087,Du erspähst eine Art Drachenwesen.,Das Drachenwesen ist verschwunden.,Du siehst das Drachenwesen erneut durch die Gewässer huschen.,45901,45902,45903,45904,45905,45906,0,0,0,0,0,0,0,0,5213,0,0,0,1,7,0,False
10088,,,,45913,45914,45915,45916,45917,0,0,0,0,0,0,0,0,0,5209,0,0,0,1,2,0,False
10089,,,,45918,45919,45920,45921,45922,0,0,0,0,0,0,0,0,0,5208,0,0,0,1,2,0,False
10090,,,,45923,45924,45925,45926,45927,45928,0,0,0,0,0,0,0,0,5211,0,0,0,1,7,0,False
10091,,,,45929,45930,45931,45932,45933,45934,0,0,0,0,0,0,0,0,5210,0,0,0,1,2,0,False
10092,,,,45935,45936,45937,0,0,0,0,0,0,0,0,0,0,0,5208,0,0,0,1,2,0,False
10093,,,,45938,45939,0,0,0,0,0,0,0,0,0,0,0,0,5207,0,0,0,1,2,0,False
10094,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10095,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10096,,,,45945,45946,0,0,0,0,0,0,0,0,0,0,0,0,5206,0,0,0,1,2,0,False
10097,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5286,0,0,0,1,2,0,False
10098,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5287,0,0,0,1,2,0,False
10099,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5288,0,0,0,1,2,0,False
10100,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5289,0,0,0,1,2,0,False
10101,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5290,0,0,0,1,2,0,False
10102,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5291,0,0,0,1,2,0,False
10103,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5292,0,0,0,1,2,0,False
10104,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5293,0,0,0,1,3,0,False
10105,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5294,0,0,0,1,2,0,False
10106,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5295,0,0,0,1,2,0,False
10107,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5296,0,0,0,1,6,0,False
10108,,,,47422,47423,47424,0,0,0,0,0,0,0,0,0,0,0,5286,0,0,0,1,2,0,False
10109,,,,47425,47426,47427,0,0,0,0,0,0,0,0,0,0,0,5287,0,0,0,1,2,0,False
10110,,,,47428,47429,47430,0,0,0,0,0,0,0,0,0,0,0,5288,0,0,0,1,2,0,False
10111,,,,47431,47432,47433,0,0,0,0,0,0,0,0,0,0,0,5286,0,0,0,1,2,0,False
10112,,,,47434,47435,47436,0,0,0,0,0,0,0,0,0,0,0,5288,0,0,0,1,2,0,False
10113,,,,47437,47438,47439,0,0,0,0,0,0,0,0,0,0,0,5287,0,0,0,1,2,0,False
10114,,,,47440,47441,47442,47443,0,0,0,0,0,0,0,0,0,0,5286,0,0,0,1,2,0,False
10115,,,,47444,47445,47446,47447,0,0,0,0,0,0,0,0,0,0,5287,0,0,0,1,2,0,False
10116,,,,47448,47449,47450,47451,0,0,0,0,0,0,0,0,0,0,5286,0,0,0,1,2,0,False
10117,,,,47452,47453,47454,47455,0,0,0,0,0,0,0,0,0,0,5287,0,0,0,1,2,0,False
10118,,,,47456,47457,47458,47459,0,0,0,0,0,0,0,0,0,0,5286,0,0,0,1,2,0,False
10119,,,,47460,47461,47462,47463,0,0,0,0,0,0,0,0,0,0,5288,0,0,0,1,2,0,False
10120,,,,47464,47465,47466,47467,0,0,0,0,0,0,0,0,0,0,5288,0,0,0,1,2,0,False
10121,,,,47480,47481,47482,47483,47484,0,0,0,0,0,0,0,0,0,5289,0,0,0,1,2,0,False
10122,,,,47485,47486,47487,47488,47489,0,0,0,0,0,0,0,0,0,5290,0,0,0,1,2,0,False
10123,,,,47490,47491,47492,47493,47494,0,0,0,0,0,0,0,0,0,5291,0,0,0,1,2,0,False
10124,,,,47495,47496,47497,47498,47499,0,0,0,0,0,0,0,0,0,5292,0,0,0,1,2,0,False
10125,,,,47500,47501,47502,47503,47504,0,0,0,0,0,0,0,0,0,5293,0,0,0,1,3,0,False
10126,,,,47505,47506,47507,47508,47509,0,0,0,0,0,0,0,0,0,5287,0,0,0,1,2,0,False
10127,,,,47510,47511,47512,47513,0,0,0,0,0,0,0,0,0,0,5288,0,0,0,1,2,0,False
10128,,,,47514,47515,47516,47517,47518,0,0,0,0,0,0,0,0,0,5293,0,0,0,1,3,0,False
10129,Du erkennst etwas mit einem weißen Kopf im Wasser!,Das Ding mit dem weißen Kopf ist weg ...,Da ist wieder dieser weiße Kopf!,47519,47520,47521,47522,47523,47524,0,0,0,0,0,0,0,0,5286,0,0,0,1,2,0,False
10130,,,,47525,47526,47527,47528,47529,0,0,0,0,0,0,0,0,0,5287,0,0,0,1,2,0,False
10131,,,,47530,47531,47532,47533,47534,0,0,0,0,0,0,0,0,0,5288,0,0,0,1,2,0,False
10132,,,,47535,47536,47537,47538,47539,0,0,0,0,0,0,0,0,0,5293,0,0,0,1,3,0,False
10133,,,,47540,47541,47542,47543,47544,0,0,0,0,0,0,0,0,0,5290,0,0,0,1,2,0,False
10134,,,,47556,47557,47558,47559,47560,0,0,0,0,0,0,0,0,0,5291,0,0,0,1,2,0,False
10135,,,,47561,47562,47563,47564,47565,47566,0,0,0,0,0,0,0,0,5292,0,0,0,1,2,0,False
10136,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10137,,,,47609,47610,47611,47612,47613,0,0,0,0,0,0,0,0,0,5294,0,0,0,1,2,0,False
10138,,,,47632,47633,47634,47635,47636,47637,0,0,0,0,0,0,0,0,5293,0,0,0,1,3,0,False
10139,,,,47638,47639,47640,47641,47642,47643,0,0,0,0,0,0,0,0,5289,0,0,0,1,2,0,False
10140,,,,47545,47546,47547,47548,47549,47550,0,0,0,0,0,0,0,0,5289,0,0,0,1,2,0,False
10141,,,,47567,47568,47569,47570,47571,47572,0,0,0,0,0,0,0,0,5290,0,0,0,1,2,0,False
10142,,,,47551,47552,47553,47554,47555,0,0,0,0,0,0,0,0,0,5290,0,0,0,1,2,0,False
10143,"Im Wasser siehst du etwas, was wie ein großer Ballon aussieht ...",Der große Ballon ist in die Tiefen des Gewässers abgetaucht ...,Der große Ballon ist wieder aufgetaucht!,47573,47574,47575,47576,47577,0,0,0,0,0,0,0,0,0,5291,0,0,0,1,2,0,False
10144,,,,47614,47615,47616,47617,47618,47619,0,0,0,0,0,0,0,0,5292,0,0,0,1,2,0,False
10145,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10146,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10147,,,,47579,47580,47581,47582,47583,47584,0,0,0,0,0,0,0,0,5292,0,0,0,1,2,0,False
10148,,,,47626,47627,47628,47629,47630,47631,0,0,0,0,0,0,0,0,5295,0,0,0,1,2,0,False
10149,,,,47650,47651,47652,47653,47654,47655,0,0,0,0,0,0,0,0,5296,0,0,0,1,6,0,False
10150,,,,47668,47669,47670,47671,47672,47673,0,0,0,0,0,0,0,0,5293,0,0,0,1,3,0,False
10151,Ein riesiger blauer Stachel ragt aus dem Wasser!,Der blaue Stachel ist verschwunden ...,Der blaue Stachel ist wieder aufgetaucht!,47656,47657,47658,47659,47660,47661,0,0,0,0,0,0,0,0,5294,0,0,0,1,2,0,False
10152,Etwas wie ein großer Stein steigt an die Oberfläche des geschmolzenen Glases!,Der Stein ist wieder unter die Oberfläche gesunken ...,Der Stein taucht wieder aus dem geschmolzenen Glas auf!,47662,47663,47664,47665,47666,47667,0,0,0,0,0,0,0,0,5296,0,0,0,1,6,0,False
10153,,,,47674,47675,0,0,0,0,0,0,0,0,0,0,0,0,5286,0,0,0,1,2,0,False
10154,,,,47676,47677,0,0,0,0,0,0,0,0,0,0,0,0,5288,0,0,0,1,2,0,False
10155,,,,47678,47679,47680,0,0,0,0,0,0,0,0,0,0,0,5295,0,0,0,1,2,0,False
10156,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5425,0,0,0,1,2,0,False
10157,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5426,0,0,0,1,2,0,False
10158,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5427,0,0,0,1,1,0,False
10159,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5428,0,0,0,1,2,0,False
10160,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5429,0,0,0,1,3,0,False
10161,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5430,0,0,0,1,1,0,False
10162,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5431,0,0,0,1,2,0,False
10163,,,,50090,50091,50092,0,0,0,0,0,0,0,0,0,0,0,5425,0,0,0,1,2,0,False
10164,,,,50093,50094,50095,0,0,0,0,0,0,0,0,0,0,0,5426,0,0,0,1,2,0,False
10165,,,,50096,50097,50098,0,0,0,0,0,0,0,0,0,0,0,5425,0,0,0,1,2,0,False
10166,,,,50099,50100,50101,0,0,0,0,0,0,0,0,0,0,0,5426,0,0,0,1,2,0,False
10167,,,,50102,50103,50104,50105,0,0,0,0,0,0,0,0,0,0,5425,0,0,0,1,2,0,False
10168,,,,50106,50107,50108,50109,0,0,0,0,0,0,0,0,0,0,5426,0,0,0,1,2,0,False
10169,,,,50110,50111,50112,50113,0,0,0,0,0,0,0,0,0,0,5425,0,0,0,1,2,0,False
10170,,,,50114,50115,50116,50117,0,0,0,0,0,0,0,0,0,0,5426,0,0,0,1,2,0,False
10171,,,,50118,50119,50120,50121,50122,0,0,0,0,0,0,0,0,0,5427,0,0,0,1,1,0,False
10172,,,,50123,50124,50125,50126,50127,0,0,0,0,0,0,0,0,0,5428,0,0,0,1,2,0,False
10173,,,,50128,50129,50130,50131,50132,0,0,0,0,0,0,0,0,0,5427,0,0,0,1,1,0,False
10174,,,,50133,50134,50135,50136,50137,0,0,0,0,0,0,0,0,0,5428,0,0,0,1,2,0,False
10175,,,,50138,50139,50140,50141,0,0,0,0,0,0,0,0,0,0,5427,0,0,0,1,1,0,False
10176,,,,50142,50143,50144,50145,50146,50147,0,0,0,0,0,0,0,0,5428,0,0,0,1,2,0,False
10177,,,,50148,50149,50150,50151,50152,0,0,0,0,0,0,0,0,0,5428,0,0,0,1,2,0,False
10178,,,,50153,50154,50155,50156,50157,0,0,0,0,0,0,0,0,0,5427,0,0,0,1,1,0,False
10179,,,,50158,50159,50160,50161,50162,0,0,0,0,0,0,0,0,0,5429,0,0,0,1,3,0,False
10180,,,,50163,50164,50165,50166,50167,0,0,0,0,0,0,0,0,0,5427,0,0,0,1,1,0,False
10181,Da bewegt sich ein steinartiges Etwas im Meereswasser!,Das steinartige Etwas ist verschwunden.,Du siehst das steinartige Etwas erneut im Wasser!,50168,50169,50170,50171,50172,50173,0,0,0,0,0,0,0,0,5427,0,0,0,1,1,0,False
10182,,,,50174,50175,50176,50177,50178,0,0,0,0,0,0,0,0,0,5428,0,0,0,1,2,0,False
10183,,,,50179,50180,50181,50182,50183,50184,0,0,0,0,0,0,0,0,5429,0,0,0,1,3,0,False
10184,,,,50185,50186,50187,50188,50189,50190,0,0,0,0,0,0,0,0,5431,0,0,0,1,2,0,False
10185,,,,50191,50192,50193,50194,50195,0,0,0,0,0,0,0,0,0,5430,0,0,0,1,2,0,False
10186,,,,50196,50197,50198,50199,50200,50201,0,0,0,0,0,0,0,0,5429,0,0,0,1,3,0,False
10187,,,,50202,50203,50204,50205,50206,50207,0,0,0,0,0,0,0,0,5427,0,0,0,1,1,0,False
10188,,,,50208,50209,50210,50211,50212,50213,0,0,0,0,0,0,0,0,5430,0,0,0,1,2,0,False
10189,,,,50214,50215,50216,50217,50218,50219,0,0,0,0,0,0,0,0,5429,0,0,0,1,3,0,False
10190,Ein leuchtender Schweif taucht durch die Wogen!,Du hast den leuchtenden Schweif aus den Augen verloren.,Du entdeckst den leuchtenden Schweif erneut im Wasser!,50220,50221,50222,50223,50224,50225,0,0,0,0,0,0,0,0,5431,0,0,0,1,2,0,False
10191,,,,50226,50227,0,0,0,0,0,0,0,0,0,0,0,0,5427,0,0,0,1,1,0,False
10192,,,,50228,50229,0,0,0,0,0,0,0,0,0,0,0,0,5426,0,0,0,1,2,0,False
