#,RewardItem[0],RewardItem[1],RewardItem[2],RewardItem[3],RequiredItem[0],RequiredItem[1],RequiredItem[2],RequiredItem[3],Unknown8,Unknown9,ClassJobCategory,RewardAmount[0],RewardAmount[1],RewardAmount[2],RewardAmount[3],RequiredAmount[0],RequiredAmount[1],RequiredAmount[2],RequiredAmount[3],Unknown10,Unknown11,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown12,Unknown13,Unknown14,Unknown15
29.9,39741,0,0,0,38746,39818,39808,0,0,0,18,1,0,0,0,1,210,210,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
29.10,39742,0,0,0,38747,39819,39820,0,0,0,19,1,0,0,0,1,80,80,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
30.0,39743,0,0,0,39732,39797,0,0,0,0,9,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
30.1,39744,0,0,0,39733,39798,0,0,0,0,10,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
30.2,39745,0,0,0,39734,39799,0,0,0,0,11,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
30.3,39746,0,0,0,39735,39800,0,0,0,0,12,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
30.4,39747,0,0,0,39736,39801,0,0,0,0,13,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
30.5,39748,0,0,0,39737,39802,0,0,0,0,14,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
30.6,39749,0,0,0,39738,39803,0,0,0,0,15,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
30.7,39750,0,0,0,39739,39804,0,0,0,0,16,1,0,0,0,1,90,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
30.8,39751,0,0,0,39740,39821,39812,0,0,0,17,1,0,0,0,1,210,210,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
30.9,39752,0,0,0,39741,39822,39814,0,0,0,18,1,0,0,0,1,210,210,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
30.10,39753,0,0,0,39742,39823,39824,0,0,0,19,1,0,0,0,1,80,80,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
31.0,40932,40951,0,0,39920,39939,0,0,0,0,20,1,1,0,0,1,1,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.1,40933,0,0,0,39921,0,0,0,0,0,21,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.2,40934,0,0,0,39922,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.3,40935,0,0,0,39923,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.4,40936,0,0,0,39924,0,0,0,0,0,24,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.5,40940,0,0,0,39928,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.6,40941,0,0,0,39929,0,0,0,0,0,26,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.7,40942,0,0,0,39930,0,0,0,0,0,28,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.8,40943,0,0,0,39931,0,0,0,0,0,29,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.9,40937,0,0,0,39925,0,0,0,0,0,92,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.10,40938,0,0,0,39926,0,0,0,0,0,98,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.11,40939,0,0,0,39927,0,0,0,0,0,96,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.12,40944,0,0,0,39932,0,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.13,40945,0,0,0,39933,0,0,0,0,0,111,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.14,40946,0,0,0,39934,0,0,0,0,0,112,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.15,40947,0,0,0,39935,0,0,0,0,0,149,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.16,40948,0,0,0,39936,0,0,0,0,0,150,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.17,40950,0,0,0,39938,0,0,0,0,0,180,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
31.18,40949,0,0,0,39937,0,0,0,0,0,181,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
32.0,41180,0,0,0,39743,41270,0,0,0,0,9,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
32.1,41181,0,0,0,39744,41271,0,0,0,0,10,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
32.2,41182,0,0,0,39745,41272,0,0,0,0,11,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
32.3,41183,0,0,0,39746,41273,0,0,0,0,12,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
32.4,41184,0,0,0,39747,41274,0,0,0,0,13,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
32.5,41185,0,0,0,39748,41275,0,0,0,0,14,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
32.6,41186,0,0,0,39749,41276,0,0,0,0,15,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
32.7,41187,0,0,0,39750,41277,0,0,0,0,16,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
32.8,41188,0,0,0,39751,41294,41287,0,0,0,17,1,0,0,0,1,220,220,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
32.9,41189,0,0,0,39752,41295,41289,0,0,0,18,1,0,0,0,1,220,220,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
32.10,41190,0,0,0,39753,41303,0,0,0,0,19,1,0,0,0,1,170,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
33.0,41191,0,0,0,41180,41278,0,0,0,0,9,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
33.1,41192,0,0,0,41181,41279,0,0,0,0,10,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
33.2,41193,0,0,0,41182,41280,0,0,0,0,11,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
33.3,41194,0,0,0,41183,41281,0,0,0,0,12,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
33.4,41195,0,0,0,41184,41282,0,0,0,0,13,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
33.5,41196,0,0,0,41185,41283,0,0,0,0,14,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
33.6,41197,0,0,0,41186,41284,0,0,0,0,15,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
33.7,41198,0,0,0,41187,41285,0,0,0,0,16,1,0,0,0,1,60,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
33.8,41199,0,0,0,41188,41296,41291,0,0,0,17,1,0,0,0,1,220,220,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
33.9,41200,0,0,0,41189,41297,41293,0,0,0,18,1,0,0,0,1,220,220,0,0,0,False,False,False,False,False,False,True,False,False,True,True,True
33.10,41201,0,0,0,41190,41304,0,0,0,0,19,1,0,0,0,1,170,0,0,0,0,False,False,False,False,False,False,True,False,True,True,True,True
34.0,47869,47890,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.1,47870,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.2,47871,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.3,47872,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.4,47873,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.5,47874,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.6,47875,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.7,47876,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.8,47877,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.9,47878,0,0,0,0,0,0,0,0,0,92,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.10,47879,0,0,0,0,0,0,0,0,0,98,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.11,47880,0,0,0,0,0,0,0,0,0,96,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.12,47881,0,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.13,47882,0,0,0,0,0,0,0,0,0,111,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.14,47883,0,0,0,0,0,0,0,0,0,112,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.15,47884,0,0,0,0,0,0,0,0,0,149,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.16,47885,0,0,0,0,0,0,0,0,0,150,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.17,47886,0,0,0,0,0,0,0,0,0,180,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.18,47887,0,0,0,0,0,0,0,0,0,181,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.19,47888,0,0,0,0,0,0,0,0,0,196,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
34.20,47889,0,0,0,0,0,0,0,0,0,197,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.0,47006,47027,0,0,47869,47890,0,0,0,0,20,1,1,0,0,1,1,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.1,47007,0,0,0,47870,0,0,0,0,0,21,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.2,47008,0,0,0,47871,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.3,47009,0,0,0,47872,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.4,47010,0,0,0,47873,0,0,0,0,0,24,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.5,47011,0,0,0,47874,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.6,47012,0,0,0,47875,0,0,0,0,0,26,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.7,47013,0,0,0,47876,0,0,0,0,0,28,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.8,47014,0,0,0,47877,0,0,0,0,0,29,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.9,47015,0,0,0,47878,0,0,0,0,0,92,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.10,47016,0,0,0,47879,0,0,0,0,0,98,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.11,47017,0,0,0,47880,0,0,0,0,0,96,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.12,47018,0,0,0,47881,0,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.13,47019,0,0,0,47882,0,0,0,0,0,111,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.14,47020,0,0,0,47883,0,0,0,0,0,112,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.15,47021,0,0,0,47884,0,0,0,0,0,149,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.16,47022,0,0,0,47885,0,0,0,0,0,150,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.17,47023,0,0,0,47886,0,0,0,0,0,180,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.18,47024,0,0,0,47887,0,0,0,0,0,181,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.19,47025,0,0,0,47888,0,0,0,0,0,196,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
35.20,47026,0,0,0,47889,0,0,0,0,0,197,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
36.0,46178,10,0,0,0,0,0,0,0,0,9,1,35,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
36.1,46178,8,0,0,0,0,0,0,0,0,10,1,35,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
36.2,46178,9,0,0,0,0,0,0,0,0,11,1,35,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
36.3,46178,10,0,0,0,0,0,0,0,0,12,1,35,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
36.4,46178,11,0,0,0,0,0,0,0,0,13,1,35,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
36.5,46178,12,0,0,0,0,0,0,0,0,14,1,35,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
36.6,46178,13,0,0,0,0,0,0,0,0,15,1,35,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
36.7,46178,8,0,0,0,0,0,0,0,0,16,1,35,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.0,50032,50053,0,0,47006,47027,0,0,0,0,20,1,1,0,0,1,1,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.1,50033,0,0,0,47007,0,0,0,0,0,21,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.2,50034,0,0,0,47008,0,0,0,0,0,22,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.3,50035,0,0,0,47009,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.4,50036,0,0,0,47010,0,0,0,0,0,24,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.5,50037,0,0,0,47011,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.6,50038,0,0,0,47012,0,0,0,0,0,26,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.7,50039,0,0,0,47013,0,0,0,0,0,28,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.8,50040,0,0,0,47014,0,0,0,0,0,29,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.9,50041,0,0,0,47015,0,0,0,0,0,92,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.10,50042,0,0,0,47016,0,0,0,0,0,98,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.11,50043,0,0,0,47017,0,0,0,0,0,96,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.12,50044,0,0,0,47018,0,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.13,50045,0,0,0,47019,0,0,0,0,0,111,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.14,50046,0,0,0,47020,0,0,0,0,0,112,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.15,50047,0,0,0,47021,0,0,0,0,0,149,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.16,50048,0,0,0,47022,0,0,0,0,0,150,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.17,50049,0,0,0,47023,0,0,0,0,0,180,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.18,50050,0,0,0,47024,0,0,0,0,0,181,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.19,50051,0,0,0,47025,0,0,0,0,0,196,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
37.20,50052,0,0,0,47026,0,0,0,0,0,197,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,True,True,True,True,True
