#,Race,Gender,BodyType,Height,Tribe,Face,HairStyle,HairHighlight,SkinColor,EyeHeterochromia,HairColor,HairHighlightColor,FacialFeature,FacialFeatureColor,Eyebrows,EyeColor,EyeShape,Nose,Jaw,Mouth,LipColor,BustOrTone1,ExtraFeature1,ExtraFeature2OrBust,FacePaint,FacePaintColor
509,1,0,1,100,1,1,1,1,68,98,1,0,0,1,0,98,0,0,0,0,0,50,0,50,21,7
510,1,1,1,100,1,5,105,1,0,42,85,0,0,1,3,81,0,2,2,130,33,50,0,50,3,33
511,4,1,1,100,7,4,102,1,0,81,85,0,0,1,0,42,1,3,0,130,41,100,3,50,3,50
512,1,0,1,100,1,6,108,129,0,59,6,143,0,1,0,59,4,1,1,128,164,50,0,100,2,7
513,1,0,1,100,1,6,102,0,162,187,78,0,0,0,0,187,4,3,0,0,0,50,0,0,0,0
514,1,0,1,75,1,4,3,1,1,70,45,0,1,1,0,70,1,0,3,2,0,50,0,50,3,135
515,2,1,1,50,3,201,201,129,9,171,9,25,0,1,0,171,0,0,0,0,0,50,1,50,0,1
516,2,0,4,50,3,201,201,1,0,146,0,0,0,0,0,146,2,0,0,0,0,50,1,50,0,0
517,1,0,1,255,2,201,201,1,118,5,31,0,0,0,0,5,0,0,0,0,0,100,0,50,24,7
518,2,0,1,50,3,2,114,1,100,17,60,99,72,0,3,17,129,1,0,129,130,75,1,50,0,7
519,2,0,1,100,3,2,109,1,50,150,6,0,0,1,1,150,132,0,0,0,0,75,1,50,2,7
520,1,0,1,50,1,250,249,1,255,1,7,0,0,1,0,1,0,0,0,0,0,50,0,50,0,1
521,1,1,1,100,1,5,110,1,123,171,59,0,3,1,3,171,1,0,2,129,170,50,0,50,26,7
522,1,1,1,100,1,5,12,1,123,171,59,0,3,1,3,171,2,0,2,130,170,50,0,50,26,7
523,5,0,1,100,9,201,8,1,51,22,87,0,0,1,0,22,0,0,0,0,0,100,0,100,0,1
524,2,0,1,0,3,3,107,1,17,161,74,7,32,98,4,161,1,3,0,128,160,0,4,50,3,6
525,2,0,1,100,3,101,112,129,31,128,37,7,28,0,0,128,1,0,0,1,1,50,3,100,2,7
526,4,1,1,50,7,204,202,1,12,240,49,0,0,0,0,240,0,0,0,128,159,50,1,50,0,0
527,1,0,1,50,1,6,11,1,152,139,27,0,0,1,3,139,4,4,1,3,0,50,0,50,0,1
528,2,1,4,0,3,1,2,129,40,128,73,73,0,1,1,169,130,2,1,130,162,50,1,50,2,7
529,2,0,1,0,3,3,102,1,0,146,135,0,0,0,2,146,2,5,3,0,1,75,2,50,0,0
530,2,0,1,25,3,1,5,1,56,148,44,0,0,0,0,148,131,4,1,0,1,50,1,50,0,0
531,2,0,1,50,3,4,7,1,56,180,148,0,3,0,4,180,1,5,3,3,1,50,1,50,0,0
532,2,0,1,100,3,1,9,1,130,38,77,0,20,0,2,38,1,5,2,2,1,50,1,25,0,0
533,2,1,1,75,3,1,2,1,130,38,21,0,0,0,2,38,1,5,2,2,1,50,1,25,0,0
534,2,0,1,75,3,1,3,129,20,44,1,3,12,1,4,44,132,5,2,0,0,50,1,25,0,1
535,6,1,1,100,11,201,201,1,56,187,7,0,0,30,0,187,0,0,0,128,171,50,1,50,0,0
536,1,0,1,50,1,4,1,1,35,38,55,87,1,0,2,38,0,1,2,2,0,50,0,50,0,0
537,2,0,1,75,3,2,7,129,1,74,46,30,64,161,4,74,2,0,3,128,166,0,2,50,0,0
538,2,0,1,100,3,2,112,1,4,145,44,0,0,0,5,145,4,2,0,129,165,50,1,50,1,79
539,1,1,1,25,1,5,107,1,0,121,122,47,0,1,2,121,4,3,2,130,146,50,0,0,4,169
540,2,0,1,50,3,2,1,1,42,155,148,0,0,1,1,155,4,3,0,1,0,100,4,75,2,175
541,4,0,1,75,7,2,106,1,188,13,19,107,53,101,3,13,132,5,0,128,135,100,4,50,19,55
542,4,1,1,25,7,3,115,1,66,171,67,0,0,0,1,171,0,1,1,128,42,0,1,100,0,0
543,4,1,1,75,7,3,106,1,93,60,46,0,0,0,2,60,1,1,1,128,44,0,1,0,0,0
544,5,1,1,75,9,4,4,1,50,5,29,0,0,1,0,5,3,3,2,0,43,75,0,75,0,1
545,1,0,1,100,1,1,112,1,34,147,39,20,0,6,2,147,2,5,1,0,1,50,0,50,1,175
546,1,0,1,50,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0
547,4,0,1,0,8,104,8,1,0,139,5,0,2,0,2,139,3,0,3,130,182,100,3,50,2,7
548,1,0,1,100,1,1,4,129,106,74,6,151,0,0,1,74,2,1,1,2,1,50,0,50,0,0
549,3,1,1,50,6,2,4,1,152,5,73,0,0,1,1,5,132,1,3,1,0,50,1,50,0,1
550,1,1,1,50,1,3,115,129,58,34,5,6,2,1,4,34,1,2,2,128,169,50,0,0,3,170
551,5,0,1,75,10,3,8,1,190,14,93,0,3,1,0,14,0,0,0,0,0,50,0,50,0,1
552,2,1,1,50,3,4,6,1,1,138,43,0,99,139,0,138,3,0,2,128,173,50,1,50,0,1
553,2,0,1,50,3,3,111,1,113,190,94,150,0,0,4,190,3,5,0,128,170,50,1,50,0,0
554,2,0,1,0,3,1,5,1,22,144,94,80,32,1,4,144,1,5,0,1,44,100,3,100,0,55
555,1,0,1,100,1,5,105,129,0,170,16,3,0,1,4,170,2,5,1,128,157,50,0,100,2,7
556,6,0,1,50,11,1,5,129,99,187,165,6,2,0,1,187,1,1,1,1,1,100,3,50,0,0
557,1,0,1,50,1,6,9,129,92,91,94,92,0,0,1,91,129,3,3,131,77,0,0,0,3,7
558,1,1,1,100,2,101,5,1,115,161,125,124,14,0,0,161,1,1,3,128,43,100,0,100,0,0
559,1,0,1,50,1,6,108,1,255,41,31,0,0,0,0,41,2,5,1,128,169,50,0,0,0,0
560,6,0,1,50,12,103,3,1,168,170,146,0,111,172,1,170,2,1,1,0,1,50,1,50,0,0
561,2,1,4,75,3,1,2,1,0,168,184,0,0,0,1,168,129,0,1,2,1,50,2,50,0,0
562,2,1,1,100,4,103,104,129,83,178,177,107,124,0,0,178,1,5,2,130,182,50,1,100,2,166
563,2,0,1,50,3,4,3,1,3,43,62,5,2,0,4,43,5,0,3,1,1,100,4,50,0,0
564,5,0,1,75,9,2,8,1,20,137,45,0,0,1,0,137,129,4,2,0,0,50,0,25,0,1
565,5,0,1,50,9,2,1,129,103,160,76,0,93,32,2,91,132,4,2,3,0,100,0,50,0,1
566,5,0,1,100,9,4,11,129,116,147,27,1,107,7,3,147,1,5,0,2,0,100,0,75,0,1
567,1,0,1,50,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,128,194,50,0,50,0,0
568,1,0,1,50,1,6,7,1,25,51,6,0,0,1,0,51,5,3,3,1,0,50,0,50,0,1
569,1,0,1,25,1,2,11,1,17,71,55,0,0,1,1,71,128,3,0,3,0,50,0,50,0,1
570,2,0,1,50,3,1,5,1,74,6,161,0,0,1,2,6,129,4,0,1,0,50,1,50,0,1
571,2,0,1,100,3,1,11,1,4,37,119,0,15,1,4,37,128,5,3,0,46,100,1,50,2,7
572,1,0,1,50,1,5,7,1,67,55,68,0,0,1,2,55,2,2,2,2,0,50,0,100,0,55
573,1,0,1,75,1,5,111,1,57,66,134,0,0,1,0,66,0,2,0,2,0,50,0,50,1,151
574,2,0,1,100,3,2,111,129,16,153,69,161,0,0,2,153,1,3,0,131,150,100,3,50,3,7
575,1,1,1,100,1,209,203,1,2,90,133,0,0,0,0,90,0,0,0,0,1,50,0,0,0,7
576,2,0,1,25,3,1,1,1,50,27,21,0,0,0,5,27,133,3,3,1,1,50,1,50,3,44
577,2,0,1,50,3,1,111,129,0,66,2,3,2,0,4,66,131,0,2,1,1,50,1,50,0,0
578,2,0,1,100,3,1,114,1,90,91,141,0,33,143,3,91,3,3,0,0,1,100,4,50,0,0
579,5,0,1,25,10,103,111,129,174,26,183,191,0,0,1,26,3,2,0,1,1,50,0,50,0,0
580,1,0,1,50,1,1,53,1,12,71,6,0,0,0,0,71,5,1,0,0,0,50,0,50,1,135
581,2,0,1,100,3,2,9,129,76,176,181,159,86,91,0,114,132,3,3,0,1,100,1,75,1,39
582,1,0,1,50,1,6,1,1,1,178,52,0,0,0,1,178,1,5,1,0,1,50,0,50,0,0
583,2,0,1,75,3,1,105,1,136,160,42,0,0,0,2,160,1,2,2,128,213,50,1,50,2,7
584,2,1,1,50,3,1,107,1,177,101,29,0,64,99,0,1,0,0,0,0,0,100,2,50,9,167
585,2,0,1,50,3,3,5,1,5,94,22,0,0,0,2,94,131,0,1,2,1,50,1,50,0,0
586,2,0,1,25,3,4,6,1,65,150,132,0,0,0,5,150,129,4,0,0,1,50,1,50,0,0
587,1,0,1,50,1,5,3,1,8,108,115,0,2,1,3,108,130,1,2,2,0,50,0,75,0,1
588,2,1,1,50,3,1,54,1,64,168,180,0,34,0,4,168,2,2,1,0,33,25,1,50,0,0
589,5,0,1,50,9,4,7,1,13,101,3,0,2,1,0,101,0,0,0,0,0,100,0,50,0,1
590,2,0,1,25,3,2,3,129,75,6,6,7,3,1,4,6,132,5,3,2,42,0,4,75,0,55
591,2,1,1,50,3,4,6,1,1,138,43,0,99,139,0,138,3,0,2,128,173,50,1,50,24,31
592,1,0,1,50,1,3,1,1,116,81,61,0,0,0,0,81,0,0,0,0,0,50,0,50,0,0
593,4,1,1,50,7,3,105,129,12,189,31,7,0,1,1,189,1,3,0,128,42,50,1,50,1,44
594,1,0,3,100,1,1,2,129,98,15,1,152,3,0,0,15,0,0,0,0,30,50,0,50,0,0
595,1,1,1,50,1,1,205,1,153,55,55,135,2,0,0,55,2,3,2,130,34,50,0,50,4,169
596,2,0,3,50,3,1,3,1,17,156,103,0,0,0,5,156,133,4,2,1,1,50,1,25,0,0
597,2,0,3,50,3,1,3,1,17,156,103,0,0,0,5,156,133,4,2,1,1,50,1,25,0,0
598,2,0,4,0,3,1,2,1,128,26,20,0,0,0,4,26,128,4,1,3,1,50,3,50,0,0
599,2,1,1,100,3,3,118,129,20,153,103,142,16,0,3,153,3,1,1,130,169,100,4,100,0,7
600,2,1,3,0,3,1,5,1,20,161,103,0,3,0,3,161,3,1,2,0,1,50,1,25,0,0
601,1,1,1,50,1,208,6,1,128,49,6,0,0,0,2,49,1,2,1,0,1,50,0,25,0,0
602,1,0,1,50,1,207,8,1,59,59,23,0,3,0,3,59,132,5,3,1,1,50,0,75,0,0
603,1,0,1,50,1,209,203,1,76,44,20,0,0,0,1,44,129,1,1,1,1,50,0,50,0,0
604,2,0,1,50,3,205,204,1,177,152,248,0,0,0,1,152,129,1,1,129,1,50,1,0,0,0
605,2,0,1,75,3,2,105,1,0,146,143,0,0,0,0,146,2,3,2,0,1,100,3,50,0,0
606,1,0,1,100,1,6,129,1,0,153,5,0,0,1,3,153,3,2,1,2,0,50,0,50,1,7
607,1,1,1,0,1,5,126,129,44,91,28,26,15,1,4,91,2,3,2,130,43,50,0,100,1,7
608,1,0,1,100,2,101,116,129,45,161,7,99,14,1,3,1,131,0,1,2,0,50,0,50,0,1
609,2,1,1,50,3,1,118,1,145,178,84,0,2,1,1,178,0,2,3,130,44,50,1,50,3,46
610,4,1,1,50,8,103,127,1,49,161,172,0,22,1,1,161,1,0,0,128,179,50,1,0,1,46
611,5,0,1,50,9,3,103,1,172,161,28,0,25,1,0,161,0,0,0,0,0,50,0,50,0,1
612,2,1,1,50,3,201,201,129,9,171,9,25,0,1,0,171,0,0,0,0,0,50,1,50,0,1
613,3,0,1,50,6,102,105,1,44,7,53,0,0,1,3,7,2,3,3,0,0,50,1,100,0,1
614,4,1,1,25,7,2,9,1,185,70,71,149,4,0,4,70,4,0,1,3,178,50,1,50,0,0
615,2,0,1,50,3,2,4,1,52,63,14,0,0,0,1,63,0,5,3,128,158,50,1,50,0,0
616,1,0,1,50,2,2,4,1,254,0,26,0,0,0,3,0,131,0,3,0,1,50,0,75,0,0
617,5,1,1,50,9,4,4,1,254,0,43,0,0,0,1,0,130,3,2,3,1,50,0,50,0,0
618,4,1,1,50,7,4,9,1,254,0,52,0,0,0,2,0,133,0,3,2,1,50,1,50,0,0
619,5,0,1,50,9,1,9,1,254,0,6,152,85,0,2,0,130,5,1,0,1,0,0,50,0,0
620,2,0,1,75,3,2,7,129,22,0,92,117,100,3,1,0,0,4,0,128,15,50,1,100,0,0
621,1,0,4,50,1,1,1,1,1,1,1,0,0,0,1,1,129,1,1,1,1,50,0,50,0,0
622,3,1,1,0,5,202,203,1,0,161,46,0,0,0,1,161,129,1,1,1,1,50,1,50,0,0
623,1,1,1,75,1,2,7,129,100,5,27,66,67,0,4,5,130,2,1,129,54,50,0,100,0,0
624,1,0,1,50,1,6,107,1,92,164,69,0,22,0,2,164,2,2,2,2,1,75,0,25,0,0
625,5,0,1,50,9,1,5,1,76,4,179,0,3,0,3,4,2,3,1,1,1,50,0,50,0,0
626,5,0,1,50,9,2,54,1,92,138,30,0,15,0,2,138,132,3,2,1,1,50,0,50,0,0
627,5,0,1,50,9,1,122,129,182,145,28,99,0,1,0,145,0,2,0,1,0,50,0,50,9,48
628,5,0,1,100,9,1,122,129,182,89,28,171,0,1,0,89,0,0,0,2,0,50,0,50,9,73
629,5,0,1,50,9,2,122,1,167,179,137,0,29,0,1,179,1,1,1,1,1,50,0,50,1,7
630,4,0,1,100,7,1,131,1,32,155,52,0,2,0,2,155,1,1,1,129,172,50,1,50,0,0
631,5,0,1,50,10,102,1,129,254,79,172,179,3,0,0,79,0,0,0,0,0,0,0,0,0,0
632,3,1,1,50,6,3,3,1,254,15,12,0,0,0,3,15,132,2,2,0,0,50,1,25,0,0
633,4,1,1,50,7,4,6,129,254,6,92,108,0,0,2,6,2,5,3,0,0,50,1,50,0,0
634,2,0,1,75,4,2,5,129,254,76,4,0,30,0,2,76,130,1,1,1,0,50,1,50,16,54
635,1,0,1,100,2,101,1,1,254,1,1,0,28,1,0,1,0,0,0,0,0,50,0,50,0,1
636,5,0,1,75,9,2,1,1,254,89,74,0,0,1,0,89,0,0,0,0,0,100,0,75,22,69
637,1,0,1,100,1,3,5,1,254,52,65,0,99,6,1,52,3,0,1,1,0,50,0,50,0,1
638,2,0,1,50,4,2,2,129,254,105,0,135,0,0,0,105,128,3,2,128,160,50,1,50,1,7
639,6,0,1,100,11,3,108,129,156,105,71,4,121,153,3,105,1,0,2,0,1,100,4,50,0,0
640,5,0,1,100,9,2,4,129,50,160,165,3,29,0,2,160,130,4,2,2,30,100,0,100,0,0
641,1,1,1,100,2,101,118,129,0,162,154,7,10,0,1,162,2,2,1,129,42,100,0,100,3,51
642,2,0,1,50,4,102,122,129,179,106,44,188,32,92,1,106,0,3,2,0,1,50,1,50,1,43
643,5,0,1,50,10,104,4,1,253,1,44,0,0,1,2,1,0,0,0,0,0,50,0,50,0,1
644,2,0,1,50,3,2,7,1,253,1,43,0,0,1,4,1,0,5,0,0,0,50,1,50,0,1
645,1,1,1,50,1,5,11,1,253,1,42,0,0,1,0,1,0,0,0,0,0,50,0,50,0,1
646,2,1,4,255,3,201,201,1,0,146,0,0,0,0,0,146,0,0,0,0,0,50,1,50,0,0
647,1,0,1,50,1,5,1,1,10,145,70,0,1,1,0,145,0,0,0,0,0,50,0,50,0,1
648,5,0,1,100,9,4,8,1,98,4,22,0,3,1,0,4,0,0,0,0,0,50,0,50,0,1
649,2,0,1,50,3,2,4,1,1,153,4,0,0,1,0,153,0,3,0,0,0,50,1,50,0,1
650,4,1,1,50,7,1,1,1,2,12,62,0,0,0,0,12,0,0,0,0,0,50,1,50,0,0
651,3,1,1,50,5,2,4,1,41,29,27,0,4,1,0,29,0,0,0,0,0,75,4,50,0,1
652,2,0,1,50,3,209,122,1,162,27,13,0,0,0,0,27,0,0,0,0,0,50,1,50,0,7
653,6,0,1,50,11,4,6,1,131,142,190,0,30,0,4,142,5,5,0,3,1,100,3,50,0,0
654,2,0,1,100,3,1,9,1,18,83,166,0,30,0,0,83,130,2,0,0,0,50,3,50,0,0
655,2,0,1,25,3,2,9,1,34,16,0,0,4,0,5,16,132,5,0,1,0,50,3,50,2,47
656,4,1,1,50,7,2,8,1,254,0,35,0,0,1,1,0,130,0,0,128,181,50,1,100,24,7
657,5,0,1,50,9,4,1,1,254,0,5,0,0,1,1,0,0,0,0,128,128,75,0,0,24,7
658,2,0,1,50,3,1,1,1,254,1,1,0,1,1,1,1,0,0,0,128,134,50,1,0,24,7
659,1,0,1,100,1,5,14,129,254,1,7,14,31,0,4,1,130,4,3,0,0,100,0,100,1,7
660,1,0,3,50,1,1,1,1,254,0,14,0,0,0,0,0,0,0,0,0,1,50,0,50,24,7
661,1,0,1,50,1,1,6,1,254,0,30,0,0,1,0,0,0,2,0,0,0,50,0,50,24,7
662,3,0,1,50,5,1,4,129,254,168,160,10,3,1,3,168,129,4,1,2,0,25,1,50,24,6
663,2,1,1,50,4,103,7,1,254,69,7,0,4,1,0,69,0,0,0,0,0,50,1,50,24,6
664,2,0,1,75,3,3,137,129,254,148,93,103,96,178,0,148,3,5,1,1,1,50,1,50,24,7
665,2,0,1,100,3,1,7,1,254,4,143,0,1,1,2,4,133,1,1,3,0,50,1,50,24,7
666,1,0,1,50,1,249,249,1,255,0,39,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
667,5,0,3,100,10,191,201,129,251,28,4,2,0,1,0,28,0,0,0,0,1,50,0,50,0,1
668,5,0,1,100,10,203,202,1,252,44,102,0,0,0,1,44,129,1,1,1,1,50,0,50,0,0
669,6,0,1,50,11,3,10,1,149,7,179,0,27,1,5,7,4,2,0,1,196,50,1,75,0,55
670,6,0,1,50,11,1,147,1,69,2,38,0,27,1,2,2,3,5,2,1,196,50,1,50,0,55
671,6,1,1,50,11,3,5,1,168,16,4,0,27,1,0,16,0,4,0,0,196,50,1,50,0,55
672,6,1,1,50,11,1,7,1,34,22,73,0,27,1,3,22,132,2,2,1,196,50,1,75,0,55
673,6,0,1,25,12,103,122,1,133,6,22,0,15,172,2,6,129,1,3,0,1,50,1,25,0,0
674,6,0,1,50,12,104,11,1,133,15,79,0,2,172,1,15,128,0,3,0,1,50,1,50,0,0
675,6,1,1,75,12,104,7,1,186,4,79,0,15,172,2,4,128,4,0,1,1,50,1,50,0,0
676,6,1,1,75,12,103,2,1,186,22,22,0,15,172,1,22,129,0,2,3,1,50,1,50,0,0
677,5,0,1,100,10,101,55,1,180,50,6,93,1,1,2,50,129,4,2,129,135,50,0,50,0,1
678,6,0,1,50,12,102,1,1,133,4,159,0,15,172,1,4,0,0,0,3,1,50,1,75,0,0
679,6,0,1,50,12,104,1,1,91,167,183,0,0,172,1,167,0,2,0,2,1,50,1,75,0,0
680,6,0,1,50,12,102,112,1,13,7,159,0,0,172,5,7,133,1,1,0,1,50,1,50,0,0
681,6,0,1,50,12,103,112,1,174,183,159,0,2,172,3,183,131,1,2,1,1,50,1,75,0,0
682,6,0,1,50,12,101,9,1,152,79,143,0,11,172,3,79,132,2,2,3,1,50,1,50,0,0
683,6,0,1,100,12,102,116,1,119,138,143,0,11,172,3,138,132,2,2,3,1,50,1,50,0,0
684,6,1,1,75,12,103,112,1,6,22,14,0,0,172,2,22,132,3,2,3,1,50,1,25,0,0
685,6,1,1,50,12,104,4,1,62,135,183,0,0,172,2,135,130,2,1,0,1,50,1,75,0,0
686,6,1,1,25,12,101,1,1,107,167,15,0,0,172,3,167,0,4,0,3,1,50,1,50,0,0
687,6,1,1,50,12,104,3,1,172,5,6,0,16,68,1,5,132,0,0,1,1,50,1,50,0,0
688,6,1,1,50,12,103,141,1,132,5,6,0,18,68,1,5,130,0,0,1,1,50,1,50,0,0
689,6,1,1,50,12,101,105,1,84,13,55,0,23,68,2,13,129,2,2,1,1,50,1,50,0,0
690,1,1,1,50,2,201,201,129,35,189,75,44,0,139,1,189,129,1,1,129,27,50,0,50,0,0
691,1,0,1,50,1,211,205,1,98,21,7,0,0,0,3,21,1,0,0,0,30,50,0,50,0,0
692,6,1,1,0,12,102,1,129,129,187,91,80,109,151,1,187,1,2,1,130,169,100,4,50,3,171
693,6,0,1,100,12,101,2,129,124,43,183,35,127,34,2,43,2,3,1,130,166,100,3,50,0,1
694,6,1,1,100,12,104,118,129,150,162,34,9,127,147,0,162,2,4,1,130,166,0,2,50,0,1
695,1,1,1,50,1,211,206,1,170,146,12,0,0,0,0,146,0,0,0,0,0,50,0,0,0,0
696,1,0,3,100,1,1,140,129,62,71,21,147,15,0,0,71,1,1,3,2,0,100,0,50,4,7
697,5,0,1,50,10,103,9,1,250,1,1,0,0,1,0,1,130,0,0,3,0,0,0,50,0,1
698,1,1,1,0,1,5,148,1,0,145,27,18,0,0,3,145,4,0,2,131,172,25,0,0,4,168
699,1,1,1,0,1,5,148,129,0,169,94,90,0,0,3,169,132,0,2,131,128,25,0,0,4,168
700,1,0,3,25,1,1,53,0,3,7,2,159,11,14,4,7,1,1,1,2,53,25,0,0,0,0
701,1,0,1,100,2,101,8,0,4,132,10,1,99,7,3,132,133,4,3,2,198,100,0,0,3,7
702,5,0,1,100,9,2,147,0,106,44,179,1,5,137,3,44,130,2,1,3,55,100,0,0,17,55
703,1,1,1,0,1,5,135,129,168,148,39,143,18,0,3,148,4,2,2,131,41,0,0,0,3,179
704,1,0,1,100,1,207,8,128,3,5,55,7,31,155,1,5,3,2,0,1,203,100,0,0,0,7
705,1,0,1,75,1,6,148,128,168,148,39,3,11,116,3,148,4,2,2,2,235,75,0,0,3,7
706,1,0,1,50,2,101,131,1,179,145,23,0,28,0,1,145,129,5,2,0,1,50,0,50,0,0
707,1,0,1,100,1,6,147,129,11,0,94,99,0,0,1,0,132,1,1,2,1,50,0,50,17,44
708,1,0,1,0,1,1,132,1,0,55,5,0,0,0,3,55,4,3,1,131,163,50,0,50,26,46
709,1,0,1,50,1,5,146,0,1,5,7,159,0,0,2,5,2,3,0,2,6,0,0,0,0,0
710,1,0,1,50,1,1,1,0,120,14,7,7,4,155,1,14,2,4,3,130,203,50,0,25,0,7
711,1,0,1,25,1,2,117,0,2,5,7,0,0,36,0,5,4,4,0,1,0,100,0,0,128,81
712,1,0,1,50,1,6,112,1,42,167,167,0,0,0,0,167,129,1,1,1,30,75,0,75,0,0
713,1,0,1,25,1,2,117,0,2,5,7,246,0,36,0,5,4,4,0,1,58,100,0,0,159,209
714,1,0,1,0,1,2,129,129,3,39,7,6,2,0,3,39,1,2,1,2,30,50,0,50,2,7
715,1,0,1,50,1,2,11,129,3,44,7,6,0,0,3,44,0,2,0,2,30,50,0,50,0,0
716,1,0,1,100,1,1,142,129,43,156,6,7,0,0,0,156,4,5,0,128,183,50,0,50,0,0
717,1,1,1,25,1,1,8,1,17,111,55,0,0,1,4,111,130,1,0,0,0,50,0,50,0,1
718,1,1,1,50,1,5,2,1,42,59,39,0,0,1,1,59,0,1,1,2,0,25,0,75,0,1
719,1,1,1,25,1,2,5,1,17,44,39,0,0,1,2,44,130,1,2,0,0,50,0,75,0,1
720,1,1,4,25,1,2,1,1,17,15,39,0,0,1,4,15,132,0,3,3,0,50,0,75,0,1
721,1,1,1,50,1,3,112,1,42,5,39,0,0,1,1,5,2,2,0,0,0,75,0,75,0,1
722,1,1,1,25,1,5,110,1,17,44,6,0,0,1,0,44,129,0,2,2,0,50,0,50,0,1
723,1,1,1,50,1,4,115,1,17,59,55,0,0,1,1,59,4,1,1,3,0,25,0,50,0,1
724,1,1,1,50,1,2,6,1,17,5,23,0,0,1,0,5,2,2,1,2,0,75,0,75,0,1
725,4,0,1,100,7,2,122,1,0,153,34,34,0,27,0,153,5,5,1,1,0,100,3,50,0,0
726,6,1,1,50,11,1,203,129,56,102,34,91,96,103,0,102,0,0,0,0,0,50,1,50,0,1
727,1,0,4,100,1,2,1,129,96,1,25,0,0,0,4,1,130,2,3,3,0,50,128,50,1,7
728,1,0,1,50,1,1,122,0,2,7,7,135,0,0,3,7,3,5,1,1,128,50,0,100,2,53
729,3,0,1,25,5,3,104,128,33,145,7,4,1,69,5,145,129,4,3,2,8,0,1,0,0,14
730,6,0,1,75,11,4,135,1,191,98,81,0,27,1,5,98,130,0,1,2,196,50,1,75,0,55
731,6,0,1,50,11,2,4,1,104,122,4,0,27,1,0,122,128,1,2,2,196,50,1,50,0,55
732,6,0,1,50,11,2,127,1,1,187,67,0,27,1,2,187,0,3,3,0,196,50,1,50,0,55
733,6,0,1,50,11,1,102,1,45,36,91,0,27,1,0,36,0,0,2,3,196,50,1,50,0,55
734,6,0,1,50,11,1,121,1,45,22,179,0,27,1,3,22,4,0,2,2,196,50,1,25,0,55
735,6,0,1,50,11,4,7,1,145,188,22,0,27,1,5,188,0,1,3,0,196,50,1,50,0,55
736,6,0,1,50,11,4,108,1,7,187,71,0,27,1,3,187,131,4,0,2,196,50,1,25,0,55
737,6,0,1,50,11,1,112,1,104,26,92,0,27,1,4,26,4,2,3,2,196,50,1,50,0,55
738,6,1,1,50,11,1,10,1,172,26,162,0,27,1,3,26,0,0,2,1,196,50,1,50,0,55
739,6,1,1,50,11,4,7,1,145,36,22,0,3,1,2,36,4,0,0,0,196,50,1,50,0,55
740,6,1,1,50,11,2,8,1,41,16,67,0,27,1,0,16,2,4,0,0,196,50,1,50,1,55
741,6,1,1,50,11,2,3,1,172,184,179,0,27,1,2,184,130,0,1,3,196,50,1,25,0,55
742,6,1,1,25,11,4,5,1,149,184,4,0,27,1,2,184,131,0,0,3,196,50,1,25,0,55
743,6,1,1,50,11,3,10,1,187,22,85,0,24,1,3,22,132,3,1,1,196,50,1,50,0,55
744,6,1,1,75,11,1,110,1,34,141,12,0,3,1,3,141,132,2,0,1,196,50,1,50,1,55
745,6,1,1,100,11,3,147,1,99,90,79,0,27,1,1,90,2,3,0,131,214,50,1,75,0,55
746,6,1,1,0,11,3,102,129,16,162,110,109,104,139,2,162,1,1,2,129,171,100,4,50,3,172
747,6,1,1,0,11,3,1,128,17,61,5,3,8,0,0,61,0,0,0,128,150,50,1,50,3,180
748,6,1,1,50,11,3,1,1,1,1,1,0,0,0,1,1,129,1,1,1,1,100,1,50,0,0
749,2,0,1,50,3,2,208,1,74,6,1,154,0,0,2,6,5,3,0,131,162,100,3,50,1,7
750,2,0,3,75,3,1,11,1,18,161,19,0,0,0,1,161,129,4,3,1,1,50,1,50,0,0
751,1,0,1,0,1,6,147,1,13,71,25,0,0,0,5,71,132,3,1,3,0,50,0,50,59,55
752,4,1,1,100,7,3,147,1,85,67,74,7,0,0,2,67,5,0,0,128,156,100,5,100,1,135
753,1,1,1,50,1,212,207,1,0,10,6,0,0,0,0,10,0,0,0,128,43,50,0,50,0,0
754,2,0,1,100,3,2,102,1,88,181,69,0,36,187,1,181,5,0,2,129,168,50,1,75,2,7
755,1,0,1,50,1,1,51,1,13,22,27,0,1,0,5,22,3,3,1,1,0,50,0,50,0,0
756,5,0,1,75,10,3,5,1,38,37,5,0,0,0,0,37,0,0,0,0,0,100,0,0,0,0
757,6,1,1,0,12,104,4,128,57,152,18,0,8,251,0,152,3,4,0,129,163,75,1,0,0,75
758,2,0,4,50,3,1,202,1,1,146,154,0,0,1,1,146,3,0,1,128,163,50,1,50,4,188
759,2,0,1,50,3,2,1,1,17,61,12,0,0,1,1,61,3,1,3,3,0,50,1,50,0,1
760,2,0,1,25,3,1,111,129,177,161,60,5,28,1,1,161,0,5,0,129,155,50,1,25,0,1
761,2,0,1,75,3,2,8,1,16,21,44,0,3,1,5,21,0,3,3,3,0,50,1,50,0,1
762,2,0,1,0,4,1,105,129,4,88,140,160,4,1,1,130,130,5,0,1,0,0,1,50,0,1
763,2,0,1,100,3,2,9,1,29,187,158,0,42,160,3,187,128,2,0,3,0,100,3,75,1,7
764,2,0,1,100,3,1,11,1,50,146,143,0,0,1,1,146,0,0,0,1,0,0,2,50,0,1
