#,Max[0],Max[1],Max[2],MaxHQ[0],MaxHQ[1],MaxHQ[2],EXPBonusPercent,BaseParam[0],BaseParam[1],BaseParam[2],Value[0],Value[1],Value[2],ValueHQ[0],ValueHQ[1],ValueHQ[2],IsRelative[0],IsRelative[1],IsRelative[2]
688,393,0,0,492,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
689,368,0,0,461,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
690,368,0,0,461,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
691,10,12,0,10,12,0,3,27,3,68,4,5,3,4,5,3,True,True,False
692,10,12,0,10,12,0,3,22,3,68,4,5,3,4,5,3,True,True,False
693,10,12,0,10,12,0,3,45,3,68,4,5,3,4,5,3,True,True,False
694,80,92,0,100,115,0,3,11,71,0,21,4,0,26,5,0,True,True,False
695,150,77,0,188,97,0,3,72,73,0,6,2,0,7,3,0,True,True,False
696,10,12,0,10,12,0,3,44,3,68,4,5,3,4,5,3,True,True,False
697,10,12,0,10,12,0,3,19,3,68,4,5,3,4,5,3,True,True,False
698,10,12,0,10,12,0,3,46,3,68,4,5,3,4,5,3,True,True,False
699,120,237,72,151,297,91,3,22,3,44,8,8,8,10,10,10,True,True,True
700,120,237,72,151,297,91,3,45,3,22,8,8,8,10,10,10,True,True,True
701,120,237,72,151,297,91,3,27,3,45,8,8,8,10,10,10,True,True,True
702,120,237,72,151,297,91,3,44,3,27,8,8,8,10,10,10,True,True,True
703,120,237,72,151,297,91,3,6,3,44,8,8,8,10,10,10,True,True,True
704,120,237,72,151,297,91,3,46,3,6,8,8,8,10,10,10,True,True,True
705,120,237,72,151,297,91,3,46,3,22,8,8,8,10,10,10,True,True,True
706,120,237,72,151,297,91,3,27,3,46,8,8,8,10,10,10,True,True,True
707,120,237,72,151,297,91,3,19,3,44,8,8,8,10,10,10,True,True,True
708,120,237,72,151,297,91,3,44,3,19,8,8,8,10,10,10,True,True,True
709,432,0,0,541,0,0,3,1,0,0,8,0,0,10,0,0,True,False,False
710,432,0,0,541,0,0,3,2,0,0,8,0,0,10,0,0,True,False,False
711,476,0,0,595,0,0,3,3,0,0,8,0,0,10,0,0,True,False,False
712,432,0,0,541,0,0,3,4,0,0,8,0,0,10,0,0,True,False,False
713,432,0,0,541,0,0,3,5,0,0,8,0,0,10,0,0,True,False,False
