#,Item,Unknown0,Unknown1,Unknown2
6040,12803,41,0,0
6041,12830,42,0,0
6042,8764,43,0,0
6043,8772,44,0,0
6044,8756,45,0,0
6045,8754,46,0,0
6046,15629,47,0,0
6047,15630,48,0,0
6048,15631,49,0,0
6049,15632,50,0,0
6050,15634,51,0,0
6051,15636,52,0,0
6052,15638,53,0,0
6053,16754,57,0,0
6054,16742,58,0,0
6055,16743,59,0,0
6056,17579,60,0,0
6057,17581,61,0,0
6058,17582,62,0,0
6059,17584,63,0,0
6060,17587,64,0,0
6061,17588,65,0,0
6062,17593,66,0,0
6063,20018,67,0,0
6064,23054,68,0,0
6065,23066,69,0,0
6066,24882,70,0,0
6067,24994,71,0,0
6068,24990,72,0,0
6069,24992,73,0,0
6070,24993,74,0,0
6071,27437,75,0,0
6072,27424,76,0,0
6073,27467,77,0,0
6074,27503,78,0,0
6075,16750,79,0,0
6076,28069,80,0,0
6077,29765,81,0,0
6078,29770,82,0,0
6079,29781,83,0,0
6080,29782,84,0,0
6081,29784,85,0,0
6082,29788,86,0,0
6083,29789,87,0,0
6084,29790,88,0,0
6085,29791,89,0,0
6086,28925,90,0,0
6087,28927,91,0,0
6088,4903,92,0,0
6089,4917,93,0,0
6090,32054,94,0,0
6091,32072,95,0,0
6092,32093,96,0,0
6093,32074,97,0,0
6094,33239,98,0,0
6095,33244,99,0,0
6096,36454,100,0,0
6097,36472,101,0,0
6098,36497,102,0,0
6099,36517,103,0,0
6100,36521,104,0,0
6101,39881,105,0,0
6102,39882,106,0,0
6103,40568,107,0,0
6104,40575,108,0,0
6105,40540,109,0,0
6106,40560,110,0,0
6107,41404,111,0,0
6108,41407,112,0,0
6109,41408,113,0,0
6110,41412,114,0,0
6111,43792,115,0,0
6112,43795,116,0,0
6113,47993,117,0,0
6114,46191,118,0,0
6115,46196,119,0,0
6116,49795,120,0,0
6117,49801,121,0,0
6118,0,0,0,0
