#,QuestRedoParam[0].Quest,QuestRedoParam[0].UnknownParam,QuestRedoParam[1].Quest,QuestRedoParam[1].UnknownParam,QuestRedoParam[2].Quest,QuestRedoParam[2].UnknownParam,QuestRedoParam[3].Quest,QuestRedoParam[3].UnknownParam,QuestRedoParam[4].Quest,QuestRedoParam[4].UnknownParam,QuestRedoParam[5].Quest,QuestRedoParam[5].UnknownParam,QuestRedoParam[6].Quest,QuestRedoParam[6].UnknownParam,QuestRedoParam[7].Quest,QuestRedoParam[7].UnknownParam,QuestRedoParam[8].Quest,QuestRedoParam[8].UnknownParam,QuestRedoParam[9].Quest,QuestRedoParam[9].UnknownParam,QuestRedoParam[10].Quest,QuestRedoParam[10].UnknownParam,QuestRedoParam[11].Quest,QuestRedoParam[11].UnknownParam,QuestRedoParam[12].Quest,QuestRedoParam[12].UnknownParam,QuestRedoParam[13].Quest,QuestRedoParam[13].UnknownParam,QuestRedoParam[14].Quest,QuestRedoParam[14].UnknownParam,QuestRedoParam[15].Quest,QuestRedoParam[15].UnknownParam,QuestRedoParam[16].Quest,QuestRedoParam[16].UnknownParam,QuestRedoParam[17].Quest,QuestRedoParam[17].UnknownParam,QuestRedoParam[18].Quest,QuestRedoParam[18].UnknownParam,QuestRedoParam[19].Quest,QuestRedoParam[19].UnknownParam,QuestRedoParam[20].Quest,QuestRedoParam[20].UnknownParam,QuestRedoParam[21].Quest,QuestRedoParam[21].UnknownParam,QuestRedoParam[22].Quest,QuestRedoParam[22].UnknownParam,QuestRedoParam[23].Quest,QuestRedoParam[23].UnknownParam,QuestRedoParam[24].Quest,QuestRedoParam[24].UnknownParam,QuestRedoParam[25].Quest,QuestRedoParam[25].UnknownParam,QuestRedoParam[26].Quest,QuestRedoParam[26].UnknownParam,QuestRedoParam[27].Quest,QuestRedoParam[27].UnknownParam,QuestRedoParam[28].Quest,QuestRedoParam[28].UnknownParam,QuestRedoParam[29].Quest,QuestRedoParam[29].UnknownParam,QuestRedoParam[30].Quest,QuestRedoParam[30].UnknownParam,QuestRedoParam[31].Quest,QuestRedoParam[31].UnknownParam,FinalQuest,Unknown0,Chapter,Unknown1
167,68171,1,68172,2,68173,4,68174,0,67998,0,67999,0,68000,0,68001,0,68002,0,68003,0,68004,0,68005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28
168,69297,0,69298,0,69299,0,69300,0,69301,0,69302,0,69303,0,69304,0,69305,0,69306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,169
169,69307,0,69308,0,69309,0,69310,0,69311,0,69312,0,69313,0,69314,0,69315,0,69316,0,69317,0,69318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0
170,69525,0,69526,0,69527,0,69528,0,69529,0,69530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69530,0,146,0
171,69522,0,69523,0,69524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69524,0,147,0
172,69543,0,69544,0,69545,0,69546,0,69547,0,69548,0,69549,0,69550,0,69551,0,69552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69602,0,142,177
173,68791,0,68792,0,68793,0,68794,0,68795,0,68796,0,69323,0,69324,0,69325,0,69326,0,69327,0,69328,0,69329,0,69511,0,69512,0,69513,0,69514,0,69515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69515,0,144,0
174,69207,0,69253,0,69254,0,69255,0,69256,65,69257,66,69320,7,69321,7,69488,7,69489,7,69490,7,69534,7,69570,7,69571,7,69572,7,69579,7,69580,7,69581,7,69582,7,69583,7,69584,7,69585,7,69589,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69589,0,143,0
175,69319,0,69431,0,69516,0,69517,0,69567,0,69568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69568,0,145,0
176,69286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69286,0,148,0
177,69594,0,69595,0,69596,0,69597,0,69598,0,69599,0,69600,0,69601,0,69602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0
178,69893,0,69894,0,69895,1,69896,1,69897,1,69898,1,69899,1,69900,1,69901,1,69902,1,69903,1,69904,2,69905,2,69906,2,69907,2,69908,2,69909,2,69910,2,69911,2,69912,2,69913,0,69914,0,69915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,149,179
179,69916,0,69917,0,69918,0,69919,0,69920,0,69921,0,69922,0,69923,0,69924,0,69925,0,69926,0,69927,0,69928,0,69929,0,69930,0,69931,0,69932,0,69933,0,69934,0,69935,0,69936,0,69937,0,69938,0,69939,0,69940,0,69941,0,69942,0,69943,0,69944,0,0,0,0,0,0,0,0,0,149,0
180,69945,0,69946,0,69947,0,69948,0,69949,0,69950,0,69951,0,69952,0,69953,0,69954,0,69955,0,69956,0,69957,0,69958,0,69959,0,69960,0,69961,0,69962,0,69963,0,69964,0,69965,0,69966,0,69967,0,69968,0,69969,0,69970,0,69971,0,69972,0,69973,0,69974,0,0,0,0,0,70000,0,150,181
181,69975,0,69976,0,69977,0,69978,0,69979,0,69980,0,69981,0,69982,0,69983,0,69984,0,69985,0,69986,0,69987,0,69988,0,69989,0,69990,0,69991,0,69992,0,69993,0,69994,0,69995,0,69996,0,69997,0,69998,0,69999,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0
182,69638,0,69639,0,69640,0,69641,0,69642,0,69643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69643,0,154,0
183,69644,0,69645,0,69646,0,69647,0,69648,0,69649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69649,0,155,0
184,69650,0,69651,0,69652,0,69653,0,69654,0,69655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69655,0,156,0
185,69656,0,69657,0,69658,0,69659,0,69660,0,69661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69661,0,157,0
186,69662,0,69663,0,69664,0,69665,0,69666,0,69667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69667,0,158,0
187,70115,0,70116,0,70117,0,70118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70118,0,160,0
188,69603,0,69604,0,69605,0,69606,0,69607,0,69608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69608,0,152,0
189,69609,0,69610,0,69611,0,69612,0,69613,0,69614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69614,0,153,0
190,70011,0,70012,0,70013,0,70014,0,70015,0,70171,0,70172,0,70173,0,70174,0,70175,0,70176,0,70292,0,70293,0,70294,0,70295,0,70296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70296,0,159,0
191,70122,0,70123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70123,0,161,0
192,70062,0,70063,0,70064,0,70065,0,70066,0,70067,0,70068,0,70069,0,70070,0,70071,0,70128,0,70129,0,70130,0,70131,0,70132,0,70133,0,70134,0,70135,0,70136,0,70206,0,70207,0,70208,0,70209,0,70210,0,70211,0,70212,0,70213,0,70214,0,0,0,0,0,0,0,0,0,70289,0,162,0
193,70072,0,70073,0,70074,0,70075,0,70202,0,70203,0,70204,0,70205,0,70327,0,70328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70328,0,163,0
194,70078,0,70079,0,70177,0,70178,0,70254,0,70255,0,70290,0,70291,0,70335,0,70336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70336,0,164,0
195,70119,0,70186,1,70198,2,70297,4,70298,4,70348,0,70349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70349,0,165,0
196,70182,0,70185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70185,0,166,0
197,70196,0,70197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70197,0,167,0
198,70269,0,70270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70270,0,169,0
199,70309,0,70310,0,70311,0,70312,0,70313,0,70314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70314,0,170,0
200,70271,0,70272,0,70273,0,70274,0,70275,0,70276,0,70277,0,70278,0,70279,0,70280,0,70281,0,70282,0,70283,0,70284,0,70285,0,70286,0,70287,0,70288,0,70289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70289,0,171,0
201,70325,0,70326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70326,0,172,0
202,70315,0,70316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70316,0,173,0
203,70396,0,70397,0,70398,0,70399,0,70400,0,70401,1,70402,1,70403,1,70404,1,70405,1,70406,1,70407,2,70408,2,70409,2,70410,2,70411,2,70412,2,70413,2,70414,0,70415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70495,0,174,204
204,70416,0,70417,0,70418,0,70419,0,70420,0,70421,0,70422,0,70423,0,70424,0,70425,0,70426,0,70427,0,70428,0,70429,0,70430,0,70431,0,70432,0,70433,0,70434,0,70435,0,70436,0,70437,0,70438,0,70439,0,70440,0,70441,0,70442,0,70443,0,70444,0,70445,0,70446,0,70447,0,0,0,174,0
205,70448,0,70449,0,70450,0,70451,0,70452,0,70453,0,70454,0,70455,0,70456,0,70457,0,70458,0,70459,0,70460,0,70461,0,70462,0,70463,0,70464,0,70465,0,70466,0,70467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70495,0,175,206
206,70468,0,70469,0,70470,0,70471,0,70472,0,70473,0,70474,0,70475,0,70476,0,70477,0,70478,0,70479,0,70480,0,70481,0,70482,0,70483,0,70484,0,70485,0,70486,0,70487,0,70488,0,70489,0,70490,0,70491,0,70492,0,70493,0,70494,0,70495,0,0,0,0,0,0,0,0,0,0,0,175,0
207,70354,0,70355,0,70356,0,70357,0,70358,0,70359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70359,0,178,0
208,70360,0,70361,0,70362,0,70363,0,70364,0,70365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70365,0,179,0
209,70366,0,70367,0,70368,0,70369,0,70370,0,70371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70371,0,180,0
210,70372,0,70373,0,70374,0,70375,0,70376,0,70377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70377,0,181,0
211,70378,0,70379,0,70380,0,70381,0,70382,0,70383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70383,0,182,0
212,70724,0,70725,0,70726,0,70727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70727,0,183,0
213,70384,0,70385,0,70386,0,70387,0,70388,0,70389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70389,0,176,0
214,70390,0,70391,0,70392,0,70393,0,70394,0,70395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70395,0,177,0
215,70496,0,70497,0,70498,0,70499,0,70500,0,70501,0,70825,0,70826,0,70827,0,70828,0,70829,0,70830,0,70971,0,70972,0,70973,0,70974,0,70975,0,70976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70976,0,184,0
216,70780,0,70781,0,70782,0,70783,0,70784,0,70785,0,70786,0,70835,0,70836,0,70837,0,70838,0,70839,0,70840,0,70841,0,70842,0,70900,0,70901,0,70902,0,70903,0,70904,0,70905,0,70906,0,70907,0,70908,0,70909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70909,0,185,0
217,70769,0,70770,0,70771,0,70772,0,70862,0,70863,0,70864,0,70865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65555,0,187,0
218,70728,0,70831,0,70832,0,70914,0,70915,0,70982,0,70983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65555,0,186,0
219,70788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70788,0,188,0
220,70353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70353,0,189,0
221,70977,0,70978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70978,0,190,0
222,70009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70009,0,191,0
223,69668,0,69669,0,69670,0,69671,0,69672,0,69673,0,69674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69674,0,192,0
224,69675,0,69676,0,69677,0,69678,0,69679,0,69680,0,69681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69681,0,193,0
225,69682,0,69683,0,69684,0,69685,0,69686,0,69687,0,69688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69688,0,194,0
226,69689,0,69690,0,69691,0,69692,0,69693,0,69694,0,69695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69695,0,195,0
227,69696,0,69697,0,69698,0,69699,0,69700,0,69701,0,69702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69702,0,196,0
228,70010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70010,0,197,0
229,70502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70502,0,198,0
230,70504,0,70505,0,70506,0,70507,0,70508,0,70509,0,70510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70510,0,199,0
231,70511,0,70512,0,70513,0,70514,0,70515,0,70516,0,70517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70517,0,200,0
232,70518,0,70519,0,70520,0,70521,0,70522,0,70523,0,70524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70524,0,201,0
233,70525,0,70526,0,70527,0,70528,0,70529,0,70530,0,70531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70531,0,202,0
234,70532,0,70533,0,70534,0,70535,0,70536,0,70537,0,70538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70538,0,203,0
235,70503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70503,0,204,0
236,70962,0,70963,0,70964,0,70965,0,70966,0,70967,0,70968,0,70969,0,70970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65555,0,205,0
