#,Item,RequiredQuest,LevelMin,LevelMax,CollectablesShopRefine,CollectablesShopRewardScrip,CollectablesShopItemGroup,Stars,Key
23.26,44189,0,98,99,186,683,74,0,3
23.27,44190,0,100,100,187,684,74,0,3
24.0,30985,0,50,50,104,606,14,0,3
24.1,30986,0,50,52,105,607,14,0,3
24.2,30987,0,52,54,106,608,14,0,3
24.3,30988,0,54,56,107,609,14,0,3
24.4,30989,0,56,58,108,610,14,0,3
24.5,30990,0,58,60,109,611,14,0,3
24.6,30991,0,60,62,110,612,15,0,3
24.7,30992,0,62,64,111,613,15,0,3
24.8,30993,0,64,66,112,614,15,0,3
24.9,30994,0,66,68,113,615,15,0,3
24.10,30995,0,68,70,114,616,15,0,3
24.11,30996,0,70,72,115,617,16,0,3
24.12,30997,0,72,74,116,618,16,0,3
24.13,30998,0,74,76,117,619,16,0,3
24.14,30999,0,76,78,118,620,16,0,3
24.15,31653,0,78,80,119,621,16,0,3
24.16,35631,0,80,81,129,644,62,0,3
24.17,35632,0,82,83,130,645,62,0,3
24.18,35633,0,84,85,131,646,62,0,3
24.19,35634,0,86,87,132,647,62,0,3
24.20,35635,0,88,89,133,648,62,0,3
24.21,36620,0,89,90,134,649,62,0,3
24.22,44191,0,90,91,182,679,74,0,3
24.23,44192,0,92,93,183,680,74,0,3
24.24,44193,0,94,95,184,681,74,0,3
24.25,44194,0,96,97,185,682,74,0,3
24.26,44195,0,98,99,186,683,74,0,3
24.27,44196,0,100,100,187,684,74,0,3
25.0,31000,0,50,50,104,606,17,0,3
25.1,31001,0,50,52,105,607,17,0,3
25.2,31002,0,52,54,106,608,17,0,3
25.3,31003,0,54,56,107,609,17,0,3
25.4,31004,0,56,58,108,610,17,0,3
25.5,31005,0,58,60,109,611,17,0,3
25.6,31006,0,60,62,110,612,18,0,3
25.7,31007,0,62,64,111,613,18,0,3
25.8,31008,0,64,66,112,614,18,0,3
25.9,31009,0,66,68,113,615,18,0,3
25.10,31010,0,68,70,114,616,18,0,3
25.11,31011,0,70,72,115,617,19,0,3
25.12,31012,0,72,74,116,618,19,0,3
25.13,31013,0,74,76,117,619,19,0,3
25.14,31014,0,76,78,118,620,19,0,3
25.15,31654,0,78,80,119,621,19,0,3
25.16,35636,0,80,81,129,644,62,0,3
25.17,35637,0,82,83,130,645,62,0,3
25.18,35638,0,84,85,131,646,62,0,3
25.19,35639,0,86,87,132,647,62,0,3
25.20,35640,0,88,89,133,648,62,0,3
25.21,36621,0,89,90,134,649,62,0,3
25.22,44197,0,90,91,182,679,74,0,3
25.23,44198,0,92,93,183,680,74,0,3
25.24,44199,0,94,95,184,681,74,0,3
25.25,44200,0,96,97,185,682,74,0,3
25.26,44201,0,98,99,186,683,74,0,3
25.27,44202,0,100,100,187,684,74,0,3
26.0,31015,0,50,50,104,606,20,0,3
26.1,31016,0,50,52,105,607,20,0,3
26.2,31017,0,52,54,106,608,20,0,3
26.3,31018,0,54,56,107,609,20,0,3
26.4,31019,0,56,58,108,610,20,0,3
26.5,31020,0,58,60,109,611,20,0,3
26.6,31021,0,60,62,110,612,21,0,3
26.7,31022,0,62,64,111,613,21,0,3
26.8,31023,0,64,66,112,614,21,0,3
26.9,31024,0,66,68,113,615,21,0,3
26.10,31025,0,68,70,114,616,21,0,3
26.11,31026,0,70,72,115,617,22,0,3
26.12,31027,0,72,74,116,618,22,0,3
26.13,31028,0,74,76,117,619,22,0,3
26.14,31029,0,76,78,118,620,22,0,3
26.15,31655,0,78,80,119,621,22,0,3
26.16,35641,0,80,81,129,644,62,0,3
26.17,35642,0,82,83,130,645,62,0,3
26.18,35643,0,84,85,131,646,62,0,3
26.19,35644,0,86,87,132,647,62,0,3
26.20,35645,0,88,89,133,648,62,0,3
26.21,36622,0,89,90,134,649,62,0,3
26.22,44203,0,90,91,182,679,74,0,3
26.23,44204,0,92,93,183,680,74,0,3
26.24,44205,0,94,95,184,681,74,0,3
26.25,44206,0,96,97,185,682,74,0,3
26.26,44207,0,98,99,186,683,74,0,3
26.27,44208,0,100,100,187,684,74,0,3
27.0,31030,0,50,50,104,606,23,0,3
27.1,31031,0,50,52,105,607,23,0,3
27.2,31032,0,52,54,106,608,23,0,3
27.3,31033,0,54,56,107,609,23,0,3
27.4,31034,0,56,58,108,610,23,0,3
27.5,31035,0,58,60,109,611,23,0,3
27.6,31036,0,60,62,110,612,24,0,3
27.7,31037,0,62,64,111,613,24,0,3
27.8,31038,0,64,66,112,614,24,0,3
27.9,31039,0,66,68,113,615,24,0,3
27.10,31040,0,68,70,114,616,24,0,3
27.11,31041,0,70,72,115,617,25,0,3
27.12,31042,0,72,74,116,618,25,0,3
27.13,31043,0,74,76,117,619,25,0,3
27.14,31044,0,76,78,118,620,25,0,3
27.15,31656,0,78,80,119,621,25,0,3
27.16,35646,0,80,81,129,644,62,0,3
27.17,35647,0,82,83,130,645,62,0,3
27.18,35648,0,84,85,131,646,62,0,3
27.19,35649,0,86,87,132,647,62,0,3
27.20,35650,0,88,89,133,648,62,0,3
27.21,36623,0,89,90,134,649,62,0,3
27.22,44209,0,90,91,182,679,74,0,3
27.23,44210,0,92,93,183,680,74,0,3
27.24,44211,0,94,95,184,681,74,0,3
27.25,44212,0,96,97,185,682,74,0,3
27.26,44213,0,98,99,186,683,74,0,3
27.27,44214,0,100,100,187,684,74,0,3
28.0,31045,0,50,50,104,606,26,0,3
28.1,31046,0,50,52,105,607,26,0,3
28.2,31047,0,52,54,106,608,26,0,3
28.3,31048,0,54,56,107,609,26,0,3
28.4,31049,0,56,58,108,610,26,0,3
28.5,31050,0,58,60,109,611,26,0,3
28.6,31051,0,60,62,110,612,27,0,3
28.7,31052,0,62,64,111,613,27,0,3
28.8,31053,0,64,66,112,614,27,0,3
28.9,31054,0,66,68,113,615,27,0,3
28.10,31055,0,68,70,114,616,27,0,3
28.11,31056,0,70,72,115,617,28,0,3
28.12,31057,0,72,74,116,618,28,0,3
28.13,31058,0,74,76,117,619,28,0,3
28.14,31059,0,76,78,118,620,28,0,3
28.15,31657,0,78,80,119,621,28,0,3
28.16,35651,0,80,81,129,644,62,0,3
28.17,35652,0,82,83,130,645,62,0,3
28.18,35653,0,84,85,131,646,62,0,3
28.19,35654,0,86,87,132,647,62,0,3
28.20,35655,0,88,89,133,648,62,0,3
28.21,36624,0,89,90,134,649,62,0,3
28.22,44215,0,90,91,182,679,74,0,3
28.23,44216,0,92,93,183,680,74,0,3
28.24,44217,0,94,95,184,681,74,0,3
28.25,44218,0,96,97,185,682,74,0,3
28.26,44219,0,98,99,186,683,74,0,3
28.27,44220,0,100,100,187,684,74,0,3
29.0,31060,0,50,50,104,606,29,0,3
29.1,31061,0,50,52,105,607,29,0,3
29.2,31062,0,52,54,106,608,29,0,3
29.3,31063,0,54,56,107,609,29,0,3
29.4,31064,0,56,58,108,610,29,0,3
29.5,31065,0,58,60,109,611,29,0,3
29.6,31066,0,60,62,110,612,30,0,3
29.7,31067,0,62,64,111,613,30,0,3
29.8,31068,0,64,66,112,614,30,0,3
29.9,31069,0,66,68,113,615,30,0,3
29.10,31070,0,68,70,114,616,30,0,3
29.11,31071,0,70,72,115,617,31,0,3
29.12,31072,0,72,74,116,618,31,0,3
29.13,31073,0,74,76,117,619,31,0,3
29.14,31074,0,76,78,118,620,31,0,3
29.15,31658,0,78,80,119,621,31,0,3
29.16,35656,0,80,81,129,644,62,0,3
29.17,35657,0,82,83,130,645,62,0,3
29.18,35658,0,84,85,131,646,62,0,3
29.19,35659,0,86,87,132,647,62,0,3
29.20,35660,0,88,89,133,648,62,0,3
29.21,36625,0,89,90,134,649,62,0,3
29.22,44221,0,90,91,182,679,74,0,3
29.23,44222,0,92,93,183,680,74,0,3
29.24,44223,0,94,95,184,681,74,0,3
29.25,44224,0,96,97,185,682,74,0,3
29.26,44225,0,98,99,186,683,74,0,3
29.27,44226,0,100,100,187,684,74,0,3
30.0,31075,0,50,50,104,606,32,0,3
30.1,31076,0,50,52,105,607,32,0,3
30.2,31077,0,52,54,106,608,32,0,3
30.3,31078,0,54,56,107,609,32,0,3
30.4,31079,0,56,58,108,610,32,0,3
30.5,31080,0,58,60,109,611,32,0,3
30.6,31081,0,60,62,110,612,33,0,3
30.7,31082,0,62,64,111,613,33,0,3
30.8,31083,0,64,66,112,614,33,0,3
30.9,31084,0,66,68,113,615,33,0,3
30.10,31085,0,68,70,114,616,33,0,3
30.11,31086,0,70,72,115,617,34,0,3
30.12,31087,0,72,74,116,618,34,0,3
30.13,31088,0,74,76,117,619,34,0,3
30.14,31089,0,76,78,118,620,34,0,3
30.15,31659,0,78,80,119,621,34,0,3
30.16,35661,0,80,81,129,644,62,0,3
30.17,35662,0,82,83,130,645,62,0,3
30.18,35663,0,84,85,131,646,62,0,3
30.19,35664,0,86,87,132,647,62,0,3
30.20,35665,0,88,89,133,648,62,0,3
30.21,36626,0,89,90,134,649,62,0,3
30.22,44227,0,90,91,182,679,74,0,3
30.23,44228,0,92,93,183,680,74,0,3
30.24,44229,0,94,95,184,681,74,0,3
30.25,44230,0,96,97,185,682,74,0,3
30.26,44231,0,98,99,186,683,74,0,3
30.27,44232,0,100,100,187,684,74,0,3
31.0,32988,0,50,51,124,633,2,0,3
31.1,32970,0,50,51,123,622,2,0,3
31.2,32971,0,50,53,123,622,2,0,3
31.3,32972,0,50,55,123,622,2,0,3
31.4,32973,0,55,57,123,622,2,0,3
31.5,32974,0,55,59,123,622,2,0,3
31.6,32989,0,60,61,124,634,3,0,3
31.7,32975,0,60,61,123,623,3,0,3
31.8,32976,0,60,63,123,624,3,0,3
31.9,32977,0,60,65,123,625,3,0,3
31.10,32978,0,65,67,123,626,3,0,3
31.11,32979,0,65,69,123,627,3,0,3
31.12,32990,0,70,71,124,635,4,0,3
31.13,32980,0,70,71,123,628,4,0,3
31.14,32981,0,70,73,123,628,4,0,3
31.15,32982,0,70,75,123,628,4,0,3
31.16,32983,0,75,77,123,629,4,0,3
31.17,32984,0,75,79,123,630,4,0,3
31.18,32991,0,75,80,124,636,4,0,3
31.19,32985,0,75,80,123,631,4,0,3
31.20,32986,0,75,80,123,632,4,1,3
31.21,32987,0,75,80,123,632,4,1,3
31.22,36291,0,80,81,124,650,62,0,3
31.23,36293,0,80,81,123,637,62,0,3
31.24,36294,0,80,83,123,638,62,0,3
31.25,36295,0,80,85,123,639,62,0,3
31.26,36296,0,85,87,123,640,62,0,3
31.27,36297,0,85,89,123,641,62,0,3
31.28,36292,0,85,90,124,651,62,0,3
31.29,36298,0,85,90,123,642,62,0,3
31.30,36299,0,85,90,123,643,62,1,3
31.31,36300,0,85,90,123,643,62,1,3
31.32,43917,0,90,91,124,677,74,0,3
31.33,43918,0,100,100,124,678,74,0,3
31.34,43919,0,90,93,123,672,74,0,3
31.35,43920,0,95,96,123,673,74,0,3
31.36,44233,0,95,98,123,674,74,0,3
31.37,43921,0,100,100,123,675,74,0,3
31.38,43922,0,100,100,123,676,74,1,3
31.39,43923,0,100,100,123,676,74,1,3
32.0,33010,0,50,51,124,633,5,0,3
32.1,32992,0,50,51,123,622,5,0,3
32.2,32993,0,50,53,123,622,5,0,3
32.3,32994,0,50,55,123,622,5,0,3
32.4,32995,0,55,57,123,622,5,0,3
32.5,32996,0,55,59,123,622,5,0,3
32.6,32997,0,60,61,123,623,6,0,3
32.7,33011,0,60,61,124,634,6,0,3
32.8,32998,0,60,63,123,624,6,0,3
32.9,32999,0,60,65,123,625,6,0,3
32.10,33000,0,65,67,123,626,6,0,3
32.11,33001,0,65,69,123,627,6,0,3
32.12,33012,0,70,71,124,635,7,0,3
32.13,33002,0,70,71,123,628,7,0,3
32.14,33003,0,70,73,123,628,7,0,3
32.15,33004,0,70,75,123,628,7,0,3
32.16,33005,0,75,77,123,629,7,0,3
32.17,33006,0,75,79,123,630,7,0,3
32.18,33013,0,75,80,124,636,7,0,3
32.19,33007,0,75,80,123,631,7,0,3
32.20,33008,0,75,80,123,632,7,1,3
32.21,33009,0,75,80,123,632,7,1,3
32.22,36301,0,80,81,124,650,62,0,3
32.23,36303,0,80,81,123,637,62,0,3
32.24,36304,0,80,83,123,638,62,0,3
32.25,36305,0,80,85,123,639,62,0,3
32.26,36306,0,85,87,123,640,62,0,3
32.27,36307,0,85,89,123,641,62,0,3
32.28,36302,0,85,90,124,651,62,0,3
32.29,36308,0,85,90,123,642,62,0,3
32.30,36309,0,85,90,123,643,62,1,3
32.31,36310,0,85,90,123,643,62,1,3
32.32,43924,0,90,91,124,677,74,0,3
32.33,43925,0,100,100,124,678,74,0,3
32.34,43926,0,90,93,123,672,74,0,3
32.35,43927,0,95,96,123,673,74,0,3
32.36,44234,0,95,98,123,674,74,0,3
32.37,43928,0,100,100,123,675,74,0,3
32.38,43929,0,100,100,123,676,74,1,3
32.39,43930,0,100,100,123,676,74,1,3
33.0,31750,0,80,80,120,17,43,4,3
34.0,31751,0,80,80,120,18,44,4,3
35.0,31752,0,80,80,120,19,45,4,3
36.0,31753,0,80,80,120,20,46,4,3
37.0,31754,0,80,80,120,21,47,4,3
38.0,31755,0,80,80,120,22,48,4,3
39.0,31756,0,80,80,120,23,49,4,3
40.0,31757,0,80,80,120,24,50,4,3
41.0,31768,0,80,80,121,25,51,3,3
42.0,31766,0,80,80,121,26,52,3,3
43.0,31770,0,80,80,122,27,53,3,3
43.1,31771,0,80,80,125,28,53,3,3
44.0,33162,0,80,80,126,29,54,4,2
44.1,33170,0,80,80,127,30,54,4,2
44.2,33178,0,80,80,128,31,54,5,2
45.0,33163,0,80,80,126,32,55,4,2
45.1,33171,0,80,80,127,33,55,4,2
45.2,33179,0,80,80,128,34,55,5,2
46.0,33164,0,80,80,126,35,56,4,2
46.1,33172,0,80,80,127,36,56,4,2
46.2,33180,0,80,80,128,37,56,5,2
47.0,33165,0,80,80,126,38,57,4,2
47.1,33173,0,80,80,127,39,57,4,2
47.2,33181,0,80,80,128,40,57,5,2
48.0,33166,0,80,80,126,41,58,4,2
48.1,33174,0,80,80,127,42,58,4,2
48.2,33182,0,80,80,128,43,58,5,2
49.0,33167,0,80,80,126,44,59,4,2
49.1,33175,0,80,80,127,45,59,4,2
49.2,33183,0,80,80,128,46,59,5,2
50.0,33168,0,80,80,126,47,60,4,2
50.1,33176,0,80,80,127,48,60,4,2
50.2,33184,0,80,80,128,49,60,5,2
51.0,33169,0,80,80,126,50,61,4,2
51.1,33177,0,80,80,127,51,61,4,2
51.2,33185,0,80,80,128,52,61,5,2
52.0,36311,0,80,80,135,29,54,4,2
52.1,36319,0,80,80,136,30,54,4,2
52.2,36327,0,80,80,137,31,54,5,2
53.0,36312,0,80,80,135,32,55,4,2
53.1,36320,0,80,80,136,33,55,4,2
53.2,36328,0,80,80,137,34,55,5,2
54.0,36313,0,80,80,135,35,56,4,2
54.1,36321,0,80,80,136,36,56,4,2
54.2,36329,0,80,80,137,37,56,5,2
55.0,36314,0,80,80,135,38,57,4,2
55.1,36322,0,80,80,136,39,57,4,2
55.2,36330,0,80,80,137,40,57,5,2
56.0,36315,0,80,80,135,41,58,4,2
56.1,36323,0,80,80,136,42,58,4,2
56.2,36331,0,80,80,137,43,58,5,2
57.0,36316,0,80,80,135,44,59,4,2
57.1,36324,0,80,80,136,45,59,4,2
57.2,36332,0,80,80,137,46,59,5,2
58.0,36317,0,80,80,135,47,60,4,2
58.1,36325,0,80,80,136,48,60,4,2
58.2,36333,0,80,80,137,49,60,5,2
59.0,36318,0,80,80,135,50,61,4,2
59.1,36326,0,80,80,136,51,61,4,2
59.2,36334,0,80,80,137,52,61,5,2
60.0,38756,0,90,90,158,53,63,1,2
60.1,38764,0,90,90,159,61,63,2,2
60.2,39773,70303,90,90,166,77,63,3,2
60.3,39781,70303,90,90,167,85,63,3,2
60.4,41254,70338,90,90,174,101,63,4,3
60.5,41262,70338,90,90,175,109,63,4,3
61.0,38757,0,90,90,158,54,64,1,2
61.1,38765,0,90,90,159,62,64,2,2
61.2,39774,70303,90,90,166,78,64,3,2
61.3,39782,70303,90,90,167,86,64,3,2
61.4,41255,70338,90,90,174,102,64,4,3
61.5,41263,70338,90,90,175,110,64,4,3
62.0,38758,0,90,90,158,55,65,1,2
62.1,38766,0,90,90,159,63,65,2,2
62.2,39775,70303,90,90,166,79,65,3,2
62.3,39783,70303,90,90,167,87,65,3,2
62.4,41256,70338,90,90,174,103,65,4,3
62.5,41264,70338,90,90,175,111,65,4,3
63.0,38759,0,90,90,158,56,66,1,2
63.1,38767,0,90,90,159,64,66,2,2
63.2,39776,70303,90,90,166,80,66,3,2
63.3,39784,70303,90,90,167,88,66,3,2
63.4,41257,70338,90,90,174,104,66,4,3
63.5,41265,70338,90,90,175,112,66,4,3
64.0,38760,0,90,90,158,57,67,1,2
64.1,38768,0,90,90,159,65,67,2,2
64.2,39777,70303,90,90,166,81,67,3,2
64.3,39785,70303,90,90,167,89,67,3,2
64.4,41258,70338,90,90,174,105,67,4,3
64.5,41266,70338,90,90,175,113,67,4,3
65.0,38761,0,90,90,158,58,68,1,2
65.1,38769,0,90,90,159,66,68,2,2
65.2,39778,70303,90,90,166,82,68,3,2
65.3,39786,70303,90,90,167,90,68,3,2
65.4,41259,70338,90,90,174,106,68,4,3
65.5,41267,70338,90,90,175,114,68,4,3
66.0,38762,0,90,90,158,59,69,1,2
66.1,38770,0,90,90,159,67,69,2,2
66.2,39779,70303,90,90,166,83,69,3,2
66.3,39787,70303,90,90,167,91,69,3,2
66.4,41260,70338,90,90,174,107,69,4,3
66.5,41268,70338,90,90,175,115,69,4,3
67.0,38763,0,90,90,158,60,70,1,2
67.1,38771,0,90,90,159,68,70,2,2
67.2,39780,70303,90,90,166,84,70,3,2
67.3,39788,70303,90,90,167,92,70,3,2
67.4,41261,70338,90,90,174,108,70,4,3
67.5,41269,70338,90,90,175,116,70,4,3
68.0,38790,0,90,90,160,69,71,1,2
68.1,38796,0,90,90,161,73,71,2,2
68.2,39805,70303,90,90,168,93,71,3,2
68.3,39811,70303,90,90,169,97,71,3,2
68.4,41286,70338,90,90,176,117,71,4,2
68.5,41290,70338,90,90,177,121,71,4,2
69.0,38788,0,90,90,160,70,72,1,2
69.1,38794,0,90,90,161,74,72,2,2
69.2,39807,70303,90,90,168,94,72,3,2
69.3,39813,70303,90,90,169,98,72,3,2
69.4,41288,70338,90,90,176,118,72,4,2
69.5,41292,70338,90,90,177,122,72,4,2
70.0,38792,0,90,90,162,71,73,1,2
70.1,38793,0,90,90,163,72,73,1,2
70.2,38798,0,90,90,164,75,73,2,2
70.3,38799,0,90,90,165,76,73,2,2
70.4,39809,70303,90,90,170,95,73,3,2
70.5,39810,70303,90,90,171,96,73,3,2
70.6,39815,70303,90,90,172,99,73,3,2
70.7,39816,70303,90,90,173,100,73,3,2
70.8,41298,70338,90,90,178,119,73,4,2
70.9,41299,70338,90,90,179,120,73,4,2
70.10,41300,70338,90,90,180,123,73,4,2
70.11,41301,70338,90,90,181,124,73,4,2
