#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13
38.7,4604022,0,0,0,0,0,0,0,0,0,0,0,0,83
38.8,4615959,2,0,0,0,0,0,0,0,0,0,0,0,1
38.9,4933974,0,0,0,0,0,0,0,0,0,0,0,0,101
38.10,4947928,0,0,0,0,0,0,0,0,0,0,0,0,101
38.11,4616827,0,0,0,0,0,0,0,0,0,0,0,0,101
39.0,4877201,0,0,0,0,0,0,0,0,0,0,0,0,101
39.1,4877203,0,0,0,0,0,0,0,0,0,0,0,0,101
39.2,4877206,0,0,0,0,0,0,0,0,0,0,0,0,101
39.3,4877205,0,0,0,0,0,0,0,0,0,0,0,0,101
39.4,4877346,2,0,0,0,0,0,0,0,0,0,0,0,1
39.5,4877360,0,0,0,0,0,0,0,0,0,0,0,0,101
39.6,4877627,2,0,0,0,0,0,0,0,0,0,0,0,1
39.7,838,0,0,0,0,0,0,0,0,0,0,0,0,20
39.8,839,0,0,0,0,0,0,0,0,0,0,0,0,20
39.9,4877632,0,0,0,0,0,0,0,0,0,0,0,0,101
39.10,840,0,0,0,0,0,0,0,0,0,0,0,0,20
39.11,841,0,0,0,0,0,0,0,0,0,0,0,0,20
39.12,4877652,2,0,0,0,0,0,0,0,0,0,0,0,1
39.13,4877654,2,0,0,0,0,0,0,0,0,0,0,0,1
39.14,4877678,0,0,0,0,0,0,0,0,0,0,0,0,101
39.15,4877684,2,0,0,0,0,0,0,0,0,0,0,0,1
39.16,4877687,0,0,0,0,0,0,0,0,0,0,0,0,101
39.17,4877828,0,0,0,0,0,0,0,0,0,0,0,0,101
39.18,4877830,0,0,0,0,0,0,0,0,0,0,0,0,101
39.19,4877829,4,0,0,0,0,0,0,0,0,0,0,0,1
39.20,4877829,0,0,0,0,0,0,0,0,0,0,0,0,101
39.21,4877831,4,0,0,0,0,0,0,0,0,0,0,0,1
39.22,4877831,0,0,0,0,0,0,0,0,0,0,0,0,101
39.23,4877827,4,0,0,0,0,0,0,0,0,0,0,0,1
39.24,4877827,0,0,0,0,0,0,0,0,0,0,0,0,101
39.25,5021338,0,0,0,0,0,0,0,0,0,0,0,0,1
39.26,5021359,0,0,0,0,0,0,0,0,0,0,0,0,1
39.27,5021365,0,0,0,0,0,0,0,0,0,0,0,0,1
39.28,5021367,0,0,0,0,0,0,0,0,0,0,0,0,1
39.29,5021370,0,0,0,0,0,0,0,0,0,0,0,0,1
39.30,5021371,0,0,0,0,0,0,0,0,0,0,0,0,1
39.31,5021374,0,0,0,0,0,0,0,0,0,0,0,0,1
39.32,5021383,0,0,0,0,0,0,0,0,0,0,0,0,1
39.33,5021384,0,0,0,0,0,0,0,0,0,0,0,0,1
39.34,5021385,0,0,0,0,0,0,0,0,0,0,0,0,1
39.35,5021386,0,0,0,0,0,0,0,0,0,0,0,0,1
39.36,5021387,0,0,0,0,0,0,0,0,0,0,0,0,1
39.37,5021389,0,0,0,0,0,0,0,0,0,0,0,0,1
39.38,5021390,0,0,0,0,0,0,0,0,0,0,0,0,1
39.39,5021391,0,0,0,0,0,0,0,0,0,0,0,0,1
39.40,5021392,0,0,0,0,0,0,0,0,0,0,0,0,1
40.0,4725535,0,0,0,0,0,0,0,0,0,0,0,0,101
40.1,4725547,2,0,0,0,0,0,0,0,0,0,0,0,1
40.2,10,0,0,0,0,0,0,0,0,0,0,0,0,81
40.3,4725581,0,0,0,0,0,0,0,0,0,0,0,0,1
40.4,1,0,0,0,0,0,0,0,0,0,0,0,0,81
40.5,4725584,0,0,0,0,0,0,0,0,0,0,0,0,1
40.6,2,0,0,0,0,0,0,0,0,0,0,0,0,81
40.7,5018301,0,0,0,0,0,0,0,0,0,0,0,0,1
40.8,3,0,0,0,0,0,0,0,0,0,0,0,0,81
40.9,4725582,2,0,0,0,0,0,0,0,0,0,0,0,1
40.10,4725587,2,0,0,0,0,0,0,0,0,0,0,0,1
40.11,4729294,2,0,0,0,0,0,0,0,0,0,0,0,1
40.12,4729295,2,0,0,0,0,0,0,0,0,0,0,0,1
40.13,4729283,2,0,0,0,0,0,0,0,0,0,0,0,1
40.14,4729284,2,0,0,0,0,0,0,0,0,0,0,0,1
40.15,4729287,2,0,0,0,0,0,0,0,0,0,0,0,1
40.16,4729285,2,0,0,0,0,0,0,0,0,0,0,0,1
40.17,4729290,2,0,0,0,0,0,0,0,0,0,0,0,1
40.18,4729289,2,0,0,0,0,0,0,0,0,0,0,0,1
40.19,4729288,2,0,0,0,0,0,0,0,0,0,0,0,1
40.20,4729286,2,0,0,0,0,0,0,0,0,0,0,0,1
40.21,4729352,0,0,0,0,0,0,0,0,0,0,0,0,101
41.0,4880492,0,0,0,0,0,0,0,0,0,0,0,0,101
41.1,4880501,2,0,0,0,0,0,0,0,0,0,0,0,1
41.2,4880501,0,0,0,0,0,0,0,0,0,0,0,0,101
41.3,4768239,2,0,0,0,0,0,0,0,0,0,0,0,3
41.4,4887890,0,0,0,0,0,0,0,0,0,0,0,0,101
41.5,4880620,2,0,0,0,0,0,0,0,0,0,0,0,1
41.6,4880621,2,0,0,0,0,0,0,0,0,0,0,0,1
41.7,4880622,2,0,0,0,0,0,0,0,0,0,0,0,1
41.8,4880804,2,0,0,0,0,0,0,0,0,0,0,0,1
41.9,4880685,0,0,0,0,0,0,0,0,0,0,0,0,1
41.10,4880687,0,0,0,0,0,0,0,0,0,0,0,0,1
41.11,4880688,0,0,0,0,0,0,0,0,0,0,0,0,1
41.12,4880723,0,0,0,0,0,0,0,0,0,0,0,0,101
41.13,4880804,0,0,0,0,0,0,0,0,0,0,0,0,1
41.14,4880805,0,0,0,0,0,0,0,0,0,0,0,0,1
41.15,4880806,0,0,0,0,0,0,0,0,0,0,0,0,1
41.16,4880807,0,0,0,0,0,0,0,0,0,0,0,0,1
41.17,4880808,0,0,0,0,0,0,0,0,0,0,0,0,1
41.18,4880810,0,0,0,0,0,0,0,0,0,0,0,0,1
41.19,4880811,0,0,0,0,0,0,0,0,0,0,0,0,1
41.20,4880813,0,0,0,0,0,0,0,0,0,0,0,0,1
41.21,4880848,0,0,0,0,0,0,0,0,0,0,0,0,101
41.22,4880864,0,0,0,0,0,0,0,0,0,0,0,0,101
41.23,4889756,0,0,0,0,0,0,0,0,0,0,0,0,101
41.24,4887973,0,0,0,0,0,0,0,0,0,0,0,0,101
41.25,4880887,0,0,0,0,0,0,0,0,0,0,0,0,101
41.26,4880943,0,0,0,0,0,0,0,0,0,0,0,0,101
41.27,4890022,2,0,0,0,0,0,0,0,0,0,0,0,1
42.0,5031965,2,0,0,0,0,0,0,0,0,0,0,0,1
42.1,5031982,2,0,0,0,0,0,0,0,0,0,0,0,1
42.2,5031993,0,0,0,0,0,0,0,0,0,0,0,0,1
42.3,5390931,0,0,0,0,0,0,0,0,0,0,0,0,101
42.4,5390932,0,0,0,0,0,0,0,0,0,0,0,0,101
42.5,5390933,0,0,0,0,0,0,0,0,0,0,0,0,101
42.6,5390934,0,0,0,0,0,0,0,0,0,0,0,0,101
42.7,5034814,0,0,0,0,0,0,0,0,0,0,0,0,101
42.8,5031994,0,0,0,0,0,0,0,0,0,0,0,0,101
42.9,892,5032004,0,0,0,0,0,0,0,0,0,0,0,28
42.10,5032127,2,0,0,0,0,0,0,0,0,0,0,0,1
42.11,5032160,2,0,0,0,0,0,0,0,0,0,0,0,1
42.12,5032165,0,0,0,0,0,0,0,0,0,0,0,0,1
42.13,5038258,0,0,0,0,0,0,0,0,0,0,0,0,101
42.14,418,5032591,0,0,0,0,0,0,0,0,0,0,0,51
42.15,5033532,0,0,0,0,0,0,0,0,0,0,0,0,1
42.16,5033532,0,0,0,0,0,0,0,0,0,0,0,0,101
42.17,5033553,2,0,0,0,0,0,0,0,0,0,0,0,1
42.18,5033554,2,0,0,0,0,0,0,0,0,0,0,0,1
42.19,5033555,2,0,0,0,0,0,0,0,0,0,0,0,1
42.20,5033534,2,0,0,0,0,0,0,0,0,0,0,0,1
42.21,420,5033853,0,0,0,0,0,0,0,0,0,0,0,51
43.0,4949901,0,0,0,0,0,0,0,0,0,0,0,0,101
43.1,4949903,0,0,0,0,0,0,0,0,0,0,0,0,101
43.2,4949905,0,0,0,0,0,0,0,0,0,0,0,0,101
43.3,4898031,0,0,0,0,0,0,0,0,0,0,0,0,101
43.4,4949907,0,0,0,0,0,0,0,0,0,0,0,0,101
43.5,4949908,0,0,0,0,0,0,0,0,0,0,0,0,101
43.6,4898059,0,0,0,0,0,0,0,0,0,0,0,0,101
43.7,4949913,0,0,0,0,0,0,0,0,0,0,0,0,101
43.8,4949912,0,0,0,0,0,0,0,0,0,0,0,0,101
43.9,4949914,2,0,0,0,0,0,0,0,0,0,0,0,1
43.10,4985790,2,0,0,0,0,0,0,0,0,0,0,0,1
43.11,4985791,2,0,0,0,0,0,0,0,0,0,0,0,1
43.12,4985791,0,0,0,0,0,0,0,0,0,0,0,0,101
43.13,1,0,0,0,0,0,0,0,0,0,0,0,0,81
43.14,4985792,2,0,0,0,0,0,0,0,0,0,0,0,1
43.15,4985793,2,0,0,0,0,0,0,0,0,0,0,0,1
43.16,4985793,0,0,0,0,0,0,0,0,0,0,0,0,101
43.17,4949915,0,0,0,0,0,0,0,0,0,0,0,0,101
43.18,4949917,0,0,0,0,0,0,0,0,0,0,0,0,101
44.0,5336596,2,0,0,0,0,0,0,0,0,0,0,0,1
44.1,5391974,2,0,0,0,0,0,0,0,0,0,0,0,2
44.2,5391911,2,0,0,0,0,0,0,0,0,0,0,0,2
44.3,5391969,2,0,0,0,0,0,0,0,0,0,0,0,2
44.4,5391970,2,0,0,0,0,0,0,0,0,0,0,0,2
44.5,5336618,2,0,0,0,0,0,0,0,0,0,0,0,1
44.6,5391975,2,0,0,0,0,0,0,0,0,0,0,0,2
44.7,5391976,2,0,0,0,0,0,0,0,0,0,0,0,2
44.8,5336624,2,0,0,0,0,0,0,0,0,0,0,0,1
44.9,5795143,0,0,0,0,0,0,0,0,0,0,0,0,1
44.10,5815257,0,0,0,0,0,0,0,0,0,0,0,0,1
44.11,5336626,2,0,0,0,0,0,0,0,0,0,0,0,1
44.12,5336708,2,0,0,0,0,0,0,0,0,0,0,0,1
44.13,5336710,2,0,0,0,0,0,0,0,0,0,0,0,1
44.14,5336712,2,0,0,0,0,0,0,0,0,0,0,0,1
44.15,5852275,2,0,0,0,0,0,0,0,0,0,0,0,1
44.16,5336714,2,0,0,0,0,0,0,0,0,0,0,0,1
44.17,5852275,8,0,0,0,0,0,0,0,0,0,0,0,1
44.18,5336727,2,0,0,0,0,0,0,0,0,0,0,0,1
44.19,5336730,2,0,0,0,0,0,0,0,0,0,0,0,1
45.0,5072812,2,0,0,0,0,0,0,0,0,0,0,0,1
45.1,5097907,2,0,0,0,0,0,0,0,0,0,0,0,1
45.2,971,0,0,0,0,0,0,0,0,0,0,0,0,20
45.3,972,0,0,0,0,0,0,0,0,0,0,0,0,20
45.4,5073687,0,0,0,0,0,0,0,0,0,0,0,0,101
45.5,5073693,0,0,0,0,0,0,0,0,0,0,0,0,1
45.6,5073694,0,0,0,0,0,0,0,0,0,0,0,0,1
45.7,5073695,0,0,0,0,0,0,0,0,0,0,0,0,1
45.8,5073685,2,0,0,0,0,0,0,0,0,0,0,0,1
45.9,5073730,2,0,0,0,0,0,0,0,0,0,0,0,1
45.10,5073729,2,0,0,0,0,0,0,0,0,0,0,0,1
45.11,5073732,2,0,0,0,0,0,0,0,0,0,0,0,1
45.12,5073731,2,0,0,0,0,0,0,0,0,0,0,0,1
45.13,5073698,0,0,0,0,0,0,0,0,0,0,0,0,101
45.14,5073697,2,0,0,0,0,0,0,0,0,0,0,0,1
45.15,973,0,0,0,0,0,0,0,0,0,0,0,0,20
45.16,974,0,0,0,0,0,0,0,0,0,0,0,0,20
45.17,5097053,2,0,0,0,0,0,0,0,0,0,0,0,1
45.18,5097054,2,0,0,0,0,0,0,0,0,0,0,0,1
46.0,5615426,0,0,0,0,0,0,0,0,0,0,0,0,101
46.1,5615426,4,0,0,0,0,0,0,0,0,0,0,0,1
46.2,5615427,2,0,0,0,0,0,0,0,0,0,0,0,1
46.3,1019,0,0,0,0,0,0,0,0,0,0,0,0,20
46.4,5615429,0,0,0,0,0,0,0,0,0,0,0,0,101
46.5,5615429,4,0,0,0,0,0,0,0,0,0,0,0,1
46.6,5615430,2,0,0,0,0,0,0,0,0,0,0,0,1
46.7,1020,0,0,0,0,0,0,0,0,0,0,0,0,20
46.8,5615443,0,0,0,0,0,0,0,0,0,0,0,0,101
46.9,5615443,4,0,0,0,0,0,0,0,0,0,0,0,1
46.10,5615442,2,0,0,0,0,0,0,0,0,0,0,0,1
46.11,1021,0,0,0,0,0,0,0,0,0,0,0,0,20
46.12,5778043,0,0,0,0,0,0,0,0,0,0,0,0,101
46.13,5778043,4,0,0,0,0,0,0,0,0,0,0,0,1
46.14,5778042,2,0,0,0,0,0,0,0,0,0,0,0,1
46.15,1022,0,0,0,0,0,0,0,0,0,0,0,0,20
46.16,5615464,2,0,0,0,0,0,0,0,0,0,0,0,1
46.17,5615466,2,0,0,0,0,0,0,0,0,0,0,0,1
46.18,5778045,0,0,0,0,0,0,0,0,0,0,0,0,101
46.19,5778045,4,0,0,0,0,0,0,0,0,0,0,0,1
46.20,6173413,2,0,0,0,0,0,0,0,0,0,0,0,1
46.21,5764461,2,0,0,0,0,0,0,0,0,0,0,0,2
46.22,5615482,0,0,0,0,0,0,0,0,0,0,0,0,1
46.23,5615484,0,0,0,0,0,0,0,0,0,0,0,0,1
46.24,5615485,0,0,0,0,0,0,0,0,0,0,0,0,1
46.25,1023,0,0,0,0,0,0,0,0,0,0,0,0,20
46.26,1560,6417832,0,0,0,0,0,0,0,0,0,0,0,140
47.0,5579442,0,0,0,0,0,0,0,0,0,0,0,0,101
47.1,5579463,0,0,0,0,0,0,0,0,0,0,0,0,100
47.2,5579464,0,0,0,0,0,0,0,0,0,0,0,0,101
47.3,5579478,0,0,0,0,0,0,0,0,0,0,0,0,100
47.4,5579537,0,0,0,0,0,0,0,0,0,0,0,0,100
47.5,5579540,0,0,0,0,0,0,0,0,0,0,0,0,101
47.6,5579647,0,0,0,0,0,0,0,0,0,0,0,0,101
47.7,5580240,2,0,0,0,0,0,0,0,0,0,0,0,1
47.8,5580241,2,0,0,0,0,0,0,0,0,0,0,0,1
47.9,5580265,2,0,0,0,0,0,0,0,0,0,0,0,1
47.10,1076,0,0,0,0,0,0,0,0,0,0,0,0,28
47.11,5580413,0,0,0,0,0,0,0,0,0,0,0,0,101
47.12,5580677,2,0,0,0,0,0,0,0,0,0,0,0,1
47.13,1078,0,0,0,0,0,0,0,0,0,0,0,0,28
47.14,5580709,2,0,0,0,0,0,0,0,0,0,0,0,1
47.15,5580710,2,0,0,0,0,0,0,0,0,0,0,0,1
47.16,5580711,2,0,0,0,0,0,0,0,0,0,0,0,1
47.17,5580712,2,0,0,0,0,0,0,0,0,0,0,0,1
47.18,5580718,0,0,0,0,0,0,0,0,0,0,0,0,101
48.0,456,5776647,0,0,0,0,0,0,0,0,0,0,0,51
48.1,5776748,0,0,0,0,0,0,0,0,0,0,0,0,101
48.2,5776790,0,0,0,0,0,0,0,0,0,0,0,0,101
48.3,5776856,0,0,0,0,0,0,0,0,0,0,0,0,101
48.4,5851227,2,0,0,0,0,0,0,0,0,0,0,0,1
48.5,5795644,2,0,0,0,0,0,0,0,0,0,0,0,1
48.6,5776875,2,0,0,0,0,0,0,0,0,0,0,0,1
48.7,5777083,0,0,0,0,0,0,0,0,0,0,0,0,101
48.8,457,5776979,0,0,0,0,0,0,0,0,0,0,0,51
48.9,5851271,2,0,0,0,0,0,0,0,0,0,0,0,1
48.10,5851272,2,0,0,0,0,0,0,0,0,0,0,0,1
48.11,5851273,2,0,0,0,0,0,0,0,0,0,0,0,1
48.12,5851274,2,0,0,0,0,0,0,0,0,0,0,0,1
48.13,5851275,2,0,0,0,0,0,0,0,0,0,0,0,1
48.14,5851276,2,0,0,0,0,0,0,0,0,0,0,0,1
48.15,5851277,2,0,0,0,0,0,0,0,0,0,0,0,1
48.16,5851278,2,0,0,0,0,0,0,0,0,0,0,0,1
48.17,5851279,2,0,0,0,0,0,0,0,0,0,0,0,1
48.18,5851280,2,0,0,0,0,0,0,0,0,0,0,0,1
48.19,5851281,2,0,0,0,0,0,0,0,0,0,0,0,1
48.20,5851282,2,0,0,0,0,0,0,0,0,0,0,0,1
48.21,5777002,0,0,0,0,0,0,0,0,0,0,0,0,101
48.22,5777005,2,0,0,0,0,0,0,0,0,0,0,0,1
48.23,5777143,0,0,0,0,0,0,0,0,0,0,0,0,101
48.24,5854755,0,0,0,0,0,0,0,0,0,0,0,0,101
48.25,5854758,0,0,0,0,0,0,0,0,0,0,0,0,101
48.26,5854761,0,0,0,0,0,0,0,0,0,0,0,0,101
48.27,5854762,0,0,0,0,0,0,0,0,0,0,0,0,101
48.28,458,5776636,0,0,0,0,0,0,0,0,0,0,0,51
48.29,5776632,2,0,0,0,0,0,0,0,0,0,0,0,1
48.30,5776627,2,0,0,0,0,0,0,0,0,0,0,0,1
48.31,5852423,0,0,0,0,0,0,0,0,0,0,0,0,1
48.32,459,5777007,0,0,0,0,0,0,0,0,0,0,0,51
48.33,5777010,2,0,0,0,0,0,0,0,0,0,0,0,1
48.34,5777010,0,0,0,0,0,0,0,0,0,0,0,0,101
48.35,5670424,0,0,0,0,0,0,0,0,0,0,0,0,2
48.36,5851214,0,0,0,0,0,0,0,0,0,0,0,0,2
48.37,5777009,2,0,0,0,0,0,0,0,0,0,0,0,1
48.38,5777009,0,0,0,0,0,0,0,0,0,0,0,0,101
48.39,5670473,0,0,0,0,0,0,0,0,0,0,0,0,2
48.40,5851209,0,0,0,0,0,0,0,0,0,0,0,0,2
48.41,5777011,2,0,0,0,0,0,0,0,0,0,0,0,1
48.42,5777011,0,0,0,0,0,0,0,0,0,0,0,0,101
48.43,5670459,0,0,0,0,0,0,0,0,0,0,0,0,2
48.44,5851128,0,0,0,0,0,0,0,0,0,0,0,0,2
48.45,5777015,2,0,0,0,0,0,0,0,0,0,0,0,1
48.46,5777016,6,0,0,0,0,0,0,0,0,0,0,0,1
48.47,5777021,2,0,0,0,0,0,0,0,0,0,0,0,1
48.48,5777022,6,0,0,0,0,0,0,0,0,0,0,0,1
48.49,5777020,2,0,0,0,0,0,0,0,0,0,0,0,1
48.50,5777019,6,0,0,0,0,0,0,0,0,0,0,0,1
48.51,1063,4,5777040,5777015,8,0,0,0,0,0,0,0,0,21
48.52,1064,4,5777040,5777016,8,0,0,0,0,0,0,0,0,21
48.53,1065,4,5777040,5777019,8,0,0,0,0,0,0,0,0,21
48.54,1066,4,5777040,5777020,8,0,0,0,0,0,0,0,0,21
48.55,1067,4,5777040,5777021,8,0,0,0,0,0,0,0,0,21
48.56,1068,4,5777040,5777022,8,0,0,0,0,0,0,0,0,21
49.0,5653784,2,0,0,0,0,0,0,0,0,0,0,0,1
49.1,5653787,2,0,0,0,0,0,0,0,0,0,0,0,1
49.2,5653806,2,0,0,0,0,0,0,0,0,0,0,0,1
49.3,5653808,0,0,0,0,0,0,0,0,0,0,0,0,101
49.4,5653809,0,0,0,0,0,0,0,0,0,0,0,0,101
49.5,5658825,0,0,0,0,0,0,0,0,0,0,0,0,101
49.6,5658827,0,0,0,0,0,0,0,0,0,0,0,0,101
49.7,5658830,0,0,0,0,0,0,0,0,0,0,0,0,101
49.8,1037,0,0,0,0,0,0,0,0,0,0,0,0,20
49.9,1038,0,0,0,0,0,0,0,0,0,0,0,0,20
49.10,5658834,2,0,0,0,0,0,0,0,0,0,0,0,1
49.11,5658835,2,0,0,0,0,0,0,0,0,0,0,0,1
49.12,5658836,2,0,0,0,0,0,0,0,0,0,0,0,1
49.13,5829566,0,0,0,0,0,0,0,0,0,0,0,0,101
49.14,5821638,2,0,0,0,0,0,0,0,0,0,0,0,1
49.15,5584312,2,0,0,0,0,0,0,0,0,0,0,0,2
50.0,5777688,3,0,0,0,0,0,0,0,0,0,0,0,1
50.1,5777691,2,0,0,0,0,0,0,0,0,0,0,0,1
50.2,5777690,3,0,0,0,0,0,0,0,0,0,0,0,1
50.3,5777689,3,0,0,0,0,0,0,0,0,0,0,0,1
50.4,5777692,2,0,0,0,0,0,0,0,0,0,0,0,1
50.5,1086,0,0,0,0,0,0,0,0,0,0,0,0,20
50.6,1087,0,0,0,0,0,0,0,0,0,0,0,0,20
50.7,5777697,2,0,0,0,0,0,0,0,0,0,0,0,1
50.8,5777718,2,0,0,0,0,0,0,0,0,0,0,0,1
50.9,1088,0,0,0,0,0,0,0,0,0,0,0,0,20
50.10,1089,0,0,0,0,0,0,0,0,0,0,0,0,20
50.11,5777723,2,0,0,0,0,0,0,0,0,0,0,0,1
50.12,5777725,2,0,0,0,0,0,0,0,0,0,0,0,1
51.0,5785890,4,0,0,0,0,0,0,0,0,0,0,0,1
51.1,5785891,4,0,0,0,0,0,0,0,0,0,0,0,1
51.2,5785892,4,0,0,0,0,0,0,0,0,0,0,0,1
51.3,5785893,4,0,0,0,0,0,0,0,0,0,0,0,1
51.4,5786223,2,0,0,0,0,0,0,0,0,0,0,0,1
51.5,5901002,2,0,0,0,0,0,0,0,0,0,0,0,1
51.6,5901003,2,0,0,0,0,0,0,0,0,0,0,0,1
51.7,5787154,2,0,0,0,0,0,0,0,0,0,0,0,1
51.8,1159,0,0,0,0,0,0,0,0,0,0,0,0,20
51.9,1160,0,0,0,0,0,0,0,0,0,0,0,0,20
51.10,5840219,4,0,0,0,0,0,0,0,0,0,0,0,2
51.11,5786224,2,0,0,0,0,0,0,0,0,0,0,0,1
51.12,5676414,2,1,0,0,0,0,0,0,0,0,0,0,2
51.13,5840228,4,0,0,0,0,0,0,0,0,0,0,0,2
51.14,5786226,2,0,0,0,0,0,0,0,0,0,0,0,1
51.15,5852770,2,1,0,0,0,0,0,0,0,0,0,0,2
51.16,5686418,2,0,0,0,0,0,0,0,0,0,0,0,2
51.17,5852771,2,1,0,0,0,0,0,0,0,0,0,0,2
51.18,1161,0,0,0,0,0,0,0,0,0,0,0,0,20
51.19,1162,0,0,0,0,0,0,0,0,0,0,0,0,20
51.20,5888686,4,0,0,0,0,0,0,0,0,0,0,0,1
51.21,1163,0,0,0,0,0,0,0,0,0,0,0,0,20
51.22,1164,0,0,0,0,0,0,0,0,0,0,0,0,20
51.23,501,0,0,0,0,0,0,0,0,0,0,0,0,52
51.24,5851309,2,1,0,0,0,0,0,0,0,0,0,0,2
51.25,5851310,4,1,0,0,0,0,0,0,0,0,0,0,2
51.26,5851311,2,1,0,0,0,0,0,0,0,0,0,0,2
51.27,5852768,2,0,0,0,0,0,0,0,0,0,0,0,2
51.28,5852768,4,1,0,0,0,0,0,0,0,0,0,0,2
51.29,499,0,0,0,0,0,0,0,0,0,0,0,0,52
51.30,5851312,2,1,0,0,0,0,0,0,0,0,0,0,2
51.31,5851313,4,0,0,0,0,0,0,0,0,0,0,0,2
51.32,5851313,6,1,0,0,0,0,0,0,0,0,0,0,2
51.33,5851314,2,1,0,0,0,0,0,0,0,0,0,0,2
51.34,5852769,2,0,0,0,0,0,0,0,0,0,0,0,2
51.35,5852769,4,1,0,0,0,0,0,0,0,0,0,0,2
51.36,500,0,0,0,0,0,0,0,0,0,0,0,0,52
51.37,5852740,2,1,0,0,0,0,0,0,0,0,0,0,2
51.38,1166,5937913,0,0,0,0,0,0,0,0,0,0,0,28
51.39,1167,0,0,0,0,0,0,0,0,0,0,0,0,20
51.40,1168,0,0,0,0,0,0,0,0,0,0,0,0,20
52.0,5753296,2,0,0,0,0,0,0,0,0,0,0,0,1
52.1,5753297,2,0,0,0,0,0,0,0,0,0,0,0,1
52.2,5791058,0,0,0,0,0,0,0,0,0,0,0,0,101
52.3,5753299,2,0,0,0,0,0,0,0,0,0,0,0,1
52.4,5753753,2,0,0,0,0,0,0,0,0,0,0,0,1
52.5,5791409,0,0,0,0,0,0,0,0,0,0,0,0,101
52.6,5851339,0,0,0,0,0,0,0,0,0,0,0,0,101
52.7,5814818,2,0,0,0,0,0,0,0,0,0,0,0,2
52.8,5814835,2,0,0,0,0,0,0,0,0,0,0,0,2
52.9,5851343,0,0,0,0,0,0,0,0,0,0,0,0,101
52.10,5814832,2,0,0,0,0,0,0,0,0,0,0,0,2
52.11,5817568,2,0,0,0,0,0,0,0,0,0,0,0,2
52.12,5811398,2,0,0,0,0,0,0,0,0,0,0,0,2
52.13,5835582,2,0,0,0,0,0,0,0,0,0,0,0,2
52.14,5862374,0,0,0,0,0,0,0,0,0,0,0,0,101
52.15,5716189,2,0,0,0,0,0,0,0,0,0,0,0,2
52.16,5811400,2,0,0,0,0,0,0,0,0,0,0,0,2
52.17,5837626,2,0,0,0,0,0,0,0,0,0,0,0,2
52.18,5837627,2,0,0,0,0,0,0,0,0,0,0,0,2
53.0,5964259,2,0,0,0,0,0,0,0,0,0,0,0,1
53.1,5964260,2,0,0,0,0,0,0,0,0,0,0,0,1
53.2,5966106,2,0,0,0,0,0,0,0,0,0,0,0,1
53.3,5965715,2,0,0,0,0,0,0,0,0,0,0,0,1
53.4,5963940,0,0,0,0,0,0,0,0,0,0,0,0,101
53.5,5964187,2,0,0,0,0,0,0,0,0,0,0,0,1
53.6,5966110,2,0,0,0,0,0,0,0,0,0,0,0,1
53.7,5964188,2,0,0,0,0,0,0,0,0,0,0,0,1
53.8,5964188,0,0,0,0,0,0,0,0,0,0,0,0,103
53.9,5963949,0,0,0,0,0,0,0,0,0,0,0,0,101
53.10,5966292,2,0,0,0,0,0,0,0,0,0,0,0,1
53.11,5966293,2,0,0,0,0,0,0,0,0,0,0,0,1
53.12,5966292,0,0,0,0,0,0,0,0,0,0,0,0,101
53.13,5966293,0,0,0,0,0,0,0,0,0,0,0,0,101
54.0,6034580,2,0,0,0,0,0,0,0,0,0,0,0,1
54.1,6034589,2,0,0,0,0,0,0,0,0,0,0,0,1
54.2,6037817,0,0,0,0,0,0,0,0,0,0,0,0,101
54.3,6034592,2,0,0,0,0,0,0,0,0,0,0,0,1
54.4,6034595,2,0,0,0,0,0,0,0,0,0,0,0,1
54.5,1247,3,6061729,6062356,6069838,0,0,0,0,0,0,0,0,24
54.6,1248,3,6064304,6064305,6069838,0,0,0,0,0,0,0,0,24
54.7,1249,3,6064306,6064307,6069838,0,0,0,0,0,0,0,0,24
54.8,6069983,2,0,0,0,0,0,0,0,0,0,0,0,1
54.9,6080417,2,0,0,0,0,0,0,0,0,0,0,0,1
54.10,6080419,2,0,0,0,0,0,0,0,0,0,0,0,1
54.11,6041107,2,0,0,0,0,0,0,0,0,0,0,0,1
54.12,1250,2,6100453,6100465,6081661,0,0,0,0,0,0,0,0,24
54.13,1260,2,6112033,6112037,6081661,0,0,0,0,0,0,0,0,24
54.14,1261,2,6112034,6112038,6081661,0,0,0,0,0,0,0,0,24
54.15,6034613,2,0,0,0,0,0,0,0,0,0,0,0,1
54.16,6034616,2,0,0,0,0,0,0,0,0,0,0,0,1
54.17,6034617,2,0,0,0,0,0,0,0,0,0,0,0,1
54.18,6037562,2,0,0,0,0,0,0,0,0,0,0,0,1
55.0,6174253,2,0,0,0,0,0,0,0,0,0,0,0,1
55.1,6174258,2,0,0,0,0,0,0,0,0,0,0,0,1
55.2,6174254,2,0,0,0,0,0,0,0,0,0,0,0,1
55.3,6177922,2,0,0,0,0,0,0,0,0,0,0,0,2
55.4,6177925,2,0,0,0,0,0,0,0,0,0,0,0,2
55.5,6174255,2,0,0,0,0,0,0,0,0,0,0,0,1
55.6,6177924,2,0,0,0,0,0,0,0,0,0,0,0,2
55.7,6177923,2,0,0,0,0,0,0,0,0,0,0,0,2
