#,Icon,VoLine,Text,Duration,Style
58.4,0,8206025,43404,6,6
58.5,0,8206026,43405,4,6
58.6,0,8206027,43406,4,6
58.7,0,8206028,43407,4,6
58.8,0,8206029,43408,6,6
58.9,0,8206030,43409,4,6
58.10,0,8206031,43410,4,6
58.11,0,8206032,43411,4,6
58.12,0,8206033,43412,4,6
58.13,0,8206034,43413,4,6
58.14,0,8206035,43414,4,6
59.0,0,0,44303,4,0
59.1,0,0,44304,4,0
59.2,0,0,44305,4,0
59.3,0,0,44306,4,0
