#,Scale,ArrayEventHandler,Behavior,ModelChara,BNpcCustomize,NpcEquip,Special,Unknown9,Battalion,LinkRace,Rank,SEPack,Unknown0,BNpcParts,Unknown1,Unknown2,Unknown3,Unknown10,Unknown4,IsOmnidirectional,Unknown6,IsTargetLine,IsDisplayLevel,Unknown7,Unknown_70,Unknown8
7148,1,0,30935,0,700,1342,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7149,1,0,0,0,729,1385,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7150,1,0,0,0,700,1342,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7151,1,0,0,480,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,True,False,True,False,False,False
7152,1,0,0,681,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,True,False,True,False,False,False
7153,1,0,0,1197,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,True,False,False,True,False,False,False
7154,1,0,0,0,728,1350,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7155,1,0,0,480,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,True,False,True,False,False,False
7156,1,0,0,0,213,1349,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7157,1,0,0,0,703,1427,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7158,1,0,0,0,704,1346,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7159,1,0,0,0,213,1349,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7160,1,0,0,0,705,1347,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7161,1,0,0,480,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,True,False,True,False,False,False
7162,1,0,0,0,213,1349,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False,False
7163,1,0,0,0,703,1427,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False
7164,1,0,0,0,213,1349,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False,False
7165,1,0,0,0,214,545,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7166,1,0,0,0,261,541,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7167,1,0,0,0,213,540,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7168,1,0,0,0,249,544,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7169,1,0,0,0,416,645,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7170,1,0,0,0,213,187,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7171,1,0,0,0,314,715,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7172,1,0,0,0,235,715,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7173,1,0,0,0,231,715,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7174,1,0,0,0,164,506,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7175,1,0,0,0,199,522,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7176,1,0,0,0,165,507,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7177,1,0,0,480,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,False,True,False,True,False,False,False
7178,1,0,0,1921,0,0,0,0,4,0,2,0,8,0,1,0,0,0,0,True,True,True,False,False,False,False
7179,1,0,0,1921,0,0,0,0,4,0,2,0,8,0,1,0,0,0,0,True,True,True,False,False,False,False
7180,1,0,0,0,261,541,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7181,1,0,0,0,213,540,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7182,1.2,0,0,0,200,523,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7183,1,0,0,0,535,673,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7184,1.2,0,0,0,278,578,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7185,1,0,0,0,241,1593,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7186,1.2,0,0,0,311,673,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7187,1,0,0,0,551,1011,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7188,1,0,0,0,535,673,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7189,0.5,0,0,1200,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7190,1,0,0,0,551,1011,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7191,1,0,0,0,670,1167,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7192,1,0,0,0,670,25,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7193,1,0,0,984,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7194,1.2,0,0,0,311,673,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7195,1,0,0,0,535,673,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7196,1.05,0,0,1623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7197,1,0,0,1448,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7198,1.2,0,0,783,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7199,0.7,0,0,1654,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7200,1,0,0,1932,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,True,True,False,True,False,False,False
7201,1,0,0,1932,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,True,True,False,True,False,False,False
7202,1,853518,0,0,590,368,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7203,1,853519,0,0,587,370,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7204,1,853520,0,0,49,386,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7205,1,853521,0,1793,0,1523,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7206,1.5,853599,0,1850,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7207,1,853602,0,356,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7208,1.5,853604,0,41,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7209,1,853650,0,1439,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7210,1.5,853663,0,2052,0,1545,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7211,2,853667,0,50,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7212,1.5,853581,0,1819,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7213,1.5,853598,0,1717,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7214,1,853515,0,162,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7215,1.5,853523,0,168,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7216,1,853525,0,71,0,418,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7217,1,853450,0,0,213,537,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7218,1,853611,0,0,59,396,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7219,1,853550,0,0,59,396,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
7221,1,853547,0,0,36,940,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7222,1,853548,0,0,213,724,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7223,1,853608,0,0,59,396,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7224,1,853609,0,0,59,396,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7225,1.5,853610,0,673,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7226,1.2,853613,0,188,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7227,1,853472,0,1609,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7228,0.4,853473,0,415,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7229,1,853474,0,415,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7230,1,853475,0,416,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7231,2.5,853476,0,1283,213,908,3572,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7232,1.5,853553,0,1451,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7233,1.25,853420,0,1908,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7234,1.9,853554,0,1759,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7235,1.25,853594,0,782,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7236,1.9,853595,0,1949,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7237,1,853596,0,0,49,386,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7238,1,853597,0,0,213,537,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7239,1,0,0,661,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7240,2,0,0,1812,0,1317,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7241,1.6,0,0,1812,0,1315,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7242,1.6,0,0,1812,0,1316,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7243,1,0,0,0,516,964,7626,0,0,0,0,15,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7244,1,0,0,414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7245,1,0,0,2023,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,False,False,False,False,False,False,False
7246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
7247,1,0,0,480,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,False,False,True,False,False,False
7248,1.5,0,0,1430,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7249,0.75,0,0,1430,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7250,0.9,0,0,0,307,669,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7251,1,0,0,0,579,1081,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7252,0.4,0,0,877,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7253,1,0,30281,0,585,670,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7254,1,0,30931,0,607,670,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7255,1,0,30281,0,245,670,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7256,1,0,0,0,308,670,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7257,1,0,0,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,False,False,True,False,False,False
7258,1.5,0,0,1001,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False,False
7259,1.5,0,0,1001,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False,False
7260,1,0,0,0,221,969,7641,0,0,0,0,20,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7261,1,0,0,0,116,471,8851,0,0,0,0,20,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7262,1,0,0,0,217,996,7641,0,4,0,2,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7263,1,0,0,476,0,0,0,0,4,0,0,2,3,0,0,0,0,0,0,True,True,False,True,False,False,False
7264,1,0,0,1201,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7265,1,0,0,1006,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7266,1,0,30960,0,116,471,8851,0,4,0,0,0,3,0,1,0,0,0,0,False,False,False,False,False,False,False
7267,2,0,0,1862,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,True,False,True,False,False,False
7268,1,0,0,0,201,524,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7269,1,0,0,0,221,227,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7270,1,0,0,0,221,220,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7271,1,0,0,0,221,224,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7272,1,0,0,0,221,222,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7273,1,0,0,0,648,1226,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7274,1,0,0,0,651,1229,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7275,1,0,0,0,650,1228,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7276,1,0,0,1653,649,1227,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7277,1,0,0,0,524,961,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7278,1,0,0,0,524,961,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7279,1,0,0,0,518,900,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7280,1,0,0,0,518,900,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7281,1,0,0,0,518,900,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7282,1,0,0,0,4,95,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7283,1,0,0,0,4,95,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7284,1,0,0,0,4,95,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7285,1,0,0,0,217,178,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7286,1,0,0,0,217,178,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7287,1,0,0,0,217,178,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7288,1,0,0,0,217,996,7641,0,4,0,2,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7289,1,0,0,0,647,1225,7641,0,4,0,2,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7290,1,0,0,0,516,964,7626,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7291,1,0,0,414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7292,0.97,0,0,0,646,1329,7642,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7293,1,0,0,0,695,1325,7646,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7294,1.75,0,0,1710,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,False,True,True,True,False,False,False
7295,1.1,0,0,1872,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7296,1,0,0,476,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,False,False,True,False,False,False,False
7297,2,0,0,661,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7298,2.6,0,0,666,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,False,False,False,True,False,False,False
7299,1,0,0,1985,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7300,1,0,0,1976,0,0,0,0,4,0,2,0,8,0,1,0,0,0,0,True,True,True,False,False,False,False
7301,1,0,0,1976,0,0,0,0,4,0,2,0,8,0,1,0,0,0,0,True,True,True,False,False,False,False
7302,6,0,0,2008,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,False,True,True,True,False,False,False
7303,0.5,0,0,1231,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False,False
7304,1.1,0,0,226,0,0,3292,0,4,0,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False,False
7305,0.8,0,0,1755,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7306,1,0,0,1925,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,False,False,False,False
7307,1,0,0,1962,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7308,1,0,0,1963,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7309,1,0,0,480,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,True,False,True,False,False,False
7310,1,0,0,1675,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7311,1,0,0,1960,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False,False
7312,1,0,0,1740,0,1311,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7313,1,0,0,1740,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7314,1,0,0,1740,0,1309,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7315,1,0,0,1740,0,1310,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7316,1,0,0,480,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,True,False,True,False,False,False
7317,1,0,2983,480,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,True,False,False,True,False,False,False
7318,1,0,2984,480,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,True,False,False,True,False,False,False
7319,0.8,0,0,858,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7320,1,0,0,0,516,964,7626,0,0,0,0,15,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7321,1,0,0,414,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7322,0.97,0,0,1652,646,1224,7642,0,0,0,0,15,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7323,1,0,0,0,622,1191,7641,0,0,0,0,15,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7324,1,0,0,0,613,1178,7648,0,0,0,0,15,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7325,1,0,0,0,37,941,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7326,1,0,0,0,37,943,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7327,1,0,0,0,41,384,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7328,1,0,0,0,36,1312,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7329,1,0,0,0,38,1313,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7330,1,0,0,0,41,1314,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7331,1,0,0,0,690,1318,7651,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7332,1.15,0,0,1873,0,1380,3907,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7333,1,0,0,1812,0,1317,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7334,1,0,0,1812,0,1315,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7335,1,0,0,1812,0,1316,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7336,1,0,0,0,213,1268,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7337,1,0,0,0,213,1288,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7338,1,0,0,0,213,1332,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7339,1,0,0,0,325,685,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False
7340,2,0,0,789,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False
7341,1,0,0,0,313,675,7641,0,0,0,0,15,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7342,1,0,0,0,606,20,7641,0,0,0,0,15,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7343,2.7,0,0,1986,0,1399,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7344,1,0,0,1293,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7345,1.5,0,0,1451,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7346,1,0,0,1449,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7347,1,0,0,1452,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7348,1,0,0,1006,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7349,2.5,0,0,1509,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7350,1,0,0,0,308,1379,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7351,0.9,0,0,0,307,669,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7352,1,0,0,0,579,1081,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7353,0.4,0,3072,877,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7354,1.6,0,0,316,0,0,0,0,4,0,2,0,15,0,1,0,0,0,0,False,True,True,True,False,False,False
7355,1.3,0,2936,1717,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7356,1.3,0,2936,1717,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7357,1.1,0,0,0,545,1460,7641,0,0,0,0,15,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7358,1,0,0,0,574,1461,7641,0,0,0,0,15,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7359,1,0,0,0,767,1457,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7360,1,0,0,0,590,368,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7361,1,0,0,0,587,370,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7362,2.2,0,0,1850,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7363,2.5,0,0,602,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7364,2.8,0,0,1301,0,1124,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7365,3,0,0,1542,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7366,1.7,0,0,1717,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7367,1.7,0,0,948,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7368,2.3,0,0,1869,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7369,2,0,0,1852,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7370,2.3,0,0,1720,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7371,0.9,0,0,0,413,705,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7372,1,0,0,0,251,511,7641,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7373,1,0,0,1740,0,1305,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7374,1,0,0,1740,0,1304,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7375,1,0,0,1740,0,1303,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7376,1.8,0,0,1740,0,1305,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7377,1,0,0,1041,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7378,0.8,853531,0,1772,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7379,1.6,0,0,1733,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7380,2,853446,0,1945,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7381,1,0,0,1207,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,True,False,True,False,False,False
7382,1.5,0,0,1100,0,907,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7383,1,0,0,480,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,False,False,True,False,False,False
7384,1.25,0,0,822,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7385,1,0,0,0,308,1377,7641,0,4,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7386,3,0,0,1913,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,True,False,True,False,False,False
7387,3,0,0,1914,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,True,True,False,True,False,False,False
7388,1.8,0,0,977,0,0,0,0,4,0,2,0,0,27,1,0,0,0,0,False,True,True,True,False,False,False
7389,1.8,0,0,977,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,False,True,True,True,False,False,False
7390,1.1,0,0,0,749,1397,7630,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
7391,0.9,0,0,1524,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False,False
