#,Quest0,Quest1,DefaultTalk,Unknown0
2032605.3,69142,0,596224,0
2032605.4,69179,0,596225,0
2032605.5,0,69190,596226,10
2032605.6,69317,0,597126,0
2032606.0,0,0,596227,0
2032606.1,0,68836,596228,5
2032606.2,68878,0,596229,0
2032606.3,69142,0,596230,0
2032606.4,69179,0,596231,0
2032606.5,0,69190,596232,10
2032606.6,0,69313,597189,3
2032606.7,69317,0,597146,0
2032607.0,0,0,596233,0
2032607.1,68878,0,596234,0
2032607.2,69142,0,596235,0
2032607.3,69179,0,596236,0
2032607.4,0,69190,596237,10
2032608.0,0,0,596238,0
2032608.1,68878,0,596239,0
2032608.2,69142,0,596240,0
2032608.3,69179,0,596241,0
2032608.4,0,69190,596242,10
2032609.0,0,0,596243,0
2032609.1,68878,0,596244,0
2032609.2,69142,0,596245,0
2032609.3,69179,0,596246,0
2032609.4,0,69190,596247,10
2032609.5,69317,0,597136,0
2032610.0,0,0,596248,0
2032610.1,68878,0,596249,0
2032610.2,69142,0,596250,0
2032610.3,69179,0,596251,0
2032610.4,0,69190,596252,10
2032611.0,0,0,596253,0
2032611.1,68878,0,596254,0
2032611.2,69142,0,596255,0
2032611.3,69179,0,596256,0
2032611.4,0,69190,596257,10
2032612.0,0,0,596258,0
2032612.1,68878,0,596259,0
2032612.2,69142,0,596260,0
2032612.3,69179,0,596261,0
2032612.4,0,69190,596262,10
2032613.0,0,0,596263,0
2032613.1,68878,0,596264,0
2032613.2,69142,0,596265,0
2032613.3,69179,0,596266,0
2032613.4,0,69190,596267,10
2032614.0,0,0,596268,0
2032614.1,68878,0,596269,0
2032614.2,69142,0,596270,0
2032614.3,69179,0,596271,0
2032614.4,0,69190,596272,10
2032615.0,0,0,596273,0
2032615.1,68878,0,596274,0
2032615.2,69142,0,596275,0
2032615.3,69179,0,596276,0
2032615.4,0,69190,596277,10
2032616.0,0,0,596278,0
2032616.1,68878,0,596279,0
2032616.2,69142,0,596280,0
2032616.3,69179,0,596281,0
2032616.4,0,69190,596282,10
2032617.0,0,0,596283,0
2032617.1,68878,0,596284,0
2032617.2,69142,0,596285,0
2032617.3,69179,0,596286,0
2032617.4,0,69190,596287,10
2032618.0,0,0,596288,0
2032618.1,68878,0,596289,0
2032618.2,69142,0,596290,0
2032618.3,69179,0,596291,0
2032618.4,0,69190,596292,10
2032619.0,0,0,596293,0
2032619.1,68878,0,596294,0
2032619.2,69142,0,596295,0
2032619.3,69179,0,596296,0
2032619.4,0,69190,596297,10
2032620.0,0,0,596298,0
2032620.1,68878,0,596299,0
2032620.2,69142,0,596300,0
2032620.3,69179,0,596301,0
2032620.4,0,69190,596302,10
2032621.0,0,0,596333,0
2032621.1,69204,0,596334,0
2032622.0,0,0,596335,0
2032622.1,69204,0,596336,0
2032623.0,0,0,596348,0
2032623.1,68873,0,596349,0
2032623.2,0,68876,596350,3
2032623.3,69179,0,596351,0
2032623.4,0,69190,596352,10
2032624.0,0,0,596353,0
2032624.1,68873,0,596354,0
2032624.2,0,68876,596355,3
2032624.3,69179,0,596356,0
2032624.4,0,69190,596357,10
2032625.0,0,0,596358,0
2032625.1,68873,0,596359,0
2032625.2,0,68876,596360,3
2032625.3,69179,0,596361,0
2032625.4,0,69190,596362,10
2032626.0,0,0,596363,0
2032626.1,68873,0,596364,0
2032626.2,0,68876,596365,3
2032626.3,69179,0,596366,0
2032626.4,0,69190,596367,10
2032627.0,0,0,596368,0
2032627.1,0,69190,596369,10
2032628.0,0,0,596370,0
2032628.1,68873,0,596371,0
2032628.2,69017,0,596372,0
2032628.3,69018,0,596373,0
2032628.4,0,68876,596374,3
2032628.5,69179,0,596375,0
2032628.6,0,69190,596376,10
2032629.0,0,0,596377,0
2032629.1,0,69190,596378,10
2032630.0,0,0,596379,0
2032630.1,0,68876,596380,3
2032630.2,69179,0,596381,0
2032630.3,0,69190,596382,10
2032631.0,0,0,596383,0
2032631.1,0,69190,596384,10
2032632.0,0,0,596385,0
2032632.1,0,69190,596386,10
2032633.0,0,0,596387,0
2032633.1,68867,0,596388,0
2032633.2,0,68876,596389,3
2032633.3,69179,0,596390,0
2032633.4,0,69190,596391,10
2032634.0,0,0,596392,0
2032634.1,68867,0,596393,0
2032634.2,0,68876,596394,3
2032634.3,69179,0,596395,0
2032634.4,0,69190,596396,10
2032635.0,0,0,596397,0
2032635.1,0,68876,596398,3
2032635.2,69179,0,596399,0
2032635.3,0,69190,596400,10
2032636.0,0,0,596401,0
2032636.1,0,68876,596402,3
2032636.2,69179,0,596403,0
2032636.3,0,69190,596404,10
2032637.0,0,0,596405,0
2032637.1,68867,0,596406,0
2032637.2,0,68876,596407,3
2032637.3,69179,0,596408,0
2032637.4,0,69190,596409,10
2032638.0,0,0,596410,0
2032638.1,0,69190,596411,10
2032639.0,0,0,596412,0
2032639.1,0,69190,596413,10
2032640.0,0,0,596414,0
2032640.1,0,69190,596415,10
2032640.2,69302,0,596867,0
2032640.3,69316,0,597120,0
2032641.0,0,0,596416,0
2032641.1,68867,0,596417,0
2032641.2,0,68876,596418,3
2032641.3,69179,0,596419,0
2032641.4,0,69190,596420,10
2032642.0,0,0,596421,0
2032642.1,69179,0,596422,0
2032642.2,0,69190,596423,10
2032643.0,0,0,596428,0
2032643.1,68826,0,596429,0
2032643.2,0,68836,596430,5
2032643.3,68840,0,596431,0
2032643.4,68878,0,596432,0
2032643.5,69142,0,596433,0
2032643.6,69179,0,596434,0
2032643.7,69181,0,596435,0
2032643.8,69182,0,596436,0
2032643.9,0,69190,596437,10
2032643.10,69300,0,596842,0
2032643.11,0,69306,596843,2
2032643.12,0,69313,597193,3
2032643.13,69317,0,597134,0
2032644.0,0,0,595649,0
2032644.1,68834,0,596438,0
2032644.2,69211,0,596628,0
2032645.0,0,0,596442,0
2032645.1,68835,0,596443,0
2032645.2,0,68836,596444,5
2032645.3,68838,0,596445,0
2032645.4,68878,0,596446,0
2032645.5,69142,0,596447,0
2032645.6,69179,0,596448,0
2032645.7,69181,0,596449,0
2032645.8,69182,0,596450,0
2032645.9,0,69190,596451,10
2032645.10,69300,0,596840,0
2032645.11,0,69306,596841,2
2032645.12,69314,0,597111,0
2032645.13,0,70282,599383,255
2032645.14,0,70286,599384,2
2032646.0,0,0,596452,0
2032646.1,0,68836,596453,5
2032646.2,68839,0,596454,0
2032646.3,68878,0,596455,0
2032646.4,69144,0,596456,0
2032646.5,69179,0,596457,0
2032646.6,69180,0,596458,0
2032646.7,69182,0,596459,0
2032646.8,0,69190,596460,10
2032646.9,69300,0,596831,0
2032646.10,0,69306,596832,2
2032646.11,69307,0,597099,0
2032646.12,69317,0,597100,0
2032647.0,0,0,596343,0
2032647.1,68932,0,596461,0
2032648.0,0,0,596462,0
2032648.1,0,68836,596463,5
2032648.2,68838,0,596464,0
2032648.3,68841,0,596465,0
2032648.4,68878,0,596466,0
2032648.5,69142,0,596467,0
2032648.6,69179,0,596468,0
2032648.7,69180,0,596469,0
2032648.8,69182,0,596470,0
2032648.9,0,69190,596471,10
2032648.10,69300,0,596833,0
2032648.11,0,69306,596834,2
2032648.12,69317,0,597139,0
2032649.0,0,0,596483,0
2032649.1,68841,0,596484,0
2032649.2,69144,0,596485,0
2032649.3,69158,0,596486,0
2032650.0,0,0,596491,0
2032650.1,68832,0,596492,0
2032651.0,0,0,596495,0
2032651.1,68864,0,596590,0
2032651.2,68865,0,596496,0
2032652.0,0,0,596497,0
2032652.1,68864,0,596498,0
2032652.2,68867,0,596499,0
2032652.3,68876,0,596500,0
2032652.4,68877,0,596586,0
2032652.5,68878,0,596501,0
2032652.6,69179,0,596502,0
2032652.7,0,69190,596503,10
2032652.8,69209,0,595633,0
2032652.9,69302,0,596866,0
2032652.10,0,69317,597097,4
2032652.11,69318,0,597098,0
2032652.12,0,70282,599391,255
2032652.13,0,70286,599392,2
2032653.0,0,0,596504,0
2032653.1,69179,0,596505,0
2032653.2,0,69190,596506,10
2032653.3,69302,0,596863,0
2032653.4,69316,0,597117,0
2032653.5,0,70286,599401,2
2032654.0,0,0,596507,0
2032654.1,69179,0,596508,0
2032654.2,0,69190,596509,10
2032654.3,69302,0,596864,0
2032654.4,69316,0,597118,0
2032654.5,0,70286,599402,2
2032655.0,0,0,596510,0
2032655.1,69179,0,596511,0
2032655.2,0,69190,596512,10
2032655.3,69302,0,596865,0
2032655.4,69316,0,597119,0
2032655.5,0,70286,599403,2
2032656.0,0,0,596591,0
2032656.1,69153,0,596516,0
2032656.2,0,69157,596517,3
2032656.3,69179,0,596518,0
2032656.4,0,69190,596519,10
2032657.0,0,0,596521,0
2032657.1,0,69157,596522,3
2032657.2,69179,0,596523,0
2032657.3,0,69190,596524,10
2032657.4,69212,0,596623,0
2032657.5,69317,0,597094,0
2032657.6,0,70282,599393,255
2032657.7,0,70286,599394,2
2032658.0,0,0,596525,0
2032658.1,0,69157,596526,3
2032658.2,69179,0,596527,0
2032658.3,0,69190,596528,10
2032658.4,69212,0,596621,0
2032658.5,69317,0,597095,0
2032658.6,0,70282,599397,255
2032658.7,0,70286,599398,2
2032659.0,0,0,596529,0
2032659.1,0,69157,596530,3
2032659.2,69179,0,596531,0
2032659.3,0,69190,596532,10
2032659.4,69212,0,596622,0
2032659.5,69317,0,597096,0
2032659.6,0,70282,599395,255
2032659.7,0,70286,599396,2
2032660.0,0,0,596534,0
2032660.1,68824,0,596583,0
2032660.2,68825,0,596581,0
2032660.3,68826,0,596535,0
2032660.4,69179,0,596536,0
2032660.5,0,69190,596537,10
2032661.0,0,0,596538,0
2032661.1,68822,0,596539,0
2032661.2,68824,0,596584,0
2032661.3,68825,0,596582,0
2032661.4,68826,0,596540,0
2032661.5,69179,0,596541,0
2032661.6,0,69190,596542,10
2032661.7,69217,0,596624,0
2032661.8,0,69313,597101,4
2032661.9,0,69316,597102,2
2032661.10,0,70282,599385,2
2032661.11,0,70286,599386,2
2032662.0,0,0,596544,0
2032662.1,69143,0,596545,0
2032663.0,0,0,596546,0
2032663.1,69143,0,596547,0
2032664.0,0,0,596548,0
2032664.1,69143,0,596549,0
2032665.0,0,0,596550,0
2032665.1,69144,0,596551,0
2032666.0,0,0,596552,0
2032666.1,0,69190,596553,10
2032666.2,0,69300,596827,1
2032666.3,69300,0,596828,0
2032666.4,0,69306,596829,4
2032666.5,69317,0,597151,0
2032666.6,0,69955,598884,255
2032666.7,0,70000,598885,7
2032666.8,0,70281,599378,1
2032666.9,0,70282,599379,5
2032666.10,0,70284,599380,6
2032666.11,0,70286,599381,1
2032666.12,0,70286,599382,2
2032667.0,0,0,596554,0
2032667.1,0,69157,596555,3
2032667.2,0,69190,596556,10
2032667.3,69211,0,596618,0
2032667.4,69212,0,596649,0
2032667.5,0,69315,597116,255
2032668.0,0,0,596561,0
2032668.1,68817,0,596562,0
2032668.2,69190,0,596563,0
2032669.0,0,0,596564,0
2032669.1,69190,0,596565,0
2032669.2,69209,0,596609,0
2032669.3,0,69318,597168,255
2032669.4,69545,0,597331,0
2032670.0,0,0,596566,0
2032670.1,69190,0,596567,0
2032670.2,69218,0,596608,0
2032671.0,0,0,596568,0
2032671.1,69190,0,596569,0
2032671.2,69218,0,596607,0
2032672.0,0,0,596570,0
2032672.1,69190,0,596571,0
2032673.0,0,0,594594,0
2032673.1,66174,0,594595,0
2032674.0,0,0,596575,0
2032674.1,66174,0,596576,0
2032675.0,0,0,596593,0
2032675.1,69258,0,596594,0
2032675.2,69259,0,596595,0
2032676.0,0,0,596596,0
2032676.1,69258,0,596597,0
2032676.2,69259,0,596598,0
2032677.0,0,0,596600,0
2032677.1,69220,0,596601,0
2032677.2,69221,0,596602,0
2032677.3,69222,0,596603,0
2032677.4,69223,0,596660,0
2032677.5,69224,0,596661,0
2032678.0,0,0,596662,0
2032678.1,69223,0,596663,0
2032679.0,0,0,596604,0
2032679.1,69258,0,596605,0
2032679.2,69259,0,596606,0
2032680.0,0,0,596640,0
2032680.1,69321,0,596718,0
2032680.2,0,69490,597022,255
2032680.3,69534,0,597212,0
2032680.4,69579,0,597334,0
2032680.5,69580,0,597335,0
2032680.6,69581,0,597336,0
2032680.7,69582,0,597337,0
2032680.8,69583,0,597338,0
2032680.9,69584,0,597339,0
2032680.10,69585,0,597340,0
2032680.11,69589,0,597341,0
2032681.0,0,0,596656,0
2032681.1,69266,0,596657,0
2032682.0,0,0,596610,0
2032682.1,69218,0,596611,0
2032682.2,69286,0,596612,0
2032682.3,69297,0,596830,0
2032682.4,0,69310,597110,255
2032682.5,0,69318,597085,255
2032682.6,69545,0,597297,0
2032682.7,0,69546,597304,255
2032682.8,69594,0,597411,0
2032682.9,0,69599,597425,255
2032682.10,0,69600,597656,2
2032682.11,69600,0,597440,0
2032682.12,69602,0,597449,0
2032682.13,69893,0,598355,0
2032683.0,0,0,596619,0
2032683.1,69218,0,596620,0
2032684.0,0,0,596625,0
2032684.1,69217,0,596626,0
2032684.2,0,69313,597103,4
2032684.3,0,69316,597104,2
2032684.4,0,70282,599387,2
2032684.5,0,70286,599388,2
2032685.0,0,0,596641,0
2032685.1,69218,0,596642,0
2032686.0,0,0,595640,0
2032686.1,69211,0,596630,0
2032687.0,0,0,596664,0
2032687.1,69219,0,596665,0
2032687.2,69223,0,596666,0
2032688.0,0,0,596701,0
2032688.1,67752,0,596702,0
2032689.0,0,0,596669,0
2032689.1,69219,0,596670,0
2032689.2,69223,0,596671,0
2032690.0,0,0,596682,0
2032690.1,69274,0,596683,0
2032691.0,0,0,592442,0
2032691.1,69208,0,596678,0
2032692.0,0,0,596708,0
2032692.1,69217,0,596709,0
2032693.0,0,0,596712,0
2032693.1,35030,0,596713,0
2032693.2,0,69525,597028,1
2032693.3,69529,0,597029,0
2032693.4,35031,0,597030,0
2032694.0,0,0,596714,0
2032694.1,69292,0,596715,0
2032694.2,69293,0,596715,0
2032694.3,69294,0,596715,0
2032695.0,0,0,596720,0
2032695.1,69331,0,596721,0
2032695.2,69332,0,596722,0
2032695.3,69333,0,596723,0
2032695.4,0,69334,596782,255
2032695.5,69335,0,596783,0
2032696.0,0,0,596724,0
2032696.1,69331,0,596725,0
2032696.2,69332,0,596726,0
2032696.3,69333,0,596727,0
2032696.4,69334,0,596784,0
2032696.5,69335,0,596785,0
2032697.0,0,0,596728,0
2032697.1,69333,0,596729,0
2032697.2,0,69334,596786,255
2032698.0,0,0,596737,0
2032698.1,69319,0,596716,0
2032698.2,69431,0,596918,0
2032698.3,69516,0,597231,0
2032698.4,69568,0,597369,0
2032699.0,0,0,596730,0
2032699.1,69382,0,596731,0
2032699.2,0,69383,596754,255
2032699.3,69383,0,596755,0
2032700.0,0,0,596762,0
2032700.1,69384,0,596763,0
2032700.2,69385,0,596764,0
2032700.3,69428,0,597018,0
2032700.4,69429,0,597019,0
2032700.5,69430,0,597020,0
2032700.6,69518,0,597239,0
2032701.0,0,0,596757,0
2032701.1,69376,0,596770,0
2032701.2,69495,0,597074,0
2032701.3,69539,0,597271,0
2032702.0,0,0,596758,0
2032702.1,69376,0,596771,0
2032702.2,69495,0,597075,0
2032702.3,69539,0,597272,0
2032703.0,0,0,596772,0
2032703.1,69379,0,596773,0
2032704.0,0,0,596774,0
2032704.1,69379,0,596775,0
2032705.0,0,0,596776,0
2032705.1,69379,0,596777,0
2032706.0,0,0,596779,0
2032706.1,67631,0,596780,0
2032707.0,0,0,596787,0
2032707.1,0,69331,596788,1
2032707.2,69331,0,596789,0
2032707.3,69332,0,596790,0
2032707.4,69333,0,596791,0
2032707.5,0,69334,596792,255
2032707.6,69334,0,596873,0
2032707.7,0,69335,596874,255
2032707.8,69335,0,596875,0
2032708.0,0,0,596793,0
2032708.1,0,69331,596794,1
2032708.2,0,69331,596795,2
2032708.3,0,69331,596796,255
2032708.4,69331,0,596797,0
2032708.5,0,69332,596798,2
2032708.6,0,69332,596877,4
2032708.7,69332,0,596878,0
2032708.8,0,69333,596879,1
2032708.9,0,69333,596880,3
2032708.10,69333,0,596881,0
2032708.11,0,69334,596882,1
2032708.12,69334,0,596883,0
2032708.13,0,69335,596884,1
2032708.14,0,69335,596885,2
2032708.15,69335,0,596886,0
2032709.0,0,0,592542,0
2032709.1,69261,0,596895,0
2032709.2,69496,0,597160,0
2032709.3,69538,0,597269,0
2032710.0,0,0,596799,0
2032710.1,0,69331,596800,2
2032710.2,0,69331,596801,255
2032710.3,69331,0,596802,0
2032710.4,0,69332,596887,1
2032710.5,0,69332,596888,4
2032710.6,69332,0,596889,0
2032710.7,0,69333,596890,1
2032710.8,0,69333,596891,3
2032710.9,69333,0,596892,0
2032710.10,0,69334,596893,1
2032711.0,0,0,596806,0
2032711.1,69333,0,596807,0
2032711.2,0,69334,596876,3
2032711.3,0,69334,596894,4
2032712.0,0,0,596821,0
2032712.1,69505,0,597165,0
2032712.2,69506,0,597166,0
2032712.3,69573,0,597323,0
2032712.4,69575,0,597324,0
2032712.5,69632,0,597460,0
2032712.6,69637,0,597461,0
2032713.0,0,0,596822,0
2032713.1,69319,0,596823,0
2032713.2,69372,0,596823,0
2032714.0,0,0,595251,0
2032714.1,69306,0,596897,0
2032714.2,69314,0,597112,0
2032715.0,0,0,595558,0
2032715.1,69306,0,596898,0
2032715.2,69314,0,597113,0
2032715.3,69521,0,597256,0
2032715.4,69524,0,597257,0
2032716.0,0,0,595206,0
2032716.1,69306,0,596901,0
2032716.2,69314,0,597114,0
2032716.3,69521,0,597258,0
2032716.4,69524,0,597259,0
2032717.0,0,0,595554,0
2032717.1,69306,0,596899,0
2032717.2,69314,0,597115,0
2032718.0,0,0,592552,0
2032718.1,69261,0,596902,0
2032719.0,0,0,596759,0
2032719.1,69376,0,596905,0
2032719.2,0,69495,597060,2
2032719.3,69495,0,597062,0
2032720.0,0,0,596912,0
2032720.1,67913,0,596913,0
2032720.2,69387,0,596914,0
2032721.0,0,0,596761,0
2032721.1,69385,0,596915,0
2032721.2,69428,0,597015,0
2032721.3,69429,0,597016,0
2032721.4,69430,0,597017,0
2032721.5,69518,0,597236,0
2032721.6,69519,0,597237,0
2032721.7,69520,0,597238,0
2032722.0,0,0,596933,0
2032722.1,0,69433,596934,1
2032722.2,69433,0,596935,0
2032722.3,69434,0,596936,0
2032722.4,0,69435,597070,2
2032722.5,0,69435,596937,4
2032722.6,69435,0,596938,0
2032722.7,69436,0,596939,0
2032722.8,0,69437,596940,1
2032722.9,69437,0,596941,0
2032723.0,0,0,596942,0
2032723.1,69434,0,596943,0
2032723.2,0,69435,596945,255
2032723.3,69435,0,596946,0
2032723.4,0,69436,596947,1
2032723.5,69436,0,596948,0
2032723.6,0,69437,596949,1
2032724.0,0,0,596950,0
2032724.1,69433,0,596951,0
2032724.2,69434,0,596952,0
2032724.3,0,69435,596953,1
2032724.4,69435,0,596954,0
2032724.5,0,69436,596955,3
2032724.6,69436,0,596956,0
2032724.7,0,69437,596957,1
2032724.8,0,69437,596958,2
2032724.9,69437,0,596959,0
2032725.0,0,0,596960,0
2032725.1,69433,0,596961,0
2032725.2,69434,0,596962,0
2032725.3,0,69435,596963,1
2032725.4,69435,0,596964,0
2032725.5,0,69436,596965,1
2032725.6,0,69436,596966,3
2032725.7,69436,0,596967,0
2032725.8,0,69437,596968,1
2032725.9,0,69437,596969,2
2032725.10,69437,0,596970,0
2032726.0,0,0,596971,0
2032726.1,69436,0,596972,0
2032727.0,0,0,596973,0
2032727.1,69435,0,596974,0
2032727.2,69437,0,596975,0
2032728.0,0,0,596976,0
2032728.1,69433,0,596977,0
2032728.2,69434,0,596978,0
2032728.3,69435,0,596979,0
2032728.4,69436,0,596980,0
2032728.5,69437,0,596981,0
2032729.0,0,0,596982,0
2032729.1,69437,0,596983,0
2032730.0,0,0,596985,0
2032730.1,69437,0,596986,0
2032731.0,0,0,596992,0
2032731.1,69426,0,596993,0
2032732.0,0,0,596994,0
2032732.1,69426,0,596995,0
2032732.2,69427,0,596996,0
2032733.0,0,0,597000,0
2032733.1,0,69490,597001,1
2032733.2,0,69490,597002,6
2032734.0,0,0,595524,0
2032734.1,0,69488,597005,3
2032734.2,69489,0,597006,0
2032734.3,69585,0,597388,0
2032735.0,0,0,595525,0
2032735.1,0,69488,597007,3
2032735.2,69489,0,597008,0
2032735.3,69585,0,597405,0
2032736.0,0,0,595528,0
2032736.1,0,69488,597011,3
2032736.2,69489,0,597012,0
2032736.3,69585,0,597403,0
2032737.0,0,0,595529,0
2032737.1,0,69488,597013,3
2032737.2,69489,0,597014,0
2032737.3,69585,0,597406,0
2032738.0,0,0,596766,0
2032738.1,69428,0,597021,0
2032738.2,69518,0,597240,0
2032739.0,0,0,600732,0
2032739.1,70789,0,600733,0
2032739.2,0,70790,600735,1
2032739.3,70790,0,600740,0
2032740.0,0,0,0,0
2032740.1,0,0,0,0
2032741.0,0,0,597034,0
2032741.1,69502,0,597035,0
2032742.0,0,0,596767,0
2032742.1,0,69495,597061,2
2032742.2,69495,0,597063,0
2032742.3,69539,0,597273,0
2032743.0,0,0,597071,0
2032743.1,69497,0,597072,0
2032744.0,0,0,596756,0
2032744.1,69495,0,597073,0
2032744.2,69539,0,597270,0
2032745.0,0,0,596627,0
2032745.1,0,69313,597105,4
2032745.2,0,69316,597106,2
2032745.3,0,70282,599389,2
2032745.4,0,70286,599390,2
2032746.0,0,0,597033,0
2032746.1,69505,0,597164,0
2032746.2,69573,0,597325,0
2032746.3,69576,0,597326,0
2032746.4,69632,0,597462,0
2032746.5,69637,0,597463,0
2032747.0,0,0,596710,0
2032747.1,0,69488,597194,3
2032747.2,69489,0,597172,0
2032747.3,69534,0,597211,0
2032747.4,69585,0,597401,0
2032747.5,69589,0,597402,0
2032748.0,0,0,596908,0
2032748.1,69494,0,597179,0
2032748.2,0,69537,597319,255
2032749.0,0,0,596909,0
2032749.1,69494,0,597180,0
2032749.2,69535,0,597031,0
2032749.3,0,69537,597320,255
2032750.0,0,0,596910,0
2032750.1,69494,0,597181,0
2032750.2,0,69537,597321,255
2032751.0,0,0,595181,0
2032751.1,0,69313,597185,3
2032752.0,0,0,597196,0
2032752.1,0,69532,597197,1
2032752.2,0,69533,597198,1
2032752.3,69533,0,597199,0
2032753.0,0,0,597200,0
2032753.1,69533,0,597201,0
2032754.0,0,0,597205,0
2032754.1,0,69533,597206,4
2032754.2,0,69533,597207,6
2032754.3,69533,0,597208,0
2032755.0,0,0,597210,0
2032755.1,0,69533,597219,6
2032755.2,69533,0,597220,0
2032756.0,0,0,594869,0
2032756.1,69533,0,597191,0
2032757.0,0,0,597064,0
2032757.1,69534,0,597214,0
2032757.2,0,69570,597399,5
2032758.0,0,0,597065,0
2032758.1,69534,0,597215,0
2032758.2,0,69570,597279,5
2032758.3,69585,0,597350,0
2032758.4,69589,0,597386,0
2032759.0,0,0,597066,0
2032759.1,69534,0,597216,0
2032759.2,0,69570,597277,6
2032759.3,69585,0,597347,0
2032759.4,69589,0,597387,0
2032760.0,0,0,597067,0
2032760.1,69534,0,597217,0
2032760.2,0,69570,597278,6
2032761.0,0,0,597068,0
2032761.1,69534,0,597218,0
2032761.2,0,69570,597276,6
2032761.3,69585,0,597344,0
2032761.4,69589,0,597389,0
2032762.0,0,0,597223,0
2032762.1,69559,0,597224,0
2032763.0,0,0,596919,0
2032763.1,69516,0,597227,0
2032764.0,0,0,596920,0
2032764.1,69516,0,597228,0
2032765.0,0,0,597248,0
2032765.1,69541,0,597249,0
2032766.0,0,0,597250,0
2032766.1,69542,0,597251,0
2032767.0,0,0,597252,0
2032767.1,69524,0,597253,0
2032768.0,0,0,597254,0
2032768.1,69524,0,597255,0
2032769.0,0,0,595555,0
2032769.1,69521,0,597260,0
2032770.0,0,0,596768,0
2032770.1,69539,0,597274,0
2032771.0,0,0,596769,0
2032771.1,69539,0,597275,0
2032772.0,0,0,597232,0
2032772.1,69558,0,597233,0
2032773.0,0,0,597282,0
2032773.1,69527,0,597283,0
2032773.2,69528,0,597284,0
2032774.0,0,0,597285,0
2032774.1,0,69526,597286,2
2032774.2,69529,0,597287,0
2032774.3,35031,0,597288,0
2032774.4,70309,0,599325,0
2032774.5,0,70310,599258,1
2032774.6,70310,0,599259,0
2032774.7,0,70311,599260,1
2032774.8,70311,0,599261,0
2032774.9,0,70312,599262,1
2032774.10,70312,0,599326,0
2032774.11,70313,0,599327,0
2032774.12,35032,0,599263,0
2032775.0,0,0,597087,0
2032775.1,0,69543,597290,1
2032776.0,0,0,597092,0
2032776.1,0,69545,597291,4
2032776.2,69545,0,597298,0
2032777.0,0,0,597090,0
2032777.1,0,69545,597292,4
2032777.2,69545,0,597299,0
2032778.0,0,0,597089,0
2032778.1,0,69545,597293,4
2032778.2,69545,0,597300,0
2032779.0,0,0,597088,0
2032779.1,0,69545,597294,4
2032779.2,69545,0,597301,0
2032780.0,0,0,597091,0
2032780.1,0,69545,597295,4
2032780.2,69545,0,597302,0
2032781.0,0,0,597086,0
2032781.1,69545,0,597296,0
2032781.2,0,69546,597303,255
2032781.3,69594,0,597412,0
2032782.0,0,0,590431,0
2032782.1,69548,0,597306,0
2032782.2,0,69551,597310,2
2032783.0,0,0,590438,0
2032783.1,69548,0,597307,0
2032784.0,0,0,590502,0
2032784.1,69550,0,597309,0
2032784.2,0,70000,598616,7
2032785.0,0,0,597408,0
2032785.1,69589,0,597409,0
2032786.0,0,0,597400,0
2032786.1,69586,0,597342,0
2032786.2,69581,0,597467,0
2032786.3,69587,0,597343,0
2032786.4,69583,0,597466,0
2032787.0,0,0,597356,0
2032787.1,69587,0,597345,0
2032788.0,0,0,597384,0
2032788.1,69588,0,597348,0
2032788.2,69584,0,597349,0
2032789.0,0,0,597353,0
2032789.1,69626,0,597354,0
2032790.0,0,0,597358,0
2032790.1,69618,0,597359,0
2032790.2,69619,0,597363,0
2032791.0,0,0,597329,0
2032791.1,69615,0,597364,0
2032791.2,69616,0,597365,0
2032792.0,0,0,597457,0
2032792.1,69632,0,597458,0
2032792.2,69637,0,597459,0
2032793.0,0,0,597226,0
2032793.1,69568,0,597372,0
2032794.0,0,0,597041,0
2032794.1,69624,0,597456,0
2032795.0,0,0,596929,0
2032795.1,69568,0,597376,0
2032795.2,0,70298,599249,255
2032796.0,0,0,597229,0
2032796.1,0,69567,597377,7
2032796.2,69568,0,597379,0
2032796.3,0,70298,599248,255
2032797.0,0,0,597230,0
2032797.1,0,69567,597378,7
2032797.2,69568,0,597380,0
2032797.3,0,70298,599251,255
2032798.0,0,0,596926,0
2032798.1,0,69567,597383,4
2032798.2,69568,0,597398,0
2032798.3,0,70298,599247,255
2032799.0,0,0,596916,0
2032799.1,0,69599,597432,255
2032800.0,0,0,596900,0
2032800.1,0,69599,597433,255
2032801.0,0,0,597422,0
2032801.1,0,69600,597438,1
2032802.0,0,0,597424,0
2032802.1,0,69600,597439,1
2032803.0,0,0,597470,0
2032803.1,69711,0,597471,0
2032804.0,0,0,597472,0
2032804.1,69711,0,597473,0
2032805.0,0,0,597474,0
2032805.1,69711,0,597475,0
2032806.0,0,0,597490,0
2032806.1,69690,0,597491,0
2032806.2,69691,0,597493,0
2032806.3,69692,0,597495,0
2032806.4,69693,0,597496,0
2032806.5,69694,0,597498,0
2032806.6,69695,0,597499,0
2032806.7,0,70010,597651,255
2032807.0,0,0,597506,0
2032807.1,67783,0,597507,0
2032807.2,69208,0,597508,0
2032808.0,0,0,597514,0
2032808.1,70001,0,597515,0
2032808.2,70002,0,597516,0
2032809.0,0,0,597517,0
2032809.1,70001,0,597518,0
2032809.2,70002,0,597519,0
2032810.0,0,0,597529,0
2032810.1,0,69702,597530,255
2032810.2,0,70010,597632,255
2032811.0,0,0,597531,0
2032811.1,69702,0,597532,0
2032811.2,0,70010,597631,255
2032812.0,0,0,597555,0
2032812.1,69711,0,597556,0
2032813.0,0,0,597557,0
2032813.1,0,69638,597558,2
