#,UnlockCriteria1[0],UnlockCriteria1[1],UnlockCriteria2,UnlockCriteria3,UnlockCriteria4,Unknown1,Prerequisite,UnlockType1,UnlockType2,PrerequisiteType,UnlockHint,Unknown0
963,368,0,1027665,7967619,30090,0,69190,6,41,1,44,False
964,377,0,1027998,7873402,30099,0,69190,6,41,1,44,False
965,414,0,33696,0,0,0,0,6,45,0,0,False
966,423,0,1038004,8865563,35971,0,70000,6,41,1,45,False
967,436,0,35984,0,0,0,0,6,45,0,0,False
968,482,0,1038441,9159882,40373,0,0,6,21,0,0,False
969,493,0,41473,0,0,0,0,6,14,0,0,True
970,511,0,43573,0,0,0,0,6,44,0,0,False
971,530,0,44485,0,0,0,0,6,14,0,0,True
972,537,0,1010,0,44492,0,20098,6,54,4,125,False
973,561,0,1028,0,46778,0,102,6,31,4,92,False
974,563,0,46779,0,0,0,0,6,7,0,0,False
975,266,0,40361,0,0,0,0,5,12,0,0,True
976,265,0,40360,0,0,0,0,5,12,0,0,True
977,264,0,40359,0,0,0,0,5,12,0,0,True
978,0,0,0,0,0,0,0,0,0,0,0,False
979,309,0,50334,0,0,0,70984,5,7,1,55,False
980,310,0,50335,0,0,0,0,5,6,0,0,True
981,311,0,50336,0,0,0,0,5,6,0,0,True
982,0,0,0,0,0,0,0,0,0,0,0,False
983,313,0,50333,0,0,0,0,5,12,0,0,True
984,0,0,0,0,0,0,0,0,0,0,0,False
985,0,0,0,0,0,0,0,0,0,0,0,False
986,0,0,0,0,0,0,0,0,0,0,0,False
987,317,0,50328,0,0,0,0,5,14,0,0,False
988,0,0,0,0,0,0,0,0,0,0,0,False
989,0,0,0,0,0,0,0,0,0,0,0,False
990,0,0,0,0,0,0,0,0,0,0,0,False
991,321,0,50460,0,0,0,0,5,6,0,0,True
992,322,0,50461,0,0,0,0,5,6,0,0,True
993,323,0,50462,0,0,0,0,5,6,0,0,True
994,324,0,50463,0,0,0,0,5,6,0,0,True
995,258,0,49172,0,0,0,0,9,14,0,0,False
996,259,0,49173,0,0,0,0,9,14,0,0,False
997,260,0,3825,0,0,0,0,9,11,0,0,True
998,115,0,3826,0,0,0,0,11,11,0,0,True
999,116,0,3827,0,0,0,0,11,11,0,0,True
1000,263,0,1005417,6245610,0,0,0,9,13,0,0,True
1001,117,0,1005417,6245610,0,0,0,11,13,0,0,True
1002,118,0,1005417,6245610,0,0,0,11,13,0,0,True
1003,119,0,1005417,6245610,0,0,0,11,13,0,0,True
1004,120,0,1005417,6245610,0,0,0,11,13,0,0,True
1005,121,0,1005417,6245610,0,0,0,11,13,0,0,True
1006,122,0,1005417,6245610,0,0,0,11,13,0,0,True
1007,123,0,1005417,6245610,0,0,0,11,13,0,0,True
1008,271,0,3828,0,0,0,0,9,11,0,0,False
1009,124,0,3829,0,0,0,0,11,11,0,0,False
1010,125,0,3830,0,0,0,0,11,11,0,0,False
1011,274,0,1005417,6245610,0,0,0,9,13,0,0,False
1012,126,0,1005417,6245610,0,0,0,11,13,0,0,False
1013,127,0,1005417,6245610,0,0,0,11,13,0,0,False
1014,128,0,1005417,6245610,0,0,0,11,13,0,0,False
1015,129,0,1005417,6245610,0,0,0,11,13,0,0,False
1016,130,0,1005417,6245610,0,0,0,11,13,0,0,False
1017,131,0,1005417,6245610,0,0,0,11,13,0,0,False
1018,132,0,1005417,6245610,0,0,0,11,13,0,0,False
1019,0,0,0,0,0,0,0,0,0,0,0,False
1020,283,0,1052650,12252214,50019,0,70984,9,48,1,55,False
1021,284,0,50021,0,0,0,0,9,55,0,0,True
1022,0,0,0,0,0,0,0,0,0,0,0,False
1023,0,0,0,0,0,0,0,0,0,0,0,False
1024,0,0,0,0,0,0,0,0,0,0,0,False
1025,0,0,0,0,0,0,0,0,0,0,0,False
1026,0,0,0,0,0,0,0,0,0,0,0,False
1027,0,0,0,0,0,0,0,0,0,0,0,False
1028,0,0,0,0,0,0,0,0,0,0,0,False
1029,0,0,0,0,0,0,0,0,0,0,0,False
1030,0,0,0,0,0,0,0,0,0,0,0,False
1031,0,0,0,0,0,0,0,0,0,0,0,False
1032,0,0,0,0,0,0,0,0,0,0,0,False
1033,0,0,0,0,0,0,0,0,0,0,0,False
1034,0,0,0,0,0,0,0,0,0,0,0,False
1035,0,0,0,0,0,0,0,0,0,0,0,False
1036,0,0,0,0,0,0,0,0,0,0,0,False
1037,0,0,0,0,0,0,0,0,0,0,0,False
1038,0,0,0,0,0,0,0,0,0,0,0,False
1039,0,0,0,0,0,0,0,0,0,0,0,False
1040,0,0,0,0,0,0,0,0,0,0,0,False
1041,0,0,0,0,0,0,0,0,0,0,0,False
1042,0,0,0,0,0,0,0,0,0,0,0,False
1043,0,0,0,0,0,0,0,0,0,0,0,False
1044,285,0,1011039,5581045,50836,0,65970,9,16,1,51,False
1045,286,0,1011039,5581045,50837,0,65970,9,16,1,51,False
1046,287,0,1011039,5581045,50838,0,65970,9,16,1,51,False
1047,288,0,1011039,5581045,50839,0,65970,9,16,1,51,False
1048,289,0,1011039,5581045,50840,0,65970,9,16,1,51,False
1049,290,0,1011039,5581045,50841,0,65970,9,16,1,51,False
1050,291,0,1011039,5581045,50842,0,65970,9,16,1,51,False
1051,292,0,1011039,5581045,50843,0,65970,9,16,1,51,False
1052,0,0,0,0,0,0,0,0,0,0,0,False
1053,0,0,0,0,0,0,0,0,0,0,0,False
1054,0,0,0,0,0,0,0,0,0,0,0,False
1055,0,0,0,0,0,0,0,0,0,0,0,False
1056,0,0,0,0,0,0,0,0,0,0,0,False
1057,0,0,0,0,0,0,0,0,0,0,0,False
1058,0,0,0,0,0,0,0,0,0,0,0,False
1059,0,0,0,0,0,0,0,0,0,0,0,False
1060,0,0,0,0,0,0,0,0,0,0,0,False
1061,0,0,0,0,0,0,0,0,0,0,0,False
1062,0,0,0,0,0,0,0,0,0,0,0,False
1063,0,0,0,0,0,0,0,0,0,0,0,False
1064,0,0,0,0,0,0,0,0,0,0,0,False
1065,0,0,0,0,0,0,0,0,0,0,0,False
1066,0,0,0,0,0,0,0,0,0,0,0,False
1067,0,0,0,0,0,0,0,0,0,0,0,False
1068,0,0,0,0,0,0,0,0,0,0,0,False
1069,0,0,0,0,0,0,0,0,0,0,0,False
1070,0,0,0,0,0,0,0,0,0,0,0,False
