#,Leve,CraftLeveTalk,Item[0],Item[1],Item[2],Item[3],ItemCount[0],ItemCount[1],ItemCount[2],ItemCount[3],Repeats
918551,1554,34,27462,0,0,0,3,0,0,0,0
918552,1555,34,27518,0,0,0,9,0,0,0,2
918553,1556,34,27447,0,0,0,3,0,0,0,0
918554,1557,34,27530,0,0,0,9,0,0,0,0
918555,1558,34,27527,0,0,0,9,0,0,0,2
918556,1559,34,27475,0,0,0,3,0,0,0,0
918557,1560,34,27540,0,0,0,9,0,0,0,0
918558,1561,34,27473,0,0,0,3,0,0,0,2
918559,1562,34,27571,0,0,0,9,0,0,0,0
918560,1563,34,27555,0,0,0,9,0,0,0,0
918561,1564,34,27441,0,0,0,3,0,0,0,2
918562,1565,34,27483,0,0,0,3,0,0,0,0
918563,1566,34,27498,0,0,0,3,0,0,0,0
918564,1567,34,27504,0,0,0,3,0,0,0,2
918565,1568,35,36196,0,0,0,3,0,0,0,0
918566,1569,35,35334,0,0,0,1,0,0,0,0
918567,1570,35,34285,0,0,0,1,0,0,0,0
918568,1571,35,34297,0,0,0,1,0,0,0,0
918569,1572,35,36198,0,0,0,3,0,0,0,0
918570,1573,35,35351,0,0,0,1,0,0,0,0
918571,1574,35,34533,0,0,0,1,0,0,0,0
918572,1575,35,35378,0,0,0,1,0,0,0,0
918573,1576,35,34689,0,0,0,1,0,0,0,0
918574,1577,35,35461,0,0,0,1,0,0,0,0
918575,1578,35,34096,0,0,0,1,0,0,0,0
918576,1579,35,35320,0,0,0,1,0,0,0,0
918577,1580,35,34245,0,0,0,1,0,0,0,0
918578,1581,35,34235,0,0,0,1,0,0,0,0
918579,1582,35,34398,0,0,0,1,0,0,0,0
918580,1583,35,35358,0,0,0,1,0,0,0,0
918581,1584,35,36171,0,0,0,3,0,0,0,0
918582,1585,35,35382,0,0,0,1,0,0,0,0
918583,1586,35,34682,0,0,0,1,0,0,0,0
918584,1587,35,35396,0,0,0,1,0,0,0,0
918585,1588,35,36168,0,0,0,3,0,0,0,0
918586,1589,35,34107,0,0,0,1,0,0,0,0
918587,1590,35,34252,0,0,0,1,0,0,0,0
918588,1591,35,34251,0,0,0,1,0,0,0,0
918589,1592,35,36170,0,0,0,3,0,0,0,0
918590,1593,35,35347,0,0,0,1,0,0,0,0
918591,1594,35,34570,0,0,0,1,0,0,0,0
918592,1595,35,35369,0,0,0,1,0,0,0,0
918593,1596,35,34732,0,0,0,1,0,0,0,0
918594,1597,35,34706,0,0,0,1,0,0,0,0
918595,1598,35,36182,0,0,0,3,0,0,0,0
918596,1599,35,34150,0,0,0,1,0,0,0,0
918597,1600,35,34247,0,0,0,1,0,0,0,0
918598,1601,35,34291,0,0,0,1,0,0,0,0
918599,1602,35,36184,0,0,0,3,0,0,0,0
918600,1603,35,34438,0,0,0,1,0,0,0,0
918601,1604,35,34544,0,0,0,1,0,0,0,0
918602,1605,35,35367,0,0,0,1,0,0,0,0
918603,1606,35,34692,0,0,0,1,0,0,0,0
918604,1607,35,34747,0,0,0,1,0,0,0,0
918605,1608,35,36247,0,0,0,3,0,0,0,0
918606,1609,35,35408,0,0,0,1,0,0,0,0
918607,1610,35,34264,0,0,0,1,0,0,0,0
918608,1611,35,34271,0,0,0,1,0,0,0,0
918609,1612,35,36249,0,0,0,3,0,0,0,0
918610,1613,35,34401,0,0,0,1,0,0,0,0
918611,1614,35,34582,0,0,0,1,0,0,0,0
918612,1615,35,35433,0,0,0,1,0,0,0,0
918613,1616,35,34729,0,0,0,1,0,0,0,0
918614,1617,35,35466,0,0,0,1,0,0,0,0
918615,1618,35,36208,0,0,0,3,0,0,0,0
918616,1619,35,34127,0,0,0,1,0,0,0,0
918617,1620,35,34280,0,0,0,1,0,0,0,0
918618,1621,35,34276,0,0,0,1,0,0,0,0
918619,1622,35,36210,0,0,0,3,0,0,0,0
918620,1623,35,35414,0,0,0,1,0,0,0,0
918621,1624,35,34563,0,0,0,1,0,0,0,0
918622,1625,35,35429,0,0,0,1,0,0,0,0
918623,1626,35,34705,0,0,0,1,0,0,0,0
918624,1627,35,34723,0,0,0,1,0,0,0,0
918625,1628,35,36237,0,0,0,3,0,0,0,0
918626,1629,35,34090,0,0,0,1,0,0,0,0
918627,1630,35,34241,0,0,0,1,0,0,0,0
918628,1631,35,36228,0,0,0,9,0,0,0,0
918629,1632,35,34391,0,0,0,1,0,0,0,0
918630,1633,35,36114,0,0,0,3,0,0,0,0
918631,1634,35,34540,0,0,0,1,0,0,0,0
918632,1635,35,36115,0,0,0,3,0,0,0,0
918633,1636,35,34691,0,0,0,1,0,0,0,0
918634,1637,35,36108,0,0,0,3,0,0,0,0
918635,1638,35,36078,0,0,0,9,0,0,0,0
918636,1639,35,36037,0,0,0,3,0,0,0,0
918637,1640,35,36040,0,0,0,3,0,0,0,0
918638,1641,35,36043,0,0,0,3,0,0,0,0
918639,1642,35,36045,0,0,0,3,0,0,0,0
918640,1643,35,36047,0,0,0,3,0,0,0,0
918641,1644,35,36052,0,0,0,3,0,0,0,0
918642,1645,35,36054,0,0,0,3,0,0,0,0
918643,1646,35,36058,0,0,0,3,0,0,0,0
918644,1647,35,36060,0,0,0,3,0,0,0,0
918645,1678,36,36395,0,0,0,3,0,0,0,0
918646,1679,36,36551,0,0,0,9,0,0,0,0
918647,1680,36,36409,0,0,0,3,0,0,0,0
918648,1681,36,36527,0,0,0,9,0,0,0,0
918649,1682,36,36434,0,0,0,3,0,0,0,0
918650,1683,36,36555,0,0,0,9,0,0,0,0
918651,1684,36,36471,0,0,0,3,0,0,0,0
918652,1685,36,36586,0,0,0,9,0,0,0,0
918653,1686,36,36485,0,0,0,3,0,0,0,0
918654,1687,36,36541,0,0,0,9,0,0,0,0
918655,1688,37,44019,0,0,0,3,0,0,0,0
918656,1689,37,43328,0,0,0,1,0,0,0,0
918657,1690,37,44020,0,0,0,3,0,0,0,0
918658,1691,37,42008,0,0,0,1,0,0,0,0
918659,1692,37,44021,0,0,0,3,0,0,0,0
918660,1693,37,43231,0,0,0,1,0,0,0,0
918661,1694,37,42302,0,0,0,1,0,0,0,0
918662,1695,37,43258,0,0,0,1,0,0,0,0
918663,1696,37,42455,0,0,0,1,0,0,0,0
918664,1697,37,43345,0,0,0,1,0,0,0,0
918665,1698,37,41855,0,0,0,1,0,0,0,0
918666,1699,37,43209,0,0,0,1,0,0,0,0
918667,1700,37,43998,0,0,0,3,0,0,0,0
918668,1701,37,41992,0,0,0,1,0,0,0,0
918669,1702,37,43233,0,0,0,1,0,0,0,0
918670,1703,37,42153,0,0,0,1,0,0,0,0
918671,1704,37,42308,0,0,0,1,0,0,0,0
918672,1705,37,43261,0,0,0,1,0,0,0,0
918673,1706,37,42471,0,0,0,1,0,0,0,0
918674,1707,37,43278,0,0,0,1,0,0,0,0
918675,1708,37,43997,0,0,0,3,0,0,0,0
918676,1709,37,41857,0,0,0,1,0,0,0,0
918677,1710,37,42019,0,0,0,1,0,0,0,0
918678,1711,37,42016,0,0,0,1,0,0,0,0
918679,1712,37,43999,0,0,0,3,0,0,0,0
918680,1713,37,43227,0,0,0,1,0,0,0,0
918681,1714,37,42350,0,0,0,1,0,0,0,0
918682,1715,37,42321,0,0,0,1,0,0,0,0
918683,1716,37,42496,0,0,0,1,0,0,0,0
918684,1717,37,42483,0,0,0,1,0,0,0,0
918685,1718,37,44008,0,0,0,3,0,0,0,0
918686,1719,37,41854,0,0,0,1,0,0,0,0
918687,1720,37,44009,0,0,0,3,0,0,0,0
918688,1721,37,42006,0,0,0,1,0,0,0,0
918689,1722,37,44010,0,0,0,3,0,0,0,0
918690,1723,37,43226,0,0,0,1,0,0,0,0
918691,1724,37,42325,0,0,0,1,0,0,0,0
918692,1725,37,42373,0,0,0,1,0,0,0,0
918693,1726,37,42458,0,0,0,1,0,0,0,0
918694,1727,37,42504,0,0,0,1,0,0,0,0
918695,1728,37,44058,0,0,0,3,0,0,0,0
918696,1729,37,41903,0,0,0,1,0,0,0,0
918697,1730,37,42024,0,0,0,1,0,0,0,0
918698,1731,37,42036,0,0,0,1,0,0,0,0
918699,1732,37,44060,0,0,0,3,0,0,0,0
918700,1733,37,43296,0,0,0,1,0,0,0,0
918701,1734,37,42334,0,0,0,1,0,0,0,0
918702,1735,37,43310,0,0,0,1,0,0,0,0
918703,1736,37,42503,0,0,0,1,0,0,0,0
918704,1737,37,42487,0,0,0,1,0,0,0,0
918705,1738,37,44029,0,0,0,3,0,0,0,0
918706,1739,37,43285,0,0,0,1,0,0,0,0
918707,1740,37,44030,0,0,0,3,0,0,0,0
918708,1741,37,42043,0,0,0,1,0,0,0,0
918709,1742,37,44031,0,0,0,3,0,0,0,0
918710,1743,37,42184,0,0,0,1,0,0,0,0
918711,1744,37,42347,0,0,0,1,0,0,0,0
918712,1745,37,43312,0,0,0,1,0,0,0,0
918713,1746,37,42506,0,0,0,1,0,0,0,0
918714,1747,37,42505,0,0,0,1,0,0,0,0
918715,1748,37,44049,0,0,0,3,0,0,0,0
918716,1749,37,41856,0,0,0,1,0,0,0,0
918717,1750,37,41997,0,0,0,1,0,0,0,0
918718,1751,37,44047,0,0,0,9,0,0,0,0
918719,1752,37,42164,0,0,0,1,0,0,0,0
918720,1753,37,44013,0,0,0,3,0,0,0,0
918721,1754,37,44169,0,0,0,3,0,0,0,0
918722,1755,37,42306,0,0,0,1,0,0,0,0
918723,1756,37,42459,0,0,0,1,0,0,0,0
918724,1757,37,44161,0,0,0,3,0,0,0,0
918725,1758,37,43972,0,0,0,9,0,0,0,0
918726,1759,37,44073,0,0,0,3,0,0,0,0
918727,1760,37,44074,0,0,0,3,0,0,0,0
918728,1761,37,43974,0,0,0,9,0,0,0,0
918729,1762,37,44093,0,0,0,3,0,0,0,0
918730,1763,37,44088,0,0,0,3,0,0,0,0
918731,1764,37,44105,0,0,0,3,0,0,0,0
918732,1765,37,44102,0,0,0,3,0,0,0,0
918733,1766,37,44097,0,0,0,3,0,0,0,0
918734,1767,37,44076,0,0,0,3,0,0,0,0
918735,1798,38,43676,0,0,0,3,0,0,0,0
918736,1799,38,43804,0,0,0,9,0,0,0,0
918737,1800,38,43692,0,0,0,3,0,0,0,0
918738,1801,38,43811,0,0,0,9,0,0,0,0
918739,1802,38,43702,0,0,0,3,0,0,0,0
918740,1803,38,43808,0,0,0,9,0,0,0,0
918741,1804,38,43739,0,0,0,3,0,0,0,0
918742,1805,38,43837,0,0,0,9,0,0,0,0
918743,1806,38,43769,0,0,0,3,0,0,0,0
918744,1807,38,43843,0,0,0,9,0,0,0,0
