#,UsageParameter,CustomTalk,Item,ModelKey,HousingItemCategory,UsageType,Placement,AquariumTier,Unknown1,Unplacement,UnplacementStorage,DestroyOnRemoval,Unknown4,Unknown5,Unknown6
197417,0,0,23893,743,16,0,0,0,0,0,0,False,False,True,False
197418,0,0,23894,744,15,0,0,0,0,0,0,False,False,True,False
197419,0,0,23895,745,14,0,0,0,5,0,0,False,False,True,False
197420,0,0,23896,746,14,0,0,0,0,0,0,False,False,True,False
197421,0,721037,24283,521,14,0,0,0,3,0,0,False,False,True,False
197422,0,0,24495,747,14,0,81,0,0,0,0,False,False,True,False
197423,45,721109,24496,748,14,7,0,0,8,4,11,True,False,True,False
197424,46,721109,24497,749,14,7,0,0,8,4,11,True,False,True,False
197425,47,721109,24498,750,14,7,0,0,8,4,11,True,False,True,False
197426,0,0,24500,751,14,0,0,0,5,0,0,False,False,True,False
197427,0,0,24501,752,15,0,0,0,0,0,0,False,False,True,False
197428,48,721109,24499,753,14,7,0,0,8,4,11,True,False,True,False
197429,0,0,24502,754,14,0,0,0,0,0,0,False,False,True,False
197430,0,0,24503,755,14,0,0,0,0,0,0,False,False,True,False
197431,0,721037,24504,756,14,0,0,0,0,0,0,False,False,True,False
197432,0,0,24505,757,14,0,0,0,0,0,0,False,False,True,False
197433,0,0,24506,758,14,0,0,0,0,0,0,False,False,True,False
197434,0,0,24507,759,13,0,0,0,0,0,0,False,False,True,False
197435,0,0,24508,760,15,0,0,0,0,0,0,False,False,True,False
197436,0,0,24509,761,13,0,0,0,0,0,0,False,False,True,False
197437,0,0,24510,762,15,0,0,0,5,0,0,False,False,True,False
197438,0,0,24511,763,15,0,0,0,0,0,0,False,False,True,False
197439,0,0,24512,764,15,0,0,0,0,0,0,False,False,True,False
197440,0,0,24513,765,15,0,0,0,0,0,0,False,False,True,False
197441,0,0,24514,766,12,0,0,0,0,0,0,False,False,True,False
197442,49,721109,24515,767,14,7,0,0,9,4,11,True,False,True,False
197443,54,721109,28132,768,14,7,0,0,9,4,11,True,False,True,False
197444,0,0,24516,769,14,0,0,0,0,0,0,False,False,True,False
197445,0,0,24517,770,14,0,0,0,0,0,0,False,False,True,False
197446,0,0,24518,771,14,0,0,0,0,0,0,False,False,True,False
197447,0,0,24519,772,14,0,0,0,0,0,0,False,False,True,False
197448,0,0,24520,773,14,0,0,0,0,0,0,False,False,True,False
197449,0,0,24521,774,14,0,0,0,0,0,0,False,False,True,False
197450,0,0,24522,775,14,0,0,0,0,0,0,False,False,True,False
197451,0,0,24523,776,14,0,0,0,0,0,0,False,False,True,False
197452,0,0,24524,777,14,0,0,0,0,0,0,False,False,True,False
197453,0,0,24525,778,16,0,0,0,0,0,0,False,False,True,False
197454,0,0,24526,779,15,0,0,0,0,0,0,False,False,True,False
197455,0,0,24527,780,14,0,0,0,0,0,0,False,False,True,False
197456,0,721037,15144,781,12,0,0,0,0,0,0,False,False,True,False
197457,0,0,24528,782,12,0,0,0,0,0,0,False,False,True,False
197458,0,721037,24529,783,14,0,0,0,3,0,0,False,False,True,False
197459,0,0,24530,790,14,0,0,0,5,0,0,False,False,True,False
197460,50,721109,24531,791,14,7,0,0,8,4,11,True,False,True,False
197461,51,721109,24532,792,14,7,0,0,8,4,11,True,False,True,False
197462,0,0,24533,793,14,0,0,0,5,0,0,False,False,True,False
197463,0,0,24534,794,14,0,0,0,5,0,0,False,False,True,False
197464,0,0,24617,795,14,0,0,0,5,0,0,False,False,True,False
197465,26,0,24618,243,12,3,21,0,5,2,9,False,False,False,False
197466,27,0,24619,243,12,3,21,0,5,2,9,False,False,False,False
197467,28,0,24620,243,12,3,21,0,5,2,9,False,False,False,False
197468,29,0,24621,243,12,3,21,0,5,16,9,False,False,False,False
197469,0,0,27271,796,12,0,0,0,0,0,0,False,False,True,False
197470,0,0,27272,797,15,0,0,0,0,0,0,False,False,True,False
197471,0,0,28134,798,16,0,0,0,0,0,0,False,False,True,False
197472,0,0,27273,799,12,0,0,0,0,0,0,False,False,True,False
197473,0,0,27274,800,15,0,0,0,0,0,0,False,False,True,False
197474,0,0,27275,801,14,0,0,0,0,0,0,False,False,True,False
197475,0,0,27276,802,15,0,0,0,0,0,0,False,False,True,False
197476,0,0,27277,803,14,0,0,0,0,0,0,False,False,True,False
197477,0,0,27278,804,14,0,0,0,0,0,0,False,False,True,False
197478,0,0,27279,805,14,0,0,0,0,0,0,False,False,True,False
197479,0,0,27280,806,15,0,0,0,0,0,0,False,False,True,False
197480,0,0,27281,807,12,0,0,0,0,0,0,False,False,True,False
197481,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197482,0,0,27282,809,12,0,0,0,0,0,0,False,False,True,False
197483,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197484,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197485,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197486,0,0,27283,813,12,0,0,0,0,0,0,False,False,True,False
197487,0,0,27284,814,13,0,0,0,0,0,0,False,False,True,False
197488,0,0,27285,815,15,0,0,0,0,0,0,False,False,True,False
197489,0,0,27286,816,14,0,0,0,0,0,0,False,False,True,False
197490,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197491,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197492,0,0,27287,819,14,0,0,0,0,0,0,False,False,True,False
197493,0,0,27288,820,15,0,0,0,0,0,0,False,False,True,False
197494,0,0,27289,821,15,0,0,0,5,0,0,False,False,True,False
197495,0,0,27290,822,15,0,0,0,5,0,0,False,False,True,False
197496,0,721037,27291,823,14,0,0,0,0,0,0,False,False,True,False
197497,0,0,27292,824,14,0,0,0,0,0,0,False,False,True,False
197498,0,0,27293,825,14,0,0,0,0,0,0,False,False,True,False
197499,0,0,28136,826,14,0,0,0,0,0,0,False,False,True,False
197500,52,721109,27294,827,14,7,0,0,9,4,11,True,False,True,False
197501,53,721109,27295,828,14,7,0,0,9,4,11,True,False,True,False
197502,0,0,27296,829,14,0,0,0,0,0,0,False,False,True,False
197503,0,0,27297,830,14,0,0,0,0,0,0,False,False,True,False
197504,0,0,27298,831,16,0,0,0,0,0,0,False,False,True,False
197505,0,0,27299,832,15,0,82,0,0,0,0,False,False,True,False
197506,0,0,27300,833,15,0,83,0,0,0,0,False,False,True,False
197507,0,0,27301,834,14,0,0,0,5,0,0,False,False,True,False
197508,0,0,27302,835,14,0,0,0,5,0,0,False,False,True,False
197509,0,0,28079,836,14,0,0,0,5,0,0,False,False,True,False
197510,0,0,27303,837,14,0,0,0,5,0,0,False,False,True,False
197511,0,0,27304,838,14,0,0,0,5,0,0,False,False,True,False
197512,0,0,27305,839,14,0,0,0,5,0,0,False,False,True,False
197513,0,0,27306,840,15,0,0,0,5,0,0,False,False,True,False
197514,0,0,27307,841,15,0,0,0,5,0,0,False,False,True,False
197515,0,0,27308,842,15,0,0,0,5,0,0,False,False,True,False
197516,0,0,27309,843,15,0,0,0,5,0,0,False,False,True,False
197517,0,0,27310,844,15,0,0,0,5,0,0,False,False,True,False
197518,0,0,27311,845,15,0,0,0,5,0,0,False,False,True,False
197519,0,0,27312,846,14,0,0,0,0,0,0,False,False,True,False
197520,0,0,28137,847,14,0,0,0,0,0,0,False,False,True,False
197521,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197522,0,0,49855,849,14,0,0,0,0,0,0,False,False,True,False
197523,0,0,27313,850,14,0,0,0,0,0,0,False,False,True,False
197524,0,0,27979,697,14,0,0,0,3,0,0,False,False,True,False
197525,40,721109,27980,691,14,7,0,0,7,4,11,True,False,True,False
197526,0,0,27981,717,15,0,0,0,3,0,0,False,False,True,False
197527,42,721109,27982,718,14,7,0,0,7,4,11,True,False,True,False
197528,0,0,27983,719,15,0,0,0,3,0,0,False,False,True,False
197529,0,0,28133,784,15,0,0,0,0,0,0,False,False,True,False
197530,0,0,28139,851,15,0,0,0,0,0,0,False,False,True,False
197531,0,0,28140,852,13,0,0,0,0,0,0,False,False,True,False
197532,0,0,28141,853,14,0,0,0,0,0,0,False,False,True,False
197533,0,0,32204,854,14,0,0,0,0,0,0,False,False,True,False
197534,0,0,28142,855,14,0,0,0,0,0,0,False,False,True,False
197535,0,0,28143,856,14,0,0,0,0,0,0,False,False,True,False
197536,0,0,28144,857,12,0,84,0,0,0,0,False,False,True,False
197537,0,721037,28145,858,14,0,0,0,0,0,0,False,False,True,False
197538,0,0,28146,859,14,0,0,0,0,0,0,False,False,True,False
197539,0,0,28147,860,14,0,0,0,0,0,0,False,False,True,False
197540,0,0,28148,861,14,0,0,0,0,0,0,False,False,True,False
197541,0,0,28149,862,14,0,0,0,0,0,0,False,False,True,False
197542,0,0,28150,863,14,0,0,0,0,0,0,False,False,True,False
197543,0,0,28151,864,14,0,0,0,0,0,0,False,False,True,False
197544,0,0,28152,865,15,0,0,0,5,0,0,False,False,True,False
197545,55,721109,28153,866,14,7,0,0,8,4,11,True,False,True,False
197546,0,0,28154,867,12,0,0,0,0,0,0,False,False,True,False
197547,0,0,28155,868,14,0,0,0,3,0,0,False,False,True,False
197548,0,0,28156,869,14,0,0,0,5,0,0,False,False,True,False
197549,0,0,28157,870,14,0,0,0,5,0,0,False,False,True,False
197550,56,721109,28158,871,14,7,0,0,8,4,11,True,False,True,False
197551,0,0,28965,872,14,0,0,0,0,0,0,False,False,True,False
197552,0,0,49856,873,12,0,0,0,0,0,0,False,False,True,False
197553,0,0,28635,874,12,0,0,0,0,0,0,False,False,True,False
197554,0,0,33269,875,14,0,0,0,0,0,0,False,False,True,False
197555,0,0,49857,876,12,0,0,0,0,0,0,False,False,True,False
197556,0,0,49858,877,14,0,0,0,0,0,0,False,False,True,False
197557,0,0,49859,878,14,0,0,0,0,0,0,False,False,True,False
197558,0,0,28966,879,15,0,0,0,5,0,0,False,False,True,False
197559,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197560,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197561,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197562,0,0,28967,883,14,0,0,0,0,0,0,False,False,True,False
197563,0,0,28968,884,14,0,0,0,0,0,0,False,False,True,False
197564,0,0,28969,885,14,0,0,0,0,0,0,False,False,True,False
197565,4,721271,28931,886,15,12,0,0,0,17,18,False,False,True,False
197566,5,721271,28932,887,15,12,0,0,0,17,18,False,False,True,False
197567,6,721271,28933,888,15,12,0,0,0,17,18,False,False,True,False
197568,7,721271,28934,889,15,12,0,0,0,17,18,False,False,True,False
197569,0,0,28080,890,14,0,0,0,5,0,0,False,False,True,False
197570,61,721109,30427,891,14,7,0,0,8,4,11,True,False,True,False
197571,0,0,30385,892,13,0,0,0,0,0,0,False,False,True,False
197572,0,0,28636,893,15,0,0,0,5,0,0,False,False,True,False
197573,0,0,28970,894,14,0,0,0,0,0,0,False,False,True,False
197574,0,0,28971,895,12,0,0,0,0,0,0,False,False,True,False
197575,0,0,28972,896,15,0,0,0,0,0,0,False,False,True,False
197576,0,0,28637,897,12,0,0,0,0,0,0,False,False,True,False
197577,0,0,28638,898,13,0,0,0,0,0,0,False,False,True,False
197578,0,0,28639,899,12,0,0,0,0,0,0,False,False,True,False
197579,0,0,28640,900,14,0,0,0,5,0,0,False,False,True,False
197580,0,0,28973,901,13,0,0,0,0,0,0,False,False,True,False
197581,0,0,28641,902,14,0,0,0,5,0,0,False,False,True,False
197582,0,0,28911,720,12,0,0,0,3,0,0,False,False,True,False
197583,43,721109,28912,721,14,7,0,0,7,4,11,True,False,True,False
197584,0,0,28913,722,14,0,0,0,3,0,0,False,False,True,False
197585,0,0,28914,723,14,0,0,0,3,0,0,False,False,True,False
197586,0,0,28974,903,13,0,0,0,0,0,0,False,False,True,False
197587,0,0,28975,904,15,0,0,0,0,0,0,False,False,True,False
197588,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197589,0,0,28976,906,14,0,0,0,0,0,0,False,False,True,False
197590,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197591,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197592,58,721109,28977,909,14,7,0,0,9,4,11,True,False,True,False
197593,57,721109,28978,910,14,7,0,0,9,4,11,True,False,True,False
197594,0,0,28979,911,15,0,0,0,0,0,0,False,False,True,False
197595,0,0,33274,912,14,0,0,0,0,0,0,False,False,True,False
197596,0,0,28980,913,14,0,0,0,0,0,0,False,False,True,False
197597,0,0,28981,914,12,0,0,0,0,0,0,False,False,True,False
197598,0,0,28982,915,13,0,0,0,0,0,0,False,False,True,False
197599,0,0,28983,916,14,0,0,0,0,0,0,False,False,True,False
197600,0,0,28984,917,14,0,0,0,0,0,0,False,False,True,False
197601,0,0,28985,918,14,0,0,0,0,0,0,False,False,True,False
197602,0,0,28986,919,14,0,0,0,0,0,0,False,False,True,False
197603,0,0,28987,920,14,0,0,0,0,0,0,False,False,True,False
197604,0,0,28501,921,15,0,0,0,3,0,0,False,False,True,False
197605,0,0,28502,922,15,0,0,0,3,0,0,False,False,True,False
197606,0,0,28988,923,14,0,0,0,0,0,0,False,False,True,False
197607,0,0,28989,924,15,0,0,0,0,0,0,False,False,True,False
197608,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197609,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197610,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197611,0,0,32205,928,14,0,0,0,0,0,0,False,False,True,False
197612,0,0,30398,929,15,0,0,0,0,0,0,False,False,True,False
197613,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197614,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197615,0,0,30383,932,13,0,0,0,0,0,0,False,False,True,False
197616,0,0,28990,933,15,0,0,0,0,0,0,False,False,True,False
197617,0,0,28991,934,13,0,0,0,0,0,0,False,False,True,False
197618,0,0,28915,935,15,0,0,0,3,0,0,False,False,True,False
197619,0,0,28503,936,15,0,0,0,3,0,0,False,False,True,False
197620,0,0,28992,785,12,0,0,0,0,0,0,False,False,True,False
197621,0,0,28993,937,14,0,0,0,5,0,0,False,False,True,False
197622,0,0,28996,938,13,0,0,0,5,0,0,False,False,True,False
197623,0,0,28997,939,15,0,0,0,5,0,0,False,False,True,False
197624,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197625,0,0,28994,941,14,0,85,0,0,0,0,False,False,True,False
197626,0,0,28995,942,15,0,0,0,0,0,0,False,False,True,False
197627,0,0,29680,943,12,0,0,0,0,0,0,False,False,True,False
197628,0,0,29681,944,14,0,0,0,0,0,0,False,False,True,False
197629,0,0,29682,945,12,0,0,0,0,0,0,False,False,True,False
197630,0,0,29683,946,14,0,0,0,0,0,0,False,False,True,False
197631,0,0,29684,947,15,0,0,0,0,0,0,False,False,True,False
197632,0,0,29685,948,12,0,0,0,0,0,0,False,False,True,False
197633,0,0,29686,949,12,0,0,0,0,0,0,False,False,True,False
197634,50,721109,29688,791,14,7,0,0,7,4,11,True,False,True,False
197635,51,721109,29689,792,14,7,0,0,7,4,11,True,False,True,False
197636,0,0,29690,751,14,0,0,0,3,0,0,False,False,True,False
197637,47,721109,29691,750,14,7,0,0,7,4,11,True,False,True,False
197638,48,721109,29692,753,14,7,0,0,7,4,11,True,False,True,False
197639,45,721109,29980,748,14,7,0,0,7,4,11,True,False,True,False
197640,46,721109,29981,749,14,7,0,0,7,4,11,True,False,True,False
197641,0,0,29982,790,14,0,0,0,3,0,0,False,False,True,False
197642,0,0,30386,950,14,0,0,0,0,0,0,False,False,True,False
197643,0,0,30422,951,12,0,0,0,0,0,0,False,False,True,False
197644,0,0,30423,952,12,0,0,0,0,0,0,False,False,True,False
197645,60,721109,30395,953,14,7,0,0,9,4,11,True,False,True,False
197646,0,0,30397,954,15,0,0,0,0,0,0,False,False,True,False
197647,0,0,30381,955,15,0,86,0,0,0,0,False,False,True,False
197648,0,0,30410,956,12,0,0,0,0,0,0,False,False,True,False
197649,0,0,30382,957,14,0,87,0,5,0,0,False,False,True,False
197650,0,721037,30384,958,14,0,0,0,5,0,0,False,False,True,False
197651,0,0,30387,959,15,0,0,0,0,0,0,False,False,True,False
197652,0,0,30415,960,14,0,0,0,0,0,0,False,False,True,False
197653,0,0,30416,961,13,0,0,0,0,0,0,False,False,True,False
197654,0,0,30417,962,12,0,0,0,0,0,0,False,False,True,False
197655,0,0,30418,963,14,0,0,0,0,0,0,False,False,True,False
197656,0,0,30393,964,14,0,0,0,0,0,0,False,False,True,False
197657,0,0,30389,965,15,0,0,0,0,0,0,False,False,True,False
197658,0,0,30390,966,12,0,0,0,0,0,0,False,False,True,False
197659,0,0,39409,967,12,0,96,0,0,0,0,False,False,True,False
197660,0,0,30394,968,12,0,0,0,0,0,0,False,False,True,False
197661,0,0,30419,969,14,0,0,0,0,0,0,False,False,True,False
197662,0,0,30400,970,15,0,0,0,0,0,0,False,False,True,False
197663,0,0,30401,971,15,0,0,0,0,0,0,False,False,True,False
197664,0,0,30402,972,14,0,0,0,0,0,0,False,False,True,False
197665,0,0,30403,973,15,0,0,0,0,0,0,False,False,True,False
197666,0,721037,30404,974,12,0,0,0,0,0,0,False,False,True,False
197667,0,0,30405,975,12,0,0,0,0,0,0,False,False,True,False
197668,0,0,30406,976,15,0,0,0,0,0,0,False,False,True,False
197669,0,0,30407,977,12,0,0,0,0,0,0,False,False,True,False
197670,0,0,30399,978,14,0,0,0,5,0,0,False,False,True,False
197671,59,721109,30391,979,14,7,0,0,9,4,11,True,False,True,False
197672,0,0,30420,980,14,0,0,0,0,0,0,False,False,True,False
197673,0,0,30411,981,15,0,0,0,5,0,0,False,False,True,False
197674,0,0,30412,982,14,0,0,0,5,0,0,False,False,True,False
197675,0,0,30429,821,15,0,0,0,3,0,0,False,False,True,False
197676,0,0,30594,983,14,0,0,0,3,0,0,False,False,True,False
197677,0,0,30595,984,14,0,0,0,3,0,0,False,False,True,False
197678,0,0,30883,985,15,0,0,0,5,0,0,False,False,True,False
197679,0,0,32206,986,14,0,88,0,0,0,0,False,False,True,False
197680,0,0,35802,987,14,0,0,0,5,0,0,False,False,True,False
197681,0,0,32207,988,14,0,0,0,5,0,0,False,False,True,False
197682,0,0,32208,989,12,0,0,0,5,0,0,False,False,True,False
197683,0,0,32209,990,15,0,0,0,5,0,0,False,False,True,False
197684,0,0,32210,991,14,0,0,0,0,0,0,False,False,True,False
197685,0,0,32211,992,14,0,0,0,0,0,0,False,False,True,False
197686,63,721109,32212,993,14,7,0,0,9,4,11,True,False,True,False
197687,0,0,32213,994,14,0,0,0,0,0,0,False,False,True,False
197688,0,0,32214,995,13,0,0,0,0,0,0,False,False,True,False
197689,0,0,32215,996,12,0,0,0,0,0,0,False,False,True,False
197690,0,0,32216,997,14,0,0,0,0,0,0,False,False,True,False
197691,0,0,32217,998,14,0,0,0,0,0,0,False,False,True,False
197692,0,0,32218,999,14,0,0,0,0,0,0,False,False,True,False
197693,0,0,32219,1000,15,0,0,0,0,0,0,False,False,True,False
197694,0,0,32220,1001,14,0,0,0,0,0,0,False,False,True,False
197695,0,0,32221,1002,12,0,0,0,0,0,0,False,False,True,False
197696,0,0,32222,1003,12,0,0,0,0,0,0,False,False,True,False
197697,0,0,32223,1004,14,0,0,0,0,0,0,False,False,True,False
197698,0,0,44273,1394,14,0,0,0,5,0,0,False,False,True,False
197699,0,0,32224,1006,15,0,0,0,0,0,0,False,False,True,False
197700,0,0,32225,1007,13,0,0,0,0,0,0,False,False,True,False
197701,0,0,32226,1008,12,0,0,0,0,0,0,False,False,True,False
197702,0,0,32227,1009,14,0,0,0,0,0,0,False,False,True,False
197703,0,0,32228,1010,12,0,0,0,0,0,0,False,False,True,False
197704,0,0,32229,1011,12,0,0,0,0,0,0,False,False,True,False
197705,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False
197706,0,0,32230,1013,14,0,0,5,0,0,0,False,False,True,False
197707,0,0,32231,1014,14,0,0,5,0,0,0,False,False,True,False
197708,0,0,32232,1015,15,0,0,0,0,0,0,False,False,True,False
197709,0,0,32233,1016,14,0,0,5,0,0,0,False,False,True,False
197710,0,0,32234,1017,14,0,0,5,0,0,0,False,False,True,False
197711,0,0,32235,1018,14,0,0,5,0,0,0,False,False,True,False
197712,0,0,32236,1019,14,0,0,5,0,0,0,False,False,True,False
197713,0,0,32237,1020,14,0,0,5,0,0,0,False,False,True,False
197714,0,0,32238,1021,12,0,0,0,5,0,0,False,False,True,False
197715,0,0,32239,1022,14,0,0,0,0,0,0,False,False,True,False
197716,0,0,32240,1023,14,0,0,0,0,0,0,False,False,True,False
197717,0,0,32241,1024,14,0,0,0,5,0,0,False,False,True,False
197718,0,0,31706,840,15,0,0,0,3,0,0,False,False,True,False
197719,0,0,31707,841,15,0,0,0,3,0,0,False,False,True,False
197720,0,0,31708,842,15,0,0,0,3,0,0,False,False,True,False
197721,0,0,31709,843,15,0,0,0,3,0,0,False,False,True,False
197722,0,0,31710,844,15,0,0,0,3,0,0,False,False,True,False
197723,0,0,31711,845,15,0,0,0,3,0,0,False,False,True,False
197724,0,0,31713,822,15,0,0,0,3,0,0,False,False,True,False
197725,0,0,32961,865,15,0,0,0,3,0,0,False,False,True,False
197726,55,721109,32962,866,14,7,0,0,7,4,11,True,False,True,False
197727,0,0,32963,598,15,0,0,0,3,0,0,False,False,True,False
197728,0,0,32964,716,14,0,0,0,3,0,0,False,False,True,False
197729,56,721109,32965,871,14,7,0,0,7,4,11,True,False,True,False
197730,0,0,32966,938,13,0,0,0,3,0,0,False,False,True,False
197731,0,0,32967,939,15,0,0,0,3,0,0,False,False,True,False
197732,0,0,32968,937,14,0,0,0,3,0,0,False,False,True,False
197733,0,0,32969,879,15,0,0,0,3,0,0,False,False,True,False
197734,0,0,33253,1025,14,0,89,0,0,0,0,False,False,True,False
197735,0,721037,33254,1026,14,0,0,0,5,0,0,False,False,True,False
197736,64,721109,33255,1027,14,7,0,0,8,4,11,True,False,True,False
197737,65,721109,33290,1028,14,7,0,0,8,4,11,True,False,True,False
197738,0,0,33327,1029,14,0,0,0,5,0,0,False,False,True,False
197739,66,721109,33256,1030,14,7,0,0,8,4,11,True,False,True,False
197740,0,0,33257,1031,14,0,0,0,0,0,0,False,False,True,False
197741,0,0,33258,1032,12,0,0,0,0,0,0,False,False,True,False
197742,0,0,33259,1033,12,0,0,0,0,0,0,False,False,True,False
197743,0,0,33261,1034,12,0,0,0,0,0,0,False,False,True,False
197744,0,0,33260,1035,12,0,0,0,0,0,0,False,False,True,False
197745,0,0,33262,1036,14,0,0,0,0,0,0,False,False,True,False
197746,0,0,33263,1037,14,0,0,0,0,0,0,False,False,True,False
197747,0,0,33264,1038,14,0,0,5,0,0,0,False,False,True,False
197748,0,0,33265,1039,15,0,0,0,5,0,0,False,False,True,False
197749,0,0,33266,1040,14,0,0,0,0,0,0,False,False,True,False
197750,0,0,33267,1041,12,0,0,0,0,0,0,False,False,True,False
197751,0,0,33268,1042,12,0,0,0,0,0,0,False,False,True,False
197752,0,0,35581,1047,12,0,0,0,0,0,0,False,False,True,False
197753,0,0,33270,1044,14,0,0,0,0,0,0,False,False,True,False
197754,0,0,33271,1045,12,0,0,0,0,0,0,False,False,True,False
197755,67,721109,33272,1046,14,7,0,0,9,4,11,True,False,True,False
197756,0,0,35580,1043,12,0,0,0,0,0,0,False,False,True,False
197757,0,0,33273,1048,13,0,0,0,0,0,0,False,False,True,False
197758,0,0,33292,1049,14,0,0,0,0,0,0,False,False,True,False
197759,0,0,35579,1050,14,0,0,5,0,0,0,False,False,True,False
197760,0,0,33293,1051,15,0,0,0,0,0,0,False,False,True,False
197761,0,721037,33275,1052,14,0,0,0,0,0,0,False,False,True,False
197762,0,0,33276,1053,13,0,0,0,0,0,0,False,False,True,False
197763,0,0,33277,1054,14,0,0,0,0,0,0,False,False,True,False
197764,0,0,35578,1055,12,0,0,0,0,0,0,False,False,True,False
197765,68,721109,33278,1056,14,7,0,0,9,4,11,True,False,True,False
197766,0,0,33279,1057,13,0,0,0,0,0,0,False,False,True,False
197767,69,721109,33280,1058,14,7,0,0,9,4,11,True,False,True,False
197768,0,0,43941,1395,15,0,0,0,3,0,0,False,False,True,False
197769,0,0,33281,1060,13,0,0,0,0,0,0,False,False,True,False
197770,0,0,33282,1061,12,0,0,0,0,0,0,False,False,True,False
197771,0,0,33283,1062,13,0,0,0,0,0,0,False,False,True,False
197772,0,0,33284,1063,13,0,0,0,0,0,0,False,False,True,False
197773,0,721037,33285,1064,13,0,0,0,0,0,0,False,False,True,False
197774,0,0,33286,1065,15,0,0,0,0,0,0,False,False,True,False
197775,0,0,33287,1066,15,0,0,0,0,0,0,False,False,True,False
197776,70,721109,33288,1067,14,7,0,0,7,4,11,True,False,True,False
197777,0,0,33289,1068,14,0,0,0,5,0,0,False,False,True,False
197778,0,0,33451,1069,14,0,0,0,5,0,0,False,False,True,False
197779,0,0,33304,985,15,0,0,0,3,0,0,False,False,True,False
197780,0,0,33461,1070,14,0,0,0,5,0,0,False,False,True,False
197781,0,0,35554,1071,14,0,0,0,5,0,0,False,False,True,False
197782,0,721226,35555,1072,14,10,52,0,0,0,0,False,False,True,False
197783,0,0,35556,1073,13,0,0,0,0,0,0,False,False,True,False
197784,0,0,35557,1074,15,0,0,0,0,0,0,False,False,True,False
197785,0,0,35558,1075,14,0,0,0,0,0,0,False,False,True,False
197786,0,0,35559,1076,14,0,0,0,0,0,0,False,False,True,False
197787,0,0,35560,1077,12,0,0,0,0,0,0,False,False,True,False
197788,0,0,35561,1078,12,0,0,0,0,0,0,False,False,True,False
197789,0,0,35562,1079,15,0,0,0,0,0,0,False,False,True,False
197790,0,0,35563,1080,15,0,0,0,0,0,0,False,False,True,False
197791,0,0,35564,1081,12,0,0,0,0,0,0,False,False,True,False
197792,0,0,35565,1082,13,0,0,0,0,0,0,False,False,True,False
197793,0,0,35566,1083,14,0,0,0,0,0,0,False,False,True,False
197794,0,0,35567,1084,16,0,0,0,0,0,0,False,False,True,False
197795,0,0,35568,1085,14,0,0,0,0,0,0,False,False,True,False
197796,71,721109,35569,1086,14,7,0,0,9,4,11,True,False,True,False
197797,0,0,35570,1087,14,0,0,0,0,0,0,False,False,True,False
197798,0,0,35571,1088,15,0,0,0,0,0,0,False,False,True,False
197799,0,0,35572,1089,12,0,0,0,5,0,0,False,False,True,False
197800,0,0,35573,1090,15,0,0,0,0,0,0,False,False,True,False
197801,0,0,35574,1091,14,0,0,0,0,0,0,False,False,True,False
197802,0,0,35575,1092,15,0,0,0,0,0,0,False,False,True,False
197803,0,0,35576,1093,13,0,0,0,0,0,0,False,False,True,False
197804,0,0,35577,1094,15,0,0,0,0,0,0,False,False,True,False
197805,0,0,35793,1095,14,0,90,0,0,0,0,False,False,True,False
197806,0,0,35794,1096,14,0,91,0,0,0,0,False,False,True,False
197807,0,0,37348,1097,12,0,0,0,0,0,0,False,False,True,False
197808,0,0,37347,1098,13,0,0,0,0,0,0,False,False,True,False
197809,72,721109,35796,1099,14,7,0,0,9,4,11,True,False,True,False
197810,0,0,35797,1100,14,0,0,0,5,0,0,False,False,True,False
197811,0,0,35798,1101,14,0,0,0,5,0,0,False,False,True,False
197812,0,0,35799,1102,15,0,0,0,5,0,0,False,False,True,False
197813,0,0,35800,1103,14,0,0,0,5,0,0,False,False,True,False
197814,0,0,35801,1104,13,0,0,0,5,0,0,False,False,True,False
197815,0,0,35803,1105,15,0,0,0,5,0,0,False,False,True,False
197816,0,0,36631,1106,15,0,0,0,5,0,0,False,False,True,False
197817,0,0,36381,989,12,0,0,0,3,0,0,False,False,True,False
197818,0,0,36382,990,15,0,0,0,3,0,0,False,False,True,False
197819,0,0,36383,870,14,0,0,0,3,0,0,False,False,True,False
197820,0,0,36384,988,14,0,0,0,3,0,0,False,False,True,False
