#,Description,DescriptionEnhanced,Tooltip
0,,,
219,"Summon forth Ramuh. No, not that one. The one you fought in the Empty. But not the actual one.","It is believed that Shiva's summoning in the Empty caused lightning-aspected aether left over from your battle with Ramuh to coalesce. The resultant crystal, when imbued with magic, gives rise to an entity which assumes the form of the Lord of Levin in all of his horse-legged, hulking glory.","Now nature sends thunder
and lightning against us!
   - Sylphie"
220,"Summon forth your Rubellite Carbuncle, an arcane entity given form by the mysteries of rubellite geometry.","Those adventurers who have longed to hop on their Carbuncles' backs can give thanks to the arcanist Ulan, whose research into Diamond Carbuncle provided the necessary cues to create an arcane entity of ridable proportions. As its form is maintained by a large rubellite, it can be summoned even by those unversed in the ways of arcanima.","Betrayed by my own
Carbuncle yet again...
   - Tataru"
221,,,
222,Summon forth your chocobo carriage to ferry your friends around in comfort.,"A ubiquitous mode of transportation in Eorzea, the chocobo carriage is kept aloft by ceruleum gas-filled bladders. This technology traces its origins to an early Ixali dirigible that crashed in the Twelveswood and was seized by Gridanian authorities.","We get to ride a horsebird
carriage? I don't know...
It sounds scary.
   - Doman Child"
223,"Summon forth your Rolling Tankard, a mighty warmachina built by the blacksmiths of Watts's Anvil.","Based on a concept by the legendary Watts, this dwarven warmachina is propelled by a nine-cylinder radial ethanol engine. Its turret-mounted crystal cannon makes short work of sin eaters, while its arms can perform essential motions such as upending tankards.","The Rollin' Tankards,
at your service!
   - Ronitt"
224,Summon forth your Gabriel α. Magic shield not included. Armaments for decorative purposes only.,"Prior to building a full-sized prototype of a new transforming armor dubbed *Gabriel*, project engineers created this scale test model to perform aerodynamic testing. While it passed said tests with flying colors, it was observed that its engine may be prone to running hot.","It would seem there
is more to you than
meets the eye.
   - Yugiri"
225,"Summon forth your megalotragus, a herbivore so intimidating it puts carnivores to shame.","Preferring colder climes, this imposing herbivore left its original habitat in Abalathia's Spine and migrated to Coerthas, which had frozen over in the Calamity's wake. Its kind are a primitive species that has largely remained unchanged over time, with some known to awaken to magical powers.","If you squint just the right
way, it looks like it's got
ears! Or is it horns...?
   - Nashu Mhakaracca"
226,"Summon forth your gwiber of light, a draconic arcane entity.","This light-bathed being answers to the sound of a horn imbued with the power of a hero of eld. In another time and place, perhaps it was the mount of a valiant soul who rose up against evil. Or perhaps not. The truth lies amidst the blinding light.","Such radiance, such magnificence.
   - The Wandering Minstrel"
227,,,
228,Summon forth the Jibanyan couch. A mysterious piece of furniture designed in the likeness of a Yo-kai named Jibanyan.,"Despite being modeled upon Jibanyan, an Earthbound Yo-kai, this couch is able to fly. It is said to be so comfortable as to turn men and Yo-kai alike into useless layabouts.","Sluggards! Layabouts!
Good-for-nothing reprobates!
   - Seigetsu the Enlightened"
229,"Call into battle your magitek hyperconveyor, a modern-day improvement on ancient Allagan logistics.","Guided as ever by the ethos of constant advancement, imperial magitek engineers returned to improve their conveyor system, simplifying its assembly and trimming weight by 8%. The result is enhanced fuel efficiency, demonstrating that even world-conquering empires can be environmentally minded.","Hah! Success!
   - Aulus mal Asina"
230,"Summon forth Ehll Tou, the young dragon with a passion for crafting.","First encountered as a curious dragonet, Ehll Tou became a dragon grown during her stay in Ishgard. With her passion for crafting, she underwent an evolution heretofore unseen in her kind, developing dextrous forelimbs that allow her to deftly wield all manner of implements.","You have a knack
for this, Ehll Tou!
   - Hautdilong"
231,"Summon forth Incitatus, an enchanted steed favored of the merchant Rowena. If it could talk, it would doubtless drive a hard bargain.","Under the patronage of its mistress, Rowena, this enchanted steed has led a pampered life. Able to comprehend language, it was often seen attending Khloe Aliapoh's storytelling sessions, her tales of high adventure inspiring it to set out on one of its own.","Your loyal steed awaits!
   - Voyce"
232,Summon forth a behatted and begloved embodiment of festive cheer.,"Scholars maintain that the tradition of building snowmen originated in Gyr Abania, where they were used to encourage blessings such as “cold” and “snow.” Considering that the region is almost entirely covered in arid desert, how the snowmen were built in the first place remains a mystery.","Two words:
stupendous snowman...
   - Adventurer Who Shall Remain Unnamed"
233,"Summon forth the Lunar Whale, which is definitely not an actual whale, but certainly large enough to warrant the name. Seats up to eight people, including the pilot.","Produced by Garlond Ironworks based on mysterious tales from a distant land, it not only resembles a whale on the outside, but shares its voluminous belly. With enough room for the pilot and seven passengers, it stands─or rather, floats─in a class of its own.","She is risen! The promised
Ship of Light─the Lunar Whale!
   - A Man Known Simply as “Elder” "
234,"Summon forth Eden, or rather, a considerably smaller version of the gargantuan entity.","The existence of this miniaturized replica can be attributed─as with many, many other things─to a combination of aether and crystal, a fragment of which was discovered inside Eden itself. The result was this smaller likeness, which may be summoned at will and is *probably* less likely to trigger an apocalyptic catastrophe. ","Eden...the first sin eater.
   - Gaia"
235,"Summon forth your Cerberus mount. Be warned, however, that riding into a peaceful village on the back of a gigantic, slavering, three-headed hellhound may cause quite a stir among the locals.","In addition to its immense strength and three gaping maws lined with razor-sharp fangs, this voidsent boasts incredible longevity, having lived since the Third Astral Era. The collars, of Allagan design, are believed to make it as tame as a puppy, though it may simply be biding its time before devouring its keeper.","What a nice little doggy!
   - Nashu Mhakaracca"
236,"Summon forth your big shell mount, which is ironically rather small. Still quite big for a crab, though.","Raised by a Qiqirn culinary connoisseur, this carefree crustacean formed a bond of friendship with its keeper, and in so doing, escaped the cookpot. Though it may not be the most obvious choice for a mount, its smooth, round shell makes it one of the more comfortable.","Big shells are so named for
the bigness of their shells,
which they wear most bigly.
Clever, yes?
   - Qiqirn Naturalist"
237,"Summon forth Arion, the heavenly steed of unmatched swiftness.","Legends speak of a majestic and unwaveringly loyal horse who would never fail to deliver its master from peril. Such myths were founded in fact, as the divine steed has descended from the heavens to seek one possessed of a true and virtuous heart, with whom it may right the wrongs of the world.","The speed of the horse
is a grace unmatched!
   - Uma Bugyo"
238,"Summon forth your emerald gwiber, a draconic arcane entity.",Called forth by a mysterious horn infused with the power of an unknown primal absorbed by the Emerald Weapon. Whether it sees through the glowing orb at the front of its snout or some other means is unclear.,"Rubies! Emeralds! Sapphires!
Oh, how they sparkle!
   - Uin Nee"
239,"Summon forth a prototype roader, one of the fastest ways to reach your destination while scaring the seven hells out of everyone on the way.","Salvaged from the battlegrounds of Gyr Abania and restored by goblins, this devilishly speedy─yet decidedly unwieldy─contraption is said to have a mind of its own. In this case, however, that turn of phrase may have a ring of truth to it...","Gobbieflock does not go
looking for trouble!
Trouble comes looking
for gobbieflock! ...Honest!
   - Slowfix Cointoss"
240,"Summon forth a chocorpokkur, which is... Well, perhaps you had best see it for yourself.",This bizarre creature is the result of an enormous korpokkur coming into contact with vast amounts of chocolate. It has since taken to journeying far and wide to deliver sweet treats to anyone who does not immediately flee at the sight of it.,"This ambrosial aroma. This
couldn't possibly be...chocolate!?
   - Carvallain de Gorgagne"
241,"Summon forth your Gabriel Mark III mount, though you may find this transforming warmachina is less than meets the eye. Claims that its gold paint deflects laser beams are entirely unfounded.","As any experienced adventurer knows, if a previously bested enemy appears again with a new color scheme, it will pose a significantly greater threat than before, or at least, take longer to kill. Luckily, this miniature prototype is on your side, or so you hope.","Such a beautiful golden color!
   - Ihase"
242,"Summon forth your antelope doe, a female creature identifiable by the bluish tinge of its fur.","Denizens of grasslands, antelopes once ranged as far as Coerthas before the Calamity buried the region in snow. Though coveted for their meat and milk, the creatures have eluded full domestication owing to their ornery temperament.","Another day on the hunt,
and naught but antelope
meat to show for it.
   - Isarmoix"
243,"Summon forth your antelope stag, a male creature identifiable by its horns, striped body, and...impressive size.","Swift and sure-footed, antelopes have been favored as mounts by the tribes of Abalathia's Spine since ancient times. In recent years, ancient magicks have also made it possible for the creatures to fly so long as the rider has sufficient reserves of aether.","A herd o' young antelope
stags has gone berserk.
   - Maximiloix"
244,,,
245,"Summon forth Landerwaffe, magnificent mechanical dragon of legend, and be the envy of all the other kids.","Armed literally to the wings, this mechanical dragon is believed to have been created by the Allagan Empire to combat the creatures whose form it mimics. Magnificent and proud, it allows none upon its back save one whom it deems a true hero.","Wow, you're swifter
than a salamander!
   - Pixie Flowerkeep"
246,"Summon forth Al-iklil, a stylish hovering craft designed to carry up to two riders. Any more and it may not heed you.","A gift from Fran to the Bozjan Resistance, this craft hovers by the power of skystones, crystals that allow entire masses of land to levitate. Its name is said to be derived from an ancient Ivalician word meaning “crown.”","I'm only here to see how the
story unfolds. Any self-respecting
leading man would do the same.
   - Debonair Sky Pirate"
247,Summon forth your Cruise Chaser to cruise along in style as you give chase to your foes.,"Created by the genius minds of the Illuminati, this warmachina is capable of assuming bipedal and airship forms to adapt to the changing conditions of battle. Smitten by its design, it is said that a certain warmachina fanatic has a mind to produce a miniature version.","The chase is on!
   - Seserukka"
248,Summon forth your Construct VI-S. Painted red so it goes faster. Theoretically.,"This flashy golem was constructed by a band of commerce-minded kobolds hoping to establish regular trade with their seafaring neighbors. Coated in Lominsan red, propulsion power is apparently enhanced by as much as thirty percent.","No one'll tell me what the
bloody “S” stands for...
   - Lieutenant Skaetswys"
249,"Summon forth your diamond gwiber, a draconic arcane entity.","Believed to have been absorbed into the Diamond Weapon, this plate-clad being answers the call of a horn imbued with the power of an unknown primal, the summoner of whom is believed to have been a member of the Corvosi resistance.","Everyone here is stubborn
as a diamond ingot!
   - Glagg"
250,"Summon forth your polar bear, a gentle giant with a soft spot for sweets.","In search of ice to make frozen treats, the confectioner Nekeke traveled to an isle in the northern seas, where she encountered this hulking creature. A bite of her sweets was all it took for it to follow her back to Eorzea, where it subsequently grew fond of you.","You're never too
big for sweets.
   - Ancient Saying"
251,,,
252,Summon forth your squad of gilded Namazu to bear you upon a gilded mikoshi─all of which is as gaudy as it sounds.,"In order to secure enough coin to fund their seven-year festival, the Namazu sought the counsel of Rowena, who spoke thus: if you want to make great profit, sell wares of great worth. And what could be worth more than a gilded mikoshi borne by eight gilded Namazu?","Wasshoi! Wasshoi! What am I doing?
 I do not know! I do not care! Whee!
   - Namazu Spectator"
253,"Summon forth the Resplendent Vessel of Ronka. Just like the Great Vessel of Ronka, but really shiny.","After being stolen from ancient Ronkan ruins, this mystical urn passed through many an illicit hand before coming to be in yours. Blowing into the flute found within caused it to thus burgeon with the divine and take on a golden glow─an auspicious sign if ever there was one.","The great serpent...it speaks!
   - Chaqurl Qhotl"
254,"Summon forth your magicked card to take you wonder by wonder, over, sideways, and under.","Crafted by Eorzea's foremost goldsmith, Godbert Manderville, this enchanted card is awarded to those who have collected an unprecedented number of Triple Triad cards. May it bear you through endless diamond skies, to dazzling places you never knew, and show you new fantastic points of view.","Fancy a game of cards?
   - Iola"
255,"Summon forth your island mandragora, a prime piece of island produce.","Born into an influential family in the West Mandra Empire, fabled nation of vegetables, this mandragora grew to its prodigious size thanks to fertile soil and abundant sunlight. Alas, its blessed upbringing could also be considered a curse, for it is the fate of such prime produce to go to market.","I'd be much obliged if
you could rid the field
of some mandragoras.
   - Gurcant"
256,"Summon forth your island Onion Prince, a vegetable whose colossal size befits his station.","Royalty among mandragora, this island-bred Onion Prince knew every comfort growing up. Such a pampered life led to boredom, however, and he took to whiling away the days in mischief. Dismayed by his son's behavior, the king sent him off to squire for a renowned hero, that he might learn something of responsibility and leadership.","By the onion, in my rambling
I forgot why I called you over!
   - Bloezoeng"
257,"Summon forth your island Eggplant Knight, an oversized vegetable embodiment of chivalry.","Hailing from the selfsame land as the Tomato King, the Eggplant Knight shared a crate with the sovereign when they were shipped out. However, he fell overboard when the vessel encountered rough seas, and drifted for days before being deposited on a desert island. Among other feats, he prides himself on having played a key role in the founding of the West Mandra Empire.","I thought ye were a feral turnip,
a murderous eggplant, or summat
like that!
   - Tiny Trader"
258,"Summon forth your island Garlic Jester, a mandragora as pungent as it is humorous.","Possessed of a humorous wit, this mandragora encountered the island Tomato King when they were both adrift. During that time, he amused his sovereign with dozens of droll tales, and in recognition for his services, he was appointed the court jester after the founding of the West Mandra Empire.","For one with a name more befitting
a jester, you fight with the savagery
of a rabid demon.
   - Moglin"
259,"Summon forth your island Tomato King, a sovereign who rules with a strong and juicy─er, just hand.","Grown in sunny Vylbrand, this king among produce was being shipped to distant lands when his crate was cast overboard in rough seas. He eventually arrived at a desert island, where he triumphed in a war with avaricious avians and won the heart of a local princess, together with whom he established the West Mandra Empire.","I dunno about you, but I ain't
so keen on the notion of callin' a
bloody tomato *Yer Grace*.
   - Tiny Trader"
260,"Summon forth your island Mandragora Queen, a well-cultivated vegetable fit for a king.","The life of this island-grown princess was forever changed when she met her future husband the island Tomato King, whom the tides had borne to her. Overcoming their difference in origin, they wed and unified the island's vegetables under the banner of the West Mandra Empire.","I fear a diet comprised entirely
of one type of root vegetable
will not hold up to scrutiny...
   - Hinageshi"
261,"Summon forth your lynx of eternal darkness, which could be what a certain eldest of all primals might look like as a large, winged feline.","A phantom creation whose elemental aspect is tipped strongly towards the astral. Its shadowed wings call to mind the valiance of Zodiark, eldest and mightiest of primals, but the origins of this familiar are shrouded in eternal Darkness.","Who are you, the Warrior
of bleedin' Darkness!?
   - Gallant Guardsman"
262,"Summon forth your lynx of divine light, which could be what a certain will of the star might look like as a large, winged feline.","A phantom creation whose elemental aspect is tipped strongly towards the umbral. Its radiant wings call to mind the majesty of Hydaelyn, the will and protector of the star, but the origins of this familiar are shrouded in divine Light.","So bold, so majestic─
just like a Warrior of Light!
   - Humphrey"
263,"Summon forth Argos, Venat's faithful familiar, to bear you places while you marvel at the softness of his golden coat.","Created by Venat, this dog-like familiar lends his back only to those who have won his favor─which you already had by the time you first met him in Mare Lamentorum owing to the quirks of time travel.","Gosh, he's a fast doggy!
   - Nashu Mhakaracca "
264,"Summon forth your dreadnaught, a hulking machina that's equally at home on the battlefield as it is at construction sites.","Originally used as a weapon, this Allagan machina was eventually superseded by newer models and repurposed for construction. Legends tell of a young man who took one such unit on a rampage, wreaking havoc through enemy ranks.","What does it do?
   - Inquisitive Young Man"
265,Summon forth Demi-Phoinix. Because four wings are better than two and three heads better than one.,"This entity is a recreation of the being found imprisoned inside Pandæmonium. The original was the fruit of the ancients' research into immortal birds, but owing to its volatility, it was branded a failure.","How do you spell that again?
   - An Ancient"
266,Summon forth Calydontis. He's wild but he's yours.,"Once a dreaded presence in its forest domain, this lord among wild boars met its match in a band of dauntless adventurers. Having thus learned to bow before the strong, it found a master in you.","When I'm skilled enough
to fell a wild boar on my own,
I'll allow myself to indulge...
   - Isarmoix"
267,"Summon forth Victor, a dog to rule over all dogs─at dog shows, that is.","Lauded by no less a personage than Emperor Varis, Victor is a perennial champion at Garlean dog shows. Being bred and trained for competition, it isn't suited to combat, though it may at least intimidate foes with its fearsome mien.","Hmph, all bark an' no bite!
   - Rabid Wives Houndkeep"
268,"Summon forth your level checker, a mysterious machine that can determine your strength...and apparently also shrink and carry you inside it.","When this mysterious machine first determined your strength, the result was “level 90.” By what method it came up with its figure, and whether it is even accurate, none can possibly say.","You've really taken it
to another level with this!
   - Kai-Shirr"
269,Summon forth Papa Paissa. It's for a good cause.,"This exceptionally large paissa has sired no less than eight offspring, and in order to earn the coin to rear them, it chose to work as an adventurer's mount. By taking it into your service, you are supporting its adorable brood.","I can only imagine the
burden they bear with
so many mouths to feed.
   - Pip"
270,,,
271,,,
272,,,
273,"Summon forth your wivre, a mighty horned beast said to be nature's battering ram.","Native to the New World, these ill-mannered scalekin are notoriously difficult to tame. Yet where others have failed, the Mamool Ja have succeeded, their people employing wivres as beasts of burden and weapons of war both.","I pray that you at least consider
a watchful trot into danger rather
than a headlong charge...
   - Iliud"
274,Summon forth your porxie king. Smells like bacon that's a cut above the rest─though that might just be an effect of the crown.,"Unlike its kin, this porxie was born without the ability to cure the tempered. Rather than have it go to waste, however, it was made into a mount and given a crown─perhaps to evoke a sense of luxury and comfort.","This specimen can be
considered royalty
among them.
   - Martineau"
275,,,
276,,,
277,Summon forth your Garlond GL-II. For those who've got a nice place─who never wanted to be anybody else.,"This prototype magitek vehicle was developed by Garlond Ironworks to be a mode of transportation for a new era. A compact-but-powerful twin-bank ceruleum engine provides effortless acceleration which, coupled with the rugged chassis, allows it to devour rough terrain─such as that one might see on a desert island.","Latest technology! Revolutionary ideas!
   - Razel Huizan the Stationary"
278,,,
279,"Summon forth your mechanical lotus, a flower-shaped mode of transport with a spiritual aura.","Fashioned by the enigmatic Onishishu, this mechanical conveyance assumes the form of the lotus flower, a symbol of purity and sanctity in the Far East. Indeed, it gives off a distinctly spiritual aura, though how it does so is a jealously guarded secret.","Their purity is...astounding.
   - Rammbroes"
280,"Summon forth Fylgja, a dragon with a soft spot for heroes and songs.","Like her noble forebear Ratatoskr, Fylgja is passing fond of mankind, and traveled the world in search of mortals worthy of immortalizing in song. During the course of her journeys, she would encounter a soul who shone most brilliantly in battle. So moved was she by the hero's selfless valor, she chose to become her follower.","Would you look at that─
my dulcet voice has drawn
yet another devoted follower!
   - Ulala"
281,"Summon forth your alkonost, an imposing antlered avian native to northern Ilsabard.","Captured in the Bozjan wilderness, this creature was passed around as a curiosity before eventually being released again. From the start, it seemed unperturbed in the presence of men, leading some to believe it was trained by an imperial beastmaster.","How goes the training
for your avian mount?
   - Luquelot"
282,Summon forth your island buffalo. Tough on the outside but tender on the inside.,"Belonging to a species introduced by pirates as livestock, this mild-mannered beast took to living on your island one day. Though it appears to have reverted to being feral, it is easily won over with food, in gratitude for which it happily bears you upon its back.","It's one thing to see the buffaloes in
a tizzy, but another to think they could
have anything to do with the quakes.
   - P'ebaloh"
283,"Summon forth your brachiosaur, a rare prehistoric creature sighted in frontier lands.","Belonging to an ancient and enormous species, this juvenile creature was hatched from an egg found in the wilds by a hunter-scholar. As its body burgeoned, so too did its appetite for exploration, and it eventually found in you a worthy master to follow.","Due to unforeseen difficulties,
House Haillenarte has been forced to
suspend the expeditions to the Diadem.
   - Aurvael"
284,"Summon forth your pod 602 mount. May leave you hanging, but will never let you go. Unless it malfunctions, or runs out of energy, or...you get the idea.","Recovered from the ruins of the machine lifeforms, this diminutive white machina was created to provide YoRHa units with movement support. On account of this, it can easily transport one person...if not exactly in style or comfort.","Those who are ready and
willing to fight will never
want for transportation!
   - Grand Company Flyer"
285,Summon forth the moon-hopper. Guaranteed to instill a sense of well-being within all those in earshot.,"This enhanced version of the supporter was lovingly created by the ever-innovative Inventingway. Not satisfied with merely making it ridable, the Loporrit also fitted a compact speaker that can belt out Dreamingway's feel-good sounds.","Well, then, let's hop to it!
   - Dreamingway"
286,"Summon forth your island alligator. Demands to be seen not later, but always.","Hailing from unknown shores, this alligator appeared on your island one day and made itself at home. It takes pride in the fact that its kind is rare out at sea, and willingly carries a rider upon its back if only so it can parade itself in front of all and sundry.","A face you could kiss─if
it weren't covered in scales,
that is!
   - Foerzagyl"
287,"Summon forth your hippo cart, a mean if not so lean transporting machine.","Drawing upon the design of chocobo carriages, a collective of Arkasodara youths invented this two-wheeled hippo-drawn cart. The sunshade cloth incorporates techniques used in crafting Corvosi flying carpets, and grants cart and hippo both the ability to soar the skies.","A hippo cart can outrun
most anythin' in this jungle.
   - Trna"
288,"Summon forth your troll mount, a gentle giant native to the northern seas.","Contrary to their savage appearance, trolls are highly intelligent creatures. Sharlayan scholars once sought to teach them sign language, and on account of this specimen's friendly nature, it is believed that it was a subject in that experiment.","If I didn't know better, I could've 
sworn that troll was talking to you...
   - Roegadyn Gleaner"
289,,,
290,"Summon forth your UFO, and experience the sensation of an alien abduction.","While appearing to be identical to PuPu's starship, this replica lacks certain functionalities such as a matter duplication facility, which, in light of recent events, is probably for the best. It is also unable to shrink you to a size to fit in the cockpit, meaning you do not so much ride as you are dangled around in its tractor beam.","The *Truth* receives a large number
of reports from readers claiming to have
observed unidentified flying objects.
   - Delion"
291,"Summon forth your vinegaroon mount, a carnivorous scalekin with a jaw reminiscent of claws.","While it is common for dragons to use vinegaroons as servants, men have struggled to domesticate the creatures. In recent years, however, the gleaners have developed a successful training method, allowing them to be employed as beasts of burden.","Those vinegaroons are always chasing
after us moogles, snapping their bladed
jaws and swinging their bladed tails.
   - Impatient Moogle"
292,Summon forth your Orthos craklaw. May or may not have participated in famous battles which actually took place in history.,"Discovered in Eureka Orthos, this specimen of craklaw was imbued with magic in a bid to further harden its carapace. Though that experiment ended in failure, by way of a peculiar side effect, it has attained the power of flight.","What you after? Fish? Crab?
   - Eybor"
293,"Summon forth your bluefeather lynx mount, which could be what a certain feathered familiar might look like as a large, winged feline.","A phantom creation composed of the esoteric power of dynamis. It is believed that the Endsinger brought forth this mysterious entity, but for what purpose is unclear. Could it be a tribute, perhaps, bestowed upon one who has overcome her aria of despair?","The light of hope shall ever
guide our steps so long as we
have the will to press onward.
   - Edmont de Fortemps"
294,"Summon forth your megashiba mount─fluffy, living proof that massive can still be adorable.","Sold as a “mameshiba,” a nonexistent miniature Far Eastern dog, this creature continued to grow until it was larger than a man. But despite its prodigious size, it has somehow retained its cuteness, which it combines with the practicality of being ridable.","He's so fluffy!
   - T'maritaa"
295,,,
296,,,
297,Summon forth your traveling supporter. Proof that there is nothing a pair of bunny ears can't improve.,"This advanced bipedal machina was found wandering the Carteneau Flats by a quartermaster of the Eorzean Alliance. While it bears a striking resemblance to Allagan clockwork soldiers, it appears to have been enhanced by unknown hands (or paws).","The supporter? I never would have
suspected... It's supposed to help us
farm carrots, not eat them!
   - Watchingway"
298,"Summon forth Miw Miisv, living proof that hope springs eternal─and in unexpected shapes.","Born at Elysion from the hopes of the Ea, this peculiar dynamis life-form possesses a semi-transparent body reminiscent of a jellyfish, and can deliver a sting of sorts with the lightning it harbors. There is no greater pleasure for it than to connect with others in the microcosm of its heart. Literally.","Just like jellyfish, they jump, jerk,
and jolt to jiggle themselves up.
   - Wawalago"
299,"Summon forth your wondrous lanner, a proud bird with a fondness for fantastical tales.","Under the patronage of its mistress Rowena, this enchanted falcon has led a pampered life. Able to comprehend language, it loved nothing more than to listen to Khloe Aliapoh's tales, whose heroic protagonist it aspired to bear upon its back─in contest with another of Rowena's pets.","I doubt even my falcons
could keep pace with it.
   - Yugiri"
300,Summon forth your magicked umbrella to whisk you off your feet in the most delightful way.,"This flying umbrella was created by a certain elderly mage in her youth. It uses a black umbrella as the base, the better for blending into the night and sneaking into the Great Gubal Library from above. Its creator, it would seem, has always had a rebellious streak.","You can stand under
my umbrella.
   - Kindly Maiden"
301,"Summon forth your magicked parasol, and have the whole world at your feet.","This flying parasol was created by a certain elderly mage in her youth. Intending to sell them en masse to fund her research, she chose a pink parasol─popular in those days─as the base. Due to the need for considerable magical power and grip strength to use them, however, she experienced only modest success.","Perhaps you'll need a parasol
the next time you visit!
   - Sparkling-eyed Loporrit"
302,"Summon forth your Starlight steed, which, despite being an illusion, can bring very real joy to one and all.","The reindeer Blitzen, visiting from Sharlayan, gifted you this ridable glamour as a show of gratitude for your kind aid. From the creature itself to the presents, all is recreated in such impressive detail that it could only be considered a Starlight miracle.","It's a Starlight miracle!
   - Nalipponcque"
303,"Summon forth your Sil'dihn throne. Once seating the rulers of Sil'dih, it now serves as your personal mode of transport.","Discovered in a sector of the Sil'dihn Subterrane, this magnificent throne is believed to have been a spare. It moves in response to its master's will, but whether it does so via the spirits of Sil'dihns long dead or simple magicks is unknown.","H-How could you mistake me for
that overstuffed throne-warmer!?
   - Moghan"
304,Summon forth your silkie mount. Because cleanliness is next to cuteness.,"Encountered in the depths of the Sil'dihn Subterrane, this arcane entity was the familiar of former sultana Nanasha Ul Nasha, who created it to keep the royal palace squeaky clean. Contrary to its appearance, the pom on the tail is the actual being rather than the mouselike creature.","I'm countin' on ye to
clean up this mess.
   - Bloeidin"
305,"Summon forth your sunforged. Its searing flames consume all─with the exception of its owner, thankfully.","A product of the genius mind of Hephaistos, this fiery phantom creation combines two concepts─a flying snake and an immortal bird─and can shapeshift as the situation demands. Only the individual it recognizes as its master may ride it unscathed.","It tastes like burning...
   - Hapless Boy"
306,"Summon forth your lynx of imperious wind, which could be what a certain tempestuous archfiend might look like as a large, winged feline.","A phantom creation whose elemental aspect is tipped strongly towards astral wind. Its blustery wings call to mind the caprice of Barbariccia, archfiend of wind, but the origins of this familiar are shrouded in unrelenting storms.","Motes against the tempest.
In vain do they struggle...
   - Sonu Vanu"
307,,,
308,"Summon forth the aeturna, an imposing feline that boasts far more than the standard nine lives.","During an expedition to Ilsabard in his younger years, Emperor Xande is said to have come upon this fearsome beast. As its name, meaning “eternal,” would suggest, it possesses remarkable vitality, and in addition to serving as an armored warbeast, it was also a subject in the Allagans' research into immortality.","Eternal life can be yours,
ladies and gentlemen!
   - Silver-tongued Broker"
309,,,
310,Summon forth your set of ceruleum balloons. Propulsion not included.,"Filled with gasified ceruleum, this festive assortment of balloons boasts enough buoyancy to lift a full-grown Roegadyn off the ground. However, it possesses no means of propulsion, and one is required to provide one's own wind magicks to move.","Squawk! Bring balloon directly
over unbelievers' dung heap!
   - Ixali Chieftain  "
311,"Summon forth Anden III. It has a mouth, but it cannot scream.","In gratitude for your kindness, the pixie Eo Tyr gifted you this peculiar ambulatory plant, which they created from the leaves of the original Anden after pruning him. While it resembles its namesake, it lacks the power of speech, and there is no telling what thoughts lie behind its permanently horrified expression.","Kind-hearted as we pixies are,
we decided to turn him into
a lovely leafman!
   - Sheep-obsessed Pixie"
312,"Summon forth the *Blackjack*, or rather, its scale prototype. Exactly where inside it you ride is a mystery best left unanswered.","Commissioned by Chairman Tatabaru of Highwind Skyways to develop a new airship, the engineers of Garlond Ironworks produced this scale prototype for testing purposes. Despite its diminutive size, it boasts an impressive loading capacity, and can easily carry you and a few friends.","Good gods, it's the *Blackjack*!
   - Tataramu"
313,"Summon forth fiery Phaethon, a legendary beast of Corvosi myth.","According to Corvosi myth, simply being near this fiery steed is akin to bathing in hot coals, and it is only through the ingenuity of alchemy that one can ride it unscathed. A nigh-identical being, created to draw a carriage in the heavens, is said to have existed in the world unsundered, but it is uncertain what manner of connection, if any, exists between the two beasts.","BURN! BURN! ALL IS BURN!
   - Gogmagolem"
314,"Summon forth Pinky, an elephantine machine engineered to enrapture.","Upon hearing that inebriated folk are wont to have visions of a delightful pink elephant, the Loporrits were inspired to make the creature a reality. The tale was, of course, simply a joke at their expense, but if this machine brings a smile to even one person, then their efforts will not have been in vain.","This pink color is perfect!
   - Auri Boy"
315,"Summon forth your lynx of righteous fire, which could be what a certain honor-bound archfiend might look like as a large, winged feline.","A phantom creation whose elemental aspect is tipped strongly towards astral fire. Its fiery body calls to mind the ardor of Rubicante, archfiend of fire, but the origins of this familiar are shrouded in impenetrable flames.","It is time you were purified
in the raging blaze of His blessing!
   - Zagozz Teh"
316,"Call into battle your magitek avenger G1, an imperial warmachina made gaudier by goblin hands.","Rumor holds that a golden sasquatch statue stands at the heart of the Garlean capital, from which magitek weapons would emerge to defend the city should it fall under attack. The veracity of the tale aside, the goblins liked it enough that they decided to create this golden avenger to match the statue.","I saw a golden opportunity
just begging to be seized...
   - Tataru"
317,"Summon forth Chrysomallos, the golden ram of legend─though legend doesn't seem to say anything about illusory coins spilling forth endlessly...","Instead of the white commonly seen in its kind, the fleece of this sheep is a remarkable golden hue. While the seller insisted that it is the golden ram of legend, as with all such claims, this should be taken with a pinch of salt. Only time and perhaps a new growth of wool will reveal the creature's true nature.","To think sheep can thrive in
so remote a place as this...
   - Cirina"
318,Summon forth your Garlond GL-IS. Fitted with a sidecar to carry a trusty sidekick.,"A variant of the Garlond GL-I, this magitek vehicle is fitted with a sidecar to allow for two riders, with engine displacement increased to handle the additional weight. Comes with a life-size mascot lovingly crafted by Wedge─but strictly for a limited time only, and while stocks last!","It's a Garlond through and through.
   - Cid"
319,Summon forth your megaloambystoma. Or should that be *max*olotl? You decide.,"The fact that this impossibly large ambystoma is fitted with an elaborate saddle strongly suggests it was created to be ridden. However, its presence in Pandæmonium means it was flawed in some way and deemed a failure.","It has been an age shhhince we
have feashhhted on axolotl.
   - Seww"
