#,TemporaryAction,Unknown1,Unknown2,RequiredItem[0],RequiredItem[1],RequiredItem[2],RequiredItemQuantity[0],RequiredItemQuantity[1],RequiredItemQuantity[2],Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,WKSMissionText,Unknown14,Unknown15,Unknown16,Unknown17,MissionType
619,0,2000000,2800,0,0,0,0,0,0,0,0,150,0,58,107,0,4,0,0,4
620,41307,2000000,700,0,0,0,0,0,0,0,501,151,0,58,109,2,4,0,0,1
621,41307,2000000,990,0,0,0,0,0,0,0,502,152,0,59,111,2,4,0,0,1
622,41307,2000000,0,1139,0,0,35,0,0,0,0,153,0,59,110,2,3,0,0,8
623,41307,2000000,700,0,0,0,0,0,0,0,503,154,0,60,109,2,4,0,0,1
624,41307,2000000,0,1140,0,0,45,0,0,0,0,155,0,60,110,2,3,0,0,8
625,41307,2000000,0,1140,0,0,30,0,0,0,504,156,0,60,112,2,3,0,0,1
626,41307,2000000,1000,0,0,0,0,0,0,0,505,157,0,60,111,2,4,0,0,1
627,0,2000000,0,1142,0,0,25,0,0,0,506,158,0,62,103,0,3,0,0,1
628,0,2000000,0,1142,0,0,24,0,0,0,0,159,0,61,104,0,3,0,0,8
629,0,2000000,0,1142,0,0,28,0,0,0,507,160,0,61,105,0,3,0,0,1
630,0,2000000,0,1142,1143,1144,5,5,15,0,508,161,0,62,103,0,3,0,0,1
631,0,2000000,0,1142,0,0,24,0,0,0,0,162,0,61,104,0,3,0,0,8
632,0,2000000,0,1142,1143,1144,8,8,12,0,509,163,0,61,105,0,3,0,0,1
633,0,2000000,2050,0,0,0,0,0,0,0,0,164,0,61,108,0,4,0,0,5
634,0,2000000,650,0,0,0,0,0,0,0,0,165,0,63,106,0,4,0,0,3
635,0,2000000,0,1145,0,0,24,0,0,0,0,166,0,63,104,0,3,0,0,8
636,0,2000000,0,1145,0,0,28,0,0,0,510,167,0,63,105,0,3,0,0,1
637,41307,2000000,0,1168,0,0,45,0,0,0,0,168,0,63,110,2,3,0,0,8
638,0,2000000,650,0,0,0,0,0,0,0,0,169,0,64,106,0,4,0,0,3
639,0,2000000,1400,0,0,0,0,0,0,0,0,170,0,64,107,0,4,0,0,4
640,0,2000000,100,0,0,0,0,0,0,0,511,171,0,64,109,0,4,0,0,1
641,0,2000000,0,1146,0,0,24,0,0,0,0,172,0,64,104,0,3,0,0,8
642,41307,2000000,700,0,0,0,0,0,0,0,512,173,0,64,109,2,4,0,0,1
643,0,2000000,0,1149,0,0,45,0,0,0,513,174,0,66,103,0,3,0,0,1
644,0,2000000,0,1147,1148,1149,15,15,20,0,514,175,0,65,105,0,3,0,0,1
645,41307,2000000,500,0,0,0,0,0,0,0,515,176,0,65,109,2,4,0,0,1
646,0,2000000,2800,0,0,0,0,0,0,0,0,177,0,65,107,0,4,0,0,4
647,0,2000000,0,1147,1148,1149,15,15,15,0,516,178,0,66,103,0,3,0,0,1
648,0,2000000,0,1153,1154,0,10,15,0,0,517,179,0,68,103,0,3,0,0,1
649,0,2000000,0,1150,1151,0,12,16,0,0,518,180,0,67,105,0,3,0,0,1
650,0,2000000,650,0,0,0,0,0,0,0,0,181,0,67,106,0,4,0,0,3
651,0,2000000,1400,0,0,0,0,0,0,0,0,182,0,67,107,0,4,0,0,4
652,0,2000000,0,1153,1154,1155,15,15,15,0,519,183,0,68,103,0,3,0,0,1
653,0,2000000,0,1150,0,0,48,0,0,0,0,184,0,67,104,0,3,0,0,8
654,0,2000000,0,1150,1151,1152,15,15,20,0,520,185,0,67,105,0,3,0,0,1
655,41307,2000000,0,1169,0,0,25,0,0,0,521,186,0,67,112,2,3,0,0,1
656,0,2000000,0,1153,0,0,45,0,0,0,522,187,0,68,103,0,3,0,0,1
657,0,2000000,0,1156,0,0,24,0,0,0,0,188,0,69,104,0,3,0,0,8
658,0,2000000,2050,0,0,0,0,0,0,0,0,189,0,69,108,0,4,0,0,5
659,0,2000000,100,0,0,0,0,0,0,0,523,190,0,69,109,0,4,0,0,1
660,0,2000000,0,1156,0,0,48,0,0,0,0,191,0,69,104,0,3,0,0,8
661,0,2000000,2800,0,0,0,0,0,0,0,0,192,0,69,107,0,4,0,0,4
662,41307,2000000,700,0,0,0,0,0,0,0,524,193,0,69,109,2,4,0,0,1
663,41307,2000000,990,0,0,0,0,0,0,0,525,194,0,70,111,2,4,0,0,1
664,41307,2000000,0,1170,0,0,35,0,0,0,0,195,0,70,110,2,3,0,0,8
665,41307,2000000,700,0,0,0,0,0,0,0,526,196,0,71,109,2,4,0,0,1
666,41307,2000000,0,1171,0,0,45,0,0,0,0,197,0,71,110,2,3,0,0,8
667,41307,2000000,0,1171,0,0,30,0,0,0,527,198,0,71,112,2,3,0,0,1
668,41307,2000000,1000,0,0,0,0,0,0,0,528,199,0,71,111,2,4,0,0,1
669,0,2000000,0,0,0,0,0,0,0,0,0,0,58,72,115,0,1,0,5,8
670,0,2000000,470,0,0,0,0,0,0,0,0,0,59,73,117,0,4,0,0,7
671,0,2000000,0,868,0,0,2,0,0,0,0,0,60,74,114,0,3,0,0,8
672,0,2000000,300,0,0,0,0,0,0,0,529,0,61,72,121,0,4,0,0,1
673,0,2000000,0,0,0,0,0,0,0,2,0,0,62,74,113,0,2,2,0,8
674,0,2000000,2000,0,0,0,0,0,0,0,0,0,63,73,119,0,4,0,0,6
675,0,2000000,1570,0,0,0,0,0,0,0,0,0,64,72,117,0,4,0,0,7
676,0,2000000,0,884,885,0,1,1,0,0,0,0,65,73,114,0,3,0,0,8
677,0,2000000,400,0,0,0,0,0,0,0,530,0,66,72,121,0,4,0,0,1
678,0,2000000,0,0,0,0,0,0,0,2,0,0,67,73,116,0,2,2,0,9
679,0,2000000,5200,0,0,0,0,0,0,0,0,0,68,72,119,0,4,0,0,6
680,41278,2000000,1000,0,0,0,0,0,0,0,531,0,69,74,122,0,4,0,0,1
681,0,2000000,0,0,0,0,0,0,0,3,0,0,70,74,113,0,2,2,0,8
682,0,2000000,0,910,0,0,3,0,0,0,0,0,71,75,114,0,3,0,0,8
683,41278,2000000,600,0,0,0,0,0,0,0,532,0,72,76,121,0,4,0,0,1
684,0,2000000,400,0,0,0,0,0,0,0,533,0,73,77,118,0,4,0,0,1
685,0,2000000,3930,0,0,0,0,0,0,0,0,0,74,78,120,0,4,0,0,7
686,41278,2000000,800,0,0,0,0,0,0,0,534,0,75,79,122,0,4,0,0,1
687,0,2000000,0,0,0,0,0,0,0,4,0,0,76,73,113,0,2,2,0,8
688,0,2000000,0,0,0,0,0,0,0,0,0,0,77,74,115,0,1,0,17,8
689,0,2000000,8000,0,0,0,0,0,0,0,0,0,78,79,119,0,4,0,0,6
690,0,2000000,0,950,0,0,2,0,0,0,0,0,79,72,114,0,3,0,0,8
691,0,2000000,600,0,0,0,0,0,0,0,897,0,80,73,118,0,4,0,0,1
692,0,2000000,0,0,0,0,0,0,0,0,0,0,81,74,115,0,1,0,15,8
693,41278,2000000,800,0,0,0,0,0,0,0,899,0,82,79,121,0,4,0,0,1
694,41278,2000000,2000,0,0,0,0,0,0,0,898,0,83,76,122,0,4,0,0,1
695,0,2000000,2360,0,0,0,0,0,0,0,0,0,84,77,117,0,4,0,0,7
696,0,2000000,5500,0,0,0,0,0,0,0,0,0,85,78,119,0,4,0,0,6
697,41278,2000000,400,0,0,0,0,0,0,0,901,0,86,80,122,0,4,0,0,1
698,0,2000000,23000,0,0,0,0,0,0,0,0,0,87,79,119,0,4,0,0,6
699,0,2000000,3680,0,0,0,0,0,0,0,902,0,88,75,118,0,4,0,0,1
700,0,2000000,2360,0,0,0,0,0,0,0,0,0,89,75,120,0,4,0,0,7
701,0,2000000,0,998,0,0,3,0,0,0,0,0,90,76,114,0,3,0,0,8
702,0,2000000,2360,0,0,0,0,0,0,0,0,0,91,76,120,0,4,0,0,7
703,0,2000000,0,0,0,0,0,0,0,5,0,0,92,77,113,0,2,2,0,8
704,41278,2000000,3000,0,0,0,0,0,0,0,895,0,93,78,121,0,4,0,0,1
705,0,2000000,400,0,0,0,0,0,0,0,900,0,94,78,118,0,4,0,0,1
706,0,2000000,5570,0,0,0,0,0,0,0,0,0,95,81,120,0,4,0,0,7
707,0,2000000,0,0,0,0,0,0,0,0,0,0,96,82,115,0,1,0,21,8
708,41278,2000000,13000,0,0,0,0,0,0,0,896,0,97,79,121,0,4,0,0,1
709,0,2000000,0,1068,0,0,1,0,0,0,0,0,98,80,114,0,3,0,0,8
710,0,2000000,16600,0,0,0,0,0,0,0,0,0,99,82,120,0,4,0,0,7
711,0,2000000,0,1231,0,0,3,0,0,0,535,0,0,0,99,0,3,0,0,1
712,0,2000000,0,1232,0,0,3,0,0,0,536,0,0,0,99,0,3,0,0,1
713,0,2000000,0,1260,0,0,3,0,0,0,537,0,0,0,99,0,3,0,0,1
714,0,2000000,0,1261,0,0,3,0,0,0,538,0,0,0,99,0,3,0,0,1
715,0,2000000,0,1233,0,0,3,0,0,0,539,0,0,0,99,0,3,0,0,1
716,0,2000000,0,1262,0,0,3,0,0,0,540,0,0,0,99,0,3,0,0,1
717,0,2000000,0,1231,0,0,3,0,0,0,541,0,0,0,99,0,3,0,0,1
718,0,2000000,0,1232,0,0,3,0,0,0,542,0,0,0,99,0,3,0,0,1
719,0,2000000,0,1263,0,0,3,0,0,0,543,0,0,0,100,0,3,0,0,1
720,0,2000000,0,1264,0,0,1,0,0,0,544,0,0,0,147,0,3,0,0,1
721,0,2000000,0,1235,0,0,2,0,0,0,545,0,0,0,147,0,3,0,0,1
722,0,2000000,0,1265,0,0,2,0,0,0,546,0,0,0,147,0,3,0,0,1
723,0,2000000,0,1266,0,0,1,0,0,0,547,0,0,0,147,0,3,0,0,1
724,0,2000000,0,1260,0,0,3,0,0,0,548,0,0,0,99,0,3,0,0,1
725,41269,2000000,0,1231,0,0,3,0,0,0,549,0,0,0,99,3,3,0,0,1
726,0,2000000,0,1232,0,0,2,0,0,0,550,0,0,0,99,0,3,0,0,1
727,0,2000000,0,1270,0,0,3,0,0,0,551,0,0,0,100,0,3,0,0,1
728,41269,2000000,0,1233,0,0,3,0,0,0,552,0,0,0,99,3,3,0,0,1
729,41269,2000000,0,1271,0,0,3,0,0,0,553,0,0,0,100,3,3,0,0,1
730,0,2000000,0,1269,0,0,1,0,0,0,554,0,0,0,99,0,3,0,0,1
731,41269,2000000,0,1234,0,0,1,0,0,0,555,0,0,0,99,1,3,0,0,1
732,41269,2000000,0,1231,0,0,3,0,0,0,556,0,0,0,99,3,3,0,0,1
733,0,2000000,1200,0,0,0,0,0,0,0,557,0,0,0,236,0,4,0,0,1
734,0,2000000,0,1277,0,0,1,0,0,0,558,0,0,0,100,0,3,0,0,1
735,41269,2000000,300,0,0,0,0,0,0,0,559,0,0,0,237,1,4,0,0,1
736,0,2000000,0,1279,1280,1281,1,1,1,0,560,0,0,0,100,0,3,0,0,1
737,0,2000000,1200,0,0,0,0,0,0,0,561,0,0,0,237,0,4,0,0,1
738,0,2000000,0,1283,1284,1285,1,1,1,0,562,0,0,0,235,0,3,0,0,1
739,0,2000000,0,1236,0,0,1,0,0,0,563,0,0,0,145,0,3,0,0,1
740,0,2000000,0,1237,0,0,1,0,0,0,564,0,0,0,100,0,3,0,0,1
741,41269,2000000,900,0,0,0,0,0,0,0,565,0,0,0,238,2,4,0,0,1
742,0,2000000,0,1286,0,0,3,0,0,0,566,0,0,0,235,0,3,0,0,1
743,0,2000000,0,1287,0,0,3,0,0,0,567,0,0,0,235,0,3,0,0,1
744,41269,2000000,800,0,0,0,0,0,0,0,568,0,0,0,237,2,4,0,0,1
745,41269,2000000,0,1274,0,0,1,0,0,0,569,0,0,0,99,1,3,0,0,1
746,0,2000000,400,0,0,0,0,0,0,0,570,0,0,0,238,0,4,0,0,1
747,41269,2000000,0,1239,0,0,2,0,0,0,571,0,0,0,235,2,3,0,0,1
748,41269,2000000,400,0,0,0,0,0,0,0,572,0,0,0,237,1,4,0,0,1
749,41269,2000000,800,0,0,0,0,0,0,0,573,0,0,0,236,2,4,0,0,1
750,41269,2000000,0,1288,0,0,1,0,0,0,574,0,0,0,100,1,3,0,0,1
751,41269,2000000,0,1289,0,0,1,0,0,0,575,0,0,0,102,1,3,0,0,1
752,41269,2000000,0,1276,0,0,1,0,0,0,576,0,0,0,149,1,3,0,0,1
753,0,2000000,0,1188,0,0,3,0,0,0,577,0,0,0,99,0,3,0,0,1
754,0,2000000,0,1189,0,0,3,0,0,0,578,0,0,0,99,0,3,0,0,1
755,0,2000000,0,1190,0,0,3,0,0,0,579,0,0,0,99,0,3,0,0,1
756,0,2000000,0,1191,0,0,3,0,0,0,580,0,0,0,99,0,3,0,0,1
757,0,2000000,0,1192,0,0,3,0,0,0,581,0,0,0,99,0,3,0,0,1
758,0,2000000,0,1193,0,0,3,0,0,0,582,0,0,0,99,0,3,0,0,1
759,0,2000000,0,1188,0,0,3,0,0,0,583,0,0,0,99,0,3,0,0,1
760,0,2000000,0,1194,0,0,3,0,0,0,584,0,0,0,99,0,3,0,0,1
761,0,2000000,0,1204,0,0,3,0,0,0,585,0,0,0,100,0,3,0,0,1
762,0,2000000,0,1205,0,0,1,0,0,0,586,0,0,0,147,0,3,0,0,1
763,0,2000000,0,1206,0,0,2,0,0,0,587,0,0,0,147,0,3,0,0,1
764,0,2000000,0,1207,0,0,2,0,0,0,588,0,0,0,147,0,3,0,0,1
765,0,2000000,0,1208,0,0,1,0,0,0,589,0,0,0,147,0,3,0,0,1
766,0,2000000,0,1195,0,0,3,0,0,0,590,0,0,0,99,0,3,0,0,1
767,41269,2000000,0,1188,0,0,3,0,0,0,591,0,0,0,99,3,3,0,0,1
768,0,2000000,0,1196,0,0,2,0,0,0,592,0,0,0,99,0,3,0,0,1
769,0,2000000,0,1209,0,0,3,0,0,0,593,0,0,0,100,0,3,0,0,1
770,41269,2000000,0,1197,0,0,3,0,0,0,594,0,0,0,99,3,3,0,0,1
771,41269,2000000,0,1210,0,0,3,0,0,0,595,0,0,0,100,3,3,0,0,1
772,0,2000000,0,1198,0,0,1,0,0,0,596,0,0,0,99,0,3,0,0,1
773,41269,2000000,0,1199,0,0,1,0,0,0,597,0,0,0,99,1,3,0,0,1
774,41269,2000000,0,1188,0,0,3,0,0,0,598,0,0,0,99,3,3,0,0,1
775,0,2000000,1200,0,0,0,0,0,0,0,599,0,0,0,236,0,4,0,0,1
776,0,2000000,0,1291,0,0,1,0,0,0,600,0,0,0,100,0,3,0,0,1
777,41269,2000000,300,0,0,0,0,0,0,0,601,0,0,0,237,1,4,0,0,1
778,0,2000000,0,1211,1212,1213,1,1,1,0,602,0,0,0,100,0,3,0,0,1
779,0,2000000,1200,0,0,0,0,0,0,0,603,0,0,0,237,0,4,0,0,1
780,0,2000000,0,1215,1216,1217,1,1,1,0,604,0,0,0,235,0,3,0,0,1
781,0,2000000,0,1293,0,0,1,0,0,0,605,0,0,0,145,0,3,0,0,1
782,0,2000000,0,1294,0,0,1,0,0,0,606,0,0,0,100,0,3,0,0,1
783,41269,2000000,900,0,0,0,0,0,0,0,607,0,0,0,238,2,4,0,0,1
784,0,2000000,0,1295,0,0,3,0,0,0,608,0,0,0,235,0,3,0,0,1
785,0,2000000,0,1296,0,0,3,0,0,0,609,0,0,0,235,0,3,0,0,1
786,41269,2000000,800,0,0,0,0,0,0,0,610,0,0,0,237,2,4,0,0,1
787,41269,2000000,0,1202,0,0,1,0,0,0,611,0,0,0,99,1,3,0,0,1
788,0,2000000,400,0,0,0,0,0,0,0,612,0,0,0,238,0,4,0,0,1
789,41269,2000000,0,1219,0,0,2,0,0,0,613,0,0,0,235,2,3,0,0,1
790,41269,2000000,400,0,0,0,0,0,0,0,614,0,0,0,237,1,4,0,0,1
791,41269,2000000,800,0,0,0,0,0,0,0,615,0,0,0,236,2,4,0,0,1
792,41269,2000000,0,1222,0,0,1,0,0,0,616,0,0,0,100,1,3,0,0,1
793,41269,2000000,0,1297,0,0,1,0,0,0,617,0,0,0,102,1,3,0,0,1
794,41269,2000000,0,1290,0,0,1,0,0,0,618,0,0,0,149,1,3,0,0,1
795,0,2000000,0,1188,0,0,3,0,0,0,619,0,0,0,99,0,3,0,0,1
796,0,2000000,0,1189,0,0,3,0,0,0,620,0,0,0,99,0,3,0,0,1
797,0,2000000,0,1190,0,0,3,0,0,0,621,0,0,0,99,0,3,0,0,1
798,0,2000000,0,1191,0,0,3,0,0,0,622,0,0,0,99,0,3,0,0,1
799,0,2000000,0,1192,0,0,3,0,0,0,623,0,0,0,99,0,3,0,0,1
800,0,2000000,0,1193,0,0,3,0,0,0,624,0,0,0,99,0,3,0,0,1
801,0,2000000,0,1188,0,0,3,0,0,0,625,0,0,0,99,0,3,0,0,1
802,0,2000000,0,1194,0,0,3,0,0,0,626,0,0,0,99,0,3,0,0,1
803,0,2000000,0,1204,0,0,3,0,0,0,627,0,0,0,100,0,3,0,0,1
804,0,2000000,0,1205,0,0,1,0,0,0,628,0,0,0,147,0,3,0,0,1
805,0,2000000,0,1206,0,0,2,0,0,0,629,0,0,0,147,0,3,0,0,1
806,0,2000000,0,1207,0,0,2,0,0,0,630,0,0,0,147,0,3,0,0,1
807,0,2000000,0,1208,0,0,1,0,0,0,631,0,0,0,147,0,3,0,0,1
808,0,2000000,0,1195,0,0,3,0,0,0,632,0,0,0,99,0,3,0,0,1
809,41269,2000000,0,1188,0,0,3,0,0,0,633,0,0,0,99,3,3,0,0,1
810,0,2000000,0,1196,0,0,2,0,0,0,634,0,0,0,99,0,3,0,0,1
811,0,2000000,0,1209,0,0,3,0,0,0,635,0,0,0,100,0,3,0,0,1
812,41269,2000000,0,1197,0,0,3,0,0,0,636,0,0,0,99,3,3,0,0,1
813,41269,2000000,0,1210,0,0,3,0,0,0,637,0,0,0,100,3,3,0,0,1
814,0,2000000,0,1198,0,0,1,0,0,0,638,0,0,0,99,0,3,0,0,1
815,41269,2000000,0,1199,0,0,1,0,0,0,639,0,0,0,99,1,3,0,0,1
816,41269,2000000,0,1188,0,0,3,0,0,0,640,0,0,0,99,3,3,0,0,1
817,0,2000000,1200,0,0,0,0,0,0,0,641,0,0,0,236,0,4,0,0,1
818,0,2000000,0,1299,0,0,1,0,0,0,642,0,0,0,100,0,3,0,0,1
819,41269,2000000,300,0,0,0,0,0,0,0,643,0,0,0,237,1,4,0,0,1
820,0,2000000,0,1211,1212,1213,1,1,1,0,644,0,0,0,100,0,3,0,0,1
821,0,2000000,1200,0,0,0,0,0,0,0,645,0,0,0,237,0,4,0,0,1
822,0,2000000,0,1215,1216,1217,1,1,1,0,646,0,0,0,235,0,3,0,0,1
823,0,2000000,0,1301,0,0,1,0,0,0,647,0,0,0,145,0,3,0,0,1
824,0,2000000,0,1302,0,0,1,0,0,0,648,0,0,0,100,0,3,0,0,1
825,41269,2000000,900,0,0,0,0,0,0,0,649,0,0,0,238,2,4,0,0,1
826,0,2000000,0,1303,0,0,3,0,0,0,650,0,0,0,235,0,3,0,0,1
827,0,2000000,0,1304,0,0,3,0,0,0,651,0,0,0,235,0,3,0,0,1
828,41269,2000000,800,0,0,0,0,0,0,0,652,0,0,0,237,2,4,0,0,1
829,41269,2000000,0,1202,0,0,1,0,0,0,653,0,0,0,99,1,3,0,0,1
830,0,2000000,400,0,0,0,0,0,0,0,654,0,0,0,238,0,4,0,0,1
831,41269,2000000,0,1219,0,0,2,0,0,0,655,0,0,0,235,2,3,0,0,1
832,41269,2000000,400,0,0,0,0,0,0,0,656,0,0,0,237,1,4,0,0,1
833,41269,2000000,800,0,0,0,0,0,0,0,657,0,0,0,236,2,4,0,0,1
834,41269,2000000,0,1222,0,0,1,0,0,0,658,0,0,0,100,1,3,0,0,1
835,41269,2000000,0,1305,0,0,1,0,0,0,659,0,0,0,102,1,3,0,0,1
836,41269,2000000,0,1298,0,0,1,0,0,0,660,0,0,0,149,1,3,0,0,1
837,0,2000000,0,1188,0,0,3,0,0,0,661,0,0,0,99,0,3,0,0,1
838,0,2000000,0,1189,0,0,3,0,0,0,662,0,0,0,99,0,3,0,0,1
839,0,2000000,0,1190,0,0,3,0,0,0,663,0,0,0,99,0,3,0,0,1
840,0,2000000,0,1191,0,0,3,0,0,0,664,0,0,0,99,0,3,0,0,1
841,0,2000000,0,1192,0,0,3,0,0,0,665,0,0,0,99,0,3,0,0,1
842,0,2000000,0,1193,0,0,3,0,0,0,666,0,0,0,99,0,3,0,0,1
843,0,2000000,0,1188,0,0,3,0,0,0,667,0,0,0,99,0,3,0,0,1
844,0,2000000,0,1194,0,0,3,0,0,0,668,0,0,0,99,0,3,0,0,1
845,0,2000000,0,1204,0,0,3,0,0,0,669,0,0,0,100,0,3,0,0,1
846,0,2000000,0,1205,0,0,1,0,0,0,670,0,0,0,147,0,3,0,0,1
847,0,2000000,0,1206,0,0,2,0,0,0,671,0,0,0,147,0,3,0,0,1
848,0,2000000,0,1207,0,0,2,0,0,0,672,0,0,0,147,0,3,0,0,1
849,0,2000000,0,1208,0,0,1,0,0,0,673,0,0,0,147,0,3,0,0,1
850,0,2000000,0,1195,0,0,3,0,0,0,674,0,0,0,99,0,3,0,0,1
851,41269,2000000,0,1188,0,0,3,0,0,0,675,0,0,0,99,3,3,0,0,1
852,0,2000000,0,1196,0,0,2,0,0,0,676,0,0,0,99,0,3,0,0,1
853,0,2000000,0,1209,0,0,3,0,0,0,677,0,0,0,100,0,3,0,0,1
854,41269,2000000,0,1197,0,0,3,0,0,0,678,0,0,0,99,3,3,0,0,1
855,41269,2000000,0,1210,0,0,3,0,0,0,679,0,0,0,100,3,3,0,0,1
856,0,2000000,0,1198,0,0,1,0,0,0,680,0,0,0,99,0,3,0,0,1
857,41269,2000000,0,1199,0,0,1,0,0,0,681,0,0,0,99,1,3,0,0,1
858,41269,2000000,0,1188,0,0,3,0,0,0,682,0,0,0,99,3,3,0,0,1
859,0,2000000,1200,0,0,0,0,0,0,0,683,0,0,0,236,0,4,0,0,1
860,0,2000000,0,1307,0,0,1,0,0,0,684,0,0,0,100,0,3,0,0,1
861,41269,2000000,300,0,0,0,0,0,0,0,685,0,0,0,237,1,4,0,0,1
862,0,2000000,0,1211,1212,1213,1,1,1,0,686,0,0,0,100,0,3,0,0,1
863,0,2000000,1200,0,0,0,0,0,0,0,687,0,0,0,237,0,4,0,0,1
864,0,2000000,0,1215,1216,1217,1,1,1,0,688,0,0,0,235,0,3,0,0,1
865,0,2000000,0,1309,0,0,1,0,0,0,689,0,0,0,145,0,3,0,0,1
866,0,2000000,0,1310,0,0,1,0,0,0,690,0,0,0,100,0,3,0,0,1
867,41269,2000000,900,0,0,0,0,0,0,0,691,0,0,0,238,2,4,0,0,1
868,0,2000000,0,1311,0,0,3,0,0,0,692,0,0,0,235,0,3,0,0,1
869,0,2000000,0,1312,0,0,3,0,0,0,693,0,0,0,235,0,3,0,0,1
870,41269,2000000,800,0,0,0,0,0,0,0,694,0,0,0,237,2,4,0,0,1
871,41269,2000000,0,1202,0,0,1,0,0,0,695,0,0,0,99,1,3,0,0,1
872,0,2000000,400,0,0,0,0,0,0,0,696,0,0,0,238,0,4,0,0,1
873,41269,2000000,0,1219,0,0,2,0,0,0,697,0,0,0,235,2,3,0,0,1
874,41269,2000000,400,0,0,0,0,0,0,0,698,0,0,0,237,1,4,0,0,1
875,41269,2000000,800,0,0,0,0,0,0,0,699,0,0,0,236,2,4,0,0,1
876,41269,2000000,0,1222,0,0,1,0,0,0,700,0,0,0,100,1,3,0,0,1
877,41269,2000000,0,1313,0,0,1,0,0,0,701,0,0,0,102,1,3,0,0,1
878,41269,2000000,0,1306,0,0,1,0,0,0,702,0,0,0,149,1,3,0,0,1
879,0,2000000,0,1231,0,0,3,0,0,0,703,0,0,0,99,0,3,0,0,1
880,0,2000000,0,1232,0,0,3,0,0,0,704,0,0,0,99,0,3,0,0,1
881,0,2000000,0,1314,0,0,3,0,0,0,705,0,0,0,99,0,3,0,0,1
882,0,2000000,0,1315,0,0,3,0,0,0,706,0,0,0,99,0,3,0,0,1
883,0,2000000,0,1233,0,0,3,0,0,0,707,0,0,0,99,0,3,0,0,1
884,0,2000000,0,1316,0,0,3,0,0,0,708,0,0,0,99,0,3,0,0,1
885,0,2000000,0,1231,0,0,3,0,0,0,709,0,0,0,99,0,3,0,0,1
886,0,2000000,0,1232,0,0,3,0,0,0,710,0,0,0,99,0,3,0,0,1
887,0,2000000,0,1317,0,0,3,0,0,0,711,0,0,0,100,0,3,0,0,1
888,0,2000000,0,1318,0,0,1,0,0,0,712,0,0,0,147,0,3,0,0,1
889,0,2000000,0,1235,0,0,2,0,0,0,713,0,0,0,147,0,3,0,0,1
890,0,2000000,0,1319,0,0,2,0,0,0,714,0,0,0,147,0,3,0,0,1
891,0,2000000,0,1320,0,0,1,0,0,0,715,0,0,0,147,0,3,0,0,1
892,0,2000000,0,1314,0,0,3,0,0,0,716,0,0,0,99,0,3,0,0,1
893,41269,2000000,0,1231,0,0,3,0,0,0,717,0,0,0,99,3,3,0,0,1
894,0,2000000,0,1232,0,0,2,0,0,0,718,0,0,0,99,0,3,0,0,1
895,0,2000000,0,1324,0,0,3,0,0,0,719,0,0,0,100,0,3,0,0,1
896,41269,2000000,0,1233,0,0,3,0,0,0,720,0,0,0,99,3,3,0,0,1
897,41269,2000000,0,1325,0,0,3,0,0,0,721,0,0,0,100,3,3,0,0,1
898,0,2000000,0,1323,0,0,1,0,0,0,722,0,0,0,99,0,3,0,0,1
899,41269,2000000,0,1234,0,0,1,0,0,0,723,0,0,0,99,1,3,0,0,1
900,41269,2000000,0,1231,0,0,3,0,0,0,724,0,0,0,99,3,3,0,0,1
901,0,2000000,1200,0,0,0,0,0,0,0,725,0,0,0,236,0,4,0,0,1
902,0,2000000,0,1331,0,0,1,0,0,0,726,0,0,0,100,0,3,0,0,1
903,41269,2000000,300,0,0,0,0,0,0,0,727,0,0,0,237,1,4,0,0,1
904,0,2000000,0,1333,1334,1335,1,1,1,0,728,0,0,0,100,0,3,0,0,1
905,0,2000000,1200,0,0,0,0,0,0,0,729,0,0,0,237,0,4,0,0,1
906,0,2000000,0,1337,1338,1339,1,1,1,0,730,0,0,0,235,0,3,0,0,1
907,0,2000000,0,1236,0,0,1,0,0,0,731,0,0,0,145,0,3,0,0,1
908,0,2000000,0,1237,0,0,1,0,0,0,732,0,0,0,100,0,3,0,0,1
909,41269,2000000,900,0,0,0,0,0,0,0,733,0,0,0,238,2,4,0,0,1
910,0,2000000,0,1340,0,0,3,0,0,0,734,0,0,0,235,0,3,0,0,1
911,0,2000000,0,1341,0,0,3,0,0,0,735,0,0,0,235,0,3,0,0,1
912,41269,2000000,800,0,0,0,0,0,0,0,736,0,0,0,237,2,4,0,0,1
913,41269,2000000,0,1328,0,0,1,0,0,0,737,0,0,0,99,1,3,0,0,1
914,0,2000000,400,0,0,0,0,0,0,0,738,0,0,0,238,0,4,0,0,1
915,41269,2000000,0,1239,0,0,2,0,0,0,739,0,0,0,235,2,3,0,0,1
916,41269,2000000,400,0,0,0,0,0,0,0,740,0,0,0,237,1,4,0,0,1
917,41269,2000000,800,0,0,0,0,0,0,0,741,0,0,0,236,2,4,0,0,1
918,41269,2000000,0,1342,0,0,1,0,0,0,742,0,0,0,100,1,3,0,0,1
919,41269,2000000,0,1343,0,0,1,0,0,0,743,0,0,0,102,1,3,0,0,1
920,41269,2000000,0,1330,0,0,1,0,0,0,744,0,0,0,149,1,3,0,0,1
921,0,2000000,0,1231,0,0,3,0,0,0,745,0,0,0,99,0,3,0,0,1
922,0,2000000,0,1232,0,0,3,0,0,0,746,0,0,0,99,0,3,0,0,1
923,0,2000000,0,1344,0,0,3,0,0,0,747,0,0,0,99,0,3,0,0,1
924,0,2000000,0,1345,0,0,3,0,0,0,748,0,0,0,99,0,3,0,0,1
