#,Description,DescriptionEnhanced,Tooltip,SpecialActionName,SpecialActionDescription,Attack,Defense,Speed,MinionSkillType,HasAreaAttack,StrengthGate,StrengthEye,StrengthShield,StrengthArcana
321,"ミニオン「アームドミニオン」を呼び出す。
アームドウェポンを模した訓練用縮小模型",ガレマール帝国軍が整備兵の訓練用に製作した魔導兵器アームドウェポンの縮小模型。新兵たちは、この模型を通じて魔導兵器の構造を知り、メンテナンスの方法を学習するのだという。そのため、再現度は極めて高い,ターゲットロック…,動体感知ジャマー,トラップを配置する。10秒後トラップ発動ボタンにより起爆可能。範囲内にいる敵にATK260のダメージを与える。,40,65,2,2,False,True,True,False,False
322,"ミニオン「マメット・カリヤナ」を呼び出す。
カリヤナ派のアナンタを模した魔法人形。シュー……",アルパ国境警備隊の元工兵が製作した、カリヤナ派のアナンタを模した魔法人形。カリヤナ派から脱して、国境警備隊に合流した新たな仲間をモデルにした人形を作ることで、結束力を高めようという狙いがあるようだ,シュー…,テールスラップ,範囲内にいる敵に、ATK30のダメージを与えノックバックさせる。,80,30,2,1,False,True,True,True,False
323,"ミニオン「マメット・ベニコウラ」を呼び出す。
紅甲羅のコウジン族を模した魔法人形。たいへんだァー！",紅甲羅のコウジン族を模した魔法人形。いつの日か対立する紅甲羅との和解できるようにと、碧甲羅たちが融和祈願の一環として愛情込めて作り上げた一品。かつて、ゼッキ島の鬼と恐れられた朱色の甲羅を再現している,タイヘンダァー！,袈裟斬り,"範囲内にいる敵に、ATK80のダメージを与え、さらにDEFを10%低下させる。
**効果時間：**10秒",40,40,3,1,False,True,True,True,False
324,"ミニオン「マメット・キャリアー」を呼び出す。
次世代型マメット輸送プラットフォーム",効率よくマメットを輸送するために開発された、次世代型輸送プラットフォーム。なお、乗せられている人形には、特に仕掛けは施されていないはずだが、分離された魂が宿ったのか、夜な夜な不敵な笑い声をあげるという,ククク…,ぶれいんじゃっく,"範囲内にいる敵を移動不可にする。
**効果時間：**8秒",80,30,1,4,False,False,True,False,True
325,"ミニオン「マメット・フラン」を呼び出す。
フランを模した魔法人形。霧ではないわ",ダルマスカ系レジスタンス「レンテの涙」の幹部、フランを模した魔法人形。同組織に属すバンガ族の女闘士、リノが活動資金を得るために、夜なべして作ったものらしい。その完成度はかなりのもので、売れ行きも好調とのこと,ミストよ！,乱命割殺掌,敵軍のシールドに70%のダメージを与える。すでに破壊されている場合は効果はない。,65,55,3,8,False,True,False,True,False
326,"ミニオン「マメット・ン・モゥ」を呼び出す。
ン・モゥ族を模した魔法人形。抱き心地は抜群",かつてナッツクランに所属していた、とあるン・モゥ族を模した魔法人形。抱き心地は抜群で、綿が詰まっているかのようにフカフカ。しかし、実はン・モゥ族の陶器魔道士が、キノコの胞子と泥をコネて作ったものらしい,ん、もぉ～！,対価,範囲内にいる味方の特殊技ポイントを10上昇させる。ただし特殊技が同効果なミニオンを除く。,45,50,2,3,False,True,True,False,False
327,"ミニオン「青帝」を呼び出す。
伝承上の青龍を模した魔法人形。なお、青帝とは青龍の別名である",青龍を模した魔法人形。実物の青龍は、巨大な蛇であるが、こちらはあくまで伝承上の「龍」を模している。その姿は、奇しくも幻獣「麒麟」に似ているが、身体のどこを探しても「キリン」の文字は見当たらない,…………,一鬼夜行,範囲内にいる敵に、ATK90のダメージを与える。,70,20,3,1,True,True,False,False,False
328,"ミニオン「ふかふか座布団」を呼び出す。
ふかふかの座布団。座布団一枚差し上げて！",床に座ることの多い東方地域では、必需品とも言えるふかふかの座布団。なお、ひんがしの国では、トンチの効いたことを発言すると余分に座布団がもらえ、不謹慎な発言をすると奪われるという、奇妙な風習があるらしい,全部持ってって！,一枚持ってって！,特殊技ポイントを使用したミニオンを自軍の中央ゲート内へワープさせる。,30,40,4,9,False,True,False,False,False
329,"ミニオン「アロハウソウソ」を呼び出す。
南洋風のウソウソ。アロハ！",南洋風の衣装を身にまとったウソウソ。出身は東方らしいが、すっかり南洋文化に染まりきっており、身も心もアロハな雰囲気をまとっている。釣り道楽でもあるようだが、ある日、釣り船が転覆し漂流していたらしい,アロハ！,アロハ！,"ゲート内にいるミニオンのHP回復量を2倍にする。
**効果時間：**20秒",40,45,3,9,False,False,False,True,False
330,"ミニオン「ヘッジホッグ」を呼び出す。
愛らしいハリネズミ。ジレンマは抱えていない",小さなハリネズミ。かつて近東地域では食用として捕獲されていたが、近年では、その愛らしさから愛玩動物としての地位を確立したらしい。悩みのタネは、ヤマアラシと間違えられること。特にジレンマは抱えていない,ツンツン！,ハリ治療,範囲内にいる味方にかかっている、弱体効果を打ち消す。,60,40,3,6,False,True,True,False,False
331,"ミニオン「ファースト・ヤ・シュトラ」を呼び出す。
ヤ・シュトラを模した魔法人形。逃げる？　そんな必要ないわ",ヤ・シュトラを模した魔法人形。その黒き衣は、闇を信仰する「夜の民」の支えとなることを決意した証、その枯木の杖は、破壊魔法を用いて罪喰いに抗おうとした覚悟の証。かくして彼女は、魔女マトーヤとなったのである,コノ地ハ、私ガ制スル！,魔女マトーヤ,範囲内にいる敵に、ATK90のダメージを与える。,45,30,2,1,True,False,True,False,False
332,"ミニオン「マメット・リーン」を呼び出す。
リーンを模した魔法人形。ありがとう、とても嬉しい……！",リーンを模した魔法人形。その星の海を写したかのような青すぎる瞳は、彼女が「ミンフィリア」の転生体として生まれたことを意味している。だが、長き旅と戦いの果てに、彼女は彼女としての道を定め、「リーン」の名を得るのだった,トテモ嬉シイ…！,ミンフィリアの力,"ゲート内にいるミニオンのHP回復量を2倍にする。
**効果時間：**20秒",65,50,3,9,False,True,True,False,False
333,"ミニオン「黒柴」を呼び出す。
柴犬の幼犬。黒毛の個体は、黒柴の俗称で呼ばれる",黒毛が特徴的な柴犬の幼犬。柴犬は愛らしい外見をしているが、数ある犬の中でも古い血統とされ、極めて狼に近い犬種である。古くから狩猟や番犬として利用されており、ホルミンスターでも牧羊犬として用いられていた,ワンワン！,忠義の犬,"特殊技ポイントを使用したミニオンのATKを40上昇させる。
**効果時間：**15秒",30,60,3,3,False,False,True,False,False
334,"ミニオン「カメレオン」を呼び出す。
カメレオンの成体。周囲に溶け込むのが得意",カメレオンの立派な成体。鱗の表面に微小な結晶が付着しており、そこに魔力を流すことで、周囲の景色に溶け込むことができる。原理的にはミラージュプリズムのそれに近く、一部では甲鱗綱随一の洒落者とも呼ばれるらしい,スッ……,いんびじぶる,最も近い敵軍のゲートに50%のダメージを与える。すでに破壊されている場合は効果はない。,25,40,3,8,False,True,False,True,False
335,"ミニオン「マメット・フーア」を呼び出す。
フーア族を模した魔法人形。トリック・オア・トリック！",フーア族を模した魔法人形。他の妖精と同様に幻惑の術を得意とし、ありとあらゆる対象にイタズラを仕掛ける。となると、彼らが作ったこの魔法人形にも、何らかの質の悪いイタズラが仕込まれているのではないかとの疑いが……,ウケケケケ！,幻惑のイタズラ,"トラップを配置する。10秒後トラップ発動ボタンにより起爆可能。範囲内にいる敵の移動速度を70%低下させる。
**効果時間：**20秒",45,40,2,2,True,True,False,False,False
336,"ミニオン「アルマジロ・ボーラー」を呼び出す。
アルマジロの幼体。玉乗りは得意な方",アルマジロの幼体。アルマジロには、持ち歩く護身用の岩が大きいほど力ある存在として一目置かれるという習性がある。そのため、稀に尻尾では持ち上げられないほど大きな岩を選ぶ、見栄っ張りな個体が現れるのだという,ゴロゴロ…,まるまる,"特殊技ポイントを使用したミニオンはタイプ「モンスター」からの攻撃に対して無敵になる。
**効果時間：**10秒",40,50,2,3,False,False,False,True,False
337,"ミニオン「ロンカの水蛇？」を呼び出す。
ロンカの水蛇の化身とされる何か。何かって何だ！",ロンカの水蛇の化身とされる何か。「夜の民」の導師見習い、キンフォートの夢に現れ、森に迫る危機を伝えたとされるが、正直なところ正体は不明である。原初世界の東方地域に伝わる「ツチノコ」の様にも見えるが……,キィっキュィ～！！,ロンカの秘法,"特殊技ポイントを使用したミニオンの移動速度を30%上昇させる。
**効果時間：**10秒",55,15,3,3,False,True,True,True,False
338,"ミニオン「ミニギガテンダー」を呼び出す。
ギガテンダーの若木。大きいのか小さいのかハッキリしない",ギガテンダーの若木。巨大なことで知られる種だが、当然ながら発芽直後は小さく、少しずつ成長する。この個体は、樹齢20～30年程と推定されるが、それでも若木の部類。一説では200年以上、生きる個体もいるのだとか,針百万本！,花千本！,最も近い敵軍のアルカナストーンに、8%のダメージを与える。,60,40,1,8,False,False,False,False,True
339,"ミニオン「クリオニッド・ラーヴァ」を呼び出す。
クリオニッドの幼生。食欲旺盛なお年頃",クリオニッドの幼生。実は巻貝の仲間で、生まれてしばらくは植物プランクトンをこし取って食べるが、やがて肉食に変じて、頭頂部の触手で獲物を捕獲するようになるという。だが、今は従順に後ろをついてくる。今はまだ……,パカッ！,バッカルコーン,敵軍のサーチ・アイへ90%のダメージを与える。すでに破壊されている場合は効果はない。,40,50,2,8,False,False,True,True,False
340,"ミニオン「タイニーダックビル」を呼び出す。
カモノハシの幼獣。足装備ではない",カモノハシの幼獣。名の由来でもあるカモに似たくちばしは、獲物の生体電流を感知する感覚器のようなもので、視覚に頼らず狩りを行うことができる。また、後ろ脚に毒を分泌する蹴爪を持つなど、意外と凶悪な性質を備える,クルル、グルルル…,毒の蹴爪,"範囲内にいる敵に、1秒ごとに20の継続ダメージを与える。
**効果時間：**15秒",30,70,3,1,False,True,False,True,False
341,"ミニオン「ミニエデン」を呼び出す。
エデンを模した疑似再現体。本体によって生成された",世界初の罪喰いである「エデン」が自動生成した疑似再現体。時折、頭上に魔法陣を展開させて、破壊的な光線を放射しようとするがエーテル保有量が少ないため、必ず失敗に終わる。おそらく無害であろうとは、ウリエンジェの弁,ズズズズズ…,えたーなるぶれす,範囲内にいる敵に、ATK380のダメージを与える。,85,45,2,1,True,False,False,False,False
342,"ミニオン「ジャイアントビーバー」を呼び出す。
謎の存在。謎のままにしておいた方がいいこともあるのだ",フィソー・ラーンに現れる謎の存在。皆が、望む物を手に入れることができたのであれば、それでいいじゃないか。世の中には、謎のままにしておいた方がいいこともあるのだ、という人生に役立つ教訓を教えてくれる,ガウー！　ウウー！,ガウガウガウ！,シールドが破壊されていた場合、復活させる。,55,55,3,9,False,False,True,False,False
343,"ミニオン「からくり朱雀」を呼び出す。
朱雀を模したからくり人形。正気にもどってください！",朱雀を模したからくり人形。同胞ソロバンが体験した奇譚を伝え聞いた碧甲羅の人形師が、紅玉海を護った四聖獣たちを称えるために作った逸品。愛に生きた瑞獣であり、優れた笛の奏者でもあった朱雀を鮮やかに再現している,正気ニモドッテクダサイ！,微熱の調べ,範囲内にいる敵に、ATK110のダメージを与える。,55,35,3,1,False,True,True,False,False
344,"ミニオン「マメット・オメガM」を呼び出す。
オメガMを模した魔法人形。確認…不可解な行動…",オメガMを模した魔法人形。とある彫金師が「新たなる美の形」として製作したもの。作品をロウェナ商会に卸した際、作者はこう語ったという。一方を理解するには、もう一方も深く知る必要があった。これは表裏一体の美なのだ、と,ハローワールド！,レゾナンスM,"範囲内にいる味方のDEFを10上昇させる。
味方がマメット・オメガFの場合は、DEFを40上昇する。
**効果時間：**6秒",15,80,1,3,False,False,False,False,True
345,"ミニオン「マメット・オメガF」を呼び出す。
オメガFを模した魔法人形。実装…共闘者の存在…",オメガFを模した魔法人形。とある彫金師が「新たなる美の形」として製作したもの。どこで、その題材を知ったのか、ガーロンド社の社員が事情聴取に向かったが、作者はまるで次元の狭間に呑まれたかのように忽然と姿を消したという,システムシャットダウン…,レゾナンスF,"範囲内にいる味方のATKを20上昇させる。
味方がマメット・オメガMの場合は、ATKを60上昇する。
**効果時間：**6秒",85,20,4,3,True,False,False,True,False
346,"ミニオン「ティンカーベル」を呼び出す。
妖精の名前が付けられた幻のベル",妖精の名前が付けられた幻のベル。とあるオンド族の青年が、「大口の巨大獣」から剥がれ落ちてきたところを発見した。古の時代に創られた品、あるいは、その再現品らしく、魔力を倍増させる特殊な術式が刻まれているようだ,ティリーン♪,幻の音色,"範囲内にいる敵に、ATK30のダメージを与え、さらにDEFを30%低下させる。
**効果時間：**6秒",20,60,3,1,True,False,False,True,False
347,"ミニオン「タイニーエケボア」を呼び出す。
エケボアの幼獣。尻尾の先は蜜の味",エケボアの幼獣。背面が多肉植物エケベリアに似た鱗甲板で覆われており、草原で身を隠すと簡単には発見できない。尻尾の先から、蜜のような甘い分泌液を出し、虫を誘引して捕食するという極めて珍しい性質を持つ,キュ！？,蜜の味,"特殊技ポイントを使用したミニオンに、施設特効「アルカナストーン」を付与する。
**効果時間：**6秒",40,60,2,3,False,True,False,False,False
348,"ミニオン「コバンザメ級潜水艦」を呼び出す。
コバンザメ級潜水艦。水の中は苦手",潜水艦の操舵を担当するマメットが、暇を持て余した際にコツコツと製作していたからくり模型。まるでコバンザメのように、持ち主を追跡するのが特徴。なお、マメットが創ったマメットという存在が示す、重大性に気づいた者は少ない,ゴポゴポゴポ…,雷撃戦,"範囲内にいる敵に、ATK120のダメージを与える。さらに特殊技ポイントを使用したミニオンのATKを20上昇させる。
**効果時間：**6秒",60,40,3,1,False,False,False,False,False
349,"ミニオン「ハシビロコウ」を呼び出す。
決して動じない、王者の風格を持つ鳥",主にコルシア島に棲息する鳥。ほとんど動かないことで知られ、狩りも待ち一辺倒で、足元を通った獲物をついばむ。何を思ったのか冒険者を主と認め、つかず離れずの距離を保ちながら、こんなところまで尾行してきたらしい,！？,王者の風格,"範囲内にいる敵のATKを、40%低下させる。
**効果時間：**6秒",40,35,1,4,False,False,True,True,False
350,"ミニオン「バタフライエフェクト」を呼び出す。
番いの蝶の幻影を投射する不思議な結晶",番いの蝶の幻影を投射する不思議な結晶。蝶の羽ばたきが起こす撹乱のような小さな変化でさえ、あるとないとでは結果的に大きな差異を生むという説話を表現するための品ではなく、古代ロンカ帝国の神官が戯れに創った品らしい,フワフワフワ,バタフライ効果,範囲内にいる味方の特殊技ポイントを10上昇させる。ただし特殊技が同効果なミニオンを除く。,30,40,4,3,False,True,False,True,False
351,"ミニオン「フロッガーA」を呼び出す。
ドワーフ族の職人が製造した小型オートマトン",ドワーフ族の職人が製造した小型オートマトン。動力源となる鉱物を、自動的に本体に入れる機能を持っているが、ついつい本当に入っているか心配になり出して確かめてしまう。なお、背中の巻ネジは雰囲気出し用のフェイクらしい,グィーン♪,採掘魂,最も近い敵軍のアルカナストーンに、5%のダメージを与える。,50,60,2,8,False,False,True,False,False
352,"ミニオン「フォーギヴン・ヘイト」を呼び出す。
超小型の罪喰いらしき何か。過去の罪を悔いたため害はない",グルグ火山で発見された超小型の罪喰いらしき何か。拾った者に「敵視（ヘイト）」を向けて、その背後を追い続けるが、実際のところ何ができる訳でもなく、ただクルクル回転するだけ。特に害はないので、持っていてもいいだろう,クルクルクル…,トリガー＆プッシュ,範囲内にいる敵に、ATK30のダメージを与えノックバックさせる。,20,80,1,1,False,False,False,False,True
353,"ミニオン「ポークシー・ビッツ」を呼び出す。
小さな豚型使い魔。火の通りは、約1分！",空飛ぶ豚に追い回される夢を見たリテイナーが、採集の合間に見つけた粘土を捏ねた結果、なぜか生じた存在。おそらく、ピクシー族がイタズラ心で「妖精のランプ」の火種を吹き込んだために、使い魔として成立したのだろう,ブヒィッ！,豚風,範囲内にいる敵、味方すべてにかかっている、効果を打ち消す。,20,80,1,6,False,False,False,False,True
354,"ミニオン「マメット・ピクシー」を呼び出す。
ピクシーを模した魔法人形。イタズラはしてこない",ピクシーを模した魔法人形。リェー・メグのピクシーたちが、夢の中で仲良くなった子どもたちにプレゼントするために造った品のひとつらしい。本物と違ってイタズラを仕掛けてくることはないので、かなり付き合いやすい,ぴかりん♪,ピクシーの癒やし,範囲内にいる味方のHPを、100回復する。味方のタイプが「ドール」の場合は、HPが150回復する。,20,80,1,7,False,False,False,False,True
355,"ミニオン「ミスティックウェポン」を呼び出す。
リテイナーが旅先で発見した剣、のはずだったのだが……",リテイナーが旅先で発見した古びた剣。しかし、触れたとたんに古代の魔法が発動したようで、奇妙な魔法生物が現れて歩き始めた。なんだか呪われそうな気もするが、どうせご主人様に渡すのだからと気軽に持ち帰られたようだ,呪…呪…呪…,怒りの一撃,範囲内にいる敵に、ATK230のダメージを与える。,85,35,3,1,False,True,False,False,False
356,"ミニオン「ミーアキャット」を呼び出す。
巣穴を掘って暮らす小動物。太陽が好き",灰海周辺に棲息する小動物。地面に巣穴を掘って、家族単位で暮らしており、太陽が昇ると地表に現れ、直立不動で身体を温める。海岸で修理を行っていた潜水艦に、好奇心を抱いて侵入したことで大冒険の旅に出ることに,グェ、グェ、グェ！,日向ぼっこ,範囲内にいる味方にかかっている、弱体効果を打ち消す。,50,45,3,6,False,True,False,True,False
357,"ミニオン「ホワイト・ミニナイト」を呼び出す。
スカイスチール機工房で製造された機工人形",スカイスチール機工房で製造された機工人形。元は神殿騎士団の机上演習用のコマとして造られたもので、これを地図上に並べて作戦行動を再現し、検証する軍事研究に用いられていた。常に好敵手を探し求めているらしい,前ヘ、進メ！,限界無可動,"特殊技ポイントを使用したミニオンのDEFを40上昇させる。
**効果時間：**10秒",25,35,3,3,False,False,True,True,False
358,"ミニオン「極合金ジャスティス」を呼び出す。
機工兵器ブルートジャスティスを模した子ども向け玩具",「青の手」から解雇されたゴブリン族技術者が、ガーロンド・アイアンワークス社に転職した後、機工兵器ブルートジャスティスをモデルに開発した子ども向け玩具。亜鉛ダイキャストを多用することで、頑丈な仕上がりとなった,ガッシーン！,驚異のギミック,"特殊技ポイントを使用したミニオンのオートアタックを範囲攻撃にする。
**効果時間：**12秒",75,75,2,3,False,True,False,False,False
359,"ミニオン「ドマキン」を呼び出す。
リテイナーが釣り上げてきた金魚。丸くて可愛い",リテイナーが釣り上げてきた金魚。その丸みを帯びた魚体は、ドマの金魚愛好家の手で固定化された品種、通称「ドマキン」であることを示している。ウキグモソウの種を飲み込んだことで、浮行するようになってしまったらしい,パチャパチャ…,ヒレビンタ,範囲内にいる敵に、ATK30のダメージを与えノックバックさせる。,20,80,1,1,False,False,False,False,True
360,"ミニオン「ニュー・エスティニアン」を呼び出す。
竜騎士団を辞したエスティニアンを模した魔法人形。スルメは付属しない",竜騎士団を辞したエスティニアンを模した魔法人形。それってつまり、無職ということなのではないかとは、考えてはいけない。竜詩戦争を語り継ぐという目的で造られ、イシュガルドの教育施設に配布されたもののようだ,美味イ…,スルメの竜炙り,"範囲内にいる敵に、ATK120のダメージを与える。さらに特殊技ポイントを使用したミニオンのATKを20上昇させる。
**効果時間：**6秒",70,40,4,1,False,False,False,True,False
361,"ミニオン「プチリャナンシー」を呼び出す。
リャナンシーの幼体。まだ発芽したばかり",リャナンシーの幼体。まだ発芽したばかりで、気性も荒くはない。しかし、成長するにつれて、栄養源の確保に貪欲になり、あの手この手で動物やヒトを誘引しようとするらしい。現在、魅了の技の修得に向けて猛特訓中だ,オイデ、オイデ♪,春風,最も近い敵軍のゲートに60%のダメージを与える。すでに破壊されている場合は効果はない。,35,50,2,8,False,True,True,False,False
362,"ミニオン「マメット・ホブゴブリン」を呼び出す。
ホブゴブリンを模した魔法人形。母ちゃんではない",ホブゴブリンを模した魔法人形。毎晩、老婆のような顔の「ホブゴブリン」なる怪物が夢に現れ、うなされ続けたリテイナーが厄払いのために自作した。これを、他人に渡すことで、悪夢を押し付けようという魂胆らしい,"お前の母ちゃん
ホブゴブリン！",ゴブリンパンチ,トラップを配置する。10秒後トラップ発動ボタンにより起爆可能。範囲内にいる敵にATK270のダメージを与える。,30,60,3,2,False,False,False,True,False
363,"ミニオン「ケルベロス・パピー」を呼び出す。
三つ首の犬のような何か。鳴き声も通常の三倍",アインハルト家が所有する物資倉庫の暗がりで発見された三つ首の犬のような何か。クルザスは野生化した妖異が多い土地としても知られているため、これも下級妖異の類と思われる。頭が3つあること以外は、割と普通の子犬である,ワン、ワン、ワン！,へるちゃーじ,範囲内にいる敵の特殊技ポイントを、最大値の50%減少させる。,40,60,4,4,False,True,False,True,False
364,"ミニオン「ポッド054」を呼び出す。
機械遺跡で発見された白い支援随行ユニット",機械遺跡の奥深くにて発見された白い小型機械。２Ｐの証言によれば、この機械はヨルハ機体に随伴し、支援するために開発された存在らしい。援護射撃用の火器や高度な会話機能が実装されていたようだが、現在は機能していない,…………,A014：ポイントアップ,範囲内にいる味方の特殊技ポイントを10上昇させる。ただし特殊技が同効果なミニオンを除く。,30,60,3,3,False,True,True,False,False
365,"ミニオン「ポッド316」を呼び出す。
機械遺跡で発見された黒い支援随行ユニット",機械遺跡の奥深くにて発見された黒い小型機械。元々、ヨルハ機体の支援随行ユニットとして開発された存在だけに、火器を含む多くの機能が故障してしまった今でも、支援対象に追随することだけはやめようとしない,…………,R014：スピードアップ,"範囲内にいる味方の移動速度を35%上昇させる。
**効果時間：**6秒",25,40,3,3,False,True,False,True,False
366,"ミニオン「ゴールドタロース」を呼び出す。
ダイダロス社製の小型玩具。かつて爆発的人気を誇った",ダイダロス社製の小型玩具。同社のタロースを模し、さらに金箔を貼って高級感を演出した。そのデザインが評判を呼び、売れに売れた結果、ノルヴラント全土から金箔職人が集められたという逸話があるほどである,とーりゃっ！,ゴールデンクラッシュ,最も近い敵軍のゲートに90%のダメージを与える。すでに破壊されている場合は効果はない。,70,40,2,8,False,True,True,False,False
367,"ミニオン「マローン」を呼び出す。
古代生物の幼体。隔絶されたディアデム諸島で生き抜いてきた",ディアデム諸島にて発見された古代生物の幼体。発見者である冒険者にすっかり懐いてしまい、雲海の外へと飛び出すことに。かなりの大食漢で、いつもお腹が空いているらしく、自分の尻尾を見ては食いつこうとする,ダイナソー！,グルグルダイナソー,"範囲内にいる味方の移動速度を35%上昇させる。
**効果時間：**6秒",65,25,4,3,False,False,True,True,False
368,"ミニオン「草こびと」を呼び出す。
草人に似た何か。なぜか動く",イル・メグにて「広域交易商ごっこ」をしているピクシー族が販売していたシロモノ。見た目としては草人にそっくりだが、こちらはなぜか動く。その正体はいったい何なのか。問いただしても、件のピクシー族はケラケラ笑うばかりである,モシャモシャ…,モシャモシャ,"範囲内にいる味方のATKを25上昇させる。
**効果時間：**6秒",15,80,1,3,False,False,False,True,True
369,"ミニオン「ホパルの水蛇？」を呼び出す。
ロンカの水蛇の化身とされる何か。何かって何だろう？",ロンカの水蛇の化身とされる何か。洞窟遺跡の内部にて、ルリの発掘隊の前に現れ、壊れた石碑を復元すべしと伝えたとされるが、正直なところ正体は不明である。なぜか鉄冑を被っているため、薄暗い洞窟内でも安心だ,キィっキィっ！,ロンカの呪詛,最も近い敵軍のアルカナストーンに、10%のダメージを与える。,60,10,3,8,False,True,True,True,False
370,"ミニオン「キタリの水蛇？」を呼び出す。
ロンカの水蛇の化身とされる何か。何かって何ですか？",ロンカの水蛇の化身とされる何か。姿を消したキタリの水蛇様を偲び、よく似た帽子を作り、ホパル古盤にて溢れかえっていた別個体の水蛇様に被せたもの。見た目としては瓜二つなので、それで良しとしよう,キィっキィ～！！,ロンカの不思議,範囲内にいる敵に、ATK90のダメージを与える。,55,40,2,1,True,False,False,False,False
371,"ミニオン「シマエナガ」を呼び出す。
ひたすらに愛らしい小鳥。長い尾が魅力的",ひたすらに愛らしい小鳥。灰海に派遣した潜水艦に、いつの間にか入り込んでいた。おそらく、操縦士のマメットが換気のため浮上してハッチを開けておいたところに飛び込んできたのだろう。繰り返すが、とにかく愛らしい,ツリリリリ♪,ツリリリリ♪,"範囲内にいる敵のDEFを、50%低下させる。
**効果時間：**15秒",45,40,4,4,False,True,True,True,False
372,"ミニオン「パイッサ・クリナリアン」を呼び出す。
パイッサの幼生体。調理師の助手として修行中",キャンプ・クラウドトップの薔薇騎兵団から送られてきた支援物資の中に、紛れ込んでいたパイッサの幼生体。物資内の食料を食い荒らした罰として、調理師の助手として働くことになった。キャラメルミルクティーを作るのが上手い,……！！,料理の宇宙,範囲内にいる敵にかかっている、強化効果をすべて打ち消す。,100,80,3,6,False,True,True,False,False
373,"ミニオン「パイッサ・ウィーバー」を呼び出す。
パイッサの幼生体。裁縫師の助手として修行中",薔薇騎兵たちの私服に、夜な夜な手の込んだ刺繍が施されるという謎の連続イタズラ事件が発生。張り込みを行ったラニエット卿が捕縛したのは、このパイッサの幼生体であり、罰として復興事業で働くことになったのである,……？？,裁縫の宇宙,範囲内にいる味方にかかっている、弱体効果を打ち消す。,75,45,3,6,False,True,False,True,False
374,"ミニオン「古代人形」を呼び出す。
古代人を模した魔法人形。古代人の玩具と思われる",アニドラス・アナムネーシスにて発見された小さなイデア入りクリスタルから再現された品。おそらく、古代人の玩具と思われるが、現代の人に比べると高身長な彼らが創った品だけに、ララフェルに匹敵するサイズを誇る,◎◆▽♥,とまどう,"範囲内にいる味方を、タイプ「アニマル」からの攻撃に対して無敵にする。
**効果時間：**5秒",50,50,3,3,False,True,False,True,False
375,"ミニオン「コマンダー・シャーク」を呼び出す。
手足が生えたサメ。コマンドーではない",頭を増やす時代は終わった、と誰かが言った。次は足であると。だが、すでに足どころか手まで生えたサメがいたのである。それは古代の殺人兵器なのか、突然変異なのか。深いことを考えるのは止めておこう,シャーーッ！,地獄の殺人部隊,範囲内にいる敵に、ATK90のダメージを与えノックバックさせる。,40,45,3,1,False,False,True,False,False
376,"ミニオン「マメット・ドゥリア」を呼び出す。
ドゥリア・チャイを模した魔法人形。まあまあまあ！",ドゥリア・チャイを模した魔法人形。チャイ・ヌズがタロースの技術を転用して製作し、結婚20周年記念に夫人に贈ったもの。そこに夫人が最愛の夫の人形を自作して持たせた上、帰郷する「闇の戦士」に彼らを忘れぬようにと送ったという,まあまあまあ！,愛の抱擁,"範囲内にいる敵に、1秒ごとに10の継続ダメージを与える。
**効果時間：**20秒",40,70,2,1,False,False,False,True,False
377,"ミニオン「アマロ・ハッチリング」を呼び出す。
アマロの幼体。飛べそうで、まだ飛べない",アマロの幼体。ノルヴラントで広く騎乗用に利用されている飛行獣。ただし、まだ幼いため飛べそうで、飛べないのがもどかしい。妙に賢いため、齢を重ねれば「トゥパク・アマロ」として覚醒し、人語を解するようになるかもしれない,キュルルル！,ロンカの魔法,"ミニオン召喚時のリキャストを半分にする。
**効果時間：**10秒",50,35,3,9,False,True,False,False,False
378,"ミニオン「ララダイル」を呼び出す。
小型のワニ。成長しても小さく性格も温厚",サルコスクスの近縁種だが、成長しても小さく性格も温厚。そのため、かつてイシュガルド貴族の間で「伝説の小人種族ララフェルのようなワニ」という謳い文句でペットとして流行したことがある。実際、小鳥を友とするほど心優しい,ピヨピヨ♪,優しい世界,"自軍のゲート、シールド、サーチ・アイを、すべての攻撃に対して無敵にする。
**効果時間：**20秒",50,60,2,9,False,False,False,True,False
379,"ミニオン「アンラッキーラビット」を呼び出す。
酸いも甘いも知り尽くしたウサギの魔法人形",ゴッドベルト氏が考案したウサギを模した魔法人形。ウルダハで爆発的な人気を得たが、複雑な権利上の問題から、しばらくプラチナミラージュのマスコットをやっていた。その後、権利が取り戻されゴールドソーサーに復帰したという,どったの？,どったの？,"特殊技ポイントを使用したミニオンの移動速度を30%上昇させる。
**効果時間：**10秒",70,55,3,3,False,True,False,False,False
380,"ミニオン「ラリホードワーフ」を呼び出す。
ドワーフを模した小型オートマトン。ラリホーが得意",ドワーフを模した小型オートマトン。挨拶が苦手なロニットが、ラリホーの練習をするための相手として密かに開発したもの。それゆえ、流れるような動作でラリホーをしてくれる。なお、燃料はドワーヴンエタノールとのこと,ラリホー！,ラリホー,"範囲内にいる敵を移動不可にする。
**効果時間：**5秒",20,50,2,4,False,True,False,True,False
