#,ContentArgument0,Unknown0,Unknown1,Unknown2,Unknown3,Balloon,Unknown4,Unknown5,Unknown6,Unknown7,Condition0Target,Condition0Type,Condition1Target,Condition1Type,ContentArgument1,Unknown8,Unknown9
33921.8,1048711,0,630,0,0,0,0,0,0,2,0,26,25,51,0,0,0
33921.9,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33921.10,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33921.11,11,0,1,0,0,0,0,0,0,0,0,23,18,2,0,0,0
33921.12,1048711,0,4,0,0,0,0,0,0,0,0,23,25,40,0,0,0
33921.13,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33921.14,0,0,3,0,0,7651,0,0,4,0,0,18,0,0,0,0,0
33921.15,0,0,630,0,0,0,0,0,0,0,0,26,0,0,0,0,0
33921.16,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33921.17,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33921.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33922.0,0,0,300,0,0,0,0,300,1,0,0,27,0,0,0,0,0
33922.1,1048708,0,0,0,0,0,0,0,0,0,2,9,25,51,0,0,0
33922.2,1048708,0,0,0,0,0,0,0,0,2,1,9,25,51,0,0,0
33922.3,1048708,0,2,0,0,0,0,0,0,0,0,23,25,40,0,0,0
33922.4,10,0,3,0,0,0,0,0,2,0,0,23,18,1,0,0,46
33922.5,11,0,0,0,0,0,0,0,0,0,0,25,18,2,0,0,0
33922.6,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33922.7,1048708,0,3,0,0,7653,0,0,3,2,0,18,25,51,0,0,0
33922.8,1048708,0,630,0,0,0,0,0,0,2,0,26,25,51,0,0,0
33922.9,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33922.10,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33922.11,11,0,1,0,0,0,0,0,0,0,0,23,18,2,0,0,0
33922.12,1048708,0,4,0,0,0,0,0,0,0,0,23,25,40,0,0,0
33922.13,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33922.14,0,0,3,0,0,7652,0,0,4,0,0,18,0,0,0,0,0
33922.15,0,0,630,0,0,0,0,0,0,0,0,26,0,0,0,0,0
33922.16,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33922.17,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33922.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33923.0,0,0,300,0,0,0,0,300,1,0,0,27,0,0,0,0,0
33923.1,1048710,0,0,0,0,0,0,0,0,0,2,9,25,51,0,0,0
33923.2,1048710,0,0,0,0,0,0,0,0,2,1,9,25,51,0,0,0
33923.3,1048710,0,2,0,0,0,0,0,0,0,0,23,25,40,0,0,0
33923.4,10,0,3,0,0,0,0,0,2,0,0,23,18,1,0,0,46
33923.5,11,0,0,0,0,0,0,0,0,0,0,25,18,2,0,0,0
33923.6,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33923.7,0,0,3,0,0,7654,0,0,3,0,0,18,0,0,0,0,0
33923.8,0,0,630,0,0,0,0,0,0,0,0,26,0,0,0,0,0
33923.9,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33923.10,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33923.11,11,0,1,0,0,0,0,0,0,0,0,23,18,2,0,0,0
33923.12,1048710,0,4,0,0,0,0,0,0,0,0,23,25,40,0,0,0
33923.13,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33923.14,1048710,0,3,0,0,7655,0,0,4,2,0,18,25,51,0,0,0
33923.15,1048710,0,630,0,0,0,0,0,0,2,0,26,25,51,0,0,0
33923.16,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33923.17,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33923.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33924.0,10,1,3,0,0,7657,2,0,1,0,0,18,18,1,0,0,23
33924.1,11,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
33924.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33925.0,10,1,3,0,0,7658,2,0,1,0,0,18,18,1,0,0,23
33925.1,11,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
33925.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33926.0,10,1,3,0,0,7659,2,0,1,0,0,18,18,1,0,0,23
33926.1,11,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
33926.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33927.0,0,0,300,0,0,0,0,300,1,0,0,27,0,0,0,0,0
33927.1,1048722,0,0,0,0,0,0,0,0,0,2,9,25,51,0,0,0
33927.2,1048722,0,0,0,0,0,0,0,0,2,1,9,25,51,0,0,0
33927.3,1048722,0,2,0,0,0,0,0,0,0,0,23,25,40,0,0,0
33927.4,10,0,3,0,0,0,0,0,2,0,0,23,18,1,0,0,46
33927.5,11,0,0,0,0,0,0,0,0,0,0,25,18,2,0,0,0
33927.6,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33927.7,1048722,0,3,0,0,7661,0,0,3,2,0,18,25,51,0,0,0
33927.8,1048722,0,630,0,0,0,0,0,0,2,0,26,25,51,0,0,0
33927.9,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33927.10,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33927.11,11,0,1,0,0,0,0,0,0,0,0,23,18,2,0,0,0
33927.12,1048722,0,4,0,0,0,0,0,0,0,0,23,25,40,0,0,0
33927.13,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33927.14,0,0,3,0,0,7660,0,0,4,0,0,18,0,0,0,0,0
33927.15,0,0,630,0,0,0,0,0,0,0,0,26,0,0,0,0,0
33927.16,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33927.17,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33927.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33928.0,0,0,2,0,0,0,0,3,1,0,0,12,0,0,0,0,0
33928.1,0,0,2,0,0,0,0,0,2,0,0,25,0,0,0,0,0
33928.2,0,0,4,0,0,0,0,6,0,0,0,12,0,0,0,0,0
33928.3,0,0,2,0,0,0,0,1,3,0,0,25,0,0,0,0,0
33928.4,0,0,4,0,0,0,0,6,0,0,0,12,0,0,0,0,0
33928.5,0,0,10770664,0,0,0,0,0,4,0,0,44,0,0,0,0,0
33928.6,0,0,11,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33928.7,0,0,10770665,0,0,0,0,0,5,0,0,44,0,0,0,0,0
33928.8,2,0,12,0,0,0,0,0,0,0,0,23,0,46,0,0,0
33928.9,2,0,14,0,0,0,0,0,0,0,0,23,0,46,1,0,0
33928.10,0,0,10770665,0,0,0,0,0,6,0,0,45,0,0,0,0,0
33928.11,0,0,13,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33928.12,0,0,10770664,0,0,0,0,1,11,0,0,57,0,0,0,0,0
33928.13,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33928.14,0,0,10770664,0,13,0,0,0,0,0,0,46,0,46,0,0,0
33928.15,0,0,10770664,0,1,0,0,0,0,0,0,46,0,46,1,0,0
33928.16,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33928.17,0,0,10770664,10,0,0,0,0,0,0,0,58,0,0,0,0,0
33928.18,0,0,1,0,0,0,0,11,0,0,0,25,0,0,0,0,0
33928.19,0,0,21,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33928.20,0,0,10770665,0,0,0,0,1,12,0,0,57,0,0,0,0,0
33928.21,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33928.22,0,0,10770665,0,13,0,0,0,0,0,0,46,0,46,0,0,0
33928.23,0,0,10770665,0,1,0,0,0,0,0,0,46,0,46,1,0,0
33928.24,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33928.25,0,0,10770665,10,0,0,0,0,0,0,0,58,0,0,0,0,0
33928.26,0,0,1,0,0,0,0,12,0,0,0,25,0,0,0,0,0
33928.27,0,0,21,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33928.28,0,0,10770665,0,0,0,0,-1,13,0,0,58,0,0,0,0,0
33928.29,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33928.30,0,0,10770665,0,13,0,0,0,0,0,0,47,0,46,0,0,0
33928.31,0,0,10770665,0,1,0,0,0,0,0,0,47,0,46,1,0,0
33928.32,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33928.33,0,0,10770665,10,0,0,0,0,0,0,0,57,0,0,0,0,0
33928.34,0,0,1,0,0,0,0,13,0,0,0,25,0,0,0,0,0
33928.35,0,0,21,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33928.36,0,0,10770664,0,0,0,0,-1,14,0,0,58,0,0,0,0,0
33928.37,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33928.38,0,0,10770664,0,13,0,0,0,0,0,0,47,0,46,0,0,0
33928.39,0,0,10770664,0,1,0,0,0,0,0,0,47,0,46,1,0,0
33928.40,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33928.41,0,0,10770664,10,0,0,0,0,0,0,0,57,0,0,0,0,0
33928.42,0,0,1,0,0,0,0,14,0,0,0,25,0,0,0,0,0
33928.43,0,0,21,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33928.44,0,0,812,0,0,0,0,0,21,0,0,1,0,0,0,0,0
33928.45,0,0,15,0,0,0,0,30,0,0,0,14,0,0,0,0,0
33928.46,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
33928.47,1,0,12,0,0,0,0,0,0,0,0,23,0,46,11,0,0
33928.48,1,0,13,0,0,0,0,0,0,0,0,23,0,46,12,0,0
33928.49,1,0,14,0,0,0,0,0,0,0,0,23,0,46,13,0,0
33928.50,1,0,11,0,0,0,0,0,0,0,0,23,0,46,14,0,0
33928.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33929.0,0,0,2,0,0,0,0,3,1,0,0,12,0,0,0,0,0
33929.1,0,0,2,0,0,0,0,0,2,0,0,25,0,0,0,0,0
33929.2,0,0,4,0,0,0,0,6,0,0,0,12,0,0,0,0,0
33929.3,0,0,2,0,0,0,0,1,3,0,0,25,0,0,0,0,0
33929.4,0,0,4,0,0,0,0,6,0,0,0,12,0,0,0,0,0
33929.5,0,0,10770666,0,0,0,0,0,4,0,0,44,0,0,0,0,0
33929.6,0,0,11,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33929.7,0,0,10770667,0,0,0,0,0,5,0,0,44,0,0,0,0,0
33929.8,2,0,12,0,0,0,0,0,0,0,0,23,0,46,0,0,0
33929.9,2,0,14,0,0,0,0,0,0,0,0,23,0,46,1,0,0
33929.10,0,0,10770667,0,0,0,0,0,6,0,0,45,0,0,0,0,0
33929.11,0,0,13,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33929.12,0,0,10770666,0,0,0,0,1,11,0,0,57,0,0,0,0,0
33929.13,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33929.14,0,0,10770666,0,13,0,0,0,0,0,0,46,0,46,0,0,0
33929.15,0,0,10770666,0,1,0,0,0,0,0,0,46,0,46,1,0,0
33929.16,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33929.17,0,0,10770666,10,0,0,0,0,0,0,0,58,0,0,0,0,0
33929.18,0,0,1,0,0,0,0,11,0,0,0,25,0,0,0,0,0
33929.19,0,0,21,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33929.20,0,0,10770667,0,0,0,0,1,12,0,0,57,0,0,0,0,0
33929.21,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33929.22,0,0,10770667,0,13,0,0,0,0,0,0,46,0,46,0,0,0
33929.23,0,0,10770667,0,1,0,0,0,0,0,0,46,0,46,1,0,0
33929.24,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33929.25,0,0,10770667,10,0,0,0,0,0,0,0,58,0,0,0,0,0
33929.26,0,0,1,0,0,0,0,12,0,0,0,25,0,0,0,0,0
33929.27,0,0,21,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33929.28,0,0,10770667,0,0,0,0,-1,13,0,0,58,0,0,0,0,0
33929.29,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33929.30,0,0,10770667,0,13,0,0,0,0,0,0,47,0,46,0,0,0
33929.31,0,0,10770667,0,1,0,0,0,0,0,0,47,0,46,1,0,0
33929.32,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33929.33,0,0,10770667,10,0,0,0,0,0,0,0,57,0,0,0,0,0
33929.34,0,0,1,0,0,0,0,13,0,0,0,25,0,0,0,0,0
33929.35,0,0,21,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33929.36,0,0,10770666,0,0,0,0,-1,14,0,0,58,0,0,0,0,0
33929.37,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33929.38,0,0,10770666,0,13,0,0,0,0,0,0,47,0,46,0,0,0
33929.39,0,0,10770666,0,1,0,0,0,0,0,0,47,0,46,1,0,0
33929.40,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33929.41,0,0,10770666,10,0,0,0,0,0,0,0,57,0,0,0,0,0
33929.42,0,0,1,0,0,0,0,14,0,0,0,25,0,0,0,0,0
33929.43,0,0,21,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33929.44,0,0,812,0,0,0,0,0,21,0,0,1,0,0,0,0,0
33929.45,0,0,15,0,0,0,0,30,0,0,0,14,0,0,0,0,0
33929.46,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
33929.47,1,0,12,0,0,0,0,0,0,0,0,23,0,46,11,0,0
33929.48,1,0,13,0,0,0,0,0,0,0,0,23,0,46,12,0,0
33929.49,1,0,14,0,0,0,0,0,0,0,0,23,0,46,13,0,0
33929.50,1,0,11,0,0,0,0,0,0,0,0,23,0,46,14,0,0
33929.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33930.0,0,0,300,0,0,0,0,300,1,0,0,27,0,0,0,0,0
33930.1,1048736,0,0,0,0,0,0,0,0,0,2,9,25,51,0,0,0
33930.2,1048736,0,0,0,0,0,0,0,0,2,1,9,25,51,0,0,0
33930.3,1048736,0,2,0,0,0,0,0,0,0,0,23,25,40,0,0,0
33930.4,10,0,3,0,0,0,0,0,2,0,0,23,18,1,0,0,46
33930.5,11,0,0,0,0,0,0,0,0,0,0,25,18,2,0,0,0
33930.6,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33930.7,1048736,0,3,0,0,7663,0,0,3,2,0,18,25,51,0,0,0
33930.8,1048736,0,630,0,0,0,0,0,0,2,0,26,25,51,0,0,0
33930.9,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33930.10,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33930.11,11,0,1,0,0,0,0,0,0,0,0,23,18,2,0,0,0
33930.12,1048736,0,4,0,0,0,0,0,0,0,0,23,25,40,0,0,0
33930.13,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33930.14,0,0,3,0,0,7662,0,0,4,0,0,18,0,0,0,0,0
33930.15,0,0,630,0,0,0,0,0,0,0,0,26,0,0,0,0,0
33930.16,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33930.17,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33930.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33931.0,0,0,300,0,0,0,0,300,1,0,0,27,0,0,0,0,0
33931.1,1048738,0,0,0,0,0,0,0,0,0,2,9,25,51,0,0,0
33931.2,1048738,0,0,0,0,0,0,0,0,2,1,9,25,51,0,0,0
33931.3,1048738,0,2,0,0,0,0,0,0,0,0,23,25,40,0,0,0
33931.4,10,0,3,0,0,0,0,0,2,0,0,23,18,1,0,0,46
33931.5,11,0,0,0,0,0,0,0,0,0,0,25,18,2,0,0,0
33931.6,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33931.7,1048738,0,3,0,0,7665,0,0,3,2,0,18,25,51,0,0,0
33931.8,1048738,0,630,0,0,0,0,0,0,2,0,26,25,51,0,0,0
33931.9,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33931.10,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33931.11,11,0,1,0,0,0,0,0,0,0,0,23,18,2,0,0,0
33931.12,1048738,0,4,0,0,0,0,0,0,0,0,23,25,40,0,0,0
33931.13,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33931.14,0,0,3,0,0,7664,0,0,4,0,0,18,0,0,0,0,0
33931.15,0,0,630,0,0,0,0,0,0,0,0,26,0,0,0,0,0
33931.16,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33931.17,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33931.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33932.0,0,0,2,0,0,0,0,3,1,0,0,12,0,0,0,0,0
33932.1,0,0,10770668,0,0,0,0,0,2,0,0,44,0,0,0,0,0
33932.2,0,0,11,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33932.3,0,0,10770668,0,0,0,0,0,3,0,0,45,0,0,0,0,0
33932.4,0,0,12,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33932.5,0,0,10770668,0,0,0,0,1,11,0,0,57,0,0,0,0,0
33932.6,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33932.7,0,0,10770668,0,13,0,0,0,0,0,0,46,0,46,0,0,0
33932.8,0,0,10770668,0,1,0,0,0,0,0,0,46,0,46,1,0,0
33932.9,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33932.10,0,0,10770668,0,0,0,0,10,0,0,0,58,0,0,0,0,0
33932.11,0,0,1,0,0,0,0,11,0,0,0,25,0,0,0,0,0
33932.12,0,0,21,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33932.13,0,0,10770668,0,0,0,0,-1,12,0,0,58,0,0,0,0,0
33932.14,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33932.15,0,0,10770668,0,13,0,0,0,0,0,0,47,0,46,0,0,0
33932.16,0,0,10770668,0,1,0,0,0,0,0,0,47,0,46,1,0,0
33932.17,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33932.18,0,0,10770668,-10,0,0,0,-3,0,0,0,57,0,0,0,0,0
33932.19,0,0,1,0,0,0,0,12,0,0,0,25,0,0,0,0,0
33932.20,0,0,21,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33932.21,1,0,812,0,0,0,0,0,21,0,0,1,0,46,11,0,0
33932.22,1,0,4280,0,0,0,0,0,0,0,0,1,0,46,12,0,0
33932.23,0,0,15,0,0,0,0,30,0,0,0,14,0,0,0,0,0
33932.24,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
33932.25,1,0,12,0,0,0,0,0,0,0,0,23,0,46,11,0,0
33932.26,1,0,11,0,0,0,0,0,0,0,0,23,0,46,12,0,0
33932.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33932.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33932.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33932.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.0,0,0,10770669,0,0,0,0,0,1,0,0,44,0,0,0,0,0
33933.1,0,0,10770669,0,0,0,0,1,0,0,0,57,0,0,0,0,0
33933.2,0,0,5,0,0,0,0,15,0,0,0,14,0,0,0,0,0
33933.3,0,0,10770669,0,13,0,0,0,0,0,0,46,0,0,0,0,0
33933.4,0,0,10770669,-10,0,0,0,10,0,0,0,58,0,0,0,0,0
33933.5,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33933.6,0,0,812,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33933.7,0,0,20,0,0,0,0,30,0,0,0,14,0,0,0,0,0
33933.8,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
33933.9,0,0,10770669,0,0,0,0,-1,0,0,0,58,0,0,0,0,0
33933.10,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33933.11,0,0,10770669,0,7,0,0,0,0,0,0,47,0,0,0,0,0
33933.12,0,0,15,0,0,0,0,30,0,0,0,14,0,0,0,0,0
33933.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33933.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33934.0,0,0,300,0,0,0,0,300,1,0,0,27,0,0,0,0,0
33934.1,1048744,0,0,0,0,0,0,0,0,0,2,9,25,51,0,0,0
33934.2,1048744,0,0,0,0,0,0,0,0,2,1,9,25,51,0,0,0
33934.3,1048744,0,2,0,0,0,0,0,0,0,0,23,25,40,0,0,0
33934.4,10,0,3,0,0,0,0,0,2,0,0,23,18,1,0,0,46
33934.5,11,0,0,0,0,0,0,0,0,0,0,25,18,2,0,0,0
33934.6,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33934.7,1048744,0,3,0,0,7666,0,0,3,2,0,18,25,51,0,0,0
33934.8,1048744,0,630,0,0,0,0,0,0,2,0,26,25,51,0,0,0
33934.9,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0
33934.10,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33934.11,11,0,1,0,0,0,0,0,0,0,0,23,18,2,0,0,0
33934.12,1048744,0,4,0,0,0,0,0,0,0,0,23,25,40,0,0,0
33934.13,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33934.14,0,0,3,0,0,7667,0,0,4,0,0,18,0,0,0,0,0
33934.15,0,0,630,0,0,0,0,0,0,0,0,26,0,0,0,0,0
33934.16,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0
33934.17,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33934.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33935.0,0,0,100,0,0,0,0,100,1,0,0,27,0,0,0,0,0
33935.1,1048745,0,11,0,0,0,0,0,0,0,0,23,25,36,0,0,0
33935.2,1048745,0,21,0,0,0,0,0,0,0,0,23,25,35,0,0,0
33935.3,0,0,0,0,0,0,0,0,11,0,0,33,0,0,0,0,0
33935.4,1048745,0,0,0,0,0,0,0,0,0,2,9,25,51,0,0,0
33935.5,1048745,0,0,0,0,0,0,0,0,2,1,9,25,51,0,0,0
33935.6,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
33935.7,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33935.8,0,0,0,0,0,0,0,0,21,0,0,33,0,0,0,0,0
33935.9,0,0,0,0,0,0,0,0,0,0,2,9,18,0,0,0,0
33935.10,0,0,783,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33935.11,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33935.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33935.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33935.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33935.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33935.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33935.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33935.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33936.0,10,1,3,0,0,7668,2,0,1,0,0,18,18,1,0,0,23
33936.1,11,0,1,0,0,0,0,0,0,0,0,7,18,2,0,0,0
33936.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33937.0,0,0,2,0,0,0,0,4,1,0,0,12,0,0,0,0,0
33937.1,0,0,10770670,0,0,0,0,0,2,0,0,44,0,0,0,0,0
33937.2,0,0,11,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33937.3,0,0,10838343,0,0,0,0,0,3,0,0,44,0,0,0,0,0
33937.4,0,0,12,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33937.5,0,0,10838344,0,0,0,0,0,4,0,0,44,0,0,0,0,0
33937.6,0,0,13,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33937.7,0,0,10838345,0,0,0,0,0,5,0,0,44,0,0,0,0,0
33937.8,0,0,14,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33937.9,0,0,10770670,-10,0,0,0,0,11,0,0,57,0,0,0,0,0
33937.10,0,0,812,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33937.11,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0
33937.12,0,0,15,0,0,0,0,30,0,0,0,14,0,0,0,0,0
33937.13,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
33937.14,0,0,10770670,0,0,0,0,1,0,0,0,57,0,0,0,0,0
33937.15,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33937.16,0,0,10770670,0,24,0,0,0,0,0,0,46,0,0,0,0,0
33937.17,0,0,12,0,0,0,0,0,0,0,0,23,0,0,0,0,0
33937.18,0,0,10838343,10,0,0,0,-3,12,0,0,57,0,0,0,0,0
33937.19,0,0,811,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33937.20,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0
33937.21,0,0,15,0,0,0,0,30,0,0,0,14,0,0,0,0,0
33937.22,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
33937.23,0,0,10838343,0,0,0,0,1,0,0,0,57,0,0,0,0,0
33937.24,0,0,600,0,0,0,0,600,0,0,0,27,0,0,0,0,0
33937.25,0,0,10838343,0,24,0,0,0,0,0,0,46,0,0,0,0,0
33937.26,0,0,13,0,0,0,0,0,0,0,0,23,0,0,0,0,0
