#,Script[0].ScriptInstruction,Script[0].ScriptArg,Script[1].ScriptInstruction,Script[1].ScriptArg,Script[2].ScriptInstruction,Script[2].ScriptArg,Script[3].ScriptInstruction,Script[3].ScriptArg,Script[4].ScriptInstruction,Script[4].ScriptArg,Script[5].ScriptInstruction,Script[5].ScriptArg,Script[6].ScriptInstruction,Script[6].ScriptArg,Script[7].ScriptInstruction,Script[7].ScriptArg,Script[8].ScriptInstruction,Script[8].ScriptArg,Script[9].ScriptInstruction,Script[9].ScriptArg,Script[10].ScriptInstruction,Script[10].ScriptArg,Script[11].ScriptInstruction,Script[11].ScriptArg,Script[12].ScriptInstruction,Script[12].ScriptArg,Script[13].ScriptInstruction,Script[13].ScriptArg,Script[14].ScriptInstruction,Script[14].ScriptArg,Script[15].ScriptInstruction,Script[15].ScriptArg,Script[16].ScriptInstruction,Script[16].ScriptArg,Script[17].ScriptInstruction,Script[17].ScriptArg,Script[18].ScriptInstruction,Script[18].ScriptArg,Script[19].ScriptInstruction,Script[19].ScriptArg,Script[20].ScriptInstruction,Script[20].ScriptArg,Script[21].ScriptInstruction,Script[21].ScriptArg,Script[22].ScriptInstruction,Script[22].ScriptArg,Script[23].ScriptInstruction,Script[23].ScriptArg,Script[24].ScriptInstruction,Script[24].ScriptArg,Script[25].ScriptInstruction,Script[25].ScriptArg,Script[26].ScriptInstruction,Script[26].ScriptArg,Script[27].ScriptInstruction,Script[27].ScriptArg,Script[28].ScriptInstruction,Script[28].ScriptArg,Script[29].ScriptInstruction,Script[29].ScriptArg,MainOption,SubOption,Name,IconActor,IconMap,SpecialLinks,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12
721441,CUT_SCENE_01,1929,CUT_SCENE_02,1930,CUT_SCENE_03,1931,CUT_SCENE_04,1936,CUT_SCENE_05,1938,LOC_ACTOR_01,1025180,LOC_ACTOR_02,1028099,LOC_ACTOR_03,1018496,LOC_ACTOR_04,1019084,LOC_OBJECT_01,2009716,SCREEN_IMAGE_01,686,SCREEN_IMAGE_02,699,QUEST_01,65969,LOC_MARKER_01,7767074,LOC_MARKER_02,7767079,LOC_MARKER_03,7829585,LOC_ACTION_01,164,LOC_ACTION_02,4255,LOC_ACTION_03,169,LOC_ACTION_04,170,LOC_ACTION_05,171,LOC_BIND_OBJECT_01,7845335,LOC_BIND_OBJECT_02,7845630,LOC_BIND_OBJECT_03,7845634,LOC_BIND_OBJECT_10,7889201,LOC_SE_01,167,LOC_SE_02,78,LOC_BGM_01,400,LOC_BGM_02,573,,0,,エウレカストーリー,CtsErkEureka4Krile_00545,0,0,0,0,1,False,True,False,False,False,True,False,False,False,False,True
721442,CUT_SCENE_01,1903,LOC_ACTOR_01,1016760,LOC_ACTOR_02,1028099,LOC_ACTOR_03,1018496,LOC_ACTOR_04,1019084,SCREEN_IMAGE_01,686,LOC_MARKER_01,7767074,LOC_MARKER_02,7767079,LOC_MARKER_03,7884427,LOC_ACTION_01,164,LOC_BGM_01,89,LOC_BIND_OBJECT_10,7889201,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,エウレカストーリー,CtsErkEureka4Ejika_00546,0,0,0,0,1,False,True,False,False,False,True,False,False,False,False,True
721443,QUEST0,68737,EOBJ_EMJ1,2009669,EOBJ_EMJ2,2009707,EOBJ_EMJ3,2009708,EMJ_VS_NPC_NAME_A,12346,EMJ_VS_NPC_NAME_B,12347,EMJ_VS_NPC_NAME_C,12348,EMJ_VS_NPC_NAME_D,12349,EMJ_VS_NPC_NAME_E,12350,EMJ_VS_NPC_NAME_F,12351,EMJ_VS_NPC_NAME_G,12352,EMJ_VS_NPC_NAME_H,12353,EMJ_VS_NPC_NAME_I,12354,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CmnGscEMJGameTable_00547,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
721444,LOC_ACTOR_01,1026541,LOC_ACTOR_02,1026542,LOC_ACTOR_03,1028100,LOC_ACTION_01,811,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,エウレカストーリー,CtsErkEureka4StoryGerolt_00548,0,0,0,0,1,False,True,False,False,False,True,False,False,False,False,True
721445,LOC_OBJECT_01,2009716,LOC_ACTION_01,169,LOC_ACTION_02,170,LOC_ACTION_03,171,LOC_SE_01,78,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsErkEureka4BadEther_00549,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
721446,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsErkEureka4GalufMemo_00550,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721447,SCREEN_IMAGE_01,692,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,調査隊の研究員,CtsErkEureka4ExpScholar_00551,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721448,ENPC0,1027035,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesEst2019_00552,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721449,ENPC0,1027169,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesVlt2019Guide_00553,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721450,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsErkEureka4Guide1_00554,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721451,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsErkEureka4Guide2_00555,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721452,QUEST0,68741,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesVlt2019divination_00556,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721453,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
721454,QUEST0,68734,JOB_CHECK_BLUE,36,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsEtcAozEntrance_00558,0,0,720896,0,0,False,False,False,False,False,False,False,False,False,False,True
721455,ENHANCE_ITEM_01,24807,ENHANCE_ITEM_02,24806,ENHANCE_ITEM_03,24808,LOC_BGM_01,89,LOC_BGM_02,18,LOC_SE_01,187,LOC_SE_02,90,LOC_SE_03,202,LOC_ACTION_01,4244,LOC_ACTION_02,4259,LOC_ACTOR_01,1026541,LOC_ACTOR_02,1018496,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,エウレカウェポン,CtsErkEureka4WeaponGerolt_00559,0,0,0,0,1,False,True,False,False,False,True,False,False,False,False,True
721456,LOC_ACTOR_01,1026550,LOC_ACTOR_02,1016244,SCREEN_IMAGE_01,682,CFC_EUREKA3,598,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,ドレイク,CtsErkCtsErkEureka4MagiaArcaGuide_00560,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721457,LOC_SE_01,105,LOC_SE_02,90,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,調査隊の技師,CtsErkEureka4SubSphereGuide_00561,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
721458,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,トレーダー,CtsErkEureka4Armor_00562,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
721459,LOC_ACTION_01,241,LOC_SE_01,90,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,調査隊の錬金術師,CtsErkEureka4RogosActionAdd_00563,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
721460,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,FesPdy2019Guide_00564,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721461,QST_JOBAOZ010,68729,QST_JOBAOZ300,68732,QST_JOBAOZ500,68734,CTS_AOZ_025,35025,QST_JOBAOZ502,69268,QST_JOBAOZ550,69270,QST_JOBAOZ600,69272,CTS_AOZ_030,35030,QST_JOBAOZ602,69525,QST_JOBAOZ700,69529,CTS_AOZ_031,35031,CTS_AOZ_032,35032,QST_JOBAOZ702,70309,QST_JOBAOZ780,70312,QST_JOBAOZ800,70313,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsEtcAozGaheelJa_00565,0,0,1769933,0,0,False,False,False,False,False,False,False,False,False,False,True
721462,SCREEN_IMAGE_UNLOCK_MOGMOGGUIDEBOOK,1224,ICON_ANNOUNCE_CNS,63922,ICON_ANNOUNCE_10TH,63974,ICON_ANNOUNCE_FANFES600,63925,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,希少トームストーンの取引,,CtsEtcVoyagerMoogle_00566,0,63922,720897,0,2,False,False,False,False,False,True,False,False,False,False,True
721463,LOC_SCREENIMAGE_COMP_01,778,LOC_SCREENIMAGE_RANKUP_01,779,LOC_SCREENIMAGE_START_01,830,LOC_LOGMES_COMP_01,5403,LOC_LOGMES_RANKUP_01,5393,LOC_LOGMES_REACT_01,5392,EVENT_PICTRUE_01,733,EVENT_PICTRUE_02,734,LOC_ACTOR_01,1028465,LOC_ACTOR_02,1028466,LOC_ACTOR_03,1028467,LOC_ACTOR_04,1028462,LOC_ACTOR_05,1028463,LOC_MOTION_00,4676,BIND_ACTOR01,7846382,EVENT_PICTRUE_04,823,EVENT_PICTRUE_05,824,LOC_MOTION_01,4674,INVIS_ACTOR0,1028324,LOC_MOTION_02,807,QST_COMP_CHK_00,69185,LOC_MOTION_03,5809,INVIS_ACTOR1,1028325,LOC_MOTION_04,811,LOC_ACTOR_06,1028109,LOC_MOTION_05,5618,QST_COMP_CHK_01,70341,,0,,0,,0,,ミーン工芸館取引,CtsDkbCharacter1_00567,61394,60986,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721464,LOC_SCREENIMAGE_COMP_01,778,LOC_SCREENIMAGE_RANKUP_01,779,LOC_SCREENIMAGE_START_01,830,LOC_LOGMES_COMP_01,5403,LOC_LOGMES_RANKUP_01,5394,LOC_LOGMES_REACT_01,5392,BIND_ACTOR01,7846379,LOC_ACTOR_01,1028508,LOC_ACTOR_02,1029549,LOC_MOTION1,3177,LOC_ACTOR_03,1029550,LOC_ACTOR_04,1029551,LOC_ACTOR_05,1029424,LOC_MOTION2,952,LOC_MOTION3,968,LOC_BGM0,647,QST_COMP_CHK_01,70341,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,ミーン工芸館取引,CtsDkbCharacter2_00568,61394,60986,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721465,LOC_SCREENIMAGE_COMP_01,778,LOC_SCREENIMAGE_RANKUP_01,779,LOC_SCREENIMAGE_START_01,830,LOC_LOGMES_COMP_01,5403,LOC_LOGMES_RANKUP_01,5395,LOC_LOGMES_REACT_01,5392,LOC_LEVEL_POS_SKP_01,7956931,LOC_ENPC_SKP_01,1030796,LOC_ENPC_INVIS_SKP_01,1027317,LOC_ENPC_INVIS_KNE_01,1027318,LOC_ENPC_KNEM_01,1031063,LOC_ENPC_INVIS_SKP_02,1028435,LOC_ENPC_INVIS_SKP_03,1028440,LOC_ENPC_BES_01,1028441,LOC_EOBJ_FEED_01,2010520,LOC_ACT_COMFORTABLE_01,1023,LOC_ACT_FALL_01,805,LOC_ACT_EAT_01,963,LOC_ACT_BASEEAT_01,820,LOC_ACT_AMRYES_01,5627,LOC_ACT_AMRNO_01,4236,LOC_BGM_01,649,LOC_ACT_AMRENTERTAIN_01,952,QST_COMP_CHK_01,70341,,0,,0,,0,,0,,0,,0,,ミーン工芸館取引,CtsDkbCharacter3_00569,61394,60986,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721466,LOC_SCREENIMAGE_COMP_01,778,LOC_SCREENIMAGE_RANKUP_01,779,LOC_SCREENIMAGE_START_01,830,LOC_LOGMES_COMP_01,5403,LOC_LOGMES_RANKUP_01,5396,LOC_LOGMES_REACT_01,5392,LOC_MAINQUEST_CHECK_01,68856,LOC_ENPC_YALA_01,1028446,LOC_ENPC_MAO_01,1028447,LOC_LEVEL_CULT_YALA_01,7963478,LOC_ENPC_INVIS_YALA_01,1027834,LOC_ENPC_INVIS_MAO_01,1027835,QST_COMP_CHK_01,70341,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,ミーン工芸館取引,CtsDkbCharacter4_00570,61394,60986,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721467,LOC_SCREENIMAGE_COMP_01,778,LOC_SCREENIMAGE_RANKUP_01,779,LOC_SCREENIMAGE_START_01,830,LOC_LOGMES_COMP_01,5403,LOC_LOGMES_RANKUP_01,5397,LOC_LOGMES_REACT_01,5392,LOC_ACTOR_01,1028471,LOC_MARKER_01,8004462,LOC_ACTOR_02,1030479,LOC_ACTOR_03,1030480,LOC_ACTOR_04,1029652,INVIS_ACTOR0,1027237,INVIS_ACTOR1,1028327,LOC_BGM0,648,LOC_BGM1,105,QST_COMP_CHK_01,70341,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,ミーン工芸館取引,CtsDkbCharacter5_00571,61394,60986,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721468,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsDkbCharacter1Sub1_00572,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True
721469,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsDkbCharacter1Sub2_00573,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721470,LOC_MOTION_00,4676,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsDkbCharacter1Sub3_00574,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721471,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsDkbCharacter2Sub1_00575,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
721472,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsDkbCharacter3Sub1_00576,0,0,0,0,1,False,False,False,False,False,True,False,False,False,False,True
721473,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsDkbCharacter3Sub2_00577,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721474,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsDkbCharacter4Sub1_00578,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721475,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsDkbCharacter4Sub2_00579,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721476,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CtsDkbCharacter5Sub1_00580,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721477,ENPC_TOWN50,1027994,QUEST_TOWN50,68817,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,CmnDefRetainerMarketRegister_00581,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721478,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
721479,FATESHOP_ENPCID_LAKERAND,1027385,FATESHOP_ENPCID_KHOLUSIA,1027497,FATESHOP_ENPCID_AMHARAENG,1027892,FATESHOP_ENPCID_ILMHEG,1027665,FATESHOP_ENPCID_RAKTIKA,1027709,FATESHOP_ENPCID_THETEMPEST,1027766,FATESHOP_REWARD_LAKELAND1,80,FATESHOP_REWARD_LAKELAND2,81,FATESHOP_REWARD_KHOLUSIA1,88,FATESHOP_REWARD_KHOLUSIA2,89,FATESHOP_REWARD_AMHARAENG1,86,FATESHOP_REWARD_AMHARAENG2,87,FATESHOP_REWARD_ILMHEG1,82,FATESHOP_REWARD_ILMHEG2,83,FATESHOP_REWARD_RAKTIKA1,84,FATESHOP_REWARD_RAKTIKA2,85,FATESHOP_REWARD_THETEMPEST1,90,FATESHOP_REWARD_THETEMPEST2,91,FATESHOP_HOWTO,266,LOC_MOTION0,5625,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,広域交易商,CmnFatShop1N4Field_00583,0,0,0,3,0,False,False,False,False,False,False,False,False,False,False,True
721480,FATESHOP_ENPCID_THECRYSTARIUM,1027998,FATESHOP_ENPCID_EULMORE,1027538,QST_LUCKMF111,69190,FATESHOP_REWARD_LAKELAND1,80,FATESHOP_REWARD_LAKELAND2,81,FATESHOP_REWARD_KHOLUSIA1,88,FATESHOP_REWARD_KHOLUSIA2,89,FATESHOP_REWARD_AMHARAENG1,86,FATESHOP_REWARD_AMHARAENG2,87,FATESHOP_REWARD_ILMHEG1,82,FATESHOP_REWARD_ILMHEG2,83,FATESHOP_REWARD_RAKTIKA1,84,FATESHOP_REWARD_RAKTIKA2,85,FATESHOP_REWARD_THETEMPEST1,90,FATESHOP_REWARD_THETEMPEST2,91,FATESHOP_HOWTO,266,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,広域交易商,CmnFatShop1N4Town_00584,0,0,0,4,0,False,False,False,False,False,False,False,False,False,False,True
721481,QST_LUCKMA402,68837,QST_LUCKMB104,68841,QST_LUCKMD101,69142,QST_LUCKME114,69179,QST_LUCKMF111,69190,QST_SEQ_11,11,QST_SEQ_FINISH,255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4RadiscasRound_00585,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721482,QST_LUCKMA402,68837,QST_LUCKMB104,68841,QST_LUCKMD101,69142,QST_LUCKME114,69179,QST_LUCKMF111,69190,QST_SEQ_11,11,QST_SEQ_FINISH,255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4FortJobb_00586,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721483,QST_LUCKMA401,68836,QST_LUCKMD101,69142,QST_LUCKME114,69179,QST_LUCKMF111,69190,QST_SEQ_11,11,QST_SEQ_FINISH,255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4Clearmelt_00587,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721484,QST_LUCKMB104,68841,QST_LUCKMC121,68878,QST_LUCKMD101,69142,QST_LUCKME114,69179,QST_LUCKMF111,69190,QST_SEQ_11,11,QST_SEQ_FINISH,255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4OstallImperative_00588,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721485,QST_LUCKMB101,68838,QST_LUCKMB104,68841,QST_LUCKMC121,68878,QST_LUCKMD101,69142,QST_LUCKME114,69179,QST_LUCKMF111,69190,QST_SEQ_01,1,QST_SEQ_11,11,QST_SEQ_FINISH,255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4Sullen_00589,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721486,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4Stilltide_00590,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721487,QST_LUCKME102,69167,QST_LUCKMG109,69217,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4Gatetown_00591,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721488,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4Wright_00592,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721489,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4Amity_00593,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721490,LOC_MOTION0,5625,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4Tomra_00594,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721491,QST_LUCKMD116,69157,QST_LUCKME114,69179,QST_LUCKMF111,69190,QST_SEQ_11,11,QST_SEQ_FINISH,255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4MordSouq_00595,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721492,QST_LUCKMA308,68834,QST_LUCKMA309,68835,QST_LUCKMD116,69157,QST_LUCKME114,69179,QST_LUCKMF111,69190,QST_LUCKMG104,69212,QST_SEQ_01,1,QST_SEQ_05,5,QST_SEQ_11,11,QST_SEQ_FINISH,255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4TheInnatJourneysHead_00596,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721493,QST_LUCKMD116,69157,QST_LUCKME114,69179,QST_LUCKMF111,69190,QST_SEQ_11,11,QST_SEQ_FINISH,255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4Garik_00597,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721494,QST_LUCKMD116,69157,QST_LUCKME114,69179,QST_LUCKMF111,69190,QST_SEQ_11,11,QST_SEQ_FINISH,255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4Twine_00598,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721495,QST_LUCKMB119,68856,QST_LUCKME114,69179,QST_LUCKMF111,69190,QST_SEQ_11,11,QST_SEQ_FINISH,255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4LydhaLran_00599,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721496,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4PlaEnni_00600,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721497,LOC_MOTION0,967,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4Wolekdorf_00601,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721498,QST_LUCKMC119,68876,QST_LUCKME114,69179,QST_LUCKMF111,69190,QST_SEQ_11,11,QST_SEQ_FINISH,255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4Slitherbough_00602,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
721499,QST_LUCKMC119,68876,QST_LUCKME114,69179,QST_LUCKMF111,69190,QST_SEQ_11,11,QST_SEQ_FINISH,255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,RegNor4Fanow_00603,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True
