#,Description,DescriptionEnhanced,Tooltip
0,,,
228,"ジバニャンソファに騎乗する。
妖怪ジバニャンを模した不思議な椅子",妖怪ジバニャンを模した不思議な椅子。モデルは地縛霊だが、なぜか空を飛ぶ。座り心地が抜群で人も妖怪もダメにするらしい,座ってニャン！
229,"魔導キャリアー改に騎乗する。
魔導院にて開発された次世代型輸送プラットフォーム",ガレマール帝国の魔導院にて開発された次世代型輸送プラットフォーム。内部構造を見直したことで、メンテナンス性が改善されている。また、約8％の軽量化も達成し、青燐水の燃費も良くなっているらしい,すばらしい、すばらしいぞ！
230,"エル・トゥに騎乗する。
「ものづくり」に目覚めたドラゴン族。その形態は類を見ない",「ものづくり」に目覚めたドラゴン族。当初は、小柄なドラゴネットであったが、やがて「進化」を遂げることに。職人技に最適化するため、道具を操りやすく前肢の形状が変化するなど、その形態は類を見ないものとなっている,新しい時代の竜詩でち！
231,"インキタトゥスに騎乗する。
ある女商人に祝福された妖馬。人語を解するらしい",商人「ロウェナ」による祝福を受け、贅沢な暮らしをしてきた妖馬。非常に賢く人語を解するとされ、しばしばクロ・アリアポーの物語に聞き耳を立てていた。いつしか、その冒険譚に魅了され、冒険者の従者となる決意をしたらしい,ブヒヒィィン♪
232,"スノーマンに騎乗する。
星芒祭にて作られた雪だるま。永久氷晶の力で溶けることがない",星芒祭にて作られた雪だるま。ギラバニア地方では「寒さと雪がもたらす恵み」を招くため、初雪を使って雪像を作る風習があった。その文化を星芒祭に取り込み、かつグリダニアに伝わる幻術の知識を応用して作ったのが、この存在である,ガクブルガクブル
233,"ルナホエールに騎乗する。
クジラのような形状の魔導仕掛けの船。合計8人が搭乗可能",ガーロンド・アイアンワークス社が開発した魔導仕掛けの船。クジラのようにも見える独特の形状は、ミシディア地方に伝わる「伝説の船」を模したものだという。操縦士に加え、7名の客を乗せることができるなど、抜群の運搬能力を誇る,"りゅうのくちより
うまれしもの"
234,"エデンに騎乗する。
エデン内部で回収されたクリスタルから生成された存在",エデン内部で回収されたクリスタルに、魔力を流し込んだところ生成された存在。エデンそのものに似た外観を有するが、もちろん罪喰いではなく、光の氾濫を発生させる危険もない。一種の使い魔のようなものであろう,エターナル！
235,"ケルベロスに騎乗する。
三つ首を有する魔獣型妖異。アラグ帝国の技術で操られている",第三星暦時代の遺跡に封じられていた三つ首を有する魔獣型妖異。本来は、あまりの獰猛さゆえに高位妖異ですら手懐けることが難しいとされる存在だが、アラグ帝国製の装置によって完全に制御下に置くことができる,グルゥ……
236,"ビッグシェルに騎乗する。
大きく育ったシェル。あなたの為に今日も運ぶ",ある欲張りなキキルン族が、ごちそうにする為、餌をたっぷり与えて育てていたところ、愛着が湧いて食べられなくなってしまった。その結果、見事に巨大化したこのシェルは、人の為に働くことを覚えたのである,為三
237,"アレイオンに騎乗する。
由来不明の魔笛により、呼び出される伝説の幻獣",由来不明の魔笛により、呼び出される伝説の幻獣。大英雄の愛馬であり、どんな危地からでも、必ず乗り手を生還させたという逸話が残る。太陽の如き魂を持つ者でなければ、決して背に乗せることがないという,…………
238,"エメラルドグイベルに騎乗する。
未知の蛮神の魔力が充填された魔笛によって召喚された魔法生物",エメラルドウェポンが吸収したと思しき、未知の蛮神の魔力が充填された魔笛によって召喚された魔法生物。流線型の翠玉色の装甲を有している。この魔笛の知識が、何者によって召喚者に共有されていたのか謎が多い,クシャーッ！
239,"プロトマグナローダーに騎乗する。
人工筋肉を採用した新型魔導兵器",ギラバニアにて回収された帝国製魔導兵器の残骸を、ゴブリン族の技師が修理、改良した試作車両。より速く走る事を求めるあまり、意思を持ち始めたという噂があるが、そうだとしたら、ちょっと怖い気がする,ヘイスト！
240,"チョコロポックルに騎乗する。
ビックリするほど大きく成長したコロポックル。ほっとやさしい香りがする",ビックリするほど大きく成長したコロポックル。いろんなマチに、美味しいチョコレートを贈り届けるため、今日も元気に駆け回る。ほっとやさしい、甘い香りを漂わせているため、発見しただけで、うれしい気持ちになれるだろう,ビックリ！
241,"ガブリエルIII号機に騎乗する。
「ガブリエル」の縮小実験機用フレームを用いて造られた機体",先行納入された「ガブリエル」の縮小実験機用フレームを用いて、第IV軍団が独自に建造した機体。内部フレームに、乗り手の魔力に反応する素材が使われているために発光するが、その詳しい原理は判明していない,ギュイーーーン！
242,"アンテロープ・ドゥに騎乗する。
俊足で知られる草食動物。雌は青味がかった毛並みを持つ",主に草原地帯に棲息する草食動物。山岳部のクルザス地方においても、第七霊災以前は数多くの個体が暮らしていた。肉や乳を目的として家畜化の試みが繰り返されてきたが、気難しく騎乗訓練には忍耐が必要だという,ズィク、ズィク！
243,"アンテロープ・スタッグに騎乗する。
俊足で知られる草食動物。雄は二本の鋭い角を持つ",主に草原地帯に棲息する草食動物。俊足で知られるため、古来より、アバラシア山脈の山岳民が騎乗獣として利用してきた。近年、広まりつつある古代魔法の術式によって、乗り手に十分な魔力があれば飛翔させることも可能,押し通る！
244,,,
245,"レンダーバッフェに騎乗する。
鋼鉄の翼を有する伝説の機竜",鋼鉄の翼を有する伝説の機竜。古代アラグ帝国が、ドラゴン族に対抗するために開発した機械兵器の一種と思われる。美しくも気高い存在であり、主の器たり得る「真の英雄」でなければ、その背に乗せることはない,ずっとはやい！！
246,"イクリールに騎乗する。
「飛空石」の力で浮行するエアバイク。2人乗りが可能",フランが、ボズヤ・レジスタンスに贈る支援物資のひとつとして持ち込んだエアバイク。浮島の浮力の源としても知られるクリスタル、「飛空石」の力で浮行する。なお、その機種名は、古代イヴァリース語で「王冠」を意味するという,じたばたすんなコラ！
247,"クルーズチェイサーに騎乗する。
青の手が開発した変形兵士。人型から飛空艇型に変形する",青の手が開発した変形兵士を、騎乗用に調整した機体。人型のガンナー形態から、飛空艇型のシューター形態へとトランスフォームする。その洗練されたフォルムゆえ、ガーロンド社の原型師が模型化を狙っているという噂もある,トランスフォーム！
248,"コンストラクト06Sに騎乗する。
コボルド族が製造した装甲巨兵。人が搭乗可能なように改良されている",友好的なコボルド族の一派が、人との通商目的で製造、販売した装甲巨兵。リムサ・ロミンサのナショナルカラーである赤に塗装されているほか、推力が30％増しになっている。ただし、3倍の速さが出るわけではない,シャーッ！
249,"ダイヤグイベルに騎乗する。
未知の蛮神の魔力が充填された魔笛によって召喚された魔法生物",ダイヤウェポンが吸収したと思しき、未知の蛮神の魔力が充填された魔笛によって召喚された魔法生物。ウェルリトに残されていたデータによれば、件の蛮神の召喚者は、コルヴォ人の抵抗勢力であったらしい,グオオーン！
250,"ポーラーベアーに騎乗する。
北洋からやってきたシロクマ。気は優しくて力持ち",北洋からやってきたシロクマ。氷菓の材料を求めて、北洋の島へと向かった菓子職人ネケケが、現地で出会い菓子を食べさせたことで懐いてしまったらしい。紅蓮祭を成功に導くために協力した冒険者のことを気に入ったようだ,グオッ！
251,,,
252,"オオナマキン御輿に騎乗する。
ナマズオ族の祖先、オオナマズ様を祀った金箔貼りの浮行式御輿",大鯰大祭を七年間続行するには、莫大な金が必要だ。だが、ロウェナ著『大商人論』が打開策を教えてくれた。大きな儲けを狙うには、大きな価値のある商品を売ればいい。そう、総金箔貼りの御輿と、担ぎ手八人衆なら完璧だ,そいや、せいや♪
253,"金蛇様の壺に騎乗する。
それはありふれた壺のはずだった。だが、なぜか輝いている",ロンカ遺跡から盗掘されたのち、闇市を転々としてきたとされる摩訶不思議な壺。付属する魔笛に息を吹き込むや金色の輝きを放ち、そしていつの間にか、詰まっている。金蛇様の神秘の光を浴びる者には、幸福が訪れるとの噂だ,キュっキュ～ィ！
254,"マジックカードに騎乗する。
最強の彫金師が手掛けた乗用カード",エオルゼア最強の彫金師こと、ゴッドベルト・マンダヴィル氏が手掛けた乗用カード。数多のカードを集め、トリプルトライアドへの真の愛を示した者に贈られる特別な品として造られた。同氏の超絶技巧により、なぜか飛ぶ,リボルビング！
255,"アイル・マンドラゴラに騎乗する。
大きく育ったマンドラゴラ。無人島産！",無人島産のマンドラゴラ。野菜国家「西マンドラ帝国」の名家に生まれ、豊かな土壌と照りつける陽光を存分に享受し、巨大化を果たす。しかし、大きく育った野菜には、出荷という避けられぬ運命が待ち受けていたのだった,〇□◎◎▲！
256,"アイル・オニオンプリンスに騎乗する。
大きく育ったオニオンプリンス。マンドラゴラの王子！",自称、無人島産マンドラゴラの王子。温厚な両親のもと何不自由なく育てられたため、刺激に飢え、いたずらを繰り返すように。そんな放蕩息子を見かねた王の判断により、このほど、英雄の従者として出荷された……らしい,●×▼……！！
257,"アイル・エッグナイトに騎乗する。
大きく育ったエッグナイト。マンドラゴラの騎士！",自称、外来マンドラゴラの騎士。アイル・キングトマトとは同じ産地で生まれ、出荷された仲。しかし、輸送中の商船からこぼれおち、漂流の末に無人島に漂着、野菜国家「西マンドラ帝国」の建国に貢献した……らしい,◎◎×△□！！！
258,"アイル・ガーリックスターに騎乗する。
大きく育ったガーリックスター。マンドラゴラの道化！",自称、外来マンドラゴラの道化。アイル・キングトマトが漂流時代に出会い、波間を漂い続ける間の暇つぶしとして、百の小話を披露し続けた。この偉業により、「西マンドラ帝国」建国の後、宮廷道化師に任命された……らしい,××◎～！！
259,"アイル・キングトマトに騎乗する。
大きく育ったキングトマト。マンドラゴラの王！",自称、外来マンドラゴラの王。バイルブランド島の生まれだが、出荷後に商船からこぼれおち、漂流の末に無人島に漂着。野鳥との過酷な戦いや、島野菜の姫君との大恋愛を乗り越え、野菜国家「西マンドラ帝国」を建国した……らしい,■＄◎×△□◎◎…♪！
260,"アイル・マンドラクイーンに騎乗する。
大きく育ったマンドラクイーン。マンドラゴラの王妃！",自称、無人島産マンドラゴラの王妃。浜辺に漂着した若き日のアイル・キングトマトと運命的な出会いを果たした後、産地の違いを乗り越えて結婚。島野菜たちを支配下に置くことで、野菜国家「西マンドラ帝国」を建国した……らしい,×□♪◎×◎…！
261,"エターナルダークネス・リンクスに騎乗する。
星極性のエーテルを帯びた幻想生物",エーテルによって構成された幻想生物の一種であり、強い星極性の力を帯びている。その漆黒の翼は、最古にして最強の蛮神たるゾディアークの雄々しさを連想させるが、この使い魔の来歴は未だに判明していない,…………
262,"ディヴァインライト・リンクスに騎乗する。
霊極性のエーテルを帯びた幻想生物",エーテルによって構成された幻想生物の一種であり、強い霊極性の力を帯びている。その純白の翼は、星の意思として世界を守護してきたハイデリンの神々しさを連想させるが、この使い魔の来歴は未だに判明していない,…………
263,"アルゴスに騎乗する。
黄金の毛並みを持つ犬のように見える使い魔",古代人ヴェーネスが創造した使い魔。初めて出会ったのは、嘆きの海なのだが、時系列的にはエルピスが初対面ということになる。ともかく、その時点で信頼を得ているため、このアルゴスもまた背に乗せてくれるのだ,…………
264,"ドレッドノートに騎乗する。
古代アラグ帝国の軍用工作機械",古代アラグ帝国の軍用工作機械。元は陸戦兵器であったが、さまざまな新型機種が開発されたことで一線から退き、工作部隊にて重機として用いられることになったようだ。かつて、これに乗り暴れまわった少年がいたらしい,言うことを聞いた…
265,"デミフェネクスに騎乗する。
危険な創造生物、フェネクスを模した幻体",パンデモニウムに収監されていた危険な創造生物、フェネクスを模した幻体。なお、フェネクスは、不死鳥創造の研究過程で生まれた存在らしいが、あまりの凶暴性により失敗作の烙印を押されたのだという,メラメラパチパチ！
266,"カリュドンティスに騎乗する。
巨大なワイルドボア。暴れん坊だが英雄には従順",巨大なワイルドボア。生息地域のヌシとして暴れまわり、悪名を轟かせていたが、周辺地域から実力ある冒険者たちが集うことで討伐。ここで強き者に屈することを覚えたらしく、英雄には従順に従い背を貸してくれる,ブヒッ、ブルルル！
267,"ヴィクトルに騎乗する。
大柄なカニス。ガレマール帝国猟犬品評会の優勝犬",大柄なカニス。ガレマール帝国猟犬品評会の優勝犬であり、ヴァリス帝から表彰を受けたこともあるという。ただし、その審査項目は体格や歩き方、毛艶や従順さであり、実は戦うことが苦手。騎乗には適するが、猟には向かない,バウバウ！
268,"レベルチェッカーに騎乗する。
謎めいた機械。レベルをチェックしてくれるらしい",謎めいた機械。レベルをチェックしてくれるらしい。この機械が言うには、あなたを最初にチェックしたときのレベルは、「Lv90」とのこと。だが、正しいのかどうかはわからない。そもそもレベルとは、一体何なのだろうか,レベル2オールド！
269,"パパ・パイッサに騎乗する。
特に大柄なパイッサ。実は八児の父親らしい",特に大柄なパイッサ。実は八児の父親らしく、子どもたちの生活費を捻出するために、冒険者のマウントという仕事を選んだらしい。彼を雇用することで、可愛らしいパイッサの幼獣たちが、健やかに成長するはずだ,パパパパパ！
270,,,
271,,,
272,,,
273,"ウィヴルに騎乗する。
西方の新大陸原産の四脚獣",西方の新大陸原産の四脚獣。獰猛で飼い慣らすのは難しいが、マムージャ族は家畜化に成功しており、利用も進んでいる。駄獣や騎獣としてはもちろん、強烈な突進力と大きな角を活かし、攻城兵器としても用いられる,バッターホーン！
274,"キングポークシーに騎乗する。
大きな豚型使い魔。ほんのり厚切りベーコンの香りがする",大きな豚型使い魔。ポークシー量産計画の一環として創られたが、テンパード治療能力を持たない個体として誕生してしまった。だが、食品ロス低減の観点から、ほっとやさしい気持ちで騎乗用として再利用することにしたらしい,ほっと！
275,,,
276,,,
277,"ガーロンドGL-IIに騎乗する。
ガーロンド・アイアンワークス社が試作した魔導二輪車",ガーロンド・アイアンワークス社が、新時代の移動手段として試作した魔導二輪車。ツインバンク式の小型青燐機関を搭載することで、パワフルな走りを実現。無人島のような不整地であっても走行することが可能となっている,ヴォルルルルル…
278,,,
279,"絡繰蓮華に騎乗する。
蓮の花を象った騎乗用のからくり座椅子",謎の技術者集団「鬼師衆」が造り上げた騎乗用のからくり座椅子。東方地域において清らかさや神聖さの象徴とされる蓮の華が象られており、どこか神秘的な雰囲気が漂う。なお、その製法は秘中の秘とされている,…………
280,"フィルギャに騎乗する。
詩竜眷属のドラゴン族。闘争の中で輝く英傑を好むという",詩竜眷属のドラゴン族。祖と同様に人を好み、竜詩を紡ぐに相応しい人物を求めて方々を巡っていた。そんな中、闘争の中で輝きを見せる英傑を発見。その戦いを見守るうちに熱心な「追従者」となり、付き従う道を選んだのである,グオォーン！
281,"アルコノストに騎乗する。
イルサバード北部原産の怪鳥。鹿を思わせる蹄や角を有する",イルサバード北部原産の怪鳥。ボズヤの荒野にて捕獲された個体で、好事家の手に渡った後、放出された。捕獲時から人に慣れた様子であったため、元は帝国軍の魔獣使いにより訓練を施されていた可能性が指摘されている,クルルル…！
282,"アイル・バッファローに騎乗する。
いつの間にか開拓拠点に居ついていた温厚なバッファロー",いつの間にやら開拓拠点に居ついていたバッファロー。どうやら以前に海賊が食用として持ち込んだ家畜が、野生化したもののようだ。エサさえ提供してくれるなら誰であろうと背に乗せてくれる度量の広さがウリ、らしい,ブフーッ！
283,"ブラキオレイドスに騎乗する。
秘境の地で稀に目撃される超大型の古代生物",秘境を行く探検家や冒険者が稀に目にするという、超大型の古代生物。この個体はとあるモブハンターが秘境より持ち帰った卵から孵った幼体であり、のちに旅立ちを決心し、ついていくにふさわしい主を求めていたらしい,グォォ……！
284,"ポッド602に騎乗する。
機械遺跡で発見された白い支援随行ユニット",機械遺跡の奥深くにて発見された白い小型機械。支援随行ユニットとして、ヨルハ機体の移動支援も任務のひとつとして開発されていた。そのため、人ひとり程度であれば、楽々と吊り下げて移送することが可能である,…………
285,"ムーンホッパーに騎乗する。
サポーターを改造したゴキゲンなマシン",インベンティングウェイが開発した改良型サポーター。騎乗機能に加え小型スピーカーも増設されており、ドリーミングウェイが選定したミラクルなナンバーを流すことができる。これを聞けば、気分上々になることだろう,ピーポー！
286,"アイランド・アリゲーターに騎乗する。
自身が貴重だという矜持を持ったアリゲーター",どこから泳いできたものか、いつのまにやら無人島に居ついていたアリゲーター。無人島でアリゲーターが珍しいことを自認し、それに対して誇りと矜持を持っている。その姿を衆人に披露できるのであれば、人を背に乗せることも厭わない、らしい,ゴルルゥ…
287,"ヒッポカートに騎乗する。
アルカソーダラ族の若者らが考案したカバが牽引する二輪車",ヴァナスパティ樹海に棲まう巨獣カバに牽かせた二輪車。アルカソーダラ族の若者らが、チョコボ・キャリッジを参考に考案した。日除けの布に、コルヴォ式空飛ぶ絨毯の技術を利用したことで、なんと空を翔けることもできる,ブォーッ！
288,"トロルに騎乗する。
北洋地域に生息する巨獣。見た目に反して知能は高め",北洋地域に生息する巨獣。見た目に反して知能が高いことから、かつてシャーレアンの植民都市では手話を覚えさせようという実験が行われていた。この個体は、当時の実験体と思われ、人に対して極めて友好的である,フォオォォォオォォ…
289,,,
290,"UFO？に騎乗する。
謎めいた飛行物体の複製体",異星人コヨコヨが搭乗していた宇宙船……の複製体。ただし、複製機能に代表される超技術までは再現されていない。そのため肉体を縮小して内部に搭乗することはできず、反重力光線によって運搬してもらうことになる,アブダクション！
291,"ビネガロンに騎乗する。
鉤爪のような顎を持つ、甲鱗綱の大型肉食獣",鉤爪のような顎を持つ、甲鱗綱の大型肉食獣。ドラゴン族の眷属となるケースは多々あれど、人が乗りこなした例は少なかった。しかし近年、グリーナーが物資調達に利用するため、訓練法を編み出したという,ゴルルルル……
292,"オルト・クラックローに騎乗する。
オルト・エウレカで発見されたクラックロー",オルト・エウレカで発見されたクラックロー。甲殻の硬度を増すための魔法を付与する実験が行われたのだが、どうやら失敗に終わったようだ。しかし、副作用として、原因不明ながら飛翔能力を獲得したらしい,クラックロー！
293,"ブルーフェザー・リンクスに騎乗する。
不可思議な力を帯びた幻想生物",デュナミスによって構成された幻想生物の一種。おそらく終焉を謳うものが紡いだ存在と思われるが、いかなる目的によって創造されたのかは定かでない。あるいは終極を超えしものへの賛辞であるのかもしれない,…………
294,"大柴犬に騎乗する。
すくすくと育って大きくなった柴犬の成犬",成犬になっても小さい「豆柴」として販売されていた柴犬の幼犬が、気がついたら人をも超える巨体へと成長していた。しかし、いかに大きくなろうと、その愛らしさに変わりなし。むしろ騎乗できるぶん活躍の幅は広がっている,わおーん！
295,,,
296,,,
297,"トラベリングサポーターに騎乗する。
高度なテクノロジーが用いられた二足歩行機械",高度なテクノロジーで作られた二足歩行機械。カルテノー平原にて彷徨っていた本機を、都市軍事同盟の物資調達担当者が発見、回収した。古代アラグ文明の機械歩兵と酷似しているが、何者かの手で改造された形跡が見られる,エラー！　エラー！
298,"ミゥ・ミーシュに騎乗する。
ウルティマ・トゥーレで生まれた新生命体。希望の申し子",イーア族の想いを糧に新星エリュシオンで誕生した、新たなるデュナミス生命体。クラゲに似た半透明の肉体に、雷気放射能力を備える。好奇心旺盛で、心の小宇宙で他者の想いと触れ合うことに無垢なる喜びを感じているらしい,ミミ、ミミミ！
299,"ワンダラスラナーに騎乗する。
ある女商人に祝福された大隼。空想帳の物語が好きらしい",商人「ロウェナ」による祝福を受け、贅沢な暮らしをしてきた大隼。人語をよく解し、クロ・アリアポーの物語を日々の楽しみとしていた。同じ境遇の妖馬とは、どちらが冒険譚の英雄の相棒に相応しいか、競い合う関係らしい,ヒューッ
300,"マジックアンブレラに騎乗する。
ある魔女が造り出した魔法の空飛ぶ雨傘",ある年老いた魔女が若き日に造り出した、魔法の飛行傘。閉館中のグブラ幻想図書館に上空から忍び込むために、闇夜に溶け込みやすい黒い雨傘を利用して作られている。どうやら製作者は今も昔も、反骨心溢れる性格だったらしい,バサッ！
301,"マジックパラソルに騎乗する。
ある魔女が造り出した魔法の空飛ぶ日傘",ある年老いた魔女が若き日に造り出した、魔法の飛行傘。研究費を稼ぐために、当時人気だったピンク色の日傘を利用して作られている。しかし、使いこなすには相応の魔力と握力が必要であり、大儲けとはならなかったという,パラッ！
302,"ミラージュ・ブリッツェンに騎乗する。
ブリッツェンが紡いだ幻影のトナカイ。人々に歓びをもたらす",シャーレアンからやって来たトナカイ、ブリッツェンが、心通わせた冒険者のために紡いだ幻影。姿形から子どもたちに贈るプレゼントの幻影にいたるまで、何から何まで本物そっくり。これも星芒祭が起こした奇跡なのかもしれない,ぐぅぉぉ！
303,"シラディン・スローンに騎乗する。
シラディハ遺構にて発見された空飛ぶ魔法の玉座",地下水道から続くシラディハ遺構の一画にて発見された、予備品と思しき玉座。亡国民の思念のせいなのか、あるいは元より飛行させる意図で魔法を込められていたかは定かでないが、主の想いに反応してフヨフヨと浮遊する,スローン！
304,"シルキーに騎乗する。
かつてウルダハ王宮で用いられていた、お掃除使い魔",シラディハ水道の奥地で遭遇した魔法生物。その正体は、綺麗好きだった先王妃ナナシャ・ウル・ナシャが、ウルダハ王宮を隅々まで清掃するために生み出した使い魔である。なお、ポンポンこそが本体であるらしい,キュッキュッキュッ！
305,"炎霊獣に騎乗する。
ヘファイストスが創造した炎の幻想生物。その炎は主を焼かない",ヘファイストスが創造した炎の幻想生物。「飛蛇」と「不死鳥」という2種の幻想生物のイデアを炎の中に封じ込めてあるため、状況に応じて適した形態を採ることができる。その炎は主と認めた者を焼くことはないという,ゴウゴウ！
306,"リンクス・オブ・ウィンドに騎乗する。
妖しき風属性のエーテルを帯びた幻想生物",エーテルによって構成された幻想生物の一種であり、闇にも近しい風属性の力を帯びている。その荒々しい翼には異界ヴォイドの妖異に似た力も感じられるが、いずれにせよ、この使い魔の来歴は未だに判明していない,…………
307,,,
308,"アエテルナエに騎乗する。
生命力が非常に強い古代アラグの軍用獣",若かりし頃の始皇帝ザンデが、イルサバード遠征の道中で遭遇したとされる野獣。「永遠」を意味する名からもわかるように生命力が非常に強く、装甲をまとわせた上で軍用獣とされたほか、不死化の研究にも利用されたらしい,アエーッ！
309,,,
310,"セルリウム・バルーンに騎乗する。
気化した青燐水を充填した飛行用風船",気化した青燐水を充填した飛行用風船。十分な数を用意すれば、人ひとりくらいなら軽々と空中に浮かせるだけの浮力が得られる。だが、思い通りの方向に動くには、自身の魔力で風を起こす必要があるだろう,バルンバルーン！
311,"アンデンIII世に騎乗する。
ガサガサと葉を揺らして動く、謎の移動性植物",ピクシー族のエオ＝ティルがお手伝いの「お返し」として贈ってくれた、謎の移動性植物。厩舎にいた初代アンデンを剪定したときに生じた葉っぱを集め、いろいろした結果、生じたらしい。かつてのアンデンの姿に似ている,……、……！？
312,"ブラックジャック号に騎乗する。
ガーロンド・アイアンワークス社が建造した試作型飛空艇",ガーロンド・アイアンワークス社が建造した試作型飛空艇。ハイウィンド飛空社のタタバル社長から発注された新型飛空艇を建造するにあたって造られた縮小実験モデルらしい。小さいといっても、運搬能力は本物だ,落ちるときは落ちるもんだ
313,"ファエトンに騎乗する。
コルヴォ地方で語り継がれてきた炎の幻獣",コルヴォ地方で語り継がれてきた炎の幻獣。錬金術を応用することで騎乗可能となったが、本来は近づくだけで火傷するほど。これと良く似た存在が、古代世界において天駆ける馬車の牽引用に創造されていたともいうが詳細は不明である,真っ赤に燃える！
314,"ピンキーに騎乗する。
ヒトの幸せを願って、レポリットが造ったピンク色の象型マシン",ヒトの幸せを願って、レポリットが造った騎乗獣型マシン。シャーレアン人から伝え聞いた「酩酊状態に陥ったヒトは、ピンク色の象を幻視することがある」とのジョークを真に受けた結果、このような存在が生み出されたようだ,ピンキー！
315,"リンクス・オブ・ファイアに騎乗する。
妖しき火属性のエーテルを帯びた幻想生物",エーテルによって構成された幻想生物の一種であり、闇にも近しい火属性の力を帯びている。その佇まいは妖異の如き荒々しさだけでなく、高潔な武人の矜持をも感じさせるが、いずれにせよ、この使い魔の来歴は未だに判明していない,…………
316,"魔導アヴェンジャー黄金像仕様に騎乗する。
ゴブリン族が改良した帝国製無人魔導兵器",ゴブリン族が改良した帝国製無人魔導兵器。帝都ガレマルドには、黄金のサスカッチ像が据えられており、敵軍の侵攻を受けると中から魔導兵器が現れるという出所不明の噂があった。これは、その黄金像を模したものらしい,ウゴゴゴゴ…
317,"クリュソマロスに騎乗する。
金色の毛並みを持つ白羊。もはや、それは金羊である",ふわふわとした白い毛が特徴のラム種でありながら、なぜか金色の毛を有する羊。売り手は、これぞ伝説の「金羊毛の羊」であると語るが本当だろうか。季節が一巡して新しい毛に生え変わるまで、真偽の程はわからない,メ、メェ～ッ！
318,"ガーロンドGL-ISに騎乗する。
ガーロンド・アイアンワークス社が試作した側車付き魔導二輪車",ガーロンド・アイアンワークス社製魔導二輪車GL-Iに、側車を接続した2人乗り用モデル。重量増に対応するため、青燐機関の排気量もアップしている。今なら、購入者特典としてウェッジ手製のマスコット人形付き,バルルルルル…
319,"メガロアンビストマに騎乗する。
驚くほど大きく育ったアンビストマ",驚くほど大きく育ったアンビストマ。鞍が設えられているからには騎獣として創造されたものと思われる。ただし、パンデモニウムで発見されたということは、失敗作の烙印を押されるだけの欠陥を抱えているのだろう,うー、ぱー、るー、ぱー！
320,"リボーン・フェニックスに騎乗する。
光の戦士に対する感謝を込めて紡がれた不死鳥型使い魔",光の戦士に対する感謝を込めて紡がれた不死鳥型使い魔。その姿は、エオルゼア各地に伝わる不死鳥「フェニックス」に似る。死に際して激しく燃えあがるも灰から蘇るとの伝承から、「新生」の象徴と考えられているという,ありがとう10周年！
321,"ブラブラに騎乗する。
六根山からついてきた提灯の怪異",怪異はびこる六根山で生まれたバケチョウチン。人を襲いもせずブラブラしていたら、同じくブラブラしていそうな冒険者を発見、気が合いそうだと判断し山を下りた。明日は明日の風に吹かれ舞う、それが彼のブラブラ道,ぶーらぶら
322,"獅子王子に騎乗する。
瑞獣ヌエの王とも言われる怪異「獅子王」の分体",瑞獣ヌエの王とも言われる怪異「獅子王」の分体。本体が征伐されたことで邪気の一部が抜け落ちて、分体が形成されたようだ。独自の意思を持っており、冒険者を強者と認め、付き従うことを決めたようである,ヒョー！
323,"影の狼に騎乗する。
漆黒の影から生まれた魔狼",漆黒の影から生まれた魔狼。かつて世界の支配をもくろんだ悪しき王が、英雄との戦いに備えて作り出したとも言われているが、詳細は定かでない。しかしながら、その瞳に光の戦士に対する憎しみはなく、従順に付き従う,ガルルル…
324,"マジックキッズベッドに騎乗する。
魔法仕掛けの空飛ぶ子ども用寝台",魔法仕掛けの空飛ぶ子ども用寝台。浮島で採取されたクリスタルが仕込まれており、その力によって夢心地のまま浮行することができる。なお、デザインは孤児院「メネフィナの家」で使われている寝台と同型だという,寝る子は育つ！
325,"リンクス・オブ・ダークネスに騎乗する。
闇属性のエーテルを帯びた幻想生物",エーテルによって構成された幻想生物の一種であり、闇属性の力を帯びている。その輝きからは悲壮な覚悟も感じ取れるが、いずれにせよ、この使い魔の来歴は未だに判明していない,…………
326,"トルガルに騎乗する。
どんな過酷な旅路にも付き添う心強き相棒",クライヴの記憶に基づいて、導き手として降臨した彼の相棒。その存在を見た異邦の詩人が、魔笛の力を借りて新たに紡いだのが、このトルガルである。光の戦士の相棒として、どんな過酷な旅路にも付き添ってくれるだろう,プレシジョン！
327,"アークに騎乗する。
可変機能を備えた魔導仕掛けの小型飛空艇",ガーロンド・アイアンワークス社が開発した小型可変飛空艇。青の手出身の科学者と協力することで、人型のガンナー形態から、戦艦型のシューター形態へとトランスフォームする可変機構を実現している,ターゲット確認、排除開始
328,"バハムート・アポクリファに騎乗する。
知られざる竜詩をもとに紡がれた、新たな翼",ヘイムダル級観察艇が記録していた「バハムートの竜詩」のエーテル波形を礎とし、冒険者とシンギングウェイの想いを魔笛に込めることで形作られた存在。無窮の空を翔けるべく、真に自由な冒険者を主と認めたらしい,5　4　3　……
329,"クレセントムーンに騎乗する。
優しげに輝く魔法仕掛けの三日月形ゴンドラ",オールド・シャーレアンの倉庫内に「贈与品」という分類で保管されていた、魔法仕掛けの三日月形ゴンドラ。送り主は非公開となっているようだが、従者として付属する魔法人形から、ある程度は推測することができそうだ,フライ・ミー・トゥ・ザ…
330,"ライエスに騎乗する。
障害として設計された機械仕掛けのサイ",ブランダーヴィルの障害として設計された機械仕掛けのサイ。あふれるパワーを活かして、これまで幾多のジェリービーンズたちの進行を阻んできた。しかし、今度は景品として、冒険者の進行を助けることにしたらしい,…………
