#,GatheringPoint[0],GatheringPoint[1],GatheringPoint[2],GatheringPoint[3],GatheringPoint[4],GatheringPoint[5],GatheringPoint[6],GatheringPoint[7],GatheringPoint[8],GatheringPoint[9],GatheringPoint[10],GatheringPoint[11],PopRange[0],PopRange[1],PopRange[2],PopRange[3],PopRange[4],PopRange[5],PopRange[6],PopRange[7],PopRange[8],PopRange[9],PopRange[10],PopRange[11]
482,32422,32423,32424,32425,32427,32430,32431,32432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,32422,32424,32425,32426,32428,32431,32432,32433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,32423,32425,32426,32427,32428,32429,32431,32433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,32434,32435,32436,32437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,32438,32440,32441,32443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,32438,32439,32441,32443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,32438,32440,32441,32442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,32439,32441,32442,32443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,32444,32446,32447,32450,32451,32452,32453,32455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,32444,32445,32446,32447,32449,32452,32453,32454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,32444,32446,32447,32448,32450,32453,32454,32455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,32445,32447,32448,32449,32450,32451,32453,32455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,32456,32457,32458,32459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,32460,32462,32463,32465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,32460,32461,32463,32465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,32460,32462,32463,32464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,32461,32463,32464,32465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,32466,32468,32469,32472,32473,32474,32475,32477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,32466,32467,32468,32469,32471,32474,32475,32476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,32466,32468,32469,32470,32472,32475,32476,32477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,32467,32469,32470,32471,32472,32473,32475,32477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,32478,32480,32481,32484,32485,32486,32487,32489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,32478,32479,32480,32481,32483,32486,32487,32488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,32478,32480,32481,32482,32484,32487,32488,32489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,32479,32481,32482,32483,32484,32485,32487,32489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,32490,32492,32493,32495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,32490,32491,32493,32495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,32490,32492,32493,32494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,32491,32493,32494,32495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,32496,32498,32499,32502,32503,32504,32505,32507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,32496,32497,32498,32499,32501,32504,32505,32506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,32496,32498,32499,32500,32502,32505,32506,32507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,32497,32499,32500,32501,32502,32503,32505,32507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,32508,32509,32510,32511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,32512,32514,32515,32517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,32512,32513,32515,32517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,32512,32514,32515,32516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,32513,32515,32516,32517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,32518,32520,32521,32524,32525,32526,32527,32529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,32518,32519,32520,32521,32523,32526,32527,32528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,32518,32520,32521,32522,32524,32527,32528,32529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,32519,32521,32522,32523,32524,32525,32527,32529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,32530,32532,32533,32536,32537,32538,32539,32541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,32530,32531,32532,32533,32535,32538,32539,32540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,32530,32532,32533,32534,32536,32539,32540,32541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,32531,32533,32534,32535,32536,32537,32539,32541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,32542,32543,32544,32545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,32546,32548,32549,32552,32553,32554,32555,32557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,32546,32547,32548,32549,32551,32554,32555,32556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,32546,32548,32549,32550,32552,32555,32556,32557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,32547,32549,32550,32551,32552,32553,32555,32557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,32558,32559,32560,32561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,32562,32564,32565,32567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,32562,32563,32565,32567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,32562,32564,32565,32566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,32563,32565,32566,32567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,32568,32570,32571,32574,32575,32576,32577,32579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,32568,32569,32570,32571,32573,32576,32577,32578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,32568,32570,32571,32572,32574,32577,32578,32579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,32569,32571,32572,32573,32574,32575,32577,32579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,32580,32581,32582,32583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,32584,32586,32587,32589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,32584,32585,32587,32589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,32584,32586,32587,32588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,32585,32587,32588,32589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,32590,32592,32593,32596,32597,32598,32599,32601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,32590,32591,32592,32593,32595,32598,32599,32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,32590,32592,32593,32594,32596,32599,32600,32601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,32591,32593,32594,32595,32596,32597,32599,32601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,32602,32604,32605,32608,32609,32610,32611,32613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,32602,32603,32604,32605,32607,32610,32611,32612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,32602,32604,32605,32606,32608,32611,32612,32613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,32603,32605,32606,32607,32608,32609,32611,32613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,32614,32616,32617,32619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,32614,32615,32617,32619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,32614,32616,32617,32618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,32615,32617,32618,32619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,34054,34056,34057,34060,34061,34062,34063,34065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,34054,34055,34056,34057,34059,34062,34063,34064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,34054,34056,34057,34058,34060,34063,34064,34065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,34055,34057,34058,34059,34060,34061,34063,34065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,34066,34067,34068,34069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,34070,34072,34073,34075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,34070,34071,34073,34075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,34070,34072,34073,34074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,34071,34073,34074,34075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,34076,34078,34079,34082,34083,34084,34085,34087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,34076,34077,34078,34079,34081,34084,34085,34086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,34076,34078,34079,34080,34082,34085,34086,34087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,34077,34079,34080,34081,34082,34083,34085,34087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,34088,34090,34091,34094,34095,34096,34097,34099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,34088,34089,34090,34091,34093,34096,34097,34098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,34088,34090,34091,34092,34094,34097,34098,34099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,34089,34091,34092,34093,34094,34095,34097,34099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,34100,34101,34102,34103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,34104,34106,34107,34110,34111,34112,34113,34115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,34104,34105,34106,34107,34109,34112,34113,34114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,34104,34106,34107,34108,34110,34113,34114,34115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,34105,34107,34108,34109,34110,34111,34113,34115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,34116,34118,34119,34122,34123,34124,34125,34127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,34116,34117,34118,34119,34121,34124,34125,34126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,34116,34118,34119,34120,34122,34125,34126,34127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,34117,34119,34120,34121,34122,34123,34125,34127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,34128,34130,34131,34133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,34128,34129,34131,34133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,34128,34130,34131,34132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,34129,34131,34132,34133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,34134,34136,34137,34140,34141,34142,34143,34145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,34134,34135,34136,34137,34139,34142,34143,34144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,34134,34136,34137,34138,34140,34143,34144,34145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,34135,34137,34138,34139,34140,34141,34143,34145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,34146,34147,34148,34149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,34150,34152,34153,34155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,34150,34151,34153,34155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,34150,34152,34153,34154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,34151,34153,34154,34155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,34156,34158,34159,34162,34163,34164,34165,34167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,34156,34157,34158,34159,34161,34164,34165,34166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,34156,34158,34159,34160,34162,34165,34166,34167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,34157,34159,34160,34161,34162,34163,34165,34167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,34168,34169,34170,34171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,34172,34174,34175,34177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,34172,34173,34175,34177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,34172,34174,34175,34176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,34173,34175,34176,34177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,34178,34180,34181,34184,34185,34186,34187,34189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,34178,34179,34180,34181,34183,34186,34187,34188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,34178,34180,34181,34182,34184,34187,34188,34189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,34179,34181,34182,34183,34184,34185,34187,34189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,34190,34191,34192,34193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,34194,34196,34197,34199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,34194,34195,34197,34199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,34194,34196,34197,34198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,34195,34197,34198,34199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,34200,34202,34203,34206,34207,34208,34209,34211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,34200,34201,34202,34203,34205,34208,34209,34210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,34200,34202,34203,34204,34206,34209,34210,34211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,34201,34203,34204,34205,34206,34207,34209,34211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,34212,34214,34215,34218,34219,34220,34221,34223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,34212,34213,34214,34215,34217,34220,34221,34222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,34212,34214,34215,34216,34218,34221,34222,34223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,34213,34215,34216,34217,34218,34219,34221,34223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,34224,34225,34226,34227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,34228,34230,34231,34234,34235,34236,34237,34239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,34228,34229,34230,34231,34233,34236,34237,34238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,34228,34230,34231,34232,34234,34237,34238,34239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,34229,34231,34232,34233,34234,34235,34237,34239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,34240,34242,34243,34246,34247,34248,34249,34251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,34240,34241,34242,34243,34245,34248,34249,34250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,34240,34242,34243,34244,34246,34249,34250,34251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,34241,34243,34244,34245,34246,34247,34249,34251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,34252,34254,34255,34257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,34252,34253,34255,34257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,34252,34254,34255,34256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,34253,34255,34256,34257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,34258,34260,34261,34264,34265,34266,34267,34269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,34258,34259,34260,34261,34263,34266,34267,34268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,34258,34260,34261,34262,34264,34267,34268,34269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,34259,34261,34262,34263,34264,34265,34267,34269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,34270,34271,34272,34273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,34274,34276,34277,34279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,34274,34275,34277,34279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,34274,34276,34277,34278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,34275,34277,34278,34279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,34280,34282,34283,34286,34287,34288,34289,34291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,34280,34281,34282,34283,34285,34288,34289,34290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,34280,34282,34283,34284,34286,34289,34290,34291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,34281,34283,34284,34285,34286,34287,34289,34291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,34292,34293,34294,34295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,34296,34298,34299,34301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,34296,34297,34299,34301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,34296,34298,34299,34300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,34297,34299,34300,34301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,34501,34503,34504,34507,34508,34509,34510,34512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,34501,34502,34503,34504,34506,34509,34510,34511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,34501,34503,34504,34505,34507,34510,34511,34512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,34502,34504,34505,34506,34507,34508,34510,34512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,34513,34514,34515,34516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,34517,34519,34520,34522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,34517,34518,34520,34522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,34517,34519,34520,34521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,34518,34520,34521,34522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,34523,34525,34526,34529,34530,34531,34532,34534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,34523,34524,34525,34526,34528,34531,34532,34533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,34523,34525,34526,34527,34529,34532,34533,34534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,34524,34526,34527,34528,34529,34530,34532,34534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,34535,34537,34538,34541,34542,34543,34544,34546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,34535,34536,34537,34538,34540,34543,34544,34545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,34535,34537,34538,34539,34541,34544,34545,34546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,34536,34538,34539,34540,34541,34542,34544,34546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,34547,34548,34549,34550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,34551,34553,34554,34557,34558,34559,34560,34562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,34551,34552,34553,34554,34556,34559,34560,34561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,34551,34553,34554,34555,34557,34560,34561,34562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,34552,34554,34555,34556,34557,34558,34560,34562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,34563,34565,34566,34569,34570,34571,34572,34574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,34563,34564,34565,34566,34568,34571,34572,34573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,34563,34565,34566,34567,34569,34572,34573,34574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,34564,34566,34567,34568,34569,34570,34572,34574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,34575,34577,34578,34580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,34575,34576,34578,34580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,34575,34577,34578,34579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,34576,34578,34579,34580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,34581,34583,34584,34587,34588,34589,34590,34592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,34581,34582,34583,34584,34586,34589,34590,34591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,34581,34583,34584,34585,34587,34590,34591,34592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,34582,34584,34585,34586,34587,34588,34590,34592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,34593,34594,34595,34596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,34597,34599,34600,34602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,34597,34598,34600,34602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,34597,34599,34600,34601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,34598,34600,34601,34602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,34603,34605,34606,34609,34610,34611,34612,34614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,34603,34604,34605,34606,34608,34611,34612,34613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,34603,34605,34606,34607,34609,34612,34613,34614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,34604,34606,34607,34608,34609,34610,34612,34614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,34615,34616,34617,34618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,34619,34621,34622,34624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,34619,34620,34622,34624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,34619,34621,34622,34623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,34620,34622,34623,34624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,34625,34627,34628,34631,34632,34633,34634,34636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,34625,34626,34627,34628,34630,34633,34634,34635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,34625,34627,34628,34629,34631,34634,34635,34636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,34626,34628,34629,34630,34631,34632,34634,34636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,34637,34638,34639,34640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,34641,34643,34644,34646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,34641,34642,34644,34646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,34641,34643,34644,34645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,34642,34644,34645,34646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,34647,34649,34650,34653,34654,34655,34656,34658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,34647,34648,34649,34650,34652,34655,34656,34657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,34647,34649,34650,34651,34653,34656,34657,34658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,34648,34650,34651,34652,34653,34654,34656,34658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,34659,34661,34662,34665,34666,34667,34668,34670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,34659,34660,34661,34662,34664,34667,34668,34669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,34659,34661,34662,34663,34665,34668,34669,34670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,34660,34662,34663,34664,34665,34666,34668,34670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,34671,34672,34673,34674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,34675,34677,34678,34681,34682,34683,34684,34686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,34675,34676,34677,34678,34680,34683,34684,34685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,34675,34677,34678,34679,34681,34684,34685,34686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,34676,34678,34679,34680,34681,34682,34684,34686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,34687,34689,34690,34693,34694,34695,34696,34698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
