#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Type
183,bloc de simili-sel,blocs de simili-sel,Simili-sel,"Esquive +25%
Effet spécial : 15% de chances d'octroyer Cuirasse à la bête quand elle esquive une attaque.
Cuirasse : protège d'un total de dégâts égal à 12% des PV maximums.
Durée : 60s
[Utilisable sur : Animides]",,0,0,0,1,0,0,243115,0,3
184,pot de simili-sirop,pots de simili-sirop,Simili-sirop,"Dégâts infligés +30%
Dégâts physiques subis -30%
Effet spécial : 3% de chances d'infliger Paralysie à la bête quand elle subit des dégâts.
Durée : 30s
[Utilisable sur : Insectoïdes]",,0,0,0,1,0,0,243116,0,3
185,morceau de simili-fromage à la crème,morceaux de simili-fromage à la crème,Simili-fromage à la crème,"PV maximums +50%
Dégâts subis -20%
Effet spécial : restaure im­mé­dia­te­ment 26% des PV de la bête.
Effet spécial : 50% de chances d'octroyer un degré de Hâte à la bête quand elle subit des dégâts. Cumulable jusqu'au 5e degré.
Hâte : réduit de 3% le délai des attaques automatiques et les temps de lancement et de recharge des techniques d'arme et des sorts de magie.
Durée : 60s
[Utilisable sur : Floréens]",,0,0,0,1,0,0,243117,0,3
186,simili-œuf rouge,simili-œufs rouges,Simili-œuf rouge,"Hâte +15%
Dégâts infligés +30%
Effet spécial : inflige des dégâts périodiques à la bête.
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Hydrides, Cuirassiens]",,0,0,0,1,0,0,243118,0,3
187,simili-toast,simili-toasts,Simili-toast,"Dégâts magiques subis -30%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,0,0,243119,0,3
188,morceau de simili-pain de maïs,morceaux de simili-pain de maïs,Simili-pain de maïs,"Dégâts magiques subis -40%
Puissance d'Explosion éthérée +10%
PV maximums +15%
Effet spécial : restaure im­mé­dia­te­ment 10% des PV de la bête.
[Utilisable sur : Insectoïdes]",,0,0,0,1,0,0,243120,0,3
189,racine de simili-mandragore,racines de simili-mandragore,Simili-mandragore,"Dégâts physiques infligés +40%
Effet spécial : inflige Cécité à la bête quand elle fait une attaque critique.
Durée : 30s
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",,0,0,0,1,1,0,243121,0,3
190,simili-tarentule,simili-tarentules,Simili-tarentule,"Chances de critiques +25%
Effet spécial : octroie un degré de Bonus de dégâts à la bête quand elle fait une attaque critique. Cumulable jusqu'au 5e degré.
Bonus de dégâts : dégâts infligés +10%
Durée : 60s
[Utilisable sur : Animides]",,0,0,0,1,1,0,243122,0,3
191,brin de simili-belladone,brins de simili-belladone,Simili-belladone,"Dégâts subis -30%
PV maximums +30%
Effet spécial : restaure im­mé­dia­te­ment 18% des PV de la bête.
Effet spécial : 3% de chances d'infliger Pétrification à la bête quand elle subit des dégâts.
Durée : 30s
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Animides, Nécroïdes]",,0,0,0,1,0,0,243123,0,3
192,simili-steak,simili-steaks,Simili-steak,"Effet spécial : permet d'effectuer une contre-attaque physique contondante à chaque attaque physique subie. Les dégâts sont modifiés par la Force de la bête et les bonus de dégâts physiques des autres aliments et objets du Dédale.
Puissance : 350
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Cuirassiens, Nécroïdes]",,0,0,0,1,0,0,243124,0,3
193,portion de simili-œufs de poisson,portions de simili-œufs de poisson,Simili-œufs de poisson,"Puissance d'Explosion éthérée +10%
Effet spécial : 30% de chances de récupérer une partie des PT utilisés en cas de combo instinctif réussi au déclenchement de la technique de la bête.
[Utilisable sur : Thériens, Insectoïdes, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,1,0,243125,0,3
194,verre de simili-tisane,verres de simili-tisane,Simili-tisane,"Effet spécial : octroie Cuirasse à la bête quand elle est appelée.
Cuirasse : protège d'un total de dégâts égal à 24% des PV maximums.
Durée : 60s
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,0,0,243126,0,3
195,simili-rayon de miel,simili-rayons de miel,Simili-rayon de miel,"Dégâts physiques subis -30%
Dégâts infligés +10%
Effet spécial : 30% de chances de récupérer une partie des PT utilisés en cas de combo instinctif réussi au déclenchement de la technique de la bête.
[Utilisable sur : Animides]",,0,0,0,1,0,0,243127,0,3
196,pichet de simili-jus d'orange,pichets de simili-jus d'orange,Simili-jus d'orange,"Dégâts magiques infligés +30%
Puissance d'Explosion éthérée +15%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,0,0,243128,0,3
197,pichet de simili-jus de raisin,pichets de simili-jus de raisin,Simili-jus de raisin,"Dégâts physiques infligés +30%
Puissance d'Explosion éthérée +50%
PV maximums -80%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,0,0,243129,0,3
198,simili-brochette,simili-brochettes,Simili-brochette,"Lenteur +200%
Dégâts physiques infligés +50%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,1,0,243130,0,3
199,pichet de simili-jus d'ananas,pichets de simili-jus d'ananas,Simili-jus d'ananas,"Lenteur +200%
Dégâts magiques infligés +50%
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens, Nécroïdes]",,0,0,0,1,0,0,243131,0,3
200,simili-huître,simili-huîtres,Simili-huître,"Effet spécial : octroie 100 PT à la bête au début des combats ou quand elle est appelée durant un combat.
[Utilisable sur : Ptériens]",,0,0,0,1,1,0,243132,0,3
201,morceau de simili-fromage bleu,morceaux de simili-fromage bleu,Simili-fromage bleu,"Effet spécial : permet d'effectuer une contre-attaque magique neutre à chaque attaque magique subie. Les dégâts sont modifiés par l'Intelligence de la bête et les bonus de dégâts magiques des autres aliments et objets du Dédale.
Puissance : 350
[Utilisable sur : Floréens, Hydrides]",,0,0,0,1,0,0,243133,0,3
202,bol de simili-fromage blanc,bols de simili-fromage blanc,Simili-fromage blanc,"PV maximums +30%
Hâte +15%
Effet spécial : restaure im­mé­dia­te­ment 18% des PV de la bête.
Effet spécial : 30% de chances de récupérer une partie des PT utilisés en cas de combo instinctif réussi au déclenchement de la technique de la bête.
[Utilisable sur : Insectoïdes]",,0,0,0,1,0,0,243134,0,3
203,outre de simili-lassi,outres de simili-lassi,Simili-lassi,"PV maximums +30%
Effet spécial : restaure im­mé­dia­te­ment 18% des PV de la bête.
Effet spécial : permet de restaurer tous les PV quand vous vous reposez dans une tente.
[Utilisable sur : Thériens, Insectoïdes, Ptériens, Floréens, Hydrides, Cuirassiens]",,0,0,1,1,1,0,243135,0,3
204,,,,,,0,0,0,1,0,0,0,0,0
205,,,,,,0,0,0,1,0,0,0,0,0
