#,Name,Bg,ArrayEventHandler,PlaceNameRegionIcon,PlaceNameIcon,Aetheryte,FixedTime,PlaceNameRegion,PlaceNameZone,PlaceName,Map,ContentFinderCondition,BGM,QuestBattle,Resident,NotoriousMonsterTerritory,BattalionMode,LoadingImage,ExclusiveType,TerritoryIntendedUse,WeatherRate,Unknown1,ExVersion,Unknown2,ZoneSharedGroup,AetherCurrentCompFlgSet,MountSpeed,IndividualWeather,AchievementIndex,Unknown6,Unknown7,PCSearch,Stealth,Mount,Unknown8,IsPvpZone,Unknown9,IsInUse,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16
733,f1bz,ffxiv/fst_f1/bah/f1bz/level/f1bz,0,122010,124747,0,-1,2405,0,1759,416,280,1001,0,255,0,1,1,2,17,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
734,z3r1,ex2/05_zon_z3/rad/z3r1/level/z3r1,0,122010,124746,0,-1,2405,0,2372,422,281,1001,0,0,0,1,1,2,8,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
735,z3e2,ex2/05_zon_z3/evt/z3e2/level/z3e2,853733,-1,-1,111,-1,2405,0,2370,420,0,510,0,0,0,1,1,0,15,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
736,z3e3,ex2/05_zon_z3/evt/z3e3/level/z3e3,853729,-1,-1,111,-1,2405,0,2371,421,0,510,0,0,0,1,1,0,15,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
737,g3d2_event,ex2/01_gyr_g3/dun/g3d2/level/g3d2,853737,-1,-1,103,-1,2400,514,2294,417,0,50004,0,0,0,1,12,0,15,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
738,g3e6,ex2/01_gyr_g3/evt/g3e6/level/g3e6,0,-1,-1,103,-1,2400,514,2296,419,0,148,0,0,0,1,12,0,15,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
739,e3eb,ex2/02_est_e3/evt/e3eb/level/e3eb,0,-1,-1,107,-1,2401,515,2813,437,0,1215,0,0,0,1,10,0,15,84,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
740,g3e4_2,ex2/01_gyr_g3/evt/g3e4/level/g3e4,0,-1,-1,103,-1,2400,514,2709,383,0,461,0,0,0,1,12,0,7,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
741,f1e9,ffxiv/fst_f1/evt/f1e9/level/f1e9,0,122010,124749,0,-1,23,507,112,451,473,1001,0,0,0,1,3,2,34,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
742,e3d5,ex2/02_est_e3/dun/e3d5/level/e3d5,0,122024,124856,0,-1,2401,515,2762,439,284,1001,0,273,0,1,10,2,3,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
743,a2d4,ex1/03_abr_a2/dun/a2d4/level/a2d4,0,122019,124919,0,-1,497,510,2148,441,285,1001,0,274,0,1,7,2,3,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
744,e3e7,ex2/02_est_e3/evt/e3e7/level/e3e7,853783,-1,-1,107,-1,2401,515,2847,461,0,229,0,0,0,1,10,0,15,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
745,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746,e3fb,ex2/02_est_e3/fld/e3fb/level/e3fb,0,122024,124857,0,-1,2401,515,2354,450,290,1001,0,269,0,1,10,2,10,93,0,2,0,0,0,0,0,-1,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
747,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
748,z3o7,ex2/05_zon_z3/ome/z3o7/level/z3o7,0,122016,124461,0,-1,2400,514,2717,446,286,1001,0,277,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
749,z3o8,ex2/05_zon_z3/ome/z3o8/level/z3o8,0,122016,124462,0,-1,2400,514,2718,447,287,1001,0,275,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
750,z3o9,ex2/05_zon_z3/ome/z3o9/level/z3o9,0,122016,124463,0,-1,2400,514,2719,448,288,1001,0,266,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
751,z3oa,ex2/05_zon_z3/ome/z3oa/level/z3oa,0,122016,124464,0,-1,2400,514,2720,449,289,1001,0,271,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
752,z3o7_2,ex2/05_zon_z3/ome/z3o7/level/z3o7,0,122016,124465,0,-1,2400,514,2717,446,292,1001,0,278,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
753,z3o8_2,ex2/05_zon_z3/ome/z3o8/level/z3o8,0,122016,124466,0,-1,2400,514,2718,447,293,1001,0,276,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
754,z3o9_2,ex2/05_zon_z3/ome/z3o9/level/z3o9,0,122016,124467,0,-1,2400,514,2719,448,294,1001,0,267,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
755,z3oa_2,ex2/05_zon_z3/ome/z3oa/level/z3oa,0,122016,124468,0,-1,2400,514,2720,449,295,1001,0,272,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
756,z3e5,ex2/05_zon_z3/ome/z3o6/level/z3o6,853777,122016,124451,98,-1,2400,514,2284,444,0,479,0,0,0,1,9,0,12,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
757,e0197,ex2/02_est_e3/fld/e3f1/level/e3f1,0,-1,-1,0,-1,2401,515,2409,371,472,117,181,0,0,1,10,3,9,83,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
758,e3fb_2,ex2/02_est_e3/fld/e3fb/level/e3fb,0,122024,124858,0,-1,2401,515,2354,450,291,1001,0,268,0,1,10,2,10,93,0,2,0,0,0,0,0,-1,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
759,e3ec,ex2/02_est_e3/evt/e3ec/level/e3ec,853818,122024,123724,127,-1,2401,515,2813,463,0,1215,0,0,0,1,10,0,0,84,0,2,0,22,0,0,0,-1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
760,e0198,ex2/01_gyr_g3/fld/g3f1/level/g3f1,0,-1,-1,0,-1,2400,514,2406,367,477,1001,182,279,0,1,9,3,9,79,0,2,0,12,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
761,e3fc,ex2/02_est_e3/fld/e3fc/level/e3fc,0,122026,124862,0,-1,2401,515,2448,468,474,1001,0,281,0,1,10,2,10,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
762,e3fc_2,ex2/02_est_e3/fld/e3fc/level/e3fc,0,122026,124863,0,-1,2401,515,2448,468,475,1001,0,282,0,1,10,2,10,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
763,z3fb,ex2/05_zon_z3/fld/z3fb/level/z3fb,0,122010,124752,0,-1,2405,0,2462,467,581,524,0,0,0,1,1,3,41,94,1,2,0,0,0,0,0,-1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
764,e3e8,ex2/02_est_e3/evt/e3e8/level/e3e8,853789,-1,-1,106,-1,2401,515,2392,462,0,519,0,0,0,1,10,0,15,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
765,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
766,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
767,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
768,e3d6,ex2/02_est_e3/dun/e3d6/level/e3d6,0,122024,124859,0,-1,2401,515,2801,464,536,1001,0,312,0,1,10,2,3,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
769,ec009,ex2/02_est_e3/evt/e3e9/level/e3e9,0,-1,-1,0,1200,2401,515,2851,478,582,1001,0,291,0,1,10,1,29,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
770,e3c1,ex2/02_est_e3/cnt/e3c1/level/e3c1,0,122024,124864,0,-1,2401,515,2775,0,0,1001,0,313,0,1,10,2,31,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
771,e3c2,ex2/02_est_e3/cnt/e3c2/level/e3c2,0,-1,-1,0,-1,2401,515,2775,0,0,1001,0,314,0,1,10,2,31,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
772,e3c3,ex2/02_est_e3/cnt/e3c3/level/e3c3,0,-1,-1,0,-1,2401,515,2775,0,0,1001,0,315,0,1,10,2,31,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
773,e3c4,ex2/02_est_e3/cnt/e3c4/level/e3c4,0,-1,-1,0,-1,2401,515,2775,0,0,1001,0,317,0,1,10,2,31,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
774,e3c5,ex2/02_est_e3/cnt/e3c5/level/e3c5,0,-1,-1,0,-1,2401,515,2775,0,0,1001,0,319,0,1,10,2,31,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
775,e3c6,ex2/02_est_e3/cnt/e3c6/level/e3c6,0,-1,-1,0,-1,2401,515,2775,0,0,1001,0,321,0,1,10,2,31,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
776,z3r2,ex2/05_zon_z3/rad/z3r2/level/z3r2,853820,122010,124750,0,-1,2405,0,2483,470,550,1001,0,0,0,1,1,2,8,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
777,w1fz,ffxiv/wil_w1/fld/w1fz/level/w1fz,0,122010,124751,0,-1,2405,0,2449,475,539,1001,0,292,0,1,1,2,17,26,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
778,e3fd,ex2/02_est_e3/fld/e3fd/level/e3fd,0,122024,124860,0,-1,2401,515,2450,476,537,1001,0,284,0,1,10,2,10,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
779,e3fd_2,ex2/02_est_e3/fld/e3fd/level/e3fd,0,122024,124861,0,-1,2401,515,2450,476,538,1001,0,283,0,1,10,2,10,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
780,e3ed,ex2/02_est_e3/evt/e3ed/level/e3ed,0,-1,-1,106,-1,2401,515,2775,477,0,1001,0,0,0,1,10,0,12,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
781,e0199,ex2/02_est_e3/evt/e3e8/level/e3e8,0,-1,-1,0,-1,2401,515,2391,469,551,470,183,290,0,1,10,3,9,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
782,e3c3_2,ex2/02_est_e3/cnt/e3c3/level/e3c3,0,-1,-1,0,-1,2401,515,2775,0,0,1001,0,316,0,1,10,2,31,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
783,e3c4_2,ex2/02_est_e3/cnt/e3c4/level/e3c4,0,-1,-1,0,-1,2401,515,2775,0,0,1001,0,318,0,1,10,2,31,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
784,e3c5_2,ex2/02_est_e3/cnt/e3c5/level/e3c5,0,-1,-1,0,-1,2401,515,2775,0,0,1001,0,320,0,1,10,2,31,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
785,e3c6_2,ex2/02_est_e3/cnt/e3c6/level/e3c6,0,-1,-1,0,-1,2401,515,2775,0,0,1001,0,322,0,1,10,2,31,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
786,e3ee,ex2/02_est_e3/evt/e3ee/level/e3ee,853822,-1,-1,107,-1,2401,515,2799,479,0,50008,0,0,0,1,10,0,15,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
787,z3r2_event,ex2/05_zon_z3/rad/z3r2/level/z3r2,853826,-1,-1,111,-1,2405,0,2451,483,0,555,0,0,0,1,1,0,15,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
788,d2d9,ex1/02_dra_d2/dun/d2d9/level/d2d9,0,122018,124813,0,-1,498,511,2034,481,584,1001,0,333,0,1,8,2,3,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
789,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790,w1t1_5th,ffxiv/wil_w1/twn/w1t1/level/w1t1,852086,122002,123110,9,-1,24,504,40,487,583,226,0,0,0,1,4,3,43,95,0,0,0,0,0,0,0,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
791,w1p1,ffxiv/pvp_xx/pvp/w1p1/level/w1p1,0,122002,123111,0,-1,24,501,2589,488,599,1001,0,355,0,4,4,2,39,0,0,0,0,0,0,0,0,-1,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True
792,w1eg,ffxiv/wil_w1/evt/w1eg/level/w1eg,0,-1,-1,0,-1,24,503,2498,507,600,251,0,0,0,1,4,3,44,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
793,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
794,o3c2,ex2/03_ocn_o3/cnt/o3c2/level/o3c2,0,122010,124754,0,-1,2405,0,2485,499,586,1001,0,341,0,1,1,3,33,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
795,z3fc,ex2/05_zon_z3/fld/z3fc/level/z3fc,0,122010,124753,0,-1,2405,0,2530,484,598,524,0,0,0,1,1,3,41,96,1,2,0,23,0,0,0,-1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
796,w1tz,ffxiv/wil_w1/twn/w1tz/level/w1tz,0,122002,123112,0,-1,24,504,2548,490,610,1001,0,0,0,1,4,1,45,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
797,ec010,ex2/02_est_e3/fld/e3f3/level/e3f3,0,-1,-1,0,1000,2401,515,2411,372,609,1001,0,336,0,1,10,1,29,0,0,2,0,17,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
798,z3oc,ex2/05_zon_z3/ome/z3oc/level/z3oc,0,122016,124469,0,-1,2400,514,2725,485,587,1001,0,331,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
799,z3od,ex2/05_zon_z3/ome/z3od/level/z3od,0,122016,124470,0,-1,2400,514,2736,501,588,1001,0,337,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
800,z3oe,ex2/05_zon_z3/ome/z3oe/level/z3oe,0,122016,124471,0,-1,2400,514,2727,486,589,1001,0,339,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
801,z3of,ex2/05_zon_z3/ome/z3of/level/z3of,0,122016,124472,0,-1,2400,514,2737,502,590,1001,0,328,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
802,z3oc_2,ex2/05_zon_z3/ome/z3oc/level/z3oc,0,122016,124473,0,-1,2400,514,2725,485,591,1001,0,332,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
803,z3od_2,ex2/05_zon_z3/ome/z3od/level/z3od,0,122016,124474,0,-1,2400,514,2736,501,592,1001,0,338,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
804,z3oe_2,ex2/05_zon_z3/ome/z3oe/level/z3oe,0,122016,124475,0,-1,2400,514,2727,486,593,1001,0,340,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
805,z3of_2,ex2/05_zon_z3/ome/z3of/level/z3of,0,122016,124476,0,-1,2400,514,2737,502,594,1001,0,329,0,1,9,2,17,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
806,e3ff,ex2/02_est_e3/fld/e3ff/level/e3ff,0,122024,124868,0,-1,2401,515,2499,489,595,1001,0,327,0,1,10,2,10,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
807,z3e8,ex2/05_zon_z3/ome/z3ob/level/z3ob,853842,122016,124451,98,-1,2400,514,2284,508,0,479,0,0,0,1,9,0,12,92,0,2,0,24,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
808,z3e9,ex2/05_zon_z3/ome/z3of/level/z3of,853847,-1,-1,98,-1,2400,514,2284,509,0,479,0,0,0,1,9,0,15,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
809,f1d9_event,ffxiv/fst_f1/dun/f1d9/level/f1d9,0,-1,-1,3,-1,23,507,1834,504,0,408,0,0,0,1,3,0,32,0,0,0,0,0,0,0,0,-1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
810,e3fe,ex2/02_est_e3/fld/e3fe/level/e3fe,0,122024,124866,0,-1,2401,515,2496,503,596,1001,0,334,0,1,10,2,10,98,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
811,e3fe_2,ex2/02_est_e3/fld/e3fe/level/e3fe,0,122024,124867,0,-1,2401,515,2496,503,597,1001,0,335,0,1,10,2,10,98,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
812,z3e8_2,ex2/05_zon_z3/ome/z3ob/level/z3ob,853846,122016,124451,98,-1,2400,514,2284,508,0,479,0,0,0,1,9,0,12,92,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
813,n4f1,ex3/01_nvt_n4/fld/n4f1/level/n4f1,853883,122027,123741,132,-1,2950,518,2953,491,0,50011,0,0,30,1,13,0,1,106,0,3,0,26,13,36,1,-1,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
814,n4f2,ex3/01_nvt_n4/fld/n4f2/level/n4f2,853888,122027,123744,137,-1,2950,518,2954,492,0,50012,0,0,31,1,14,0,1,107,0,3,0,27,16,37,2,-1,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
815,n4f3,ex3/01_nvt_n4/fld/n4f3/level/n4f3,853886,122027,123742,140,-1,2950,518,2955,493,0,50013,0,0,32,1,15,0,1,108,0,3,0,0,14,38,3,-1,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
816,n4f4,ex3/01_nvt_n4/fld/n4f4/level/n4f4,853894,122027,123743,144,-1,2950,518,2956,494,0,50014,0,0,33,1,16,0,1,109,0,3,0,0,15,39,4,-1,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
817,n4f5,ex3/01_nvt_n4/fld/n4f5/level/n4f5,853891,122027,123745,142,-1,2950,518,2957,495,0,50015,0,0,34,1,17,0,1,110,0,3,0,28,17,40,5,-1,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
818,n4f6,ex3/01_nvt_n4/fld/n4f6/level/n4f6,853913,122027,123746,147,-1,2950,518,2958,496,0,1265,0,0,35,1,18,0,1,111,0,3,0,29,18,41,6,-1,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True
819,n4t1,ex3/01_nvt_n4/twn/n4t1/level/n4t1,854117,122027,123747,133,-1,2950,516,2951,497,0,50009,0,0,0,1,19,0,0,112,0,3,0,30,0,0,1,-1,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
820,n4t2,ex3/01_nvt_n4/twn/n4t2/level/n4t2,853889,122027,123748,134,-1,2950,517,2952,498,0,50010,0,0,0,1,20,0,0,113,0,3,0,31,0,0,2,-1,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
821,n4d2,ex3/01_nvt_n4/dun/n4d2/level/n4d2,0,122027,124027,0,-1,2950,518,2979,528,649,1001,0,417,0,1,16,2,3,0,0,3,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
822,n4d5,ex3/01_nvt_n4/dun/n4d5/level/n4d5,0,122027,124030,0,-1,2950,518,2997,536,659,1001,0,293,0,1,14,2,3,102,0,3,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
823,n4d3,ex3/01_nvt_n4/dun/n4d3/level/n4d3,0,122027,124028,0,-1,2950,518,3018,510,651,1001,0,374,0,1,17,2,3,102,0,3,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
824,e3fg,ex2/02_est_e3/fld/e3fg/level/e3fg,0,122024,124869,0,-1,2401,515,2510,516,637,1001,0,361,0,1,10,2,10,99,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
825,e3fg_2,ex2/02_est_e3/fld/e3fg/level/e3fg,0,122024,124870,0,-1,2401,515,2510,516,638,1001,0,362,0,1,10,2,10,99,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
826,z3r3,ex2/05_zon_z3/rad/z3r3/level/z3r3,0,122010,124755,0,-1,2405,0,2864,512,636,1001,0,0,0,1,1,2,8,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
827,z3fd,ex2/05_zon_z3/fld/z3fd/level/z3fd,0,122010,124756,0,-1,2405,0,2545,515,639,524,0,0,0,1,1,3,41,100,0,2,0,25,0,0,0,-1,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
828,z3e2_2,ex2/05_zon_z3/evt/z3e2/level/z3e2,0,-1,-1,111,-1,2405,0,2370,420,0,510,0,0,0,1,1,0,15,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
829,g3e7,ex2/01_gyr_g3/evt/g3e7/level/g3e7,853857,-1,-1,103,-1,2400,514,2862,518,0,50033,0,0,0,1,12,0,15,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
830,ec011,ex2/01_gyr_g3/dun/g3d5/level/g3d5,0,-1,-1,0,-1,2400,514,2586,500,648,1001,0,367,0,1,12,1,29,0,0,2,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
831,w1eh,ffxiv/wil_w1/evt/w1eh/level/w1eh,0,122002,123113,0,-1,24,503,2549,0,0,641,0,0,0,1,4,2,3,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
832,w1ei,ffxiv/wil_w1/evt/w1ei/level/w1ei,0,-1,-1,0,-1,24,503,1484,0,0,1001,0,0,0,1,4,1,3,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
833,r1fa_event2,ffxiv/roc_r1/fld/r1fa/level/r1fa,853861,-1,-1,23,-1,25,508,459,98,0,1001,0,0,0,1,5,0,7,101,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
834,r1fa_4,ffxiv/roc_r1/fld/r1fa/level/r1fa,0,-1,-1,0,-1,25,508,361,39,646,1001,0,371,0,1,5,1,29,101,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
835,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
836,n4d4,ex3/01_nvt_n4/dun/n4d4/level/n4d4,0,122027,124029,0,-1,2950,518,3139,540,656,1001,0,0,0,1,15,2,3,102,0,3,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
837,n4d1,ex3/01_nvt_n4/dun/n4d1/level/n4d1,0,122027,124026,0,-1,2950,518,3050,544,676,1001,0,370,0,1,13,2,3,102,0,3,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
838,n4d6,ex3/01_nvt_n4/dun/n4d6/level/n4d6,0,122027,124031,0,-1,2950,518,2985,532,652,1001,0,373,0,1,18,2,3,105,0,3,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
839,e0200,ffxiv/fst_f1/fld/f1f2/level/f1f2,0,-1,-1,0,100,23,507,55,5,647,612,184,369,0,1,3,3,9,0,0,0,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
840,n4d7,ex3/01_nvt_n4/dun/n4d7/level/n4d7,0,122027,124033,0,-1,2950,518,2982,530,655,1001,0,375,0,1,19,2,3,0,0,3,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
841,n4d8,ex3/01_nvt_n4/dun/n4d8/level/n4d8,0,122027,124032,0,-1,2950,518,3007,538,661,1001,0,309,0,1,18,2,3,0,0,3,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
842,l1e5,ffxiv/lak_l1/evt/l1e5/level/l1e5,0,-1,-1,24,-1,26,509,3221,545,0,1280,0,0,0,1,6,0,15,0,0,3,0,0,0,0,0,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
843,n4ti,ex3/01_nvt_n4/twn/n4ti/level/n4ti,853884,122027,123749,133,-1,2950,516,3222,546,0,1282,0,0,0,1,19,0,2,112,0,3,0,33,0,0,1,-1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
