#,Name,SilverStarRequirement,GoldStarRequirement,WKSMissionText,ClassJobCategory[0],ClassJobCategory[1],Unknown1,MissionTime,MissionReward,MissionToDo[0],MissionToDo[1],MissionToDo[2],LockedBehind,WKSMissionSupplyItem,WKSMissionRecipe,PlaceName,SortKey,WKSFunction,LevelGroup,MissionLotteryCond,WKSMissionLotterySpecialCond,IsSynced,IsSpecialQuest,Unknown2
862,Aliments longue conservation résistants aux intempéries,700,1000,182,16,0,100,0,862,1028,0,0,0,829,735,0,0,3,4,0,0,0,False,False
863,Amélioration de levures raffinées,700,1000,183,16,0,100,0,863,1029,0,0,0,830,736,0,0,3,4,0,0,0,False,False
864,Support amélioré de la pisciculture spécialisée,2600,3000,185,16,0,100,0,864,1030,0,0,0,831,737,0,0,3,4,0,0,0,False,False
865,EX : Préparation automatisée d'aliments de culture,2500,3000,184,16,0,100,0,865,1031,0,0,0,832,738,0,0,3,5,0,0,0,False,False
866,EX : Douceurs pour la fête de fin de projet,2500,3000,188,16,0,100,0,866,1032,0,0,0,833,739,0,0,3,5,0,0,0,False,False
867,EX : Extraction pour pseudo-café,800,1050,186,16,0,100,1200,867,1033,0,0,0,834,740,0,0,0,5,11,15,0,False,False
868,EX+ : Transformation de produits laitiers,980,1080,189,16,0,100,0,868,1034,0,0,0,835,741,0,0,3,6,0,22,0,False,False
869,EX+ : Application de cultures expérimentales,1800,2000,190,16,0,100,540,869,1035,0,0,0,836,742,0,0,3,6,0,16,0,False,False
870,Articles de gra­ti­fi­ca­tion,2300,3000,191,16,0,100,0,870,1036,0,0,0,837,743,0,0,3,4,0,0,0,False,False
871,Amélioration d'articles de gra­ti­fi­ca­tion,2300,3000,191,16,0,100,0,871,1037,0,0,870,838,744,0,0,3,4,0,0,0,False,False
872,EX : Desserts pour la fête de fin de projet,1700,2000,192,16,0,100,0,872,1038,0,0,0,839,745,0,0,3,5,0,0,0,False,False
873,EX : Amélioration des desserts pour la fête de fin de projet,600,800,192,16,0,100,0,873,1039,0,0,872,840,746,0,0,0,5,0,0,0,False,False
874,EX : Perfectionnement des desserts pour la fête de fin de projet,850,1000,192,16,0,100,1200,874,1040,0,0,873,841,747,0,0,3,5,0,0,0,False,False
875,Aliments d'urgence,1400,2000,193,16,0,100,0,875,1041,0,0,0,842,748,0,0,3,4,0,3,0,False,False
876,EX : Aliments pour nuits blanches,850,1000,193,16,0,100,0,876,1042,0,0,875,843,749,0,0,3,5,11,0,0,False,False
877,EX+ : Plateaux de suppléments alimentaires,1000,1600,193,16,0,100,540,877,1043,0,0,876,844,750,0,0,0,6,12,0,0,False,False
878,EX+ : Aliments nutritifs complets,980,1080,164,16,0,100,0,878,1044,0,0,0,845,751,0,0,3,6,12,7,0,False,False
879,EX+ : Amélioration d'aliments nutritifs complets,980,1080,164,16,0,100,600,879,1045,0,0,878,846,752,0,0,3,6,12,0,0,False,False
880,EX+ : Perfectionnement d'aliments nutritifs complets,1000,1080,164,16,0,100,450,880,1046,0,0,879,847,753,0,0,0,6,12,0,0,False,False
881, Étude géologique des alentours de la station,1550,1700,195,17,0,100,600,881,585,0,0,0,0,0,5309,0,0,1,0,0,1,False,False
882, Inspection d'itinéraire pour les machines,4920,5020,197,17,0,100,600,882,586,0,0,0,0,0,5309,0,0,1,0,0,1,False,False
883, Étude des ressources de Phaenna,1550,1700,198,17,0,100,600,883,587,0,0,0,0,0,5309,0,0,1,0,0,1,False,False
884, Étude géologique de l'antre des Souffleurs de verre,1550,1700,195,17,0,100,600,884,588,0,0,0,0,0,5309,0,0,3,0,0,1,False,False
885, Matériaux résistants à la chaleur,4920,5020,197,17,0,100,600,885,589,0,0,0,0,0,5309,0,0,3,0,0,1,False,False
886, Matériaux pour la purification de l'eau,1550,1700,198,17,0,100,600,886,590,0,0,0,0,0,5309,0,0,3,0,0,1,False,False
887, Essais de techniques de récolte,2350,2850,200,17,0,100,600,887,591,0,0,0,0,0,5309,0,0,3,0,0,1,False,False
888, Récolte continue de verre Milliaflore,750,850,196,17,0,100,600,888,592,0,0,0,0,0,5303,0,0,1,0,0,1,False,False
889, Enquête sur les exercices en conditions réelles,4920,5020,197,17,0,100,600,889,593,0,0,0,0,0,5303,0,0,1,0,0,1,False,False
890, Matériaux pour verre multi-usage,1550,1700,198,17,0,100,600,890,594,0,0,0,0,0,5303,0,0,1,0,0,1,False,False
891,EX+ : Éthérolyse de matériaux rares,900,1300,204,17,0,100,300,891,595,0,0,0,0,0,5303,0,4,6,0,20,0,False,False
892, Récolte continue de verre irisé,750,850,196,17,0,100,600,892,596,0,0,0,0,0,5305,0,0,3,0,0,1,False,False
893, Matériaux conducteurs pour cosmo-navette,1600,2000,199,17,0,100,600,893,597,0,0,0,0,0,5305,0,0,3,0,0,1,False,False
894, Matériaux pour transformation avancée,120,140,201,17,0,100,600,894,598,0,0,0,0,0,5305,0,3,3,0,0,1,False,False
895, Matériaux pour lentille polarisante,4920,5020,197,17,0,100,600,895,599,0,0,0,0,0,5305,0,0,3,0,0,1,False,False
896,EX+ : Aide à la fabrication de lentilles ultra-réfractantes,1000,1200,201,17,0,100,180,896,600,0,0,0,0,0,5305,0,3,6,0,15,0,False,False
897,Aide à l'étude de matériaux pour polissage du verre,2350,2500,205,17,0,100,600,897,601,0,0,0,0,0,5303,0,0,4,0,0,0,False,False
898,EX : Matériaux pour structure de panneau énergétique,2700,3100,206,17,0,100,600,898,602,0,0,0,0,0,5303,0,0,5,0,0,0,False,False
899,Sélection de verre bronze,600,700,201,17,0,100,600,899,603,0,0,0,0,0,5303,0,3,4,0,0,0,False,False
900,Matériaux pour alliage métallique,3400,4000,199,17,0,100,600,900,604,0,0,0,0,0,5303,0,0,4,0,0,0,False,False
901,EX : Matériaux pour dispositif de transmission,2350,2700,195,17,0,100,600,901,605,0,0,0,0,0,5303,0,0,5,0,0,0,False,False
902, Étude des sols des alentours des Flots sodocalciques,1550,1700,195,17,0,100,600,902,606,0,0,0,0,0,5304,0,0,2,0,0,1,False,False
903, Minerais rares,1550,1700,198,17,0,100,600,903,607,0,0,0,0,0,5306,0,0,2,0,0,1,False,False
904, Récolte continue de pegmatite,750,850,196,17,0,100,600,904,608,0,0,0,0,0,5306,0,0,2,0,0,1,False,False
905, Matériaux d'essais pour lentilles,1600,2000,199,17,0,100,600,905,609,0,0,0,0,0,5306,0,0,2,0,0,1,False,False
906,Étude des sols avancée des alentours des Flots sodocalciques,2350,2500,195,17,0,100,600,906,610,0,0,0,0,0,5304,0,0,4,0,0,0,False,False
907,Étude conjointe sur la dis­tri­bu­tion des minerais,4600,4700,197,17,0,100,600,907,611,0,0,0,0,0,5306,0,0,4,0,0,0,False,False
908,Matériaux pour l'affinage du verre,2600,3000,198,17,0,100,600,908,612,0,0,0,0,0,5306,0,0,4,0,0,0,False,False
909,EX : Extraction d'ingrédients d'alchimie pour éthérolyse,1350,1600,202,17,0,100,600,909,613,0,0,0,0,0,5306,0,4,5,0,0,0,False,False
910,Étude des sols avancée du fond de la rivière,2350,2500,207,17,0,100,600,910,614,0,0,0,0,0,5304,0,0,4,0,2,0,False,False
911, Matériaux de con­struc­tion,4920,5020,197,17,0,100,600,911,615,0,0,0,0,0,5306,0,0,2,0,0,1,False,False
912, Essais de techniques de récolte continue,2350,2850,200,17,0,100,600,912,616,0,0,0,0,0,5306,0,0,2,0,0,1,False,False
913, Roches naturelles de Phaenna,120,140,201,17,0,100,600,913,617,0,0,0,0,0,5306,0,3,2,0,0,1,False,False
914,Aide à l'étude de matériaux pour soudage thermique,4600,4700,205,17,0,100,600,914,618,0,0,897,0,0,5306,0,0,4,0,0,0,False,False
915,EX : Matériaux pour machine à fusion du verre,4000,4600,206,17,0,100,600,915,619,0,0,898,0,0,5306,0,0,5,0,0,0,False,False
916,EX : Matériaux pour noyau conducteur,800,900,206,17,0,100,600,916,620,0,0,915,0,0,5306,0,3,5,0,0,0,False,False
917,EX : Étude des sols du gouffre aux Capsules,1130,1370,203,17,0,100,600,917,621,0,0,0,0,0,5317,0,3,5,11,16,0,False,False
918,EX : Matériaux pour miroir hautement réfléchissant,3700,4100,207,17,0,100,600,918,622,0,0,910,0,0,5317,0,4,5,11,0,0,False,False
919,EX+ : Étude des sols des hauteurs volcaniques,1000,1200,207,17,0,100,180,919,623,0,0,918,0,0,5308,0,3,6,12,0,0,False,False
920,EX+ : Composants résistants à la chaleur,900,1300,208,17,0,100,300,920,624,0,0,0,0,0,5308,0,4,6,12,9,0,False,False
921,EX+ : Recherche sur la réduction du bruit optique,2000,2500,208,17,0,100,180,921,625,0,0,920,0,0,5308,0,4,6,12,0,0,False,False
922,EX+ : Matériaux d'atténuation des vibrations,1400,1750,208,17,0,100,300,922,626,0,0,921,0,0,5308,0,3,6,12,0,0,False,False
923, Étude des végétaux des alentours de la station,1550,1700,195,18,0,100,600,923,627,0,0,0,0,0,5303,0,0,1,0,0,1,False,False
924, Inspection d'itinéraire pour les machines,4920,5020,197,18,0,100,600,924,628,0,0,0,0,0,5303,0,0,1,0,0,1,False,False
925, Étude des ressources de Phaenna,1550,1700,198,18,0,100,600,925,629,0,0,0,0,0,5303,0,0,1,0,0,1,False,False
926, Étude des végétaux de la colline Milliaflore,1550,1700,195,18,0,100,600,926,630,0,0,0,0,0,5303,0,0,3,0,0,1,False,False
927, Matériaux isothermes,4920,5020,197,18,0,100,600,927,631,0,0,0,0,0,5303,0,0,3,0,0,1,False,False
928, Matériaux pour la purification de l'eau,1550,1700,198,18,0,100,600,928,632,0,0,0,0,0,5303,0,0,3,0,0,1,False,False
929, Essais de techniques de récolte,2350,2850,200,18,0,100,600,929,633,0,0,0,0,0,5303,0,0,3,0,0,1,False,False
930, Récolte continue de verre en spirale,750,850,196,18,0,100,600,930,634,0,0,0,0,0,5310,0,0,1,0,0,1,False,False
931, Enquête sur les exercices en conditions réelles,4920,5020,197,18,0,100,600,931,635,0,0,0,0,0,5310,0,0,1,0,0,1,False,False
932, Matériaux pour verre multi-usage,1550,1700,198,18,0,100,600,932,636,0,0,0,0,0,5310,0,0,1,0,0,1,False,False
933,EX+ : Éthérolyse de matériaux rares,900,1300,204,18,0,100,300,933,637,0,0,0,0,0,5310,0,4,6,0,22,0,False,False
934, Récolte continue d'arbres à fleurs miniatures,750,850,196,18,0,100,600,934,638,0,0,0,0,0,5319,0,0,3,0,0,1,False,False
935, Matériaux conducteurs pour cosmo-navette,1600,2000,199,18,0,100,600,935,639,0,0,0,0,0,5319,0,0,3,0,0,1,False,False
936, Matériaux pour transformation avancée,120,140,201,18,0,100,600,936,640,0,0,0,0,0,5319,0,3,3,0,0,1,False,False
937, Matériaux pour lentille polarisante,4920,5020,197,18,0,100,600,937,641,0,0,0,0,0,5319,0,0,3,0,0,1,False,False
938,EX+ : Aide à la fabrication de lentilles ultra-fines,1000,1200,201,18,0,100,180,938,642,0,0,0,0,0,5319,0,3,6,0,16,0,False,False
939,Aide à l'étude de matériaux pour polissage du verre,2350,2500,205,18,0,100,600,939,643,0,0,0,0,0,5303,0,0,4,0,0,0,False,False
940,EX : Matériaux de base pour fibre optique,2700,3100,206,18,0,100,600,940,644,0,0,0,0,0,5303,0,0,5,0,0,0,False,False
941,Sélection de feuilles-présentoir rares,600,700,201,18,0,100,600,941,645,0,0,0,0,0,5303,0,3,4,0,0,0,False,False
942,Matériaux pour lingot de verre,3400,4000,199,18,0,100,600,942,646,0,0,0,0,0,5303,0,0,4,0,0,0,False,False
943,EX : Matériaux pour dispositif de transmission,2350,2700,195,18,0,100,600,943,647,0,0,0,0,0,5303,0,0,5,0,0,0,False,False
944, Étude des sols des Marches iridescentes,1550,1700,195,18,0,100,600,944,648,0,0,0,0,0,5306,0,0,2,0,0,1,False,False
945, Fibres en verre pour transformation,1550,1700,198,18,0,100,600,945,649,0,0,0,0,0,5306,0,0,2,0,0,1,False,False
946, Récolte continue de ciboule à facettes bleue,750,850,196,18,0,100,600,946,650,0,0,0,0,0,5306,0,0,2,0,0,1,False,False
947, Colorant de verre bleu,1600,2000,199,18,0,100,600,947,651,0,0,0,0,0,5306,0,0,2,0,0,1,False,False
948,Étude des sols avancée des Marches iridescentes,2350,2500,195,18,0,100,600,948,652,0,0,0,0,0,5306,0,0,4,0,0,0,False,False
949,Étude conjointe sur la dis­tri­bu­tion des pseudo-plantes,4600,4700,197,18,0,100,600,949,653,0,0,0,0,0,5306,0,0,4,0,0,0,False,False
950,Matériaux pour l'affinage du verre,2600,3000,198,18,0,100,600,950,654,0,0,0,0,0,5306,0,0,4,0,0,0,False,False
951,EX : Extraction d'ingrédients d'alchimie pour éthérolyse,1350,1600,202,18,0,100,600,951,655,0,0,0,0,0,5306,0,4,5,0,0,0,False,False
952,Étude des sols avancée des verres colorés en terrasse,2350,2500,207,18,0,100,600,952,656,0,0,0,0,0,5306,0,0,4,0,6,0,False,False
953, Colorant de verre rouge,4920,5020,197,18,0,100,600,953,657,0,0,0,0,0,5306,0,0,2,0,0,1,False,False
954, Essais de techniques de récolte continue,2350,2850,200,18,0,100,600,954,658,0,0,0,0,0,5306,0,0,2,0,0,1,False,False
955, Étude de champignons proliférateurs,120,140,201,18,0,100,600,955,659,0,0,0,0,0,5306,0,3,2,0,0,1,False,False
956,Aide à l'étude de matériaux pour soudage thermique,4600,4700,205,18,0,100,600,956,660,0,0,939,0,0,5306,0,0,4,0,0,0,False,False
957,EX : Matériaux d'affinage du verre phaennien,4000,4600,206,18,0,100,600,957,661,0,0,940,0,0,5306,0,0,5,0,0,0,False,False
958,EX : Étude pour l'usage de champignons mutants,800,900,206,18,0,100,600,958,662,0,0,957,0,0,5306,0,3,5,0,0,0,False,False
959,EX : Étude des sols du gouffre aux Capsules,1130,1370,203,18,0,100,600,959,663,0,0,0,0,0,5307,0,3,5,11,15,0,False,False
960,EX : Recherche sur les corps à haute conductivité éthéréenne,3700,4100,207,18,0,100,600,960,664,0,0,952,0,0,5307,0,4,5,11,0,0,False,False
961,EX+ : Étude des sols des hauteurs volcaniques,1000,1200,207,18,0,100,180,961,665,0,0,960,0,0,5308,0,3,6,12,0,0,False,False
962,EX+ : Composants résistants à la chaleur,900,1300,208,18,0,100,300,962,666,0,0,0,0,0,5308,0,4,6,12,1,0,False,False
963,EX+ : Recherche sur la réduction du bruit optique,2000,2500,208,18,0,100,180,963,667,0,0,962,0,0,5308,0,4,6,12,0,0,False,False
964,EX+ : Matériaux d'atténuation des vibrations,1400,1750,208,18,0,100,300,964,668,0,0,963,0,0,5308,0,3,6,12,0,0,False,False
965, Produits de la pêche comestibles,16500,16800,209,19,0,100,1800,965,669,0,0,0,470,0,5286,0,0,1,0,0,1,False,False
966, Livraison efficace de grands spécimens,780,1110,210,19,0,100,1800,966,670,0,0,0,471,0,5287,0,0,1,0,0,1,False,False
967, Étude à la Croisée opalescente,14600,15300,211,19,0,100,1800,967,671,0,0,0,472,0,5288,0,0,1,0,0,1,False,False
968, Livraison de vivres en grande quantité,1200,1500,212,19,0,100,1800,968,672,0,0,0,473,0,5286,0,0,1,0,0,1,False,False
969, Livraison de la Croisée opalescente,16100,16500,213,19,0,100,1800,969,673,0,0,0,474,0,5288,0,0,1,0,0,1,False,False
970, Étude d'espèces grandissantes,8000,10000,214,19,0,100,1800,970,674,0,0,0,475,0,5287,0,0,1,0,0,1,False,False
971, Livraison efficace de produits de la pêche,2040,3690,210,19,0,100,1800,971,675,0,0,0,476,0,5286,0,0,2,0,0,1,False,False
972, Étude à l'ouest de la station Souffleverre,14700,15400,211,19,0,100,1800,972,676,0,0,0,477,0,5287,0,0,2,0,0,1,False,False
973, Livraison de pâte de poisson,1600,2000,212,19,0,100,1800,973,677,0,0,0,478,0,5286,0,0,2,0,0,1,False,False
974, Étude d'appâts universels,3000,4000,215,19,0,100,1800,974,678,0,0,0,479,0,5287,0,0,2,0,0,1,False,False
975, Livraison urgente de vivres,20800,26000,214,19,0,100,1800,975,679,0,0,0,480,0,5286,0,0,2,0,0,1,False,False
976, Capture de spécimens vitrifiés,1200,2750,216,19,0,100,1800,976,680,0,0,0,481,0,5288,0,3,2,0,0,1,False,False
977, Étude de bassins riches en silicium,13800,14600,213,19,0,100,1800,977,681,0,0,0,482,0,5288,0,0,2,0,0,1,False,False
978, Étude en amont des Flots sodocalciques,14400,15600,211,19,0,100,1800,978,682,0,0,0,483,0,5289,0,0,3,0,0,1,False,False
979, Étude en aval des Flots sodocalciques,2400,3000,212,19,0,100,1800,979,683,0,0,0,484,0,5290,0,0,3,0,0,1,False,False
980, Essais de bras universel,1600,2000,218,19,0,100,1800,980,684,0,0,0,485,0,5291,0,3,3,0,0,1,False,False
981, Étude de grands spécimens en aval,9240,11100,217,19,0,100,1800,981,685,0,0,0,486,0,5292,0,0,3,0,0,1,False,False
982, Étude des ressources naturelles,1500,2500,216,19,0,100,1800,982,686,0,0,0,487,0,5293,0,3,3,0,0,1,False,False
983, Étude des mutations aquatiques,13100,14000,213,19,0,100,1800,983,687,0,0,0,488,0,5287,0,0,3,0,0,1,False,False
984, Étude de spécimens vitrifiés,13500,14400,209,19,0,100,1800,984,688,0,0,0,489,0,5288,0,0,3,0,0,1,False,False
985, Étude de grands spécimens variés,32000,40000,214,19,0,100,1800,985,689,0,0,0,490,0,5293,0,0,3,0,0,1,False,False
986,Étude de prolifération aquatique,11900,13100,211,19,0,100,1800,986,690,0,0,0,491,0,5286,11200,0,4,0,0,0,False,False
987,Essais d'appâts allogènes,2400,3000,218,19,0,100,1800,987,691,0,0,0,492,0,5287,11200,3,4,0,0,0,False,False
988,Étude de pseudo-esprits aquatiques,14400,15100,209,19,0,100,1800,988,692,0,0,0,493,0,5288,11200,0,4,0,0,0,False,False
989,Étude du cloaque prismatique,3200,4000,212,19,0,100,1800,989,693,0,0,0,494,0,5293,11200,0,4,0,0,0,False,False
990,Étude de spécimens aquatiques vitrifiés,7000,10000,216,19,0,100,1800,990,694,0,0,0,495,0,5290,11200,3,4,0,0,0,False,False
991,EX : Essais de mouches écarlates cosmiques,5540,14060,210,19,0,100,1800,991,695,0,0,0,496,0,5291,11100,0,5,0,0,0,False,False
992,EX : Étude de grands spécimens de rivière,22000,27500,214,19,0,100,1800,992,696,0,0,0,497,0,5292,11100,0,5,0,0,0,False,False
993,EX : Étude des étangs aux Capsules,800,3200,216,19,0,100,1800,993,697,0,0,0,498,0,5294,11100,3,5,11,16,0,False,False
994,EX+ : Étude de grands spécimens,29500,34500,214,19,0,100,180,994,698,0,0,0,499,0,5293,11000,0,6,0,18,0,False,False
995,EX+ : Essais d'appâts allogènes,4880,5680,218,19,0,100,360,995,699,0,0,0,500,0,5289,11000,3,6,0,15,0,False,False
996,Support à l'élaboration de lentilles,5540,7390,219,19,0,100,1800,996,700,0,0,0,501,0,5289,11200,0,4,0,0,0,False,False
997,Livraison de conducteurs éthéréens,14300,15000,219,19,0,100,1800,997,701,0,0,996,502,0,5290,11200,0,4,0,0,0,False,False
998,EX : Capture de grands spécimens,5540,7390,220,19,0,100,1800,998,702,0,0,0,503,0,5290,11100,0,5,0,0,0,False,False
999,EX : Livraison de produits aquatiques rares,12100,13300,220,19,0,100,1800,999,703,0,0,998,504,0,5291,11100,0,5,0,0,0,False,False
1000,EX : Étude de pseudo-esprits de rivière,12000,15000,220,19,0,100,1800,1000,704,0,0,999,505,0,5292,11100,0,5,0,0,0,False,False
1001,Étude en aval des Flots sodocalciques,1600,2000,221,19,0,100,1800,1001,705,0,0,0,506,0,5292,11200,3,4,0,5,0,False,False
1002,EX : Étude de L'Enfer bulleux,13090,29600,221,19,0,100,1800,1002,706,0,0,1001,507,0,5295,11100,0,5,11,0,0,False,False
1003,EX+ : Étude de la coulée de Fusingway,450,900,221,19,0,100,360,1003,707,0,0,1002,508,0,5296,11000,14,6,12,0,0,False,False
1004,EX+ : Étude de pseudo-esprits des bas-fonds,23000,43000,222,19,0,100,360,1004,708,0,0,0,509,0,5293,11000,0,6,12,10,0,False,False
1005,EX+ : Étude de pseudo-esprits aquatiques,2800,4200,222,19,0,100,600,1005,709,0,0,1004,510,0,5294,11000,0,6,12,0,0,False,False
1006,EX+ : Étude de pseudo-esprits vitrifiés,22200,22590,222,19,0,100,600,1006,710,0,0,1005,511,0,5296,11000,14,6,12,0,0,False,False
1007, Caisse à outils pour réparation de câbles,0,0,223,9,0,100,1200,1007,1065,1066,0,0,848,754,5302,24000,0,1,0,0,1,True,False
1008, Purification d'échan­til­lons de plantes mutantes,0,0,229,9,0,100,1200,1008,1067,1068,0,0,849,755,5306,24000,0,1,15,0,1,True,False
1009, Fournitures pour collecte de poussière,0,0,231,9,0,100,1200,1009,1069,1070,0,0,850,756,5307,24000,0,1,15,0,1,True,False
1010, Pièces de paratonnerre d'essai,0,0,226,10,0,100,1200,1010,1071,1072,0,0,851,757,5305,24500,0,1,14,0,1,True,False
1011, Outils de jardinage renforcés,0,0,228,10,0,100,1200,1011,1073,1074,0,0,852,758,5304,24500,0,1,0,0,1,True,False
1012, Larges buses d'aspiration,0,0,234,10,0,100,1200,1012,1075,1076,0,0,853,759,5305,24500,0,1,12,0,1,True,False
1013, Pièces de rechange,0,0,230,11,0,100,1200,1013,1077,1078,0,0,854,760,5303,24500,0,1,15,0,1,True,False
1014, Réservoirs à poussière de verre,0,0,231,11,0,100,1200,1014,1079,1080,0,0,855,761,5307,24000,0,1,15,0,1,True,False
1015, Plaques pour réparation de rover,0,0,233,11,0,100,1200,1015,1081,1082,0,0,856,762,5304,24000,0,1,12,0,1,True,False
1016, Composants de rechange,0,0,224,12,0,100,1200,1016,1083,1084,0,0,857,763,5303,24500,0,1,0,0,1,True,False
1017, Câbles métalliques à haute conductivité électrique,0,0,225,12,0,100,1200,1017,1085,1086,0,0,858,764,5303,24000,0,1,14,0,1,True,False
1018, Pièces de rechange pour véhicules,0,0,233,12,0,100,1200,1018,1087,1088,0,0,859,765,5304,24000,0,1,12,0,1,True,False
1019, Gants pour réparation de câbles,0,0,223,13,0,100,1200,1019,1089,1090,0,0,860,766,5302,24000,0,1,0,0,1,True,False
1020, Chaussures de protection pour bûcherons,0,0,228,13,0,100,1200,1020,1091,1092,0,0,861,767,5304,24500,0,1,0,0,1,True,False
1021, Masques anti-poussière,0,0,231,13,0,100,1200,1021,1093,1094,0,0,862,768,5307,24000,0,1,15,0,1,True,False
1022, Tissus de réparation,0,0,224,14,0,100,1200,1022,1095,1096,0,0,863,769,5303,24500,0,1,0,0,1,True,False
1023, Ceintures à outils,0,0,225,14,0,100,1200,1023,1097,1098,0,0,864,770,5303,24000,0,1,14,0,1,True,False
1024, Filtres à poussière,0,0,234,14,0,100,1200,1024,1099,1100,0,0,865,771,5305,24500,0,1,12,0,1,True,False
1025, Caoutchouc pour réparation de câbles,0,0,223,15,0,100,1200,1025,1101,1102,0,0,866,772,5302,24000,0,1,0,0,1,True,False
1026, Batteries amplificatrices d'essai,0,0,226,15,0,100,1200,1026,1103,1104,0,0,867,773,5305,24500,0,1,14,0,1,True,False
1027, Agent protecteur,0,0,234,15,0,100,1200,1027,1105,1106,0,0,868,774,5305,24500,0,1,12,0,1,True,False
1028, Soupe chaude,0,0,227,16,0,100,1200,1028,1107,1108,0,0,869,775,5302,24000,0,1,0,0,1,True,False
1029, Huile pour travaux de rénovation,0,0,230,16,0,100,1200,1029,1109,1110,0,0,870,776,5303,24500,0,1,15,0,1,True,False
1030, Échantillons d'eau,0,0,232,16,0,100,1200,1030,1111,1112,0,0,871,777,5307,24500,0,1,15,0,1,True,False
1031, Matériaux pour paratonnerre,0,0,226,17,0,100,1200,1031,1047,1048,0,0,0,0,5305,24500,0,1,14,0,1,True,False
1032, Ressources rares en verre,0,0,227,17,0,100,1200,1032,1049,1050,0,0,0,0,5302,24000,0,1,0,0,1,True,False
1033, Livraison d'éléments métalliques,0,0,233,17,0,100,1200,1033,1051,1052,0,0,0,0,5304,24000,0,1,12,0,1,True,False
1034, Désherbage de voie de transport,0,0,225,18,0,100,1200,1034,1053,1054,0,0,0,0,5303,24000,0,1,14,0,1,True,False
1035, Abattage des plantes à pics,0,0,228,18,0,100,1200,1035,1055,1056,0,0,0,0,5304,24500,0,1,0,0,1,True,False
1036, Plantes mutantes,0,0,229,18,0,100,1200,1036,1057,1058,0,0,0,0,5306,24000,0,1,15,0,1,True,False
1037, Ingrédient de base pour bouillon,0,0,227,19,0,100,1200,1037,1059,1060,0,0,872,0,5286,24000,0,1,0,0,1,True,False
1038, Produits aquatiques pour extraction d'huile,0,0,230,19,0,100,1200,1038,1061,1062,0,0,873,0,5288,24500,0,1,15,0,1,True,False
1039, Capture de pseudo-esprits aquatiques,0,0,232,19,0,100,1200,1039,1063,1064,0,0,874,0,5295,24500,0,1,15,0,1,True,False
1040, Matériaux fibreux multi-usage,1200,2400,252,9,0,100,0,1040,1169,0,0,0,875,778,0,0,0,1,0,0,1,False,False
1041, Traitement de ressources d'adaptation environnementale,1200,2400,256,9,0,100,0,1041,1170,0,0,0,876,779,0,0,0,1,0,0,1,False,False
1042, Matériaux amortisseurs pour transport,1200,2400,254,9,0,100,0,1042,1171,0,0,0,877,780,0,0,0,1,0,0,1,False,False
1043, Matériaux antigravitationnels,1200,2400,255,9,0,100,0,1043,1172,0,0,0,878,781,0,0,0,1,0,0,1,False,False
1044, Matériaux fibreux multi-usage sup­plé­men­tai­res,1200,2400,252,9,0,100,0,1044,1173,0,0,0,879,782,0,0,0,2,0,0,1,False,False
1045, Traitement amélioré de ressources d'adaptation environnementale,1200,2400,256,9,0,100,0,1045,1174,0,0,0,880,783,0,0,0,2,0,0,1,False,False
1046, Matériaux amortisseurs renforcés,1300,3000,254,9,0,100,0,1046,1175,0,0,0,881,784,0,0,3,2,0,0,1,False,False
1047, Amélioration de matériaux antigravitationnels,700,1500,255,9,0,100,0,1047,1176,0,0,0,882,785,0,0,3,2,0,0,1,False,False
1048, Matériaux fibreux innovants,1600,2400,252,9,0,100,0,1048,1177,0,0,0,883,786,0,0,0,3,0,0,1,False,False
1049, Traitement avancé de ressources d'adaptation environnementale,1600,2400,256,9,0,100,0,1049,1178,0,0,0,884,787,0,0,0,3,0,0,1,False,False
1050, Amélioration de matériaux amortisseurs renforcés,2700,3000,254,9,0,100,0,1050,1179,0,0,0,885,788,0,0,3,3,0,0,1,False,False
1051, Perfectionnement de matériaux antigravitationnels,1000,1500,255,9,0,100,0,1051,1180,0,0,0,886,789,0,0,3,3,0,0,1,False,False
1052, Tentes adaptées à l'environnement,1600,2100,257,9,0,100,0,1052,1181,0,0,0,887,790,0,0,0,3,0,0,1,False,False
1053,Matériaux fibreux innovants sup­plé­men­tai­res,1000,1600,252,9,0,100,0,1053,1182,0,0,0,888,791,0,0,0,4,0,0,0,False,False
1054,Traitement de matériaux combustibles et conservation d'échan­til­lons,1000,1600,253,9,0,100,0,1054,1183,0,0,0,889,792,0,0,0,4,0,0,0,False,False
1055,Matériaux amortisseurs ultraperformants,1400,2000,254,9,0,100,0,1055,1184,0,0,0,890,793,0,0,3,4,0,0,0,False,False
1056,Aide à l'élaboration de solutions antigravitationnelles,1400,2000,255,9,0,100,0,1056,1185,0,0,0,891,794,0,0,3,4,0,0,0,False,False
1057,Traitement de pointe de ressources d'adaptation environnementale,1000,1600,256,9,0,100,1200,1057,1186,0,0,0,892,795,0,0,0,4,0,0,0,False,False
1058,Tente de haute sécurité,880,1050,257,9,0,100,1200,1058,1187,0,0,0,893,796,0,0,0,4,0,0,0,False,False
1059,EX : Aide à la production massive de matériaux de transport,800,1000,258,9,0,100,1200,1059,1188,0,0,0,894,797,0,0,3,5,0,0,0,False,False
1060,EX : Matériels d'excavation essentiels,800,1000,259,9,0,100,0,1060,1189,0,0,0,895,798,0,0,3,5,0,0,0,False,False
