#,Description,DescriptionEnhanced,Tooltip
0,,,
216,"Vous appelez votre monture ptéranodon, un animal volant qui n'a pas changé depuis la préhistoire.","Ce reptile volant originaire du Diadème s'est nourri des détritus jetés par les aventuriers à La Bonté. Peu à peu, il s'est laissé apprivoisé par ses derniers et permet maintenant à ceux qu'il apprécie le plus de les laisser monter sur son dos.",Kéwaa ! Kéwaa !
217,"Vous appelez votre dragon rubis, une créature magique apparue lorsque le cor empli de l'énergie d'un Primordial inconnu a retenti.",Ce dragon semble être le fruit de la magie du Primordial inconnu qu'avait absorbé l'Arme Rubis. Sa carapace rouge fait penser à celle des crustacés.,Gwoshaaa !
218,"Vous appelez votre monture hybodus, un cousin des requins-tornade. Il est capable de voler en manipulant l'éther de vent.","Ce requin dispose d'un organe spécial lui permettant de manipuler l'éther de vent et se nourrit en général de poissons et d'oiseaux qu'il chasse dans L'Écume des Cieux. Les quatre nageoires sur sa tête lui permettent de facilement changer sa trajectoire dans les airs, ce qui lui offre une agilité sans pareille.",GRAAÔÔÔ !!!
219,"Vous appelez Ramuh, une entité magique née d'un petit cristal d'Éden dans lequel vous avez insufflé de l'énergie.",Les restants d'éther de foudre qui restaient après l'évocation du Primordial de la foudre ont pro­ba­ble­ment été matérialisés en cette créature lorsque vint le tour de Shiva. La taille de ce Ramuh est moins im­pres­sion­nante en raison de la faible quantité d'énergie qui a servi à sa création.,Patabzz ! Patabzz ! Patabzz !
220,"Vous appelez Carbuncle rubellite, une entité arcanique née de l'énergie mystérieuse de la pierre précieuse du même nom.","Grâce à l'expérience acquise en s'occupant de Diamant, son Carbuncle adoré, Ulan a réussi à créer un Carbuncle de taille suffisante pour être chevauché. La rubellite de grande taille dont il provient permet même aux non-arcanistes de l'invoquer.",Nyuunyuuu !
221,,,
222,"Vous appelez votre chococaravane, le moyen de transport le plus approprié pour entendre piailler tout au long du voyage.","Les réservoirs de gaz au céruleum permettant à ce moyen de locomotion de léviter ont été mis au point il y a plus d'un siècle, grâce à une étude détaillée des ballons renforcés qui avaient permis aux Ixali de s'installer dans la forêt de Sombrelinceul.",Kwééééé !
223,"Vous appelez à vous un automatank, un véhicule de livraison mis au point par le Garage Watts.","Ce char a été conçu par les Nains du Garage Watts à partir d'un croquis légué par le forgeron légendaire Watts. Véritable bijou de mécanique, il embarque un moteur à neuf cylindres en étoile alimenté au nano-éthanol, un canon magique antipurgateurs ainsi qu'une paire de bras mécaniques.",Brrrom... Brrromelebom...
224,"Vous appelez Gabriel α, un modèle réduit d'une armure volante magitek.","Réplique exacte de l'armure volante magitek Gabriel, ce modèle réduit a été développé en parallèle par les ingénieurs res­pon­sa­bles du projet pour effectuer des tests en plein air.",Piiiiiiii !!
225,"Vous appelez votre monture mégalotragus, un herbivore aux cornes dont la forme rappelle celle d'un cimeterre.","Originaires des montagnes septentrionales d'Abalathia, ces créatures primitives ont été contraintes à migrer et à s'installer dans le Coerthas après le Fléau. Selon certaines sources, un petit nombre d'entre elles serait capable d'user de la magie.",Brrrblgh... BRRRRRBFGRFH !!
226,"Vous appelez votre monture dragon de la Lumière, une créature qui ne peut être appelée que grâce à un sifflet magique imprégné de l'éther des héros.","On raconte que ce dragon était autrefois le compagnon fidèle d'un héros qui a triomphé du mal à la suite d'une grande aventure dans un autre monde, mais seule la Lumière elle-même détient la vérité à ce sujet.",Graaaah !
227,,,
228,"Vous appelez votre fauteuil Jibanyan, un siège à dossier qui ressemble à s'y méprendre au célèbre Yo-kai félin.","Nul ne s'explique la capacité de ce fauteuil à voler, mais les humains comme les Yo-kai s'accordent à dire qu'il est ex­trê­me­ment douillet, et s'y prélassent à leurs risques et périls.","C'est confortable, chat !"
229,"Vous appelez votre transporteur magitek amélioré, un moyen de locomotion nouvelle génération développé à l'académie magitek.","Entièrement conçu à l'académie magitek de l'empire de Garlemald, cette version améliorée du transporteur personnel est dotée de nouveaux circuits internes, d'un système de maintenance automatique plus rapide et d'une réduction de 8% de sa consommation de céruleum.",Bzzz ! Bzzz !
230,"Vous appelez Ehll Tou, une jeune dragonne qui s'est prise de passion pour l'artisanat des humains.","Cette forme évoluée de la dragonnette menue qu'était Ehll Tou à l'origine est nettement plus adaptée aux pratiques artisanales, notamment grâce à des bras musclés qui permettent une précision bien plus grande lors du maniement des outils.",Laissez-vous bercer par le chant de la nouvelle ère de paix !
231,"Vous appelez Incitatus, un destrier légendaire capable de comprendre le langage des humains.","Cette licorne vit des jours heureux grâce aux faveurs et à la protection de Rowena. Elle adore en particulier écouter les contes épiques de Khloe Aliapoh, qui la motivent toujours pour accompagner les aventuriers dans leurs quêtes.",Hiiii ! Hiiiiiii !
232,"Vous appelez votre monture bonhomme de neige, symbole incontournable de la fête des étoiles.","En Gyr Abania, on fabriquait jadis des bonhommes de neige pour inviter le froid, une tradition qui se perpétue encore aujourd'hui lors de la fête des étoiles. Celui-ci est l'œuvre d'élé­men­ta­lis­tes gridaniens, et a la particularité de ne jamais fondre.",Brrr...
233,"Vous appelez une baleine lunaire, un vaisseau aux allures de cétacé pouvant accueillir jusqu'à huit passagers.","Conçu et assemblé au sein des Forges de Garlond, ce vaisseau en forme de baleine est inspiré d'une vieille légende mysidienne. À l'image de son modèle animal, il est très large et peut transporter jusqu'à huit passagers, dont le pilote.","“Née de la gueule de la chimère, portée par les Ténèbres et la Lumière, vers les étoiles elle s'élèvera...”"
234,"Vous appelez Éden, une entité créée à partir d'un cristal provenant du purgateur originel.","Née d'un cristal provenant d'Éden auquel on a insufflé de l'éther, cette entité n'a du purgateur originel que son apparence, et ne risque heureusement pas de provoquer un second déluge de Lumière.",Otono !
235,"Vous appelez votre monture Cerbère, une créature magique tricéphale, autrefois contrôlée par la technologie de l'empire d'Allag.","Ce canidé monstrueux s'est retrouvé scellé à l'intérieur de ruines datant de la 3e ère astrale. Il faisait preuve d'une telle férocité que même les créatures les plus puissantes peinaient à canaliser sa sauvagerie. Mais grâce au savoir d'Allag, il put enfin être contrôlé.",Grrrr...
236,"Vous appelez votre monture coquénorme, un crustacé surdimensionné qui se fera un plaisir de vous transporter.","Un Qiqirn gourmand avait engraissé ce crabe pour en faire son repas, mais fut pris de remords au moment de le passer à la casserole. Désormais libre, l'imposant crustacé adore rendre service aux humains.",J'en pince pour vous.
237,"Vous appelez Arion, un cheval fabuleux invoqué à l'aide d'un mystérieux sifflet.","Selon la légende, ce destrier aurait appartenu à un illustre héros, dont il aurait sauvé la vie à maintes reprises. On dit aussi qu'il ne se laisse chevaucher que par ceux dont l'âme brille aussi intensément que le soleil.",...
238,"Vous appelez votre dragon émeraude, une créature magique apparue lorsque le cor empli de l'énergie d'un Primordial inconnu a retenti.",Ce dragon semble être le fruit de la magie du Primordial inconnu qu'avait absorbé l'Arme Émeraude. Sa carapace verte possède une forme aérodynamique.,Kushaaa !
239,"Vous appelez à vous votre proto-magna rouleur, un nouveau type d'arme magitek utilisant de la matière organique ar­ti­fi­cielle.","Ce véhicule expérimental semi-organique a été créé par un ingénieur gobelin à partir d'une carcasse ramassée à Gyr Abania. Il aurait fini par acquérir sa propre volonté, jugeant ses conducteurs trop lents. Une histoire qui ne donne pas envie de s'asseoir à bord...",Je lance Hâte ! 
240,"Vous appelez un choco-korpokkur, une imposante créature végétale dégageant un doux parfum de cacao.",Cet énorme korpokkur voyage de ville en ville d'un pas guilleret pour distribuer de délicieux chocolats à qui en veut. Le doux parfum de cacao qui émane de sa feuille déclenche de nombreux sourires béats sur son passage.,Cho... co... lat...
241,"Vous appelez votre monture Gabriel v3, un modèle d'essai miniature d'une armure volante magitek.","Modèle réduit de l'armure volante magitek Gabriel, mis au point par les ingénieurs de la 4e légion. Son fuselage est constitué d'une matière étrange qui reflète l'énergie magique de son pilote.",Viooouuum !
242,"Vous appelez votre monture antilope biche, un herbivore agile dont le pelage présente des reflets bleutés, typiques de la femelle.",Cet herbivore vivant prin­ci­pa­le­ment dans les steppes était aussi souvent aperçu dans les montagnes du Coerthas jusqu'au septième fléau. Les multiples tentatives de domestication pour sa viande et son lait se sont révélées infructueuses en raison de son caractère farouche.,Hiiin ! Hiiin !
243,"Vous appelez votre monture antilope cerf, un herbivore agile aux cornes acérées, typiques du mâle.","Cet herbivore agile vivant prin­ci­pa­le­ment dans les steppes est depuis longtemps monté par les tribus montagnardes d'Abalathia. Plus récemment, on raconte que certains cavaliers auraient su le faire voler grâce à un procédé magique complexe.",Hohon ! Hooon !
244,,,
245,"Vous appelez votre monture Landerwaffe, un dragon mécanique légendaire aux ailes d'acier.",La légende raconte que ce dragon mécanique aurait été conçu par les Allagois pour repousser ses homologues d'écailles et de sang. Seuls les véritables héros seraient capables de le chevaucher et de faire battre ses majestueuses ailes d'acier.,Grrraaarz... GROARZZZ !!!
246,"Vous appelez votre monture Iklil, une moto volante biplace flottant dans les airs grâce au pouvoir de pierres stellaires.","Cadeau de Fran à la résistance bozjienne, cette moto peut voler dans les airs grâce au pouvoir de pierres stellaires, des minéraux possédant un mystérieux pouvoir de lévitation. Son nom signifierait “couronne” en vieil ivalicien.",Vrôôôôô...
247,"Vous appelez votre monture croiseur-chasseur, une machine de combat transformable construite par la Main indigo.","Cette machine de combat imaginée par la Main indigo peut se transformer en bipède ou en avion pour s'adapter à la situation. Impressionné par sa conception et ses capacités, un ingénieur des Forges de Garlond aurait pour projet d'en fabriquer un modèle réduit.",Transformation !
248,"Vous appelez votre monture constructeur 06S, une armure géante construite par les Kobolds.","Conçue par un clan de Kobolds pacifiques, cette armure géante a été spé­cia­le­ment assemblée pour être vendue aux Limséens, d'où sa finition carmin. Sa force de propulsion est supérieure de trente pour cent à celle des modèles du même type.",Pschhhh !
249,"Vous appelez votre dragon diamant, une créature magique apparue lorsque le cor empli de l'énergie d'un Primordial inconnu a retenti.","Ce dragon semble être le fruit de la magie du Primordial inconnu qu'avait absorbé l'Arme Diamant. D'après des données découvertes à Werlyt, ce Primordial aurait été invoqué par un membre de la résistance de Corvos.",Guuuooo !!!
250,"Vous appelez votre monture ours polaire, un animal des contrées nordiques aussi doux que puissant.","En visite sur une île nordique à la recherche d'ingrédients pour des desserts glacés, la patissière Nekeke a apprivoisé cet ours avec des gâteaux. Il s'est plus tard pris d'affection pour vous suite à vos exploits lors des Feux de la Mort.",Groooar !
251,,,
252,"Vous appelez votre mikoshi doré, un palanquin à la gloire du grand Namazu recouvert de feuilles d'or.","C'est dans “Ma méthode pour s'enrichir” de Rowena que les Namazu ont trouvé comment financer leur frairie pendant sept ans : vendre des produits de valeur pour dégager de grands profits. Pour cela, quoi de mieux qu'un mikoshi couvert de feuilles d'or ?",Oh hisse ! Oh hisse !♪
253,"Vous appelez votre jarre du Serpent doré. Un récipient tout à fait quelconque à première vue, mais il émet une lueur singulière...",Une jarre mystérieuse obtenue par des pillards dans des ruines ronka puis revendue au marché noir. Elle se remplit par magie lorsqu'on souffle dans la flûte qui lui est associée... La lueur qu'elle émet offrirait à son possesseur la bénédiction du Serpent doré.,Kuuu ku kiiii !
254,"Vous appelez votre monture carte magique, un miracle d'orfèvrerie pour le moins surprenant.","Œuvre de Godbert Manderville, “l'orfèvre le plus balèze d'Éorzéa”, cette carte-monture n'est offerte qu'aux plus grands col­lec­tion­neurs de cartes de Triple Triade. Seul Godbert sait par quel miracle elle est capable de s'élever dans les airs.",. . . . .
255,"Vous appelez votre mandragore insulaire, un modèle grande taille qu'on ne trouve que dans les îles.","Originaire du royaume occidental des mandragores, ce spécimen a atteint une taille prodigieuse grâce aux sols fertiles et au climat ensoleillé de la Félicité insulaire. Mal­heu­reu­se­ment pour lui, avec un tel potentiel commercial, il risque d'être découpé en morceaux et mis en vente sur les marchés à tout moment.",〇□◎◎▲ !
256,"Vous appelez votre Prince oignon insulaire, dont le gabarit est à la mesure de la noblesse.","Le Prince oignon du royaume occidental des mandragores est né avec une cuiller en argent dans la bouche, mais l'ennui s'est vite emparé de son existence. Déconcerté par son com­por­te­ment irrévérencieux, son roi de père l'a mis au service d'une héroïne pour qu'il apprenne les bonnes manières... Paraît-il.",●×▼... !!
257,"Vous appelez votre Chevalier aubergine insulaire, un légume géant plein de majesté et de distinction.","Ce Chevalier aubergine partage des origines communes avec le Roi tomate. Alors qu'ils voyageaient ensemble sur un bâteau de mar­chan­di­ses, une terrible tempête les fit s'échouer sur une île déserte, et c'est ainsi qu'ils fondèrent le royaume occidental des mandragores... Paraît-il.",◎◎×△□ !!!
258,"Vous appelez votre Baron ail insulaire, une plante potagère géante par­ti­cu­liè­rement facétieuse.","Le Baron ail rencontra le Roi tomate durant ses années de vagabondage. Les deux légumes passèrent leurs journées à se laisser porter par les vagues, se racontant des anecdotes par centaines ; un moment mémorable qui valut au Baron d'être nommé bouffon de la cour après la fondation du royaume occidental des mandragores... Paraît-il.",××◎～ !!
259,"Vous appelez votre Roi tomate insulaire, le seul et unique monarque du royaume occidental des mandragores.","Né sur l'île de Vylbrand, le futur Roi tomate tomba du navire marchand qui le destinait à l'exportation. Au terme d'une longue dérive, il échoua sur une île déserte. Il survécut ensuite à moult attaques d'oiseaux ainsi qu'à l'amour dévorant de la fille d'une grosse légume locale, et finit par fonder le royaume occidental des mandragores... Paraît-il.",■＄◎×△□◎◎...♪ !
260,"Vous appelez votre Reine mandragore insulaire, la première dame du royaume occidental des mandragores.","La Reine mandragore fit la rencontre providentielle du jeune Roi tomate alors que celui-ci dérivait le long de la côte. Ce fut le coup de foudre, et elle décida de l'épouser en dépit de leur différence de terreau d'origine. Ils fondèrent ensuite ensemble le royaume occidental des mandragores, asseyant ainsi leur autorité sur tous les autres légumes de l'île... Paraît-il.",×□♪◎×◎... !
261,"Vous appelez un lynx des Ténèbres, un félin débordant d'énergie astrale.","Cette entité fantasmagorique a été créée à partir d'éther regorgeant d'énergie astrale. Ses ailes d'un noir profond font fortement penser à Zordiarche, le plus ancien des Primordiaux, ce qui soulève bien des questions quant à l'origine de cette créature...",...
262,"Vous appelez un lynx de la Lumière, un félin débordant d'énergie ombrale.","Cette entité fantasmagorique a été créée à partir d'éther regorgeant d'énergie ombrale. Ses ailes d'un blanc immaculé font fortement penser à Hydaelyn, la conscience de la planète, ce qui soulève bien des questions quant à l'origine de cette créature...",...
263,"Vous appelez Argos, un familier aux allures de chien à poil long et doré.","Ce familier créé par Venat n'offre son dos qu'à celles et ceux qu'il estime dignes de cette faveur, ce qui est votre cas depuis votre première rencontre à Mare Lamentorum.",...
264,"Vous appelez votre cuirassé Dreadnaught, une machine-outil mise au point par les Allagois.","À l'origine uniquement utilisée comme arme de guerre, cette machine allagoise a été petit à petit surpassée par des modèles plus avancés et reléguée au statut d'outil de con­struc­tion, mais beaucoup pensent qu'elle n'a au fond rien à envier à ses cadettes.",Kaching... Kaching...
265,"Vous appelez votre demi-protophénix, un oiseau de feu à trois têtes et quatre ailes.","Cette créature est une copie du protophénix emprisonné à l'intérieur du Pandæmonium. L'original était le fruit des expériences des Anciens visant à créer des oiseaux immortels, mais après en avoir perdu le contrôle, ils l'ont considéré comme un échec.",Flap flap flap !
266,"Vous appelez Calydontis, un énorme sanglier sauvage mais fidèle.","Après avoir longtemps semé la terreur dans sa forêt natale, Calydontis a été vaincu par une bande d'aventuriers intrépides, ce qui l'a rendu doux comme un agneau. Ou presque...",GROUIIIIIIK !!!
267,"Vous appelez Victor, un gros chien garlemaldais réputé pour ses prouesses à la chasse.","Loué par nul autre que l'empereur Varis en personne, Victor était un habitué des podiums des concours de chiens à Garlemald. Bien qu'il n'ait jamais suivi d'en­traî­ne­ment de combat, sa mâchoire proéminente est sans doute capable d'intimider nombre d'opposants.",Ouaf ouaf !
268,"Vous appelez votre vérifiniveau, qui comme son nom l'indique est capable de vérifier votre niveau.","La première fois que cette machine mystérieuse vous a examinée, elle a déterminé que vous aviez atteint le “niveau 90”. Quelle était sa méthode ? Est-elle fiable ? Nul ne le sait.",Niveau en hausse !
269,"Vous appelez Papa Païssa, géniteur d'une famille de huit enfants.","Ce païssa gigantesque a engendré huit enfants, et pour avoir de quoi les élever, il a résolu de se mettre au service des aventuriers. Appelez-le à chaque fois que vous en aurez l'occasion, c'est pour la bonne cause.",Papapapapa !
270,,,
271,,,
272,,,
273,"Vous appelez votre wivre, une bête cornue des contrées occidentales.","Originaires du nouveau continent à l'ouest et aussi efficaces en tant que destriers que sur un champ de bataille, les wivres sont connues pour être très difficiles à dompter, mais la patience des Mamool Ja a finalement eu raison de leur entêtement.",Poueeeeet !
274,"Vous appelez un porxie royal, un cochon volant à la bonne odeur de jambon.","À la différence de ses congénères, ce porxie n'a pas le pouvoir de guérir la subjugation, mais sa taille imposante lui permet de faire office de monture. La couronne qu'il porte sur la tête n'est qu'un simple attribut décoratif.",Grouik grouik !
275,,,
276,,,
277,"Vous appelez votre Garlond GL-II, un véhicule magitek à deux roues mis au point par les Forges de Garlond.","Les Forges de Garlond ont développé ce prototype de moto avec l'idée d'en faire un véhicule pour une ère nouvelle. Son moteur au céruleum compact et innovant permet d'accélérer aisément sur n'importe quel type de terrain, même les sols rugeux et inexplorés d'une île déserte.",Vroum ! Vroum vroum !
278,,,
279,"Vous appelez un lotus mécanique, un appareil en forme de fleur de lotus avec un siège confortable.","Cet appareil con­fec­tion­né par l'Oninishu, un groupe d'ingénieurs mystérieux, est empreint d'une aura mystique grâce à sa forme de lotus, une fleur considérée sacrée dans le lointain Orient.",. . . . .
280,"Vous appelez Fylgja, une dragonne ayant un goût prononcé pour le chant et les héros.","À l'image de son ancêtre Ratatosk, Fylgja a toujours éprouvé des sentiments affectueux envers les humains. Durant un de ses tours du monde à la recherche d'âmes héroïques dignes d'être célébrées dans ses chants, elle a fini par croiser la route d'une aventurière dotée d'un courage qu'elle n'aurait jamais pu imaginer. Depuis, elle ne la quitte plus.",Grraaarrghh !
281,"Vous appelez un alkonost, un oiseau monstrueux aux airs de cerf originaire du nord d'Ilsabard.","Cet oiseau monstrueux originaire d'Ilsabard fut capturé à Bozja puis relâché après être passé entre les mains d'un col­lec­tion­neur. Il semblait habitué à la présence humaine dès sa capture, ce qui laisse supposer qu'il avait été dressé par l'armée impériale.",Kululu !
282,"Vous appelez votre buffle insulaire, un sympathique ruminant qui s'est installé on ne sait trop quand dans votre base d'opérations.","Ce buffle s'est pro­ba­ble­ment échappé du garde-manger d'un bateau pirate avant de trouver refuge sur votre île privée. Désormais revenu à l'état sauvage, il n'en demeure pas moins très docile, et se laisse monter par quiconque lui tend un peu de nourriture. C'est d'ailleurs ce qui fait tout son charme.",Je vous aimeeeuuuh !
283,"Vous appelez un brachiosaure, un animal ancestral issu d'un monde perdu.","Seuls les plus hardis des aventuriers peuvent se targuer d'avoir aperçu un de ses congénères. L'œuf abandonné de ce brachiosaure aurait été ramassé par un chasseur en expédition dans un monde perdu. Après son éclosion, il s'est attaché à son bienfaiteur et le suit partout.",Groaar !
284,"Vous appelez un pod 602, une unité de support blanche découverte dans les ruines mécaniques.","Cette unité de support blanche, découverte au fond des ruines mécaniques, a également été développée dans le but de servir de moyen de transport à l'infanterie YoRHa et peut ainsi s'utiliser comme véhicule pour une personne.",. . . . .
285,"Vous appelez votre bondisseur lunaire, une monture dynamique issue d'une unité d'assistance améliorée.","Cette machine sophistiquée a été mise au point par Inventingway sur la base d'un chassis d'unité d'assistance loporrite. En plus de pouvoir transporter un passager, elle est aussi dotée d'un puissant haut-parleur conçu pour jouer du dreamstep, un genre de musique électronique prisé par Dreamingway pour ses propriétés tonifiantes.",Boum boum tchak !
286,Vous appelez un alligator insulaire à la fierté ostentatoire.,"Nul ne sait d'où vient cet imposant alligator, mais cela ne l'a pas empêché d'élire domicile sur votre paradis insulaire. Visiblement conscient d'être l'un des rares re­pré­sen­tants de son espèce à avoir migré sur une île déserte, il semble en tirer une grande fierté et se laisse volontiers chevaucher s'il peut en profiter pour parader à la vue de tous.",Groooh...
287,"Vous appelez votre monture hippochar, un véhicule à deux roues inventé par de jeunes Arkasodaras.","Ce véhicule à deux roues, tiré par des hippopotames, a été inventé par de jeunes Arkasodaras s'étant inspirés des attelages de chocobos. Son parasol utilise la technologie des tapis magiques, le rendant ainsi capable de voler à travers les cieux.",Fooh !
288,"Vous appelez un troll, une créature géante des mers du Nord. Il est bien plus intelligent que son apparence ne le laisse croire.","Ces créatures géantes des mers du Nord sont bien plus intelligentes que leur apparence ne le laisse croire. Des expériences ont été menées à Sharlayan pour leur apprendre la langue des signes, et vu comme ce troll se montre coopératif avec les humains, on suppose qu'il y a pris part.",Foooh...
289,,,
290,"Vous appelez votre O.V.N.I., la réplique d'une mystérieuse soucoupe volante.","Identique en apparence à la soucoupe volante de Koyo K, cette réplique ne dispose pas des technologies avancées de son modèle, notamment des fonctions de clonage ou de miniaturisation, ce qui l'oblige à tracter ses passagers par rayon antigravité.",Rayon tracteur !
291,"Vous appelez un vinaigrier, une gigantesque créature carnivore dont la tête ressemble à une griffe.","Ces gi­gan­tesques créatures carnivores dont la tête ressemble à une griffe servaient souvent les Dravaniens, mais il était très rare de pouvoir les monter. Cependant, les glaneurs ont récemment mis au point une méthode d'en­traî­ne­ment afin de s'en servir comme moyen de transport pour les livraisons.",Grrl !
292,"Vous appelez un craqulov Orthos, un crustacé vivant dans Eurêka Orthos.","Cette variété de craqulov, habitant dans le dédale d'Eurêka Orthos, est issue d'une expérience allagoise visant à renforcer la solidité de leur carapace. Celle-ci fut un échec, mais eut pour effet secondaire inattendu de leur conférer la capacité de voler.",Crrraqulov !
293,"Vous appelez un lynx au pelage bleu, un félin débordant d'énergie mystérieuse.","Cette entité fantasmagorique a été créée par le dynamis. Nombreux sont ceux à penser que son existence est liée à la chantre de l'ané­an­tis­se­ment, mais nul ne sait réellement dans quel but elle a été créée. Ce pourrait également être une offrande envers ceux ayant surmonté le répons final...",. . . . .
294,"Vous appelez un mégashiba, un shiba ayant eu une croissance ex­traor­di­nai­re.","D'abord vendu en tant que mame shiba, un shiba restant de petite taille à l'âge adulte, celui-ci s'est transformé en un chien gigantesque avant même que l'on s'en aperçoive. Sa taille imposante ne l'empêche pas d'être toujours aussi adorable, et on lui trouve même un côté pratique en s'en servant comme moyen de transport.",Aouuuh !
295,,,
296,,,
297,"Vous appelez votre unité de voyage accompagné, une machine bipède issue d'une technologie de pointe.","Véritable concentré de technologie, ce robot bipède a été découvert sur la plaine de Carteneau par un ravitailleur de l'Alliance éorzéenne. Il ressemble beaucoup aux anciens soldats mécaniques allagois, mais comporte plusieurs pièces personnalisées.",Erreur ! Erreur !
298,"Vous appelez une miw miisv, une créature née à Ultima Thulé toujours prête à donner un coup de tentacule pour vous remonter le moral.","Une nouvelle forme de vie d'Élysée, issue de la réaction du dynamis aux souhaits des Éas. Ressemblant à celui d'une méduse, son corps translucide est capable de produire des décharges d'électricité. Incroyablement curieuse, elle affectionne tout par­ti­cu­liè­rement de partager les sentiments de ceux qui visitent son microcosme intérieur.","Mimi, mimimi !"
299,"Vous appelez votre lanier merveilleux, un oiseau colossal friand d'histoires ex­traor­di­nai­res.","Après avoir été longuement choyé par sa maîtresse Rowena, ce faucon géant a acquis la maîtrise de la langue des humains en écoutant les histoires de Khloe Aliapoh. Inspiré par leur résonance héroïque, il s'est ensuite décidé à porter sur son dos des aventuriers dignes d'en être les protagonistes.",Piuuuuu !!
300,"Vous appelez un parapluie volant, enchanté par une sorcière talentueuse.","Ce parapluie a reçu un sort de lévitation mis au point par une vénérable sorcière durant ses jeunes années. Sa toile opaque étant parfaite pour se fondre dans l'obscurité, il lui aurait servi à pénétrer furtivement dans la Grande bibliothèque de Gubal durant les horaires de fermeture. Le caractère anticonformiste de sa créatrice ne semble pas avoir disparu avec le temps...",Fiouuu !!
301,"Vous appelez un parasol volant, enchanté par une sorcière brillante.","Ce parasol a reçu un sort de lévitation mis au point par une vénérable sorcière durant ses jeunes années. Sa créatrice aurait eu cette idée afin de financer ses recherches, choisissant un coloris rose, très en vogue à l'époque, afin d'augmenter ses profits. Une stratégie qui ne s'est pas avérée aussi payante que prévu, étant donné le haut degré de maîtrise magique nécessaire pour diriger l'objet.",Ziouuu !!
302,"Vous appelez Blitzen illusoire, un spectre de renne conjuré par le Blitzen original. Il adore épater la galerie.","Le renne Blitzen, de passage à Gridania pour la fête des étoiles, s'est tellement pris d'affection pour vous qu'il vous a laissé ce spectre en cadeau. C'est une copie très fidèle à l'original, capable d'invoquer des illusions à son tour, pour le plaisir des grands et des petits.",Mwuoooh !
303,"Vous appelez votre trône sildien, un siège flottant découvert dans les ruines d'un ancien palais.","Ce trône (sans doute un meuble de rechange) se trouvait dans les vestiges du palais de Sil'dih, à la sortie des canalisations de l'ancienne cité. Il répondra à vos pensées en s'élevant dans les airs, sans que l'on sache s'il a été conçu ainsi, ou s'il est possédé par l'esprit des défunts...","Sombre histoire, triste mélo..."
304,"Vous appelez Silkie, l'ancien familier de ménage du palais sacré d'Ul'dah.","Une créature magique croisée au fond des canalisations sildiennes. Il s'agit en réalité d'un familier de ménage créé par la très maniaque ancienne sultane Nanasha Ul Nasha, afin de nettoyer le palais d'Ul'dah du sol au plafond. À noter que la plupart de ses fonctions motrices résident dans son pompon et non dans son corps.",Squick squick squick !
305,"Vous appelez votre bête en flammes, une créature qui calcine tout sur son passage, excepté son maître.","Issue du cerveau génial d'Héphaïstos, la bête en flammes est le résultat de la fusion de deux entités fantasmagoriques : le serpent volant et l'oiseau immortel. Seule la personne qu'elle reconnaît comme son maître peut la chevaucher sans être brûlée vive.",Gwaaaah !!
306,"Vous appelez votre lynx des vents tempétueux, un félin ayant émergé des bourrasques malfaisantes du treizième reflet.","Ce lynx a la particularité d'être né dans les tempêtes sauvages du néant et de ses prédominantes Ténèbres. Il est ainsi logiquement devenu le chouchou de Barbariccia, la maîtresse du vent, mais ses origines concrètes sont toujours empreintes de mystère.",...
307,,,
308,"Vous appelez Aeturna, un félin à l'espérance de vie très longue et utilisé au combat par les allagois.","Le premier empereur d'Allag, Xande, aurait rencontré ce fauve lors d'une expédition en Ilsabard durant sa jeunesse. Son nom, rappelant le sens du mot “Éternité”, fut choisi à cause de sa grande longévité. Outre l'ajout d'une armure pour en faire une bête de combat, les Allagois se seraient servis de cette bête lors d'expériences tentant de percer le secret de l'immortalité.",Aéééé !
309,,,
310,Vous appelez une grappe de ballons propulsés grâce au céruleum.,Un ensemble de ballons gonflés au céruleum. Qui n'a jamais rêvé de s'accrocher à quelques ballons pour se laisser porter au gré des vents ? Dommage qu'il faille générer magiquement ces derniers pour se diriger réellement où l'on souhaite.,. . . . .
311,"Vous appelez Anden III, une mystérieuse créature feuillue.","Une étrange créature feuillue offerte par Eo Tyr pour vos services rendus. Elle ressemble au premier Anden, le berger transformé en enfeuillé par les Pixies, cette troisième version ayant été fabriquée à partir des branches élaguées de l'original.",. . . . . !?
312,"Vous appelez le Blackjack, un prototype d'aéronef conçu par les Forges de Garlond.","Un prototype d'aéronef conçu par les Forges de Garlond. Il s'agit d'une version miniaturisée d'un des aéronefs commandés par Tatabaru, le président des Vols Hautvent. Il a beau être plus petit que l'original, il est tout aussi efficace comme moyen de transport.","Quand les choses tombent, elles tombent..."
313,"Vous appelez Phaéton, un légendaire cheval de feu issu des mythes corvosiens.","Une créature équine enveloppée de flammes, mentionnée dans les légendes de la région de Corvos. En temps normal, il est impossible de s'en approcher sans subir de graves brûlures, mais grâce aux prouesses de l'alchimie, il peut dorénavant servir de monture. On raconte qu'un animal similaire destiné à tirer des chariots à travers les cieux aurait existé dans l'ancien monde, cependant rien ne permet d'affirmer que ces deux bêtes sont liées d'une quelconque façon.",Que tout soit consumé par les flammes !
