#,Icon,Hint,HintItem,UnlockLink,FeatureID,Unknown0,IsPurchasable
1592,136032,0,0,0,126,0,False
1593,136033,0,0,0,127,0,False
1594,136034,0,0,0,131,0,False
1595,136035,0,0,0,132,0,False
1596,136036,0,0,0,124,0,False
1597,136037,0,0,0,135,0,False
1598,136038,0,0,0,136,0,False
1599,136039,0,0,0,137,0,False
1600,136040,639,15612,321,143,0,True
1601,136041,0,0,0,123,0,False
1602,136042,0,0,0,141,0,False
1603,136043,0,0,0,142,0,False
1604,136044,639,16703,302,145,0,True
1605,136045,0,0,0,146,0,False
1606,136046,0,0,0,148,0,False
1607,136047,639,17471,337,147,0,True
1608,136048,639,17472,338,150,0,True
1609,136049,0,0,0,140,0,False
1610,136050,0,0,0,149,0,False
1611,136051,0,0,0,138,0,False
1612,136052,0,0,0,151,0,False
1613,136053,0,0,0,152,0,False
1614,136054,0,0,0,153,0,False
1615,136055,639,23369,267,154,0,True
1616,136056,639,23370,268,155,0,True
1617,136057,639,24232,399,113,0,True
1618,136058,639,24233,397,156,0,True
1619,136059,639,24234,398,157,0,True
1620,136060,639,24801,230,158,0,True
1621,136061,639,24802,231,160,0,True
1622,136062,0,0,0,161,0,False
1623,136063,639,27970,413,162,0,True
1624,136064,639,28615,79,164,0,True
1625,136065,639,30113,72,165,0,True
1626,136066,639,31406,280,166,0,True
1627,136067,639,31407,281,167,0,True
1628,136068,639,32835,66,168,0,True
1629,136069,639,32836,67,169,0,True
1630,136070,639,33706,419,170,0,True
1631,136071,639,33707,420,163,0,True
1632,136072,639,33708,421,171,0,True
1633,136073,639,38442,441,128,0,True
1634,136074,639,38443,442,173,0,True
1635,136075,639,39472,447,174,0,True
1636,136076,639,39473,448,175,0,True
1637,136077,639,40601,460,177,0,True
1638,136078,639,41465,476,176,0,True
1639,136079,0,0,0,178,0,False
1640,136080,639,43606,483,179,0,True
1641,136081,639,44506,485,180,0,True
1642,136082,639,44507,486,181,0,True
1643,136083,639,44866,487,182,0,True
1644,136084,639,44867,488,183,0,True
1645,136085,639,44865,489,184,0,True
1646,136086,639,47986,538,185,0,True
1647,136087,639,47987,539,186,0,True
1648,136088,639,46798,550,187,0,True
1649,136089,639,46797,552,188,0,True
1650,136090,639,46796,551,189,0,True
1651,136091,639,50324,573,190,0,True
1652,136092,639,50325,574,191,0,True
1653,136093,639,50326,575,192,0,True
1654,136094,639,50327,576,193,0,True
1655,0,0,0,0,0,0,False
1656,0,0,0,0,0,0,False
1657,0,0,0,0,0,0,False
1658,0,0,0,0,0,0,False
1659,0,0,0,0,0,0,False
1660,0,0,0,0,0,0,False
1661,0,0,0,0,0,0,False
1662,0,0,0,0,0,0,False
1663,0,0,0,0,0,0,False
1664,0,0,0,0,0,0,False
1665,0,0,0,0,0,0,False
1666,0,0,0,0,0,0,False
1667,0,0,0,0,0,0,False
1668,0,0,0,0,0,0,False
1669,0,0,0,0,0,0,False
1670,0,0,0,0,0,0,False
1671,0,0,0,0,0,0,False
1672,0,0,0,0,0,0,False
1673,0,0,0,0,0,0,False
1674,0,0,0,0,0,0,False
1675,0,0,0,0,0,0,False
1676,0,0,0,0,0,0,False
1677,0,0,0,0,0,0,False
1678,0,0,0,0,0,0,False
1679,0,0,0,0,0,0,False
1680,0,0,0,0,0,0,False
1681,0,0,0,0,0,0,False
1682,0,0,0,0,0,0,False
1683,0,0,0,0,0,0,False
1684,0,0,0,0,0,0,False
1685,0,0,0,0,0,0,False
1686,0,0,0,0,0,0,False
1687,0,0,0,0,0,0,False
1688,0,0,0,0,0,0,False
1689,0,0,0,0,0,0,False
1690,0,0,0,0,0,0,False
1691,136201,0,0,0,1,0,False
1692,136202,0,0,0,2,0,False
1693,136203,0,0,0,3,0,False
1694,136204,0,0,0,4,0,False
1695,136205,0,0,0,5,0,False
1696,136206,0,0,0,6,0,False
1697,136207,0,0,0,7,0,False
1698,136208,0,0,0,8,0,False
1699,136209,0,0,0,9,0,False
1700,136210,0,0,0,10,0,False
1701,136211,0,0,0,11,0,False
1702,136212,0,0,0,12,0,False
1703,136214,640,14970,303,101,0,True
1704,136216,0,0,0,103,0,False
1705,136217,0,0,0,105,0,False
1706,136215,0,0,0,102,0,False
1707,136213,641,0,228,61,0,True
1708,136218,0,0,0,106,0,False
1709,136219,0,0,0,107,0,False
1710,136220,0,0,0,108,0,False
1711,136222,0,0,0,111,0,False
1712,136223,639,10084,243,112,0,True
1713,136221,0,0,0,110,0,False
1714,136224,0,0,0,115,0,False
1715,136225,0,0,0,118,0,False
1716,136226,0,0,0,119,0,False
1717,136227,0,0,0,120,0,False
1718,136228,0,0,0,121,0,False
1719,136229,639,13704,287,125,0,True
1720,136230,639,13705,286,130,0,True
1721,136231,639,13703,290,133,0,True
1722,136232,0,0,0,122,0,False
1723,136233,0,0,0,126,0,False
1724,136234,0,0,0,127,0,False
1725,136235,0,0,0,131,0,False
1726,136236,0,0,0,132,0,False
1727,136237,0,0,0,124,0,False
1728,136238,0,0,0,135,0,False
1729,136239,0,0,0,136,0,False
1730,136240,0,0,0,137,0,False
1731,136241,639,15613,322,144,0,True
1732,136242,0,0,0,123,0,False
1733,136243,0,0,0,141,0,False
1734,136244,0,0,0,142,0,False
1735,136245,639,16703,302,145,0,True
1736,136246,0,0,0,146,0,False
1737,136247,0,0,0,148,0,False
1738,136248,639,17471,337,147,0,True
1739,136249,639,17472,338,150,0,True
1740,136250,0,0,0,140,0,False
1741,136251,0,0,0,149,0,False
1742,136252,0,0,0,138,0,False
1743,136253,0,0,0,151,0,False
1744,136254,0,0,0,152,0,False
1745,136255,0,0,0,153,0,False
1746,136256,639,23369,267,154,0,True
1747,136257,639,23370,268,155,0,True
1748,136258,639,24232,399,113,0,True
1749,136259,639,24233,397,156,0,True
1750,136260,639,24234,398,157,0,True
1751,136261,639,24801,230,159,0,True
1752,136262,639,24802,231,160,0,True
1753,136263,0,0,0,161,0,False
1754,136264,639,27970,413,162,0,True
1755,136265,639,28615,79,164,0,True
1756,136266,639,30113,72,165,0,True
1757,136267,639,31406,280,166,0,True
1758,136268,639,31407,281,167,0,True
1759,136269,639,32835,66,168,0,True
1760,136270,639,32836,67,169,0,True
1761,136271,639,33706,419,170,0,True
1762,136272,639,33707,420,163,0,True
1763,136273,639,33708,421,171,0,True
1764,136274,639,36812,435,172,0,True
1765,136275,639,38442,441,128,0,True
1766,136276,639,38443,442,173,0,True
1767,136277,639,39472,447,174,0,True
1768,136278,639,39473,448,175,0,True
1769,136279,639,40601,460,177,0,True
1770,136280,639,41465,476,176,0,True
1771,136281,0,0,0,178,0,False
1772,136282,639,43606,483,179,0,True
1773,136283,639,44506,485,180,0,True
1774,136284,639,44507,486,181,0,True
1775,136285,639,44866,487,182,0,True
1776,136286,639,44867,488,183,0,True
1777,136287,639,44865,489,184,0,True
1778,136288,639,47986,538,185,0,True
1779,136289,639,47987,539,186,0,True
1780,136290,639,46798,550,187,0,True
1781,136291,639,46797,552,188,0,True
1782,136292,639,46796,551,189,0,True
1783,136293,639,50324,573,190,0,True
1784,136294,639,50325,574,191,0,True
1785,136295,639,50326,575,192,0,True
1786,136296,639,50327,576,193,0,True
1787,0,0,0,0,0,0,False
1788,0,0,0,0,0,0,False
1789,0,0,0,0,0,0,False
1790,0,0,0,0,0,0,False
1791,0,0,0,0,0,0,False
1792,0,0,0,0,0,0,False
1793,0,0,0,0,0,0,False
1794,0,0,0,0,0,0,False
1795,0,0,0,0,0,0,False
1796,0,0,0,0,0,0,False
1797,0,0,0,0,0,0,False
1798,0,0,0,0,0,0,False
1799,0,0,0,0,0,0,False
1800,0,0,0,0,0,0,False
1801,0,0,0,0,0,0,False
1802,0,0,0,0,0,0,False
1803,0,0,0,0,0,0,False
1804,0,0,0,0,0,0,False
1805,0,0,0,0,0,0,False
1806,0,0,0,0,0,0,False
1807,0,0,0,0,0,0,False
1808,0,0,0,0,0,0,False
1809,0,0,0,0,0,0,False
1810,0,0,0,0,0,0,False
1811,0,0,0,0,0,0,False
1812,0,0,0,0,0,0,False
1813,0,0,0,0,0,0,False
1814,0,0,0,0,0,0,False
1815,0,0,0,0,0,0,False
1816,0,0,0,0,0,0,False
1817,0,0,0,0,0,0,False
1818,0,0,0,0,0,0,False
1819,0,0,0,0,0,0,False
1820,0,0,0,0,0,0,False
1821,137001,0,0,0,9,5,False
1822,137002,0,0,0,10,5,False
1823,137003,0,0,0,11,6,False
1824,137004,0,0,0,12,6,False
1825,137005,0,0,0,13,7,False
1826,137006,0,0,0,14,7,False
1827,137007,0,0,0,15,8,False
1828,137008,0,0,0,16,8,False
1829,137009,0,0,0,17,5,False
1830,137010,0,0,0,18,5,False
1831,137011,0,0,0,19,6,False
1832,137012,0,0,0,20,6,False
1833,137013,0,0,0,21,7,False
1834,137014,0,0,0,22,7,False
1835,137015,0,0,0,23,8,False
1836,137016,0,0,0,24,8,False
1837,137017,640,14970,303,101,0,True
1838,137018,0,0,0,102,0,False
1839,137019,639,10084,243,112,0,True
1840,137020,639,33707,420,163,0,True
1841,137021,639,30113,72,165,0,True
1842,137022,639,33708,421,171,0,True
1843,137023,639,38442,441,128,0,True
1844,137024,639,38443,442,173,0,True
1845,137025,0,0,0,103,0,False
1846,137026,0,0,0,105,0,False
1847,137027,0,0,0,106,0,False
1848,137028,639,17471,337,147,0,True
1849,137029,639,23370,268,155,0,True
1850,137030,639,33706,419,170,0,True
1851,137033,639,32836,67,169,0,True
1852,137031,639,39472,447,174,0,True
1853,137032,639,39473,448,175,0,True
1854,137034,0,0,0,107,0,False
1855,137036,0,0,0,111,0,False
1856,137035,0,0,0,109,0,False
1857,137037,639,27970,413,162,0,True
1858,137038,639,28615,79,164,0,True
1859,137039,639,32835,66,168,0,True
1860,137040,639,40601,460,177,0,True
1861,137041,0,0,0,114,0,False
1862,137042,0,0,0,117,0,False
1863,137043,0,0,0,120,0,False
1864,137044,639,13705,286,129,0,True
1865,137045,639,24234,398,157,0,True
1866,137046,639,31406,280,166,0,True
1867,137047,639,41465,476,176,0,True
1868,137048,0,0,0,178,0,False
1869,137049,639,43606,483,179,0,True
1870,137055,0,0,0,121,0,False
1871,137056,0,0,0,122,0,False
1872,137057,0,0,0,135,0,False
1873,137058,0,0,0,140,0,False
1874,137059,639,16703,302,145,0,True
1875,137060,639,31407,281,167,0,True
1876,137050,639,44506,485,180,0,True
1877,137051,639,44507,486,181,0,True
1878,137052,639,44866,487,182,0,True
1879,137053,639,44867,488,183,0,True
1880,137054,639,44865,489,184,0,True
1881,137063,0,0,0,116,0,False
1882,137064,0,0,0,123,0,False
1883,137065,639,23369,267,154,0,True
1884,137066,639,24233,397,156,0,True
1885,137067,639,24801,230,158,0,True
1886,137068,0,0,0,161,0,False
1887,137061,639,47986,538,185,0,True
1888,137062,639,47987,539,186,0,True
1889,137072,641,0,228,61,0,True
1890,137073,0,0,0,124,0,False
1891,137074,639,13704,287,125,0,True
1892,137075,0,0,0,126,0,False
1893,137069,639,46798,550,187,0,True
1894,137070,639,46797,552,188,0,True
1895,137071,639,46796,551,189,0,True
1896,137076,0,0,0,131,0,False
1897,137077,0,0,0,132,0,False
1898,137078,0,0,0,137,0,False
1899,137079,639,50324,573,190,0,True
1900,137080,639,50325,574,191,0,True
1901,137081,639,50326,575,192,0,True
1902,137082,639,50327,576,193,0,True
1903,0,0,0,0,0,0,False
1904,0,0,0,0,0,0,False
1905,0,0,0,0,0,0,False
1906,0,0,0,0,0,0,False
1907,0,0,0,0,0,0,False
1908,0,0,0,0,0,0,False
1909,0,0,0,0,0,0,False
1910,0,0,0,0,0,0,False
1911,0,0,0,0,0,0,False
1912,0,0,0,0,0,0,False
1913,0,0,0,0,0,0,False
1914,0,0,0,0,0,0,False
1915,0,0,0,0,0,0,False
1916,0,0,0,0,0,0,False
1917,0,0,0,0,0,0,False
1918,0,0,0,0,0,0,False
1919,0,0,0,0,0,0,False
1920,0,0,0,0,0,0,False
1921,0,0,0,0,0,0,False
1922,0,0,0,0,0,0,False
1923,0,0,0,0,0,0,False
1924,0,0,0,0,0,0,False
1925,0,0,0,0,0,0,False
1926,0,0,0,0,0,0,False
1927,0,0,0,0,0,0,False
1928,0,0,0,0,0,0,False
1929,0,0,0,0,0,0,False
1930,0,0,0,0,0,0,False
1931,0,0,0,0,0,0,False
1932,0,0,0,0,0,0,False
1933,0,0,0,0,0,0,False
1934,0,0,0,0,0,0,False
1935,0,0,0,0,0,0,False
1936,0,0,0,0,0,0,False
1937,0,0,0,0,0,0,False
1938,0,0,0,0,0,0,False
1939,0,0,0,0,0,0,False
1940,0,0,0,0,0,0,False
1941,0,0,0,0,0,0,False
1942,0,0,0,0,0,0,False
1943,0,0,0,0,0,0,False
1944,0,0,0,0,0,0,False
1945,0,0,0,0,0,0,False
1946,0,0,0,0,0,0,False
1947,0,0,0,0,0,0,False
1948,0,0,0,0,0,0,False
1949,0,0,0,0,0,0,False
1950,0,0,0,0,0,0,False
1951,137201,0,0,0,9,5,False
1952,137202,0,0,0,10,5,False
1953,137203,0,0,0,11,6,False
1954,137204,0,0,0,12,6,False
1955,137205,0,0,0,13,7,False
1956,137206,0,0,0,14,7,False
1957,137207,0,0,0,15,8,False
1958,137208,0,0,0,16,8,False
1959,137209,0,0,0,17,5,False
1960,137210,0,0,0,18,5,False
1961,137211,0,0,0,19,6,False
1962,137212,0,0,0,20,6,False
1963,137213,0,0,0,21,7,False
1964,137214,0,0,0,22,7,False
1965,137215,0,0,0,23,8,False
1966,137216,0,0,0,24,8,False
1967,137217,0,0,0,178,0,False
1968,137218,639,43606,483,179,0,True
1969,137224,640,14970,303,101,0,True
1970,137225,0,0,0,102,0,False
1971,137226,639,10084,243,112,0,True
1972,137227,639,33707,420,163,0,True
1973,137229,639,33708,421,171,0,True
1974,137228,639,30113,72,165,0,True
1975,137219,639,44506,485,180,0,True
1976,137220,639,44507,486,181,0,True
1977,137221,639,44866,487,182,0,True
1978,137222,639,44867,488,183,0,True
1979,137223,639,44865,489,184,0,True
1980,137232,0,0,0,103,0,False
1981,137233,0,0,0,105,0,False
1982,137234,0,0,0,106,0,False
1983,137235,639,17471,337,147,0,True
1984,137236,639,23370,268,155,0,True
1985,137237,639,33706,419,170,0,True
1986,137230,639,47986,538,185,0,True
1987,137231,639,47987,539,186,0,True
1988,137241,641,0,228,61,0,True
1989,137242,0,0,0,107,0,False
1990,137243,0,0,0,110,0,False
1991,137245,639,38442,441,128,0,True
1992,137238,639,46798,550,187,0,True
1993,137239,639,46797,552,188,0,True
1994,137240,639,46796,551,189,0,True
1995,137244,0,0,0,111,0,False
1996,137246,639,27970,413,162,0,True
1997,137247,639,32835,66,168,0,True
1998,137248,639,50324,573,190,0,True
1999,137249,639,50325,574,191,0,True
2000,137250,639,50326,575,192,0,True
2001,137251,639,50327,576,193,0,True
2002,0,0,0,0,0,0,False
2003,0,0,0,0,0,0,False
2004,0,0,0,0,0,0,False
2005,0,0,0,0,0,0,False
2006,0,0,0,0,0,0,False
2007,0,0,0,0,0,0,False
2008,0,0,0,0,0,0,False
2009,0,0,0,0,0,0,False
2010,0,0,0,0,0,0,False
2011,0,0,0,0,0,0,False
2012,0,0,0,0,0,0,False
2013,0,0,0,0,0,0,False
2014,0,0,0,0,0,0,False
2015,0,0,0,0,0,0,False
2016,0,0,0,0,0,0,False
2017,0,0,0,0,0,0,False
2018,0,0,0,0,0,0,False
2019,0,0,0,0,0,0,False
2020,0,0,0,0,0,0,False
2021,0,0,0,0,0,0,False
2022,0,0,0,0,0,0,False
2023,0,0,0,0,0,0,False
2024,0,0,0,0,0,0,False
2025,0,0,0,0,0,0,False
2026,0,0,0,0,0,0,False
2027,0,0,0,0,0,0,False
2028,0,0,0,0,0,0,False
2029,0,0,0,0,0,0,False
2030,0,0,0,0,0,0,False
2031,0,0,0,0,0,0,False
2032,0,0,0,0,0,0,False
2033,0,0,0,0,0,0,False
2034,0,0,0,0,0,0,False
2035,0,0,0,0,0,0,False
2036,0,0,0,0,0,0,False
2037,0,0,0,0,0,0,False
2038,0,0,0,0,0,0,False
2039,0,0,0,0,0,0,False
2040,0,0,0,0,0,0,False
2041,0,0,0,0,0,0,False
2042,0,0,0,0,0,0,False
2043,0,0,0,0,0,0,False
2044,0,0,0,0,0,0,False
2045,0,0,0,0,0,0,False
2046,0,0,0,0,0,0,False
2047,0,0,0,0,0,0,False
2048,0,0,0,0,0,0,False
2049,0,0,0,0,0,0,False
2050,0,0,0,0,0,0,False
2051,0,0,0,0,0,0,False
2052,0,0,0,0,0,0,False
2053,0,0,0,0,0,0,False
2054,0,0,0,0,0,0,False
2055,0,0,0,0,0,0,False
2056,0,0,0,0,0,0,False
2057,0,0,0,0,0,0,False
2058,0,0,0,0,0,0,False
2059,0,0,0,0,0,0,False
2060,0,0,0,0,0,0,False
2061,0,0,0,0,0,0,False
2062,0,0,0,0,0,0,False
2063,0,0,0,0,0,0,False
2064,0,0,0,0,0,0,False
2065,0,0,0,0,0,0,False
2066,0,0,0,0,0,0,False
2067,0,0,0,0,0,0,False
2068,0,0,0,0,0,0,False
2069,0,0,0,0,0,0,False
2070,0,0,0,0,0,0,False
2071,0,0,0,0,0,0,False
2072,0,0,0,0,0,0,False
2073,0,0,0,0,0,0,False
2074,0,0,0,0,0,0,False
2075,0,0,0,0,0,0,False
2076,0,0,0,0,0,0,False
2077,0,0,0,0,0,0,False
2078,0,0,0,0,0,0,False
2079,0,0,0,0,0,0,False
2080,0,0,0,0,0,0,False
2081,138001,0,0,0,1,0,False
2082,138002,0,0,0,2,0,False
2083,138003,0,0,0,3,0,False
2084,138004,0,0,0,4,0,False
2085,138005,0,0,0,5,0,False
2086,138006,0,0,0,6,0,False
2087,138007,0,0,0,7,0,False
2088,138008,0,0,0,8,0,False
2089,138009,0,0,0,9,0,False
2090,138010,0,0,0,10,0,False
2091,138011,0,0,0,11,0,False
2092,138012,0,0,0,12,0,False
2093,138013,0,0,0,13,0,False
2094,138014,0,0,0,14,0,False
2095,138015,0,0,0,15,0,False
2096,138016,0,0,0,16,0,False
2097,138017,0,0,0,17,0,False
2098,138018,640,14970,303,101,0,True
2099,138019,0,0,0,102,0,False
2100,138020,639,10084,243,112,0,True
2101,138022,639,30113,72,165,0,True
2102,138021,639,33707,420,163,0,True
2103,138023,639,33708,421,171,0,True
2104,138024,0,0,0,103,0,False
2105,138025,0,0,0,105,0,False
2106,138026,0,0,0,106,0,False
2107,138027,639,17471,337,147,0,True
2108,138028,639,23370,268,155,0,True
2109,138029,639,33706,419,170,0,True
2110,138030,0,0,0,107,0,False
2111,138032,0,0,0,111,0,False
2112,138031,0,0,0,109,0,False
2113,138033,639,27970,413,162,0,True
2114,138034,639,28615,79,164,0,True
2115,138035,639,32835,66,168,0,True
2116,138036,639,38442,441,128,0,True
2117,138037,639,38443,442,173,0,True
2118,138038,0,0,0,114,0,False
2119,138039,0,0,0,117,0,False
2120,138040,0,0,0,120,0,False
2121,138041,639,13705,286,129,0,True
2122,138042,639,24234,398,157,0,True
2123,138043,639,31406,280,166,0,True
2124,138046,639,32836,67,169,0,True
2125,138044,639,39472,447,174,0,True
2126,138045,639,39473,448,175,0,True
2127,138047,0,0,0,121,0,False
2128,138048,0,0,0,122,0,False
2129,138049,0,0,0,135,0,False
2130,138050,0,0,0,140,0,False
2131,138051,639,16703,302,145,0,True
2132,138052,639,31407,281,167,0,True
2133,138053,639,40601,460,177,0,True
2134,138054,0,0,0,116,0,False
2135,138055,0,0,0,123,0,False
2136,138056,639,23369,267,154,0,True
2137,138057,639,24233,397,156,0,True
2138,138058,639,24801,230,158,0,True
2139,138059,0,0,0,161,0,False
2140,138060,639,41465,476,176,0,True
2141,138061,0,0,0,178,0,False
2142,138062,639,43606,483,179,0,True
2143,138069,639,13704,287,125,0,True
2144,138070,0,0,0,126,0,False
2145,138068,0,0,0,124,0,False
2146,138071,0,0,0,131,0,False
2147,138072,0,0,0,132,0,False
2148,138073,0,0,0,137,0,False
2149,138063,639,44506,485,180,0,True
2150,138064,639,44507,486,181,0,True
2151,138065,639,44866,487,182,0,True
2152,138066,639,44867,488,183,0,True
2153,138067,639,44865,489,184,0,True
2154,138076,0,0,0,108,0,False
2155,138077,0,0,0,136,0,False
2156,138078,0,0,0,138,0,False
2157,138079,0,0,0,141,0,False
2158,138080,0,0,0,142,0,False
2159,138081,0,0,0,146,0,False
2160,138074,639,47986,538,185,0,True
2161,138075,639,47987,539,186,0,True
2162,138085,641,0,228,61,0,True
2163,138086,639,15612,321,143,0,True
2164,138087,0,0,0,148,0,False
2165,138088,0,0,0,149,0,False
2166,138082,639,46798,550,187,0,True
2167,138083,639,46797,552,188,0,True
2168,138084,639,46796,551,189,0,True
2169,138089,639,17472,338,150,0,True
2170,138090,0,0,0,151,0,False
2171,138091,0,0,0,152,0,False
2172,138092,639,50324,573,190,0,True
2173,138093,639,50325,574,191,0,True
2174,138094,639,50326,575,192,0,True
2175,138095,639,50327,576,193,0,True
2176,0,0,0,0,0,0,False
2177,0,0,0,0,0,0,False
2178,0,0,0,0,0,0,False
2179,0,0,0,0,0,0,False
2180,0,0,0,0,0,0,False
2181,0,0,0,0,0,0,False
2182,0,0,0,0,0,0,False
2183,0,0,0,0,0,0,False
2184,0,0,0,0,0,0,False
2185,0,0,0,0,0,0,False
2186,0,0,0,0,0,0,False
2187,0,0,0,0,0,0,False
2188,0,0,0,0,0,0,False
2189,0,0,0,0,0,0,False
2190,0,0,0,0,0,0,False
2191,0,0,0,0,0,0,False
2192,0,0,0,0,0,0,False
2193,0,0,0,0,0,0,False
2194,0,0,0,0,0,0,False
2195,0,0,0,0,0,0,False
2196,0,0,0,0,0,0,False
2197,0,0,0,0,0,0,False
2198,0,0,0,0,0,0,False
2199,0,0,0,0,0,0,False
2200,0,0,0,0,0,0,False
2201,0,0,0,0,0,0,False
2202,0,0,0,0,0,0,False
2203,0,0,0,0,0,0,False
2204,0,0,0,0,0,0,False
2205,0,0,0,0,0,0,False
2206,0,0,0,0,0,0,False
2207,0,0,0,0,0,0,False
2208,0,0,0,0,0,0,False
2209,0,0,0,0,0,0,False
2210,0,0,0,0,0,0,False
2211,138201,0,0,0,1,0,False
2212,138202,0,0,0,2,0,False
2213,138203,0,0,0,3,0,False
2214,138204,0,0,0,4,0,False
2215,138205,0,0,0,5,0,False
2216,138206,0,0,0,6,0,False
2217,138207,0,0,0,7,0,False
2218,138208,0,0,0,8,0,False
2219,138209,0,0,0,9,0,False
2220,138210,0,0,0,10,0,False
2221,138211,0,0,0,11,0,False
2222,138212,0,0,0,12,0,False
2223,138213,0,0,0,13,0,False
2224,138214,0,0,0,14,0,False
2225,138215,0,0,0,15,0,False
2226,138216,0,0,0,16,0,False
2227,138217,0,0,0,17,0,False
2228,138218,640,14970,303,101,0,True
2229,138219,0,0,0,102,0,False
2230,138220,639,10084,243,112,0,True
2231,138222,639,30113,72,165,0,True
2232,138221,639,33707,420,163,0,True
2233,138223,639,33708,421,171,0,True
2234,138224,0,0,0,103,0,False
2235,138225,0,0,0,105,0,False
2236,138226,0,0,0,106,0,False
2237,138227,639,17471,337,147,0,True
2238,138228,639,23370,268,155,0,True
2239,138229,639,33706,419,170,0,True
2240,138230,639,36812,435,172,0,True
2241,138231,0,0,0,107,0,False
2242,138233,0,0,0,111,0,False
2243,138232,0,0,0,110,0,False
2244,138234,639,27970,413,162,0,True
2245,138235,639,28615,79,164,0,True
2246,138236,639,32835,66,168,0,True
2247,138237,639,38442,441,128,0,True
2248,138238,639,38443,442,173,0,True
2249,138239,0,0,0,115,0,False
2250,138240,0,0,0,119,0,False
2251,138241,0,0,0,120,0,False
2252,138242,639,13705,286,130,0,True
2253,138243,639,24234,398,157,0,True
2254,138244,639,31406,280,166,0,True
2255,138247,639,32836,67,169,0,True
2256,138245,639,39472,447,174,0,True
2257,138246,639,39473,448,175,0,True
2258,138248,0,0,0,121,0,False
2259,138249,0,0,0,122,0,False
2260,138250,0,0,0,135,0,False
2261,138251,0,0,0,140,0,False
2262,138252,639,16703,302,145,0,True
2263,138253,639,31407,281,167,0,True
2264,138254,639,40601,460,177,0,True
2265,138255,0,0,0,118,0,False
2266,138256,0,0,0,123,0,False
2267,138257,639,23369,267,154,0,True
2268,138258,639,24233,397,156,0,True
2269,138259,639,24801,230,159,0,True
2270,138260,0,0,0,161,0,False
2271,138261,639,41465,476,176,0,True
2272,138262,0,0,0,178,0,False
2273,138263,639,43606,483,179,0,True
2274,138270,639,13704,287,125,0,True
2275,138271,0,0,0,126,0,False
2276,138269,0,0,0,124,0,False
2277,138272,0,0,0,131,0,False
2278,138273,0,0,0,132,0,False
2279,138274,0,0,0,137,0,False
2280,138264,639,44506,485,180,0,True
2281,138265,639,44507,486,181,0,True
2282,138266,639,44866,487,182,0,True
2283,138267,639,44867,488,183,0,True
2284,138268,639,44865,489,184,0,True
2285,138277,0,0,0,108,0,False
2286,138278,0,0,0,136,0,False
2287,138279,0,0,0,138,0,False
2288,138280,0,0,0,141,0,False
2289,138281,0,0,0,142,0,False
2290,138282,0,0,0,146,0,False
2291,138275,639,47986,538,185,0,True
2292,138276,639,47987,539,186,0,True
2293,138286,641,0,228,61,0,True
2294,138287,639,15613,322,144,0,True
2295,138288,0,0,0,148,0,False
2296,138289,0,0,0,149,0,False
2297,138283,639,46798,550,187,0,True
2298,138284,639,46797,552,188,0,True
2299,138285,639,46796,551,189,0,True
2300,138290,639,17472,338,150,0,True
2301,138291,0,0,0,151,0,False
2302,138292,0,0,0,152,0,False
2303,138293,639,50324,573,190,0,True
2304,138294,639,50325,574,191,0,True
2305,138295,639,50326,575,192,0,True
2306,138296,639,50327,576,193,0,True
2307,0,0,0,0,0,0,False
2308,0,0,0,0,0,0,False
2309,0,0,0,0,0,0,False
2310,0,0,0,0,0,0,False
2311,0,0,0,0,0,0,False
2312,0,0,0,0,0,0,False
2313,0,0,0,0,0,0,False
2314,0,0,0,0,0,0,False
2315,0,0,0,0,0,0,False
2316,0,0,0,0,0,0,False
2317,0,0,0,0,0,0,False
2318,0,0,0,0,0,0,False
2319,0,0,0,0,0,0,False
2320,0,0,0,0,0,0,False
2321,0,0,0,0,0,0,False
2322,0,0,0,0,0,0,False
2323,0,0,0,0,0,0,False
2324,0,0,0,0,0,0,False
2325,0,0,0,0,0,0,False
2326,0,0,0,0,0,0,False
2327,0,0,0,0,0,0,False
2328,0,0,0,0,0,0,False
2329,0,0,0,0,0,0,False
2330,0,0,0,0,0,0,False
2331,0,0,0,0,0,0,False
2332,0,0,0,0,0,0,False
2333,0,0,0,0,0,0,False
2334,0,0,0,0,0,0,False
2335,0,0,0,0,0,0,False
2336,0,0,0,0,0,0,False
2337,0,0,0,0,0,0,False
2338,0,0,0,0,0,0,False
2339,0,0,0,0,0,0,False
2340,0,0,0,0,0,0,False
2341,0,0,0,0,0,0,False
2342,0,0,0,0,0,0,False
2343,0,0,0,0,0,0,False
2344,0,0,0,0,0,0,False
2345,0,0,0,0,0,0,False
2346,0,0,0,0,0,0,False
2347,0,0,0,0,0,0,False
2348,0,0,0,0,0,0,False
2349,0,0,0,0,0,0,False
2350,0,0,0,0,0,0,False
2351,0,0,0,0,0,0,False
2352,0,0,0,0,0,0,False
2353,0,0,0,0,0,0,False
2354,0,0,0,0,0,0,False
2355,0,0,0,0,0,0,False
2356,0,0,0,0,0,0,False
2357,0,0,0,0,0,0,False
2358,0,0,0,0,0,0,False
2359,0,0,0,0,0,0,False
2360,0,0,0,0,0,0,False
2361,0,0,0,0,0,0,False
2362,0,0,0,0,0,0,False
2363,0,0,0,0,0,0,False
2364,0,0,0,0,0,0,False
2365,0,0,0,0,0,0,False
2366,0,0,0,0,0,0,False
2367,0,0,0,0,0,0,False
2368,0,0,0,0,0,0,False
2369,0,0,0,0,0,0,False
