#,SupplyItem[0],SupplyItem[1],SupplyItem[2],SupplyItem[3],SupplyItem[4],SupplyItem[5],SupplyItem[6],SupplyItem[7],SupplyItem[8],SupplyItem[9],SupplyItem[10],SupplyItem[11],SetQuantity[0],SetQuantity[1],SetQuantity[2],SetQuantity[3],SetQuantity[4],SetQuantity[5],SetQuantity[6],SetQuantity[7],SetQuantity[8],SetQuantity[9],SetQuantity[10],SetQuantity[11],SetsRequired[0],SetsRequired[1],SetsRequired[2],SetsRequired[3],SetsRequired[4],SetsRequired[5],SetsRequired[6],SetsRequired[7],SetsRequired[8],SetsRequired[9],SetsRequired[10],SetsRequired[11]
1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,8,106,211,321,619,0,0,0,0,0,0,0,7,6,6,7,7,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1101,15,120,211,321,619,0,0,0,0,0,0,0,2,2,6,7,7,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1102,16,120,211,321,619,0,0,0,0,0,0,0,1,2,2,7,7,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1103,17,120,211,321,619,0,0,0,0,0,0,0,2,2,6,7,7,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1104,22,211,619,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1105,126,211,941,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1106,18,211,619,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1107,28,29,211,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1108,30,656,358,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1109,29,245,425,909,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,10,211,321,619,0,0,0,0,0,0,0,0,8,6,6,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1151,15,211,321,619,0,0,0,0,0,0,0,0,4,6,6,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1152,16,211,505,619,936,937,0,0,0,0,0,0,2,6,6,6,6,6,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1153,17,211,510,619,936,937,0,0,0,0,0,0,4,6,6,6,6,6,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1154,22,619,932,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1155,21,619,941,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1156,21,619,941,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1157,23,619,943,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1158,30,943,29,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1159,29,945,132,355,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,103,210,340,321,0,0,0,0,0,0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1201,120,210,340,321,0,0,0,0,0,0,0,0,7,15,15,25,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1202,120,220,346,321,0,0,0,0,0,0,0,0,7,15,3,25,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1203,120,220,346,321,0,0,0,0,0,0,0,0,7,15,3,25,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1204,655,853,932,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1205,853,923,941,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1206,853,923,942,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1207,29,242,366,883,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1208,29,883,882,244,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1209,926,30,886,530,909,0,0,0,0,0,0,0,2,3,2,2,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,4,210,346,619,0,0,0,0,0,0,0,0,6,6,4,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1251,15,210,346,619,0,0,0,0,0,0,0,0,4,6,4,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1252,15,233,346,619,0,0,0,0,0,0,0,0,6,6,3,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1253,15,233,332,346,0,0,0,0,0,0,0,0,6,6,6,4,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1254,22,234,940,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1255,18,22,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
1256,18,24,942,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1257,28,30,366,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1258,30,646,880,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1259,355,243,131,886,0,0,0,0,0,0,0,0,3,2,2,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,213,346,404,505,619,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1301,16,120,112,310,0,0,0,0,0,0,0,0,2,8,8,8,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1302,16,226,232,340,619,0,0,0,0,0,0,0,2,6,6,10,7,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1303,121,357,418,523,619,0,0,0,0,0,0,0,6,4,4,4,7,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1304,655,853,940,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1305,122,321,941,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,8,103,508,510,0,0,0,0,0,0,0,0,6,7,7,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1351,15,111,508,510,0,0,0,0,0,0,0,0,3,4,7,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1352,16,112,226,815,0,0,0,0,0,0,0,0,1,6,3,15,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1353,17,112,357,615,0,0,0,0,0,0,0,0,3,6,3,8,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1354,22,524,940,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1355,18,923,941,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,16,113,625,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1401,19,113,513,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1402,20,846,923,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1403,16,113,625,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1404,19,113,513,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1405,20,846,923,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1406,16,113,625,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1407,19,113,513,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1408,20,846,923,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1409,18,113,648,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1410,23,113,648,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1411,24,914,923,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1412,18,113,648,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1413,23,113,648,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1414,24,914,625,923,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0
1415,18,113,648,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1416,23,113,648,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1417,24,914,625,923,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,0,0,0,0
1418,19,113,625,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1419,20,113,513,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1420,25,615,942,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1421,19,113,625,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1422,20,113,513,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1423,25,615,942,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1424,19,113,625,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1425,20,113,513,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1426,25,615,942,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1427,18,113,648,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1428,23,113,648,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1429,24,942,923,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1430,18,113,648,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1431,23,113,648,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1432,24,942,923,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1433,18,113,648,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1434,23,113,648,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1435,24,942,923,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1436,24,113,883,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1437,26,241,528,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1438,27,657,366,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1439,24,113,883,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1440,26,241,528,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1441,27,657,366,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1442,24,113,883,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1443,26,241,528,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1444,27,657,366,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1445,26,113,648,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1446,27,128,656,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1447,28,366,883,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1448,26,113,648,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1449,27,128,656,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1450,28,366,883,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1451,26,113,648,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1452,27,128,656,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1453,28,366,883,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1454,30,882,657,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1455,30,882,657,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1456,30,882,657,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1457,30,882,657,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1458,30,882,657,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1459,30,882,657,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1460,30,882,657,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1461,30,882,657,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1462,30,882,657,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1463,29,883,354,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1464,29,883,354,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1465,29,883,354,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1466,29,883,354,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1467,29,883,354,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1468,29,883,354,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1469,29,883,354,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1470,29,883,354,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1471,29,883,354,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1472,946,532,243,657,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1473,29,427,889,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1474,29,132,909,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1475,946,532,243,657,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0
1476,29,427,889,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1477,29,132,909,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1478,946,532,243,657,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,0,0,0,0
1479,29,427,889,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1480,29,132,909,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1481,945,131,656,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1482,30,530,425,245,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1483,30,355,909,0,0,0,0,0,0,0,0,0,3,5,30,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1484,945,131,656,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1485,30,530,425,245,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0
1486,30,355,909,0,0,0,0,0,0,0,0,0,3,5,30,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1487,945,131,656,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1488,30,530,425,245,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,0,0,0,0
1489,30,355,909,0,0,0,0,0,0,0,0,0,3,5,30,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1490,37,892,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1491,38,142,534,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1492,39,947,430,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1493,37,892,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1494,38,142,534,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1495,39,947,430,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1496,37,892,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1497,38,142,534,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1498,39,947,430,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1499,37,533,141,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1500,38,659,255,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1501,39,949,381,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1502,37,533,141,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1503,38,659,255,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0
1504,39,949,381,658,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,9,9,9,3,0,0,0,0,0,0,0,0
1505,37,533,141,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1506,38,659,255,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0
1507,39,949,381,658,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,15,15,15,3,0,0,0,0,0,0,0,0
1508,37,379,428,658,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1509,38,142,658,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1510,39,256,893,660,0,0,0,0,0,0,0,0,3,2,3,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1511,39,381,535,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1512,39,949,659,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
1513,40,144,535,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
