#,X,Y,Z,Yaw,Radius,Object,EventId,Map,Territory,Type
5902684,-348.082,116.516,-91.9322,0,1,2006007,0,211,397,45
5902689,292.744,132.446,-244.739,1.33411,1,1014136,0,211,397,8
5902691,288.411,132.421,-240.307,0.80244,1,1014137,0,211,397,8
5902962,276.994,126.088,-248.3,0,303,0,0,211,397,51
5903047,-219.194,112.212,-244.144,-2.90855,1,1014138,0,211,397,8
5903048,-215.961,112.472,-242.642,0.265794,1,1014139,0,211,397,8
5903051,-217.662,107.36,-226.932,0,203,0,0,211,397,51
5903052,-470.39,93.7666,-503.258,0,0.99176,2006008,0,211,397,45
5903053,-466.261,79.4169,-502.984,0,303,0,0,211,397,51
5903059,-472.169,93.8497,-503.685,-1.95785,1,1014140,0,211,397,8
5903060,-469.484,93.7991,-504.969,2.49143,1,1014141,0,211,397,8
5903062,-466.261,80.8214,-502.984,0,303,0,0,211,397,51
5903087,-699.943,100.16,-602.81,0,0.99176,2006009,0,211,397,45
5903089,-709.655,85.41,-592.549,0,303,0,0,211,397,51
5903093,-290.331,76.9834,-259.926,2.74904,1,1014142,0,211,397,8
5903094,-292.607,76.9834,-259.45,-1.4715,1,1014143,0,211,397,8
5903095,-287.765,76.9834,-277.995,0,1,2006010,0,211,397,45
5903096,-287.765,77.7572,-277.995,0,0.99176,2006013,0,211,397,45
5903097,-291.844,76.9834,-261.001,0,1,2006014,0,211,397,45
5903098,-301.922,72.6276,-257.781,0,203,0,0,211,397,51
5903099,-287.765,76.0191,-277.995,0,102,0,0,211,397,51
5903100,-249.379,126.803,8.33903,1.26463,0.99176,2006011,0,211,397,45
5903102,-252.33,127.016,11.108,0,0.99176,2006015,0,211,397,45
5903103,-258.14,126.987,12.7914,1.77269,1,1014144,0,211,397,8
5903104,-253.549,126.797,9.10567,2.63933,1,1014145,0,211,397,8
5903105,-253.491,122.342,12.2095,0,202,0,0,211,397,51
5903106,-258.742,126.986,12.6665,-3.1257,1,1014146,0,211,397,8
5903107,-256.977,126.995,13.1685,2.74689,1,1014147,0,211,397,8
5903108,-258.32,126.946,11.6426,-0.528395,1,1014148,0,211,397,8
5903109,-294.485,221.587,545.944,-2.76984,1,1014149,0,211,397,8
5903111,-253.346,221.393,528.924,0,0.99176,2006017,0,211,397,45
5903113,-271.047,217.672,534.335,0,203,0,0,211,397,51
5903115,507.145,217.952,791.39,0.111375,1,1014150,0,211,397,8
5903116,-304.194,212.504,282.944,0,304,0,0,211,397,51
5903117,-156.072,219.142,669.711,1.41229,1,1014151,0,211,397,8
5903118,-144.568,208.922,659.524,0,303,0,0,211,397,51
5903119,-152.397,219.003,669.964,0,1,2006018,0,211,397,45
5903120,-152.397,219.635,669.964,0,1,2006019,0,211,397,45
5903121,-148.84,212.632,675.596,0,203,0,0,211,397,51
5903122,-291.23,121.509,15.7668,0,204,0,0,211,397,51
5903123,486.385,121.149,-844.996,0,304,0,0,211,397,51
5903124,496.194,133.93,-862.224,-0.840101,1,1014152,0,211,397,8
5903129,-295.82,126.838,3.83557,2.12038,1,1014153,0,211,397,8
5903134,-519.153,119.361,-161.23,-2.14022,1,1014154,0,211,397,8
5903135,-527.214,118.944,-163.134,-2.79867,1,1014155,0,211,397,8
5903139,-533.334,118.96,-167.635,0,1,2006023,0,211,397,45
5903140,-525.773,118.917,-165.737,2.05631,0.75,2006024,0,211,397,45
5903149,-529.734,112.158,-166.404,0,202,0,0,211,397,51
5903154,-525.689,119.097,-165.728,0,0.99176,2006026,0,211,397,45
5903155,-92.5656,96.3412,-645.083,0,1,2006027,0,211,397,45
5903156,-92.5656,96.0453,-645.083,0,0.75,2006025,0,211,397,45
5903157,-92.4896,93.529,-623.602,0,1,2006028,0,211,397,45
5903158,-92.3768,95.8755,-640.704,0,6,4621,0,211,397,9
5903159,-92.4896,86.7809,-639.846,0,202,0,0,211,397,51
5903160,-92.4896,85.0447,-623.602,0,202,0,0,211,397,51
5903173,-470.362,93.7703,-503.233,0,6.25,5000000,67301,211,397,49
5903174,-699.943,100.16,-602.81,0,6.25,5000000,67302,211,397,49
5903275,302.395,-115.935,420.176,-0.524732,0.5,0,0,215,401,5
5904722,731.844,-69.6555,-24.1291,0,6,4102,0,215,455,9
5904729,-628.666,96.9365,-462.945,-1.07699,1,0,0,211,397,40
5904730,-628.666,96.9365,-462.945,-1.07699,1,0,0,211,397,40
5904735,-12.2874,32,-34.875,1.97798,0.441397,0,0,11,474,40
5904769,609.705,-128.063,230.884,0.0257423,1,1012361,0,215,401,8
5904770,619.032,-128.063,236.031,-0.499424,1,1012362,0,215,401,8
5905149,508.768,95.942,-450.272,1.76747,1,2006047,0,16,135,45
5905150,508.768,95.942,-450.272,1.76747,5.59771,5000000,67222,16,135,49
5905315,508.768,87.7313,-450.272,0,203,0,0,16,135,51
5905332,357.274,-114.266,382.389,1.5999,1,0,0,215,401,40
5905380,84.0154,-49.201,-156.992,0.524976,1,1014195,0,212,398,8
5905381,59.8606,-49.7621,-154.78,0.679387,1,1014196,0,212,398,8
5905382,68.675,-49.2503,-160.393,-1.05785,1,1014197,0,212,398,8
5905383,-651.043,97.1062,-455.486,-1.51497,6,4436,0,211,489,9
5905384,-648.326,97.0757,-455.7,-1.53216,6,4437,0,211,489,9
5905385,-648.021,97.3199,-452.892,-1.44314,6,4435,0,211,489,9
5905388,-620.848,96.9592,-466.336,1.9825,6,4438,0,211,489,9
5905389,-621.829,97.0176,-463.613,1.97224,6,4439,0,211,489,9
5905390,-623.445,96.8543,-467.183,1.84436,6,4439,0,211,489,9
5905392,-669.726,121.156,-475.323,0,1,1014192,0,211,489,8
5905393,-671.174,121.153,-475.699,0,1,1014193,0,211,489,8
5905394,-71.0613,-176.801,758.134,1.26451,1,1014084,0,215,401,8
5905396,-701.057,101.215,-444.944,1.74987,6,4442,0,211,489,9
5905397,-705.574,101.734,-444.059,1.74878,6,4443,0,211,489,9
5905398,-705.055,102.253,-438.352,1.81298,6,4443,0,211,489,9
5905399,-706.855,101.459,-449.247,1.69058,6,4443,0,211,489,9
5905402,-583.837,96.0924,-481.59,-1.16902,6,4444,0,211,489,9
5905403,-585.546,96.0924,-487.785,-1.12718,6,4444,0,211,489,9
5905404,-580.205,96.0007,-476.494,-1.17376,6,4444,0,211,489,9
5905414,-587.713,96.2755,-490.929,-1.13032,6,4444,0,211,489,9
5905415,-586.95,96.4586,-494.774,-1.13436,6,4443,0,211,489,9
5905417,-584.417,96.184,-489.433,-1.14866,6,4443,0,211,489,9
5905420,-579.931,95.9703,-476.799,-1.05955,6,4442,0,211,489,9
5905421,-581.945,96.0007,-482.17,-1.12822,6,4444,0,211,489,9
5905422,-577.245,95.8483,-471.427,-1.20086,6,4444,0,211,489,9
5905461,-107.177,-34.4532,-170.226,-0.0763751,1,1014156,0,212,398,8
5905464,-233.796,-30.4985,-136.663,-0.527165,1,1014157,0,212,398,8
5905465,-105.119,-33.9514,-49.7903,-3.12683,1,1014158,0,212,398,8
5905470,-120.181,-35.4085,126.98,-1.17374,1,1014159,0,212,398,8
5905471,-213.513,-36.5606,177.572,0.50932,1,1014160,0,212,398,8
5905474,-107.243,-41.1566,-160.623,0,204,0,0,212,398,51
5905476,-216.427,-37.7756,-142.204,0,203,0,0,212,398,51
5905478,-117.841,-39.9858,-25.5898,0,204,0,0,212,398,51
5905480,-127.584,-38.6405,108.113,0,203,0,0,212,398,51
5905483,-230.087,-49.5828,166.459,0,303,0,0,212,398,51
5905488,-668.398,98.3187,-450.574,-1.39107,1,0,0,211,489,40
5905499,-671.975,98.2065,-450.068,-1.42767,6,4436,0,211,489,9
5905500,-670.588,97.734,-452.842,-1.45366,6,4437,0,211,489,9
5905501,-669.295,98.2646,-448.255,-1.32492,6,4435,0,211,489,9
5905502,0.787949,-132.361,705.287,1.23978,1,1014161,0,212,398,8
5905503,-678.92,-109.682,463.188,-1.48698,0.5,0,0,215,401,5
5905504,76.8903,-122.057,344.043,0,304,0,0,212,398,51
5905506,27.01,-138.504,718.68,0,2,2006029,0,212,398,45
5905507,27.1226,-138.516,714.881,-0.0649261,6,2949,0,212,398,9
5905509,26.362,-140.842,717.548,0,203,0,0,212,398,51
5905519,125.253,-111.179,300.758,0,2,2006030,0,212,398,45
5905521,123.551,-116.706,305.137,0,303,0,0,212,398,51
5905526,-389.338,15.1565,-96.9947,0,1,1014162,0,212,398,8
5905527,-388.586,16.0197,-90.6508,2.61044,1,1014163,0,212,398,8
5905531,-313.334,96.0603,39.8633,2.33966,1,1014164,0,212,398,8
5905532,-285.393,154.229,-285.759,0.818004,1,1014165,0,212,398,8
5905533,-401.823,314.725,-358.742,-0.314358,1,1014166,0,212,398,8
5905536,-343.756,359.299,-497.162,1.31089,1,1014167,0,212,398,8
5905537,-47.8174,271.554,-787.772,-0.611183,1,1014168,0,212,398,8
5905538,-43.852,272.621,-812.533,0.651911,1,2006031,0,212,398,45
5905574,-278.465,150.672,-279.389,0,203,0,0,212,398,51
5905576,-408.022,296.222,-348.689,0,303,0,0,212,398,51
5905577,-330.595,348.458,-492.511,0,303,0,0,212,398,51
5905578,-54.3915,261.658,-799.363,0,303,0,0,212,398,51
5905605,377.65,25.2405,-624.574,0,1,2006032,0,212,398,45
5905609,386.627,21.4234,-631.238,0,203,0,0,212,398,51
5905611,711.022,-39.322,196.1,0,203,0,0,212,398,51
5905618,849.187,-40.5609,-31.3826,0,203,0,0,212,398,51
5905619,702.175,-26.5761,-269.344,0,203,0,0,212,398,51
5905620,-19.9802,0,73.213,-0.266335,1,0,0,226,462,40
5905621,350.263,-32.9115,-430.193,0,203,0,0,212,398,51
5905622,474.722,-54.8253,71.6426,0,305,0,0,212,398,51
5905627,-649.447,95.4921,-471.269,2.51861,6,4438,0,211,489,9
5905628,-648.836,95.7284,-467.812,2.65455,6,4439,0,211,489,9
5905629,-652.34,95.8793,-470.099,2.58933,6,4439,0,211,489,9
5905630,-657.848,96.7605,-468.912,0.653877,6,4440,0,211,489,9
5905631,-388.586,16.0197,-90.6508,2.70181,1,1014169,0,212,398,8
5905632,-659.809,96.9341,-468.031,0.519488,1,1014194,0,211,489,8
5905655,-707.039,101.948,-443.632,1.78991,6,4441,0,211,489,9
5905657,-621.786,103.79,-508.422,-0.659212,6,4442,0,211,489,9
5905658,-622.091,104.309,-513.885,-0.545731,6,4443,0,211,489,9
5905659,-616.933,104.034,-510.039,-0.671062,6,4443,0,211,489,9
5905661,-587.438,96.2449,-490.654,-1.13032,6,4444,0,211,489,9
5905662,-586.645,96.4586,-494.469,-1.13436,6,4443,0,211,489,9
5905663,-584.112,96.184,-489.128,-1.14866,6,4443,0,211,489,9
5905667,-579.9,96.0007,-476.219,-1.18809,6,4444,0,211,489,9
5905670,-582.433,96.0314,-482.323,-1.07469,6,4444,0,211,489,9
5905672,-576.757,95.8483,-471.458,-1.24317,6,4444,0,211,489,9
5905683,-644.22,99.1895,-429.48,-1.24515,1,1014198,0,211,489,8
5905684,-639.117,99.0064,-431.16,0.340817,0.99176,2006049,0,211,489,45
5905746,531.357,348.497,-737.408,1.74173,1,1014199,0,53,155,8
5905825,-373.422,-55.2113,-630.076,-0.879999,1,1014171,0,215,401,8
5905826,-605.617,-54.3109,-430.786,0,204,0,0,215,401,51
5905827,-275.214,-14.2404,-690.287,0,1,2006033,0,215,401,45
5905828,-267.056,-17.065,-681.197,0,203,0,0,215,401,51
5905829,-288.017,-13.906,-640.634,2.79584,1,1014172,0,215,401,8
5905830,-274.936,-14.949,-694.958,0,6,4066,0,215,401,9
5905832,-502.275,-37.364,-405.826,1.03679,1,1014173,0,215,401,8
5905851,-554.619,-52.2669,-427.84,2.63569,1,1014174,0,215,401,8
5905853,242.361,45.35,-444.354,1.80286,1,1014175,0,215,401,8
5905854,262.654,43.5966,-446.653,0.523599,1,1014176,0,215,401,8
5905855,262.435,44.3144,-450.319,1.04403,1,1014177,0,215,401,8
5905858,262.654,43.5966,-446.653,-2.61799,6,4052,0,215,401,9
5905865,251.073,-41.891,613.452,0,0.5,0,0,214,400,5
5905866,258.993,39.0215,-450.84,0,202,0,0,215,401,51
5905869,-600.527,-51.0518,-387.106,1.5434,1,1014178,0,215,401,8
5905887,386.427,71.1403,-447.833,0.773346,1,1014200,0,215,401,8
5905889,440.436,69.6189,-410.683,0,203,0,0,215,401,51
5905908,59.0371,-50.4306,-141.039,3.07048,1,1014201,0,212,398,8
5905936,-380.794,-58.0923,-619.037,0,203,0,0,215,401,51
5905958,13.3438,32,35.9534,1.80321,0.404708,0,0,11,474,40
5905985,-70.2453,-10.178,-105.913,-0.850533,0.5,0,0,145,460,5
5905987,-67.6921,-10.178,-102.274,-1.11508,0.5,0,0,145,460,5
5906002,-174.365,45.6258,181.096,-0.0637292,2.52804,5000000,0,11,474,49
5906060,284.071,-44.0136,435.926,0,405,0,0,214,400,51
5906067,455.797,-15.6662,-323.708,0,1,2006050,0,25,156,45
5906068,429.986,-23.9131,-300.899,0,1,2006051,0,25,156,45
5906069,434.62,-23.053,-280.173,0,1,2006052,0,25,156,45
5906154,14.1456,-3.71876,87.7561,0,6,1016,0,29,22,9
5906882,-127.617,40,139.638,2.32449,1,0,0,11,474,40
5906959,384.224,-0.381805,65.911,0.947322,1,1014284,0,19,139,8
5907046,190.167,-2.51531,73.1434,-1.68148,1,1014202,0,2,132,8
5907047,190.723,-2.60233,74.7602,-2.23968,1,1014205,0,2,132,8
5907051,191.683,-2.62803,75.5517,-0.808666,1,1014209,0,2,132,8
5907052,191.162,-2.56957,73.4901,-1.75469,1,1014212,0,2,132,8
5907054,188.568,-2.55841,72.9082,0.657881,1,1014214,0,2,132,8
5907058,29.007,-18.8,96.7233,-0.333206,1,1014273,0,2,132,8
5907060,29.7851,-18.8,96.5073,-0.526364,1,1014280,0,2,132,8
5907075,1.26336,0.500026,-1.05314,-2.41724,1,1014203,0,68,204,8
5907077,0.49911,0.500026,-1.71433,-2.73519,1,1014206,0,68,204,8
5907079,-1.00473,0.500026,-1.72326,1.54982,1,1014213,0,68,204,8
5907084,28.8853,6.65636,421.469,0.479831,1,1014207,0,5,152,8
5907088,24.7008,6.38867,414.958,-1.99033,1,1014204,0,5,152,8
5907089,24.1427,6.38767,415.825,-2.52782,1,1014211,0,5,152,8
5907094,-52.5218,8.05915,31.7288,-3.08397,1,1014208,0,218,418,8
5907095,-51.3112,8.15915,32.543,2.23913,1,1014210,0,218,418,8
5907111,446.409,212.53,697.446,1.2458,1,1014215,0,211,397,8
5907112,447.572,212.53,696.779,-0.747729,1,1014220,0,211,397,8
5907113,445.388,212.54,699.815,0.435831,1,1014216,0,211,397,8
5907114,444.815,212.54,698.074,0.74116,1,1014219,0,211,397,8
5907119,59.1453,101.452,-50.7949,2.52084,1,1014217,0,211,397,8
5907120,57.9385,101.396,-52.6894,3.10006,1,1014221,0,211,397,8
5907121,58.0712,101.415,-50.0592,2.55897,1,1014223,0,211,397,8
5907122,59.2507,101.396,-54.4901,2.29731,1,1014225,0,211,397,8
5907134,66.14,103.897,-127.02,0,11.9564,5000000,0,211,397,49
5907152,58.7654,101.402,-51.671,-1.74044,1,1014218,0,211,397,8
5907154,56.8888,101.353,-50.5866,-2.47689,1,1014222,0,211,397,8
5907155,55.3597,101.349,-51.2059,0.477531,1,1014224,0,211,397,8
5907156,55.9485,101.38,-52.1814,2.58695,1,1014226,0,211,397,8
5907479,-294.245,125.734,-15.1425,-0.698963,1,1014227,0,211,397,8
5907481,-299.093,126.332,-8.66843,-2.62793,1,1014233,0,211,397,8
5907482,-299.977,126.288,-9.81158,0.78764,1,1014239,0,211,397,8
5907484,-431.565,92.671,-508.902,1.82617,1,1014228,0,211,397,8
5907485,-431.408,92.7413,-507.643,-2.11806,1,1014234,0,211,397,8
5907487,-430.9,92.4995,-509.972,0.748448,1,1014240,0,211,397,8
5907488,-429.801,92.598,-509.392,-1.77807,1,1014246,0,211,397,8
5907495,-777.99,112.02,-580.52,0,6.46,5000000,0,211,397,49
5907619,-741.318,104.404,-469.035,2.57093,1,1014229,0,211,397,8
5907620,-742.55,103.923,-464.591,2.73825,1,1014235,0,211,397,8
5907621,-742,104.557,-472.007,1.8311,1,1014241,0,211,397,8
5907622,-748.978,103.923,-467.903,-2.85915,1,1014243,0,211,397,8
5907623,-744.799,104.065,-467.275,-2.29693,1,1014244,0,211,397,8
5907624,-744.209,104.858,-476.75,2.45147,1,1014245,0,211,397,8
5907626,-753.933,103.899,-467.185,1.18607,1,1014230,0,211,397,8
5907627,-752.862,103.844,-467.671,0.719613,1,1014236,0,211,397,8
5907628,-750.973,103.932,-465.446,1.01429,1,1014242,0,211,397,8
5907644,544.502,-51.27,64.6447,2.81853,1,1014231,0,212,398,8
5907646,544.989,-51.2856,65.4048,1.90199,1,1014232,0,212,398,8
5907647,543.877,-51.2856,65.2323,2.92089,1,1014238,0,212,398,8
5907678,543.029,-51.2856,64.3842,-2.8857,1,1014251,0,212,398,8
5907684,542.109,-51.2856,63.0213,0.501987,1,1014255,0,212,398,8
5907685,540.558,-51.2856,62.7461,1.0705,1,1014257,0,212,398,8
5907686,544.512,-51.2856,62.2568,-0.0849127,1,1014261,0,212,398,8
5907687,218.433,-104.75,592.004,0.544497,1,1014248,0,212,398,8
5907688,220.241,-104.398,593.876,-0.118777,1,1014252,0,212,398,8
5907689,219.892,-104.587,592.267,2.55752,1,1014260,0,212,398,8
5907709,184.375,-119.133,480.644,0.329609,1,1014254,0,212,398,8
5907710,184.497,-119.554,482.414,0.272758,1,1014256,0,212,398,8
5907727,457.12,-51.158,101.49,2.66079,1,1014270,0,212,398,8
5907728,457.741,-51.1542,100.511,-1.34259,1,1014269,0,212,398,8
5907732,118.848,-5.2792,-58.3242,-0.82134,0.5,0,0,219,419,5
5907733,-223.63,-30.09,78.73,-1.58363,1,1014262,0,212,398,8
5907735,-684.474,4.89813,-821.622,-1.99581,1,1014263,0,212,398,8
5907768,-449.929,-4.03479,-716.406,-1.61759,1,1014274,0,215,401,8
5907770,-451.179,-4.40803,-717.051,0.89597,1,1014281,0,215,401,8
5907772,-179.437,19.4057,-855.978,2.0118,1,1014275,0,215,401,8
5907774,-179.742,19.4949,-857.333,1.52473,1,1014282,0,215,401,8
5907782,-451.867,-4.92677,-713.789,1.59438,1,1014276,0,215,401,8
5907783,-452.32,-5.61209,-711.904,1.16464,1,1014278,0,215,401,8
5907784,-450.897,-5.03148,-712.647,-1.90049,1,1014283,0,215,401,8
5907791,16.6059,102.076,116.003,-2.64305,10,0,0,211,397,40
5907792,21.1237,102.519,125.466,-2.66475,5,0,0,211,397,40
5907794,26.8438,102.345,115.834,-2.1485,5,0,0,211,397,40
5907795,9.79101,102.106,123.532,2.48495,5,0,0,211,397,40
5907796,11.669,101.195,106.996,0.492862,5,0,0,211,397,40
5907797,-326.408,153.183,29.0879,2.99392,10,0,0,211,397,40
5907798,-326.28,154.061,38.7684,-3.13314,5,0,0,211,397,40
5907799,-317.742,152.535,33.7581,-2.10983,5,0,0,211,397,40
5907800,-337.35,154.041,31.3412,1.7703,5,0,0,211,397,40
5907801,-325.578,153.082,19.7495,-0.0768091,5,0,0,211,397,40
5907804,-788.745,106.835,-519.184,0.763529,10,0,0,211,397,40
5907805,-797.15,108.302,-526.344,0.876275,5,0,0,211,397,40
5907806,-797.124,107.097,-514.118,2.01592,5,0,0,211,397,40
5907807,-786.283,107.666,-529.454,-0.101937,5,0,0,211,397,40
5907808,-782.928,105.815,-513.192,-2.0527,5,0,0,211,397,40
5907854,236.752,64.6908,-23.0226,-0.837663,6,4633,0,168,490,9
5907861,217.779,64.9652,12.3039,2.97974,6,4635,0,168,490,9
5907866,241.199,64.8965,-14.0536,-1.41162,6,4637,0,168,490,9
5907870,220,64.683,-19,0.0390833,6,4636,0,168,490,9
5907872,211,64.683,-19,0,6,4638,0,168,490,9
5907873,209,64.683,-22,0,6,4639,0,168,490,9
5907874,213,64.683,-22,0,6,4639,0,168,490,9
5907875,234.929,64.6908,-22.9559,-0.795492,6,4638,0,168,490,9
5907876,236.653,64.7272,-21.1306,-0.779533,6,4638,0,168,490,9
5907877,236.497,64.6908,-25.0119,-0.832973,6,4639,0,168,490,9
5907878,213.367,64.683,-32.5476,0,6,4638,0,168,490,9
5907879,216.236,64.683,-32.6391,0,6,4638,0,168,490,9
5907880,214.801,64.683,-34.1039,0,6,4639,0,168,490,9
5907881,206.653,64.683,-21.8358,0,6,4641,0,168,490,9
5907882,206.592,64.683,-21.7747,0,6,4642,0,168,490,9
5907883,219.44,64.683,-37.4304,0,6,4638,0,168,490,9
5907884,217.822,64.683,-39.5057,0,6,4638,0,168,490,9
5907885,221.179,64.683,-39.4751,0,6,4638,0,168,490,9
5907887,217.762,64.683,-37.7051,0,6,4638,0,168,490,9
5907888,221.24,64.683,-37.6135,0,6,4638,0,168,490,9
5907889,219.379,64.683,-39.5972,0,6,4640,0,168,490,9
5907902,241.199,64.8965,-14.0536,-1.41162,1,1014285,0,168,490,8
5907903,243.564,69.2194,-31.6685,-0.170773,1,1014286,0,168,490,8
5907904,243.275,69.5006,-33.1274,-1.02038,1,1014287,0,168,490,8
5907905,244.041,69.6105,-33.0134,0.95857,1,1014288,0,168,490,8
5907906,-162.039,16.9796,-40.2048,0.0705608,1,0,0,218,418,40
5907947,-777.99,112.02,-580.52,0,1,2006301,0,211,397,45
5907952,66.14,103.897,-127.02,0,1,2006300,0,211,397,45
5907980,266.416,232.541,739.785,-2.92147,1,0,0,213,503,40
5907982,269.612,232.532,738.46,-2.79747,6,4832,0,213,503,9
5907983,262.928,232.532,740.291,3.10851,6,4833,0,213,503,9
5907984,258.153,232.541,707.037,0.109239,6,4834,0,213,503,9
5907985,260.88,232.541,716.852,0.0272529,6,4835,0,213,503,9
5907986,252.829,232.541,717.865,0,6,4836,0,213,503,9
5907987,267.14,232.532,713.832,0,6,4837,0,213,503,9
5907988,259.749,232.541,712.023,0,6,4838,0,213,503,9
5907989,262.711,232.541,734.869,-3.13699,1,0,0,213,399,40
5907991,273.33,232.541,760.248,1.62683,1,0,0,213,399,40
5908181,-2.01953,0,0.0194174,-1.88241,1,0,0,107,212,40
5908212,-486.902,137.43,701.342,-2.26045,1.2,2006061,0,213,399,45
5908213,3.20492,0,1.15274,-1.59105,0.5,0,0,225,456,5
5908214,0.6256,-0.0153,-11.2104,0,0.5,0,0,225,456,5
5908215,-0.0153,5.233,-26.1888,0,0.5,0,0,225,456,5
5908216,-2.6503,4.6331,-26.2663,0,0.5,0,0,225,456,5
5908217,2.6722,4.6332,-26.1072,0,0.5,0,0,225,456,5
5908218,-2.34546,0,0.476812,1.53204,0.5,0,0,225,456,5
5908219,-4.11691,0,4.27834,1.80181,0.5,0,0,225,456,5
5908220,-471.824,137.408,705.583,-0.941831,1.17493,2006062,0,213,399,45
5908221,-473.475,137.43,685.415,0.735028,1.2,2006063,0,213,399,45
5908222,-486.902,137.43,701.342,2.64634,6,44,0,213,399,9
5908223,-471.824,137.408,705.583,-2.49844,6,44,0,213,399,9
5908224,-473.475,137.43,685.415,-0.435127,6,44,0,213,399,9
5908225,258.093,4.40312,714.293,0.96325,1,0,0,16,135,40
5908226,-475.528,133.454,693.51,0,203,0,0,213,399,51
5908227,-599.666,192.387,496.895,0,1.25,2006064,0,213,399,45
5908228,-170.563,200.106,785.351,0,1.25,2006065,0,213,399,45
5908229,183.244,220.296,746.858,0,1.25,2006066,0,213,399,45
5908230,-635.898,151.934,258.843,0,1.25,2006067,0,213,399,45
5908231,-588.56,147.96,-53.6301,0,1.25,2006068,0,213,399,45
5908232,-284.292,147.96,-17.666,0,1.25,2006069,0,213,399,45
5908233,132.313,61.2113,-206.627,0,1.25,2006070,0,213,399,45
5908234,360.439,78.4091,24.534,0,1.25,2006071,0,213,399,45
5908235,-876.747,167.079,42.6876,0,1,2006072,0,213,399,45
5908236,-924.618,223.969,266.099,0,1,2006073,0,213,399,45
5908237,236.917,65.5397,-23.2143,0,1,2006084,0,168,490,45
5908238,-782.167,176.274,391.588,0,1,2006074,0,213,399,45
5908239,-883.823,200.347,495.04,0,1,2006075,0,213,399,45
5908240,-786.308,157.754,613.196,0,1,2006076,0,213,399,45
5908241,-843.813,211.815,360.717,0,6.25,5000000,67505,213,399,49
5908242,-843.795,214.04,360.665,0,1,2006077,0,213,399,45
5908243,-843.795,206.81,360.665,0,203,0,0,213,399,51
5908244,-73.7929,152.727,747.916,1.57908,1,1014289,0,213,399,8
5908247,-81.7397,152.541,747.877,0,1,2006080,0,213,399,45
5908249,-79.285,140.507,747.86,0,303,0,0,213,399,51
5908250,-14.5332,10.6158,16.2684,2.22316,0.5,0,0,225,456,5
5908255,-377.875,124.535,622.549,0,305,0,0,213,399,51
5908257,-327.22,137.13,664.799,0,1,2006081,0,213,399,45
5908258,-437.388,137.102,604.897,0,0.99176,2006082,0,213,399,45
5908259,-363.29,137.13,555.723,0,1,2006083,0,213,399,45
5908263,-320.754,137.13,669.699,-2.03271,6,4016,0,213,399,9
5908264,-448.862,137.102,604.883,1.96533,6,4016,0,213,399,9
5908265,-363.29,137.13,547.488,0.0988265,6,4016,0,213,399,9
5908268,-358.431,57.9981,-383.738,2.9675,1,0,0,30,486,40
5908273,220.517,64.8118,9.13204,0,1,0,0,168,490,40
5908313,531.186,-99.849,349.993,2.68572,0.5,0,0,215,455,5
5908314,620.23,-128.063,235.587,-0.353983,0.5,0,0,215,455,5
5908315,609.867,-128.063,231.297,0.18174,0.5,0,0,215,455,5
5908333,102.251,102.14,-38.2544,-0.240599,1,1012330,0,211,397,8
5908334,105.167,102.268,-39.0724,-3.07352,0.5,0,0,211,479,5
5908335,475.171,162.728,-520.641,2.78649,0.5,0,0,211,479,5
5908336,460.183,162.508,-527.022,-0.233408,0.5,0,0,211,479,5
5908337,465.395,162.497,-529.201,1.92196,0.5,0,0,211,479,5
5908338,445.712,162.409,-524.929,-1.49437,0.5,0,0,211,479,5
5908339,454.718,164.308,-541.939,0,0.5,0,0,211,479,5
5908341,102.281,102.157,-38.2239,-0.24055,0.5,0,0,211,479,5
5908343,1.32762,0.0199996,-7.64912,-0.391012,1,1014316,0,221,428,8
5908344,-679.051,121.493,-382.611,-2.26505,1,0,0,211,397,40
5908345,-687.464,121.608,-387.823,1.63769,1,1014317,0,211,397,8
5908346,-692.965,121.628,-389.949,0.725667,1,1014318,0,211,397,8
5908392,-6.2985,-20.6611,181.779,-1.09498,1,1014290,0,214,400,8
5908394,-1.39826,-19.9905,187.691,-2.90558,1,1014291,0,214,400,8
5908395,-12.1286,-21.8394,182.826,0.80128,1,1014292,0,214,400,8
5908402,-5.02417,-20.3182,177.099,-0.22734,6,3999,0,214,400,9
5908403,-6.29852,-20.6611,181.779,0,1,2006085,0,214,400,45
5908405,-6.2985,-20.6611,181.779,0,6.25,5000000,67399,214,400,49
5908406,-3.53471,-28.7282,182.36,0,203,0,0,214,400,51
5908411,-106.885,36.3944,186.194,0.414307,1,1014293,0,214,400,8
5908412,-369.645,30.2894,423.111,-2.82318,1,1014294,0,214,400,8
5908413,-369.478,31.0286,415.549,-0.0319211,1,1014295,0,214,400,8
5908414,-371.083,30.353,423.451,2.40805,1,1014296,0,214,400,8
5908415,-271.427,41.099,242.217,2.54294,1,1014297,0,214,400,8
5908416,-271.427,41.099,242.217,0,6.25,5000000,67400,214,400,49
5908417,-271.427,41.099,242.217,0,1,2006086,0,214,400,45
5908418,-273.54,41.099,237.359,0.35291,6,4076,0,214,400,9
5908419,-370.656,30.4584,422.098,0.862428,1,1014298,0,214,400,8
5908420,-367.577,31.0397,414.141,-0.0319203,1,1014299,0,214,400,8
5908421,-276.63,35.5282,249.293,0,203,0,0,214,400,51
5908422,-696.321,79,269.019,1.1912,1,1014300,0,214,400,8
