#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,Unknown2,DefaultActionRange,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,SubcategorySort,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
31328,certificat de saint d'Azurée S2,certificats de saint d'Azurée S2,"Ce certificat est remis aux artisans et récolteurs qui se sont distingués durant la recon­struc­tion d'Azurée.
[Permet d'obtenir le haut fait “Saint d'Azurée”]
[Saison 2]",Certificat de saint d'Azurée S2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26191,1,50000,2221,0,0,0,1,16,61,0,0,59,0,2,0,False,True,False,False,False,False,False,False
31329,coffre d'arme [Nv 18-21],coffres d'arme [Nv 18-21],"Un coffre contenant une arme.
[Procure une arme adaptée à la classe/job actuel]
[Utilisable dans les cités et les zones en dehors]",Coffre d'arme [Nv 18-21],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000238,1,2,0,0,0,26557,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
31330,coffre d'arme [Nv 21-23],coffres d'arme [Nv 21-23],"Un coffre contenant une arme.
[Procure une arme adaptée à la classe/job actuel]
[Utilisable dans les cités et les zones en dehors]",Coffre d'arme [Nv 21-23],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000239,1,2,0,0,0,26557,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
31331,coffre d'arme [Nv 24-26],coffres d'arme [Nv 24-26],"Un coffre contenant une arme.
[Procure une arme adaptée à la classe/job actuel]
[Utilisable dans les cités et les zones en dehors]",Coffre d'arme [Nv 24-26],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000240,1,2,0,0,0,26557,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
31332,coffre d'arme [Nv 28-30],coffres d'arme [Nv 28-30],"Un coffre contenant une arme.
[Procure une arme adaptée à la classe/job actuel]
[Utilisable dans les cités et les zones en dehors]",Coffre d'arme [Nv 28-30],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000241,1,2,0,0,0,26557,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
31333,coffre d'arme [Nv 34-35],coffres d'arme [Nv 34-35],"Un coffre contenant une arme.
[Procure une arme adaptée à la classe/job actuel]
[Utilisable dans les cités et les zones en dehors]",Coffre d'arme [Nv 34-35],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000242,1,2,0,0,0,26557,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
31334,coffre d'arme [Nv 36-38],coffres d'arme [Nv 36-38],"Un coffre contenant une arme.
[Procure une arme adaptée à la classe/job actuel]
[Utilisable dans les cités et les zones en dehors]",Coffre d'arme [Nv 36-38],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000243,1,2,0,0,0,26557,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
31335,coffre d'arme [Nv 40-42],coffres d'arme [Nv 40-42],"Un coffre contenant une arme.
[Procure une arme adaptée à la classe/job actuel]
[Utilisable dans les cités et les zones en dehors]",Coffre d'arme [Nv 40-42],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000244,1,2,0,0,0,26557,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
31336,coffre d'arme [Nv 45-46],coffres d'arme [Nv 45-46],"Un coffre contenant une arme.
[Procure une arme adaptée à la classe/job actuel]
[Utilisable dans les cités et les zones en dehors]",Coffre d'arme [Nv 45-46],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000245,1,2,0,0,0,26557,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
31337,coffre d'arme [Nv 49],coffres d'arme [Nv 49],"Un coffre contenant une arme.
[Procure une arme adaptée à la classe/job actuel]
[Utilisable dans les cités et les zones en dehors]",Coffre d'arme [Nv 49],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,1000246,1,2,0,0,0,26557,1,2060,388,0,0,0,1,19,61,0,0,56,0,2,0,False,True,False,False,False,False,False,False
31338,exemplaire de l'Étiquette éorzéenne : S'interroger,exemplaires de l'Étiquette éorzéenne : S'interroger,Ce manuel permet d'apprendre l'emote “S'interroger”.,L'Étiquette éorzéenne : S'interroger,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,1,2,0,0,0,26435,1,35000,2220,0,0,0,1,16,85,0,0,59,0,2,0,True,True,True,False,False,False,False,False
31339,mémoquartz inhabituel ésotérique,mémoquartz inhabituels ésotériques,"Cette pierre gravée est pro­ba­ble­ment un vestige de la civilisation allagoise. Elle semble décrire des sujets ésotériques inhabituels.
[Peut être échangé contre un objet auprès du Mog voyageur]",Mémoquartz inhabituel ésotérique,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,26298,1,22000,0,0,0,0,1,16,63,0,0,55,0,2,0,False,True,False,False,False,False,False,False
31340,carte Nain,cartes Nain,"Une carte basique (★) utilisée pour jouer à Triple Triade.
Carte n°280",Carte Nain,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,294,999,2,0,0,0,27662,1,22000,2223,0,0,0,1,27,86,0,0,59,0,1,0,False,True,False,False,False,False,False,False
31341,carte Ehll Tou,cartes Ehll Tou,"Une carte commune (★★) utilisée pour jouer à Triple Triade.
Carte n°288",Carte Ehll Tou,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,295,999,2,0,0,0,27663,1,22000,2224,0,0,0,1,27,86,0,0,59,0,1,0,False,True,False,False,False,False,False,False
31342,carte automatank,cartes automatank,"Une carte commune (★★) utilisée pour jouer à Triple Triade.
Carte n°281",Carte automatank,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,296,999,2,0,0,0,27663,1,22000,2225,0,0,0,1,27,86,0,0,59,0,1,0,False,True,False,False,False,False,False,False
31343,carte Lugus,cartes Lugus,"Une carte rare (★★★) utilisée pour jouer à Triple Triade.
Carte n°282",Carte Lugus,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,297,999,2,0,0,0,27664,1,22000,2226,0,0,0,1,27,86,0,0,59,0,1,0,False,True,False,False,False,False,False,False
31344,carte Dawon,cartes Dawon,"Une carte rare (★★★) utilisée pour jouer à Triple Triade.
Carte n°289",Carte Dawon,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,298,999,2,0,0,0,27664,1,22000,2227,0,0,0,1,27,86,0,0,59,0,1,0,False,True,False,False,False,False,False,False
31345,carte Adrammelech,cartes Adrammelech,"Une carte rare (★★★) utilisée pour jouer à Triple Triade.
Carte n°290",Carte Adrammelech,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,299,999,2,0,0,0,27664,1,22000,2228,0,0,0,1,27,86,0,0,59,0,1,0,False,True,False,False,False,False,False,False
31346,carte Elidibus,cartes Elidibus,"Une carte épique (★★★★) utilisée pour jouer à Triple Triade.
Carte n°283",Carte Elidibus,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,300,999,2,0,0,0,27665,1,22000,2229,0,0,0,1,27,86,0,0,59,0,1,0,False,True,False,False,False,False,False,False
31347,carte Thancred (Shadowbringers),cartes Thancred (Shadowbringers),"Une carte épique (★★★★) utilisée pour jouer à Triple Triade.
Carte n°284",Carte Thancred (Shadowbringers),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,301,1,2,0,0,0,27665,1,22000,2230,0,0,0,1,27,86,0,0,59,0,1,0,True,True,True,False,False,False,False,False
31348,carte Arme Saphir,cartes Arme Saphir,"Une carte épique (★★★★) utilisée pour jouer à Triple Triade.
Carte n°285",Carte Arme Saphir,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,302,999,2,0,0,0,27665,1,22000,2231,0,0,0,1,27,86,0,0,59,0,1,0,False,True,False,False,False,False,False,False
31349,carte 2P,cartes 2P,"Une carte légendaire (★★★★★) utilisée pour jouer à Triple Triade.
Carte n°286",Carte 2P,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,303,999,2,0,0,0,27666,1,22000,2232,0,0,0,1,27,86,0,0,59,0,1,0,False,True,False,True,False,False,False,False
31350,carte Guerrier de la Lumière (Shadowbringers),cartes Guerrier de la Lumière (Shadowbringers),"Une carte légendaire (★★★★★) utilisée pour jouer à Triple Triade.
Carte n°287",Carte Guerrier de la Lumière (Shadowbringers),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,304,999,2,0,0,0,27666,1,22000,2233,0,0,0,1,27,86,0,0,59,0,1,0,False,True,False,False,False,False,False,False
31351,pièce bozjienne,pièces bozjiennes,Une devise qui avait cours à l'époque de la république bozjienne.,Pièce bozjienne,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,19,0,0,0,26272,1,20000,0,0,0,0,1,16,61,0,0,48,0,2,0,False,True,False,False,False,False,False,False
31352,caisse de matériaux ultralégers pour équipement bozjien (tête),caisses de matériaux ultralégers pour équipement bozjien (tête),Une caisse contenant tous les matériaux nécessaires à l'amélioration d'une pièce d'équipement bozjienne pour la tête.,Matériaux ultralégers pour équipement bozjien (tête),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,1,0,0,26108,1,20000,0,0,0,0,1,16,61,60,0,48,0,2,0,False,False,False,False,False,False,False,False
31353,caisse de matériaux ultralégers pour équipement bozjien (torse),caisses de matériaux ultralégers pour équipement bozjien (torse),Une caisse contenant tous les matériaux nécessaires à l'amélioration d'une pièce d'équipement bozjienne pour le torse.,Matériaux ultralégers pour équipement bozjien (torse),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,1,0,0,26108,1,20000,0,0,0,0,1,16,61,60,0,48,0,2,0,False,False,False,False,False,False,False,False
31354,caisse de matériaux ultralégers pour équipement bozjien (mains),caisses de matériaux ultralégers pour équipement bozjien (mains),Une caisse contenant tous les matériaux nécessaires à l'amélioration d'une pièce d'équipement bozjienne pour les mains.,Matériaux ultralégers pour équipement bozjien (mains),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,1,0,0,26108,1,20000,0,0,0,0,1,16,61,60,0,48,0,2,0,False,False,False,False,False,False,False,False
31355,caisse de matériaux ultralégers pour équipement bozjien (jambes),caisses de matériaux ultralégers pour équipement bozjien (jambes),Une caisse contenant tous les matériaux nécessaires à l'amélioration d'une pièce d'équipement bozjienne pour les jambes.,Matériaux ultralégers pour équipement bozjien (jambes),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,1,0,0,26108,1,20000,0,0,0,0,1,16,61,60,0,48,0,2,0,False,False,False,False,False,False,False,False
31356,caisse de matériaux ultralégers pour équipement bozjien (pieds),caisses de matériaux ultralégers pour équipement bozjien (pieds),Une caisse contenant tous les matériaux nécessaires à l'amélioration d'une pièce d'équipement bozjienne pour les pieds.,Matériaux ultralégers pour équipement bozjien (pieds),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,1,0,0,26108,1,20000,0,0,0,0,1,16,61,60,0,48,0,2,0,False,False,False,False,False,False,False,False
31357,coffre verrouillé du Front sud de Bozja,coffres verrouillés du Front sud de Bozja,Ce coffre verrouillé a été découvert sur le Front sud de Bozja. Une personne experte en crochetage saurait l'ouvrir.,Coffre verrouillé du Front sud de Bozja,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0,999,2,0,0,0,25997,1,30000,0,0,0,0,1,16,61,0,0,48,0,2,0,False,True,False,False,False,False,False,False
31358,capuche de protecteur bozjien améliorée,capuches de protecteur bozjien améliorées,,Capuche de protecteur bozjien améliorée,0,0,0,1,1,0,66203,0,0,0,0,0,0,566,566,118,121,116,81,0,0,-1,0,0,0,0,0,80,0,1,59,0,0,1,0,0,0,1,3,27,44,0,0,8,0,47,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,41800,495,8150,0,0,0,0,2,4,34,0,3,5,1,2,13,True,True,False,False,False,True,False,False
31359,manteau de protecteur bozjien amélioré,manteaux de protecteur bozjien améliorés,,Manteau de protecteur bozjien amélioré,0,0,0,1,0,0,66203,0,0,0,0,0,0,759,759,187,193,184,129,0,0,-2,0,0,0,0,0,80,0,1,59,0,0,1,0,0,0,1,3,19,27,0,0,8,0,47,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,43524,495,8150,0,0,0,0,2,4,35,0,4,5,1,2,12,True,True,False,False,False,True,False,False
31360,paire de gants de protecteur bozjien améliorés,paires de gants de protecteur bozjien améliorés,,Gants de protecteur bozjien améliorés,0,0,0,1,1,0,66203,0,0,0,0,0,0,566,566,118,121,116,81,0,0,-1,0,0,0,0,0,80,0,1,59,0,0,1,0,0,0,1,3,44,45,0,0,8,0,47,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,44794,495,8150,0,0,0,0,2,4,37,0,5,5,1,2,12,True,True,False,False,False,False,False,False
31361,paire de braies de protecteur bozjien améliorées,paires de braies de protecteur bozjien améliorées,,Braies de protecteur bozjien améliorées,0,0,0,1,1,0,66203,0,0,0,0,0,0,759,759,187,193,184,129,0,0,-2,0,0,0,0,0,80,0,1,59,0,0,1,0,0,0,1,3,44,27,0,0,8,0,47,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,47707,495,8150,0,0,0,0,2,4,36,0,7,5,1,2,13,True,True,False,False,False,False,False,False
31362,paire de bottes de protecteur bozjien améliorées,paires de bottes de protecteur bozjien améliorées,,Bottes de protecteur bozjien améliorées,0,0,0,1,1,0,66203,0,0,0,0,0,0,566,566,118,121,116,81,0,0,-1,0,0,0,0,0,80,0,1,59,0,0,1,0,0,0,1,3,19,45,0,0,8,0,47,0,0,0,0,0,3,2,0,False,False,True,0,1,2,0,7,21800,49252,495,8150,0,0,0,0,2,4,38,0,8,5,1,2,12,True,True,False,False,False,False,False,False
31363,casquette d'abatteur bozjien améliorée,casquettes d'abatteur bozjien améliorées,,Casquette d'abatteur bozjien améliorée,0,0,0,1,1,0,197278,0,0,0,0,0,0,396,311,118,121,116,81,0,0,-1,0,0,0,0,0,80,0,1,76,0,0,2,0,0,0,1,3,27,44,0,0,8,0,47,0,0,0,0,0,4,2,0,False,False,True,0,1,2,0,7,21800,41504,495,10150,0,0,0,0,2,4,34,0,3,5,1,2,13,True,True,False,False,False,True,False,False
31364,manteau d'abatteur bozjien amélioré,manteaux d'abatteur bozjien améliorés,,Manteau d'abatteur bozjien amélioré,0,0,0,1,0,0,131739,0,0,0,0,0,0,531,417,187,193,184,129,0,0,-2,0,0,0,0,0,80,0,1,76,0,0,2,0,0,0,1,3,44,45,0,0,8,0,47,0,0,0,0,0,4,2,0,False,False,True,0,1,2,0,7,21800,43525,495,10150,0,0,0,0,2,4,35,0,4,5,1,2,12,True,True,False,False,False,True,False,False
31365,paire de gants d'abatteur bozjien améliorés,paires de gants d'abatteur bozjien améliorés,,Gants d'abatteur bozjien améliorés,0,0,0,1,1,0,131739,0,0,0,0,0,0,396,311,118,121,116,81,0,0,-1,0,0,0,0,0,80,0,1,76,0,0,2,0,0,0,1,3,22,27,0,0,8,0,47,0,0,0,0,0,4,2,0,False,False,True,0,1,2,0,7,21800,44796,495,10150,0,0,0,0,2,4,37,0,5,5,1,2,12,True,True,False,False,False,False,False,False
31366,paire de braies d'abatteur bozjien améliorées,paires de braies d'abatteur bozjien améliorées,,Braies d'abatteur bozjien améliorées,0,0,0,1,1,0,131739,0,0,0,0,0,0,531,417,187,193,184,129,0,0,-2,0,0,0,0,0,80,0,1,76,0,0,2,0,0,0,1,3,44,22,0,0,8,0,47,0,0,0,0,0,4,2,0,False,False,True,0,1,2,0,7,21800,47709,495,10150,0,0,0,0,2,4,36,0,7,5,1,2,13,True,True,False,False,False,False,False,False
31367,paire de bottes d'abatteur bozjien améliorées,paires de bottes d'abatteur bozjien améliorées,,Bottes d'abatteur bozjien améliorées,0,0,0,1,1,0,131739,0,0,0,0,0,0,396,311,118,121,116,81,0,0,-1,0,0,0,0,0,80,0,1,76,0,0,2,0,0,0,1,3,27,22,0,0,8,0,47,0,0,0,0,0,4,2,0,False,False,True,0,1,2,0,7,21800,49254,495,10150,0,0,0,0,2,4,38,0,8,5,1,2,12,True,True,False,False,False,False,False,False
31368,paire de lunettes d'agresseur bozjien améliorées,paires de lunettes d'agresseur bozjien améliorées,,Lunettes d'agresseur bozjien améliorées,0,0,0,1,1,0,66205,0,0,0,0,0,0,311,311,118,121,116,81,0,0,-1,0,0,0,0,0,80,0,1,65,0,0,3,0,0,0,1,3,44,22,0,0,8,0,47,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,41801,495,19150,0,0,0,0,2,4,34,0,3,5,1,2,11,True,True,False,False,False,False,False,False
31369,gilet sans manches d'agresseur bozjien amélioré,gilets sans manches d'agresseur bozjien améliorés,,Gilet sans manches d'agresseur bozjien amélioré,0,0,0,1,0,0,131740,0,0,0,0,0,0,417,417,187,193,184,129,0,0,-2,0,0,0,0,0,80,0,1,65,0,0,3,0,0,0,1,3,44,45,0,0,8,0,47,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,43526,495,19150,0,0,0,0,2,4,35,0,4,5,1,2,12,True,True,False,False,False,True,False,False
31370,paire de garde-bras d'agresseur bozjien améliorés,paires de garde-bras d'agresseur bozjien améliorés,,Garde-bras d'agresseur bozjien améliorés,0,0,0,1,1,0,131740,0,0,0,0,0,0,311,311,118,121,116,81,0,0,-1,0,0,0,0,0,80,0,1,65,0,0,3,0,0,0,1,3,22,44,0,0,8,0,47,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,44797,495,19150,0,0,0,0,2,4,37,0,5,5,1,2,12,True,True,False,False,False,False,False,False
31371,paire de genouillères d'agresseur bozjien améliorées,paires de genouillères d'agresseur bozjien améliorées,,Genouillères d'agresseur bozjien améliorées,0,0,0,1,1,0,131740,0,0,0,0,0,0,417,417,187,193,184,129,0,0,-2,0,0,0,0,0,80,0,1,65,0,0,3,0,0,0,1,3,27,45,0,0,8,0,47,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,47710,495,19150,0,0,0,0,2,4,36,0,7,5,1,2,13,True,True,False,False,False,False,False,False
31372,paire de bottes d'agresseur bozjien améliorées,paires de bottes d'agresseur bozjien améliorées,,Bottes d'agresseur bozjien améliorées,0,0,0,1,1,0,131740,0,0,0,0,0,0,311,311,118,121,116,81,0,0,-1,0,0,0,0,0,80,0,1,65,0,0,3,0,0,0,1,3,22,27,0,0,8,0,47,0,0,0,0,0,5,2,0,False,False,True,0,1,2,0,7,21800,49255,495,19150,0,0,0,0,2,4,38,0,8,5,1,2,12,True,True,False,False,False,False,False,False
31373,capuche de pisteur bozjien améliorée,capuches de pisteur bozjien améliorées,,Capuche de pisteur bozjien améliorée,0,0,0,1,1,0,66204,0,0,0,0,0,0,311,311,118,121,116,81,0,0,-1,0,0,0,0,0,80,0,1,66,0,0,4,0,0,0,2,3,27,45,0,0,8,0,47,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,41802,495,30150,0,0,0,0,2,4,34,0,3,5,1,2,13,True,True,False,False,False,True,False,False
31374,gilet sans manches de pisteur bozjien amélioré,gilets sans manches de pisteur bozjien améliorés,,Gilet sans manches de pisteur bozjien amélioré,0,0,0,1,0,0,66204,0,0,0,0,0,0,417,417,187,193,184,129,0,0,-2,0,0,0,0,0,80,0,1,66,0,0,4,0,0,0,2,3,27,44,0,0,8,0,47,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,43527,495,30150,0,0,0,0,2,4,35,0,4,5,1,2,12,True,True,False,False,False,True,False,False
31375,paire de garde-bras de pisteur bozjien améliorés,paires de garde-bras de pisteur bozjien améliorés,,Garde-bras de pisteur bozjien améliorés,0,0,0,1,1,0,66204,0,0,0,0,0,0,311,311,118,121,116,81,0,0,-1,0,0,0,0,0,80,0,1,66,0,0,4,0,0,0,2,3,22,45,0,0,8,0,47,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,44798,495,30150,0,0,0,0,2,4,37,0,5,5,1,2,12,True,True,False,False,False,False,False,False
31376,paire de genouillères de pisteur bozjien améliorées,paires de genouillères de pisteur bozjien améliorées,,Genouillères de pisteur bozjien améliorées,0,0,0,1,1,0,66204,0,0,0,0,0,0,417,417,187,193,184,129,0,0,-2,0,0,0,0,0,80,0,1,66,0,0,4,0,0,0,2,3,44,27,0,0,8,0,47,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,47711,495,30150,0,0,0,0,2,4,36,0,7,5,1,2,13,True,True,False,False,False,False,False,False
31377,paire de bottes de pisteur bozjien améliorées,paires de bottes de pisteur bozjien améliorées,,Bottes de pisteur bozjien améliorées,0,0,0,1,1,0,66204,0,0,0,0,0,0,311,311,118,121,116,81,0,0,-1,0,0,0,0,0,80,0,1,66,0,0,4,0,0,0,2,3,22,44,0,0,8,0,47,0,0,0,0,0,6,2,0,False,False,True,0,1,2,0,7,21800,49256,495,30150,0,0,0,0,2,4,38,0,8,5,1,2,12,True,True,False,False,False,False,False,False
