#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23
69352.255,45,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69353.255,46,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69354.255,47,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69356.255,48,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69357.255,49,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69358.255,50,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69360.255,51,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69361.255,52,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69363.255,53,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69364.255,54,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69366.255,55,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69367.255,56,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69369.255,57,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69393.1,11,11,11,0,0,0,0,0,0,0,0,255,255,255,255,255,2,2,2,0,0,0,0,0
69399.255,35,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69408.2,30,30,30,0,0,0,0,0,1,1,1,255,255,255,255,255,2,2,2,0,0,0,0,0
69408.255,30,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69432.255,31137,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69433.3,31139,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69434.255,31141,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69435.3,31143,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69436.5,31145,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69438.2,31147,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69439.255,31149,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69440.255,31151,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69442.2,31153,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69443.255,31155,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69444.255,31157,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69446.2,31159,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69447.255,31161,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69449.2,31163,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69450.255,31165,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69451.2,31167,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69453.2,31169,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69454.2,31171,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69455.2,30,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69456.2,31173,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69457.255,31175,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69460.2,31177,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69461.255,31179,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69463.2,31181,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69464.255,31183,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69504.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69534.1,9,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69639.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69639.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69646.3,6,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69646.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69651.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69651.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69658.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69658.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69658.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69660.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69666.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69666.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69666.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69669.255,35588,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69670.255,35589,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69671.255,35590,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69672.255,35836,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69673.255,35591,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69674.1,35838,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69676.255,35592,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69677.255,35593,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69678.255,35594,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69679.2,35840,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69680.255,35595,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69681.1,35842,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69683.255,35596,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69684.255,35597,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69685.255,35598,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69686.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69686.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69686.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69686.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69686.6,35844,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69687.255,35599,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69688.4,35846,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
69716.2,28,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69723.3,3,6,0,0,0,0,0,0,2,2,255,255,255,255,255,255,4,4,0,0,0,0,0,0
69732.1,3,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69737.1,172,172,172,0,0,0,0,0,0,1,2,255,255,255,255,255,2,2,2,0,0,0,0,0
69749.255,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69750.2,121,9,0,0,0,0,0,0,1,1,255,255,255,255,255,255,2,4,0,0,0,0,0,0
69750.3,9,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69750.4,9,3,0,0,0,0,0,0,3,3,255,255,255,255,255,255,4,4,0,0,0,0,0,0
69752.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69754.2,58,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69768.2,7,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69769.1,35,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69769.2,6,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69782.2,45,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69782.3,121,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69793.2,10,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69794.4,3,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69799.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69799.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69804.1,6,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69808.3,3,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69811.2,7,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69817.2,11,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69822.2,37,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69824.1,6,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69826.4,8,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69827.1,12,12,12,0,0,0,0,0,0,0,0,255,255,255,255,255,2,2,2,0,0,0,0,0
69838.2,10,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69838.3,10,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69838.4,10,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69843.1,28,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69844.2,105,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69844.3,28,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69844.4,112,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69848.2,39,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69848.4,39,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69849.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69850.2,3,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69852.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69852.255,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69856.2,58,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69859.2,35,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69861.2,3,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69867.2,105,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69874.2,105,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69879.2,8,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69879.3,8,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69879.4,8,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69888.1,18,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69888.255,111,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69892.1,11,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69894.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69894.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69894.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69894.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69894.6,5,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69894.7,5,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69894.8,5,0,0,0,0,0,0,0,7,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69896.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69896.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69897.2,6,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69901.2,8,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69901.3,8,5,0,0,0,0,0,0,2,2,255,255,255,255,255,255,4,4,0,0,0,0,0,0
69903.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69903.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69904.5,25,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69906.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69906.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69906.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69906.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69908.4,6,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69908.5,6,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69908.6,6,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69908.7,6,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69914.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69914.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69914.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69914.6,5,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69920.6,7,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69923.5,5,6,0,0,0,0,0,0,4,4,255,255,255,255,255,255,4,4,0,0,0,0,0,0
69933.5,6,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69933.8,6,0,0,0,0,0,0,0,7,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69939.3,9,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69939.4,9,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69940.3,37,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69940.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69940.6,5,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69940.7,5,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69940.8,5,0,0,0,0,0,0,0,7,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69940.9,5,0,0,0,0,0,0,0,8,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69941.3,7,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69946.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69946.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69946.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69946.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69946.255,5,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69947.1,5,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69947.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69947.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69947.6,3,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69947.7,3,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69947.8,3,0,0,0,0,0,0,0,7,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69947.9,3,0,0,0,0,0,0,0,8,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69947.10,3,0,0,0,0,0,0,0,9,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69959.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69959.6,5,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69959.7,5,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69959.255,5,0,0,0,0,0,0,0,7,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69961.6,16,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69962.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69963.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69963.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69963.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69963.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69963.6,5,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69963.7,5,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69963.8,5,0,0,0,0,0,0,0,7,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69972.1,5,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69972.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69972.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69972.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69980.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69980.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69980.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69980.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69980.6,5,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69980.7,5,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69982.3,3,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69998.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69998.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70019.1,105,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
70019.2,105,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
70024.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70026.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70026.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70028.2,7,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70034.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70034.255,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70043.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70043.255,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70048.2,28,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
70055.3,3,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70060.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70060.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70060.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70068.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70068.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70068.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70069.1,5,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70077.1,9,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
70079.6,5,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70079.7,5,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70082.6,5,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70082.7,5,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70083.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70083.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70090.3,3,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70110.1,12,12,12,0,0,0,0,0,0,1,2,255,255,255,255,255,2,2,2,0,0,0,0,0
70111.3,3,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70113.2,9,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70117.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70117.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70122.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70122.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70122.6,5,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70122.255,5,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70123.2,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70123.3,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70125.1,34,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
70125.2,30,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
70132.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70132.3,5,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70132.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70132.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70132.6,5,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70132.7,5,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70132.8,5,0,0,0,0,0,0,0,7,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70135.4,5,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70135.5,5,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70135.6,5,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
70135.7,5,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
